학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
일반동사의 부정문과 의문문을 사용할 수 있어요.,"Do you ___ video games? No, I don't.","비디오 게임을 하세요? 아니요, 안 해요.",play,playing,plays,play,2,"Do you ___ books? No, I don't.","책을 읽으세요? 아니요, 안 읽어요.",read,reads,reading,read,1,"A: Do you watch movies? B: No, I don't. A: Do you listen to music? B: No, I don't.","A: 영화 보세요? B: 아니요, 안 봐요. A: 음악 들으세요? B: 아니요, 안 들어요."
조동사 will를 활용할 수 있어요.,I ___ visit the new cafe this weekend.,나는 이번 주말에 새 카페를 방문할 거예요.,would,will,can,will,2,She ___ try the famous dessert at the event.,그녀는 행사에서 유명한 디저트를 시도해볼 거예요.,will,would,can,will,1,"A: Will you visit the art gallery this weekend? B: Yes, I will go with my friend. A: Will you try the new sports game? B: Yes, I will play it tonight.","A: 이번 주말에 미술관에 방문할 거예요? B: 네, 친구와 함께 갈 거예요. A: 새로운 스포츠 게임을 시도해볼 거예요? B: 네, 오늘 밤에 할 거예요."
조동사 can을 사용할 수 있어요.,I ___ ride my bicycle around the park.,나는 공원 주위를 자전거로 탈 수 있어요.,am,can,is,can,2,She ___ visit the famous museum near her house.,그녀는 집 근처의 유명한 박물관을 방문할 수 있어요.,can,was,are,can,1,"A: Can you drive a manual car? B: Yes, I can drive it confidently. A: Can you paint a landscape? B: No, I cannot paint it skillfully.","A: 수동 자동차를 운전할 수 있어요? B: 네, 자신 있게 운전할 수 있어요. A: 풍경을 그릴 수 있어요? B: 아니요, 능숙하게 그릴 수 없어요."
동명사를 사용할 수 있어요.,I like ______ in the ocean.,나는 바다에서 수영하는 것을 좋아해요.,swim,swimming,swam,swimming,2,She enjoys ______ landscapes.,그녀는 풍경 그리기를 즐겨해요.,drawing,draw,drawed,drawing,1,A: I enjoy running in the park. B: I like cycling on the road. A: She enjoys baking cakes. B: He loves drawing cartoons.,A: 저는 공원에서 달리기를 즐겨해요. B: 저는 도로에서 자전거 타기를 좋아해요. A: 그녀는 케이크 굽는 것을 즐겨해요. B: 그는 만화를 그리기를 좋아해요.
조동사 should를 사용할 수 있어요.,They ___ visit historic places.,그들은 역사적인 장소를 방문해야 해요.,shoulded,should,shoulds,should,2,We ___ learn about traditions.,우리는 전통에 대해 배워야 해요.,should,shoulds,shoulded,should,1,A: Should we try the new dessert place? B: I should ask my parents first. A: Should I join the music club? B: I should consider my schedule carefully.,A: 새로운 디저트 가게를 시도해야 해요? B: 저는 먼저 부모님께 물어봐야 해요. A: 음악 동아리에 가입해야 해요? B: 저는 제 일정을 신중하게 고려해야 해요.
접속사 when을 사용할 수 있어요.,"When I ____ , I study English.",내가 시간이 있을 때 영어를 공부해요.,are free,am free,free,am free,2,"When ____ , I write my journal.",비가 올 때 나는 일기를 써요.,it rains,rains,it rain,it rains,1,"A: When do you relax after work? B: When the evening comes, I read a book. A: When is the best time to visit the park? B: When the sun sets, the park is peaceful.",A: 퇴근 후 언제 쉬어요? B: 저녁이 되면 책을 읽어요. A: 공원에 가기 가장 좋은 때는 언제예요? B: 해가 질 때 공원이 조용해요.
비교급을 사용할 수 있어요.,My hand is ___ than his.,내 손은 그의 손보다 더 따뜻해요.,warm,warmer,warmest,warmer,2,Her heart is ___ than his.,그녀의 마음은 그의 마음보다 더 부드러워요.,gentler,gentle,gentlest,gentler,1,"A: Is your book thicker than mine? B: Yes, my book is thicker than yours. A: Is her voice softer than his? B: Yes, her voice is softer than his.","A: 당신의 책이 제 책보다 더 두꺼워요? B: 네, 제 책이 당신의 책보다 더 두꺼워요. A: 그녀의 목소리가 그의 목소리보다 더 부드러워요? B: 네, 그녀의 목소리가 그의 목소리보다 더 부드러워요."
조동사 will를 사용할 수 있어요.,I will ___ my homework.,나는 숙제를 끝낼 거예요.,finished,finish,finishes,finish,2,I will ___ my friend tomorrow.,나는 내일 친구를 방문할 거예요.,visit,visited,visits,visit,1,A: I will study at the library tonight. B: I will prepare dinner later. A: I will start a new hobby this weekend. B: I will travel to a foreign country next summer.,A: 나는 오늘 밤 도서관에서 공부할 거예요. B: 나는 나중에 저녁을 준비할 거예요. A: 나는 이번 주말에 새로운 취미를 시작할 거예요. B: 나는 내년 여름에 외국으로 여행할 거예요.
부정사의 명사적 용법을 사용할 수 있어요.,I love ___ time with my family.,나는 가족과 시간을 보내는 것을 좋아해요.,spend,to spend,to spending,to spend,2,She loves ___ meals with her family.,그녀는 가족과 식사를 나누는 것을 좋아해요.,to share,share,to sharing,to share,1,A: I want to learn to play the guitar. B: I love to paint landscapes in my free time. A: Will you try to bake a cake for the party? B: They prefer to exercise in the morning.,A: 저는 기타를 연주하는 것을 배우고 싶어요. B: 저는 여가 시간에 풍경을 그리는 것을 좋아해요. A: 파티에서 케이크를 구워 보실래요? B: 그들은 아침에 운동하는 것을 선호해요.
부가의문문을 사용할 수 있어요.,"We are quite ______, aren't we?","우리는 꽤 창의적이에요, 그렇지 않아요?",creative,creatively,creativeness,creative,2,"They are extremely ______, aren't they?","그들은 매우 친절해요, 그렇지 않아요?",kindly,kind,kinder,kind,1,"A: We are planning a picnic, aren't we? B: Yes, we are planning a picnic, aren't we? A: They are organizing the charity event, aren't they? B: Yes, they are organizing the charity event, aren't they?","A: 우리 오늘 소풍을 계획하고 있어요, 그렇지 않아요? B: 네, 우리 오늘 소풍을 계획하고 있어요, 그렇지 않아요? A: 그들은 자선 행사를 준비하고 있어요, 그렇지 않아요? B: 네, 그들은 자선 행사를 준비하고 있어요, 그렇지 않아요?"
부정사의 부사적 용법 목적을 사용할 수 있어요.,They baked a cake ___ celebrate a milestone.,그들은 중요한 사건을 기념하기 위해 케이크를 구웠어요.,for celebrate,to celebrate,in celebrate,to celebrate,2,He sent greeting cards ___ bring smiles.,그는 미소를 선사하기 위해 인사 카드를 보냈어요.,to bring,for bring,by bring,to bring,1,"A: Did you bake cookies to celebrate your birthday? B: Yes, I baked them to share with my friends. A: Did you prepare a speech to thank your audience? B: Yes, I prepared it to express my gratitude.","A: 생일을 기념하기 위해 쿠키를 구웠어요? B: 네, 친구들과 나누기 위해 구웠어요. A: 청중에게 감사를 전하기 위해 연설문을 준비했어요? B: 네, 감사를 표현하기 위해 준비했어요."
원급 비교를 사용할 수 있어요.,We swim _____ the sea.,우리는 바다만큼 깊게 수영해요.,as deep as,as deeply as,deeper than,as deep as,1,I run _____ the wind.,나는 바람만큼 빠르게 달려요.,fast as,as fast as,faster than,as fast as,2,"A: Do you sing as beautifully as a nightingale? B: Yes, I sing as beautifully as a nightingale. A: Is your cake as sweet as honey? B: No, it is not as sweet as honey.","A: 당신은 나이팅게일처럼 아름답게 노래해요? B: 네, 나이팅게일처럼 아름답게 노래해요. A: 당신의 케이크는 꿀만큼 달아요? B: 아니요, 꿀만큼 달지 않아요."
동명사를 사용할 수 있어요.,They started ___ the guitar.,그들은 기타를 연주하기 시작했어요.,to play,playing,played,playing,2,She started ___ pictures.,그녀는 그림을 그리기 시작했어요.,drawing,draw,drew,drawing,1,A: What activity did you start doing today? B: I started cooking dinner. A: Which hobby did you begin pursuing? B: I started reading poetry.,A: 오늘 어떤 활동을 시작했어요? B: 저는 저녁 요리를 시작했어요. A: 어떤 취미를 시작했어요? B: 저는 시 읽기를 시작했어요.
최상급 표현을 사용할 수 있어요.,Emma painted the ___ picture.,엠마는 가장 아름다운 그림을 그렸어요.,more beautiful,most beautiful,beautiful,most beautiful,2,Liam created the ___ design.,리암은 가장 화려한 디자인을 만들었어요.,most colorful,more colorful,colorful,most colorful,1,A: Who scored the highest point? B: I scored the highest point. A: Who made the most delicious cake? B: I baked the most delicious cake.,A: 누가 가장 높은 점수를 받았어요? B: 제가 가장 높은 점수를 받았어요. A: 누가 가장 맛있는 케이크를 만들었어요? B: 제가 가장 맛있는 케이크를 구웠어요.
접속사 when을 사용할 수 있어요.,"When I heard the good news, I ______ widely.","좋은 소식을 들었을 때, 나는 환하게 웃었어요.",smile,smiled,smiling,smiled,2,"When the bell rang, I ______ to class.","종이 울렸을 때, 나는 급하게 교실로 갔어요.",rushed,rush,rushing,rushed,1,"A: When I finished my homework, I relaxed on the sofa. B: When the clock struck noon, I started cooking. A: When I visited the museum, I studied the art. B: When the rain subsided, I took my dog for a walk.","A: 숙제를 끝냈을 때, 소파에서 쉬었어요. B: 시계가 정오를 알렸을 때, 요리를 시작했어요. A: 박물관을 방문했을 때, 미술 작품을 감상했어요. B: 비가 그친 후, 강아지와 산책했어요."
일반동사의 현재형을 사용할 수 있어요.,I ___ songs in the shower.,나는 샤워하면서 노래를 불러요.,sangs,sing,sings,sing,2,I ___ the guitar on weekends.,나는 주말마다 기타를 쳐요.,play,plays,played,play,1,A: What do you usually do in the morning? B: I drink coffee and read the newspaper. A: When do you usually exercise? B: I exercise on weekends.,A: 아침에 보통 무엇을 해요? B: 저는 커피를 마시고 신문을 읽어요. A: 보통 언제 운동해요? B: 저는 주말에 운동해요.
현재진행형을 사용할 수 있어요.,My sister ___ English.,내 여동생은 영어 공부를 하고 있어요.,studies,is studying,study,is studying,2,The student ___ to music.,학생은 음악을 듣고 있어요.,is listening,listens,listening,is listening,1,A: What is your brother doing? B: He is reading a book. A: What is she making for dinner? B: She is cooking pasta.,A: 당신의 형제는 무엇을 하고 있어요? B: 그는 책을 읽고 있어요. A: 그녀는 저녁에 무엇을 만들고 있어요? B: 그녀는 파스타를 만들고 있어요.
조동사 will를 사용할 수 있어요.,I ___ study English tonight.,나는 오늘 밤 영어를 공부할 거예요.,am,will,would,will,2,She ___ complete her homework after school.,그녀는 방과 후 숙제를 마칠 거예요.,will,can,do,will,1,"A: Will you attend the art workshop tomorrow? B: Yes, I will attend it. A: Will you read the book over the weekend? B: No, I won't read it.","A: 내일 미술 워크숍에 참석하실 거예요? B: 네, 참석할 거예요. A: 주말에 책을 읽으실 거예요? B: 아니요, 읽지 않으실 거예요."
There is/are...를 사용할 수 있어요.,There ___ many helping hands in our neighborhood.,우리 동네에는 많은 도움의 손길이 있어요.,is,are,was,are,2,There ___ several inspiring ideas circulating in the town.,도시에는 여러 영감을 주는 아이디어들이 돌고 있어요.,are,is,was,are,1,"A: Is there a new park in the area? B: Yes, there is a spacious park by the river. A: Are there many schools around? B: Yes, there are several good schools nearby.","A: 이 지역에 새 공원이 생겼어요? B: 네, 강가에 넓은 공원이 있어요. A: 주변에 학교가 많아요? B: 네, 여러 훌륭한 학교들이 있어요."
재귀대명사를 사용할 수 있어요.,I take care of ______ every day.,저는 매일 제 자신을 돌봐요.,me,myself,mine,myself,2,I taught ______ to draw well.,저는 그림을 잘 그리는 법을 스스로 배웠어요.,myself,me,self,myself,1,A: I encourage myself to learn something new every day. B: I reward myself for small achievements. A: She challenges herself to improve every morning. B: She believes in herself even in difficulties.,A: 저는 매일 새로운 것을 배우도록 스스로를 격려해요. B: 저는 작은 성취에 대해 제 자신에게 보상을 해요. A: 그녀는 매일 아침 더 나아지기 위해 스스로에게 도전해요. B: 그녀는 어려움 속에서도 제 자신을 믿어요.
조동사를 사용할 수 있어요.,You ___ update your settings regularly.,당신은 설정을 정기적으로 업데이트해야 해요.,would,should,could,should,2,He ___ change his password every month.,그는 매달 비밀번호를 변경해야 해요.,should,would,could,should,1,"A: Should we visit the library this weekend? B: Yes, we should check out the new books. A: Should I bring my laptop for the study session? B: No, you should just take notes.","A: 이번 주말에 도서관에 갈까요? B: 네, 새로운 책들을 확인해야 해요. A: 스터디 모임에 노트북을 가져갈까요? B: 아니요, 그냥 필기해야 해요."
최상급을 사용할 수 있어요.,India has the ___ festivals among all countries.,인도는 모든 나라 중에서 가장 다채로운 축제를 가지고 있어요.,more colorful,most colorful,colorfulest,most colorful,2,Italy offers the ___ gelato for tourists.,이탈리아는 관광객들에게 가장 맛있는 젤라토를 제공해요.,more delicious,deliciousest,most delicious,most delicious,3,A: Which hotel is the most luxurious downtown? B: The downtown hotel is the most luxurious by far. A: What restaurant serves the most authentic flavors? B: That restaurant serves the most authentic dishes.,A: 시내에서 어떤 호텔이 가장 럭셔리해요? B: 시내 호텔이 가장 럭셔리해요. A: 어떤 식당이 가장 정통적인 맛을 내요? B: 그 식당이 가장 정통적인 요리를 내요.
to부정사의 부사적 용법을 사용할 수 있어요.,She carries her reusable bottle with her ____.,그녀는 지구를 돕기 위해 재사용 가능한 병을 가지고 다녀요.,helping the Earth,to help the Earth,help the Earth,to help the Earth,2,They bring eco-friendly lunch boxes with them ____.,그들은 낭비를 피하기 위해 친환경 도시락을 가지고 다녀요.,to avoid waste,avoid waste,avoiding waste,to avoid waste,1,A: I jog early to improve my stamina. B: I meditate to calm my mind. A: He practices piano to express his creativity. B: She cooks to enjoy healthy meals.,A: 체력을 기르기 위해 일찍 조깅했어요. B: 마음을 진정하기 위해 명상했어요. A: 창의력을 표현하기 위해 피아노를 연습했어요. B: 건강한 식사를 즐기기 위해 요리했어요.
감각동사를 사용할 수 있어요.,She ___ curious during the group activity.,그녀는 그룹 활동 중에 호기심이 많아 보였어요.,lookly,looked,look,looked,2,They ___ tired after the long game.,그들은 긴 경기 후에 피곤해 보였어요.,looked,looke,looking,looked,1,"A: Did the musician look excited at the concert? B: Yes, he looked thrilled all night. A: Did the movie look boring to you? B: No, it looked interesting overall.","A: 음악가가 콘서트에서 신나 보였어요? B: 네, 그는 밤새 신나 보였어요. A: 영화가 지루해 보였어요? B: 아니요, 영화는 전체적으로 흥미로워 보였어요."
‘how’를 이용한 감탄문을 사용할 수 있어요.,____ is this curry!,이 카레가 얼마나 매워요!,What spicy,How spicy,How spice,How spicy,2,____ is this sushi!,이 초밥이 얼마나 신선해요!,How fresh,How new,What fresh,How fresh,1,A: How tall is that building! B: It towers over the city. A: How quiet is this library! B: It is extremely silent.,A: 저 건물이 얼마나 키가 커요! B: 도시 위에 우뚝 서 있어요. A: 이 도서관이 얼마나 조용해요! B: 정말 조용해요.
비교급을 사용할 수 있어요.,My cat is ___ than my dog.,내 고양이가 내 개보다 더 친근해요.,friendly,friendlier,more friendly,friendlier,2,The bird is ___ than the squirrel.,그 새는 다람쥐보다 더 작아요.,smaller,small,more small,smaller,1,"A: Is your phone lighter than mine? B: Yes, my phone is lighter than yours. A: Is this chair comfier than the table? B: No, it is not comfier than the table.","A: 당신의 핸드폰이 제 핸드폰보다 가벼워요? B: 네, 제 핸드폰이 당신의 것보다 가벼워요. A: 이 의자가 탁자보다 더 편안해 보여요? B: 아니요, 이 의자가 탁자보다 더 편안해 보이지 않아요."
부가의문문을 사용할 수 있어요.,"My classmates are exploring Korean history, _____?",우리 반 친구들이 한국 역사를 탐구하고 있지 않아요?,are they?,aren't they?,isn't it?,aren't they?,2,"We are learning about ancient artifacts, _____?",우리는 고대 유물에 대해 배우고 있지 않아요?,aren't we?,are we?,isn't it?,aren't we?,1,"A: You are enjoying your new novel, aren't you? B: Yes, I truly enjoy it. A: They are organizing the school event, aren't they? B: Yes, they are planning very well.","A: 당신은 새 소설을 즐기고 있지 않아요? B: 네, 정말 감상하고 있어요. A: 그들은 학교 행사를 준비하고 있지 않아요? B: 네, 아주 잘 준비하고 있어요."
『make + A + 형용사』 구문을 사용할 수 있어요.,My friends ___ me confident.,내 친구들이 나를 자신감 있게 만들었어요.,make,made,making,made,2,Shared laughter ___ everyone joyful.,함께 웃음이 모두를 즐겁게 만들었어요.,made,make,making,made,1,"A: Did your teacher make you interested in history? B: Yes, it made me interested in the subject. A: Did the art class make you creative? B: Yes, it made me creative.","A: 선생님이 당신을 역사에 흥미롭게 만들었어요? B: 네, 그분이 제게 그 주제에 흥미롭게 만드셨어요. A: 미술 수업이 당신을 창의적으로 만들었어요? B: 네, 그 수업이 저를 창의적으로 만드셨어요."
일반동사의 현재형을 사용할 수 있어요.,I ___ every morning to stay healthy.,나는 건강을 유지하기 위해 매일 아침 조깅해요.,runs,jog,cycles,jog,2,She ___ in the park every day.,그녀는 매일 공원에서 걸어요.,walks,walk,walking,walks,1,A: I read novels every night. B: I cook dinner every evening. A: She visits her grandparents on Sundays. B: He plays soccer on weekends.,A: 나는 매일 밤 소설을 읽어요. B: 나는 매일 저녁 요리를 해요. A: 그녀는 일요일마다 할머니를 방문해요. B: 그는 주말에 축구를 해요.
"조동사 will, can을 사용할 수 있어요.",I ___ draw a picture in art class.,나는 미술 시간에 그림을 그릴 거예요.,willing,will,willed,will,2,I ___ join the school club.,나는 학교 동아리에 가입할 수 있어요.,can,canned,cans,can,1,A: Will you attend the soccer game tonight? B: I will attend the soccer game tonight. A: Can you swim in the lake this afternoon? B: I can swim in the lake this afternoon.,"A: 오늘 밤 축구 경기에 참석할 거예요? B: 저는 오늘 밤 축구 경기에 참석할 거예요. A: 오늘 오후 호수에서 수영할 수 있어요? B: 네, 오늘 오후 호수에서 수영할 수 있어요."
명령문을 사용할 수 있어요.,Please ___ the door quietly.,문을 조용히 닫아주세요.,closes,close,closed,close,2,Sit ___ during class.,수업 중에 바르게 앉으세요.,properly,proper,properness,properly,1,A: Please submit your homework now. B: Please wait for the instructions. A: Please read the book carefully. B: Please return the book on time.,A: 숙제를 지금 제출해주세요. B: 지시를 기다려주세요. A: 책을 주의 깊게 읽어주세요. B: 책을 제때 반납해주세요.
시간을 나타내는 접속사 when을 사용할 수 있어요.,I met my best friend _____,나는 박물관을 방문했을 때 내 가장 친한 친구를 만났어요.,when I visited the museum.,if I visited the museum.,while I visited the museum.,when I visited the museum.,1,He called me _____,그는 아름다운 노을을 봤을 때 저에게 전화를 했어요.,if he saw the beautiful sunset.,when he saw the beautiful sunset.,whenever he saw the beautiful sunset.,when he saw the beautiful sunset.,2,A: I laughed when I heard the joke. B: I remembered when I visited the park. A: I relaxed when I finished my homework. B: I danced when the music started.,A: 나는 농담을 듣고 웃었어요. B: 나는 공원을 방문했을 때 기억이 났어요. A: 나는 숙제를 끝내고 편안해졌어요. B: 음악이 시작되었을 때 춤을 췄어요.
감각 동사를 사용할 수 있어요.,These dishes ___ appetizing.,이 요리들이 맛있어 보여요.,looks,look,is,look,2,The soup ___ spicy.,그 수프는 매콤해요.,tastes,feels,appears,tastes,1,"A: Does the fabric feel soft? B: Yes, it feels soft. A: Do the lights look dim? B: Yes, they look dim.","A: 이 천은 부드럽게 느껴져요? B: 네, 정말 부드럽게 느껴져요. A: 그 빛들이 어둡게 보여요? B: 네, 어둡게 보여요."
4형식을 사용할 수 있어요.,My friend ___ me a funny story.,내 친구가 나에게 웃긴 이야기를 해요.,told,tells,tell,tells,2,She ___ me a lovely gift.,그녀가 나에게 멋진 선물을 줬어요.,gave,gives,give,gave,1,A: My colleague tells me a surprising secret. B: I listen intently. A: The neighbor gave me a lovely flower. B: I was very grateful.,A: 제 동료가 제게 놀라운 비밀을 얘기해요. B: 저는 집중해서 들어요. A: 이웃이 제게 예쁜 꽃을 줬어요. B: 저는 매우 감사했어요.
감탄문을 사용할 수 있어요.,What a ___ green park! It calmed my heart.,정말 멋진 초록 공원이네요! 제 마음이 차분해졌어요.,very,lovely,much,lovely,2,What a ___ walk! I savored every minute.,정말 즐거운 산책이었어요! 매 순간을 음미했어요.,pleasant,very,amazing,pleasant,1,A: What an amazing view! B: It took my breath away. A: What a scrumptious cake! B: I enjoyed every bite.,A: 정말 멋진 경치였어요! B: 숨이 멎을 정도였어요. A: 정말 맛있는 케이크였어요! B: 한 입 한 입 즐겼어요.
to부정사의 부사적 용법을 사용할 수 있어요.,Peter practiced more ___.,피터는 자신의 그림을 다듬기 위해 더 연습했어요.,for refine his drawing,to refine his drawing,refine his drawing,to refine his drawing,2,She traveled far ___.,그녀는 영감을 찾기 위해 멀리 여행했어요.,to find inspiration,for find inspiration,find inspiration,to find inspiration,1,"A: Do you exercise to stay healthy? B: Yes, I work out to improve my stamina. A: Do you study to understand science? B: Yes, I study regularly to explore new ideas.","A: 건강을 유지하기 위해 운동하세요? B: 네, 체력을 향상시키기 위해 운동해요. A: 과학을 이해하기 위해 공부하세요? B: 네, 새로운 아이디어를 탐구하기 위해 정기적으로 공부해요."
‘be’동사의 부정문과 의문문을 사용할 수 있어요.,"Are you curious about new classes? - No, I ___.","신규 수업에 대해 호기심 있으세요? - 아니, 그렇지 않아요.",ain't,am not,isn't,am not,2,"Are you comfortable with your new schedule? - No, I ___.","신규 일정에 대해 편안하세요? - 아니, 그렇지 않아요.",am not,is not,are not,am not,1,"A: Are you excited for the field trip? B: No, I'm not. A: Are you satisfied with your desk setup? B: No, I'm not.","A: 견학에 대해 기대하세요? B: 아니, 그렇지 않아요. A: 책상 구성이 마음에 드세요? B: 아니, 그렇지 않아요."
일반동사의 부정문과 의문문을 사용할 수 있어요.,She ___ miss family meals. Do you enjoy spending time together?,그녀는 가족 식사를 놓치지 않아요. 함께 시간을 보내는 것을 즐기세요?,didn't,doesn't,don't,doesn't,2,He ___ skip his sister's birthday celebration. Do you often share stories with your relatives?,그는 여동생의 생일 파티를 건너뛰지 않아요. 자주 친척들과 이야기를 나누세요?,doesn't,don't,won't,doesn't,1,"A: Does he not attend the weekly meeting? B: No, he doesn't attend it regularly. A: Do you enjoy cooking at home? B: Yes, I enjoy cooking new recipes every day.","A: 그가 주간 회의에 참석하지 않아요? B: 아니요, 그는 정기적으로 참석하지 않아요. A: 집에서 요리하는 것을 즐기세요? B: 네, 저는 매일 새로운 요리법으로 요리하는 것을 즐겨요."
조동사 'can'을 사용할 수 있어요.,I ___ prepare pasta.,나는 파스타를 준비할 수 있어요.,will,can,should,can,2,I ___ taste spicy ramen.,나는 매운 라면 맛을 볼 수 있어요.,is,am,can,can,3,A: Can you ride a skateboard? B: I can ride a skateboard. A: Can you draw landscapes? B: I can draw landscapes.,A: 스케이트보드를 탈 수 있어요? B: 저는 스케이트보드를 탈 수 있어요. A: 풍경을 그릴 수 있어요? B: 저는 풍경을 그릴 수 있어요.
일반동사의 과거형을 사용할 수 있어요.,I ______ my room and prepared a snack for my friends.,나는 내 방을 정리하고 친구들을 위해 간식을 준비했어요.,organize,organized,organizing,organized,2,She walked to the store and ______ a souvenir.,그녀는 가게에 걸어가서 기념품을 샀어요.,bought,buy,buying,bought,1,"A: Did you watch the movie last night? B: Yes, I enjoyed it a lot. A: Did you visit the museum yesterday? B: No, I stayed home and read a book.","A: 어젯밤에 영화를 보셨어요? B: 네, 아주 즐겁게 봤어요. A: 어제 박물관에 다녀오셨어요? B: 아니요, 집에 머무르면서 책을 읽었어요."
감각동사+형용사를 사용할 수 있어요.,Our team ___ energetic.,우리 팀은 활기차게 보였어요.,looks,looked,looking,looked,2,He ___ friendly.,그는 친근하게 보였어요.,looked,looks,looking,looked,1,A: Did the painting look vibrant? B: It looked vibrant. A: How did the garden look this morning? B: It looked peaceful.,"A: 그림이 생기 있어 보였어요? B: 네, 생기 있어 보였어요. A: 정원이 오늘 아침에 평화롭게 보였어요? B: 네, 평화롭게 보였어요."
접속사 ‘when’을 사용할 수 있어요.,Switch off the lights ___ you leave the room.,방을 나갈 때 불을 꺼요.,if,when,while,when,2,Lock the door ___ you go out.,나갈 때 문을 잠그세요.,when,if,before,when,1,"A: Can you email me when you complete the report? B: Yes, I will email you as soon as I complete it. A: Will you call your friend when you arrive at the station? B: Yes, I always call as soon as I arrive.","A: 보고서를 다 완성하면 이메일 보내주세요? B: 네, 완성하는 대로 이메일 보낼게요. A: 역에 도착하면 친구에게 전화해 주세요? B: 네, 도착하는 대로 전화할게요."
주어 역할의 동사원형+-ing를 사용할 수 있어요.,_____ my future career is exciting.,미래의 진로를 계획하는 것은 흥미로워요.,Plan,Planning,Planned,Planning,2,_____ a personal project is worthwhile.,개인 프로젝트를 만드는 것은 가치가 있어요.,Creating,Create,Created,Creating,1,A: Running every morning is healthy. B: I enjoy cycling in the countryside. A: Creating digital art is innovative. B: I love designing logos.,A: 매일 아침 달리는 것은 건강해요. B: 시골에서 자전거 타는 것을 즐겨요. A: 디지털 아트를 만드는 것은 혁신적이에요. B: 로고 디자인하는 것을 좋아해요.
접속사 'because'를 사용할 수 있어요.,The balloon rises ___ it is filled with helium.,풍선은 헬륨으로 채워져 있어서 상승해요.,if,because,although,because,2,The raft drifts ___ the current is strong.,뗏목은 조류가 강해서 표류해요.,because,if,when,because,1,A: I arrived late because the traffic was heavy. B: I missed the bus because I overslept. A: She left early because she had an appointment. B: They postponed the meeting because the weather was bad.,A: 교통 체증 때문에 늦게 도착했어요. B: 너무 늦잠을 잤기 때문에 버스를 놓쳤어요. A: 약속이 있어서 그녀는 일찍 떠났어요. B: 날씨가 나빠서 회의가 연기되었어요.
감탄문을 사용할 수 있어요.,How ___ the garden seems!,정원이 얼마나 아름답게 보이는지 감탄하는 문장이에요.,more beautiful,beautiful,beautifully,beautiful,2,How ___ the old monument is.,오래된 기념비가 얼마나 감동적인지 감탄하는 문장이에요.,inspiring,inspiringly,more inspiring,inspiring,1,A: How lively the market feels! B: How brilliant his speech is! A: How refreshing the juice tastes! B: How cozy the cafe seems!,A: 시장이 얼마나 활기찬지 감탄해요. B: 그의 연설이 얼마나 훌륭한지 감탄해요. A: 주스가 얼마나 상쾌한지 감탄해요. B: 카페가 얼마나 아늑한지 감탄해요.
감탄문을 사용할 수 있어요.,What a ___ morning!,정말 평화로운 아침이에요.,peace,peaceful,peacely,peaceful,2,What a ___ sunset!,정말 활기찬 노을이에요.,vibrant,vibrantly,vibrance,vibrant,1,A: What a breathtaking view! B: I couldn't take my eyes off it. A: What a cheerful melody! B: It lifted my spirit.,A: 정말 숨막히는 전망이에요! B: 눈을 뗄 수 없었어요. A: 정말 경쾌한 멜로디네요! B: 기분이 좋아졌어요.
조동사 'will'를 사용할 수 있어요.,I ___ learn from challenges.,저는 도전에서 배워요.,am,will,was,will,2,I ___ share my ideas with friends.,저는 친구들과 아이디어를 나눠요.,will,did,is,will,1,A: What will you cook tonight? B: I will prepare a new recipe. A: When will you meet your neighbor? B: I will visit them after dinner.,A: 오늘 저녁에 무엇을 요리할 거예요? B: 새로운 레시피를 준비할 거예요. A: 언제 이웃을 만날 거예요? B: 저녁 후에 방문할 거예요.
주어 역할을 하는 동명사를 사용할 수 있어요.,______ is fun after school.,방과 후에 만화를 읽는 것이 재미있어요.,Read comics,Reading comics,Reads comics,Reading comics,2,______ new recipes is exciting.,새로운 요리법을 요리하는 것이 신나요.,Cooking new recipes,Cook new recipes,Cooking new recipe,Cooking new recipes,1,A: Cycling on weekends is refreshing. B: Cycling on weekends lifts my mood. A: Baking cookies is fun. B: Baking cookies always delights me.,A: 주말에 자전거 타는 것이 상쾌해요. B: 주말에 자전거 타는 것이 기분을 좋게 해요. A: 쿠키 굽는 것이 재미있어요. B: 쿠키 굽는 것이 항상 즐거워요.
주격 관계대명사를 사용할 수 있어요.,What do teachers ___ work in our school serve for breakfast?,우리 학교에서 일하는 선생님들은 아침 식사로 무엇을 내놓으세요?,which,who,whom,who,2,My friend ___ studies hard always submits assignments on time.,열심히 공부하는 내 친구는 항상 숙제를 제때 제출해요.,who,whom,whose,who,1,A: Who is the employee who always arrives early? B: The employee who always arrives early is very punctual. A: Who is the artist who creates wonderful paintings? B: The artist who creates wonderful paintings inspires many.,A: 누가 항상 일찍 도착하는 직원이에요? B: 항상 일찍 도착하는 직원이 정말 성실해요. A: 누가 멋진 그림을 그리는 예술가에요? B: 멋진 그림을 그리는 예술가가 많은 사람들에게 영감을 줘요.
