학년,출판사,교육과정,Lesson,Title,Functions (의사소통기능),Functions (의사소통기능),Structures (언어 형식),Structures (언어 형식),Structures (언어 형식),Functions Material 1,Functions Material 2,"Functions Material 1
수정","Functions Material 2
수정"
중2,비상,2015,3,"I Wonder Why, I Wonder How","들어 본 적이 있는지 묻기
 A: Have you heard about the Sci•Magic show? 
 B: No, I haven’t.","설명 요청하기
 A: I made a potato clock yesterday! 
 B: A potato clock? What do you mean? 
 A: My clock works with potatoes, not with batteries.","수동태
The city is powered by the screams.","to부정사의 형용사적 용법
Rapunzel has the ability to hold up a person.",,"[DESCRIPTION]
Have you heard about ~를 사용해 특정 주제에 대해 들어 본 적이 있는지 묻기.

[KEY_EXPRESSION]
Have you heard about ()?

[SUB_EXPRESSION]
Do you know about ()?
Are you aware of ()?","[DESCRIPTION]
What do you mean? 를 활용해 설명을 요청하며 구체적으로 묻기.

[KEY_EXPRESSION]
What do you mean?

[SUB_EXPRESSION]
I'm sorry, I didn't get that.
Come again?","[DESCRIPTION]
Have you heard about ~를 사용해 특정 주제에 대해 들어 본 적이 있는지 묻기.

[KEY_EXPRESSION]
Have you heard about the new movie?

[KEY_EXPRESSION_KOR]
새로운 영화에 대해 들어 봤어?

[SUB_EXPRESSION]
Do you know about ()?
Are you aware of ()?","[DESCRIPTION]
What do you mean? 를 활용해 설명을 요청하며 구체적으로 묻기.

[KEY_EXPRESSION]
What do you mean?

[KEY_EXPRESSION_KOR]
무슨 뜻이야?

[SUB_EXPRESSION]
I'm sorry, I didn't get that.
Come again?"
중2,비상,2015,4,Your Only Limit Is You,"격려하기
 A: My serves were not strong enough. 
 B: You’re a great player. You’ll do better next time.","도움 제안하기
 A: I can’t wash this car alone. It’s too big. 
 B: Let me help you.","주격 관계대명사
There are people who are cheering excitedly.","지각동사
Max sees the official waving a white flag.",,"[DESCRIPTION]
다양한 표현을 활용해 상대방을 응원하며 격려하기.

[KEY_EXPRESSION]
You’ll do better next time.

[SUB_EXPRESSION]
You can do it!
That's all right.","[DESCRIPTION]
다양한 표현을 활용해 상대방에게 도움을 제안하기.

[KEY_EXPRESSION]
Let me help you.

[SUB_EXPRESSION]
Can I help you?
I'll give you some help with ().","[DESCRIPTION]
다양한 표현을 활용해 상대방을 응원하며 격려하기.

[KEY_EXPRESSION]
You’ll do better next time.

[KEY_EXPRESSION_KOR]
다음번에는 더 잘할 거야.

[SUB_EXPRESSION]
You can do it!
That's all right.","[DESCRIPTION]
다양한 표현을 활용해 상대방에게 도움을 제안하기.

[KEY_EXPRESSION]
Let me help you.

[KEY_EXPRESSION_KOR]
내가 도와줄게.

[SUB_EXPRESSION]
Can I help you?
I'll give you some help with ()."
중2,비상,2015,5,Explore Your Feelings!,"원인에 대해 묻기
 A: You look down today. What’s the matter? 
 B: I got a haircut but it’s too short.","방법 제안하기
 A: I’ve gained weight lately. 
 B: I think you should exercise regularly.","현재완료
They have been best friends since childhood.","목적격 관계대명사
I’m sure there is a reason that we don’t know about.",,"[DESCRIPTION]
What’s the matter? 를 활용해 상대방의 기분이나 상태의 원인을 묻기.

[KEY_EXPRESSION]
A: What’s the matter?
B: ().

[SUB_EXPRESSION]
A: What's wrong?
B: ().
A: Why do you look so ()?
B: ().","[DESCRIPTION]
I think you should ~ 를 활용해 방법에 대해 제안하거나 조언하기.

[KEY_EXPRESSION]
A: ().
B: I think you should ().

[SUB_EXPRESSION]
A: I ().
B: Why don't you ()?
A: I ().
B: If I were you, I would ().","[DESCRIPTION]
What’s the matter? 를 활용해 상대방의 기분이나 상태의 원인을 묻기.

[KEY_EXPRESSION]
A: What’s the matter?
B: I have a cold.

[KEY_EXPRESSION_KOR]
A: 무슨 일 있어?
B: 감기에 걸렸어.

[SUB_EXPRESSION]
A: What's wrong?
B: ().
A: Why do you look so ()?
B: ().","[DESCRIPTION]
I think you should ~ 를 활용해 방법에 대해 제안하거나 조언하기.

[KEY_EXPRESSION]
A: I'm having trouble with math.
B: I think you should study with a tutor.

[KEY_EXPRESSION_KOR]
A: 나 수학 때문에 어려움을 겪고 있어.
B: 과외 선생님과 공부하는 게 좋을 것 같아.

[SUB_EXPRESSION]
A: I ().
B: Why don't you ()?
A: I ().
B: If I were you, I would ()."
중2,비상,2015,6,Doors to the Wild,"궁금한 일 표현하기
 A: This flower is bigger than a person. 
 B: Yeah. I’m curious about the flower.","비교해 표현하기
 A: We got a new puppy yesterday. 
 B: Oh, he’s so small! 
 A: Yeah. He’s as small as my hand.","가주어(it)~진주어(to부정사)
It is dangerous to stay alone in such a wild area.","원급 비교
Stella’s eyes were as bright as stars.",,"[DESCRIPTION]
I’m curious about ~ 를 활용해 특정 주제나 현상에 대해 궁금한 마음을 표현하기.

[KEY_EXPRESSION]
I’m curious about ().

[SUB_EXPRESSION]
I wonder ().
Can someone tell me about ()?","[DESCRIPTION]
as ~ as ~ 를 활용해 대상이나 사물 간의 차이를 비교하기.

[KEY_EXPRESSION]
It’s as () as ().

[SUB_EXPRESSION]
() and () are the same.
() are similar to ().","[DESCRIPTION]
I’m curious about ~ 를 활용해 특정 주제나 현상에 대해 궁금한 마음을 표현하기.

[KEY_EXPRESSION]
I’m curious about space exploration.

[KEY_EXPRESSION_KOR]
나는 우주 탐사에 대해 궁금해.

[SUB_EXPRESSION]
I wonder ().
Can someone tell me about ()?","[DESCRIPTION]
as ~ as ~ 를 활용해 대상이나 사물 간의 차이를 비교하기.

[KEY_EXPRESSION]
It’s as light as a feather.

[KEY_EXPRESSION_KOR]
그것은 깃털만큼 가벼워.

[SUB_EXPRESSION]
() and () are the same.
() are similar to ()."
중2,비상,2015,7,Art around Us,"종류나 장르 묻기
 A: What kind of music are you going to play? 
 B: I’m going to play rock music.","선호 표현하기
 A: There are two kinds of Mona Lisas. Which do you prefer? 
 B: I prefer Botero’s Mona Lisa to da Vinci’s.","사역동사
It will make you wonder about the painting more.","간접의문문
Do you know where Icarus is?",,"[DESCRIPTION]
What kind of ~ 를 활용해 특정 종류나 장르에 대해 묻기.

[KEY_EXPRESSION]
What kind of ()?

[SUB_EXPRESSION]
What sort of ()?
What type of ()?","[DESCRIPTION]
prefer를 활용해 선호하는 대상에 대해 답하기.

[KEY_EXPRESSION]
I prefer () to ().

[SUB_EXPRESSION]
I like () better than ().
I'd prefer () if possible.","[DESCRIPTION]
What kind of ~ 를 활용해 특정 종류나 장르에 대해 묻기.

[KEY_EXPRESSION]
What kind of music do you like?

[KEY_EXPRESSION_KOR]
어떤 종류의 음악을 좋아해?

[SUB_EXPRESSION]
What sort of ()?
What type of ()?","[DESCRIPTION]
prefer를 활용해 선호하는 대상에 대해 답하기.

[KEY_EXPRESSION]
I prefer coffee to tea.

[KEY_EXPRESSION_KOR]
나는 차보다 커피를 더 좋아해.

[SUB_EXPRESSION]
I like () better than ().
I'd prefer () if possible."
중2,비상,2015,8,Changes Ahead,"의견 묻기
 A: What do you think about the present? 
 B: I think it’s really touching.","동의하기/이의 제기하기
 A: I think it’s great that many people see my posts. 
 B: I’m (not) with you on that.","so~that...can't...
We were so tired that we could not go out.","현재[과거] 분사
The seafood fried rice was amazing.",,"[DESCRIPTION]
What do you think about ~ 를 활용해 특정 주제에 대한 의견을 묻기.

[KEY_EXPRESSION]
A: What do you think about ()?
B: I think ().

[SUB_EXPRESSION]
A: How do you feel about ()?
A: What’s your opinion on ()?","[DESCRIPTION]
I’m with you on that 를 활용해 상대방의 의견에 동의하거나 이의 제기하기.

[KEY_EXPRESSION]
A: I think that ().
B: I’m with you on that. / I'm not with you on that.

[SUB_EXPRESSION]
B: I agree with you. / I disagree with you.
B: I think so, too. / I don't think so.","[DESCRIPTION]
What do you think about ~ 를 활용해 특정 주제에 대한 의견을 묻기.

[KEY_EXPRESSION]
A: What do you think about this book?
B: I think it’s interesting.

[KEY_EXPRESSION_KOR]
A: 이 책에 대해 어떻게 생각해?
B: 나는 흥미롭다고 생각해.

[SUB_EXPRESSION]
A: How do you feel about ()?
A: What’s your opinion on ()?","[DESCRIPTION]
I’m with you on that 를 활용해 상대방의 의견에 동의하거나 이의 제기하기.

[KEY_EXPRESSION]
A: I think that exercise is important.
B: I’m with you on that. / I'm not with you on that.

[KEY_EXPRESSION_KOR]
A: 나는 운동이 중요하다고 생각해.
B: 나도 동의해. / 난 그렇게 생각하지 않아.

[SUB_EXPRESSION]
B: I agree with you. / I disagree with you.
B: I think so, too. / I don't think so."
중3,비상,2015,1,The Art of Communication,"화가 난 감정 표현하기
A: How come you don't talk much with Anna these days?
B: Well, I'm upset about an argument we had.","오해 지적하기
A: I got cold feet.
B: That's too bad. How did you get a cold?
A: No. That's not what I meant.
A: I meant that I got scared.","관계대명사 what
Starting a sentence with “I"" (Starting a sentence with “I"" can help him focus on what he feels.)","관계부사
Calli should pick a time when her mom is ready to listen.",,"[DESCRIPTION]
I’m upset about ~ 를 활용해 화가 난 감정을 표현하기.

[KEY_EXPRESSION]
A: How come you ()?
B: Well, I’m upset about ().

[SUB_EXPRESSION]
B: I’m angry at ().
B: () is upsetting me.","[DESCRIPTION]
That’s not what I meant 를 활용해 오해를 지적하기.

[KEY_EXPRESSION]
That’s not what I meant.

[SUB_EXPRESSION]
You took it the wrong way.
I didn't mean that.","[DESCRIPTION]
I’m upset about ~ 를 활용해 화가 난 감정을 표현하기.

[KEY_EXPRESSION]
A: How come you look so upset?
B: Well, I’m upset about the mistake I made.

[KEY_EXPRESSION_KOR]
A: 너 왜 그렇게 화가 났어?
B: 음, 내가 실수한 것 때문에 화가 나.

[SUB_EXPRESSION]
B: I’m angry at ().
B: () is upsetting me.","[DESCRIPTION]
That’s not what I meant 를 활용해 오해를 지적하기.

[KEY_EXPRESSION]
That’s not what I meant.

[KEY_EXPRESSION_KOR]
내가 말한 뜻이 그게 아니야.

[SUB_EXPRESSION]
You took it the wrong way.
I didn't mean that."
중3,비상,2015,2,Wonderful Nature,"기대하는 일 표현하기 
 A: What’s your summer plan? 
 B: My family is going to China. I can’t wait to visit the Rainbow Mountains.","알고 있는 정보 말하기 
 A: What are the white things in the picture? 
 B: They are snow rollers. I’ve heard that they are made by strong wind and sticky snow.","to부정사의 의미상 주어
Iceland is the best place for many location scouts to visit.","현재완료진행
I‘ve been visiting the forest to study animals for 20 years.",,"[DESCRIPTION]
I can’t wait to ~ 를 활용해 기대하는 일 표현하기.

[KEY_EXPRESSION]
My family is going to (). I can’t wait to ().

[SUB_EXPRESSION]
I'm looking forward to ().
I'm counting the days tilll ().","[DESCRIPTION]
I’ve heard that ~ 를 활용해 알고 있는 정보를 말하기.

[KEY_EXPRESSION]
I’ve heard that ().

[SUB_EXPRESSION]
People say that ().
I heard it somewhere that ().","[DESCRIPTION]
I can’t wait to ~ 를 활용해 기대하는 일 표현하기.

[KEY_EXPRESSION]
My family is going to travel next month. I can’t wait to go on the trip!

[KEY_EXPRESSION_KOR]
우리 가족은 다음 달에 여행을 갈 거야. 나는 그 여행이 너무 기대돼!

[SUB_EXPRESSION]
I'm looking forward to ().
I'm counting the days till ().","[DESCRIPTION]
I’ve heard that ~ 를 활용해 알고 있는 정보를 말하기.

[KEY_EXPRESSION]
I’ve heard that the new movie is really good.

[KEY_EXPRESSION_KOR]
나는 그 새 영화가 정말 좋다고 들었어.

[SUB_EXPRESSION]
People say that ().
I heard it somewhere that ()."
중3,비상,2015,3,For the Love of Our Country,"알고 있는 내용 진술하기 
 A: Wasn’t Jeong Yakyong a scholar in the Joseon Dynasty? 
 B: Yeah, but it is said that he was also a detective.","허락 요청하기 
 A: Is it okay if I take pictures in the museum? 
 B: Sure. Go ahead.","명사절 접속사 if
I was not sure if he was telling the truth.","과거완료
When I was sixteen years old, my family had already made an arrangement for me to marry him.",,"[DESCRIPTION]
It is said that ~ 를 활용해 알고 있는 내용을 진술하기.

[KEY_EXPRESSION]
It is said that ().

[SUB_EXPRESSION]
Someone told me that ().
People say that ().","[DESCRIPTION]
Is it okay if ~ 를 활용해 허락 요청하기.

[KEY_EXPRESSION]
A: Is it okay if I ()?

[SUB_EXPRESSION]
A: Can I ()?
A: Do you mind if I ()?","[DESCRIPTION]
It is said that ~ 를 활용해 알고 있는 내용을 진술하기.

[KEY_EXPRESSION]
It is said that drinking water in the morning is good for your health.

[KEY_EXPRESSION_KOR]
아침에 물을 마시는 것이 건강에 좋다고 해.

[SUB_EXPRESSION]
Someone told me that ().
People say that ().","[DESCRIPTION]
Is it okay if ~ 를 활용해 허락 요청하기.

[KEY_EXPRESSION]
A: Is it okay if I leave early today?

[KEY_EXPRESSION_KOR]
A: 오늘 일찍 가도 될까요?

[SUB_EXPRESSION]
A: Can I ()?
A: Do you mind if I ()?"
중3,비상,2015,4,Music to My Ears!,"상대방의 의견 묻기 
 A: Do you find it helpful to listen to music before you swim? 
 B: Yes, it helps me focus.","앞으로의 계획 묻기 
 A: Are you planning to perform at the talent show? 
 B: Yes, I am.","분사구 (후치수식)
They played instruments made out of garbage.","it(가목적어)~to부정사(진목적어)
I found it possible to inspire people by music.",,"[DESCRIPTION]
Do you find it ~ 를 활용해 상대방의 의견 묻기.

[KEY_EXPRESSION]
A: Do you find it () to ()?
B: Yes, it ().

[SUB_EXPRESSION]
A: Would you find it () to ()?
A: Do you think it is () to ()?","[DESCRIPTION]
Are you planning to ~ 를 활용해 앞으로의 계획 묻기.

[KEY_EXPRESSION]
A: Are you planning to ()?
B: Yes, I am.

[SUB_EXPRESSION]
A: Do you have plans to ()?
A: Are you going to ()?","[DESCRIPTION]
Do you find it ~ 를 활용해 상대방의 의견 묻기.

[KEY_EXPRESSION]
A: Do you find it difficult to wake up early?
B: Yes, it is hard for me.

[KEY_EXPRESSION_KOR]
A: 너는 아침에 일찍 일어나는 게 어렵다고 생각해?
B: 응, 나한테는 힘들어.

[SUB_EXPRESSION]
A: Would you find it () to ()?
A: Do you think it is () to ()?","[DESCRIPTION]
Are you planning to ~ 를 활용해 앞으로의 계획 묻기.

[KEY_EXPRESSION]
A: Are you planning to visit your parents this weekend?
B: Yes, I am.

[KEY_EXPRESSION_KOR]
A: 너 이번 주말에 부모님 댁에 방문할 계획이야?
B: 응, 그래.

[SUB_EXPRESSION]
A: Do you have plans to ()?
A: Are you going to ()?"
중3,비상,2015,5,Critical Minds,"자세한 설명 요청하기 
 A: Did you know that bats are not blind? 
 B: No. Can you tell me more about it? 
 A: Some bats can see three times better than humans.","의견에 대한 이유 묻기 
 A: Books of riddles are really useful for adults. 
 B: Why do you say so? 
 A: They help us think more creatively.","분사구문
Let’s look into some articles thinking about the hidden motives.","so that ~ can...
They made up this fake article so that they could draw the readers’ attention.",,"[DESCRIPTION]
Can you tell me more about ~ 를 활용해 자세한 설명 요청하기.

[KEY_EXPRESSION]
B: Can you tell me more about ()?
A: ().

[SUB_EXPRESSION]
A: Can you give me more information about ()?
A: Can you elaborate a bit more about ()?","[DESCRIPTION]
Why do you say so? 를 활용해 의견에 대한 이유 묻기.

[KEY_EXPRESSION]
A: ().
B: Why do you say so?

[SUB_EXPRESSION]
B: Why makes you say that?
B: Why do you hold that view?","[DESCRIPTION]
Can you tell me more about ~ 를 활용해 자세한 설명 요청하기.

[KEY_EXPRESSION]
B: Can you tell me more about your new job?
A: Sure! It’s really exciting.

[KEY_EXPRESSION_KOR]
B: 네 새로운 직업에 대해 더 이야기해 줄 수 있어?
A: 물론! 정말 흥미로워.

[SUB_EXPRESSION]
A: Can you give me more information about ()?
A: Can you elaborate a bit more about ()?","[DESCRIPTION]
Why do you say so? 를 활용해 의견에 대한 이유 묻기.

[KEY_EXPRESSION]
A: I think this book is boring.
B: Why do you say so?

[KEY_EXPRESSION_KOR]
A: 나는 이 책이 지루하다고 생각해.
B: 왜 그렇게 생각해?

[SUB_EXPRESSION]
B: What makes you say that?
B: Why do you hold that view?"
중3,비상,2015,6,Words of Wisdom,"걱정하는 상대방을 안심시키기 
 A: I keep making mistakes. I’m so worried. 
 B: Don’t worry about making mistakes.","상상한 내용 묻기 
 A: What would you do if you had a magic carpet? 
 B: I would fly to wherever I want.","It ~ that 강조구문
It was this wisdom that our father tried to explain.","have+목적어+과거 분사
I had my bed designed by experts.",,"[DESCRIPTION]
Don’t worry about ~ 를 활용해 상대방을 안심시키기.

[KEY_EXPRESSION]
Don’t worry about ().

[SUB_EXPRESSION]
Don't let () bother you.
Don't think twice about ().","[DESCRIPTION]
What would you do if ~ 를 활용해 상상한 내용 묻기.

[KEY_EXPRESSION]
A: What would you do if you ()?
B: I would ().

[SUB_EXPRESSION]
A: Let's say that (). What would you do?
A: If you (), what would you do?","[DESCRIPTION]
Don’t worry about ~ 를 활용해 상대방을 안심시키기.

[KEY_EXPRESSION]
Don’t worry about the test.

[KEY_EXPRESSION_KOR]
시험 걱정하지 마.

[SUB_EXPRESSION]
Don't let () bother you.
Don't think twice about ().","[DESCRIPTION]
What would you do if ~ 를 활용해 상상한 내용 묻기.

[KEY_EXPRESSION]
A: What would you do if you won the lottery?
B: I would travel around the world.

[KEY_EXPRESSION_KOR]
A: 네가 복권에 당첨된다면 뭘 할 거야?
B: 나는 세계 여행을 할 거야.

[SUB_EXPRESSION]
A: Let's say that (). What would you do?
A: If you (), what would you do?"
중3,비상,2015,7,Spend Wisely,"어떤 것에 만족하거나 불만이 있는지 묻기 
 A: How do you like this dress? 
 B: The design is cool and interesting.","후회하는 일 말하기 
 A: What’s wrong with your laptop? 
 B: It makes too much noise and gets overheated. I should have read more reviews.","접속사 as
As more and more people get on the bandwagon, others are more likely to get on it.","수의 일치
Half of the boys on his soccer team wear those shoes.",,"[DESCRIPTION]
How do you like ~ 를 활용해 어떤 것에 만족하거나 불만이 있는지 묻기.

[KEY_EXPRESSION]
How do you like this ()?

[SUB_EXPRESSION]
Are you satisfied with ()?
How is your ()?","[DESCRIPTION]
I should have ~ 를 활용해 후회하는 일 말하기.

[KEY_EXPRESSION]
I should have ().

[SUB_EXPRESSION]
I wish I had ().
If I could, I would ().","[DESCRIPTION]
How do you like ~ 를 활용해 어떤 것에 만족하거나 불만이 있는지 묻기.

[KEY_EXPRESSION]
How do you like this new restaurant?

[KEY_EXPRESSION_KOR]
이 새로운 레스토랑 어때?

[SUB_EXPRESSION]
Are you satisfied with ()?
How is your ()?","[DESCRIPTION]
I should have ~ 를 활용해 후회하는 일 말하기.

[KEY_EXPRESSION]
I should have studied harder for the test.

[KEY_EXPRESSION_KOR]
나는 시험을 위해 더 열심히 공부했어야 했어.

[SUB_EXPRESSION]
I wish I had ().
If I could, I would ()."
중3,비상,2015,8,Wonders of Space Travel,"어떤 일이 실제로 가능한지 묻기 
 A: Is it possible to see the sunrise several times a day in space? 
 B: Yes, it is.","이루어지기를 바라는 일 표현하기 
 A: I wish I could see Earth from space with my own eyes. 
 B: Me, too.","가정법 과거
If such wormholes existed in space, we could get to somewhere!","with+명사+분사
Wormholes may contain two mouths, with a throat connecting the two.",,"[DESCRIPTION]
Is it possible to ~ 를 활용해 어떤 일이 실제로 가능한지 묻기.

[KEY_EXPRESSION]
Is it possible to ()?

[SUB_EXPRESSION]
Can you actually ()?
Is there a possibility that ()?","[DESCRIPTION]
I wish I could ~ 를 활용해 이루어지기를 바라는 일 표현하기.

[KEY_EXPRESSION]
I wish I could ().

[SUB_EXPRESSION]
() would be a dream come true.
How I wish I ()!","[DESCRIPTION]
Is it possible to ~ 를 활용해 어떤 일이 실제로 가능한지 묻기.

[KEY_EXPRESSION]
Is it possible to change the date of the meeting?

[KEY_EXPRESSION_KOR]
회의 날짜를 변경하는 것이 가능할까요?

[SUB_EXPRESSION]
Can you actually ()?
Is there a possibility that ()?","[DESCRIPTION]
I wish I could ~ 를 활용해 이루어지기를 바라는 일 표현하기.

[KEY_EXPRESSION]
I wish I could visit Paris someday.

[KEY_EXPRESSION_KOR]
나는 언젠가 파리를 방문할 수 있으면 좋겠어.

[SUB_EXPRESSION]
() would be a dream come true.
How I wish I ()!"
중1,천재(이),2015,1,A Nice Day,"소개하기
This is my friend, Jang Hana.","날씨 묻고 답하기
A: How's the weather today?
B: It's raining.","동사 be∙
I am a middle school student.","동사의 부정문과 의문문 be∙
Are you tired?
No, I'm not.",,"[DESCRIPTION]
소개하기: This is my friend, ()와 같은 표현을 사용해 사람을 소개하기.

[KEY_EXPRESSION]
A: This is my friend, ().

[SUB_EXPRESSION]
A: Let me introduce my friend, ().

A: Meet my friend, ().","[DESCRIPTION]
날씨 묻고 답하기: How’s the weather today?와 같은 표현으로 날씨를 묻고 답하기.

[KEY_EXPRESSION]
A: How’s the weather today?
B: It’s ().

[SUB_EXPRESSION]
A: What’s the weather like today?
B: It’s ().

A: Can you tell me how the weather is?
B: It’s ().
","[DESCRIPTION]  
소개하기: This is my friend, ()와 같은 표현을 사용해 사람을 소개하기.  

[KEY_EXPRESSION]  
A: This is my friend, Emily.  
B: Nice to meet you, Emily.  

[KEY_EXPRESSION_KOR]  
A: 이쪽은 내 친구, 에밀리야.  
B: 만나서 반가워, 에밀리.  

[SUB_EXPRESSION]  
A: Let me introduce my friend, ().  
B: Nice to meet you, ().  

A: Meet my friend, ().  
B: Hello, ().  ","[DESCRIPTION]  
날씨 묻고 답하기: How’s the weather today?와 같은 표현으로 날씨를 묻고 답하기.  

[KEY_EXPRESSION]  
A: How’s the weather today?  
B: It’s sunny and warm.  

[KEY_EXPRESSION_KOR]  
A: 오늘 날씨 어때?  
B: 맑고 따뜻해.  

[SUB_EXPRESSION]  
A: What’s the weather like today?  
B: It’s ().  

A: Can you tell me how the weather is?  
B: It’s ().  "
중1,천재(이),2015,2,How Do You Spend Your Day?,"일상생활에 관해 말하기
A: What do you do after school?
B: I usually have a snack and watch TV.","지시하기
Stand in line.","일반동사∙
My sister gets up at six.","일반동사의 부정문과 의문문∙
Do you like fish? 
No, I don't.",,"[DESCRIPTION]
일상생활에 관해 말하기: 단순현재시제를 사용해 일상생활을 묻고 답하기.

[KEY_EXPRESSION]
A: What do you do ()?
B: I usually () and ().

[SUB_EXPRESSION]
A: What’s your daily routine?
B: I often () and ().

A: Can you tell me what you do ()?
B: I generally () and ().
 # usually에 집중되어 있는 문제","[DESCRIPTION]
지시하기: Stand in line와 같은 표현을 사용해 간단한 지시를 전달하기.

[KEY_EXPRESSION]
A: ().

[SUB_EXPRESSION]
A: Please ().

A: Make sure to ().
","[DESCRIPTION]  
일상생활에 관해 말하기: 단순현재시제를 사용해 일상생활을 묻고 답하기.  

[KEY_EXPRESSION]  
A: What do you do after school?  
B: I usually do my homework and watch TV.  

[KEY_EXPRESSION_KOR]  
A: 방과 후에 뭐 해?  
B: 나는 보통 숙제를 하고 TV를 봐.  

[SUB_EXPRESSION]  
A: What’s your daily routine?  
B: I often () and ().  

A: Can you tell me what you do ()?  
B: I generally () and ().  ","[DESCRIPTION]  
지시하기: Stand in line와 같은 표현을 사용해 간단한 지시를 전달하기.  

[KEY_EXPRESSION]  
A: Stand in line.  
B: Okay, I will.  

[KEY_EXPRESSION_KOR]  
A: 줄을 서세요.  
B: 알겠어요.  

[SUB_EXPRESSION]  
A: Please ().  
B: Sure.  

A: Make sure to ().  
B: Got it.  "
중1,천재(이),2015,3,Do You Have Special Plans?,"좋아하는 것 묻고 답하기
A: Who is your favorite singer?
B: My favorite singer is Adam Young.","계획 묻고 답하기
A: What are you going to do this weekend?
B: I'm going to get a haircut.","현재진행형∙
Matt is watching TV.","조동사 will∙
We will throw a party.",,"[DESCRIPTION]
좋아하는 것 묻고 답하기: favorite, like와 같은 표현을 사용해 좋아하는 것을 묻고 답하기.

[KEY_EXPRESSION]
A: () is your favorite ()?
B: My favorite () is ().

[SUB_EXPRESSION]
A: () do you like the most ()?
B: I really like ().

A: Can you tell me () your favorite () is?
B: I’d say ().
# 교과서는 What도 나오지만 gpt는 who만 출력","[DESCRIPTION]
계획 묻고 답하기: What are you going to do ()?와 같은 표현으로 계획이나 예정된 일을 묻고 답하기.

[KEY_EXPRESSION]
A: What are you going to do ()?
B: I’m going to ().

[SUB_EXPRESSION]
A: What are your plans for ()?
B: I’m planning to ().

A: What do you want to do ()?
B: I want to ().
","[DESCRIPTION]  
좋아하는 것 묻고 답하기: favorite, like와 같은 표현을 사용해 좋아하는 것을 묻고 답하기.  

[KEY_EXPRESSION]  
A: What is your favorite subject?  
B: My favorite subject is math.  

[KEY_EXPRESSION_KOR]  
A: 네가 가장 좋아하는 과목이 뭐야?  
B: 나는 수학을 가장 좋아해.  

[SUB_EXPRESSION]  
A: What do you like the most?  
B: I really like ().  

A: Can you tell me what your favorite () is?  
B: I’d say ().  ","[DESCRIPTION]  
계획 묻고 답하기: What are you going to do ()?와 같은 표현으로 계획이나 예정된 일을 묻고 답하기.  

[KEY_EXPRESSION]  
A: What are you going to do this weekend?  
B: I’m going to visit my grandparents.  

[KEY_EXPRESSION_KOR]  
A: 이번 주말에 뭐 할 거야?  
B: 나는 할아버지, 할머니 댁에 갈 거야.  

[SUB_EXPRESSION]  
A: What are your plans for ()?  
B: I’m planning to ().  

A: What do you want to do ()?  
B: I want to ().  "
중1,천재(이),2015,4,Walk Around Your Town,"도움 요청하기
A: Can you turn on the TV?
B: Sure.","길 묻기
A: How can I get to the bank?
B: Go straight two blocks and turn left.","구문 There is/are∙
There is a bed in the room.","조동사 can∙
I can write my name in Chinese characters.",,"[DESCRIPTION]
도움 요청하기: Can you ()?와 같은 표현을 사용해 도움을 요청하고 답하기.

[KEY_EXPRESSION]
A: Can you ()?
B: Sure.

[SUB_EXPRESSION]
A: Could you ()?
B: Of course.

A: Would you mind ()?
B: Not at all.","[DESCRIPTION]
길 묻기: How can I get to ()?와 같은 표현으로 길을 묻고 답하기.

[KEY_EXPRESSION]
A: How can I get to ()?
B: Go straight () and turn ().

[SUB_EXPRESSION]
A: Could you tell me how to get to ()?
B: Walk () and then turn ().

A: Do you know the way to ()?
B: Head () and take a ().
","[DESCRIPTION]  
도움 요청하기: Can you ()?와 같은 표현을 사용해 도움을 요청하고 답하기.  

[KEY_EXPRESSION]  
A: Can you help me with my homework?  
B: Sure.  

[KEY_EXPRESSION_KOR]  
A: 내 숙제 좀 도와줄 수 있어?  
B: 물론.  

[SUB_EXPRESSION]  
A: Could you ()?  
B: Of course.  

A: Would you mind ()?  
B: Not at all.  ","[DESCRIPTION]  
길 묻기: How can I get to ()?와 같은 표현으로 길을 묻고 답하기.  

[KEY_EXPRESSION]  
A: How can I get to the train station?  
B: Go straight for two blocks and turn left.  

[KEY_EXPRESSION_KOR]  
A: 기차역에 어떻게 가나요?  
B: 두 블록 직진한 후 왼쪽으로 도세요.  

[SUB_EXPRESSION]  
A: Could you tell me how to get to ()?  
B: Walk () and then turn ().  

A: Do you know the way to ()?  
B: Head () and take a ().  
"
