,textbook ID,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION,학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
69,707,중1,천재(정),2015,7,Art Around Us,"원하는 것 묻기: Which () do you want to ()?와 같은 표현으로 원하는 것을 묻기.
","A: Which book do you want to read?
B: I want to read this one.
","A: 어떤 책을 읽고 싶어?
B: 나는 이 책을 읽고 싶어.
","A: What do you want to ()?
B: I want to ().
A: Which () would you like to ()?
B: I’d like to ().
","원하는 것을 물어보는 표현을 사용할 수 있어요.
Which () do you want to ()?와 같은 표현으로 원하는 것을 물어볼 수 있어요.",A: Which book do you want to ____? B: I want to read this one.,어떤 책을 읽고 싶니?,buy,read,see,read,2,A: What do you want to ____?,무엇을 읽고 싶니?,sleep,read,eat,read,2,A: Which movie do you want to watch? B: I want to watch this one. A: What do you want to experience? B: I’d like to experience a new adventure.,A: 어느 영화를 보고 싶어? B: 이 영화를 보고 싶어. A: 무엇을 경험하고 싶어? B: 새로운 모험을 경험하고 싶어.
70,707,중1,천재(정),2015,8,My Good Friends,"걱정 두려움 표현하기: I’m worried about ()와 같은 표현으로 걱정이나 두려움을 나타내기.
","A: I’m worried about my test.
","A: 나는 시험이 걱정돼.
","A: I’m afraid of ().
A: I’m concerned about ().
","걱정이나 두려움을 다양한 표현으로 나타낼 수 있어요.
I’m worried about처럼 걱정을 표현하는 방법을 배울 수 있어요.",I’m ____ about my test.,내 시험에 대해 걱정하고 있어.,nervous,worried,excited,worried,2,I’m ____ of spiders.,나는 거미가 무서워.,scared,afraid,concerned,afraid,2,"A: I’m worried about my presentation. B: Don’t worry, you’ll ace it. A: I’m afraid of making mistakes on stage. B: You’ve prepared well.","A: 내 발표가 걱정돼. B: 걱정 마, 잘 할 거야. A: 무대에서 실수할까 봐 무서워. B: 네가 열심히 준비했잖아."
71,719,중1,YBM(김),2022,1,All About Me,"This is ~ 를 활용해 소개하기.
","This is Anna, my friend.
I'm a student.
My name is Anna.
Nice to meet you.
","이쪽은 내 친구 애나야.
나는 학생이야.
내 이름은 애나야.
만나서 반가워.
","A: Hello, my name is ().
B: Nice to meet you. I’m ().
A: This is (), my friend.
B: Glad to meet you.
","소개하는 표현을 사용할 수 있어요.
Use the pattern 'This is ~' to introduce someone.","___ Anna, my friend. I'm a student. My name is Anna. Nice to meet you.",이 사람은 내 친구야. 나는 학생이야. 내 이름은 Anna야. 만나서 반가워.,That is,This is,These are,This is,2,B: ___.,B: 만나서 반가워.,Goodbye,Nice to meet you,Hello,Nice to meet you,2,"A: This is my colleague, my friend. I'm an engineer. My name is Alex. Pleased to meet you. B: Hi, Alex! Glad to meet you too.","A: 이 사람은 내 동료이자 친구야. 나는 엔지니어야. 내 이름은 Alex야. 만나서 반가워. B: 안녕, Alex! 나도 만나서 반가워."
72,719,중1,YBM(김),2022,2,"Think Wise, Stay Safe","현재진행형을 활용해 행동 묘사하기.
","He is reading a book.
","그는 책을 읽고 있어.
","I am ().
() are ().
","현재진행형을 사용해 행동을 묘사할 수 있어요.
You can describe actions using the present continuous tense.",He is ______ a book.,그는 책을 읽고 있어요.,eating,reading,writing,reading,2,I ______ walking fast.,나는 빠르게 걷고 있어요.,are,is,am,am,3,"A: He is painting a picture. B: Wow, he is really focused on it!","A: 그는 그림을 그리고 있어요. B: 와, 정말 집중하고 있네요!"
73,719,중1,YBM(김),2022,3,Wonderful Stories from School,"How was ~ 를 활용해 소감 묻고 답하기.
","A: How was your trip?
B: It was amazing.
","A: 여행 어땠어?
B: 정말 좋았어.
","A: How did you like ()?
B: It was really ().
A: What did you think of ()?
B: I thought it was ().
","여행 소감을 묻고 답하는 표현을 사용할 수 있어요.
How was ~ 등의 표현을 사용하여 경험에 대한 소감을 묻고 답할 수 있어요.",A: ___ your trip? B: It was amazing.,A: 여행은 어땠어? B: 정말 대단했어.,How did,How was,How is,How was,2,A: ___ you like your trip? B: It was really enjoyable.,A: 여행은 어떠셨어요? B: 정말 즐거웠어요.,How do,How was,How did,How did,3,A: How was your vacation? B: It was incredible. A: How did you like the local cuisine? B: I loved every bite.,A: 휴가는 어땠어? B: 정말 멋졌어. A: 현지 음식은 어땠어? B: 한 입 한 입 다 마음에 들었어.
74,719,중1,YBM(김),2022,4,Make a Difference in Our Community,"be interested in ~ 를 활용해 관심 표현하기.
","A: Are you interested in music?
B: I’m interested in playing the guitar.
","A: 너 음악에 관심 있어?
B: 나는 기타 연주하는 것에 관심 있어.
","A: Do you like ()?
B: Yes, I enjoy ().
A: What are you interested in?
B: I’m very interested in ().
","’be interested in ~’를 활용해 관심을 표현할 수 있어요.
자신의 관심사를 ‘be interested in ~’로 표현할 수 있어요.",A: Are you ______ in music?,당신은 음악에 관심이 있나요?,curious,interested,excited,interested,2,"B: Yes, I ______ playing soccer.","B: 네, 축구하는 것을 즐겨요.",like,enjoy,dislike,enjoy,2,"A: Are you interested in reading novels? B: I’m interested in reading science fiction. A: Do you like mystery novels? B: Yes, I enjoy mystery novels.","A: 소설 읽는 데 관심 있어? B: 나는 공상과학 소설 읽는 데 관심 있어. A: 미스터리 소설 좋아해? B: 응, 미스터리 소설을 즐겨해."
75,719,중1,YBM(김),2022,5,"Love Yourself, Live Your Life","be good at ~ 를 활용해 능력 표현하기.
","She is good at drawing.
","그녀는 그림을 잘 그려.
","A: I’m good at ().
B: He is good at ().
A: Are you good at ()?
B: Yes, I’m great at ().
","능력을 표현하는 방법을 배워요.
‘be good at ~’를 사용해 자신의 능력을 표현할 수 있어요.",She is good at ____. ,그녀는 그림 그리는 것을 잘해요.,reading,swimming,drawing,drawing,3,Are you good at ____? ,너는 그림 그리는 것을 잘해?,cooking,drawing,dancing,drawing,2,"A: He is good at reading. B: Really? I think I'm good at reading too. A: Are you good at drawing? B: Yes, I'm great at drawing.","A: 그는 독서를 잘해. B: 정말? 나도 독서를 잘하는 것 같아. A: 너는 그림 그리는 것을 잘해? B: 응, 나는 그림 그리는 것을 아주 잘해."
76,719,중1,YBM(김),2022,6,A Smart Digital Life,"I’m worried about ~ 를 활용해 걱정 표현하기.
","I’m worried about the test tomorrow.
","나는 내일 시험이 걱정돼.
","A: I’m concerned about ().
B: She is worried about ().
A: Are you worried about ()?
B: Yes, I am.
","걱정을 표현할 수 있어요.
You can express your worry using 'I’m worried about ~'.",I’m worried about ___.,내일 시험에 대해 걱정하고 있어.,a game tomorrow,the test tomorrow,the party tomorrow,the test tomorrow,2,A: I’m ___ about the party.,A: 나는 파티에 대해 걱정하고 있어.,concerned,excited,indifferent,concerned,1,"A: I’m worried about the project deadline. B: I’m concerned about the meeting today. A: Are you worried about finishing on time? B: Yes, I am.","A: 난 프로젝트 마감일이 걱정돼. B: 오늘 회의가 걱정되네. A: 시간 내에 끝낼 수 있을까 걱정해? B: 응, 그래."
77,719,중1,YBM(김),2022,7,Colorful Cultures Around the World,"Where is/are ~ 를 활용해 위치 묻고 답하기.
","A: Where is the bank?
B: The bank is next to the supermarket.
","A: 은행이 어디에 있나요?
B: 은행은 슈퍼마켓 옆에 있어요.
","A: Where are the ()?
B: They are () the ().
A: Can you tell me where () is?
B: It is () ().
","위치에 대해 묻고 답하는 표현을 사용할 수 있어요.
Using 'Where is/are ~' to ask and answer questions about location.",A: ___ is the bank? B: The bank is next to the supermarket.,은행이 어디에 있나요? 은행은 슈퍼마켓 옆에 있어요.,How,When,Where,Where,3,A: Where ____ the chairs? B: They are on the left side.,의자들이 어디에 있나요? 의자들은 왼쪽에 있어요.,am,are,is,are,2,A: Where is the post office? B: The post office is across from the park. A: Where are the benches? B: They are near the fountain.,A: 우체국이 어디에 있나요? B: 우체국은 공원 맞은편에 있어요. A: 벤치들이 어디에 있나요? B: 벤치들은 분수대 근처에 있어요.
78,719,중1,YBM(김),2022,8,"Go Green, Save the Earth","Can you ~ 를 활용해 요청하기.
","A: Can you help me with my homework?
B: Of course.
","A: 내 숙제 좀 도와줄 수 있어?
B: 물론이지.
","A: Could you ()?
B: Sure, I can.
A: Will you ()?
B: No problem.
","요청 표현을 사용할 수 있어요.
You can make requests using 'can you' expressions.",A: Can you ____ me with my homework? B: Of course.,A: 내 숙제 도와줄래? B: 물론이지.,ignore,help,teach,help,2,"A: Could you ____? B: Sure, I can. A: Will you ____? B: No problem.",A: 도와줄 수 있어? B: 물론이지. A: 도와줄래? B: 문제 없어.,run,help,sleep,help,2,A: Can you help me find my book? B: Of course. A: Could you check the shelf? B: No problem.,A: 내 책 찾는 거 도와줄 수 있어? B: 물론이지. A: 선반 좀 확인해줄래? B: 문제 없어.
79,708,중1,YBM(박),2015,1,Me and My World,"How are you ~ 를 활용해 안부 묻고 답하기.
","A: How are you doing?
B: Great. / Not good.
","A: 잘 지내고 있어?
B: 좋아. / 별로야.
","A: How’s it going?
B: Fine, thanks.
A: How's everything going?
B: I’ve been ().
","안부를 묻고 답할 수 있어요.
Use 'How are you ~' expressions to ask and answer greetings.",A: How are you ___? B: Great.,A: 어떻게 지내고 있어? B: 좋아.,going,doing,feeling,doing,2,A: How's everything going? B: I've been ___.,A: 모든 일이 어떻게 진행되고 있어? B: 난 잘 지내고 있어.,tired,sick,well,well,3,A: How are you doing? B: I'm doing great. A: How's everything going? B: I've been well.,A: 어떻게 지내고 있어? B: 난 정말 잘 지내. A: 모든 일이 어떻게 진행되고 있어? B: 난 잘 지내고 있어.
80,708,중1,YBM(박),2015,2,Welcome to My School,"Are you ~ 를 활용해 만족에 대해 묻기.
","Are you happy with your new job?
How do you like your new school?
","네 새 직장이 만족스러워?
새 학교는 어때?
","A: Are you happy with ()?
B: Yes, it’s ().
A: How do you feel about ()?
B: I feel ().
","만족에 대해 묻는 표현을 사용할 수 있어요.
You can ask about satisfaction using 'Are you ~' expressions.",Are you _____ with your new job?,너의 새 직장에 만족하니?,excited,happy,sad,happy,2,How do you ____ about your new school?,새 학교에 대해 어떻게 느끼니?,love,feel,think,feel,2,"A: Are you happy with your new computer? B: Yes, it’s fantastic. A: How do you feel about your new classes? B: I feel great.","A: 새 컴퓨터에 만족하니? B: 응, 정말 환상적이야. A: 새 수업들에 대해 어떻게 느끼니? B: 기분이 좋아."
81,708,중1,YBM(박),2015,3,Enjoy Fun Activities!,"Is/Are ~ interested in ~ 를 활용해 관심에 대해 묻기.
","A: Are you interested in music?
B: Yes, I’m interested in playing the piano.
","A: 너 음악에 관심 있어?
B: 응, 나는 피아노 연주하는 것에 관심 있어.
","A: Is he interested in ()?
A: Are they interested in ()?
","관심에 대해 물어볼 수 있어요.
Using 'Is/Are ~ interested in ~', you can ask about someone's interests.","A: Are you ___ in music? B: Yes, I’m interested in playing the piano.","너는 음악에 관심이 있니? 응, 나는 피아노 치는 것에 관심이 있어.",excited,interested,curious,interested,2,A: Is he ___ in drawing?,그는 그림 그리기에 관심이 있니?,bored,interested,tired,interested,2,"A: Are you interested in sports? B: Yes, I'm interested in playing basketball. A: Is he interested in cooking? B: Yes, he really enjoys cooking.","A: 너는 스포츠에 관심이 있니? B: 응, 나는 농구하는 것에 관심이 있어. A: 그는 요리에 관심이 있니? B: 응, 그는 요리를 정말 좋아해."
82,708,중1,YBM(박),2015,4,Save the Earth!,"Why don’t you ~ 를 활용해 제안·권유하기.
","A: Why don’t you join the club?
B: Sounds good.
","A: 동아리에 가입하는 게 어때?
B: 좋아.
","A: How about ()?
A: Would you like to ()?
","제안과 권유 표현을 사용할 수 있어요.
You can use 'Why don’t you ~' to make suggestions and recommendations.",A: Why don't you _______? B: Sounds good.,A: 왜 클럽에 가입하지 않아? B: 좋아.,visit the park,join the club,read a book,join the club,2,A: Would you like to _______?,A: 클럽에 가입할래요?,join the club,watch a movie,go jogging,join the club,1,A: How about trying a new art class? B: That sounds interesting. A: Why don't you sign up for it? B: Great idea!,A: 새로운 미술 수업을 들어보는 건 어때? B: 흥미로운데. A: 신청해 보는 건 어때? B: 좋은 생각이야!
83,708,중1,YBM(박),2015,5,Food from Around the World,"Would you like some ~ 를 활용해 음식 권하기.
","A: Would you like some cake?
B: Yes, please.
","A: 케이크 좀 드실래요?
B: 네, 주세요.
","A: Do you want some ()?
A: Can I offer you some ()?
","음식을 권하는 표현을 사용할 수 있어요.
Would you like some ~ 와 같은 표현을 활용해 음식을 권할 수 있어요.","A: Would you like some ___? B: Yes, please.","A: 케이크 좀 드실래요? B: 네, 부탁해요.",pie,cake,soup,cake,2,A: Can I offer you some ___?,A: 케이크 좀 드실까요?,cake,cookie,sandwich,cake,1,"A: Would you like some pie? B: Yes, please. A: Do you want some pie?","A: 파이 좀 드실래요? B: 네, 부탁해요. A: 파이 좀 드실래요?"
84,708,중1,YBM(박),2015,6,The Wonder of Animals,"비교급 형용사를 활용해 비교하기.
","This bag is bigger than that one.
","이 가방이 저것보다 더 커.
","A: This is () than ().
A: I am () than ().
","비교급 형용사를 사용할 수 있어요.
두 대상을 비교하는 표현을 사용할 수 있어요.",This bag is ___ than that one.,이 가방은 저것보다 더 큽니다.,small,bigger,big,bigger,2,A: I am ___ than him.,나는 그보다 키가 더 큽니다.,taller,tall,shorter,taller,1,A: This phone is lighter than that one. B: Really? It seems much sturdier. A: I am quicker than my brother in solving problems. B: That's really impressive!,A: 이 전화는 저것보다 더 가볍습니다. B: 정말이에요? 훨씬 더 튼튼해 보여요. A: 나는 문제를 푸는 데 있어 내 동생보다 더 빠릅니다. B: 정말 인상적이네요!
85,708,중1,YBM(박),2015,7,Korean Culture,"What do you think about ~ 를 활용해 의견 묻고 답하기.
","A: What do you think about this movie?
B: I think it’s really funny.
","A: 이 영화에 대해 어떻게 생각해?
B: 나는 정말 재미있다고 생각해.
","A: How do you feel about ()?
B: I feel ().
A: What is your opinion about ()?
B: In my opinion, it’s ().
","의견을 묻고 답하는 표현을 사용할 수 있어요.
What do you think about ~를 활용하여 의견을 묻고 답할 수 있어요.",What do you ______ about this movie?,이 영화에 대해 어떻게 생각해?,believe,think,wonder,think,2,How do you ______ about this book?,이 책에 대해 어떻게 느끼니?,feel,read,judge,feel,1,A: What do you think about this play? B: I think it's absolutely amazing. A: How do you feel about that painting? B: I feel it's very inspiring.,A: 이 연극에 대해 어떻게 생각해? B: 나는 정말 멋지다고 생각해. A: 저 그림에 대해 어떻게 느껴? B: 나는 매우 감동적이라고 느껴.
86,708,중1,YBM(박),2015,8,I am Because We Are,"be going to ~ 를 활용해 의도 표현하기.
","I am going to buy a new phone.
","나는 새 휴대전화를 살 거야.
","A: I’m planning to ().
B: That sounds great!
A: Will you ()?
B: Yes, I will.
","미래의 의도를 표현하기 위해 'be going to' 구조를 사용할 수 있어요.
I am going to buy a new phone와 같은 문장을 활용하여 의도를 표현할 수 있어요.",I ______ a new phone.,나는 새 휴대폰을 살 거야.,will buy,am going to buy,buy,am going to buy,2,I'm planning to ______.,나는 새 휴대폰을 살 예정이야.,sell a new phone,buy a new phone,buy a used phone,buy a new phone,2,"A: I am going to buy a laptop. B: That sounds exciting! A: I'm planning to buy a new laptop. B: Yes, I will definitely recommend it.","A: 나는 새 노트북을 살 거야. B: 정말 신나겠다! A: 나는 새 노트북을 살 계획이야. B: 응, 꼭 추천할게."
87,720,중1,YBM(박),2022,1,All About Me,"의문사를 활용해 개인 정보 묻고 답하기.
","A: What is your name?
B: My name is Alice.
","A: 네 이름이 뭐야?
B: 내 이름은 앨리스야.
","A: What is your ()?
B: It’s ().
A: Can you tell me your ()?
B: Sure, it’s ().
","의문사를 활용해 개인 정보를 묻고 답할 수 있어요.
개인 정보를 질문하고 응답하는 표현을 익혀요.",A: ___ is your name? B: My name is Alice.,A: 너의 이름이 뭐야? B: 내 이름은 앨리스야.,Who,What,Where,What,2,"A: What is your ___? B: It’s (). A: Can you tell me your ___? B: Sure, it’s ().","A: 너의 이름은 뭐야? B: 이름이야. A: 네 이름을 알려줄래? B: 당연히, 이름이야.",age,name,job,name,2,"A: What is your favorite food? B: My favorite food is pizza. A: Can you tell me your favorite food? B: Sure, it’s pizza.","A: 너의 가장 좋아하는 음식은 뭐야? B: 내 가장 좋아하는 음식은 피자야. A: 네가 가장 좋아하는 음식을 말해줄래? B: 물론이야, 피자야."
88,720,중1,YBM(박),2022,2,Have Fun at School,"현재진행형을 활용해 행동 묘사하기.
","A: What are you doing?
B: I’m reading a book.
","A: 너 지금 뭐 하고 있어?
B: 나는 책을 읽고 있어.
","A: What is he ()?
B: He’s ().
A: What are they ()?
B: They are ().
","현재진행형을 활용하여 행동을 묘사할 수 있어요.
You can describe actions using the present continuous tense.",A: What are you ___? B: I’m reading a book.,A: 너 지금 뭐하고 있어? B: 나는 책을 읽고 있어.,eating,doing,going,doing,2,A: What are they ___? B: They are playing.,A: 저 사람들은 지금 뭐하고 있어요? B: 저 사람들은 놀고 있어요.,doing,sleeping,running,doing,1,A: What are you doing? B: I'm cooking dinner. A: What is he doing? B: He's mowing the lawn.,A: 너 지금 뭐하고 있어? B: 나 저녁 준비하고 있어. A: 저 사람은 뭐하고 있어? B: 그는 잔디를 깎고 있어.
89,720,중1,YBM(박),2022,3,The Magic of Manners,"May / Can I ~ 를 활용해 허가 여부 묻고 답하기.
","A: May I use your phone?
B: Yes, you may. / No, you may not.
","A: 내 전화기 써도 될까요?
B: 네, 써도 돼요. / 아니요, 안 돼요.
","A: Can I ()?
B: Sure, go ahead. / I’m afraid not.
A: Is it okay if I ()?
B: Yes, of course. / No, I'm afraid not.
","May / Can I를 활용해 허가 여부를 물어보고 대답할 수 있어요.
다른 사람에게 허가를 요청하는 표현을 사용할 수 있어요.",A: ___ use your phone?,A: 내 전화기를 사용해도 될까요?,Can I,May I,Might I,May I,2,A: ___ borrow your pencil?,A: 내 연필을 빌려도 될까요?,May I,Can I,Should I,Can I,2,"A: May I use your notebook? B: Yes, you may. A: Can I borrow your calculator? B: I'm afraid not.","A: 노트북을 사용해도 될까요? B: 네, 사용해도 됩니다. A: 계산기를 빌려도 될까요? B: 미안하지만 안됩니다."
90,720,중1,YBM(박),2022,4,Home Sweet Home,"Can you ~ 를 활용해 도움 요청하기.
","A: Can you help me with my homework?
B: Sure. / I’m sorry, but I can’t.
","A: 내 숙제 도와줄 수 있어?
B: 물론이지. / 미안하지만 못 도와줘.
","Could you ()?
Would you mind ()?
","도움 요청 표현을 사용할 수 있어요.
You can ask for help using expressions like 'Can you ~' and 'Would you mind ~'.",A: Can you ___ me with my homework?,내 숙제 좀 도와줄래요?,do,help,carry,help,2,A: Would you mind ___ me with my homework?,내 숙제 좀 도와줄래요?,dancing,helping,cooking,helping,2,"A: Can you help me with my project? B: Sure, I'd be glad to help. A: Would you mind helping me with the report? B: I'm a bit busy, but I'll try my best.","A: 내 프로젝트 좀 도와줄래요? B: 물론, 기꺼이 도울게. A: 보고서 도와줄 수 있어? B: 약간 바쁘지만 최선을 다해볼게."
91,720,중1,YBM(박),2022,5,Food Around the World,"Why don’t you ~ / Let's ~ 를 활용해 제안·권유하고 답하기.
","A: Why don’t you try this?
B: Sounds good. / No, thank you.
","A: 이거 한 번 해보는 게 어때?
B: 좋아. / 아니, 괜찮아.
","A: How about ()?
A: Let’s try ().
","제안 및 권유 표현으로 대화할 수 있어요.
Be able to suggest and respond using 'Why don’t you ~' and 'Let’s ~'.",A: Why don’t you ___ this?,A: 왜 이것을 시도해보지 않아?,do,try,make,try,2,A: ___ about this?,A: 이것에 대해 어떻게 생각해?,How about,What about,Why not,How about,1,A: Why don’t you give this a try? B: Sounds good! A: How about we check the details? B: That sounds fine.,A: 이것을 한번 시도해보는 게 어때? B: 좋아! A: 세부사항을 한번 살펴보는 건 어때? B: 괜찮아.
92,720,중1,YBM(박),2022,6,"Click, Connect, and Communicate","I am ~ / feel ~ 과 감정 형용사를 활용해 기분 · 상태 표현하기.
","I feel happy.
I'm excited.
","나는 행복해.
나는 신이 나.
","I feel ().
He is ().
","감정 형용사를 사용하여 기분이나 상태를 표현할 수 있어요.
You can express your mood and state using feeling adjectives.",I feel ___.,나는 행복해요.,hungry,happy,angry,happy,2,I feel happy. He is ___.,나는 행복해요. 그는 슬퍼요.,angry,sad,excited,sad,2,"A: I feel happy today. B: That's wonderful! A: I'm excited about the upcoming event. B: Oh, really? I feel sad because I missed the chance.",A: 나는 오늘 행복해요. B: 정말 좋네요! A: 다가오는 행사에 신나요. B: 정말요? 저는 기회를 놓쳐서 슬퍼요.
93,720,중1,YBM(박),2022,7,"Think Green, Live Green","I’d like to ~ / I want to ~를 활용해 바람 표현하기.
","I’d like to travel the world.
","나는 세계 여행을 하고 싶어.
","I want to ().
I hope to ().
","바람 표현하는 방법을 사용할 수 있어요.
I’d like to ~ / I want to ~를 활용해 바람 표현하기",I’d ______ to travel the world.,나는 세계를 여행하고 싶어.,wish,like,love,like,2,I want to ______.,나는 여행하고 싶어.,sleep,travel,study,travel,2,A: I’d like to travel the world next year. B: That sounds exciting! A: I want to visit many countries and learn about different cultures. B: You will have an amazing experience.,A: 내년에 세계를 여행하고 싶어. B: 정말 신나겠다! A: 여러 나라를 방문하고 다양한 문화를 배우고 싶어. B: 멋진 경험이 될 거야.
94,720,중1,YBM(박),2022,8,A Journey with Arts,"What do you think of ~ 를 활용해 의견 표현하기.
","A: What do you think of this book?
B: I think it’s interesting.
","A: 이 책에 대해 어떻게 생각해?
B: 나는 흥미롭다고 생각해.
","A: How do you feel about ()?
B: I feel ().
A: What’s your opinion on ()?
B: In my opinion, it’s ().
","다양한 의견을 표현하는 방법을 익힐 수 있어요.
의견을 표현할 때 'What do you think of ~'와 같은 표현을 활용할 수 있어요.",What do you ___ of this book?,이 책에 대해 어떻게 생각해?,believe,think,say,think,2,How do you ___ about this game?,이 게임에 대해 어떻게 느끼니?,think,feel,speak,feel,2,A: What do you think of the concert? B: I think it's outstanding. A: How do you feel about the art exhibition? B: I feel intrigued.,A: 그 콘서트 어때? B: 정말 훌륭한 것 같아. A: 미술 전시회에 대해 어떻게 느껴? B: 아주 인상 깊어.
95,709,중1,YBM(송),2015,1,"New School, New Friends","How are you ~ 를 활용해 안부 묻고 답하기.
","A: How are you doing?
B: I’m fine.
","A: 잘 지내고 있어?
B: 난 괜찮아.
","A: How’s it going?
B: I’m good.
A: How have you been?
B: I’ve been great.
","안부 묻기와 대답하기 표현을 사용할 수 있어요.
'How are you ~' 를 활용해 안부를 묻고 답할 수 있어요.",A: How are you ___? B: I’m fine.,A: 어떻게 지내? B: 나는 괜찮아.,going,doing,being,doing,2,A: How’s it ___? B: I’m good.,A: 잘 지내고 있어? B: 나는 좋아.,living,operating,going,going,3,"A: How are you feeling today? B: I'm fine, thank you. A: How's everything going? B: Everything's great.","A: 오늘 기분이 어때? B: 난 괜찮아, 고마워. A: 모든 게 잘 진행되고 있어? B: 모든 게 훌륭해."
96,709,중1,YBM(송),2015,2,I Love My Family,"Can you ~ 를 활용해 요청하고 답하기.
","A: Can you help me, please?
B: Sure. No problem.
","A: 도와줄 수 있어?
B: 물론이지. 문제없어.
","A: Could you ()?
B: Of course. / Sorry, I can’t.
A: Will you ()?
B: Yes, I will.
","요청과 응답에 대한 표현을 사용할 수 있어요.
Can you help me, please? 를 활용해 요청하고 답하기.","Can you ___ me, please?",저 좀 도와줄래?,assist,help,support,help,2,Could you ___?,저 좀 도와줄 수 있어요?,call you,help me,tell me,help me,2,"A: Can you assist me, please? B: Sure. No problem. A: Will you help me with the project? B: Yes, I will.","A: 제발 도와줄래? B: 물론이지. A: 프로젝트 좀 도와줄 수 있어? B: 응, 도와줄게."
97,709,중1,YBM(송),2015,3,"Different Places, Different Foods","favorite을 활용해 좋아하는 것 묻고 답하기.
","A: What’s your favorite color?
B: It’s blue. / My favorite is blue.
","A: 네가 가장 좋아하는 색은 뭐야?
B: 파란색이야. / 내가 가장 좋아하는 색은 파란색이야.
","A: Which () do you like best?
B: I like () the most.
A: Do you have a favorite ()?
B: Yes, it’s ().
","좋아하는 것을 묻고 답하는 표현을 배워요.
Learn how to ask and answer questions about favorites using 'favorite'.",A: What’s your ______ color?,네가 가장 좋아하는 색깔은 무엇이니?,average,favorite,common,favorite,2,A: Do you have a favorite ______?,좋아하는 음식이 있어?,drink,food,hobby,food,2,A: What’s your favorite animal? B: It’s a cat. A: I really like cats too.,A: 네가 가장 좋아하는 동물은 뭐야? B: 고양이야. A: 나도 고양이를 정말 좋아해.
98,709,중1,YBM(송),2015,4,A Story of Wisdom,"What’s the matter ~ 를 활용해 슬픔, 불만족, 실망의 원인 묻고 답하기.
","A: What’s the matter?
B: I have a headache.
","A: 무슨 일 있어?
B: 머리가 아파.
","A: What’s wrong?
B: ().
A: Why are you upset?
B: Because of ().
","슬픔, 불만족, 실망의 원인을 물어보고 답할 수 있어요.
Use 'What's the matter?' and its variations to ask about the reason for sadness, dissatisfaction, and disappointment.",A: What’s the ____?,A: 무슨 일이야?,wrong,matter,upset,matter,2,B: Because of ____.,B: 머리 아파서.,celebration,headache,laughter,headache,2,A: What's the matter? B: I'm not feeling well. A: Why are you so down? B: Because of a bad cold.,A: 무슨 일이야? B: 몸이 안 좋아. A: 왜 그렇게 기분이 다운됐어? B: 감기에 걸렸어.
99,709,중1,YBM(송),2015,5,We Are a Team,"be동사와 전치사를 활용해 위치 묻고 답하기.
","A: Where are my books?
B: They are on the table.
","A: 내 책들은 어디에 있어?
B: 테이블 위에 있어.
","A: Where is ()?
B: It is ().
A: Can you tell me where () is?
B: It’s ().
","be동사와 전치사를 활용해 위치를 묻고 답할 수 있어요.
be verbs와 전치사를 사용하여 위치에 대해 질문하고 대답할 수 있어요.",A: Where are my books? B: They are ___ .,A: 내 책들이 어디에 있니? B: 그것들은 탁자 위에 있어.,in the bag,on the table,on the floor,on the table,2,A: Where is my pencil? B: It is ___ .,A: 내 연필이 어디에 있니? B: 연필은 필통 안에 있어.,under the chair,in the pencil case,on the desk,in the pencil case,2,A: Where are my keys? B: They are on the counter. A: Can you tell me where my wallet is? B: It’s in the drawer.,A: 내 열쇠가 어디에 있니? B: 카운터 위에 있어. A: 내 지갑이 어디 있는지 말해줄래? B: 서랍 안에 있어.
100,709,중1,YBM(송),2015,6,"Save Energy, Save the Earth","Why don’t we ~ 를 활용해 제안하고 답하기.
","A: Why don’t we go to the park?
B: That’s a good idea.
","A: 우리 공원에 가는 게 어때?
B: 좋은 생각이야.
","A: How about we ()?
B: Sure, that sounds great.
A: Let’s join ().
B: I’d love to.
","‘Why don’t we ~’를 활용하여 제안하는 표현을 사용할 수 있어요.
제안을 받고 긍정적으로 답하는 표현을 익힐 수 있어요.",A: Why don’t we ___? B: That’s a good idea.,A: 우리 공원에 가지 않을래? B: 좋은 생각이야.,stay home,go to the park,go to the mall,go to the park,2,"A: How about we go to the park? B: Sure, that sounds great. A: Let’s join ___? B: I’d love to.","A: 우리 공원에 가는 건 어때? B: 응, 정말 좋은 생각이야. A: 같이 가자, ___? B: 정말 좋네.",have dinner,go to the park,stay in,go to the park,2,A: Why don’t we have a picnic at the park? B: That’s a fantastic idea. A: How about we invite our friends too? B: I’d love to.,A: 우리 공원에서 피크닉 하는 건 어때? B: 정말 멋진 생각이야. A: 우리 친구들도 초대하는 게 어때? B: 정말 좋지.
