,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,805,고2,11,instruct,지시하다,1,동사,6406,17215,[instrʌ́kt],The experienced instructor carefully instructs his eager students step-by-step during the challenging advanced science lesson.,경험 많은 강사는 도전적인 고급 과학 수업 동안 단계적으로 열정적인 학생들에게 지시해요.,TRUE,,,
중고등1200,806,고2,11,instruct,가르치다,1,동사,7797,87,[ínstrʌkt],The experienced mentor will instruct her curious students with detailed guidance on advanced robotics technology.,경험 많은 멘토가 호기심 많은 학생들에게 첨단 로봇 기술에 대해 자세한 지도로 가르치고 있어요.,TRUE,,,
중고등1200,807,중1,6,instrument,"기구,도구",2,명사,581,915,[ínstrəmənt],The intricate instrument accurately calculates measurements during surgery and is indispensable for every qualified technician.,정밀한 기구는 수술 중 정확한 측정을 도와 모든 전문 기술자에게 필수적이에요.,TRUE,,,
중고등1200,808,중1,6,instrument,"악기,도구",2,명사,11400,16669,[ínstrəmənt],The talented musician carefully selected a unique instrument that greatly enhanced his creative performance tonight.,재능 있는 음악가는 오늘 밤 창의적인 연주를 더욱 돋보이게 하는 독특한 악기를 신중하게 선택했어요.,TRUE,,,
중고등1200,809,고2,11,iron,다림질 하다,1,동사,7293,25411,[áiərn],"After washing clothes, she ironed every shirt carefully with a hot iron to remove creases.","옷들을 세탁한 후, 그녀는 모든 셔츠를 뜨거운 다리미로 조심스럽게 다림질해서 주름을 없애요.",TRUE,,,
중고등1200,810,고2,11,iron,철,2,명사,3408,5674,[áiərn],"The ancient bridge was built entirely of iron, firmly establishing a sense of enduring strength.","고대 다리는 전적으로 철로 만들어졌고, 확고한 강인함을 보여주었어요.",TRUE,,,
중고등1200,811,고2,11,iron,다리미,2,명사,12704,25693,[áiərn],I used my iron to neatly press my favorite cotton shirt before attending the event.,내가 좋아하는 면 셔츠를 다리미로 깔끔하게 다려서 행사에 입기 전에 준비했어요.,TRUE,,,
중고등1200,812,고2,11,iron,고데기,2,명사,12731,17854,[áiərn],"This expensive hair iron quickly transformed my dull, frizzy hair into remarkably sleek, shiny locks.",이 고데기는 제 칙칙하고 곱슬거리는 머리카락을 놀랍도록 부드럽고 빛나는 머리로 바꿔 주었어요.,TRUE,,,
중고등1200,813,중1,6,label,명칭을 붙이다,1,동사,10710,17866,[léibəl],I promptly label each product with its unique identifier before delivering them to our customers.,나는 각 제품에 고유 식별 번호를 즉시 부여하여 고객들에게 배송하기 전에 명칭을 붙였어요.,TRUE,,,
중고등1200,814,중1,6,label,상표,2,명사,16093,1034,[léibəl],The innovative designer attached a unique label to every product as a symbol of authenticity.,혁신적인 디자이너는 모든 제품에 고유의 상표를 부착하여 진품의 상징으로 만들었어요.,TRUE,,,
중고등1200,815,중1,6,local,현지인,2,명사,3592,19655,[lóukəl],A curious tourist met a friendly local during her journey exploring the vibrant city completely.,호기심 많은 관광객은 그녀가 활기찬 도시를 완전히 탐험하는 동안 친절한 현지인을 만났어요.,TRUE,,,
중고등1200,816,중1,6,local,지방의,3,형용사,3279,5449,[lóukəl],The enthusiastic local author organized a vibrant community meeting to discuss promising cultural initiatives downtown.,열정적인 지방의 작가가 활기찬 지역 모임을 조직하여 유망한 문화 이니셔티브에 대해 논의했어요.,TRUE,,,
중고등1200,817,중1,6,local,"현지의,지역의",3,형용사,3592,25712,[lóukəl],"I visited a local market last weekend, where fresh produce was sold by friendly vendors.","지난 주말에 현지 시장을 방문했는데, 그곳에서는 신선한 농산물을 친절한 상인들이 판매했어요.",TRUE,,,
중고등1200,818,중1,6,local,"(의학) 국소의,국부의",3,형용사,15721,24703,[lóukəl],The doctor applied a local anesthetic before performing the minor surgical procedure to relieve pain.,의사는 작은 수술을 진행하기 전에 통증 완화를 위해 국소 마취제를 주었어요.,TRUE,,,
중고등1200,819,중1,6,lock,자물쇠,2,명사,2865,4745,[lάk],I always secure my bike with a strong lock to prevent any potential theft.,나는 잠재적인 도난을 막기 위해 내 자전거에 튼튼한 자물쇠를 항상 잠가요.,TRUE,,,
중고등1200,820,중1,6,mark,~임을 보여 주다,1,동사,11014,30565,[maːrk],The final exam score will definitively mark the completion of a student's demanding university journey.,최종 시험 점수는 학생의 힘들었던 대학 여정의 마무리를 분명히 보여 주고 있어요.,TRUE,,,
중고등1200,821,중1,6,mark,특징,2,명사,8460,17899,[má:rk],"The designer incorporated a subtle mark on every product, which clearly showcased his brand’s unique characteristic.",그 디자이너는 모든 제품에 미묘한 mark를 넣어 브랜드의 독특한 특징을 분명하게 드러냈어요.,TRUE,,,
중고등1200,822,중1,6,mark,점수,2,명사,9974,25470,[máːrk],The hardworking teacher recorded every student's final mark on the test quite carefully during class.,성실한 선생님께서 학생들의 마지막 시험 점수를 매우 신중하게 기록하셨어요.,TRUE,,,
중고등1200,823,중1,6,match,"대응하다,연결하다",1,동사,901,30555,[mæʧ],I diligently tried to match my research findings with real-life situations in an effective manner.,저는 연구 결과를 실제 상황과 효과적으로 연결하려고 열심히 노력했어요.,TRUE,,,
중고등1200,824,중1,6,match,"맞먹다,필적하다",1,동사,1615,18572,[mǽʧ],"Her skills remarkably match his expertise, making them the perfect partners for the challenging project.","그녀의 기술은 그의 전문성과 필적할 만큼 뛰어나서, 도전적인 프로젝트에서 완벽한 파트너가 되었어요.",TRUE,,,
중고등1200,825,중1,6,match,부응하다,1,동사,7771,18571,[mǽʧ],His outstanding performance will surely match her high expectations if he works diligently and steadily.,"그의 뛰어난 연기는 그녀의 높은 기대에 부응할 것이며, 꾸준히 노력하면 반드시 좋은 결과를 얻을 거예요.",TRUE,,,
중고등1200,826,중1,6,match,연결시키다,1,동사,7885,16906,[mǽʧ],The software developer carefully worked to match old technology with modern design elements for success.,소프트웨어 개발자는 구식 기술과 현대 디자인 요소를 연결시키기 위해 신중하게 노력했어요.,TRUE,,,
중고등1200,827,중1,6,match,어울리다,1,동사,9621,19008,[mǽʧ],She tried to match her dress with a unique accessory that enhanced her overall look.,그녀는 드레스에 어울리는 독특한 장식을 매치하여 전체적인 외관을 더욱 돋보이게 했어요.,TRUE,,,
중고등1200,828,중1,6,match,일치하다,1,동사,9704,31617,[mǽʧ],"The software algorithm did not match all the input data exactly, causing several unpredictable errors.",소프트웨어 알고리즘이 모든 입력 데이터를 정확히 일치하지 않아 몇 가지 예기치 않은 오류가 발생했어요.,TRUE,,,
중고등1200,829,중1,6,match,짝짓기 하다,1,동사,12151,21376,[mǽʧ],The scientist matched the exotic animals during the mating season to study their breeding habits.,과학자는 짝짓기 시즌 동안 특이한 동물들의 짝을 맞춰 그들의 번식 습관을 연구했어요.,TRUE,,,
중고등1200,830,중1,6,match,"맞수,호적수",2,명사,287,24727,[mǽʧ],"The boxer met a formidable match in the national tournament, challenging him throughout every round.","복서가 전국 대회에서 강력한 맞수를 만나, 모든 라운드마다 도전을 받았어요.",TRUE,,,
중고등1200,831,중1,6,match,"성냥,시합",2,명사,2067,16907,[mǽʧ],"I used a match to light a candle, and then watched a thrilling soccer match.","나는 촛불을 밝히기 위해 성냥을 사용했고, 이어서 신나는 축구 시합을 관람했어요.",TRUE,,,
중고등1200,832,중1,6,match,"경기,시합",2,명사,12443,3391,[mǽʧ],The match between our rival teams ignited fierce competition and excited every enthusiastic local supporter.,라이벌 팀들 간의 경기가 치열한 경쟁을 불러일으키며 모든 열성적인 지역 지지자들을 흥분시켰어요.,TRUE,,,
중고등1200,833,중1,6,ordinary,보통의,3,형용사,8468,2437,[ɔ́:rdənèri],"The restaurant served an ordinary meal, yet the friendly atmosphere made the evening truly memorable.","그 식당은 보통의 식사를 제공했지만, 친근한 분위기가 저녁을 정말 기억에 남게 만들었어요.",TRUE,,,
중고등1200,834,중1,6,own,소유하다,1,동사,1915,19698,[óun],"I finally decided to own a beautifully painted vintage car, which brings me immense joy.","나는 드디어 아름답게 칠해진 빈티지 자동차를 소유하기로 결정했으며, 그 자동차는 저에게 엄청난 기쁨을 주었어요.",TRUE,,,
중고등1200,835,중1,6,pack,가득 채우다,1,동사,249,31184,[pæk],I pack all my books and clothes into the large suitcase for our overseas trip.,저는 해외 여행을 위해 제 책과 옷을 큰 여행 가방에 가득 채워 넣어요.,TRUE,,,
중고등1200,836,중1,6,pack,포장하다,1,동사,2123,5567,[pǽk],"Before the shipment arrived, I had to carefully pack all valuable items using proper materials.","배송물이 도착하기 전에, 나는 모든 소중한 물건들을 정성껏 포장했어요.",TRUE,,,
중고등1200,837,중1,6,pack,짐을 싸다,1,동사,12767,17949,[pǽk],"Before our trip, I need to pack all essential travel items into our old suitcase.",여행 떠나기 전에 필요한 모든 필수 여행 짐을 옛날 가방에 싸야 해요.,TRUE,,,
중고등1200,838,중1,6,pain,(육체적) 아픔,2,명사,2174,3578,[péin],"After the intense workout, I felt a sudden sharp pain in my muscles and back.",격렬한 운동 후에 갑자기 근육과 등에서 예리한 아픔을 느꼈어요.,TRUE,,,
중고등1200,839,중1,6,pattern,무늬,2,명사,949,1503,[pǽtərn],The intricate pattern on the curtain added elegance and sophistication to the living room decor.,커튼에 있는 복잡한 무늬가 거실 분위기에 우아함과 세련됨을 더했어요.,TRUE,,,
중고등1200,840,중1,6,pattern,양식,2,명사,949,17284,[pǽtərn],"The designer carefully studied the pattern, ensuring that every element meticulously followed the assigned style.",디자이너는 양식을 꼼꼼히 검토하여 모든 요소가 부여된 스타일을 따르도록 했어요.,TRUE,,,
중고등1200,841,중1,6,pattern,"행동 양식,유형",2,명사,15822,25297,[pǽtərn],The pattern in his behavior revealed a tendency to follow consistent routines during stressful times.,그의 행동 양식은 스트레스 받을 때 일관된 습관을 따르는 경향을 드러냈어요.,TRUE,,,
중고등1200,842,중1,6,perform,공연하다,1,동사,2382,17518,[pərfɔ́:rm],The talented musician will perform on stage tonight in a grand and mesmerizing theatrical performance.,재능 있는 음악가는 오늘 밤 웅장하고 매혹적인 무대에서 공연할 예정이에요.,TRUE,,,
중고등1200,843,중1,6,perform,(작동하며) 돌아가다,1,동사,3927,22152,[pərfɔ́:rm],"During the experiment, the complex machine continued to perform efficiently despite several unexpected mechanical issues.",실험 동안 그 복잡한 기계는 여러 예기치 못한 기계적 문제에도 불구하고 효율적으로 돌아갔어요.,TRUE,,,
중고등1200,844,중1,6,perform,"수행하다,공연하다",1,동사,8440,3475,[pərfɔ́:rm],The talented actors will perform an unforgettable play on stage during the annual festival tomorrow.,재능있는 배우들이 내일 연례 축제에서 잊지 못할 연극을 공연할 거예요.,TRUE,,,
중고등1200,845,중1,6,planet,행성,2,명사,3834,6349,[plǽnit],"The Earth, our beautiful blue planet in space, supports diverse ecosystems and countless amazing species.",지구는 우리 아름다운 푸른 행성으로서 다양한 생태계를 지원하고 수많은 놀라운 생명체들이 살고 있어요.,TRUE,,,
중고등1200,846,고2,11,profit,이익,2,명사,784,4569,[práfit],The company reported significant profit this quarter due to increased online sales and efficient management.,회사는 이번 분기에 온라인 판매 증가와 효율적인 관리 덕분에 상당한 이익을 보고했어요.,TRUE,,,
중고등1200,847,중1,6,public,대중,2,명사,3424,21081,[pʌ́blik],The public was invited to the open event where community leaders shared their visionary plans.,대중은 열린 행사에 초대되어 커뮤니티 리더들이 그들의 미래 비전을 공유하는 모습을 지켜보았어요.,TRUE,,,
중고등1200,848,중1,6,recipe,조리법,2,명사,3136,5186,[résəpì],The intricate recipe from our grandmother demanded careful measurements and numerous ingredients for perfect flavor.,할머니께서 전해주신 복잡한 조리법은 완벽한 맛을 내기 위해 정밀한 측정과 많은 재료가 필요했어요.,TRUE,,,
중고등1200,849,중1,6,recycle,재활용하다,1,동사,2971,4903,[rì:sáikl],"Every week I conscientiously recycle empty glass, plastic, paper, and metal to protect our environment.","매주 저는 빈 유리, 플라스틱, 종이, 그리고 금속을 꼼꼼하게 재활용하여 우리 환경을 보호해요.",TRUE,,,
중고등1200,850,중1,6,reduce,"줄이다,축소하다",1,동사,3224,5335,[ridú:s],"To better manage our expenses, we must actively reduce excessive spending in every possible area.",우리의 지출을 합리적으로 관리하기 위해 모든 가능한 영역에서 과도한 소비를 줄여야 해요.,TRUE,,,
중고등1200,851,중1,6,reduce,바꾸다,1,동사,9498,20124,[ridú:s],Our innovative company decided to reduce the spending by dramatically changing our product strategy plan.,우리 혁신적인 회사는 제품 전략 계획을 극적으로 바꿈으로써 지출을 줄이기로 결정했어요.,TRUE,,,
중고등1200,852,중1,6,reduce,(규모/크기) 축소하다,1,동사,13052,19039,[ridú:s],The company decided to reduce its workforce size to cope with the new market challenges.,회사는 새로운 시장 도전에 맞서기 위해 직원 수를 축소하기로 결정했어요.,TRUE,,,
중고등1200,853,고2,11,relative,친척,2,명사,3509,5838,[rélətiv],"My dear relative from abroad visited us for the family reunion, bringing many familiar memories.",해외에 살고 계신 친척분께서 가족 모임에 참석하시며 많은 추억을 만들어 주셨어요.,TRUE,,,
중고등1200,854,고2,11,relative,상대적인,3,형용사,9545,19355,[rélətiv],The true value of his efforts is relative to the unique circumstances surrounding his challenging project.,그의 노력의 진정한 가치는 그가 처한 독특한 상황에 따라 상대적으로 보이요.,TRUE,,,
중고등1200,855,중1,6,rest,"(어떤 것에)받치다,기대다",1,동사,1021,25774,[rést],"After a long day of travel, she decided to rest against the sturdy oak tree.","여행으로 긴 하루를 보낸 후에, 그녀는 튼튼한 참나무에 기대어 쉬었어요.",TRUE,,,
중고등1200,856,중1,6,rest,나머지,2,명사,9637,17998,[rést],"I finished the project on time, and I carefully saved the rest for additional tasks.",나는 프로젝트를 제시간에 끝내고 추가 작업을 위해 나머지를 신중히 남겨두었어요.,TRUE,,,
중고등1200,857,중1,6,rule,지배하다,1,동사,3609,18743,[ru:l],"My wise uncle rules his family with gentle authority, guiding everyone with wisdom and care.",내 총명한 삼촌은 온화한 권위로 가족을 지배하며 모두를 지혜와 사랑으로 인도해요.,TRUE,,,
중고등1200,858,중1,6,rule,판결하다,1,동사,11051,23710,[rúːl],The judge will rule impartially with fairness after carefully evaluating all of the presented evidence.,판사는 제시된 모든 증거를 꼼꼼하게 검토한 후 공정하게 판결할 거예요.,TRUE,,,
중고등1200,859,중1,6,rule,"규칙,규정",2,명사,506,800,[rú:l],"At the school, they introduced an important new rule that every student must always follow.",학교에서는 모든 학생이 반드시 따라야 하는 중요한 규칙을 도입했어요.,TRUE,,,
중고등1200,860,중1,6,rule,통치,2,명사,3609,25782,[rú:l],The wise leader established strong rule that brought remarkable progress and growth within the kingdom.,그 현명한 지도자는 강력한 통치를 확립하여 왕국 내에 놀라운 발전과 성장을 이끌었어요.,TRUE,,,
중고등1200,861,고2,11,sample,견본,2,명사,586,380,[sǽmpl],The dedicated scientist carefully prepared a sample from his latest experiment to verify the hypothesis.,헌신적인 과학자가 자신의 최신 실험에서 견본을 신중하게 준비하여 가설을 검증했어요.,TRUE,,,
중고등1200,862,중1,6,scream,"비명을 지르다,날카롭게 소리치다",1,동사,714,1138,[skrí:m],"When encountering unexpected danger, he would suddenly scream sharply and run away in complete panic.","예상치 못한 위험을 만났을 때, 그는 갑자기 날카롭게 비명을 지르며 완전히 겁에 질려 도망갔어요.",TRUE,,,
중고등1200,863,고2,11,secure,"얻다,확보하다",1,동사,4091,22254,[səkjúər],I secured a large amount of funding for our innovative startup during the important business meeting.,나는 중요한 비즈니스 회의 동안 우리 혁신적인 스타트업에 큰 자금을 확보했어요.,TRUE,,,
중고등1200,864,고2,11,secure,확실히 하다,1,동사,7817,30872,[sikjúər],"Before the storm arrived, the engineers worked hard to secure the building against potential damage.","폭풍이 몰아치기 전에, 기술자들이 건물이 피해를 입지 않도록 확실히 했어요.",TRUE,,,
중고등1200,865,고2,11,secure,"안전하게 지키다,보호하다",1,동사,8240,26136,[səkjúər],The diligent security team worked effectively to secure our confidential data from dangerous cyber attacks.,성실한 보안 팀은 위험한 사이버 공격으로부터 우리의 기밀 데이터를 안전하게 지키기 위해 효과적으로 일했어요.,TRUE,,,
중고등1200,866,고2,11,secure,안전한,3,형용사,2188,3604,[səkjúər],We selected a secure encryption protocol to reliably safeguard our sensitive data from dangerous hackers.,우리는 안전한 암호화 프로토콜을 선택하여 민감한 데이터를 위험한 해커들로부터 신뢰할 수 있게 보호했어요.,TRUE,,,
중고등1200,867,고2,11,sensation,세상을 떠들썩하게 하는 사건,2,명사,1875,25334,[senséiʃən],The news of the festival was a sensation that spread rapidly across the entire town.,최근 축제 소식은 온 마을에 빠르게 퍼져나가며 세상을 떠들썩하게 만든 사건이었어요.,TRUE,,,
중고등1200,868,고2,11,sensation,감각,2,명사,7812,171,[senséiʃən],The cool summer breeze unexpectedly created a unique sensation that invigorated our adventurous spirits wonderfully.,시원한 여름 바람이 뜻밖에 독특한 감각을 만들어 내어 우리 모험심을 더욱 북돋아줬어요.,TRUE,,,
중고등1200,869,고2,11,sensation,"감정,기분,느낌",2,명사,15509,31168,[senséiʃən],The unique sensation of a cool breeze on my skin was pleasantly refreshing and calming.,내 피부에 닿는 시원한 바람의 독특한 느낌은 기분 좋게 상쾌하고 차분했어요.,TRUE,,,
중고등1200,870,중1,6,serve,"일하다,근무하다",1,동사,370,20596,[sə́:rv],"Every night, I serve on duty at the busy hospital, attending to all urgent cases.","매일 밤, 나는 바쁜 병원에서 근무하며 모든 응급 상황에 적절히 대응해요.",TRUE,,,
중고등1200,871,중1,6,serve,"제공하다,(요리를) 차려 주다",1,동사,3111,3070,[sə̀:rv],"At the community event, I serve freshly prepared meals and vibrant salads to all guests.",지역 행사에서 저는 신선하게 준비된 요리와 생기 넘치는 샐러드를 모든 손님께 제공해요.,TRUE,,,
중고등1200,872,중1,6,serve,"제공하다,봉사하다,섬기다",1,동사,3111,31073,[səːrv],"The community center will serve local residents with free dinners, expert counsel, and community support.","지역 주민들에게 무료 저녁 식사와 전문가 상담, 그리고 공동체 지원을 제공할 예정이에요.",TRUE,,,
중고등1200,873,중1,6,serve,"도움이 되다,기여하다",1,동사,3956,25791,[sə̀:rv],I always try to serve people diligently by generously volunteering at local community centers daily.,저는 항상 지역 사회 센터에서 자원봉사를 하여 사람들에게 도움이 되고 기여하도록 해요.,TRUE,,,
중고등1200,874,중1,6,serve,"대접하다,시중들다",1,동사,5842,31085,[səːrv],"At the formal dinner, the attentive staff prepared and served every guest with utmost care.","정중한 만찬에서, 꼼꼼한 직원들이 모든 손님에게 최대한의 정성을 다해 대접했어요.",TRUE,,,
중고등1200,875,중1,6,serve,어떠한 수단으로 쓰이다,1,동사,13170,21141,[sə́:rv],The new innovative software will serve as a versatile tool to simplify demanding daily tasks.,새로운 혁신적인 소프트웨어는 까다로운 일상을 단순화하는 다양한 수단으로 쓰여요.,TRUE,,,
중고등1200,876,중1,6,serve,(테니스 등의) 서브( 넣기),2,명사,3581,28964,[səːrv],"During the competitive tennis match, his powerful serve consistently challenged opponents and shifted game momentum.","치열한 테니스 경기 중, 그의 강력한 서브가 꾸준히 상대를 압박하며 경기 흐름을 바꾸었어요.",TRUE,,,
중고등1200,877,고2,11,shift,옮기다,1,동사,2462,4065,[ʃíft],"During the hot summer, I decided to shift my antique books to a new shelf.",뜨거운 여름 동안 저는 제 골동품 책들을 새로운 책장으로 옮기기로 결정했어요.,TRUE,,,
중고등1200,878,고2,11,shift,방향을 바꾸다,1,동사,7989,18765,[ʃíft],"As the wind changed, the sailor had to shift the ship’s course immediately to avoid danger.","바람의 방향이 바뀌자, 선원은 위험을 피하기 위해 즉시 배의 항로를 변경했어요.",TRUE,,,
중고등1200,879,고2,11,shift,(입장 등의) 변화,2,명사,6190,18766,[ʃíft],The company's recent strategic shift in its marketing approach quickly led to significant revenue growth.,회사가 최근 마케팅 접근 방식을 바꾸며 큰 입장 변화를 이루어 매출이 크게 성장했어요.,TRUE,,,
중고등1200,880,고2,11,shift,교대 근무,2,명사,7204,21149,[ʃíft],"During the night shift at the hospital, she efficiently balanced tasks and daily home responsibilities.",병원에서 야간 교대 근무 동안 그녀는 효율적으로 업무를 처리하고 일상 가사도 병행했어요.,TRUE,,,
중고등1200,881,중1,6,sink,가라앉다,1,동사,67,76,[síŋk],"During the stormy night, our old ship began to sink slowly under the restless ocean.","폭풍우 치던 밤에, 우리의 낡은 배가 잔잔치 않은 바다 밑으로 천천히 가라앉기 시작했어요.",TRUE,,,
중고등1200,882,중1,6,sink,(공을) 구멍에 넣다,1,동사,778,20612,[síŋk],"During the mini golf tournament, he managed to sink the ball into the small hole.",미니 골프 토너먼트 동안 그는 공을 작은 구멍에 넣는 데 성공했어요.,TRUE,,,
중고등1200,883,중1,6,sink,"줄어들다,약해지다",1,동사,1194,31261,[siŋk],"After a long day, his energy will sink slowly as he struggles with his tasks.","오랜 하루가 지나면, 그의 에너지는 천천히 줄어들며 업무 때문에 힘들어해요.",TRUE,,,
중고등1200,884,중1,6,sink,세면대,2,명사,10035,16586,[síŋk],I washed my hands at the old sink next to the clean tiled bathroom wall.,나는 깨끗한 타일로 된 욕실의 오래된 세면대 옆에서 손을 씻었어요.,TRUE,,,
중고등1200,885,중1,6,sink,흡수대,2,명사,13425,21156,[síŋk],The old kitchen sink slowly accumulated stagnant water as the dishwasher continued to run continuously.,오래된 주방 흡수대에서 찌든 물이 천천히 차오르면서 식기세척기가 계속 작동했어요.,TRUE,,,
중고등1200,886,중1,6,situation,상황,2,명사,10755,4287,[sìʧuéiʃən],Our current situation unexpectedly required us to adapt quickly in order to overcome unexpected obstacles.,현재 상황은 예기치 않게 우리에게 빠르게 적응하여 예상치 못한 장애물을 극복할 필요가 있었어요.,TRUE,,,
중고등1200,887,고2,11,spoil,(음식이) 상하다,1,동사,1768,28897,[spɔil],"If you forget to refrigerate your milk on a hot day, it will spoil fast.","만약 뜨거운 날 우유를 냉장하지 않으면, 빨리 상할 거예요.",TRUE,,,
중고등1200,888,고2,11,spoil,망치다,1,동사,9436,1826,[spɔ́il],I do not want to spoil my sister's birthday celebration by accidentally revealing the surprise.,나는 내 동생의 생일 축하 파티가 망치지 않도록 비밀을 철저히 지키고 있어요.,TRUE,,,
중고등1200,889,고2,11,spoil,"전리품,약탈",2,명사,5129,23782,[spɔ́il],The fierce warriors quickly gathered the spoil after the victorious battle and confidently returned home.,용맹한 전사들이 승리한 전투 후 전리품을 신속하게 모으고 자신감 있게 집으로 돌아갔어요.,TRUE,,,
중고등1200,890,중1,6,spread,뿌리다,1,동사,3666,18052,[spréd],The dedicated gardener carefully spread the small seeds evenly across the newly plowed fertile soil.,정성 어린 정원사는 갓 갈아엎은 비옥한 땅에 작은 씨앗들을 고르게 뿌렸어요.,TRUE,,,
중고등1200,891,중1,6,spread,"펴다,펼치다",1,동사,3671,6073,[spréd],"During the busy picnic, Lisa carefully spread the freshly washed blanket over the soft grass.",바쁜 피크닉 동안 리사는 깨끗이 세탁한 담요를 부드러운 잔디 위에 조심스럽게 펼쳤어요.,TRUE,,,
중고등1200,892,중1,6,spread,퍼트리다,1,동사,8523,31165,[spred],The gentle breeze helped spread the sweet scent of freshly baked cookies around the house.,부드러운 바람이 집안 곳곳에 갓 구운 쿠키의 달콤한 향기를 퍼트리는 데 도움을 줬어요.,TRUE,,,
중고등1200,893,중1,6,spread,"퍼지다,번지다",1,동사,12582,17365,[spréd],"The fire quickly began to spread across the dry forest, triggering massive panic among locals.","불이 빠르게 마른 숲 전체로 퍼지기 시작해서, 현지인들 사이에 큰 공포를 일으켰어요.",TRUE,,,
중고등1200,894,중1,6,spread,펴 바르다,1,동사,16344,25974,[spréd],I carefully spread a thin layer of butter on the freshly toasted bread this morning.,나는 오늘 아침 갓 구운 빵에 얇은 버터를 조심스럽게 발랐어요.,TRUE,,,
중고등1200,895,중1,6,spread,"전파,확산",2,명사,12582,25802,[spréd],The rapid spread of new technology changed the way people communicate all over the world.,새로운 기술의 빠른 확산은 전 세계 사람들의 소통 방식을 변화시켰어요.,TRUE,,,
중고등1200,896,중1,6,spread,빵에 발라 먹는 식품,2,명사,13474,21413,[spréd],"The creamy spread, made with fresh fruits and natural honey, perfectly enhanced my toasted bread.",이 크리미한 스프레드는 신선한 과일과 천연 꿀로 만들어져 구운 빵을 완벽하게 보완해줬어요.,TRUE,,,
중고등1200,897,고2,11,spy,염탐하다,1,동사,1710,21174,[spái],"During the secret covert operation, I decided to carefully spy on the enemy meeting tonight.","비밀스러운 작전 중에, 저는 오늘 밤 적들의 회의를 주의 깊게 염탐하기로 결정했어요.",TRUE,,,
중고등1200,898,고2,11,spy,"첩자,스파이",2,명사,1710,14957,[spái],The cunning spy secretly infiltrated the enemy headquarters to collect vital intelligence for the government.,그 교활한 첩자가 비밀리에 적의 본부에 침투하여 정부를 위한 중요한 정보를 수집했어요.,TRUE,,,
중고등1200,899,중1,6,state,명시하다,1,동사,1187,17368,[stéit],"During the important meeting, she decided to state her concerns clearly after hearing their detailed proposal.",중요한 회의 중에 그녀는 그들의 상세한 제안을 듣고 자신의 우려를 명시하기로 결정했어요.,TRUE,,,
중고등1200,900,중1,6,state,진술하다,1,동사,5081,17570,[stéit],The professor state his groundbreaking theory confidently during the seminar to clarify the complicated topic.,교수님께서 세미나 동안 복잡한 주제를 명확하게 설명하기 위해 그의 획기적인 이론을 진술하셨어요.,TRUE,,,
중고등1200,901,중1,6,state,"서술하다,상태,형편",1,동사,11028,27229,[steit],"During the team meeting, the manager clearly stated the company's current state and upcoming challenges.","팀 미팅 동안, 매니저는 회사의 현재 상태와 다가오는 도전을 명확히 서술했어요.",TRUE,,,
중고등1200,902,중1,6,state,국가,2,명사,480,29161,[stéit],"The modern state thrived on robust international trade, innovative policies, and a rich historical heritage.","현대 국가는 강력한 국제 무역, 혁신적인 정책, 그리고 풍부한 역사적 유산 덕분에 번영했어요.",TRUE,,,
중고등1200,903,중1,6,state,상태,2,명사,2091,2938,[stéit],The current state of the beautiful park appears remarkably serene and undeniably full of history.,현재 아름다운 공원의 상태가 굉장히 평온하고 부인할 수 없을 만큼 역사의 깊이가 느껴져요.,TRUE,,,
중고등1200,904,중1,6,state,(미국의) 주,2,명사,13341,20627,[stéit],I thoroughly drove through each state of America to experience diverse cultures and natural landscapes.,저는 미국의 각 주를 충분히 운전하여 다양한 문화와 자연 풍경을 경험했어요.,TRUE,,,
중고등1200,905,고2,11,stock,재고(품),2,명사,2950,4870,[sták],The store manager carefully checked the stock inventory and ordered more supplies for future sales.,매장 관리자가 재고 품목을 신중하게 확인하고 미래 판매를 위해 추가 물품을 주문했어요.,TRUE,,,
중고등1200,906,고2,11,stock,주식,2,명사,10216,21180,[sták],I invested in stock of a reputable technology company that always shows excellent growth potential.,저는 항상 우수한 성장 잠재력을 보여주는 평판 좋은 기술 회사의 주식에 투자했어요.,TRUE,,,
중고등1200,907,고2,11,stock,가축,2,명사,12149,19067,[sták],"On his small farm, he maintained a healthy stock of cows, sheep, pigs, and chickens.","작은 농장에서, 그는 소, 양, 돼지, 그리고 닭들을 포함한 건강한 가축을 기르었어요.",TRUE,,,
중고등1200,908,중1,6,stretch,뻗어나가다,1,동사,612,20195,[stréʧ],John decided to stretch the fabric carefully while he was customizing his new costume perfectly.,존은 새로운 의상을 맞추기 위해 천을 신중하게 뻗어나가며 작업했어요.,TRUE,,,
중고등1200,909,중1,6,stretch,잡아 늘이다,1,동사,2919,4827,[stréʧ],She attempted to stretch the fabric carefully before tailoring the elegant dress for the party.,그녀는 파티를 위해 우아한 드레스를 재단하기 전에 천을 잡아 늘이려고 신중하게 시도했어요.,TRUE,,,
중고등1200,910,중1,6,stretch,몸을 쭉 뻗다,1,동사,12585,17377,[stréʧ],"After a rigorous workout session, I stretch my muscles to reduce tension and prevent injuries.",격렬한 운동 후에 나는 근육의 긴장을 풀기 위해 몸을 쭉 뻗어요.,TRUE,,,
