구분,voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,example_english,example_korean,초등800 포함여부,,워드P 매핑용,워드P 매핑용 쿼리,,사운드파일명,사운드배치,이미지파일명,이미지배치
초등800,10563,초6,4,first,첫 번째의,3,형용사,3416,5684,[fə́:rst],,,#REF!,,telephone,WordText='telephone' OR ,,005684,XCOPY /F/Y .\005684.mp3 .\cutMp3\,003416,XCOPY /F/Y .\003416.png .\cutPng\
초등800,10564,초6,4,first,먼저,4,부사,6688,21685,[fə́:rst],,,#REF!,,phone,WordText='phone' OR ,,021685,XCOPY /F/Y .\021685.mp3 .\cutMp3\,006688,XCOPY /F/Y .\006688.png .\cutPng\
초등800,10565,초3,1,fish,"물고기,생선",2,명사,1285,2074,[fíʃ],,,#REF!,,television,WordText='television' OR ,,002074,XCOPY /F/Y .\002074.mp3 .\cutMp3\,001285,XCOPY /F/Y .\001285.png .\cutPng\
초등800,10566,초3,1,five,"5,다섯",2,명사,3,3,[fáiv],,,#REF!,,ten,WordText='ten' OR ,,000003,XCOPY /F/Y .\000003.mp3 .\cutMp3\,000003,XCOPY /F/Y .\000003.png .\cutPng\
초등800,10567,초4,2,fix,"고정시키다,고치다",1,동사,344,547,[fíks],,,#REF!,,tennis,WordText='tennis' OR ,,000547,XCOPY /F/Y .\000547.mp3 .\cutMp3\,000344,XCOPY /F/Y .\000344.png .\cutPng\
초등800,10568,초4,2,fix,"고치다,수리하다",1,동사,346,16527,[fíks],,,#REF!,,tent,WordText='tent' OR ,,016527,XCOPY /F/Y .\016527.mp3 .\cutMp3\,000346,XCOPY /F/Y .\000346.png .\cutPng\
초등800,10569,초4,2,fix,(시간/장소 등을) 정하다,1,동사,8364,16648,[fíks],,,#REF!,,test,WordText='test' OR ,,016648,XCOPY /F/Y .\016648.mp3 .\cutMp3\,008364,XCOPY /F/Y .\008364.png .\cutPng\
초등800,10570,초4,2,fix,잠정적 해결,2,명사,2810,24414,[fíks],,,#REF!,,textbook,WordText='textbook' OR ,,024414,XCOPY /F/Y .\024414.mp3 .\cutMp3\,002810,XCOPY /F/Y .\002810.png .\cutPng\
초등800,10571,초6,4,floor,"바닥,층",2,명사,1332,2143,[flɔ́:r],,,#REF!,,the,WordText='the' OR ,,002143,XCOPY /F/Y .\002143.mp3 .\cutMp3\,001332,XCOPY /F/Y .\001332.png .\cutPng\
초등800,10572,초6,4,floor,층,2,명사,5323,21519,[flɔ́:r],,,#REF!,,there,WordText='there' OR ,,021519,XCOPY /F/Y .\021519.mp3 .\cutMp3\,005323,XCOPY /F/Y .\005323.png .\cutPng\
초등800,10573,초3,1,flower,꽃,2,명사,659,1039,[fláuər],,,#REF!,,they,WordText='they' OR ,,001039,XCOPY /F/Y .\001039.mp3 .\cutMp3\,000659,XCOPY /F/Y .\000659.png .\cutPng\
초등800,10574,초3,1,fly,날다,1,동사,707,1130,[flái],,,#REF!,,thing,WordText='thing' OR ,,001130,XCOPY /F/Y .\001130.mp3 .\cutMp3\,000707,XCOPY /F/Y .\000707.png .\cutPng\
초등800,10575,초3,1,fly,파리,2,명사,10143,16826,[flái],,,#REF!,,think,WordText='think' OR ,,016826,XCOPY /F/Y .\016826.mp3 .\cutMp3\,010143,XCOPY /F/Y .\010143.png .\cutPng\
초등800,10576,초3,1,fly,(비행기 등을) 조종하다,1,동사,1645,21520,[flái],,,#REF!,,third,WordText='third' OR ,,021520,XCOPY /F/Y .\021520.mp3 .\cutMp3\,001645,XCOPY /F/Y .\001645.png .\cutPng\
초등800,10577,초3,1,fly,(비행기 등을) 날리다,1,동사,8774,21686,[flái],,,#REF!,,thirst,WordText='thirst' OR ,,021686,XCOPY /F/Y .\021686.mp3 .\cutMp3\,008774,XCOPY /F/Y .\008774.png .\cutPng\
초등800,10578,초3,1,fly,시간이 쏜살같이 지나가다,1,동사,16160,25659,[flái],,,#REF!,,thirteen,WordText='thirteen' OR ,,025659,XCOPY /F/Y .\025659.mp3 .\cutMp3\,016160,XCOPY /F/Y .\016160.png .\cutPng\
초등800,10579,초등,5,focus,집중하다,1,동사,3443,17156,[fóukəs],,,#REF!,,thirty,WordText='thirty' OR ,,017156,XCOPY /F/Y .\017156.mp3 .\cutMp3\,003443,XCOPY /F/Y .\003443.png .\cutPng\
초등800,10580,초등,5,focus,"중심,진원지",2,명사,9778,23000,[fóukəs],,,#REF!,,this,WordText='this' OR ,,023000,XCOPY /F/Y .\023000.mp3 .\cutMp3\,009778,XCOPY /F/Y .\009778.png .\cutPng\
초등800,10581,초등,5,focus,"집중,집중하다",1,동사,3443,30742,[fóukəs],,,#REF!,,three,WordText='three' OR ,,030742,XCOPY /F/Y .\030742.mp3 .\cutMp3\,003443,XCOPY /F/Y .\003443.png .\cutPng\
초등800,10582,초5,3,food,음식,2,명사,2672,4447,[fú:d],,,#REF!,,ticket,WordText='ticket' OR ,,004447,XCOPY /F/Y .\004447.mp3 .\cutMp3\,002672,XCOPY /F/Y .\002672.png .\cutPng\
초등800,10583,초등,5,fool,바보,2,명사,1251,2148,[fú:l],,,#REF!,,tiger,WordText='tiger' OR ,,002148,XCOPY /F/Y .\002148.mp3 .\cutMp3\,001251,XCOPY /F/Y .\001251.png .\cutPng\
초등800,10584,초등,5,fool,"속이다,기만하다",1,동사,1931,25456,[fúːl],,,#REF!,,time,WordText='time' OR ,,025456,XCOPY /F/Y .\025456.mp3 .\cutMp3\,001931,XCOPY /F/Y .\001931.png .\cutPng\
초등800,10585,초3,1,foot,발,2,명사,1366,2207,[fút],,,#REF!,,tire,WordText='tire' OR ,,002207,XCOPY /F/Y .\002207.mp3 .\cutMp3\,001366,XCOPY /F/Y .\001366.png .\cutPng\
초등800,10586,초3,1,foot,~의 맨 아랫부분,2,명사,7913,25660,[fút],,,#REF!,,tired,WordText='tired' OR ,,025660,XCOPY /F/Y .\025660.mp3 .\cutMp3\,007913,XCOPY /F/Y .\007913.png .\cutPng\
초등800,10587,초등,5,football,축구,2,명사,13337,5763,[fútbɔ:l],,,#REF!,,to,WordText='to' OR ,,005763,XCOPY /F/Y .\005763.mp3 .\cutMp3\,013337,XCOPY /F/Y .\013337.png .\cutPng\
초등800,10588,초3,1,for,~을 위하여,6,전치사,2663,4430,[fɔ́:r; fər],,,#REF!,,together,WordText='together' OR ,,004430,XCOPY /F/Y .\004430.mp3 .\cutMp3\,002663,XCOPY /F/Y .\002663.png .\cutPng\
초등800,10589,초3,1,for,~동안,6,전치사,5336,16832,[fɔ́:r; fər],,,#REF!,,tomato,WordText='tomato' OR ,,016832,XCOPY /F/Y .\016832.mp3 .\cutMp3\,005336,XCOPY /F/Y .\005336.png .\cutPng\
초등800,10590,초3,1,for,~에 찬성하는,6,전치사,6719,16833,[fɔ́:r; fər],,,#REF!,,tomorrow,WordText='tomorrow' OR ,,016833,XCOPY /F/Y .\016833.mp3 .\cutMp3\,006719,XCOPY /F/Y .\006719.png .\cutPng\
초등800,10591,초3,1,for,~에 비하여,6,전치사,7256,23004,[fɔ́:r; fər],,,#REF!,,tonight,WordText='tonight' OR ,,023004,XCOPY /F/Y .\023004.mp3 .\cutMp3\,007256,XCOPY /F/Y .\007256.png .\cutPng\
초등800,10592,초등,5,forest,숲,2,명사,2010,3313,[fɔ́:rist],,,#REF!,,too,WordText='too' OR ,,003313,XCOPY /F/Y .\003313.mp3 .\cutMp3\,002010,XCOPY /F/Y .\002010.png .\cutPng\
초등800,10593,초4,2,forget,잊다,1,동사,10716,4713,[fərgét],,,#REF!,,tooth,WordText='tooth' OR ,,004713,XCOPY /F/Y .\004713.mp3 .\cutMp3\,010716,XCOPY /F/Y .\010716.png .\cutPng\
초등800,10594,초3,1,fork,포크,2,명사,5268,9724,[fɔ́:rk],,,#REF!,,top,WordText='top' OR ,,009724,XCOPY /F/Y .\009724.mp3 .\cutMp3\,005268,XCOPY /F/Y .\005268.png .\cutPng\
초등800,10595,초등,5,form,"서식,형태",2,명사,16112,1933,[fɔ́:rm],,,#REF!,,touch,WordText='touch' OR ,,001933,XCOPY /F/Y .\001933.mp3 .\cutMp3\,016112,XCOPY /F/Y .\016112.png .\cutPng\
초등800,10596,초등,5,form,형성하다,1,동사,265,17159,[fɔ́:rm],,,#REF!,,town,WordText='town' OR ,,017159,XCOPY /F/Y .\017159.mp3 .\cutMp3\,000265,XCOPY /F/Y .\000265.png .\cutPng\
초등800,10597,초등,5,formal,공식적인,3,형용사,7877,600,[fɔ́:rməl],,,#REF!,,toy,WordText='toy' OR ,,000600,XCOPY /F/Y .\000600.mp3 .\cutMp3\,007877,XCOPY /F/Y .\007877.png .\cutPng\
초등800,10598,초등,5,formal,격식을 갖춘,3,형용사,8746,19580,[fɔ́:rməl],,,#REF!,,track,WordText='track' OR ,,019580,XCOPY /F/Y .\019580.mp3 .\cutMp3\,008746,XCOPY /F/Y .\008746.png .\cutPng\
초등800,10599,초등,5,formation,"형성,대형",2,명사,3869,14547,[fɔ:rméiʃən],,,#REF!,,train,WordText='train' OR ,,014547,XCOPY /F/Y .\014547.mp3 .\cutMp3\,003869,XCOPY /F/Y .\003869.png .\cutPng\
초등800,10600,초등,5,formation,"지층,암층",2,명사,5021,30609,[fɔːrméiʃən],,,#REF!,,travel,WordText='travel' OR ,,030609,XCOPY /F/Y .\030609.mp3 .\cutMp3\,005021,XCOPY /F/Y .\005021.png .\cutPng\
초등800,10601,초3,1,four,"4,넷",2,명사,2,2,[fɔ́:r],,,#REF!,,trip,WordText='trip' OR ,,000002,XCOPY /F/Y .\000002.mp3 .\cutMp3\,000002,XCOPY /F/Y .\000002.png .\cutPng\
초등800,10602,초3,1,fox,여우,2,명사,2350,3864,[fáks],,,#REF!,,truck,WordText='truck' OR ,,003864,XCOPY /F/Y .\003864.mp3 .\cutMp3\,002350,XCOPY /F/Y .\002350.png .\cutPng\
초등800,10603,초5,3,free,자유로운,3,형용사,9714,4771,[frí:],,,#REF!,,try,WordText='try' OR ,,004771,XCOPY /F/Y .\004771.mp3 .\cutMp3\,009714,XCOPY /F/Y .\009714.png .\cutPng\
초등800,10604,초5,3,free,한가한,3,형용사,9615,17622,[frí:],,,#REF!,,trial,WordText='trial' OR ,,017622,XCOPY /F/Y .\017622.mp3 .\cutMp3\,009615,XCOPY /F/Y .\009615.png .\cutPng\
초등800,10605,초5,3,free,"풀어주다,빼내다",1,동사,9713,18417,[frí:],,,#REF!,,turn,WordText='turn' OR ,,018417,XCOPY /F/Y .\018417.mp3 .\cutMp3\,009713,XCOPY /F/Y .\009713.png .\cutPng\
초등800,10606,초5,3,free,~이 없는,3,형용사,13344,31619,[frí:],,,#REF!,,twelve,WordText='twelve' OR ,,031619,XCOPY /F/Y .\031619.mp3 .\cutMp3\,013344,XCOPY /F/Y .\013344.png .\cutPng\
초등800,10607,초5,3,fresh,신선한,3,형용사,2093,3430,[fréʃ],,,#REF!,,twenty,WordText='twenty' OR ,,003430,XCOPY /F/Y .\003430.mp3 .\cutMp3\,002093,XCOPY /F/Y .\002093.png .\cutPng\
초등800,10608,초4,2,friend,친구,2,명사,10735,5830,[frénd],,,#REF!,,twenty-third,WordText='twenty-third' OR ,,005830,XCOPY /F/Y .\005830.mp3 .\cutMp3\,010735,XCOPY /F/Y .\010735.png .\cutPng\
초등800,10609,초등,5,friendship,우정,2,명사,8453,4195,[fréndʃìp],,,#REF!,,twice,WordText='twice' OR ,,004195,XCOPY /F/Y .\004195.mp3 .\cutMp3\,008453,XCOPY /F/Y .\008453.png .\cutPng\
초등800,10610,초5,3,from,~로부터,6,전치사,2639,4389,[frəm; frʌm],,,#REF!,,type,WordText='type' OR ,,004389,XCOPY /F/Y .\004389.mp3 .\cutMp3\,002639,XCOPY /F/Y .\002639.png .\cutPng\
초등800,10611,초5,3,from,~출신의,6,전치사,7532,21522,[frəm; frʌm],,,#REF!,,ugly,WordText='ugly' OR ,,021522,XCOPY /F/Y .\021522.mp3 .\cutMp3\,007532,XCOPY /F/Y .\007532.png .\cutPng\
초등800,10612,초6,4,front,앞,2,명사,2212,3643,[frʌ́nt],,,#REF!,,umbrella,WordText='umbrella' OR ,,003643,XCOPY /F/Y .\003643.mp3 .\cutMp3\,002212,XCOPY /F/Y .\002212.png .\cutPng\
초등800,10613,초6,4,front,전선,2,명사,16568,28587,[frʌnt],,,#REF!,,uncle,WordText='uncle' OR ,,028587,XCOPY /F/Y .\028587.mp3 .\cutMp3\,016568,XCOPY /F/Y .\016568.png .\cutPng\
초등800,10614,초3,1,fruit,과일,2,명사,391,624,[frú:t],,,#REF!,,under,WordText='under' OR ,,000624,XCOPY /F/Y .\000624.mp3 .\cutMp3\,000391,XCOPY /F/Y .\000391.png .\cutPng\
초등800,10615,초3,1,fruit,"결실,산물",2,명사,6218,26056,[frú:t],,,#REF!,,understand,WordText='understand' OR ,,026056,XCOPY /F/Y .\026056.mp3 .\cutMp3\,006218,XCOPY /F/Y .\006218.png .\cutPng\
초등800,10616,초4,2,full,가득한,3,형용사,66,75,[fúl],,,#REF!,,use,WordText='use' OR ,,000075,XCOPY /F/Y .\000075.mp3 .\cutMp3\,000066,XCOPY /F/Y .\000066.png .\cutPng\
초등800,10617,초4,2,full,배부른,3,형용사,8022,16532,[fúl],,,#REF!,,usual,WordText='usual' OR ,,016532,XCOPY /F/Y .\016532.mp3 .\cutMp3\,008022,XCOPY /F/Y .\008022.png .\cutPng\
초등800,10618,초4,2,full,"완전한,모든",3,형용사,9832,25661,[fúl],,,#REF!,,vegetable,WordText='vegetable' OR ,,025661,XCOPY /F/Y .\025661.mp3 .\cutMp3\,009832,XCOPY /F/Y .\009832.png .\cutPng\
초등800,10619,초3,1,fun,재미,2,명사,10719,4878,[fʌ́n],,,#REF!,,very,WordText='very' OR ,,004878,XCOPY /F/Y .\004878.mp3 .\cutMp3\,010719,XCOPY /F/Y .\010719.png .\cutPng\
초등800,10620,초6,4,future,미래,2,명사,1298,2092,[fjú:ʧər],,,#REF!,,violin,WordText='violin' OR ,,002092,XCOPY /F/Y .\002092.mp3 .\cutMp3\,001298,XCOPY /F/Y .\001298.png .\cutPng\
초등800,10621,초3,1,game,경기,2,명사,275,437,[géim],,,#REF!,,visit,WordText='visit' OR ,,000437,XCOPY /F/Y .\000437.mp3 .\cutMp3\,000275,XCOPY /F/Y .\000275.png .\cutPng\
초등800,10622,초3,1,game,오락,2,명사,11271,16654,[géim],,,#REF!,,voice,WordText='voice' OR ,,016654,XCOPY /F/Y .\016654.mp3 .\cutMp3\,011271,XCOPY /F/Y .\011271.png .\cutPng\
초등800,10623,초3,1,game,게임을 하는,3,형용사,11680,27312,[geim],,,#REF!,,wait,WordText='wait' OR ,,027312,XCOPY /F/Y .\027312.mp3 .\cutMp3\,011680,XCOPY /F/Y .\011680.png .\cutPng\
초등800,10624,초4,2,garden,정원,2,명사,10723,5092,[gá:rdn],,,#REF!,,wake,WordText='wake' OR ,,005092,XCOPY /F/Y .\005092.mp3 .\cutMp3\,010723,XCOPY /F/Y .\010723.png .\cutPng\
초등800,10625,초등,5,gas,가스,2,명사,5269,9725,[gǽs],,,#REF!,,walk,WordText='walk' OR ,,009725,XCOPY /F/Y .\009725.mp3 .\cutMp3\,005269,XCOPY /F/Y .\005269.png .\cutPng\
초등800,10626,초등,5,gentleman,신사,2,명사,2092,3429,[dʒéntlmən],,,#REF!,,wall,WordText='wall' OR ,,003429,XCOPY /F/Y .\003429.mp3 .\cutMp3\,002092,XCOPY /F/Y .\002092.png .\cutPng\
초등800,10627,초4,2,get,"받다,얻다",1,동사,10693,3782,[gét],,,#REF!,,want,WordText='want' OR ,,003782,XCOPY /F/Y .\003782.mp3 .\cutMp3\,010693,XCOPY /F/Y .\010693.png .\cutPng\
초등800,10628,초4,2,get,도착하다,1,동사,9408,16655,[gét],,,#REF!,,war,WordText='war' OR ,,016655,XCOPY /F/Y .\016655.mp3 .\cutMp3\,009408,XCOPY /F/Y .\009408.png .\cutPng\
초등800,10629,초4,2,get,(어떤 상태가) 되다,1,동사,5410,16837,[gét],,,#REF!,,warm,WordText='warm' OR ,,016837,XCOPY /F/Y .\016837.mp3 .\cutMp3\,005410,XCOPY /F/Y .\005410.png .\cutPng\
초등800,10630,초4,2,get,이해하다,1,동사,14102,25662,[gét],,,#REF!,,wash,WordText='wash' OR ,,025662,XCOPY /F/Y .\025662.mp3 .\cutMp3\,014102,XCOPY /F/Y .\014102.png .\cutPng\
초등800,10631,초4,2,get,"데려오다,가져오다",1,동사,13890,26012,[gét],,,#REF!,,watch,WordText='watch' OR ,,026012,XCOPY /F/Y .\026012.mp3 .\cutMp3\,013890,XCOPY /F/Y .\013890.png .\cutPng\
초등800,10632,초5,3,girl,소녀,2,명사,1890,3143,[gə́:rl],,,#REF!,,where,WordText='where' OR ,,003143,XCOPY /F/Y .\003143.mp3 .\cutMp3\,001890,XCOPY /F/Y .\001890.png .\cutPng\
초등800,10633,초5,3,give,주다,1,동사,3186,5275,[gív],,,#REF!,,white,WordText='white' OR ,,005275,XCOPY /F/Y .\005275.mp3 .\cutMp3\,003186,XCOPY /F/Y .\003186.png .\cutPng\
초등800,10634,초6,4,glad,기쁜,3,형용사,7918,954,[glǽd],,,#REF!,,who,WordText='who' OR ,,000954,XCOPY /F/Y .\000954.mp3 .\cutMp3\,007918,XCOPY /F/Y .\007918.png .\cutPng\
초등800,10635,초등,5,glass,유리,2,명사,2598,4319,[glǽs],,,#REF!,,why,WordText='why' OR ,,004319,XCOPY /F/Y .\004319.mp3 .\cutMp3\,002598,XCOPY /F/Y .\002598.png .\cutPng\
초등800,10636,초등,5,glass,유리잔,2,명사,8970,16847,[glǽs],,,#REF!,,wife,WordText='wife' OR ,,016847,XCOPY /F/Y .\016847.mp3 .\cutMp3\,008970,XCOPY /F/Y .\008970.png .\cutPng\
초등800,10637,초3,1,go,가다,1,동사,64,72,[góu],,,#REF!,,winter,WordText='winter' OR ,,000072,XCOPY /F/Y .\000072.mp3 .\cutMp3\,000064,XCOPY /F/Y .\000064.png .\cutPng\
초등800,10638,초3,1,go,시도,2,명사,954,23058,[góu],,,#REF!,,wish,WordText='wish' OR ,,023058,XCOPY /F/Y .\023058.mp3 .\cutMp3\,000954,XCOPY /F/Y .\000954.png .\cutPng\
초등800,10639,초3,1,go,바둑,2,명사,5798,26068,[góu],,,#REF!,,with,WordText='with' OR ,,026068,XCOPY /F/Y .\026068.mp3 .\cutMp3\,005798,XCOPY /F/Y .\005798.png .\cutPng\
초등800,10640,초6,4,goal,"득점,목표",2,명사,1219,1635,[góul],,,#REF!,,write,WordText='write' OR ,,001635,XCOPY /F/Y .\001635.mp3 .\cutMp3\,001219,XCOPY /F/Y .\001219.png .\cutPng\
초등800,10641,초6,4,goal,득점,2,명사,10640,16852,[góul],,,#REF!,,wrong,WordText='wrong' OR ,,016852,XCOPY /F/Y .\016852.mp3 .\cutMp3\,010640,XCOPY /F/Y .\010640.png .\cutPng\
초등800,10642,초6,4,goal,골문,2,명사,11322,19603,[góul],,,#REF!,,year,WordText='year' OR ,,019603,XCOPY /F/Y .\019603.mp3 .\cutMp3\,011322,XCOPY /F/Y .\011322.png .\cutPng\
초등800,10643,초등,5,gold,금,2,명사,561,880,[góuld],,,#REF!,,yellow,WordText='yellow' OR ,,000880,XCOPY /F/Y .\000880.mp3 .\cutMp3\,000561,XCOPY /F/Y .\000561.png .\cutPng\
초등800,10644,초3,1,good,"좋은,착한",3,형용사,3179,5265,[gúd],,,#REF!,,yes,WordText='yes' OR ,,005265,XCOPY /F/Y .\005265.mp3 .\cutMp3\,003179,XCOPY /F/Y .\003179.png .\cutPng\
초등800,10645,초3,1,good,(실력이) 좋은,3,형용사,1997,21692,[gúd],,,#REF!,,yeah,WordText='yeah' OR ,,021692,XCOPY /F/Y .\021692.mp3 .\cutMp3\,001997,XCOPY /F/Y .\001997.png .\cutPng\
초등800,10646,초3,1,good,맛있는,3,형용사,1130,21693,[gúd],,,#REF!,,yep,WordText='yep' OR ,,021693,XCOPY /F/Y .\021693.mp3 .\cutMp3\,001130,XCOPY /F/Y .\001130.png .\cutPng\
초등800,10647,초3,1,good,착한,3,형용사,11691,21694,[gúd],,,#REF!,,yesterday,WordText='yesterday' OR ,,021694,XCOPY /F/Y .\021694.mp3 .\cutMp3\,011691,XCOPY /F/Y .\011691.png .\cutPng\
초등800,10648,초3,1,goodbye,(작별 인사) 잘 가,9,숙어/관용어,2183,26342,[gùdbái],,,#REF!,,you,WordText='you' OR ,,026342,XCOPY /F/Y .\026342.mp3 .\cutMp3\,002183,XCOPY /F/Y .\002183.png .\cutPng\
초등800,10649,초등,5,goods,"상품,제품",2,명사,2814,2941,[gúdz],,,#REF!,,young,WordText='young' OR ,,002941,XCOPY /F/Y .\002941.mp3 .\cutMp3\,002814,XCOPY /F/Y .\002814.png .\cutPng\
초등800,10650,초3,1,grandfather,할아버지,2,명사,3790,6272,[grǽndfà:ðər],,,#REF!,,ruler,WordText='ruler' OR ,,006272,XCOPY /F/Y .\006272.mp3 .\cutMp3\,003790,XCOPY /F/Y .\003790.png .\cutPng\
초등800,10651,초3,1,grape,포도,2,명사,5279,9735,[gréip],,,#REF!,,dive,WordText='dive' OR ,,009735,XCOPY /F/Y .\009735.mp3 .\cutMp3\,005279,XCOPY /F/Y .\005279.png .\cutPng\
초등800,10652,초4,2,grass,풀,2,명사,10741,6153,[grǽs],,,#REF!,,let,WordText='let' OR ,,006153,XCOPY /F/Y .\006153.mp3 .\cutMp3\,010741,XCOPY /F/Y .\010741.png .\cutPng\
초등800,10653,초3,1,great,위대한,3,형용사,2566,4267,[gréit],,,#REF!,,raining,WordText='raining' OR ,,004267,XCOPY /F/Y .\004267.mp3 .\cutMp3\,002566,XCOPY /F/Y .\002566.png .\cutPng\
초등800,10654,초3,1,great,훌륭한,3,형용사,9640,16541,[gréit],,,#REF!,,sunny,WordText='sunny' OR ,,016541,XCOPY /F/Y .\016541.mp3 .\cutMp3\,009640,XCOPY /F/Y .\009640.png .\cutPng\
초등800,10655,초3,1,great,(보기에) 멋진,3,형용사,10726,21695,[gréit],,,#REF!,,snowing,WordText='snowing' OR ,,021695,XCOPY /F/Y .\021695.mp3 .\cutMp3\,010726,XCOPY /F/Y .\010726.png .\cutPng\
초등800,10656,초3,1,great,거대한,3,형용사,8018,21696,[gréit],,,#REF!,,windy,WordText='windy' OR ,,021696,XCOPY /F/Y .\021696.mp3 .\cutMp3\,008018,XCOPY /F/Y .\008018.png .\cutPng\
초등800,10657,초3,1,great,기분이 좋은,3,형용사,9899,21697,[gréit],,,#REF!,,kiwi,WordText='kiwi' OR ,,021697,XCOPY /F/Y .\021697.mp3 .\cutMp3\,009899,XCOPY /F/Y .\009899.png .\cutPng\
초등800,10658,초3,1,green,친환경적인,3,형용사,12379,16857,[grí:n],,,#REF!,,lemon,WordText='lemon' OR ,,016857,XCOPY /F/Y .\016857.mp3 .\cutMp3\,012379,XCOPY /F/Y .\012379.png .\cutPng\
초등800,10659,초3,1,green,(얼굴빛이) 핼쑥한,3,형용사,3737,20425,[grí:n],,,#REF!,,tomatoes,WordText='tomatoes' OR ,,020425,XCOPY /F/Y .\020425.mp3 .\cutMp3\,003737,XCOPY /F/Y .\003737.png .\cutPng\
초등800,10660,초4,2,ground,땅,2,명사,10641,1665,[gráund],,,#REF!,,kangaroo,WordText='kangaroo' OR ,,001665,XCOPY /F/Y .\001665.mp3 .\cutMp3\,010641,XCOPY /F/Y .\010641.png .\cutPng\
초등800,10661,초4,2,ground,찌꺼기,2,명사,13306,20429,[gráund],,,#REF!,,panda,WordText='panda' OR ,,020429,XCOPY /F/Y .\020429.mp3 .\cutMp3\,013306,XCOPY /F/Y .\013306.png .\cutPng\
초등800,10662,초4,2,ground,갈아진,3,형용사,127,21344,[gráund],,,#REF!,,birthday,WordText='birthday' OR ,,021344,XCOPY /F/Y .\021344.mp3 .\cutMp3\,000127,XCOPY /F/Y .\000127.png .\cutPng\
초등800,10663,초4,2,ground,(연구 등의) 분야,2,명사,1031,23073,[gráund],,,#REF!,,cloudy,WordText='cloudy' OR ,,023073,XCOPY /F/Y .\023073.mp3 .\cutMp3\,001031,XCOPY /F/Y .\001031.png .\cutPng\
초등800,10664,초4,2,ground,(배를) 좌초시키다,1,동사,15452,23074,[gráund],,,#REF!,,your,WordText='your' OR ,,023074,XCOPY /F/Y .\023074.mp3 .\cutMp3\,015452,XCOPY /F/Y .\015452.png .\cutPng\
초등800,10665,초4,2,ground,"이유,근거",2,명사,6624,24510,[gráund],,,#REF!,,iguana,WordText='iguana' OR ,,024510,XCOPY /F/Y .\024510.mp3 .\cutMp3\,006624,XCOPY /F/Y .\006624.png .\cutPng\
초등800,10666,초4,2,ground,"마당,운동장",2,명사,12073,25672,[gráund],,,#REF!,,kebab,WordText='kebab' OR ,,025672,XCOPY /F/Y .\025672.mp3 .\cutMp3\,012073,XCOPY /F/Y .\012073.png .\cutPng\
초등800,10667,초4,2,ground,"기반,바탕",2,명사,7913,30606,[graund],,,#REF!,,melon,WordText='melon' OR ,,030606,XCOPY /F/Y .\030606.mp3 .\cutMp3\,007913,XCOPY /F/Y .\007913.png .\cutPng\
초등800,10668,초등,5,group,집단,2,명사,14407,5572,[grú:p],,,#REF!,,octopus,WordText='octopus' OR ,,005572,XCOPY /F/Y .\005572.mp3 .\cutMp3\,014407,XCOPY /F/Y .\014407.png .\cutPng\
초등800,10669,초등,5,group,분류하다,1,동사,8383,31001,[gruːp],,,#REF!,,everyone,WordText='everyone' OR ,,031001,XCOPY /F/Y .\031001.mp3 .\cutMp3\,008383,XCOPY /F/Y .\008383.png .\cutPng\
초등800,10670,초5,3,grow,성장하다,1,동사,1858,3101,[gróu],,,#REF!,,careful,WordText='careful' OR ,,003101,XCOPY /F/Y .\003101.mp3 .\cutMp3\,001858,XCOPY /F/Y .\001858.png .\cutPng\
초등800,10671,초5,3,grow,기르다,1,동사,7190,16859,[gróu],,,#REF!,,snowman,WordText='snowman' OR ,,016859,XCOPY /F/Y .\016859.mp3 .\cutMp3\,007190,XCOPY /F/Y .\007190.png .\cutPng\
초등800,10672,초5,3,grow,재배하다,1,동사,5378,18448,[gróu],,,#REF!,,am,WordText='am' OR ,,018448,XCOPY /F/Y .\018448.mp3 .\cutMp3\,005378,XCOPY /F/Y .\005378.png .\cutPng\
초등800,10673,초5,3,grow,"자라다,~해지다,증가하다",1,동사,1858,31463,[gróu],,,#REF!,,are,WordText='are' OR ,,031463,XCOPY /F/Y .\031463.mp3 .\cutMp3\,001858,XCOPY /F/Y .\001858.png .\cutPng\
초등800,10674,초등,5,guess,"추측하다,알아맞히다",1,동사,3468,5759,[gés],,,#REF!,,an,WordText='an' OR ,,005759,XCOPY /F/Y .\005759.mp3 .\cutMp3\,003468,XCOPY /F/Y .\003468.png .\cutPng\
초등800,10675,초4,2,guitar,(악기) 기타,2,명사,627,990,[gitá:r],,,#REF!,,zero,WordText='zero' OR ,,000990,XCOPY /F/Y .\000990.mp3 .\cutMp3\,000627,XCOPY /F/Y .\000627.png .\cutPng\
초등800,10676,초등,5,gum,껌,2,명사,11336,15269,[gʌ́m],,,#REF!,,jump rope,WordText='jump rope' OR ,,015269,XCOPY /F/Y .\015269.mp3 .\cutMp3\,011336,XCOPY /F/Y .\011336.png .\cutPng\
초등800,10677,초등,5,gum,잇몸,2,명사,12900,18450,[gʌ́m],,,#REF!,,angry,WordText='angry' OR ,,018450,XCOPY /F/Y .\018450.mp3 .\cutMp3\,012900,XCOPY /F/Y .\012900.png .\cutPng\
초등800,10678,초등,5,guy,"남자,녀석",2,명사,12014,16266,[gái],,,#REF!,,hungry,WordText='hungry' OR ,,016266,XCOPY /F/Y .\016266.mp3 .\cutMp3\,012014,XCOPY /F/Y .\012014.png .\cutPng\
