,textbook ID,학년,출판사,교육과정,단원 번호,단원 명,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
120,603,초6,YBM(김),2015,2,What Would You Like?,'Would you like ()?'을 활용해 음식에 대해 묻고 답하기. ,"A: What would you like? B: I'd like strawberry ice cream, please. ",,A: What do you want to eat? B: I'd like (). A: What are you craving for? B: I'd prefer (). 
121,603,초6,YBM(김),2015,3,My Favorite Subject Is Science,선호하는 과목에 대해 묻고 답하기. ,A: What’s your favorite school subject? B: My favorite subject is art. ,,A: What class do you enjoy the most? B: My favorite subject is (). A: Which subject do you like best? B: My favorite subject is (). 
122,603,초6,YBM(김),2015,4,How About Turning Off the Light?,How about ()을 활용해 제안하기를 표현하기. ,How about reusing paper bags? ,,What do you think of using reusable containers? Why not consider recycling glass jars? 
123,603,초6,YBM(김),2015,5,Go Straight and Turn Left,길을 묻고 방향을 안내하는 표현 익히기. ,A: Where is the post office? B: Go straight and take a right. ,,A: How do I get to the ()? B: Continue forward and then turn towards the (). A: Can you tell me the way to the ()? B: Walk along the path and make a () turn. 
124,603,초6,YBM(김),2015,6,Your Car Is Faster Than Mine,비교급 표현을 활용해 사물을 비교하기. ,My bike is newer than yours. ,,This book is thicker than that one. Her house is larger than his. 
125,603,초6,YBM(김),2015,7,What Will You Do This Summer?,will을 활용해 계획 묻고 답하기. ,A: What will you do next weekend? B: I’ll visit my grandparents. ,,A: What are your plans for tomorrow? B: I will (). A: What would you like to do this afternoon? B: I’m planning to (). 
126,603,초6,YBM(김),2015,8,How Was Your Trip?,How was ()를 통해 과거 경험 묻고 답하기. ,A: How was your day? B: It was enjoyable. I went to the park. ,,A: What was your experience like? B: It was (). I (). A: How did it go? B: It was (). I (). 
127,603,초6,YBM(김),2015,9,I Exercise Four Times a Week,빈도수 묻고 답하기에 How often do you ()? 를 활용하기. ,A: How often do you read books? B: I read books once a day. ,,A: How frequently do you ()? B: I () () times a week. A: What is the frequency of your ()? B: I () () a month. 
128,603,초6,YBM(김),2015,10,What Season Do You Like?,좋아하는 것을 묻고 답하기에 대한 표현 활용. ,A: What season do you enjoy? B: I prefer spring as the flowers bloom beautifully. ,,A: Which season do you like most? B: I enjoy spring because the flowers bloom. A: What's your favorite season? B: I love spring due to the blooming flowers. 
129,603,초6,YBM(김),2015,11,What Do You Want to Be?,‘want to be’를 활용해 장래 희망 묻고 답하기. ,A: What do you want to be? B: I want to be a teacher. ,,A: What career do you aspire to? B: I want to become (). A: What's your ideal future job? B: My dream is to become (). 
130,603,초6,YBM(김),2015,12,I Have a Headache,ask about physical discomfort and respond using I have a (). ,A: What's the problem? B: I feel feverish. ,,A: How are you feeling? B: I have (). A: What's bothering you? B: My () hurts. 
131,603,초6,YBM(김),2015,13,When Is the School Festival?,의문사 When을 활용해 날짜 묻고 답하기. ,A: When is the meeting? B: It's on March 15th. ,,A: When does the movie start? B: It's on () (). A: What's the date for the event? B: It is scheduled on () (). 
132,603,초6,YBM(김),2015,14,Congratulations!,be going to -를 활용해 계획 묻고 답하기. ,A: What are you planning to do this afternoon? B: I'm planning to visit the park. ,,A: What are you going to do later? B: I’m going to (). A: What is your plan for today? B: My plan is to (). 
133,604,초6,YBM(최),2015,1,I’m in the Sixth Grade,학년에 대해 묻고 답하기. ,A: What grade are you in? B: I'm in the fifth grade. ,,A: In which grade are you? B: I'm in the () grade. A: What level are you on? B: I'm on level (). 
134,604,초6,YBM(최),2015,2,I Want to Be a Pilot,'want to be'를 활용하여 장래 희망을 묻고 답하기. ,A: What do you want to become? B: I want to become an artist. ,,A: What is your dream career? B: I want to become (). A: What's your aspiration? B: My target is to become (). 
135,604,초6,YBM(최),2015,3,Let’s Go Swimming,Let's () 제안하는 표현을 활용해 활동을 제안하고 이에 답하기. ,"A: Let's have a picnic this weekend. B: That sounds wonderful. / Sorry, I cannot join. ",,"A: Let's try baking cookies. B: That sounds fun. / Sorry, I’m busy that day. A: Let's visit the museum. B: That sounds like a plan. / Sorry, I have another commitment. "
136,604,초6,YBM(최),2015,4,When Is Your Birthday?,날짜를 묻는 표현을 통해 특정 날짜에 대해 묻고 답하기. ,A: When is her birthday? B: It's on May 5th. ,,A: What date is your event? B: It's on (). A: When does it occur? B: It happens on (). 
137,604,초6,YBM(최),2015,5,I’m Going to Plant Trees,be going to () 표현을 통해 계획을 묻고 답하기. ,A: What are you going to do? B: I'm planning to visit the park. ,,A: What will you do? B: I’ll () soon. A: What is your plan for today? B: I plan to (). 
138,604,초6,YBM(최),2015,6,I Have a Headache,현재 상황에 대해 간단한 의문문을 활용해 문제를 묻고 답하기. ,A: What's wrong? B: I have a stomachache. ,,A: How do you feel? B: I have a (). A: Are you okay? B: I have a (). 
139,604,초6,YBM(최),2015,7,What Would You Like to Have?,Would like를 활용해 음식 주문 주고받기. ,A: What would you like to eat? B: I’d like to eat pasta. ,,A: What do you want to have? B: I want to have (). A: May I take your order? B: I'd like (). 
140,604,초6,YBM(최),2015,8,He Has Short Straight Hair,외모를 묻고 묘사할 때 What does () look like?를 활용해 표현하기. ,A: What does she look like? B: She has long curly hair. ,,A: How does she appear? B: She has () hair. A: Describe her looks. B: She has () hair. 
141,604,초6,YBM(최),2015,9,I’m Stronger Than You,비교구문을 활용하여 두 대상을 서로 비교하기. ,A horse is faster than a donkey. ,,An elephant is larger than a rhinoceros. A pencil is shorter than a pen 
142,604,초6,YBM(최),2015,10,I Know About It,의문문을 활용해 특정 주제에 관해 알고 있는지 묻기. ,"A: Do you know anything about folk tales? B: No, I don't know much about them. ",,"A: Are you familiar with ()? B: No, I have no clue. A: Do you have any knowledge of ()? B: Yes, I am aware. "
143,604,초6,YBM(최),2015,11,How Can I Get to the Museum?,'How can I get to ()?'을 활용해 원하는 목적지에 갈 수 있는 교통수단을 묻고 답하기. ,A: How can I get to the zoo? B: You can get there by train. ,,A: How do I reach the library? B: You can get there by bus. A: What transportation can take me to the park? B: You can get there by bicycle. 
144,604,초6,YBM(최),2015,12,What Do You Think?,look 형식을 활용해 의견을 나타내는 표현 연습하기. ,This story seems fascinating. ,,This item appears exciting. This film looks engaging. 
145,604,초6,YBM(최),2015,13,Why Are You Happy?,Why로 감정이나 상태의 이유를 묻고 답하기. ,A: Why are you thrilled? B: Because I performed well in the race. ,,A: Why are you ()? B: Because I (). A: What makes you feel ()? B: It's because (). 
146,312,초3,동아(윤),2022,1,"Hello, ABC!",인사말 표현을 활용해 첫 만남 및 작별 시 인사하기. ,"A: Hello there! B: Hi, good to see you! ",,"A: Good afternoon, (). B: Afternoon, (). A: Take care, (). B: Catch you later, (). "
147,312,초3,동아(윤),2022,2,What’s This?,의문사 'What'을 활용해 물건의 정체를 묻고 답하기. ,A: What’s that? B: It’s a pen. ,,"A: What’s this? B: It’s a (). A: Is that a ()? B: Yes, it is. / No, it isn’t. "
148,312,초3,동아(윤),2022,3,"Sit Down, Please",명령문을 활용해 상대방에게 지시를 내리고 이에 대해 응답하기. ,Open the window. ,,"Bring me your notebook, (). Stand up, (). "
149,312,초3,동아(윤),2022,4,How Many Carrots?,How many ()를 활용해 채소나 과일의 개수 묻고 답하기. ,A: How many apples? B: Five apples. ,,A: How many oranges? B: () oranges. A: How many bananas? B: () bananas. 
150,312,초3,동아(윤),2022,5,I Like Salad,Do you like ()? 을 활용해 좋아하는 음식 묻고 답하기. ,"A: Do you like pizza? B: Yes, I do. ",,"A: Do you enjoy eating ()? B: Yes, I do. A: Are you fond of ()? B: No, I don't. "
151,312,초3,동아(윤),2022,6,What Color Is It?,What color ()? -를 활용해 색깔을 묻고 답하기. ,A: What color is this? B: It's blue. ,,A: What shade is that? B: It's (). A: Can you tell me the color? B: It is (). 
152,312,초3,동아(윤),2022,7,I Have a Pencil,Do you have ()? 를 활용해 물건을 가지고 있는지 묻고 답하기. ,"A: Do you have a marker? B: Yes, I do. ",,"A: Do you own a ()? B: Yes, I do. A: Have you got a ()? B: No, I don’t. "
153,312,초3,동아(윤),2022,8,Can You Swim?,Can you ()?를 사용하여 할 수 있는 것 묻고 답하기. ,"A: Can you jump? B: Yes, I can. ",,"A: Are you able to ()? B: Yes, I can. A: Do you know how to ()? B: Yes, I can. "
154,312,초3,동아(윤),2022,9,It’s Big!,'be + 형용사'를 활용해 동물의 크기를 묘사하는 말 하기. ,It's large. ,,It's huge. It's enormous. 
155,312,초3,동아(윤),2022,10,Who Is He?,Who is ()?를 활용해 누구인지 묻고 답하기. ,A: Who is she? B: She's my teacher. ,,A: Who is that person? B: They're my () A: Who are they? B: They are my () 
156,312,초3,동아(윤),2022,11,How’s the Weather?,How's the ()?를 활용해 날씨 묻고 답하기. ,A: How's the weather? B: It's cloudy. ,,A: What's the weather like today? B: It's (). A: Is it sunny outside? B: It's (). 
157,412,초4,동아(윤),2022,1,My Name Is Sally,'What’s your name?'이라는 표현을 통해 이름을 묻고 답하기. ,A: What's your name? B: My name is Jenny. ,,A: May I know your name? B: I'm (). A: Could you tell me your name? B: I am (). 
158,412,초4,동아(윤),2022,2,This Is My Friend,This is ()를 활용해 다른 사람을 소개하고 이에 답하기. ,A: This is Alice. ,,A: This is ()'s friend. A: Let me introduce (). 
159,412,초4,동아(윤),2022,3,Are You Happy?,Are you ()?을 활용해 감정이나 상태 묻고 답하기. ,"A: Are you tired? B: Yes, I am. / No, I'm not. I'm refreshed. ",,"A: Are you excited? B: Yes, I am. / No, I'm not. I'm calm. A: Are you sleepy? B: Yes, I am. / No, I'm not. I'm awake. "
160,412,초4,동아(윤),2022,4,Let’s Play Soccer,Let’s ()을 통해 제안하고 이에 대한 다양한 반응을 표현하기. ,Let's go hiking. ,,Shall we try ()? How about ()? 
161,412,초4,동아(윤),2022,5,Don’t Run!,부정 명령문의 Don’t ()을 활용해 금지하고 이에 답하기. ,A: Don't shout. B: Okay. ,,A: Don’t touch (). B: Sorry. A: Don't open (). B: Okay. 
162,412,초4,동아(윤),2022,6,What Time Is It?,What time is it? 및 It's ()을 활용해 시각 묻고 답하기. ,A: What time is it? B: It's nine fifteen. ,,A: Can you tell me the time? B: It's () (). A: What's the current time? B: It's () (). 
163,412,초4,동아(윤),2022,7,Where Is My Shoe?,Where is ()?를 사용해 물건의 위치를 묻고 답하기. ,"A: Where is my pencil? B: It’s under the table. [SUB_EXPRESSION] A: Where is my ()? B: It’s on the (). A: Do you see my ()? B: Yes, it’s (). ",,
164,412,초4,동아(윤),2022,8,It’s Sunday!,요일을 묻고 대답하는 연습을 통해 날짜 관련 표현 배우기. ,A: What day is it today? B: It’s Monday. ,,A: Do you know what day it is today? B: It’s (). A: Can you tell which day it is today? B: Today is (). 
165,412,초4,동아(윤),2022,9,Is This Your Cap?,소유를 묻고 답하는 표현을 통해 물건의 주인을 확인하기. ,"A: Is this your pencil? B: Yes, it is / No, it isn't. ",,"A: Is this your ()? B: Yes, it is / No, it isn't. A: Is this his/her ()? B: Yes, it is / No, it isn't. "
166,412,초4,동아(윤),2022,10,I’m Cooking,be ()ing를 활용해 현재 무엇을 하고 있는지 묻고 답하기. ,A: What are you doing? B: I'm painting. ,,A: What are you up to? B: I am (). A: What is going on? B: I am (). 
167,412,초4,동아(윤),2022,11,How Much Is It?,'How much ~?' 패턴을 활용해 물건의 가격 묻고 답하기. ,How much does this cost? ,,How much is the ()? What's the price of the ()? 
168,304,초3,동아(박),2015,1,"Hello, I'm Jimin",간단한 인사말을 활용해 만나거나 헤어질 때 인사하기. ,Hello there! ,,Hi! Goodbye! 
169,304,초3,동아(박),2015,2,What's This?,'What's this/that?'를 활용해 사물의 이름을 묻고 답하기. ,A: What's that? B: It's a marker. ,,A: What is this? B: It's a (). A: What is that? B: It's a (). 
170,304,초3,동아(박),2015,3,"Sit Down, Please",명령문 표현을 활용해 지시하고 답하기. ,"A: Sit down, please. B: Alright. ",,"A: Stand up, please. B: Sure. A: Please wait. B: Okay. "
171,304,초3,동아(박),2015,4,Is It a Bear?,Is it ()?를 활용해 간단한 확인 및 답하기. ,"A: Is it a bird? B: Yes, it is. ",,"A: Is it ()? B: Yes, it is. A: Could that be ()? B: Yes, it is. "
172,304,초3,동아(박),2015,5,I Like Pizza,Do you like ()?를 활용해 좋아하는 음식 묻고 답하기. ,"A: Do you like cookies? B: Yes, I do. ",,"A: Do you like ()? B: Yes, I do. A: Are you a fan of ()? B: No, I’m not. "
173,304,초3,동아(박),2015,6,How Many Carrots?,How many ()?를 활용해 개수 묻고 답하기. ,A: How many apples do you have? B: I have three apples. ,,A: How many books are there? B: There are (). A: How many candies did you eat? B: I ate (). 
174,304,초3,동아(박),2015,7,I Can Swim,Can ()를 활용해 할 수 있는지 묻고 답하기. ,"A: Can you draw? B: Yes, I can. ",,"A: Are you able to ()? B: Yes, I am. A: Do you know how to ()? B: No, I don't. "
175,304,초3,동아(박),2015,8,Do You Have a Bike?,Do you have ()?를 활용해 물건을 가지고 있는지 묻고 답하기. ,"A: Do you have a pencil? B: Yes, I do. / No, I don't. ",,"A: Do you own a ()? B: Yes, I do. / No, I don't. A: Do you possess a ()? B: Yes, I do. / No, I don't. "
176,304,초3,동아(박),2015,9,I'm Happy,Are you ()?를 활용해 감정이나 상태 묻고 답하기. ,"Q: Are you excited? A: Yes, I am. ",,"Q: Are you content? A: Yes, I am. Q: Are you feeling well? A: No, I'm not. "
177,304,초3,동아(박),2015,10,She's My Mom,사용자를 소개하는 문장을 활용해 상대방이 누구인지 묻고 답하기. ,A: Who's he? B: He's my uncle. ,,A: Who is she? B: She's my () A: Who might this be? B: This is my () 
178,304,초3,동아(박),2015,11,What Color Is It?,What color is ()? - It's ()를 활용해 색깔을 묻고 답하기. ,A: What color is the car? B: It's red. ,,A: What color is this? B: It’s (). A: Can you tell me the color? B: It is (). 
179,304,초3,동아(박),2015,12,How's the Weather?,How's the weather?를 활용해 날씨 상태를 묻고 답하기. ,A: How's the weather? B: It's rainy. ,,A: What's the weather like? B: It's (). A: How is it outside? B: It's (). 
180,404,초4,동아(박),2015,1,My Name Is Cindy,하루의 특정 시간에 맞는 인사말 활용하기. ,Good morning! ,,Good afternoon! Good evening! 
181,404,초4,동아(박),2015,2,How Are You?,상대방의 상태나 감정을 안부를 통해 묻고 답하기. ,"A: How are you? B: I'm great, thank you. ",,A: How's it going? B: I'm feeling (). A: How do you feel? B: I'm feeling (). 
182,404,초4,동아(박),2015,3,"Don’t Push, Please",Don’t 등을 이용해 금지 표현하기. ,Please don’t push. ,,Don’t () here. Please avoid (). 
183,404,초4,동아(박),2015,4,What Time Is It?,시각을 물어보거나 응답하는 방법 익히기. ,A: What time is it? B: It's one o’clock. ,,A: Can you tell me the time? B: It's () o’clock. A: Do you know the current time? B: It's () o’clock. 
184,404,초4,동아(박),2015,5,I’m Cooking,be ()ing를 활용해 상대방이 지금 무엇을 하고 있는지 묻고 답하기. ,A: What are you doing? B: I'm painting. ,,A: What are you making? B: I'm ()ing. A: What’s keeping you busy? B: I'm ()ing. 
185,404,초4,동아(박),2015,6,It’s on the Desk,Where is ()?를 활용해 물건의 위치 묻고 답하기. ,A: Where is the book? B: It's on the table. ,,A: Where can I find the ()? B: It's in the (). A: Where is my ()? B: It's near the (). 
186,404,초4,동아(박),2015,7,Let’s Play Soccer,Let's ()를 활용해 제안하고 답하기. ,"A: Let's read a story. B: Sure! / No, thank you. ",,"A: Let's () together. B: Sure! / Sorry, I can't. A: Why don't we ()? B: I'd love to. / Maybe another time. "
187,404,초4,동아(박),2015,8,"Yes, It’s Mine",소유 표현을 활용해 물건이 누구의 것인지 묻고 답하기. ,"A: Is this your backpack? B: Yes, it's mine. / No, it isn't. ",,"A: Is this your ()? B: Yes, it's mine. / No, it isn't. A: Is that her ()? B: Yes, it's hers. / No, it's not. "
188,404,초4,동아(박),2015,9,I Want a T-shirt,do you want ()? 및 I want ()를 활용해 원하는 것이 무엇인지 묻고 답하기. ,A: What would you like? B: I want a toy car. ,,A: What do you desire? B: I want a () A: What are you looking for? B: I want a () 
189,404,초4,동아(박),2015,10,Can You Help Me?,Can you ()? 표현을 통해 상대방에게 도움 요청하고 답하기. ,"A: Can you assist me? B: Yes, I can assist. ",,"A: Could you lend me a hand? B: Yes, I can (()). A: Would you mind helping out? B: Sure, I can (()). "
190,404,초4,동아(박),2015,11,It’s Sunday,의문 표현을 활용해 요일 묻고 답하기. ,A: What day is it today? B: It’s Friday. ,,A: Which day is it today? B: It’s (). A: Can you tell me the day? B: It’s (). 
191,404,초4,동아(박),2015,12,I Clean the Park,do () on weekends를 활용해 주말마다 무엇을 하는지 묻고 답하기. ,A: What do you usually do on weekends? B: I enjoy painting. ,,A: What do you often do on weekends? B: I like (). A: How do you usually spend your weekends? B: I love (). 
192,501,초5,동아(박),2015,1,I’m from Canada,출신지를 묻고 답하는 대화에 사용되는 표현. ,A: Where are you from? B: I am from Korea. ,,A: Where do you come from? B: I come from (). A: What is your hometown? B: My hometown is (). 
193,501,초5,동아(박),2015,2,My Favorite Subject Is Math,favorite ()를 활용해 좋아하는 과목 묻고 답하기. ,A: What's your favorite subject? B: My favorite subject is science. ,,A: What subject do you like most? B: My preferred subject is (). A: Which subject is your favorite? B: I enjoy studying (). 
194,501,초5,동아(박),2015,3,Can I Borrow Your Scissors?,Can I ()? -를 활용해 허락을 요청하고 답하기. ,Can I use your notebook? ,,May I take ()? Is it okay if I borrow ()? 
195,501,초5,동아(박),2015,4,Whose Cap Is This?,"""Whose () is this?을 활용해 누구의 물건인지 묻고 답하기."" ",A: Whose book is this? B: It's Mina's. ,,A: Whose pen is this? B: It's ()'s. A: Whose umbrella is this? B: It's ()'s. 
196,501,초5,동아(박),2015,5,Let’s Go Camping,Let's ()를 통해 제안하고 이에 동의하며 답하기. ,A: Let's visit the zoo. B: Sure. ,,A: Why don't we explore ()? B: That sounds fun. A: How about going to ()? B: I'd love to. 
197,501,초5,동아(박),2015,6,I Want to Go to the Beach,want to ()를 활용해 하고 싶은 일 묻고 답하기. ,A: What do you want to do? B: I want to go to the park. ,,A: What activity do you enjoy doing? B: I enjoy (). A: What would you like to try at the moment? B: I would like to try (). 
198,501,초5,동아(박),2015,7,How Was Your Vacation?,How was ()?를 활용해 지나간 일의 느낌 묻고 답하기. ,A: How was your picnic? B: It was delightful. ,,A: How did you find the day? B: It was (). A: What did you think of your trip? B: It was (). 
199,501,초5,동아(박),2015,8,I Get Up at 6,기본적인 일상의 일과를 묻고 답하기에 대한 표현을 활용하기. ,A: What time do you wake up? B: I wake up at 7. ,,A: When do you have breakfast? B: I have breakfast at (). A: What time do you go to school? B: I go to school at (). 
200,501,초5,동아(박),2015,9,How Much Is It?,How much (~)?를 통해 가격 묻고 답하기. ,A: How much is this toy? B: It’s 500 won. ,,A: How much are these cookies? B: They’re () won. A: What is the price of this book? B: It’s () won. 
201,501,초5,동아(박),2015,10,Where‘s the Library?,길의 위치를 묻고 답하기. ,A: Where's the nearest park? B: Go straight and you'll find it on your left. ,,A: Could you tell me the way to the ()? B: It's () from here. A: How can I reach the ()? B: It's located () nearby. 
202,501,초5,동아(박),2015,11,She Has Long Curly Hair,look like를 활용해 외모 묻고 답하기. ,A: What does your best friend look like? B: She has short wavy hair. ,,A: How does your friend look? B: () has straight dark hair. A: Could you describe your neighbor's appearance? B: () is tall with curly brown hair. 
203,501,초5,동아(박),2015,12,He‘s a Singer,동사 'do'를 활용해 대상의 직업에 대해 묻고 답하기. ,A: What does she do? B: She's a teacher. ,,A: What does () do? B: () is a () A: Who works as a ()? B: () works as a () 
204,601,초6,동아(박),2015,1,I'm in the Sixth Grade,be in the ()th grade를 활용해 학년 묻고 답하기. ,A: What grade are you in? B: I'm in the second grade. ,,A: Which school year are you studying in? B: I'm in (). A: Could you tell me your grade? B: My grade is (). 
205,601,초6,동아(박),2015,2,Why Are You Excited?,Why ()?를 통해 감정이나 상태의 이유 묻고 답하기. ,A: Why are you feeling happy? B: Because I received a gift. ,,A: Why do you look upset? B: It's because (). A: Why are you smiling? B: Because I just (). 
206,601,초6,동아(박),2015,3,I Have a Stomachache,'What’s wrong?' 표현을 통해 현재 상태나 문제점을 묻고 이에 답하기. ,A: What's troubling you? B: I have a headache. ,,A: How do you feel? B: My () is hurting. A: Are you okay? B: My () feels uncomfortable. 
207,601,초6,동아(박),2015,4,How Often Do You Wash Your Hands?,빈도 표현을 활용해 활동의 빈도 묻고 답하기. ,A: How often do you read stories? B: Every night before bedtime. ,,A: How frequently do you visit ()? B: About () a week. A: How often do you play with ()? B: () every afternoon. 
208,601,초6,동아(박),2015,5,When Is Your Birthday?,When is ()?을 활용해 날짜 묻고 답하기. ,A: When is the concert? B: It's on July 15th. ,,A: When is ()? B: It's on (). A: What date is () happening? B: It's on (). 
209,601,초6,동아(박),2015,6,I’ll Go on a Trip,"""will ()를 사용하여 미래의 계획에 대해 묻고 답하기."" ",A: What will you do this evening? B: I will watch a movie. ,,"A: What are you planning to do this weekend? B: I plan to () this weekend. A: Do you have any plans tomorrow? B: Yes, I will () tomorrow. "
210,601,초6,동아(박),2015,7,It's Next to the Post Office,지시에 따라 목적지에 도달하는 방법 묻고 답하기. ,A: How can I get to the zoo? B: Take subway line 3 and get off at the last station. ,,"A: What's the best way to ()? B: You can take () and get there easily. A: Could you tell me how to reach ()? B: Sure, just take () and follow the directions. "
211,601,초6,동아(박),2015,8,I'd Like Noodles,음식 주문할 때 사용되는 표현 배우기 ,"A: May I take your order? B: Yes, please. I'd like pizza. ",,"A: What would you like to eat? B: I’d like (). A: Can I get you anything? B: Yes, please. I want (). "
212,601,초6,동아(박),2015,9,I’m Stronger Than Junho,비교급 표현을 활용해 두 대상 비교하기 ,A: Who is taller? B: Felix is taller than Sam. ,,A: Who runs faster? B: () is faster than (). A: Which one is smaller? B: () is smaller than (). 
213,601,초6,동아(박),2015,10,Do You Know Anything About Romeo and Juliet?,어떤 것에 관해 알고 있는지 묻고 답하기 ,"A: Do you know anything about pandas? B: Yes, I do. They are black and white. ",,"A: Do you know about ()? B: Yes, it’s (). A: Have you heard of ()? B: Yes, I have. "
214,601,초6,동아(박),2015,11,We Can Plant Trees,의견 묻고 답하기 ,A: What can we do for the earth? B: We can recycle paper. ,,A: What should we do for ()? B: We can (). A: How can we help ()? B: We should (). 
215,601,초6,동아(박),2015,12,I Want to Be a Painter,장래 희망 묻고 답하기 ,A: What do you want to be? B: I want to be a scientist. ,,A: What do you dream of being? B: I want to be (). A: What’s your future goal? B: I want to become (). 
216,307,초3,천재(함),2022,2,"Hi, I’m Momo",만날 때와 헤어질 때 사용할 수 있는 간단한 인사 표현 배우기 ,Hi! / Hello! / Goodbye! ,,Good morning! See you later! 
217,307,초3,천재(함),2022,3,What’s This?,물건이 무엇인지 묻고 답하는 표현 배우기 ,A: What’s this? B: It’s a doll. ,,"A: What is ()? B: It’s a (). A: Is this a ()? B: Yes, it is. / No, it isn’t. "
218,307,초3,천재(함),2022,4,"Stand Up, Please",요청할 때 사용할 수 있는 표현 배우기 ,"A: Stand up, please. B: Sure. ",,"A: Sit down, please. B: Okay. A: Be quiet, please. B: Alright. "
219,307,초3,천재(함),2022,5,How Many Cows?,사물이나 동물의 개수를 묻고 답하는 표현 배우기 ,A: How many cats? B: Two cats. ,,"A: How many () do you see? B: I see (). A: Are there ()? B: Yes, there are. / No, there aren’t. "
220,307,초3,천재(함),2022,6,Do You Have a Pencil?,물건을 가지고 있는지 묻고 답하는 표현 배우기 ,"A: Do you have an eraser? B: Yes, I do./No, I don’t. ",,"A: Do you own ()? B: Yes, I do./No, I don’t. A: Have you got ()? B: Yes, I have./No, I haven’t. "
221,307,초3,천재(함),2022,7,What Color Is It?,색깔을 묻고 답하는 표현 배우기 ,A: What color is it? B: It’s blue. ,,"A: What’s the color of ()? B: It’s (). A: Is it ()? B: Yes, it is. / No, it isn’t. "
222,307,초3,천재(함),2022,8,I Like Apples,좋아하는 과일·채소를 묻고 답하는 표현 배우기 ,"A: Do you like bananas? B: Yes, I do./No, I don’t. ",,"A: Do you enjoy eating ()? B: Yes, I do./No, I don’t. A: Do you love ()? B: Yes, I do./No, I don’t. "
223,307,초3,천재(함),2022,9,"Wow, It’s Big!",동물이나 식물의 특징을 묘사하는 표현 배우기 ,It’s huge. ,,It’s very (). It looks (). 
224,307,초3,천재(함),2022,10,Can You Jump?,할 수 있는지 묻고 답하는 표현 배우기 ,"A: Can you jump? B: Yes, I can./No, I can’t. ",,"A: Are you able to ()? B: Yes, I am./No, I’m not. A: Do you know how to ()? B: Yes, I do./No, I don’t. "
225,307,초3,천재(함),2022,11,He’s My Dad,사람이 누구인지 묻고 답하는 표현 배우기 ,A: Who’s he? B: He’s my uncle. ,,A: Who is this? B: This is my (). A: Who are they? B: They are my (). 
226,307,초3,천재(함),2022,12,How’s the Weather?,날씨를 묻고 답하는 표현 배우기 ,A: How’s the weather? B: It’s raining. ,,"A: What’s the weather like? B: It’s (). A: Is it () outside? B: Yes, it is./No, it isn’t. "
227,407,초4,천재(함),2022,1,My Name Is Amy,이름을 묻고 답하기 ,A: What’s your name? B: My name is Tom. ,,A: What’s your name? B: I’m (). A: May I know your name? B: I’m (). 
228,407,초4,천재(함),2022,2,I’m Happy,Are you ()?로 감정이나 상태를 확인하는 표현 배우기 ,"A: Are you happy? B: Yes, I am. / No, I’m not. ",,"A: Are you feeling ()? B: Yes, I am. / No, I’m not. A: Do you feel ()? B: Yes, I do. / No, I don’t. "
229,407,초4,천재(함),2022,3,Don’t Sit Here,Don’t ()로 금지 표현을 사용하고 답하기 ,A: Don’t sit here. B: Okay. ,,A: Please don’t (). B: Sure. A: No (). B: Got it. 
230,407,초4,천재(함),2022,4,Let’s Play Basketball,Let’s ()로 제안하고 반응하는 표현 익히기 ,"A: Let’s play baseball. B: Sounds good. / Sorry, I can’t. ",,A: Let’s try (). B: Okay! / Maybe next time. A: How about we ()? B: That’s a great idea! / I’m not sure. 
231,407,초4,천재(함),2022,5,I Want Chicken,What do you want?로 원하는 것을 묻고 답하는 표현 배우기 ,A: What do you want? B: I want chicken. ,,A: What would you like? B: I’d like (). A: What are you looking for? B: I want (). 
232,407,초4,천재(함),2022,6,Where’s My Cap?,Where’s ()?로 물건의 위치를 묻고 답하는 방법 배우기 ,A: Where’s my cap? B: It’s on the table. ,,A: Where’s my ()? B: It’s under the (). A: Do you know where () is? B: It’s next to the (). 
233,407,초4,천재(함),2022,7,It’s Wednesday,요일을 묻고 답하는 표현 익히기 ,A: What day is it today? B: It’s Wednesday. ,,A: What day is it tomorrow? B: It’s (). A: What’s the date today? B: It’s (). 
234,407,초4,천재(함),2022,8,How Much Is It?,How much is ()?로 가격을 묻고 답하는 방법 익히기 ,A: How much is it? B: It’s seven hundred won. ,,A: How much does () cost? B: It’s (). A: What’s the price of ()? B: It’s (). 
235,407,초4,천재(함),2022,9,Is This Your Bag?,Is this ()?로 물건의 주인을 묻고 답하는 방법 익히기 ,"A: Is this your bag? B: Yes, it is. / No, it isn’t. ",,"A: Is this your ()? B: Yes, it is. / No, it isn’t. A: Does this belong to you? B: Yes, it does. / No, it doesn’t. "
236,407,초4,천재(함),2022,10,What Time Is It?,What time is it?로 시간을 묻고 답하는 표현 익히기 ,A: What time is it? B: It’s ten thirty. ,,A: What time is it now? B: It’s (). A: Do you have the time? B: It’s (). 
237,407,초4,천재(함),2022,11,I’m Drawing a Picture,What are you doing?로 현재 하고 있는 일을 묻고 답하는 표현 배우기 ,A: What are you doing? B: I’m doing homework. ,,A: What are you working on? B: I’m working on (). A: What are you busy with? B: I’m busy with (). 
238,407,초4,천재(함),2022,12,What Do You Do?,What do you do?로 상대방의 직업을 묻고 답하는 방법 배우기 ,A: What do you do? B: I’m a doctor. ,,A: What’s your job? B: I work as a (). A: What do you do for a living? B: I’m a (). 
