,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
91,중2,동아(이),2015,8,Be Like Sherlock!,can you help me/can you do me a favor?를 활용한 도움 요청하기. ,"A: Can you help me carry these books? B: No problem. / Sorry, I can’t. ","A: 이 책들 옮기는 거 도와줄 수 있어? B: 물론이지. / 미안, 못 도와줘. ","A: Could you give me a hand with ()? B: Of course! / Sorry, I’m busy. A: Would you mind helping me ()? B: Not at all. / Sorry, I can’t. "
92,중3,동아(이),2015,1,"I Can’t, but We Can",How have you been?를 활용해 안부 묻고 답하기. ,"A: How have you been? B: I’ve been great, thanks for asking. ","A: 잘 지냈어? B: 응, 잘 지냈어. 물어봐 줘서 고마워. ",A: How have you been doing? B: I have been (). A: How was everything going? B: Everything was (). 
93,중3,동아(이),2015,2,Go Green,I’m worried about ()를 활용해 걱정 표현하기. ,"A: I’m worried about my job interview. B: Me, too. It’s important. ",A: 면접이 걱정돼. B: 나도 그래. 중요한 일이잖아. ,A: I’m concerned about (). B: I feel the same way. A: I’m anxious about (). B: I agree. It’s (). 
94,중3,동아(이),2015,3,Heal the World,What do you want me to do?를 활용해 원하는 행동 묻기. ,A: What do you want me to do? B: I want you to help me clean the room. ,A: 내가 뭘 해주길 바라? B: 방 청소 좀 도와줘. ,A: Would you like some help? B: Please (). A: What can I do for you? B: I want you to (). 
95,중3,동아(이),2015,4,"Open a Book, Open Your Mind",How do you feel about ()?를 활용해 의견 묻기. ,A: How do you feel about online classes? B: I think it’s convenient. ,A: 온라인 수업에 대해 어떻게 생각해? B: 편리한 것 같아. ,"A: What’s your opinion on ()? B: In my opinion, it’s (). A: What do you think about ()? B: I believe it’s (). "
96,중3,동아(이),2015,5,Believe in Yourself,I should have ()를 활용해 후회 표현하기. ,"A: Oh, no! I missed the deadline. B: I should have started earlier. ",A: 이런! 마감 기한을 놓쳤어. B: 더 일찍 시작했어야 했어. ,A: I didn’t study for the test. B: I regret that. A: I forgot my umbrella. B: I wish I had taken it. 
97,중3,동아(이),2015,6,Make the World Beautiful,Thank you for ()를 활용해 감사 표현하기. ,A: Thank you for helping me with my homework. B: You’re welcome. ,A: 숙제 도와줘서 고마워. B: 천만에. ,A: I appreciate (). B: My pleasure. A: I can't tell you how much this means to me. B: Don't mention it. 
98,중3,동아(이),2015,7,Feel the Wonder,I wonder ()를 활용해 궁금함 표현하기. ,A: I wonder what time the store closes. B: It’s open until 10 PM. ,A: 가게가 몇 시에 문을 닫는지 궁금해. B: 밤 10시까지 영업해. ,"A: I'm interested to know what (). B: It’s (). A: Can you tell me more about ()? B: Sure, it’s (). "
99,중3,동아(이),2015,8,Up to You,I should have ()를 활용해 후회 표현하기. ,"A: Oh, no! I forgot my umbrella. B: I should have checked the weather. ",A: 이런! 우산을 깜빡했어. B: 날씨를 미리 확인했어야 했는데. ,B: I regret (). B: I wish I had (). 
100,중1,동아(이),2022,1,"New School, New Friends",자기소개와 반갑다는 표현을 포함한 기본적인 인사 나누기. ,"A: Hi, I’m Alice. Nice to meet you. B: Hi, I’m John. Nice to meet you, too. ","A: 안녕, 나는 앨리스야. 만나서 반가워. B: 안녕, 나는 존이야. 나도 만나서 반가워. ","A: Hello, I’m (). It’s nice to meet you. B: Hello, I’m (). Nice to meet you, too. A: Hi, I’m (). Great to meet you. B: Hi, I’m (). Great to meet you, too. "
101,중1,동아(이),2022,2,"Be Healthy, Be Happy",What’s wrong? 질문을 활용해 상대방의 걱정이나 고민을 묻고 답하기. ,A: What’s wrong? B: I have a headache. ,A: 무슨 일이야? B: 머리가 아파. ,A: Is there something bothering you? B: (). A: What’s the matter? B: (). 
102,중1,동아(이),2022,3,When I Grow Up,be interested in 을 활용해 관심사에 대해 묻고 답하기. ,A: What are you interested in? B: I’m interested in music. ,A: 너는 무엇에 관심이 있어? B: 나는 음악에 관심이 있어. ,A: What do you like to do? B: I like to (). A: What are your hobbies? B: My hobbies are (). 
103,중1,동아(이),2022,4,Living Together,favor 또는 can you를 활용해 부탁하고 대답하기. ,A: Can you do me a favor? B: Okay. What is it? ,"A: 부탁 하나만 들어줄 수 있어? B: 좋아, 뭔데? ","A: Could you help me with something? B: Sure, what is it? A: Can I ask you a favor? B: Of course, what do you need? "
104,중1,동아(이),2022,5,Have a Special Day!,be going to를 활용해 미래 계획이나 예정된 일을 말하기. ,A: What are you going to do this weekend? B: I’m going to visit my grandparents. ,A: 너는 이번 주말에 무엇을 할 예정이야? B: 나는 조부모님을 방문할 거야. ,"A: What are you planning to () ()? B: I’m planning to (). A: Do you have any plans to () ()? B: Yes, I’m going to (). "
105,중1,동아(이),2022,6,Taste the World,would like to를 사용해 원하는 것이나 하고 싶은 일을 묻고 답하기. ,A: What would you like to eat? B: I’d like to eat pizza. ,A: 너는 무엇을 먹고 싶어? B: 나는 피자를 먹고 싶어. ,"A: What do you want to ()? B: I want to (). A: Is there anything you’d like to ()? B: Yes, I’d like to (). "
106,중1,동아(이),2022,7,"Think Big, Be Creative!",think를 활용해 특정 주제나 사안에 대한 의견 묻고 답하기. ,A: What do you think about this movie? B: I think it’s interesting. ,A: 너는 이 영화에 대해 어떻게 생각해? B: 나는 재미있다고 생각해. ,"A: How do you feel about ()? B: I feel (). A: What’s your opinion on ()? B: In my opinion, (). "
107,중1,동아(이),2022,8,Winter Is Coming!,과거에 한 일을 질문하고 답하기. ,A: What did you do yesterday? B: I went to the park. ,A: 어제 뭐 했어? B: 나는 공원에 갔어. ,A: How did you spend your ()? B: I (). A: What were you doing ()? B: I was (). 
108,중1,비상,2015,1,This Is Me!,소개하고 답하기: 자기소개를 하고 상대방에게 인사하기. ,"A: Hello, I’m Sarah. I’m a student. B: Nice to meet you. ","A: 안녕하세요, 저는 사라예요. 저는 학생이에요. B: 만나서 반가워요. ","A: Hi, I’m (). I’m (). B: It’s nice to meet you. A: Good to see you. My name is (). I’m (). B: Nice meeting you, too. "
109,중1,비상,2015,2,"Think Safe, Act Safe",경고하기: Be careful와 같은 표현을 사용해 주의를 주거나 경고하기. ,"A: Be careful. The floor is wet. B: Oh, thank you. ","A: 조심해. 바닥이 젖어 있어. B: 오, 고마워. ","A: Look out! (). B: Thanks for letting me know. A: Watch out! (). B: Oh, I didn’t notice. Thank you. "
110,중1,비상,2015,3,Helping Hands,도움 요청하기: Can you와 같은 표현을 사용해 도움을 요청하고 긍정 또는 부정적으로 답하기. ,"A: Can you open the window? B: Okay. / Sorry, I can’t. ","A: 창문 좀 열어줄 수 있어? B: 알겠어. / 미안, 못 해. ","A: Could you help me carry this bag? B: Of course, I’d be happy to. / Sorry, I’m unable to help. A: Would you mind turning off the lights? B: Sure, I’ll do it. / I wish I could, but I can’t. "
111,중1,비상,2015,4,Share Your Travel Story,계획 묻기: be going to ()를 활용해 계획이나 예정된 일에 대해 묻고 답하기. ,A: What are you going to do in the summer? B: I’m going to travel. ,A: 너는 여름에 뭐 할 계획이야? B: 나는 여행 갈 거야. ,A: What are you planning to do in ()? B: I’m planning to (). A: What do you want to do in ()? B: I want to (). 
112,중1,비상,2015,5,"Count on You, Math!","숫자와 관련된 정보 묻기: How 형용사 is ()?와 같은 표현을 사용해 나이, 숫자 등과 관련된 정보를 묻고 답하기. ",A: How old is your brother? B: He is 10 years old. ,A: 네 남동생은 몇 살이야? B: 그는 10살이야. ,A: How much ()? A: How long ()? 
113,중1,비상,2015,6,Tasty World,확인 요청하기: 부가의문문을 사용해 상대방의 의견이나 사실을 확인하기. ,"A: You like ice cream, don’t you? B: Yes, I do. / No, I don’t. ","A: 너 아이스크림 좋아하지, 그렇지? B: 응, 좋아해. / 아니, 안 좋아해. ","A: You’re going to (), aren’t you? B: Yes, I am. / No, I’m not. A: You know how to (), don’t you? B: Yes, I do. / No, I don’t. "
114,중1,비상,2015,7,Green Is Great!,걱정 표현하기: I’m worried about ()와 같은 표현을 사용해 걱정을 나타내기. ,"A: There is a big test tomorrow. B: Yeah, I’m worried about it. ","A: 내일 큰 시험이 있어. B: 응, 나도 걱정돼. ",A: () is a problem. B: I’m really concerned about (). A: I think () might get worse. B: I’m afraid of what could happen to (). 
115,중1,비상,2015,8,Go for It!,놀람 표현하기: Wow! That’s surprising!와 같은 표현으로 놀람을 나타내기. ,A: She won the competition. B: Wow! That’s surprising! ,A: 그녀가 대회에서 우승했어. B: 와! 정말 놀랍다! ,A: () just happened. B: Oh my! That’s unbelievable! A: Did you hear about ()? B: Really? That’s amazing! 
116,중2,비상,2015,1,Suit Your Taste!,be interested in을 활용해 관심 있는 것을 묻고 답하기. ,A: What are you interested in? B: I’m interested in science. ,A: 너는 무엇에 관심 있어? B: 나는 과학에 관심 있어. ,B: I'm fascinated by (). B: I found () is interesting. 
117,중2,비상,2015,2,Half a World Away,기대하거나 계획된 일을 말하기. ,I'm looking forward to the trip. ,나는 여행을 기대하고 있어. ,I'm eager to (). I can't wait for (). 
118,중2,비상,2015,3,"I Wonder Why, I Wonder How",Have you heard about ~를 사용해 특정 주제에 대해 들어 본 적이 있는지 묻기. ,Have you heard about the new movie? ,새로운 영화에 대해 들어 봤어? ,Do you know about ()? Are you aware of ()? 
119,중2,비상,2015,4,Your Only Limit Is You,다양한 표현을 활용해 상대방을 응원하며 격려하기. ,You’ll do better next time. ,다음번에는 더 잘할 거야. ,You can do it! That's all right. 
120,중2,비상,2015,5,Explore Your Feelings!,What’s the matter? 를 활용해 상대방의 기분이나 상태의 원인을 묻기. ,A: What’s the matter? B: I have a cold. ,A: 무슨 일 있어? B: 감기에 걸렸어. ,A: What's wrong? B: (). A: Why do you look so ()? B: (). 
121,중2,비상,2015,6,Doors to the Wild,I’m curious about ~ 를 활용해 특정 주제나 현상에 대해 궁금한 마음을 표현하기. ,I’m curious about space exploration. ,나는 우주 탐사에 대해 궁금해. ,I wonder (). Can someone tell me about ()? 
122,중2,비상,2015,7,Art around Us,What kind of ~ 를 활용해 특정 종류나 장르에 대해 묻기. ,What kind of music do you like? ,어떤 종류의 음악을 좋아해? ,What sort of ()? What type of ()? 
123,중2,비상,2015,8,Changes Ahead,What do you think about ~ 를 활용해 특정 주제에 대한 의견을 묻기. ,A: What do you think about this book? B: I think it’s interesting. ,A: 이 책에 대해 어떻게 생각해? B: 나는 흥미롭다고 생각해. ,A: How do you feel about ()? A: What’s your opinion on ()? 
124,중3,비상,2015,1,The Art of Communication,I’m upset about ~ 를 활용해 화가 난 감정을 표현하기. ,"A: How come you look so upset? B: Well, I’m upset about the mistake I made. ","A: 너 왜 그렇게 화가 났어? B: 음, 내가 실수한 것 때문에 화가 나. ",B: I’m angry at (). B: () is upsetting me. 
125,중3,비상,2015,2,Wonderful Nature,I can’t wait to ~ 를 활용해 기대하는 일 표현하기. ,My family is going to travel next month. I can’t wait to go on the trip! ,우리 가족은 다음 달에 여행을 갈 거야. 나는 그 여행이 너무 기대돼! ,I'm looking forward to (). I'm counting the days till (). 
126,중3,비상,2015,3,For the Love of Our Country,It is said that ~ 를 활용해 알고 있는 내용을 진술하기. ,It is said that drinking water in the morning is good for your health. ,아침에 물을 마시는 것이 건강에 좋다고 해. ,Someone told me that (). People say that (). 
127,중3,비상,2015,4,Music to My Ears!,Do you find it ~ 를 활용해 상대방의 의견 묻기. ,"A: Do you find it difficult to wake up early? B: Yes, it is hard for me. ","A: 너는 아침에 일찍 일어나는 게 어렵다고 생각해? B: 응, 나한테는 힘들어. ",A: Would you find it () to ()? A: Do you think it is () to ()? 
128,중3,비상,2015,5,Critical Minds,Can you tell me more about ~ 를 활용해 자세한 설명 요청하기. ,B: Can you tell me more about your new job? A: Sure! It’s really exciting. ,B: 네 새로운 직업에 대해 더 이야기해 줄 수 있어? A: 물론! 정말 흥미로워. ,A: Can you give me more information about ()? A: Can you elaborate a bit more about ()? 
129,중3,비상,2015,6,Words of Wisdom,Don’t worry about ~ 를 활용해 상대방을 안심시키기. ,Don’t worry about the test. ,시험 걱정하지 마. ,Don't let () bother you. Don't think twice about (). 
130,중3,비상,2015,7,Spend Wisely,How do you like ~ 를 활용해 어떤 것에 만족하거나 불만이 있는지 묻기. ,How do you like this new restaurant? ,이 새로운 레스토랑 어때? ,Are you satisfied with ()? How is your ()? 
131,중3,비상,2015,8,Wonders of Space Travel,Is it possible to ~ 를 활용해 어떤 일이 실제로 가능한지 묻기. ,Is it possible to change the date of the meeting? ,회의 날짜를 변경하는 것이 가능할까요? ,Can you actually ()? Is there a possibility that ()? 
132,중1,천재(이),2015,1,A Nice Day,"소개하기: This is my friend, ()와 같은 표현을 사용해 사람을 소개하기. ","A: This is my friend, Emily. B: Nice to meet you, Emily. ","A: 이쪽은 내 친구, 에밀리야. B: 만나서 반가워, 에밀리. ","A: Let me introduce my friend, (). B: Nice to meet you, (). A: Meet my friend, (). B: Hello, (). "
133,중1,천재(이),2015,2,How Do You Spend Your Day?,일상생활에 관해 말하기: 단순현재시제를 사용해 일상생활을 묻고 답하기. ,A: What do you do after school? B: I usually do my homework and watch TV. ,A: 방과 후에 뭐 해? B: 나는 보통 숙제를 하고 TV를 봐. ,A: What’s your daily routine? B: I often () and (). A: Can you tell me what you do ()? B: I generally () and (). 
134,중1,천재(이),2015,3,Do You Have Special Plans?,"좋아하는 것 묻고 답하기: favorite, like와 같은 표현을 사용해 좋아하는 것을 묻고 답하기. ",A: What is your favorite subject? B: My favorite subject is math. ,A: 네가 가장 좋아하는 과목이 뭐야? B: 나는 수학을 가장 좋아해. ,A: What do you like the most? B: I really like (). A: Can you tell me what your favorite () is? B: I’d say (). 
135,중1,천재(이),2015,4,Walk Around Your Town,도움 요청하기: Can you ()?와 같은 표현을 사용해 도움을 요청하고 답하기. ,A: Can you help me with my homework? B: Sure. ,A: 내 숙제 좀 도와줄 수 있어? B: 물론. ,A: Could you ()? B: Of course. A: Would you mind ()? B: Not at all. 
136,중1,천재(이),2015,5,How Far Is It from Here?,과거의 일 묻고 답하기: 동사의 과거형을 사용해 과거에 했던 일을 묻고 답하기. ,A: What did you do yesterday? B: I went to the park. ,A: 어제 뭐 했어? B: 나는 공원에 갔어. ,A: How did you spend your ()? B: I () (). A: What did you do ()? B: I () (). 
137,중1,천재(이),2015,6,From Culture to Culture,의견 묻고 답하기: What do you think about ()?와 같은 표현으로 의견을 묻고 답하기. ,A: What do you think about this book? B: It’s really interesting. ,A: 이 책에 대해 어떻게 생각해? B: 정말 흥미로워. ,"A: How do you feel about ()? B: I think it’s (). A: What’s your opinion on ()? B: In my opinion, it’s (). "
138,중1,천재(이),2015,7,Follow Your Dreams,관심사 묻고 답하기: What are you interested in?와 같은 표현으로 관심사를 묻고 답하기. ,A: What are you interested in? B: I’m interested in music. ,A: 너는 어떤 것에 관심이 있어? B: 나는 음악에 관심이 있어. ,A: What do you enjoy learning about? B: I enjoy learning about (). A: What kinds of things do you like? B: I like (). 
139,중1,천재(이),2015,8,"Give Your Hand, Give Your Heart",물건 사기: How much are ()?와 같은 표현으로 물건 가격을 묻고 답하기. ,A: How much are these shoes? B: They’re 50 dollars. ,A: 이 신발은 얼마예요? B: 50달러입니다. ,A: What’s the price of ()? B: They cost (). A: Could you tell me how much () are? B: They’re (). 
140,중2,천재(이),2015,1,Off to a Good Start,What are you planning to ~ 를 활용해 의도나 계획을 묻고 답하기. ,A: What are you planning to do this weekend? B: I’m planning to visit my grandparents. ,A: 이번 주말에 뭐 할 계획이야? B: 나는 조부모님 댁에 방문할 계획이야. ,A: What are you going to do ()? B: I’m going to (). A: Do you have any plans for ()? B: I’m planning to (). 
141,중2,천재(이),2015,2,Connecting with the World,Would you like some ~ 를 활용해 음식을 권하고 답하기. ,"A: Would you like some cake? B: Yes, please. ","A: 케이크 좀 드실래요? B: 네, 주세요. ","A: Do you want some ()? B: Sure, thank you. A: Can I offer you some ()? B: No, thanks. I’m not hungry. "
142,중2,천재(이),2015,3,"Healthy Life, Happy Life",What’s wrong with ~ 를 활용해 증상을 묻고 답하기. ,A: What’s wrong with your leg? B: I have a sprained ankle. ,A: 네 다리는 왜 그래? B: 나는 발목을 삐었어. ,"A: Are you feeling okay? B: No, I have (). A: What’s the matter with ()? B: I’m feeling (). "
143,중2,천재(이),2015,4,"Earth, Our Only Home",Is it okay to ~ 를 활용해 허락 구하기. ,"A: Is it okay to use your laptop? B: Sure, go ahead. ","A: 네 노트북 써도 괜찮아? B: 물론이지, 사용해. ","A: May I ()? B: Yes, you may. A: Can I ()? B: Of course, go ahead. "
144,중2,천재(이),2015,5,Understanding Others,I hope ~ 를 활용해 희망이나 바람 표현하기. ,A: I have a big test tomorrow. B: I hope you’ll do well. ,A: 나 내일 큰 시험이 있어. B: 좋은 결과 있길 바라. ,A: I’m nervous about (). B: I hope everything goes well. A: I have to (). B: I hope you succeed. 
145,중2,천재(이),2015,6,Near and Dear,I’m not happy with ~ 를 활용해 불만 표현하기. ,A: I’m not happy with the service. ,A: 서비스가 마음에 안 들어. ,A: I don’t like (). A: I want to complain about (). 
146,중2,천재(이),2015,7,A Life Full of Fun,Have you ever ~ 를 활용해 경험 묻기. ,"A: Have you ever tried sushi? B: No, I haven’t. ","A: 너 스시 먹어본 적 있어? B: 아니, 먹어본 적 없어. ","A: Did you ever try ()? B: No, never. A: Have you experienced ()? B: No, I haven’t. "
147,중2,천재(이),2015,8,"Viva, South America",Do you know ~ 를 활용해 알고 있는지 묻기. ,A: Do you know what biodiversity is? B: Yes. It’s the variety of life in the world or a particular habitat. ,"A: 생물 다양성이 무엇인지 알아? B: 응, 그것은 세계 또는 특정 서식지 내 다양한 생명체를 의미해. ","A: Have you heard of ()? B: Yes, I have. A: Are you aware of ()? B: Yes, I am. "
148,중3,천재(이),2015,1,What Matters to You?,I’m glad/worried/happy 등 형용사를 활용해 감정 표현하기. ,A: You finally arrived safely. B: I’m glad that you made it. ,A: 네가 무사히 도착해서 다행이야. B: 네가 도착해서 기뻐. ,B: I’m () that (). B: I’m () to (). 
149,중3,천재(이),2015,2,"Animals, Big and Small",Which do you like better ~ 를 활용해 선호 묻고 답하기. ,"A: Which do you like better, summer or winter? B: I like winter better. ",A: 여름과 겨울 중 어느 계절을 더 좋아해? B: 나는 겨울을 더 좋아해. ,"A: Do you prefer () or ()? B: I prefer (). A: Which one do you prefer, () or ()? B: I like () the most. "
150,중3,천재(이),2015,3,"Be Positive, Be Happy",I’d like to talk about ~ 를 활용해 주제 소개하기. ,I’d like to talk about my favorite hobby. ,나는 내가 좋아하는 취미에 대해 이야기하고 싶어. ,Let me introduce (). Let me talk about (). 
151,중3,천재(이),2015,4,Opening a Window to the World,I wonder ~ 를 활용해 궁금한 점 표현하기. ,I wonder if she will come to the party. ,나는 그녀가 파티에 올지 궁금해. ,I wonder where (). I wonder whether (). 
152,중3,천재(이),2015,5,Are You into Books?,Can you recommend ~ 를 활용해 추천 요청하기. ,A: Can you recommend a good restaurant? B: I recommend you try the Italian place downtown. ,A: 좋은 레스토랑 추천해 줄 수 있어? B: 시내에 있는 이탈리안 레스토랑을 추천해. ,"A: Could you recommend ()? B: Sure, I recommend (). A: Do you have any recommendations for ()? B: Why don't you ()? "
153,중3,천재(이),2015,6,Together in Our Community,If 가정문을 활용해 충고하기. ,"If I were you, I’d take some rest. ",내가 너라면 좀 쉴 거야. ,Why don't you ()? I think you should (). 
154,중3,천재(이),2015,7,Watch Out,Make sure you don’t ~ 를 활용해 당부하기. ,Make sure you don’t forget your homework. ,숙제를 잊지 않도록 해. ,You should (). Don't (). 
155,중3,천재(이),2015,8,All Your Dreams Are Worth Chasing,should have ~ 를 활용해 후회 표현하기. ,I should have studied harder for the test. ,나는 시험을 위해 더 열심히 공부했어야 했어. ,I shouldn't have (). I regret (). 
156,중1,천재(정),2015,1,This Is Me,안부 묻기: How are you doing?와 같은 표현으로 상대방의 안부를 묻기. ,How are you doing? ,어떻게 지내세요? ,A: How’s it going? A: How have you been? 
157,중1,천재(정),2015,2,I Love My Family,좋아하는 것 묻기: favorite으로 상대방의 선호를 묻기. ,A: What’s your favorite color? ,A: 너가 가장 좋아하는 색깔은 뭐야? ,A: Which () do you like the most? A: Do you have a favorite ()? 
158,중1,천재(정),2015,3,Beautiful Differences,도움 제안하기: 다양한 표현으로 도움을 제안하기. ,"A: Can I give you a hand? B: Sure, thanks. ","A: 도와줄까? B: 응, 고마워. ","A: Would you like some help? B: Yes, please. A: Do you need any help? B: That would be great, thanks. "
159,중1,천재(정),2015,4,Happy Birthday!,음식 권하기: Would you like some ()?와 같은 표현으로 음식을 권하기. ,"A: Would you like some tea? B: Yes, please. / No, thanks. ","A: 차 한 잔 드실래요? B: 네, 주세요. / 아니요, 괜찮아요. ","A: Do you want some ()? B: Sure, I’d like that. / No, I’m good. A: How about some ()? B: Yes, please. / No, thank you. "
160,중1,천재(정),2015,5,Wonderful World of Animals,진술하기: There are ()와 같은 표현으로 상황이나 상태를 진술하기. ,A: There are many people in the park. ,A: 공원에 많은 사람들이 있어요. ,A: There is () on/in/at (). A: You can see () on/in/at (). 
161,중1,천재(정),2015,6,Let's Have Fun at School,좋아하는 것 말하기: I enjoy ()와 같은 표현으로 좋아하는 것을 말하기. ,A: I enjoy painting. ,A: 나는 그림 그리는 것을 즐겨요. ,A: I like (). A: I love (). 
162,중1,천재(정),2015,7,Art Around Us,원하는 것 묻기: Which () do you want to ()?와 같은 표현으로 원하는 것을 묻기. ,A: Which book do you want to read? B: I want to read this one. ,A: 어떤 책을 읽고 싶어? B: 나는 이 책을 읽고 싶어. ,A: What do you want to ()? B: I want to (). A: Which () would you like to ()? B: I’d like to (). 
163,중1,천재(정),2015,8,My Good Friends,걱정 두려움 표현하기: I’m worried about ()와 같은 표현으로 걱정이나 두려움을 나타내기. ,A: I’m worried about my test. ,A: 나는 시험이 걱정돼. ,A: I’m afraid of (). A: I’m concerned about (). 
164,중2,천재(정),2015,1,Time to Start Again,What do you think of ~ 를 활용해 의견 묻기. ,A: What do you think of this movie? B: I think it’s interesting. ,A: 이 영화에 대해 어떻게 생각해? B: 나는 재미있다고 생각해. ,"A: How do you feel about ()? B: I feel it’s (). A: What’s your opinion on ()? B: In my opinion, it’s (). "
165,중2,천재(정),2015,2,I Love My Town!,I’m planning to ~ 를 활용해 계획 말하기. ,A: I’m planning to travel to Europe next year. ,A: 나는 내년에 유럽 여행을 갈 계획이야. ,A: I’m thinking about (). A: I’m going to (). 
166,중2,천재(정),2015,3,"Be Active, Be Safe!",Have you heard of ~ 를 활용해 알고 있는지 묻기. ,"A: Have you heard of K-pop? B: Yes, I have. / No, I haven’t. ","A: 너 K-pop에 대해 들어본 적 있어? B: 응, 들어봤어. / 아니, 들어본 적 없어. ","A: Do you know about ()? B: Yes, I do. / No, I don’t. A: Are you familiar with ()? B: Yes, I am. / No, I’m not. "
167,중2,천재(정),2015,4,Memories in Your Heart,Do you remember ~ 를 활용해 기억 여부 묻기. ,"A: Do you remember our trip to Jeju Island? B: Yes, I do. / No, I don’t. ","A: 제주도 여행 기억나? B: 응, 기억나. / 아니, 기억 안 나. ","A: Can you recall ()? B: Yes, I can. / No, I can’t. A: Have you ever thought about ()? B: Yes, I have. / No, I haven’t. "
168,중2,천재(정),2015,5,Shapes Around Us,Do you know how to ~ 를 활용해 능력 여부 묻기. ,"A: Do you know how to play the piano? B: Yes, I do. / No, I don’t. ","A: 너 피아노 칠 줄 알아? B: 응, 알아. / 아니, 몰라. ","A: Can you ()? B: Yes, I can. / No, I can’t. A: Are you able to ()? B: Yes, I am. / No, I’m not. "
169,중2,천재(정),2015,6,Love the Earth,What do you mean by ~ 를 활용해 설명 요청하기. ,"A: What do you mean by ""sustainable living""? B: I mean living in a way that doesn’t harm the environment. ","A: ""지속 가능한 삶""이 무슨 뜻이야? B: 환경을 해치지 않는 방식으로 사는 것을 의미해. ","A: Can you explain what you mean by ()? B: Sure, it means (). A: Could you clarify ()? B: It means (). "
170,중2,천재(정),2015,7,A Step Inside the Culture,Are you interested in ~ 를 활용해 관심 여부 묻기. ,"A: Are you interested in sports? B: Yes, I am. / No, I’m not. ","A: 너 스포츠에 관심 있어? B: 응, 관심 있어. / 아니, 관심 없어. ","A: Do you enjoy ()? B: Yes, I do. / No, I don’t. A: Would you like to ()? B: Yes, I would. / No, I wouldn’t. "
171,중2,천재(정),2015,8,Design for All,I’m not happy about ~ 를 활용해 불평하기. ,A: I’m not happy about the service. ,A: 서비스가 마음에 안 들어. ,A: I’m dissatisfied with (). B: What’s the problem? A: It’s (). 
172,중3,천재(정),2015,1,Express Your Feelings,How are you feeling ~ 를 활용해 기쁨이나 슬픔에 대해 묻기. ,A: How are you feeling? B: I am excited. ,A: 기분이 어때? B: 나 정말 신나. ,A: Are you okay? B: I’m feeling (). A: How do you feel right now? B: I feel (). 
173,중3,천재(정),2015,2,Let's Make Our Town Better,Let’s talk about ~ 를 활용해 주제 소개하기. ,A: Let’s talk about our next trip. ,A: 다음 여행에 대해 이야기해 보자. ,A: I’d like to discuss (). A: Can we talk about ()? A: Let’s start with a discussion on (). 
174,중3,천재(정),2015,3,Laugh First and Then Think,I’m looking forward to ~ 를 활용해 기대 표현하기. ,A: I’m looking forward to summer vacation. ,A: 나는 여름 방학이 기대돼. ,A: I can’t wait to (). A: I’m excited about (). 
175,중3,천재(정),2015,4,Dreaming of My Future,Why are you ~ 를 활용해 슬픔∙불만족∙실망의 원인에 대해 묻기. ,A: Why are you disappointed? ,A: 너 왜 실망했어? ,A: What made you upset? A: Why do you feel bad about ()? B: It’s because of (). 
176,중3,천재(정),2015,5,Pictures Speak a Thousand Words,I’m curious about ~ 를 활용해 궁금증 표현하기. ,A: I’m curious about space exploration. ,A: 나는 우주 탐사에 대해 궁금해. ,"A: I wonder what () is. A: Can you tell me more about ()? B: Sure, it’s (). "
177,중3,천재(정),2015,6,Love the Earth,Which do you prefer ~ 를 활용해 선호에 대해 묻기. ,"A: Which do you prefer, coffee or tea? ",A: 커피와 차 중 어떤 걸 더 좋아해? ,"A: Do you like () more than ()? A: Which one is better, () or ()? B: I prefer (). "
178,중3,천재(정),2015,7,"Fact, Opinion, or Fake",How do you feel about ~ 를 활용해 의견 묻기. ,A: How do you feel about online classes? ,A: 온라인 수업에 대해 어떻게 생각해? ,A: What do you think of ()? A: Do you have any opinion on ()? B: I think it’s (). 
179,중3,천재(정),2015,8,Make Peace with Others,I can’t stand ~ 를 활용해 화냄 표현하기. ,A: I can’t stand rude people. ,A: 나는 무례한 사람들을 참을 수 없어. ,A: This is really frustrating. A: I’m so upset about (). B: I can’t handle this anymore. 
180,중1,YBM(김),2022,1,All About Me,This is ~ 를 활용해 소개하기. ,"This is Anna, my friend. I'm a student. My name is Anna. Nice to meet you. ",이쪽은 내 친구 애나야. 나는 학생이야. 내 이름은 애나야. 만나서 반가워. ,"A: Hello, my name is (). B: Nice to meet you. I’m (). A: This is (), my friend. B: Glad to meet you. "
181,중1,YBM(김),2022,2,"Think Wise, Stay Safe",현재진행형을 활용해 행동 묘사하기. ,He is reading a book. ,그는 책을 읽고 있어. ,I am (). () are (). 
182,중1,YBM(김),2022,3,Wonderful Stories from School,How was ~ 를 활용해 소감 묻고 답하기. ,A: How was your trip? B: It was amazing. ,A: 여행 어땠어? B: 정말 좋았어. ,A: How did you like ()? B: It was really (). A: What did you think of ()? B: I thought it was (). 
183,중1,YBM(김),2022,4,Make a Difference in Our Community,be interested in ~ 를 활용해 관심 표현하기. ,A: Are you interested in music? B: I’m interested in playing the guitar. ,A: 너 음악에 관심 있어? B: 나는 기타 연주하는 것에 관심 있어. ,"A: Do you like ()? B: Yes, I enjoy (). A: What are you interested in? B: I’m very interested in (). "
