학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"좋아하는 것을 묻고 대답하는 표현을 사용할 수 있어요.
You can ask and answer questions about your favorite things using 'What’s your favorite ()?'",My favorite sport is ___.,내가 가장 좋아하는 스포츠는 테니스이다.,soccer,tennis,basketball,tennis,2,I really enjoy ___.,나는 독서를 정말 즐겨.,cooking,reading,sleeping,reading,2,A: What’s your favorite book? B: My favorite book is mystery. A: What do you like the most? B: I really enjoy puzzles. A: What’s your favorite genre? B: I love thrillers.,A: 가장 좋아하는 책이 뭐야? B: 내가 가장 좋아하는 책은 미스터리야. A: 무엇을 제일 좋아해? B: 퍼즐을 정말 즐겨. A: 가장 좋아하는 장르가 뭐야? B: 나는 스릴러를 사랑해.
"장소를 묘사하는 표현을 익힐 수 있어요.
You can learn to use 'There is' and other expressions to describe places.",A: ___ a bookshelf in my room.,A: 내 방에 책장이 있어.,There are,There is,There was,There is,2,A: You can ___ books inside the library.,A: 도서관 안에서 책들을 찾을 수 있어.,draw,find,see,find,2,"A: There is a lamp on the desk. B: That looks nice. A: You can find stationery inside the drawer. B: Amazing, I didn't know that!","A: 책상 위에 램프가 있어. B: 멋지다. A: 서랍 안에서 문구류를 찾을 수 있어. B: 놀랍네, 몰랐어."
"장래 희망을 묻고 답하는 표현을 익힐 수 있어요.
미래의 직업에 대해 질문하고 대답할 수 있어요.",A: ___ B: I want to be a scientist.,A: 너는 무엇이 되고 싶어? B: 나는 과학자가 되고 싶어.,Who do you want to be?,What do you want to be?,How do you want to be?,What do you want to be?,2,A: What's your _____ job? B: I hope to be a teacher.,A: 너의 꿈의 직업은 무엇이니? B: 나는 선생님이 되고 싶어.,great,dream,real,dream,2,A: What do you want to be? B: I want to be an artist. A: What's your dream job? B: I hope to be a musician. A: What do you want to do when you grow up? B: I'd love to be a dancer.,A: 너는 무엇이 되고 싶어? B: 나는 예술가가 되고 싶어. A: 너의 꿈의 직업은 무엇이니? B: 나는 음악가가 되고 싶어. A: 너는 커서 무엇을 하고 싶니? B: 나는 무용수가 되고 싶어.
"상대방이 말한 주제에 대해 질문을 되묻는 표현을 사용할 수 있어요.
You can ask the same question about the topic the other person mentioned.",How ___ you?,너는 어때?,around,before,about,about,3,What ___ you? And yourself?,너는 어때? 그리고 너 자신은?,about,with,over,about,1,A: I finished my project. B: How about you? A: I haven't started mine yet. B: What about you? And yourself?,A: 나는 내 프로젝트를 마쳤어. B: 너는 어때? A: 나는 아직 시작도 안 했어. B: 너는 어때? 그리고 너 자신은?
"정중한 표현을 사용하여 도움을 요청할 수 있어요.
정중한 표현을 사용해 도움 요청에 적절히 답할 수 있어요.","Could you ___ me, please?",저를 도와주시겠어요?,attend,assist,accompany,assist,2,Would you mind ___ me out?,저를 도와주실 수 있나요?,harming,helping,ignoring,helping,2,"A: Could you guide me on this assignment, please? B: Certainly. A: Would you mind explaining the instructions further? B: Absolutely.",A: 이 과제에 대해 안내해 주실 수 있나요? B: 물론이죠. A: 설명을 좀 더 자세히 해 주실 수 있나요? B: 당연하죠.
"물건의 소유권에 대한 정보를 설명할 수 있어요.
You can construct sentences that explain information about the ownership of objects.","No, it's ___ pen.","아니야, 그건 Sarah의 펜이야.",Alex's,Sarah's,Mike's,Sarah's,2,"No, it's Alex's ___.","아니야, 그건 Alex의 펜이야.",book,pen,pencil,pen,2,"A: No, it's her notebook. B: Really? I thought it was his pen. A: No, actually it's her notebook. B: Oh, I see!","A: 아니야, 그건 그녀의 공책이야. B: 정말? 난 그게 그의 펜인 줄 알았어. A: 아니, 사실 그녀의 공책이야. B: 아, 알겠어!"
"전화 시작시 인사말 표현을 사용할 수 있어요.
You can use greeting expressions when starting a call.","Hello, this is Mia _______.","여보세요, 미아가 말씀드리고 있습니다.",talking,speaking,calling,speaking,2,"Hello, you've _______ ().","안녕하세요, 연결되었습니다.",answered,reached,returned,reached,2,"A: Hello, this is Mia speaking. B: Hi, may I speak with someone? A: Hello, you've reached the support center.","A: 여보세요, 미아가 말씀드리고 있습니다. B: 안녕하세요, 누구와 통화할 수 있을까요? A: 안녕하세요, 고객 지원 센터로 연결되었습니다."
"선물을 줄 때의 진심을 표현할 수 있어요.
Express your heartfelt message when giving a gift using expressions.",Here is ______ for you!,이것은 당신을 위한 무언가입니다!,everything,something,anything,something,2,This is a ______ for you.,이것은 당신을 위한 선물입니다.,joke,gift,snack,gift,2,"A: Here is something lovely for you! B: Wow, thank you so much! A: I have a small present for you today. B: That's really kind of you.","A: 이것은 당신을 위한 멋진 선물입니다! B: 와, 정말 고마워요! A: 오늘 당신에게 작은 선물을 준비했어요. B: 정말 친절하시네요."
"모르는 상태를 표현할 수 있어요.
I don't know와 I have no clue와 같은 표현을 사용하여 모르는 상태를 표현할 수 있어요.",I ___ know.,나는 몰라.,can't,don't,do,don't,2,I have no ___.,나는 전혀 모르겠어.,plan,clue,idea,clue,2,"A: I don't know about the answer. B: That's fine, we can ask for help. A: Honestly, I have no clue what to do. B: Let's work on it together.","A: 답이 뭔지 잘 모르겠어. B: 괜찮아, 도움을 요청할 수 있어. A: 솔직히, 무엇을 해야 할지 전혀 감이 없어. B: 함께 해결해보자."
"칭찬 표현을 이용해 상대방의 잘한 일을 인정할 수 있어요.
상대방의 노력을 칭찬하는 표현을 사용할 수 있어요.",___ job!,상대방의 잘한 일을 칭찬할 때 쓰는 표현입니다.,Bad,Good,Okay,Good,2,___ work! Great effort!,노력과 성과를 칭찬할 때 쓰는 표현입니다.,Poor,Nice,Bad,Nice,2,A: Good job on completing the project! B: Thanks a lot! A: Nice work on your presentation today. B: I appreciate your kind words.,A: 프로젝트를 완수한 거 정말 잘했어! B: 정말 고마워! A: 오늘 발표한 것도 훌륭했네. B: 네 격려에 감사해.
"헤어질 때 긍정적인 하루를 기원하는 인사 표현을 사용할 수 있어요.
You can use farewell expressions to wish someone a pleasant day.",Have a ______ day.,즐거운 하루 보내세요.,tired,pleasant,difficult,pleasant,2,See you ______!,곧 봐요!,later,soon,yesterday,soon,2,A: Have a wonderful day. B: Thank you! See you later! A: Take care!,A: 즐거운 하루 보내세요. B: 고마워요! 다음에 봐요! A: 잘 지내요!
"과거의 경험에 대해 긍정적인 소감을 나타낼 수 있어요.
have a great time 표현을 사용하여 긍정적인 추억을 전달할 수 있어요.",I ___ the event.,나는 그 행사를 즐겼어.,regretted,enjoyed,ignored,enjoyed,2,I ___ fun yesterday.,나는 어제 재미있게 놀았어.,had,lost,missed,had,1,A: I truly enjoyed the celebration. B: That sounds wonderful! A: I had an amazing time last night. B: I'm so pleased to hear that.,A: 나는 축제를 정말 즐겼어. B: 멋지게 들리네! A: 어젯밤 정말 즐거운 시간을 보냈어. B: 네 말이 기뻐.
"be wearing을 사용하여 사람의 옷차림을 묘사할 수 있어요.
You can describe someone's outfit using 'be wearing'.",She's ______ a blue dress.,그녀는 파란 드레스를 입고 있어요.,putting,wearing,carrying,wearing,2,I am ______ in a outfit.,나는 잘 차려입었어요.,arranged,dressed,decorated,dressed,2,A: She's wearing a red jacket today. B: That's a stylish look! A: I am dressed in a trendy outfit for the party. B: You look fantastic!,A: 그녀는 오늘 빨간 재킷을 입고 있어요. B: 멋진 스타일이네요! A: 나는 파티에 맞게 세련되게 입었어요. B: 정말 멋져 보여요.
"다른 사람의 기분이나 상태를 나타낼 수 있어요.
""He seems cheerful.""와 같은 표현을 사용해 기분을 표현할 수 있어요.",He seems ______.,그는 명랑해 보여.,tired,cheerful,lonely,cheerful,2,She appears ______.,그녀는 만족해 보여.,upset,content,bored,content,2,"A: He seems cheerful at the meeting. B: Yes, he is full of energy. A: She appears content with her work. B: It's clear she is satisfied.","A: 회의에서 그는 명랑해 보여. B: 그래, 에너지가 넘치네. A: 그녀는 자신의 일에 만족해 보여. B: 그녀가 만족해하는 게 분명해."
"허가 여부를 묻고 답할 수 있어요.
May I를 활용한 표현을 사용할 수 있어요.",A: ___ borrow this book? B: Sure.,A: 이 책을 빌려도 될까요? B: 물론이죠.,Can I,May I,Might I,May I,2,A: ___ use the computer? B: Certainly.,A: 컴퓨터를 사용해도 될까요? B: 물론입니다.,Can I,Should I,May I,Can I,1,A: May I borrow your pen? B: Sure. A: Can I open the door? B: Certainly.,A: 네 펜 좀 빌려도 될까요? B: 물론이죠. A: 문을 열어도 될까요? B: 물론입니다.
"감사를 전하는 표현을 사용할 수 있어요.
감사에 적절히 답하는 표현을 사용할 수 있어요.",A: ___ so much! B: You're welcome.,A: 정말 고마워! B: 천만에요.,Thank,Thank you,Thanks,Thank you,2,A: I ___ it! B: Anytime.,A: 정말 감사해! B: 언제든지.,appreciate,forget,avoid,appreciate,1,"A: Thank you so much, friend! B: No problem at all. A: I truly appreciate it! B: Anytime you need help.","A: 정말 고마워, 친구야! B: 전혀 문제 없어요. A: 진심으로 감사해! B: 필요할 때 언제든지."
"상대방을 격려하고 축하하는 표현을 사용할 수 있어요.
칭찬을 통해 긍정적인 분위기를 조성할 수 있어요.",_____ for you!,너에게 정말 좋은 일이야.,Amazing,Great,Cool,Great,2,Well ____! Way to go!,잘했어! 계속 그렇게 해.,done,started,failed,done,1,"A: Awesome for you on the project success! B: Thank you, I am thrilled. A: Nicely done! Keep pushing forward! B: That means a lot.","A: 프로젝트 성공을 축하해! B: 고마워, 정말 기뻐. A: 정말 잘했어! 계속 힘내! B: 큰 힘이 돼."
"이름의 철자를 묻고 답할 수 있어요.
Learn how to ask and answer 'How do you spell your name?'",A: How do you ___ your first name? B: J-O-H-N.,A: 너의 이름 철자를 어떻게 써요? B: J-O-H-N.,spilt,spell,spill,spell,2,A: Can you ___ your full name for me? B: ()-()-()-().,A: 내 전체 이름의 철자를 써줄래? B: A-B-C-D.,print,spell,write,spell,2,A: How do you spell your last name? B: D-A-V-I-D. A: Could you tell me the correct spelling of your name? B: D-A-V-I-D.,A: 너의 성의 철자를 어떻게 써? B: D-A-V-I-D. A: 너의 이름 철자를 정확히 알려줄래? B: D-A-V-I-D.
"이해했음을 나타내는 간단한 표현을 사용할 수 있어요.
표현 'Oh, I get it.'와 'I understand. Got it.'을 활용하여 의견을 전달할 수 있어요.","Oh, I ___ it.","오, 이해했어.",see,get,know,get,2,I ___. Got it.,난 이해했어. 알겠어.,misunderstand,understand,ignore,understand,2,"A: Oh, now I see. B: That clears things up. A: I grasp the concept. B: Excellent, let's continue.","A: 아, 이제 알겠어. B: 그럼 모든 게 명확해졌네. A: 개념을 파악했어. B: 좋아, 계속하자."
"감사에 대한 답례 표현을 사용할 수 있어요.
You can respond to thanks using polite expressions.",You're ______.,천만에요.,sorry,welcome,thanks,welcome,2,No ______. Anytime.,문제 없어요. 언제든지.,trouble,problem,time,problem,2,A: Thanks for helping me today. B: You're welcome. A: I really appreciate your support. B: No problem. Anytime.,A: 오늘 도와줘서 고마워요. B: 천만에요. A: 정말 큰 힘이 되었어요. B: 문제 없어요. 언제든지.
"사물의 외형을 주격을 활용하여 묘사할 수 있어요.
You can describe the appearance of objects using the subject case.",Those chairs are quite ____.,저 의자들은 꽤 큽니다.,small,large,round,large,2,Those books are quite ____.,저 책들은 꽤 두껍습니다.,old,light,thick,thick,3,"A: Those chairs are really elegant. B: Yes, they look impressive indeed. A: And those books are quite thick. B: I couldn't agree more.","A: 저 의자들은 정말 우아해요. B: 네, 정말 인상적이에요. A: 그리고 저 책들은 꽤 두꺼워요. B: 정말 그렇네요."
"학생들은 like를 사용하여 개인의 선호하는 활동을 표현할 수 있어요.
학생들은 좋아하는 활동을 말할 때 like를 활용하는 방법을 배워요.",B: I like ______ pictures.,B: 나는 그림을 스케치하는 것을 좋아해요.,sketching,singing,running,sketching,1,"B: Yes, I enjoy ______ pictures.","B: 네, 나는 그림을 스케치하는 것을 즐겨요.",swimming,sketching,cooking,sketching,2,"A: What activity do you prefer? B: I like painting landscapes. A: What's your favorite hobby? B: Yes, I enjoy painting landscapes.","A: 어떤 활동을 선호해요? B: 저는 풍경화 그리기를 좋아해요. A: 가장 좋아하는 취미가 뭐예요? B: 네, 저는 풍경화 그리기를 즐겨요."
"상황이나 대상에 대해 판단할 수 있어요.
의견을 표현할 때 ""That's very early.""와 같은 표현을 사용할 수 있어요.",That's _____ early.,그건 매우 이르네요.,quite,very,somewhat,very,2,That's _____ early.,그건 꽤 이르네요.,very,somewhat,quite,quite,3,"A: I caught the early train today. B: Truly, that's very early.","A: 나는 오늘 아침 일찍 기차를 탔어. B: 정말, 그건 매우 이르네요."
"긍정적인 관점에서 상대방의 의견에 반응할 수 있어요.
You can respond to others' opinions using positive expressions.",That ___ wonderful.,그것은 멋져 보여.,shows,seems,remains,seems,2,That ___ amazing.,그것은 놀랍도록 멋져 보여.,whispers,roars,looks,looks,3,"A: That seems wonderful that you solved the puzzle. B: Thank you, I put in a lot of effort. A: And that looks amazing once it’s finished. B: I really appreciate your kind words.","A: 네가 퍼즐을 풀었다니 정말 멋져 보여. B: 고마워, 정말 많은 노력을 기울였어. A: 완성되니까 정말 놀랍도록 멋져 보여. B: 따뜻한 말 해줘서 고마워."
"was를 활용해 과거에 한 일에 관한 느낌을 묻고 답할 수 있어요.
과거의 경험을 표현할 때 'was'를 활용하는 방법을 배울 수 있어요.",A: How was the trip? B: It was ____.,A: 여행은 어땠어? B: 정말 멋졌어.,terrible,awesome,normal,awesome,2,A: How was the event? B: It was _____. A: How did it go? B: It was _____.,A: 행사는 어땠어? B: 정말 신났어. A: 진행은 어땠어? B: 아주 신나게 진행됐어.,ordinary,dull,exciting,exciting,3,A: How was the concert? B: It was fantastic. A: How did the show go? B: It was unforgettable.,A: 콘서트는 어땠어? B: 정말 환상적이었어. A: 공연은 어떻게 진행됐어? B: 잊을 수 없을 만큼 멋졌어.
"장소의 위치를 설명할 수 있어요.
위치 설명 표현을 사용하여 'It's on the left side.'나 'It's next to ...' 등으로 장소를 나타낼 수 있어요.",It's on the ___ side.,이것은 왼쪽에 있어요.,right,left,center,left,2,It's ___ to the library.,그것은 도서관 옆에 있어요.,across from,next to,in front of,next to,2,A: The bookstore is on the right side. B: Really? The café is next to the bank.,A: 서점은 오른쪽에 있어요. B: 정말요? 카페는 은행 옆에 있어요.
"도움 제안 및 수락하는 표현을 배울 수 있어요.
상황에 맞는 도움 제안과 이에 대한 수락을 표현할 수 있어요.","A: ___ help you? B: Yes, I would appreciate it.","A: 내가 도와줄까요? B: 네, 정말 고마워요.",May I,Can I,Should I,Can I,2,"A: ___ assist you? B: Yes, thank you.","A: 제가 도와드릴까요? B: 네, 감사합니다.",Can I,Shall I,Will I,Shall I,2,"A: Can I offer you some help? B: Yes, I would appreciate that. A: Shall I check if you need any assistance? B: Sure, thank you!","A: 제가 도움을 드릴까요? B: 네, 정말 감사해요. A: 필요한 것이 있는지 제가 확인해볼게요. B: 그래, 고마워요!"
"특정 장소에 무엇이 있는지를 질문할 수 있어요.
There is 표현을 사용하여 특정 장소의 물건에 대해 답할 수 있어요.",There is a ____ in the garden.,정원에 그네가 있어요.,chair,swing,table,swing,2,There is a ____ in the playroom.,놀이방에 장난감이 있어요.,desk,toy,sofa,toy,2,A: What's in the balcony? B: There is a bench in the balcony. A: What's in the kitchen? B: There is a refrigerator in the kitchen.,A: 발코니에 뭐가 있어? B: 발코니에 벤치가 있어. A: 부엌에 뭐가 있어? B: 부엌에 냉장고가 있어.
"상대방의 의견에 동의하는 표현을 사용할 수 있어요.
표현을 통해 상대방의 의견에 동의할 수 있어요.",___ a great suggestion.,그것은 정말 좋은 제안이야.,This's,There is,That's,That's,3,That's an ______ idea!,그거 정말 훌륭한 아이디어야.,terrible,excellent,mediocre,excellent,2,"A: I think we should revise our plan. B: That's a brilliant suggestion! A: Maybe we can update the timeline tomorrow. B: Absolutely, that's a solid idea!","A: 우리의 계획을 수정하는 게 좋을 것 같아. B: 그거 정말 멋진 제안이야! A: 내일 일정을 업데이트하는 건 어때? B: 응, 그거 정말 확실한 생각이야!"
"because를 활용해 이유를 말할 수 있어요.
You can explain reasons using 'because'.",I like summer ___ I can enjoy swimming.,"나는 여름을 좋아하는데, 수영을 즐길 수 있어.",but,because,so,because,2,I prefer tea ___ it is calming.,차를 선호하는 이유는 마음을 진정시켜주기 때문이야.,because,if,when,because,1,A: I enjoy the rain because it helps me relax. B: That sounds soothing. A: I prefer evenings because they are quiet. B: That makes sense.,"A: 나는 비 오는 것을 좋아해, 비가 나를 편안하게 해주니까. B: 그거 정말 마음에 들어. A: 나는 저녁을 선호해, 저녁이 조용하거든. B: 이해가 돼."
"이름의 철자를 묻고 답할 수 있어요.
spell()을 사용해 이름의 철자를 물어보고 답할 수 있어요.",A: How do you ___ your name? B: S-A-R-A-H.,A: 이름의 철자를 어떻게 쓰니? B: S-A-R-A-H.,spell,speak,read,spell,1,A: Could you tell me the ___ of your first name? B: it's S-A-R-A-H.,A: 네 이름의 철자를 알려줄 수 있니? B: 그것은 S-A-R-A-H이다.,version,spelling,format,spelling,2,A: How do you spell your school? B: S-C-H-O-O-L. A: Could you tell me the spelling of your hobby? B: It's F-U-N.,A: 너의 학교 철자를 어떻게 써? B: S-C-H-O-O-L. A: 네 취미의 철자를 말해줄래? B: 그것은 F-U-N이다.
"좋아하는 활동을 표현하는 문장을 만들 수 있어요.
I enjoy solving word puzzles와 I like to explore () activities를 사용할 수 있어요.",I enjoy ____ word puzzles.,나는 단어 퍼즐 푸는 것을 즐깁니다.,playing,solving,eating,solving,2,I like to explore ____ activities.,나는 다양한 활동을 탐험하는 것을 좋아해요.,boring,various,limited,various,2,A: I enjoy solving math puzzles. B: That sounds challenging. A: I like to explore various sports. B: That is really exciting.,A: 나는 수학 퍼즐 푸는 것을 즐겨요. B: 흥미롭겠네요. A: 나는 다양한 스포츠를 탐험하는 걸 좋아해요. B: 정말 신나 보입니다.
"감사에 대한 응답 표현을 활용할 수 있어요.
적절한 답변으로 감사의 말에 응답할 수 있어요.","___, no worries!","물론이야, 걱정하지 마!",Okay,Sure,Yes,Sure,2,___! It's my pleasure!,천만에요! 제 기쁨입니다!,You're welcome,No problem,My pleasure,You're welcome,1,"A: Absolutely, don't worry about it! B: Thank you so much! A: You're most welcome! It's truly a joy to help. B: That really brightened my day.","A: 정말이야, 걱정하지 마! B: 정말 고마워! A: 천만에요! 도움을 줄 수 있어서 기뻐요. B: 그 말 들으니 마음이 따뜻해져."
"확인 요청 및 응답을 연습할 수 있어요.
요청 및 응답에서 핵심 표현인 'certain'과 'sure'를 익힐 수 있어요.","A: Are you _______? B: Yes, I am.","A: 확실해? B: 응, 확실해.",excited,certain,confused,certain,2,"A: Are you ___ about this? B: Yes, I am.","A: 이거에 대해 확실해? B: 응, 확실해.",definite,sure,certain,sure,2,"A: Are you certain about finishing the homework? B: Yes, I am. A: Are you sure that it's correct? B: No, I'm not.","A: 숙제를 끝내는 것에 대해 확실해? B: 응, 확실해. A: 정말 올바른지 확신해? B: 아니, 그렇지 않아."
"사람이 어디에 있는지 묻고 답하는 표현을 사용할 수 있어요.
Using Where's () to ask and answer where someone is.",A: ___ Mom? B: She's in the kitchen.,엄마가 어디에 있는지 묻고 부엌에 있다는 답을 하는 표현입니다.,Who's,Where's,How's,Where's,2,A: Can you ___ the keys? B: They're in the bag.,내 열쇠를 찾을 수 있니? 가방 안에 있어.,get,find,seek,find,2,A: Where's Dad? B: He's in the study. A: Can you find his glasses? B: They're on the desk.,A: 아빠가 어디 계세요? B: 서재에 계세요. A: 아빠의 안경을 찾을 수 있니? B: 책상 위에 있어요.
"자신이 하고 싶거나 하고 싶지 않은 활동을 표현할 수 있어요.
Express activities you want or don't want to do using 'want to'.",I want to ___ with toys.,나는 장난감들과 놀고 싶어.,sleep,play,read,play,2,I don't want to ___ today.,오늘은 놀고 싶지 않아.,study,play,dance,play,2,A: I want to play with balls. B: That sounds exciting! A: I don't want to play today. B: Maybe we can try later.,A: 나는 공들과 놀고 싶어. B: 신나는 것 같아! A: 오늘은 놀고 싶지 않아. B: 다음에 하자.
"be와 과거 표현을 활용하여 지나간 일을 묻고 답할 수 있어요.
과거의 행동에 대해 질문하고 대답하는 영어 표현을 익힐 수 있어요.",I ___ a picture at the park.,나는 공원에서 그림을 그렸어.,played,painted,cooked,painted,2,I ___ and enjoyed myself.,나는 휴식을 취하며 즐거운 시간을 보냈어.,jumped,relaxed,laughed,relaxed,2,A: What did you do last weekend? B: I traveled to a new city. A: How did you spend your time yesterday? B: I strolled in the park and enjoyed the weather.,A: 지난 주말에 뭐 했어? B: 새로운 도시로 여행 갔어. A: 어제는 어떻게 보냈어? B: 공원을 산책하며 날씨를 즐겼어.
"특정 시각을 제안하는 표현을 사용할 수 있어요.
You can use 'How about ()?' to propose a specific time.",How about ___ at 3 o'clock?,3시에 만나는 건 어때?,walking,meeting,eating,meeting,2,Would you like to meet at ___ o'clock?,몇 시에 만날래?,5,3,7,3,2,A: How about meeting at 4 o'clock? B: That sounds great! A: Would you like to meet at 4 o'clock? B: That works for me!,A: 4시에 만나는 건 어때? B: 아주 좋아! A: 4시에 만날래? B: 좋네!
"상대방의 필요를 파악하고 적절한 도움을 제공할 수 있어요.
도움 요청과 상태 표현을 사용하여 상대방의 상황을 이해하고 응답할 수 있어요.","A: May I ___ you? B: Yes, please. I’m browsing for a book.","A: 제가 ___ 드릴까요? B: 네, 부탁드립니다. 책을 둘러보고 있어요.",assist,help,serve,help,2,"A: Can I ___ you with your purchase? B: Yes, thank you!","A: 구매하신 물건에 대해 ___ 드릴까요? B: 네, 감사합니다.",assist,help,support,assist,1,"A: May I help you? B: Yes, please. I’m looking for a mystery novel. A: Can I assist you with finding one? B: That would be wonderful; thank you!","A: 제가 도와드릴까요? B: 네, 부탁드립니다. 미스터리 소설을 찾고 있어요. A: 하나 찾는 것을 도와드릴까요? B: 정말 고마워요!"
"상대방에게 한 번 더 말해달라고 요청하는 표현을 사용할 수 있어요.
반복해서 말해달라는 요청을 다양한 방식으로 할 수 있어요.",Could you say that ___?,한 번 더 말해 줄 수 있을까요?,in a minute,one more time,right now,one more time,2,Can you ___ that for me?,그것을 나를 위해 반복해 주세요.,ignore,repeat,remember,repeat,2,"A: Could you say that once again? I missed your explanation. B: Sure, I'll speak more clearly this time. A: Can you repeat that for me? I want to make sure I understood.","A: 한 번 더 말씀해 주실래요? 설명을 놓쳤어요. B: 네, 이번에는 더 명확하게 말할게요. A: 제발 그것을 반복해 주실 수 있나요? 제대로 이해하고 싶은데요."
"의상을 묘사할 때 적절한 착용 표현을 사용할 수 있어요.
Be able to describe outfits by using appropriate wearing expressions.",She’s wearing a ___ scarf and blue shoes.,그녀는 빨간 스카프와 파란 구두를 신고 있다.,green,red,blue,red,2,They are wearing a red scarf and ___.,그들은 빨간 스카프와 파란 구두를 신고 있다.,green hat,blue shoes,black boots,blue shoes,2,"A: She’s wearing a yellow jacket and white sneakers. B: Wow, that outfit looks amazing! A: They are wearing a yellow jacket and white sneakers. B: The colors really suit each other.","A: 그녀는 노란 재킷과 흰 스니커즈를 신고 있어. B: 와, 그 복장이 정말 멋지다! A: 그들은 노란 재킷과 흰 스니커즈를 신고 있어. B: 색깔이 정말 잘 어울려."
"직업의 특성을 묘사하는 표현을 사용할 수 있어요.
He performs () well 등을 활용해 직업의 특징을 설명할 수 있어요.",She ____ beautiful pictures.,그녀는 아름다운 그림을 그린다.,builds,paints,draws,paints,2,He is an ____ author.,그는 재능 있는 작가야.,careless,talented,quiet,talented,2,A: She paints vivid landscapes. B: She is a creative artist. A: They design and build innovative models. B: They are skilled engineers.,A: 그녀는 생생한 풍경화를 그려. B: 그녀는 창의적인 예술가야. A: 그들은 혁신적인 모형을 설계하고 만들어. B: 그들은 숙련된 엔지니어들이야.
"하루의 시간대에 맞는 인사말을 사용할 수 있어요.
You can greet appropriately depending on the time of day.",A: ___ evening!,A: 좋은 저녁입니다!,Happy,Good,Bad,Good,2,A: ___ morning!,A: 좋은 아침입니다!,Bad,Good,Happy,Good,2,A: Good evening! B: Did you have a relaxing day? A: Good morning! B: I hope your afternoon goes smoothly.,A: 좋은 저녁입니다! B: 편안한 하루 보내셨나요? A: 좋은 아침입니다! B: 오후도 순조롭게 진행되길 바랍니다.
"제안에 답하는 표현을 익힐 수 있어요.
You can reply to proposals using these expressions.","A: Sorry, but I ___.","미안하지만, 나는 금요일에 체육관에 가.",cook dinner on Fridays,go to the gym on Fridays,work late on Fridays,go to the gym on Fridays,2,"A: I’d love to, but I have ___.","하고 싶지만, 약속이 있어.",homework,plans,a break,plans,2,"A: Sorry, but I work on Saturdays. B: Oh, that's too bad. A: I’d love to, but I already have plans. B: Maybe next time.","A: 미안하지만, 나는 토요일에 일해. B: 아, 그럼 아쉽네. A: 하고 싶지만, 이미 약속이 있어. B: 다음에 하자."
"권유하는 표현을 사용할 수 있어요.
Go ahead와 Feel free 표현을 익힐 수 있어요.",A: ___ ahead.,A: 진행해.,Run,Go,Stop,Go,2,A: ___ free.,A: 마음껏 하세요.,Sleep,Feel,Rise,Feel,2,"A: Go ahead and open your textbooks. B: Alright, I'll grab mine. A: Feel free to ask any questions. B: Will do, thank you!","A: 교과서를 열어봐. B: 알겠어, 내 교과서도 가져올게. A: 질문 있으면 마음껏 물어봐. B: 그래, 고마워!"
"수정하는 표현으로 'No, it’s __.'을 익힐 수 있어요.
상황에 맞게 'Actually, it’s __.' 표현을 사용할 수 있어요.","A: No, it’s Hana’s ______.","아니, 그거는 하나의 공책이야.",tablet,notebook,pen,notebook,2,"A: Actually, it’s ______.","사실, 이건 하나의 공책이야.",pen,notebook,binder,notebook,2,"A: No, it’s my pencil case. B: Oh, I thought it was your backpack. A: Actually, it’s my pencil case. B: My mistake!","A: 아니, 이건 내 필통이야. B: 아, 네가 가방인 줄 알았어. A: 사실, 이건 내 필통이야. B: 내 실수야!"
"음식 설명을 요청하는 표현을 익힐 수 있어요.
‘What’s Kimchi?’와 같은 표현으로 음식에 대해 질문하고 답할 수 있어요.",A: ___ Kimchi? B: It’s a spicy Korean dish.,A: ___ Kimchi? B: 매운 한국 음식이야.,How's,What’s,Where's,What’s,2,A: Can you tell me what ___ is? B: It’s a type of Korean dish.,A: ___가 무엇인지 알려줄 수 있어요? B: 그것은 한 종류의 한국 요리예요.,burger,kimchi,pasta,kimchi,2,A: What’s Bibimbap? B: It’s a savory Korean rice dish. A: Can you tell me what Bibimbap is? B: It’s a type of mixed rice dish.,A: 비빔밥이 뭐야? B: 감칠맛 나는 한국식 밥 요리야. A: 비빔밥이 무엇인지 알려줄 수 있어? B: 혼합된 밥 요리의 한 종류야.
"Have a good time 표현으로 인사하고 응답하는 방법을 배워요.
상대방에게 좋은 시간을 기원하고 답하는 표현을 익혀요.",A: ______ B: Thanks! You too.,A: 좋은 여행 되세요. B: 감사합니다! 당신도요.,Have a safe flight.,Have a great trip.,Enjoy your trip.,Have a great trip.,2,A: Enjoy your day! B: Thank you! A: ______ B: I will!,A: 좋은 하루 보내! B: 고마워! A: ()에서 즐거운 시간 보내! B: 그럴게!,Have fun at ()!,Have a fun day.,Enjoy your trip.,Have fun at ()!,1,A: Have a safe holiday. B: Thanks! You too. A: Enjoy your time at the beach! B: I will!,"A: 안전한 휴가 보내. B: 고마워, 너도. A: 해변에서 즐거운 시간 보내! B: 그럴게!"
