제목,출판사,교육과정,Lesson,Title,Goal,Functions (의사소통기능),Structures (언어 형식),Functions Material 1,Functions Material 2,
영어,YBM(박),2015,6,Traveling for Volunteer Work,N/A,"• 의도 표현하기
I’m thinking of volunteering to do educational work.
• 도덕적 의무 표현하기
You should volunteer with a good heart.","• 과거완료
I was nervous because I had never traveled alone before.

• 명사를 수식하는 분사구
We had ceviche, a dish of fish soaked in lime juice.","[DESCRIPTION]
be thinking of ()를 활용해 의도를 표현하기.

[KEY_EXPRESSION]
A: What are your plans for summer vacation?
B: I’m thinking of volunteering to do educational work.

[KEY_EXPRESSION_KOR]
A: 여름 방학에 무슨 계획 있어?
B: 나는 교육 봉사를 할까 생각 중이야.

[SUB_EXPRESSION]
A: I’m thinking of () next month.
B: That sounds great!

A: Are you thinking of ()?
B: Yes, I might do that.","[DESCRIPTION]
should ()를 활용해 도덕적 의무를 표현하기.

[KEY_EXPRESSION]
A: I want to help others.
B: You should volunteer with a good heart.

[KEY_EXPRESSION_KOR]
A: 나는 다른 사람들을 돕고 싶어.
B: 너는 좋은 마음으로 자원봉사를 해야 해.

[SUB_EXPRESSION]
A: You should () if you can.
B: I agree.

A: People should ().
B: That’s true.",
영어,YBM(박),2015,7,Bringing Creativity into Our Lives,N/A,"• 불만족 표현하기
I’m not satisfied with them.
• 제안하기
Why don’t we cover the edges with tape?","• 의문절을 이끄는 접속사 whether
He wondered whether he could do anything to help his grandfather.

• 계속적 용법의 관계대명사 which
To lions, a moving torch could only mean that a person was holding it, which would stop them from approaching the stable.","[DESCRIPTION]
be not satisfied with ()를 활용해 불만족을 표현하기.

[KEY_EXPRESSION]
A: How do you feel about these shoes?
B: I’m not satisfied with them.

[KEY_EXPRESSION_KOR]
A: 이 신발들 어때?
B: 나는 만족스럽지 않아.

[SUB_EXPRESSION]
A: I’m not happy with ().
B: Me neither.

A: I don’t like ().
B: I feel the same way.","[DESCRIPTION]
Why don’t we ()?를 활용해 제안하기.

[KEY_EXPRESSION]
A: The corners of the table are sharp.
B: Why don’t we cover the edges with tape?

[KEY_EXPRESSION_KOR]
A: 테이블 모서리가 날카로워.
B: 모서리를 테이프로 덮는 게 어때?

[SUB_EXPRESSION]
A: Why don’t we () together?
B: That sounds like a good idea!

A: How about ()?
B: Let’s do that!",
영어,YBM(박),2015,8,"Green Life, Green Earth",N/A,"• 걱정 표현하기
I’m worried that we waste electricity at home.
• 강조하기
It is important to wear warm clothing instead of using heaters.","• 가주어 it, 진주어 to부정사
It was not easy for me to get electricity from sunlight.

• 가정법 과거
If it were not for electricity, we would have to live like primitive people.","[DESCRIPTION]
be worried that ()를 활용해 걱정을 표현하기.

[KEY_EXPRESSION]
A: I think we use too much electricity.
B: I’m worried that we waste electricity at home.

[KEY_EXPRESSION_KOR]
A: 우리 전기를 너무 많이 쓰는 것 같아.
B: 나는 우리가 집에서 전기를 낭비하는 게 걱정돼.

[SUB_EXPRESSION]
A: I’m worried that ().
B: Me too.

A: I feel anxious about ().
B: I understand.","[DESCRIPTION]
It is important to ()를 활용해 강조하기.

[KEY_EXPRESSION]
A: It’s really cold today.
B: It is important to wear warm clothing instead of using heaters.

[KEY_EXPRESSION_KOR]
A: 오늘 진짜 춥다.
B: 난방기 대신 따뜻한 옷을 입는 게 중요해.

[SUB_EXPRESSION]
A: It’s important to () for safety.
B: That’s true.

A: We should focus on ().
B: I agree.",
영어,YBM(박),2015,9,What Makes Sports More Exciting,N/A,"• 알고 있는지 묻기
Do you know what the most popular sport in India is?
• 놀람 표현하기
That’s surprising!","• It is[was] ~ that 강조
It was a new training suit that changed the team.

• as if 가정법
The soccer fans in the theater felt as if they were part of the game.","[DESCRIPTION]
Do you know ()?를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Do you know what the most popular sport in India is?
B: Yes, it’s cricket!

[KEY_EXPRESSION_KOR]
A: 인도에서 가장 인기 있는 스포츠가 뭔지 알아?
B: 응, 크리켓이야!

[SUB_EXPRESSION]
A: Do you know about ()?
B: No, tell me!

A: Have you heard of ()?
B: Yes, I have!","[DESCRIPTION]
다양한 표현을 활용해 놀람을 표현하기.

[KEY_EXPRESSION]
A: Did you know that she climbed Mount Everest?
B: That’s surprising!

[KEY_EXPRESSION_KOR]
A: 그녀가 에베레스트를 올랐다는 거 알고 있었어?
B: 와, 놀랍다!

[SUB_EXPRESSION]
A: I can’t believe ().
B: Me neither!

A: That’s amazing!
B: I know, right?",
영어,YBM(박),2015,10,Feel What Others Feel,N/A,"• 유감 표현하기
I’m sorry to hear that.
• 가능성 정도 표현하기
It will probably solve the problem.","• 지각동사의 목적격 보어
We see our friends laughing.

• 복합관계대명사
We may want to do whatever we can to help the person.","[DESCRIPTION]
다양한 표현을 활용해 유감을 표현하기.

[KEY_EXPRESSION]
A: My pet is sick.
B: I’m sorry to hear that.

[KEY_EXPRESSION_KOR]
A: 내 반려동물이 아파.
B: 안됐다, 걱정되겠다.

[SUB_EXPRESSION]
A: That’s too bad.
B: Yeah, I feel really sad.

A: I feel sorry about ().
B: Thanks, I appreciate it.","[DESCRIPTION]
will probably ()를 활용해 가능성을 표현하기.

[KEY_EXPRESSION]
A: Will this solution work?
B: It will probably solve the problem.

[KEY_EXPRESSION_KOR]
A: 이 해결책이 효과가 있을까?
B: 아마 문제를 해결할 거야.

[SUB_EXPRESSION]
A: It will probably ().
B: I think so too.

A: There’s a high chance that ().
B: Let’s hope for the best!",
영어,YBM(한),2015,1,"A Fresh New
 Start",N/A,"• 희망․기대 표현하기 
  I'm looking forward to the sports day.
 • 관심 표현하기 
  I’m interested in drawing cartoons.","• It is[was] ... that 강조 
It is hard work that makes things happen and creates change.

• 시간․조건의 부사절에서의 시제
It will happen to you when you become successful.","[DESCRIPTION]
be looking forward to ()를 활용해 희망이나 기대를 표현하기.

[KEY_EXPRESSION]
A: Are you excited about next week?
B: I’m looking forward to the sports day.

[KEY_EXPRESSION_KOR]
A: 다음 주 기대돼?
B: 나는 운동회가 기대돼.

[SUB_EXPRESSION]
A: I’m looking forward to ().
B: Me too!

A: Are you looking forward to ()?
B: Yes, I can’t wait!","[DESCRIPTION]
be interested in ()를 활용해 관심을 표현하기.

[KEY_EXPRESSION]
A: What do you enjoy doing?
B: I’m interested in drawing cartoons.

[KEY_EXPRESSION_KOR]
A: 너는 뭐 하는 걸 좋아해?
B: 나는 만화 그리는 것에 관심이 있어.

[SUB_EXPRESSION]
A: Are you interested in ()?
B: Yes, I enjoy it a lot!

A: I’m interested in () because it’s fun.
B: That sounds great!",
영어,YBM(한),2015,2,"Working
 Together",N/A,"• 가능성 정도 표현하기 
  Do you think (that) animals can predict an earthquake?
 • 확실성 정도 표현하기 
  I’m sure that we will achieve the goals.","• 지각동사+목적어+분사
Have you ever observed ants marching in and out of their nest?

• 조동사+have p.p.
If so, it may have reminded you of a highway packed with cars.","[DESCRIPTION]
Do you think (that) ()?를 활용해 가능성을 표현하기.

[KEY_EXPRESSION]
A: Do you think animals can predict an earthquake?
B: I’m not sure, but some people believe so.

[KEY_EXPRESSION_KOR]
A: 동물들이 지진을 예측할 수 있다고 생각해?
B: 잘 모르겠지만, 몇몇 사람들은 그렇게 믿어.

[SUB_EXPRESSION]
A: Do you think (that) () will happen?
B: Maybe.

A: Is it possible that ()?
B: I think so.","[DESCRIPTION]
be sure that ()를 활용해 확신을 표현하기.

[KEY_EXPRESSION]
A: Do you think we will succeed?
B: I’m sure that we will achieve the goals.

[KEY_EXPRESSION_KOR]
A: 우리가 성공할 거라고 생각해?
B: 나는 우리가 목표를 이룰 거라고 확신해.

[SUB_EXPRESSION]
A: I’m sure that ().
B: I believe so too.

A: I have no doubt that ().
B: That’s a great mindset.",
영어,YBM(한),2015,3,"Eat Right,
 Be Healthy",N/A,"• 선호 표현하기 
  I prefer water to soda.
 • 충고하기 
  Why don't you stretch from time to
 time?","• 주어와 동사의 수 일치
The acid in sodas interacts with stomach acid, slowing digestion and blocking nutrient absorption.

• 생략
Every year, Americans consume 170 liters of soda per person, and the British (consume) 100 liters (of soda per person).","[DESCRIPTION]
prefer A to B를 활용해 선호를 표현하기.

[KEY_EXPRESSION]
A: Do you like soda?
B: I prefer water to soda.

[KEY_EXPRESSION_KOR]
A: 너는 탄산음료 좋아해?
B: 나는 탄산음료보다 물을 더 좋아해.

[SUB_EXPRESSION]
A: I prefer () to ().
B: That’s a healthy choice!

A: I’d rather () than ().
B: I understand why.","[DESCRIPTION]
Why don’t you ()?를 활용해 충고하기.

[KEY_EXPRESSION]
A: My shoulders hurt from sitting too long.
B: Why don’t you stretch from time to time?

[KEY_EXPRESSION_KOR]
A: 너무 오래 앉아 있어서 어깨가 아파.
B: 가끔씩 스트레칭하는 게 어때?

[SUB_EXPRESSION]
A: Why don’t you ()?
B: That’s a good idea.

A: You should try ().
B: I’ll give it a shot.",
영어,YBM(한),2015,4,"Invention for
 the Rainforests",N/A,"• 궁금증 표현하기 
  I wonder what I can make with it.
 • 제안하기 
  Why don’t we use eco-friendly bags?","• 의문사가 없는 의문문의 간접화법
People contacted White and asked if they could use the device.

• 목적의 접속사 so that 
He attached a sensitive microphone to the cell phone so that it could detect chainsaw noise.","[DESCRIPTION]
I wonder ()를 활용해 궁금증을 표현하기.

[KEY_EXPRESSION]
A: What can I make with this?
B: I wonder what I can make with it.

[KEY_EXPRESSION_KOR]
A: 이걸로 뭘 만들 수 있을까?
B: 나는 이걸로 뭘 만들 수 있을지 궁금해.

[SUB_EXPRESSION]
A: I wonder how ().
B: That’s interesting!

A: I want to know more about ().
B: Me too!","[DESCRIPTION]
Why don’t we ()?를 활용해 제안하기.

[KEY_EXPRESSION]
A: We need to reduce plastic waste.
B: Why don’t we use eco-friendly bags?

[KEY_EXPRESSION_KOR]
A: 우리는 플라스틱 쓰레기를 줄여야 해.
B: 친환경 가방을 사용하는 게 어때?

[SUB_EXPRESSION]
A: Why don’t we () together?
B: That’s a great idea!

A: How about ()?
B: Let’s do it!",
영어,YBM(한),2015,5,"How to Win
 Over Someone's
 Mind",N/A,"• 강조하기 
  It’s important not to be stressed out.
 • 의견 표현하기 
  I think it’s because she's a good listener.","• 관계대명사 what
It is because of what psychologists refer to as “cognitive dissonance.”

• 분사구문
Feeling anxious and unhappy, he had to find a way to resolve his feelings.","[DESCRIPTION]
It’s important to ()를 활용해 강조하기.

[KEY_EXPRESSION]
A: You look tired these days.
B: It’s important not to be stressed out.

[KEY_EXPRESSION_KOR]
A: 요즘 피곤해 보여.
B: 스트레스받지 않는 게 중요해.

[SUB_EXPRESSION]
A: It’s important to ().
B: I totally agree.

A: We should remember that ().
B: That’s true.","[DESCRIPTION]
I think ()를 활용해 의견을 표현하기.

[KEY_EXPRESSION]
A: Why do people like talking to her?
B: I think it’s because she's a good listener.

[KEY_EXPRESSION_KOR]
A: 사람들이 왜 그녀와 이야기하는 걸 좋아할까?
B: 내 생각엔 그녀가 경청을 잘하기 때문이야.

[SUB_EXPRESSION]
A: I think () is the reason.
B: That makes sense.

A: In my opinion, ().
B: I see what you mean.",
영어,YBM(한),2015,6,"The Most
 Efficient Job in
 the World",N/A,"• 알고 있는지 묻기 
  Have you heard about the honey
 hunters in Nepal?
 • 의도 표현하기 
  I’m planning to go to Agra and see the Taj Mahal.","• 수동태 
In India, many traditions are being challenged as a result of globalization.

• to부정사의 의미상의 주어
It would be difficult for them to carry their own dabba.","[DESCRIPTION]
Have you heard about ()?를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Have you heard about the honey hunters in Nepal?
B: No, what is it about?

[KEY_EXPRESSION_KOR]
A: 네팔의 꿀 사냥꾼들에 대해 들어본 적 있어?
B: 아니, 그게 뭐야?

[SUB_EXPRESSION]
A: Have you heard about ()?
B: Yes, I have!

A: Do you know anything about ()?
B: No, tell me more!","[DESCRIPTION]
be planning to ()를 활용해 계획을 표현하기.

[KEY_EXPRESSION]
A: Do you have any travel plans?
B: I’m planning to go to Agra and see the Taj Mahal.

[KEY_EXPRESSION_KOR]
A: 여행 계획 있어?
B: 나는 아그라에 가서 타지마할을 볼 계획이야.

[SUB_EXPRESSION]
A: I’m planning to () next year.
B: That sounds exciting!

A: Are you planning to ()?
B: Yes, I’m really looking forward to it.",
영어,YBM(한),2015,7,"Amazing
 Architecture",N/A,"• 생각나는 것 묻기 
  What comes to mind when you
 think of New York City?
 • 상세 설명 요청하기 
  What else do you know (about it)?","• 관계부사 when, where
There are curved terraces where visitors can enjoy wonderful views of Barcelona.

• that 절이 목적어인 문장의 수동태 
It is expected that the church will be completed sometime in 2026.","[DESCRIPTION]
What comes to mind when you think of ()?를 활용해 떠오르는 것 묻기.

[KEY_EXPRESSION]
A: What comes to mind when you think of New York City?
B: I think of the Statue of Liberty.

[KEY_EXPRESSION_KOR]
A: 뉴욕 하면 뭐가 떠올라?
B: 자유의 여신상이 떠올라.

[SUB_EXPRESSION]
A: What do you think of when you hear ()?
B: I imagine ().

A: What first comes to mind when you think of ()?
B: Probably ().","[DESCRIPTION]
What else do you know about ()?를 활용해 상세한 설명 요청하기.

[KEY_EXPRESSION]
A: This place is famous for its food.
B: What else do you know about it?

[KEY_EXPRESSION_KOR]
A: 이곳은 음식으로 유명해.
B: 그 밖에 또 뭐 알아?

[SUB_EXPRESSION]
A: What more can you tell me about ()?
B: Well, ().

A: Do you know any other facts about ()?
B: Yes, actually ().",
영어,YBM(한),2015,8," Living with
 Robots",N/A,"• 놀람 표현하기 
  I can’t believe it.
 • 동의나 이의 여부 묻기 
  Don’t you agree?","• 전치사+관계대명사
On the fifth task, for which it had to use a drill to cut through a wall, HUBO failed on its first attempt.

• 목적격 보어로 쓰인 to부정사
This awkward move caused them to lose their balance.","[DESCRIPTION]
다양한 표현을 활용해 놀람을 표현하기.

[KEY_EXPRESSION]
A: They finished the project in one day!
B: I can’t believe it.

[KEY_EXPRESSION_KOR]
A: 그들이 하루 만에 프로젝트를 끝냈어!
B: 믿을 수가 없어.

[SUB_EXPRESSION]
A: That’s unbelievable!
B: I know, right?

A: No way!
B: It’s true!","[PATTERN] 동의나 이의 여부 묻기
[DESCRIPTION]
Don’t you agree?를 활용해 동의 여부 묻기.

[KEY_EXPRESSION]
A: This is the best book I’ve ever read.
B: Don’t you agree?

[KEY_EXPRESSION_KOR]
A: 이건 내가 읽어본 책 중 최고야.
B: 너도 그렇게 생각하지 않아?

[SUB_EXPRESSION]
A: Don’t you think ()?
B: Yes, I do.

A: Would you agree that ()?
B: Absolutely.",
영어Ⅰ,YBM(박),2015,1,"Healthy Living, Happy Life",N/A,"• 충고하기
You should do your homework.
• 걱정 표현하기
I’m worried about my health.","• 관계대명사 that
It is a normal reaction that almost everyone experiences.

• 대동사 do
Many teens also suffer from a high level of stress, often without even knowing that they do.","[DESCRIPTION]
should ()를 활용해 충고하기.

[KEY_EXPRESSION]
A: I don’t feel like doing my homework.
B: You should do your homework.

[KEY_EXPRESSION_KOR]
A: 숙제하고 싶은 기분이 아니야.
B: 너는 숙제를 해야 해.

[SUB_EXPRESSION]
A: You should () to improve.
B: That’s true.

A: You’d better ().
B: I’ll think about it.","[DESCRIPTION]
be worried about ()를 활용해 걱정을 표현하기.

[KEY_EXPRESSION]
A: Are you okay?
B: I’m worried about my health.

[KEY_EXPRESSION_KOR]
A: 너 괜찮아?
B: 나는 내 건강이 걱정돼.

[SUB_EXPRESSION]
A: I’m worried about ().
B: I understand.

A: I feel anxious about ().
B: I hope things get better.",
영어Ⅰ,YBM(박),2015,2,Origins of Everyday Things,N/A,"• 궁금증 표현하기
I wonder where chess was first played.
• 주제 바꾸기
By the way, do you know the rules of chess?","• 비교급 less ~ than
Potatoes were at first less favored than sweet potatoes by Europeans.

• 분사구문 (being 생략)
Imported from South India and nearby islands, black pepper was an expensive spice.","[DESCRIPTION]
I wonder ()를 활용해 궁금증을 표현하기.

[KEY_EXPRESSION]
A: Chess is a very old game.
B: I wonder where chess was first played.

[KEY_EXPRESSION_KOR]
A: 체스는 아주 오래된 게임이야.
B: 나는 체스가 처음 어디서 시작되었는지 궁금해.

[SUB_EXPRESSION]
A: I wonder why ().
B: That’s a good question.

A: I’d like to know more about ().
B: Let’s look it up!","[DESCRIPTION]
By the way, ()?를 활용해 자연스럽게 주제 바꾸기.

[KEY_EXPRESSION]
A: Chess is a very strategic game.
B: By the way, do you know the rules of chess?

[KEY_EXPRESSION_KOR]
A: 체스는 전략적인 게임이야.
B: 그런데 체스 규칙을 알고 있어?

[SUB_EXPRESSION]
A: By the way, have you heard about ()?
B: No, tell me!

A: Speaking of (), do you know ()?
B: Yes, I do.",
영어Ⅰ,YBM(박),2015,3,Advertising in Your Life,N/A,"• 동의나 이의 여부 묻기
Don’t you agree?
• 부정적 생각의 이유 묻기
What’s the matter?","• 전치사 + 관계대명사
In a TV drama, there was a scene in which a blind girl applied lipstick on her own.

• 부정어 도치
Never can traditional funding support the increased cost.","[DESCRIPTION]
Don’t you agree?를 활용해 동의 여부 묻기.

[KEY_EXPRESSION]
A: This place is so beautiful.
B: Don’t you agree?

[KEY_EXPRESSION_KOR]
A: 이곳 정말 아름답지 않아?
B: 너도 그렇게 생각하지 않아?

[SUB_EXPRESSION]
A: Don’t you think ()?
B: Yes, I do.

A: Would you agree that ()?
B: Absolutely.","[DESCRIPTION]
What’s the matter?를 활용해 부정적 감정의 이유 묻기.

[KEY_EXPRESSION]
A: You look upset.
B: What’s the matter?

[KEY_EXPRESSION_KOR]
A: 너 기분 안 좋아 보여.
B: 무슨 일 있어?

[SUB_EXPRESSION]
A: What’s wrong?
B: I’m just feeling down.

A: Is something bothering you?
B: Yeah, kind of.",
영어Ⅰ,YBM(박),2015,4,Becoming Active as Consumers and Sellers,N/A,"• 알고 있음 표현하기
I heard that group buying is popular nowadays.
• 의견 묻기
What do you think about it?","• 강조구문 what
What they started was a whole new business model providing a platform for the sharing economy.

• 가정법 과거 (Without ~ / But for ~)
But for the sharing service, one more car would be made only to stay still in her garage most of the time.","[DESCRIPTION]
I heard that ()를 활용해 알고 있는 정보를 표현하기.

[KEY_EXPRESSION]
A: Have you heard about online shopping trends?
B: I heard that group buying is popular nowadays.

[KEY_EXPRESSION_KOR]
A: 온라인 쇼핑 트렌드에 대해 들어봤어?
B: 나는 요즘 공동구매가 인기라고 들었어.

[SUB_EXPRESSION]
A: I heard that ().
B: That’s interesting.

A: I read that ().
B: Really? That’s cool.","[DESCRIPTION]
What do you think about ()?를 활용해 의견 묻기.

[KEY_EXPRESSION]
A: Group buying is getting more common.
B: What do you think about it?

[KEY_EXPRESSION_KOR]
A: 공동구매가 점점 더 흔해지고 있어.
B: 그거에 대해 어떻게 생각해?

[SUB_EXPRESSION]
A: What’s your opinion on ()?
B: I think it’s great.

A: How do you feel about ()?
B: I’m not sure.",
영어Ⅰ,YBM(박),2015,5,Cultures Around the World,N/A,"• 관심 묻기
Do you have an interest in traditional Korean culture?
• 진술하기
It’s a kind of Korean folk song with various verses.","• 관계부사 why
This is why namsadangnori is considered a fun and comprehensive form of entertainment.

• 완료부정사
The local gypsy cultures are known to have played a great role in developing the performing art.","[DESCRIPTION]
Do you have an interest in ()?를 활용해 관심 여부 묻기.

[KEY_EXPRESSION]
A: Do you have an interest in traditional Korean culture?
B: Yes, I love learning about it.

[KEY_EXPRESSION_KOR]
A: 너는 전통 한국 문화에 관심이 있어?
B: 응, 배우는 걸 좋아해.

[SUB_EXPRESSION]
A: Are you interested in ()?
B: Yes, I am!

A: Do you like learning about ()?
B: A little bit.","[DESCRIPTION]
It’s a kind of ()를 활용해 설명하기.

[KEY_EXPRESSION]
A: What is Arirang?
B: It’s a kind of Korean folk song with various verses.

[KEY_EXPRESSION_KOR]
A: 아리랑이 뭐야?
B: 다양한 가사가 있는 한국 전통 민요야.

[SUB_EXPRESSION]
A: It’s a type of ().
B: I see.

A: It belongs to the category of ().
B: That sounds interesting.",
영어Ⅰ,YBM(박),2015,6,The Future of Space Exploration,N/A,"• 가능성 묻기
Is it likely that we can look at Earth from there?
• 바람, 소원 표현하기
I wish I could explore the moon.","• 분사구문 with + 명사 + -ing
With many countries participating in those projects, scientists are making progress.

• 현재완료 수동태
We have much more to learn about Mars, although much has already been discovered.","[DESCRIPTION]
Is it likely that ()?를 활용해 가능성을 묻기.

[KEY_EXPRESSION]
A: Will we ever see Earth from another planet?
B: Is it likely that we can look at Earth from there?

[KEY_EXPRESSION_KOR]
A: 우리가 다른 행성에서 지구를 볼 수 있을까?
B: 우리가 거기서 지구를 볼 가능성이 있을까?

[SUB_EXPRESSION]
A: Do you think it’s likely that ()?
B: Maybe.

A: What are the chances that ()?
B: Hard to say.","[DESCRIPTION]
I wish I could ()를 활용해 바람이나 소원을 표현하기.

[KEY_EXPRESSION]
A: Space exploration sounds exciting.
B: I wish I could explore the moon.

[KEY_EXPRESSION_KOR]
A: 우주 탐사가 멋지게 들려.
B: 나는 달을 탐험할 수 있으면 좋겠어.

[SUB_EXPRESSION]
A: I hope I can ().
B: That would be amazing!

A: I dream of ().
B: I hope your dream comes true.",
영어Ⅰ,YBM(한),2015,1,Learn from Failures,N/A,"• 걱정·두려움 표현하기
  I’ afraid that I might make mistakes.
 • 조언하기
  I think you should get some rest.","• 관계대명사의 계속적 용법
At 39, she published her first novel, The Bluest Eye, which received mixed reviews and did not sell well.

• 완료부정사
Edison is said to have failed 9,999 times before creating a perfect light bulb.","[DESCRIPTION]
I’m afraid that ()를 활용해 걱정이나 두려움을 표현하기.

[KEY_EXPRESSION]
A: Are you ready for the test?
B: I’m afraid that I might make mistakes.

[KEY_EXPRESSION_KOR]
A: 시험 볼 준비됐어?
B: 나는 실수할까 봐 걱정돼.

[SUB_EXPRESSION]
A: I’m afraid that ().
B: Don’t worry too much.

A: I’m nervous about ().
B: You’ll be fine.","[DESCRIPTION]
I think you should ()를 활용해 조언하기.

[KEY_EXPRESSION]
A: I feel so tired these days.
B: I think you should get some rest.

[KEY_EXPRESSION_KOR]
A: 요즘 너무 피곤해.
B: 나는 네가 좀 쉬어야 한다고 생각해.

[SUB_EXPRESSION]
A: You should try ().
B: That sounds like a good idea.

A: Why don’t you ()?
B: I’ll consider it.","A: She solved the puzzle in 30 seconds.
B: Wow! That’s surprising!
A: He climbed the mountain without any gear.
B: Oh my! That’s unbelievable!
A: The baby can already read!
B: Really? That’s amazing!
A: He won the race even though he started late.
B: Wow! That’s incredible!
A: They finished building the house in one week.
B: Oh, that’s so surprising!"
영어Ⅰ,YBM(한),2015,2, Technology and Life,N/A,"• 설명 요청하기
  What do you mean by that?
 • 이해 확인하기
  Do you see what I mean?","• 「의문사＋to부정사」
The transition from the film camera to the digital camera changed our ideas on what to take pictures of.

• 복합관계부사
Now we can take pictures of anything we want, whenever we want.","[DESCRIPTION]
What do you mean by ()?를 활용해 설명을 요청하기.

[KEY_EXPRESSION]
A: I think this idea is too vague.
B: What do you mean by that?

[KEY_EXPRESSION_KOR]
A: 나는 이 아이디어가 너무 모호하다고 생각해.
B: 그게 무슨 뜻이야?

[SUB_EXPRESSION]
A: What do you mean by ()?
B: I mean ().

A: Can you explain what you mean by ()?
B: Sure, I meant ().","[DESCRIPTION]
Do you see what I mean?를 활용해 이해했는지 확인하기.

[KEY_EXPRESSION]
A: So, this is how the game works.
B: Do you see what I mean?

[KEY_EXPRESSION_KOR]
A: 그래서 이게 게임이 작동하는 방식이야.
B: 내 말 이해돼?

[SUB_EXPRESSION]
A: Do you understand what I’m saying?
B: Yes, I get it.

A: Does that make sense?
B: Yes, thanks for explaining.",
영어Ⅰ,YBM(한),2015,3, Extend Your View of Art,N/A,"• 의견 묻기
  What do you think about it?
 • 의견 말하기
  In my opinion, she is a genius.","• 형용사로 쓰이는 과거분사
Kim Whanki felt a strong desire to capture the essence of the beauty found in traditional Korean art.

• 간접의문문
When he was asked why moon jars attracted him so much, he said, “Korean jars have broadened my idea of beauty.”","[DESCRIPTION]
What do you think about ()?를 활용해 의견을 묻기.

[KEY_EXPRESSION]
A: This book became a bestseller.
B: What do you think about it?

[KEY_EXPRESSION_KOR]
A: 이 책이 베스트셀러가 됐어.
B: 너는 그거에 대해 어떻게 생각해?

[SUB_EXPRESSION]
A: What’s your opinion on ()?
B: I think it’s great.

A: How do you feel about ()?
B: I’m not sure.","[DESCRIPTION]
In my opinion, ()를 활용해 의견을 표현하기.

[KEY_EXPRESSION]
A: She always solves problems quickly.
B: In my opinion, she is a genius.

[KEY_EXPRESSION_KOR]
A: 그녀는 항상 문제를 빨리 해결해.
B: 내 생각에 그녀는 천재야.

[SUB_EXPRESSION]
A: In my opinion, () is the best choice.
B: I see what you mean.

A: I believe that ().
B: That’s an interesting perspective.","A: What do you do in the morning?
B: I usually eat breakfast and check my phone.
A: What do you do after school?
B: I usually have a snack and do my homework.
A: What do you do on weekends?
B: I usually hang out with my friends and play games.
A: What do you do during holidays?
B: I usually travel with my family and take photos.
A: What do you do before bed?
B: I usually read a book and relax."
영어Ⅰ,YBM(한),2015,4,A Trip for Cultural Diversity,N/A,"• 선택을 묻는 표현하기
  Which would you rather do? Visit a market or visit a temple?
 • 기억하도록 당부하는 표현하기
  Don’t forget to set the alarm so we get up early in the morning.","• 완료 분사구문
Having left our luggage at the hotel, my family and I walked around the city.

• 「so ... that ~ (너무 …해서 ~하다)」 구문
The atmosphere was so lively and exciting that the entire event felt more like a small festival than a market.","[DESCRIPTION]
Which would you rather ()?를 활용해 선택을 묻기.

[KEY_EXPRESSION]
A: We have two options for our trip.
B: Which would you rather do? Visit a market or visit a temple?

[KEY_EXPRESSION_KOR]
A: 우리 여행에 두 가지 선택지가 있어.
B: 시장에 가고 싶어, 아니면 사원을 방문하고 싶어?

[SUB_EXPRESSION]
A: Would you rather () or ()?
B: I’d rather ().

A: Which do you prefer, () or ()?
B: I prefer ().","[DESCRIPTION]
Don’t forget to ()를 활용해 기억하도록 당부하기.

[KEY_EXPRESSION]
A: We have to leave early tomorrow.
B: Don’t forget to set the alarm so we get up early in the morning.

[KEY_EXPRESSION_KOR]
A: 내일 일찍 출발해야 해.
B: 아침에 일찍 일어나려면 알람 맞추는 거 잊지 마.

[SUB_EXPRESSION]
A: Don’t forget to ().
B: I won’t!

A: Be sure to ().
B: Thanks for reminding me.",
영어Ⅰ,YBM(한),2015,5,The Small but Great Potato,N/A,"• 의견에 대한 이유 묻기
  What makes you think so?
 • 찬성·반대 표현하기
  I agree [disagree] with your point.","• 부정어구 도치
Not only did potatoes grow well in much of Europe, but they were also very nutritious.

• 「one of the＋최상급＋복수명사」
It was one of the deadliest famines in history.","[DESCRIPTION]
What makes you think so?를 활용해 의견의 이유를 묻기.

[KEY_EXPRESSION]
A: I believe this book is very inspiring.
B: What makes you think so?

[KEY_EXPRESSION_KOR]
A: 나는 이 책이 매우 영감을 준다고 생각해.
B: 왜 그렇게 생각해?

[SUB_EXPRESSION]
A: What makes you say that?
B: I ().

A: Why do you think ()?
B: Because ().","[DESCRIPTION]
I agree [disagree] with ()를 활용해 찬성 또는 반대 표현하기.

[KEY_EXPRESSION]
A: I think technology has made our lives easier.
B: I agree with your point.

[KEY_EXPRESSION_KOR]
A: 나는 기술이 우리의 삶을 더 편리하게 만들었다고 생각해.
B: 네 의견에 동의해.

[SUB_EXPRESSION]
A: I agree with ().
B: So do I.

A: I disagree with ().
B: I see your point, but I think differently.",
