제목,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
영어Ⅱ,YBM(박),2015,5,Sharing the Planet with Every Creature,접속사 unless,The park stays lively unless it rains heavily.,비가 많이 오지 않으면 공원은 활기차요.,The forest remains quiet unless loud sounds disturb it. The river flows gently unless blocked by fallen branches.,시끄러운 소리가 들리지 않으면 숲은 조용해요. 쓰러진 나뭇가지에 막히지 않으면 강은 부드럽게 흐르고 있어요.
영어Ⅱ,YBM(박),2015,6,Humans and Technology,지각동사와 사역동사의 수동태,Students were heard to be discussing innovative ideas.,학생들이 혁신적인 아이디어에 대해 토론하는 것이 들렸어요.,Engineers were observed to be creating smart devices. Researchers were reported to be developing cutting-edge technology.,엔지니어들이 스마트 기기를 만드는 모습을 관찰했어요. 연구원들이 최첨단 기술을 개발하는 것으로 보도되었어요.
영어Ⅱ,YBM(한),2015,1,"Microbes and
 Health",관계대명사의 생략,The scientist analyzed bacteria growing in the lab.,과학자가 실험실에서 자라고 있는 박테리아를 분석했어요.,The nurse treated patients recovering after surgery. The technician repaired devices malfunctioning at work.,간호사가 수술 후 회복 중인 환자를 돌보았어요. 기술자가 작업 중 고장 난 기기를 수리했어요.
영어Ⅱ,YBM(한),2015,2,"Lesson 2
 Money
 Matters",even if 양보의 부사절,"Even if my salary decreases, I will still save some money.","비록 월급이 줄어도, 나는 여전히 돈을 아껴요.","Even if prices rise, I buy what I need. Even if my expenses increase, I avoid unnecessary spending.","비록 가격이 오르더라도, 나는 필요한 것을 사요. 비록 지출이 늘어나더라도, 나는 불필요한 소비를 피해요."
영어Ⅱ,YBM(한),2015,3,Lesson 3 Gift and Achievement,배수사 + 비교급,"By age eight, the young Sarah practiced twice as much as any of her classmates.","여덟 살 때, 어린 Sarah는 다른 반 친구들보다 두 배 더 연습했어요.",He studied five times harder than his cousin. She practiced four times longer than her friend.,그는 사촌보다 다섯 배 더 열심히 공부했어요. 그녀는 친구보다 네 배 더 오랜 시간 연습했어요.
영어Ⅱ,YBM(한),2015,4,Lesson 4 Look into Your Mind,5형식 문장의 목적격 보어,The manager considers every suggestion valuable.,매니저는 모든 제안을 소중하다고 생각해요.,The teacher found the student's answer correct. The movie left the audience spellbound.,선생님은 학생의 답이 맞다고 판단했어요. 그 영화는 관객들을 넋 놓게 만들었어요.
영어Ⅱ,YBM(한),2015,5,"Lesson 5
 Exploring
the Universe",병렬구조,"Telescopes built with advanced technology can be used to reveal hidden galaxies and capture breathtaking images, as well as inspire wonder in many people.","첨단 기술로 만들어진 망원경은 숨겨진 은하를 밝혀내고 놀라운 사진을 포착하는 데 사용될 수 있어요, 또한 많은 사람들에게 경이로움을 불러일으켜요.",The probe launched successfully to explore unknown planets. Astronauts observed the glowing comet while riding in orbit.,탐험되지 않은 행성을 조사하기 위해 탐사선이 성공적으로 발사되었어요. 우주비행사들은 궤도에서 달리는 동안 빛나는 혜성을 관찰했어요.
영어Ⅱ,YBM(한),2015,6,"Lesson 6
 Culture and
 Heritage","「the + 비교급 ..., the + 비교급 ~」","The more you explore different cultures, the deeper your knowledge becomes.","다양한 문화를 탐험할수록, 당신의 지식은 더 깊어져요.","The more we cherish traditions, the stronger our community grows. The more local art is celebrated, the more vibrant the society gets.","전통을 소중히 할수록, 우리 공동체는 더 강해져요. 지역 예술이 축하될수록, 사회는 더 활기차져요."
영어,비상,2015,1,Envision,동격의 of,He drew a map of his future adventures.,그는 자신의 미래 모험의 지도를 그렸어요.,They shared a vision of creating new opportunities. I have a dream of exploring unknown lands.,그들은 새로운 기회를 만드는 비전을 공유했어요. 나는 미지의 땅을 탐험하는 꿈을 가지고 있어요.
영어,비상,2015,2,Express,one of the+최상급+복수명사,Driving a vintage car is one of the most exciting experiences.,빈티지 자동차를 운전하는 것이 가장 흥미로운 경험 중 하나예요.,Painting with bright colors is one of the most creative activities. Trying new recipes is one of the most fun adventures.,밝은 색으로 그림 그리는 것은 가장 창의적인 활동 중 하나예요. 새로운 요리법을 시도하는 것이 가장 재미있는 모험 중 하나예요.
영어,비상,2015,3,Contribute,완료분사구문,"Having volunteered at the community center, I helped organize a fundraiser.","커뮤니티 센터에서 자원봉사한 후, 모금 행사를 조직하는 데 도움을 줬어요.","Having participated in local events, she contributed her ideas. Having assisted her neighbors, he shared his strength.","지역 행사에 참여한 후, 그녀는 자신의 아이디어를 기여했어요. 이웃을 도운 후, 그는 자신의 힘을 나눴어요."
영어,비상,2015,4,Explore,관계부사,I saw a festival where children laughed and danced.,어린이들이 웃고 춤췄던 축제를 봤어요.,He visited a park where families enjoyed picnics. She entered a gallery where modern art was displayed.,그는 가족들이 소풍을 즐기는 공원을 방문했어요. 그녀는 현대 미술이 전시된 갤러리에 들어갔어요.
영어,비상,2015,5,Collaborate,부정어 도치,"Never have I seen such strong collaboration, nor do I forget its impact.","결코 이렇게 강한 협업을 본 적 없어요, 그리고 그 영향을 잊지 않아요.","Rarely do we work so well together, nor do we lose our spirit. Seldom do team members share ideas freely, nor do they hide their creativity.","드물게 이렇게 잘 협력해요, 그리고 우리의 열정을 잃지 않아요. 팀원들이 아이디어를 자유롭게 나누는 경우가 거의 없어요, 그리고 창의성을 숨기지 않아요."
영어,비상,2015,6,Decide,Without 가정법,"Without making choices, our paths remain undefined.","선택을 하지 않으면, 우리 길이 정해지지 않아요.","Without careful thought, errors occur. Without a clear plan, progress stalls.","신중하게 생각하지 않으면, 실수가 생겨요. 명확한 계획이 없으면, 발전이 멈춰요."
영어,비상,2015,7,Observe,동명사의 의미상 주어,Observing the busy street taught me a lot about life.,분주한 거리를 관찰하는 것이 나에게 인생에 대해 많은 것을 가르쳐줬어요.,Watching the rain refreshes the city. Noticing the changing seasons inspires creativity.,비를 관찰하는 것이 도시에 생기를 줘요. 계절이 바뀌는 것을 관찰하는 것이 창의력을 불러일으켜요.
영어,비상,2015,8,Appreciate,동사의 생략,"This coffee smells rich, and that tea (smells) calming.","이 커피는 풍미가 있어요, 그리고 그 차는 (풍미가 있어요) 차분해요.","The garden looks beautiful, and the park (looks) peaceful. The book is entertaining, and the movie (is) exciting.","그 정원은 아름다워요, 그리고 그 공원은 (아름다워요) 평화로워요. 그 책은 재미있어요, 그리고 그 영화는 (재미있어요) 신나요."
영어Ⅰ,비상,2015,1,A Road to Happiness,관계대명사의 계속적 용법,"I smile broadly, which lifts my spirits.","나는 활짝 웃어요, 그로 인해 기분이 좋아져요.","She loves to travel, which opens her mind. He reads many books, which expands his knowledge.","그녀는 여행하는 것을 사랑해요, 그로 인해 마음이 넓어져요. 그는 책을 많이 읽어요, 그로 인해 지식이 넓어져요."
영어Ⅰ,비상,2015,2,"Taste Culture, Understand Better",전치사+관계대명사,The artwork on which I focused is admired by everyone.,내가 집중한 작품이 모두에게 칭찬받아요.,The photo in which she smiled looks beautiful. The letter from which I learned a secret makes me happy.,그녀가 웃은 사진이 예뻐요. 내가 비밀을 알게 된 편지가 나를 기쁘게 해요.
영어Ⅰ,비상,2015,3,Sports and Science Get Along,원급을 이용한 배수 표현,The athlete can jump twice as high as most people do.,그 선수는 대부분의 사람들보다 두 배 높이 뛰어요.,The scientist can explain twice as many theories as his colleague. The runner can run twice as long as his friend.,그 과학자는 동료보다 두 배 많은 이론을 설명해요. 그 주자는 친구보다 두 배 오래 달려요.
영어Ⅰ,비상,2015,4,"Together, We Can Do Better!",as if 가정법 과거,We collaborated as if we were the perfect team.,우리는 완벽한 팀인 것처럼 협력했어요.,They discussed ideas as if they had already solved the problem. Everyone worked as if they were the key player.,그들은 문제를 이미 해결한 것처럼 아이디어를 논의했어요. 모두가 핵심 인물인 것처럼 일했어요.
영어Ⅰ,비상,2015,5,Creativity in Action,복합관계대명사,I painted what matched my ideas on a blank canvas.,나는 빈 캔버스 위에 내 아이디어와 어울리는 것을 그렸어요.,She arranged whatever she felt was beautiful in her room. They built whatever they imagined with colorful blocks.,그녀는 방 안에 아름답다고 느낀 것을 배열했어요. 그들은 알록달록한 블록으로 상상한 것을 만들었어요.
영어Ⅰ,비상,2015,6,My Promise with Mother Nature,• <부분사+of+명사>,Most of the park's flowers are beautiful.,공원의 꽃 대부분이 아름다워요.,A small portion of our time is spent in nature. Some of the city’s corners hide charming stories.,우리 시간의 일부를 자연에서 보내요. 도시의 일부 구석에는 매력적인 이야기가 숨겨져 있어요.
영어Ⅱ,비상,2015,1,The Path Ahead,I wish 가정법 과거완료,I wish I had taken the scenic route during my journey.,여행할 때 경치 좋은 길을 선택했더라면 좋았어요.,She wished she had explored more hidden trails along the way. He wished he had prepared better for the long journey.,그녀는 길가에 숨겨진 더 많은 산책로를 탐험했더라면 좋았어요. 그는 긴 여행을 위해 더 잘 준비했더라면 했어요.
영어Ⅱ,비상,2015,2,Tasty History,내포절 관계사 구문,There are many recipes that critics think revive traditional flavors.,비평가들이 전통의 맛을 되살린다고 생각하는 많은 레시피가 있어요.,There are several festivals that locals celebrate every year. There are some ingredients that chefs use to enhance taste.,현지인들이 매년 축하하는 몇몇 축제가 있어요. 요리사들이 맛을 돋우기 위해 사용하는 몇 가지 재료가 있어요.
영어Ⅱ,비상,2015,3,Our Blue Planet,what 강조 구문,What I want is a quiet study space.,내가 원하는 것은 조용한 공부방이에요.,What she loves is a good book. What they enjoy is outdoor sports.,그녀가 사랑하는 것은 좋은 책이에요. 그들이 즐기는 것은 야외 스포츠에요.
영어Ⅱ,비상,2015,4,"One World, Many Ways",비인칭 독립분사 구문,"Considering the facts, do you prefer quick decisions or careful planning?","사실을 고려해서, 너는 빠른 결정을 선호해요, 아니면 신중한 계획을 선호해요.","Being open-minded, he embraces diverse ideas. Being curious, she explores various perspectives.","마음이 열려 있어서, 그는 다양한 아이디어를 받아들여요. 호기심이 많아서, 그녀는 여러 관점을 탐구해요."
영어Ⅱ,비상,2015,5,How Far Will Technology Go?,전치사 to와 to부정사의 구분,Engineers are eager to develop innovative gadgets.,엔지니어들은 혁신적인 기기를 개발하는 것을 열망해요.,Scientists are ready to explore uncharted territories. Inventors are planning to upgrade existing devices.,과학자들이 미지의 영역을 탐험할 준비가 되어 있어요. 발명가들이 기존 기기를 업그레이드할 계획을 세우고 있어요.
영어Ⅱ,비상,2015,6,The Landscape of Stories,사역동사 make의 수동태,She was made to sing a cheerful song in the class.,그녀는 수업 시간에 명랑한 노래를 부르도록 시켜졌어요.,They were made to present their projects confidently. I was made to organize books on the shelf.,그들은 자신감 있게 프로젝트를 발표하도록 시켜졌어요. 나는 책장을 정리하도록 시켜졌어요.
영어,동아(이),2015,1,"Hi, High School!",관계대명사 what,A lack of sleep is what makes students feel tired.,수면 부족이 학생들이 피곤함을 느끼게 해요.,An early morning alarm is what starts my day. A kind teacher is what inspires me to study.,이른 아침 알람이 내 하루를 시작하게 해요. 친절한 선생님이 나에게 공부하도록 영감을 줘요.
영어,동아(이),2015,2,Delicious World,• <가주어-진주어> 구문,It is essential that we try the new dessert.,새로운 디저트를 꼭 먹어봐야 해요.,It is surprising that the chef mixes unusual spices. It is wonderful that we share delicious meals together.,셰프가 독특한 향신료를 섞는 것이 놀라워요. 함께 맛있는 식사를 나누는 것이 멋져요.
영어,동아(이),2015,3,Helping Hands,동격의 of,The act of helping others can change a life.,남을 돕는 행위가 한 사람의 인생을 바꿀 수 있어요.,The gesture of donating food supports the community. The act of volunteering brings joy to many.,음식을 기부하는 행동이 공동체를 지원해요. 봉사하는 행위가 많은 사람들에게 기쁨을 가져다줘요.
영어,동아(이),2015,4,Be Nature Smart,현재완료 수동태,Many trees have been cared for by environmental volunteers.,많은 나무들이 환경 자원봉사자들에 의해 관리되었어요.,A new park has been developed by the local community. Old recycling bins have been replaced with updated models.,지역 사회에 의해 새로운 공원이 조성되었어요. 오래된 재활용 통이 최신 모델로 교체되었어요.
영어,동아(이),2015,5,Beg to Differ,소유격 관계대명사 whose,There was a writer whose ideas challenged conventional norms.,전통적인 규범에 도전하는 아이디어를 가진 작가가 있었어요.,He met a musician whose songs touched people's hearts. I read a book whose story changed my outlook on life.,그는 사람들의 마음을 감동시킨 노래를 가진 음악가를 만났어요. 나는 내 삶의 시각을 바꾼 이야기를 가진 책을 읽었어요.
영어,동아(이),2015,6,Beyond Korea,• not until A B,Not until last month did our class explore new traditions.,우리 반이 새로운 전통을 탐험한 것은 지난 달 뿐이었어요.,Not until the festival began did we appreciate local art. Not until the performance ended did the students applaud.,축제가 시작할 때까지 우리는 지역 예술의 가치를 깨닫지 못했어요. 공연이 끝날 때까지 학생들은 박수를 치지 않았어요.
영어,동아(이),2015,7,A Step Forward,과거분사의 명사 수식,I watched the movie directed by a famous director.,나는 유명한 감독이 연출한 영화를 봤어요.,He admired the painting created by a local artist. She collected stamps issued by the post office.,그는 지역 예술가가 만든 그림을 감탄했어요. 그녀는 우체국이 발행한 우표를 모았어요.
영어,동아(이),2015,8,Bon Voyage,관계부사 where,I visited a museum where artifacts were preserved.,나는 유물들이 보존된 박물관을 방문했어요.,They discovered a restaurant where the food was amazing. We enjoyed a park where the scenery was beautiful.,그들은 음식이 훌륭한 식당을 발견했어요. 우리는 경치가 아름다운 공원을 즐겼어요.
영어 I,동아(권),2015,1,Invitation to a Teen’s Life,목적격 보어가 to부정사인 5형식 문장,The mentor encouraged her to explore new hobbies.,멘토가 그녀에게 새로운 취미를 탐색하라고 격려했어요.,He invited her to join the club. The counselor advised him to follow his passion.,그는 그녀에게 동아리에 참여하라고 초대했어요. 상담자가 그에게 자신의 열정을 따르라고 조언했어요.
영어 I,동아(권),2015,2,Taste Different Cultures,관계부사 why,That is why I decided to explore new restaurants during my vacation.,그것이 내가 휴가 동안 새로운 식당을 탐험하기로 한 이유예요.,She learned why regional spices enhance the flavor of dishes. He discovered why local ingredients make meals more special.,그녀는 지역 향신료가 요리의 맛을 돋보이게 하는 이유를 배웠어요. 그는 현지 재료가 음식을 더욱 특별하게 만드는 이유를 발견했어요.
영어 I,동아(권),2015,3,Live and Let Live,과거완료의 수동태,The letter had been written by the poet before the night fell.,시인이 밤이 내리기 전에 그 편지가 쓰여졌어요.,The treasure had been hidden by the old sailor before the storm hit. The secret had been guarded by the community until peace was restored.,폭풍우가 오기 전에 그 보물은 노 선원에 의해 숨겨졌어요. 평화가 회복될 때까지 그 비밀은 지역 사회에 의해 지켜졌어요.
영어 I,동아(권),2015,4,Passion for Reading,관계대명사 which의 계속적 용법,"I lost my book, which made me upset.",나는 책을 잃어버려서 속상했어요.,"She finished the novel, which surprised her friends. They borrowed a story, which piqued their interest.","그녀는 소설을 다 읽었는데, 그것이 친구들을 놀라게 했어요. 그들은 이야기를 빌렸는데, 그것이 그들의 관심을 불러일으켰어요."
영어 I,동아(권),2015,5,Discover the Future,관계대명사 what,He demonstrated what his new gadget can do.,그는 자신의 새 기기가 할 수 있는 것을 시연했어요.,She described what her favorite app offers. They explored what innovation can achieve.,그녀는 좋아하는 앱이 제공하는 것을 설명했어요. 그들은 혁신이 이룰 수 있는 것을 탐구했어요.
영어 I,동아(권),2015,6,National Pride,부정어 강조로 인한 도치,"Not only did the team support the cultural event, but they also organized a community festival.",팀이 문화 행사를 단순히 지지한 것이 아니라 지역 축제도 직접 조직했어요.,"Not only did my friend attend the parade, but he also waved the national flag. Not only did the teacher explain the history, but she also recited an inspiring poem.",내 친구는 퍼레이드에 참여한 것은 물론 국기를 흔들었어요. 선생님은 역사를 설명한 것은 물론 감동적인 시도 읊었어요.
영어 II,동아(권),2015,1,Health Talks,재귀대명사,She always talks to herself when she's nervous.,그녀는 긴장할 때 항상 자기 자신에게 말해요.,He taught himself to meditate daily. They surprised themselves with their new healthy habits.,그는 매일 명상을 하는 법을 스스로 배웠어요. 그들은 새로운 건강 습관에 스스로 놀랐어요.
영어 II,동아(권),2015,2,Step into the World,현재완료 진행 시제,I have been learning English for three years.,나는 3년 동안 영어를 배우고 있어요.,He has been practicing soccer every weekend. They have been reading interesting books since last summer.,그는 매주 주말마다 축구 연습을 해왔어요. 그는 지난 여름부터 재미있는 책들을 읽어왔어요.
영어 II,동아(권),2015,3,The Joy of Language,동격의 of,Emma loves the art of conversation.,엠마는 대화의 예술을 사랑해요.,He appreciates the beauty of literature. They explore the mystery of language.,그는 문학의 아름다움을 감상해요. 그들은 언어의 신비를 탐구해요.
영어 II,동아(권),2015,4,Delight in Art,not A but B 구문,He is not afraid of new techniques but excited to experiment in class.,그는 새로운 기법을 두려워하지 않고 수업에서 실험하는 것에 신이 나요.,The sculpture is not ordinary but uniquely imaginative. She is not hesitant but bold when trying new colors.,그 조각상은 평범하지 않고 독특하게 상상력이 넘쳐요. 그녀는 망설이지 않고 새로운 색을 시도할 때 대담해요.
영어 II,동아(권),2015,5,Living Together,such a(n)+형용사+명사+that ~,She made such a delicious cake that everyone enjoyed it.,그녀는 모두가 즐길 정도로 맛있는 케이크를 만들었어요.,He hosted such a lively party that his friends stayed all night. They found such a cozy apartment that they loved living there.,그는 친구들이 밤새 머무를 정도로 열정적인 파티를 열었어요. 그들은 살기 좋아할 정도로 아늑한 아파트를 찾았어요.
영어 II,동아(권),2015,6,Find Your Dream,복합관계사,"Irrespective of the hurdles, if you have dared to pursue your passion, you have already uncovered a path to your dream.","어려움에 상관없이, 만약 당신이 열정을 추구했다면, 이미 꿈으로 가는 길을 찾았어요.","No matter how challenging it gets, if you believe in yourself, you move closer to success. Regardless of previous setbacks, if you learn from them, you pave the way for a brighter future.","얼마나 힘들어도, 만약 스스로를 믿는다면, 성공에 한 걸음 더 가까워져요. 이전의 좌절과 상관없이, 만약 그것들로부터 배운다면, 더 밝은 미래로 나아가요."
공통영어 I,동아(이),2022,1,Life Is Experience,지각동사의 목적격 보어,I saw a friend crying near the school.,나는 학교 근처에서 울고 있는 친구를 봤어요.,I felt the wind whispering secrets softly. I noticed a cat sleeping on the warm pavement.,나는 바람이 부드럽게 비밀을 속삭이는 것을 느꼈어요. 나는 따뜻한 포장도로 위에서 자고 있는 고양이를 알아봤어요.
공통영어 I,동아(이),2022,2,Journey Through the Pages,관계부사 where,I visited an old town where history whispers from every corner.,나는 역사 가득한 구석구석에서 이야기를 속삭이는 옛 도시에 방문했어요.,She found a small park where children play happily. They discovered a hidden alley where art decorates the walls.,그녀는 아이들이 행복하게 노는 작은 공원을 찾았어요. 그들은 벽에 예술이 장식된 숨겨진 골목을 발견했어요.
공통영어 I,동아(이),2022,3,Small Things Matter,동격의 that,I appreciate the fact that every detail matters.,나는 모든 작은 부분들이 중요하다는 사실에 감사해요.,She remembers the idea that small steps lead to success. They believe the truth that kindness always wins.,그녀는 작은 발걸음이 성공으로 이어진다는 생각을 기억해요. 그들은 친절이 항상 이긴다는 사실을 믿어요.
공통영어 I,동아(이),2022,4,Everyday Decisions,관계대명사 what,I always protect what is important to me.,나는 내게 중요한 것을 항상 지켜요.,She values what she has earned. They cherish what they hold dear.,그녀는 자신이 얻은 것을 소중히 여겨요. 그들은 소중하게 여기는 것을 아껴요.
영어 I,동아(박),2022,1,Best Version of Me,간접의문문,I wonder where I can find my true self.,나는 내 진짜 자아를 어디서 찾을 수 있을지 궁금해요.,She asked how she could improve her skills. He wondered what he should do to become better.,그녀는 어떻게 하면 기술을 향상시킬 수 있을지 물어봤어요. 그는 더 나아지기 위해 무엇을 해야 할지 궁금해했어요.
영어 I,동아(박),2022,2,Money Smart,관계부사,My school is where I learn new life lessons.,내 학교는 내가 새로운 인생 교훈을 배우는 곳이에요.,The park is where we relax after class. The library is where students seek quiet space.,공원은 우리가 수업 후 쉼을 찾는 곳이에요. 도서관은 학생들이 조용한 공간을 찾는 곳이에요.
영어 I,동아(박),2022,3,Act for Our Planet,계속적 용법의 which,"I visited a new park, which made me realize how precious nature is.",나는 자연이 얼마나 소중한지 깨닫게 해주는 새로운 공원을 방문했어요.,"The community organized a clean-up, which united everyone. The scientist studied rare plants, which helped her discover new species.",지역 사회가 모두를 하나로 묶는 청소 행사를 조직했어요. 그 과학자는 새로운 종을 발견하는 데 도움이 되는 희귀 식물들을 연구했어요.
영어 I,동아(박),2022,4,Digital Well-Being,가정법 과거완료,"If I had limited my screen time, I would have slept better.","내가 화면 시간을 제한했더라면, 더 잘 잤을 거예요.","If she had taken regular breaks, she could have reduced eye strain. If they had turned off notifications, they would have felt more relaxed.","그녀가 정기적으로 휴식을 취했더라면, 눈의 피로를 줄였을 거예요. 그들이 알림을 껐더라면, 더 편안하게 느꼈을 거예요."
영어 I,동아(박),2022,5,Beyond Boundaries,with+명사+분사,They are walking along the river with their heads held high.,그들은 머리를 높이 들고 강가를 따라 걸어가요.,She is reading a book with her eyes sparkling with joy. I am playing the guitar with my fingers dancing over the strings.,그녀는 눈이 반짝이며 기쁨을 담아 책을 읽고 있어요. 나는 손가락이 튕기며 기타를 치고 있어요.
영어 I,동아(박),2022,6,Better Together,분사구의 후치 수식,We enjoyed a dinner prepared by a local chef.,우리는 지역 셰프가 준비한 저녁 식사를 즐겼어요.,My friend organized a party arranged by volunteers. The team launched a project supported by the community.,내 친구는 자원봉사자들이 준비한 파티를 열었어요. 팀은 지역 사회가 지원한 프로젝트를 시작했어요.
기본영어,천재(강),2015,1,Cheers to Your New Start!,동명사,Starting new hobbies boosts my confidence.,새로운 취미를 시작하는 것은 내 자신감을 높여요.,Learning painting relaxes my mind. Traveling by bicycle excites my spirit.,그림 그리기를 배우는 것은 내 마음을 편안하게 해요. 자전거 타기를 하는 것은 내 기분을 신나게 해요.
기본영어,천재(강),2015,2,Animals in Our Lives,간접의문문,I want to know where the nearest shelter is.,나는 가장 가까운 보호소가 어디 있는지 알고 싶어요.,They asked why the cat was hiding. We wondered how the animals found their way home.,그들은 왜 고양이가 숨어 있었는지 물어봤어요. 우리는 동물들이 어떻게 집으로 돌아가는지 궁금해했어요.
기본영어,천재(강),2015,3,"Our Earth, Our Choice",비교급과 비교급의 강조,Organic fruits are much fresher than imported ones.,유기농 과일은 수입 과일보다 훨씬 신선해요.,Solar panels are more efficient than traditional energy sources. Bamboo straws are much more environmentally friendly than plastic ones.,태양광 패널은 기존 에너지원보다 더 효율적이에요. 대나무 빨대는 플라스틱 빨대보다 훨씬 친환경적이에요.
기본문어,천재(강),2015,4,All Eyes on Korea,수동태,The traditional food was appreciated by the guests.,전통 음식은 손님들에게 감사를 받았어요.,The performance was celebrated by the crowd. The museum was visited by many people.,그 공연은 군중에게 환영 받았어요. 그 박물관은 많은 사람들에게 방문되었어요.
기본영어,천재(강),2015,5,Living in a Digital Era,목적격 관계대명사와 생략,I found the phone you lost at the park.,너가 공원에서 잃어버린 전화를 찾았어요.,She wore the dress you admired at the party. They fixed the computer you had problems with last week.,그녀는 네가 파티에서 감탄했던 드레스를 입었어요. 그들은 네가 지난주에 문제를 겪었던 컴퓨터를 고쳤어요.
영어,천재(이),2015,1,Opening a New chapter,2형식 동사+형용사(주격 보어),I felt excited and nervous as I stepped into the unknown.,나는 미지의 세계로 발을 내딛으면서 신나고 긴장됐어요.,She looks confident in her new beginning. They remain calm in challenging situations.,그녀는 새로운 시작에서 자신감 있어 보여요. 그들은 어려운 상황에서도 침착해 보여요.
영어,천재(이),2015,2,The Power of Creativity,재귀대명사(강조 용법),I made the design myself using recycled materials.,나는 재활용 재료를 사용해서 직접 디자인을 만들었어요.,He painted the mural himself with vibrant colors. They built the sculpture themselves from reclaimed wood.,그는 밝은 색으로 벽화를 직접 그렸어요. 그들은 재활용 나무로 조각을 직접 만들었어요.
영어,천재(이),2015,3,Living Together,과거 완료,I remembered a delicious cake that I had baked for my friend.,나는 친구를 위해 구웠던 맛있는 케이크를 기억해요.,She forgot a letter that she had written last night. They admired the movie that they had watched during the festival.,그녀는 어젯밤에 썼던 편지를 잊어버렸어요. 그들은 축제 동안 봤던 영화를 감탄했어요.
영어,천재(이),2015,4,The Door to the World,접속사,Some people enjoy reading at night whereas others prefer watching movies.,"어떤 사람들은 밤에 책 읽는 것을 즐기지만, 다른 사람들은 영화를 보는 것을 선호해요.",The team practiced diligently whereas the coach planned new strategies. I study English daily whereas my friend practices speaking weekly.,"그 팀은 열심히 연습했지만, 코치는 새로운 전략을 계획했어요. 나는 매일 영어를 공부하지만, 내 친구는 주마다 회화를 연습해요."
영어,천재(이),2015,5,"Our Earth, Our Future, Our Choice",상관접속사 not only/just ~ but also ...,Not only rivers but also forests need our protection.,강뿐만 아니라 숲도 보호가 필요해요.,Not only air but also water is essential for life. Not just mountains but also valleys are beautiful.,공기뿐만 아니라 물도 생명에 필요해요. 산뿐만 아니라 계곡도 아름다워요.
영어,천재(이),2015,6,"Enjoy Art, Connect Hearts",분사 구문,"Motivated by the painting, she started to draw her own masterpiece.",그 그림에 영감을 받아 그녀는 자신의 걸작을 그리기 시작했어요.,"Encouraged by the museum tour, he sketched a beautiful scene. Inspired by the sculpture, they created a unique design.",박물관 투어에서 영감을 받아 그는 아름다운 풍경을 스케치했어요. 조각상에 감동 받아 그들은 독특한 디자인을 만들었어요.
영어,천재(이),2015,7,Science in Our Daily Lives,분사 후위 수식,The experiment conducted in the lab amazed the students.,실험실에서 진행된 실험이 학생들을 놀라게 했어요.,The equipment installed in the science center operates smoothly. The article written by our scientist explains the theory well.,과학관에 설치된 장비가 원활하게 작동해요. 우리 과학자가 쓴 기사가 이론을 잘 설명해요.
영어,천재(이),2015,8,Korean Culture: The Mirror of Our Hearts,must have p.p.,You must have discovered a hidden gem in our city.,우리 도시에 숨겨진 보석을 반드시 발견해봤어요.,She must have participated in the traditional festival last year. They must have enjoyed the cultural performance during the event.,그녀는 작년에 전통 축제에 반드시 참가했어요. 그들은 행사 중에 문화 공연을 반드시 즐겼어요.
영어,천재(김),2015,1,"New Start, New Goals",not A but B,My journey is not about distance but determination.,나의 여정은 거리가 아니라 결의예요.,Her focus is not on speed but on accuracy. Their hope is not in plans but in persistence.,그녀의 집중은 속도가 아니라 정확성에 있어요. 그들의 희망은 계획이 아니라 끈기에 있어요.
영어,천재(김),2015,2,How “Green” Are You?,the fact that ....,I cherish the fact that we recycle every day.,나는 우리가 매일 재활용을 한다는 사실을 소중히 여겨요.,They admire the fact that our class uses solar energy. She enjoys the fact that fresh air fills the park.,그들은 우리 반이 태양 에너지를 사용한다는 사실을 존경해요. 그녀는 공원에 신선한 공기가 가득하다는 사실을 즐겨요.
영어,천재(김),2015,3,Together We Grow,의문문이 인용된 문장의 화법 전환,Kevin asked me if he liked the new song.,케빈이 내가 그가 새로운 노래를 좋아하는지 물어봤어요.,Amy inquired whether they enjoyed the party. Mike wondered if she could join the study group.,에이미가 그들이 파티를 즐겼는지 물어봤어요. 마이크가 그녀가 스터디 모임에 참여할 수 있는지 궁금해했어요.
영어,천재(김),2015,4,Speak to Be Heard,do so,I planned my speech carefully and did so with confidence.,나는 내 연설을 신중하게 계획했고 그렇게 자신감을 가지고 했어요.,He rehearsed his performance and did so enthusiastically. We organized our thoughts clearly and did so efficiently.,그는 자신의 공연을 열정적으로 리허설했어요. 우리는 우리의 생각을 명확하게 정리했고 그렇게 효율적으로 했어요.
영어,천재(김),2015,5,For a Better World,관계부사,"I visited the library, where I discovered many inspiring stories.",나는 많은 감동적인 이야기를 발견한 도서관을 방문했어요.,She remembered the moment when her kindness changed a life. They celebrated the day when hope began to shine brightly.,그녀는 자신의 친절이 한 사람의 인생을 바꾼 순간을 기억했어요. 그들은 희망이 밝게 빛나기 시작한 날을 축하했어요.
영어,천재(김),2015,6,Pack Up and Go,"제안, 요구, 주장 동사+that+주어+(should)+동사원형",He recommended that I should visit the art gallery this weekend.,그는 이번 주말에 미술관을 방문하라고 추천했어요.,She insisted that they should try the new cafe downtown. I proposed that we should organize a community event next month.,그녀는 다운타운의 새 카페를 가보라고 주장했어요. 나는 다음 달에 커뮤니티 행사를 조직하자고 제안했어요.
