example_english,example_korean
I always eat delicious French fries with ketchup.,저는 항상 맛있는 감자 튀김을 케첩과 먹어요.
I always buy fresh fruit at the market.,전 항상 시장에서 신선한 과일을 사요.
I drank freshly squeezed orange juice this morning.,나는 오늘 아침에 새로이 짜낸 오렌지 주스를 마셨어요.
We often play games on Friday in school.,우리는 학교에서 매 금요일 게임을 즐겨요.
My school serves warm fried food every lunch.,우리 학교는 매일 점심에 따뜻한 기름에 튀긴 음식을 제공해요.
My mom cooks fried rice for our party.,우리 엄마가 볶음밥을 저녁으로 준비해요.
My best friend always helps me with homework.,내 가장 친한 친구는 항상 숙제를 도와줘요.
The kind neighbor is very friendly to me.,친절한 이웃은 나에게 매우 상냥해요.
My friendly teacher always kindly helps each student.,저의 친한 선생님은 항상 학생들을 친절하게 도와줘요.
Our friendship always makes us happy every day.,우리의 우정은 매일 항상 우리를 행복하게 해요.
The loud noise suddenly made me feel frightened.,큰 소음이 갑자기 나를 겁먹게 했어요.
I got a nice letter from my friend.,나는 친구로부터 좋은 편지를 받았어요.
She is from a quiet and small town.,그녀는 조용하고 작은 마을 출신이에요.
She watched a movie from beginning to end.,그녀는 처음부터 끝까지 영화를 봤어요.
The festival is held from country to country.,축제는 나라마다 열려요.
Her smile stretched from ear to ear today.,그녀의 미소가 입이 찢어지도록 활짝 피었어요.
The cat is washed from head to toe.,고양이는 머리끝에서 발끝까지 씻겼어요.
"From now on, I will study every day.",지금부터 나는 매일 공부할 거예요.
The teacher stands at the front of class.,선생님은 교실 앞에 서 있어요.
The brave soldier stood strong at the front.,용감한 군인이 전선에서 강하게 서 있어요.
The frozen lake glows in the bright sun.,얼어붙은 호수가 밝은 태양 아래서 반짝여요.
My mom usually buys one ripe fruit daily.,엄마는 보통 매일 한 개의 과일을 사요.
Hard work always brings sweet fruit in time.,열심히 노력하면 좋은 결실이 나타나요.
The box is completely full of red apples.,상자가 빨간 사과로 가득해요.
I eat lunch so my tummy is full.,나는 점심을 먹어 내 배가 배부른 거예요.
The box is full of all tiny toys.,상자는 모든 작은 장난감으로 가득해요.
The park delivers fun moments every sunny day.,공원은 화창한 날에 재미있는 순간을 줘요.
The really funny dog plays in the garden.,정말 재미있는 강아지가 정원에서 놀아요.
The funny-looking cat quickly jumps over the wall.,괴상하게 생긴 고양이가 빨리 벽을 뛰어요.
My friend has a very funny-looking yellow bike.,내 친구는 아주 웃기게 생긴 노란 자전거를 가지고 있어요.
"I like red apples, furthermore I enjoy oranges.","나는 빨간 사과를 좋아해요, 게다가 나는 오렌지를 즐겨요."
I plan now for a very bright future.,나는 지금 아주 밝은 미래를 계획해요.
My future dream is to be a teacher.,나의 장래 희망은 선생님이 되는 거예요.
You gain weight when eating too many sweets.,너는 너무 많은 사탕을 먹으면 체중이 늘어요.
We happily visited our new gallery for art.,우리는 기쁘게 새로운 미술관을 방문했어요.
Sam might gamble with coins at the fair.,샘은 박람회에서 동전으로 도박을 할 수 있어요.
The family did not enter the gambling house.,가족은 노름판에 들어가지 않았어요.
My school hosted a fun game last night.,저희 학교는 어젯밤 재미있는 경기를 했어요.
We often play a fun game after school.,우리는 학교 후에 자주 즐거운 오락을 해요.
She is game today for a fun game.,그녀는 오늘 재미있는 게임을 하는 것을 좋아해요.
I always throw garbage in the trash bin.,저는 항상 쓰레기를 휴지통에 버려요.
I always take the garbage to the dump.,나는 항상 쓰레기를 쓰레기 수거장으로 가져가요.
I love to spend time in the garden.,저는 정원에서 시간을 보내요.
I always put garlic inside my tasty soup.,나는 항상 맛있는 수프에 마늘을 넣어요.
My mom often uses gas to cook dinner.,우리 엄마는 자주 가스를 사용해요.
The driver uses the gas pedal for speed.,운전자는 속도를 위해 가속 페달을 사용해요.
The generous teacher kindly gave food to everyone.,후한 선생님이 모두에게 음식을 주셨어요.
My kind teacher is generous to all students.,저의 친절한 선생님은 모든 학생들에게 관대해요.
The kind gentleman quickly helped the grandma cross.,친절한 신사가 할머니를 길 건너 빠르게 도와줬어요~요
Please always speak gently to your little sister.,항상 상냥하게 작은 여동생에게 말해요.
Pretty birds fly gently over the calm lake.,예쁜 새들이 잔잔한 호수 위를 부드럽게 날아요.
This cake has a genuine flavor and taste.,이 케이크는 진짜의 맛과 풍미를 가지고 있어요.
Her lovely voice is genuine and very soft.,그녀의 아름다운 목소리는 진실하고 매우 부드러워요.
A tiny germ spreads quickly on your hands.,작은 세균이 손에서 빨리 퍼져요.
My friend wears a  cool German style hat.,내 친구는 멋진  독일의 모자를 써요.
He will get happy when he wins games.,그는 게임에서 이기면 행복해져요.
We get to the station five minutes early.,우리는 역에 다섯 분 일찍 도착해요.
I sometimes get sweet candy from my friend.,나는 가끔 내 친구에게서 달콤한 사탕을 받아요.
Can you get my small toy from home?,집에서 내 작은 장난감을 가져올 수 있어요.
I usually get a cold in winter months.,나는 겨울에 보통 감기에 걸려요.
My friend and I always get along well.,친구와 나는 항상 잘 지내요.
I always get along with my best friend.,나는 항상 내 가장 친한 친구와 잘 지내요.
The singer tries to get attention on stage.,가수가 무대에서 주목을 받아요.
They get cold feet before the school play.,그들은 학교 연극 전 갑자기 초조해져요.
I might get hurt if I run fast.,만일 제가 너무 빨리 달리면 다칠 수 있어요.
I run daily to truly get in shape.,나는 매일 달려서 몸매를 유지해요.
I run every day to get in shape.,나는 매일 달려서 건강해지려고 해요.
Homework can get in the way of play.,숙제가 놀이를 방해할 수 있어요.
I might accidentally get lost without a map.,나는 지도 없이 우연히 길을 잃을 수 있어요.
I might get lost in the big park.,나는 큰 공원에서 길을 잃을 수 있어요.
I will get off the bus at school.,나는 학교에서 버스에서 내려요.
I always get off the bus near school.,나는 항상 학교 근처에서 버스에서 내려요.
I get off only three dollars when shopping.,쇼핑할 때 저는 단지 세 달러만큼 할인 받아요.
They get off to a start at school.,그들은 학교에서 시작해요.
I always get on the bus every morning.,저는 항상 버스에 타요.
I usually get rid of my old clothes.,나는 보통 내 오래된 옷을 제거해요.
I always get the phone when it rings.,전화가 울리면 나는 항상 전화를 받아요.
Loud sounds can get to my little brother.,시끄러운 소리가 내 남동생을 괴롭힐 수 있어요.
We get to start a fun new game.,우리는 재미있는 새로운 게임을 시작하게 되었어요.
We get to the park in five minutes.,우리는 5분 후에 공원에 도착해요.
We get to ride our bikes each weekend.,우리는 매 주말 자전거를 탈 수 있어요.
My close friends always get together on weekends.,제 친한 친구들은 항상 주말에 모여요.
I always get up early every school day.,저는 항상 아침에 일찍 일어나요.
I will soon get used to my school.,나는 곧 내 학교에 익숙해지겠어요.
I hope you get well in a day.,나는 네가 하루 안에 낫길 바래요.
Don't play outside if you will get wet.,밖에서 놀면 물에 젖을 수 있어요.
My mother uses ginger in our healthy meals.,우리 어머니는 건강한 식사에 생강을 사용해요.
Grandma drinks warm ginseng tea for good health.,할머니께서는 따뜻한 인삼차를 마셔요.
The little girl sings loudly in the park.,작은 소녀가 공원에서 크게 노래해요.
I give my friend a shiny red apple.,나는 친구에게 반짝이는 빨간 사과를 줘요.
Tomorrow I will give a presentation at school.,내일 학교에서 발표를 할 거예요.
Every day we give away food to neighbors.,매일 우리는 이웃들에게 음식을 줄 수 있어요.
My mom will give birth on next Monday.,우리 엄마는 다음 월요일에 출산할 거예요.
The big rainstorm gives birth to many rainbows.,큰 폭풍우가 많은 무지개를 일으키어요.
The kind cat gave birth to small kittens.,친절한 고양이가 작은 새끼들을 낳았어요.
Please give it a try and be happy.,한번 해보고 행복하세요.
He will not easily give up his game.,그는 자신의 게임을 쉽게 포기하지 않아요.
You should not give up on your dreams.,너의 꿈을 포기하면 안 돼요.
The big glacier slowly moves down the valley.,큰 빙하가 천천히 계곡을 따라 움직여요.
I am really glad to see you today.,오늘 당신을 보게 되어 정말 기뻐요.
They gladly shared their cookies during lunch break.,그들은 점심시간에 쿠키를 기쁘게 나눴어요.
He gladly helped his dear friend with homework.,그는 기꺼이 소중한 친구의 숙제를 도와줬어요.
She glanced at her phone in class today.,그녀는 수업 중에 휴대폰을 힐끗 봤어요.
I see a blue glass on the desk.,나는 책상 위에 파란 유리가 있어요.
I always drink milk from a small glass.,나는 작은 유리잔으로 항상 우유를 마셔요.
My friend always wears new glasses at school.,내 친구는 항상 학교에서 새 안경을 써요.
This global event unites people across many nations.,이 세계적인 행사는 많은 나라의 사람들을 하나로 모아요.
We study global maps of our lovely Earth.,우리는 사랑스러운 지구의 지도를 공부해요.
Scientists try to globalize research across many nations.,"과학자들이 꾸준히 연구를 세계화해요, 여러 나라에 영향을 주어요."
The gloomy sky makes me feel very sad.,우울한 하늘이 저를 매우 슬프게 만들어요.
My gloves keep my hands warm in winter.,내 장갑은 겨울에 내 손을 따뜻하게 해요.
Her face can glow red when she blushes.,그녀가 부끄러울 때 얼굴이 붉게 상기되어요.
The lamp glows brightly in the dark room.,전등이 어두운 방에서 밝게 빛나요~요.
The gentle glow of the lamp is warm.,램프에서 나오는 부드러운 불빛이 따뜻해요.
They go to school by bus every day.,그들은 매일 버스로 학교에 가요.
I had a go at the game today.,오늘 게임에 한 번 시도해 봤어요.
We like to play go every weekend afternoon.,우리는 매주 주말 오후에 바둑을 즐겨요.
We go after dreams and catch our future.,우리는 소중한 꿈을 추구해요 and 좋은 미래를 잡아요.
"Please, I want you to go away now.","제발, 지금 떠나 주세요~요."
The dark clouds go away after the storm.,폭풍 후에 어두운 구름이 사라져요.
We always go by school rules for safety.,우리는 항상 안전을 위해 학교 규칙을 잘 따르어요.
The long river will go by our house.,긴 강이 우리 집 옆을 지나가요.
They always go for a picnic on Sunday.,그들은 항상 일요일에 소풍 가요.
You should go on reading your book now.,지금 너는 계속해서 네 책을 읽어야 해요.
The big school party will go on now.,큰 학교 파티가 지금 벌어질 거예요.
We always go on a trip to Seoul.,우리는 항상 서울로 여행가요.
I always want to go online for learning.,나는 항상 공부를 위해 인터넷에 접속하고 싶어요.
My family loves to go skiing every winter.,우리 가족은 매 겨울 스키 타러 가요.
I go through hard times with family support.,나는 가족의 도움으로 힘든 시기를 겪어요.
The car will slowly go through the tunnel.,자동차가 터널을 천천히 통과해요.
My teacher always goes through the homework carefully.,저 선생님께서 숙제를 항상 잘 살펴보세요.
Their party plan can go through without problems.,그들의 파티 계획은 문제없이 성사될 수 있어요.
I go to bed at nine every night.,나는 매일 밤 9시에 잠자리에 들어요.
The sun always goes up in the morning.,태양은 항상 아침에 올라가요.
The red balloon will gently go up high.,빨간 풍선이 천천히 높이 올라가요.
Our family picnic plans always go well today.,우리 가족 소풍 계획은 항상 잘 되어가요.
These shoes go well with my blue jeans.,이 신발은 제 파란 청바지와 잘 어울려요.
My nice plan can sometimes go terribly wrong.,내 좋은 계획이 때때로 틀어질 수 있어요.
Sometimes our old phone can go wrong easily.,가끔 우리 오래된 전화기가 고장 날 수 있어요.
I sometimes go wrong when I speak English.,가끔 영어 말할 때 잘못해요.
I set a goal to score a goal.,나는 득점하기 위해 목표를 세웠어요.
He scored one goal in the game today.,그는 오늘 경기에서 득점했어요.
He successfully shot the ball into the goal.,그는 공을 골문으로 성공적으로 찼어요.
The small goat eats grass in the field.,작은 염소가 들판에서 풀을 먹어요.
The boy wears goggles in the swimming pool.,소년이 수영장에서 고글을 쓰고 있어요.
She bought a shiny gold ring this morning.,그녀는 오늘 아침 반짝이는 금반지를 샀어요.
I saw a golden cat in the garden.,나는 정원에서 금빛 고양이를 봤어요.
He found a golden shell on the beach.,그는 해변에서 금빛 조개를 찾았어요.
My goldfish happily swims in a small bowl.,내 금붕어는 작은 어항에서 행복하게 수영해요.
My mom always makes good food every Saturday.,우리 엄마는 항상 맛있는 음식을 만드세요.
Tom paints very good pictures in art class.,톰은 미술 시간에 실력이 좋은 그림을 그려요.
My teacher is always very good to us.,나의 선생님은 항상 매우 착해요.
My friend is always a very good person.,내 친구는 항상 아주 착한 사람이에요.
"I always tell my friend, good luck today.",나는 항상 친구에게 행운을 빌어요.
The store displays many different goods for everyone.,가게는 다양한 상품을 모두에게 전시해요.
He showed goodwill towards his classmate every day.,그는 매일 반 친구에게 친선과 호의를 보였어요.
The white goose swims in the small pond.,하얀 거위가 작은 연못에서 헤엄쳐요.
The agile gorilla climbs branches at the zoo.,민첩한 고릴라가 동물원에서 가지를 올라가요.
I graduate happily from school in spring time.,저는 봄에 학교에서 졸업해요.
My friend is a graduate of our college.,내 친구는 우리 대학의 졸업생이에요.
She will graduate from high school next week.,그녀는 다음 주에 고등학교를 졸업할 거예요.
I will graduate from my school very soon.,나는 곧 내 학교를 졸업해요.
Tom enjoys his graduation day with his friends.,톰은 친구들과 졸업 날을 즐겨요.
My little grandchild loves playing outside with friends.,제 작은 손주는 친구와 밖에서 놀아요.
My dear grandchildren play happily in my garden.,내 사랑하는 손주들이 내 정원에서 항상 즐겁게 놀아요.
My granddaughter happily plays in the sunny park.,내 손녀가 맑은 공원에서 즐겁게 놀아요.
My loving grandfather tells funny jokes every evening.,내 할아버지는 재미있는 농담을 하세요.
My grandmother always bakes tasty cakes for me.,저의 할머니께서는 항상 저를 위해 맛있는 케이크를 구우세요.
My dear grandpa enjoys walking in the park.,저의 친애하는 할아버지는 공원에서 걷기를 즐겨요.
My grandparents always visit us every summer holiday.,우리 조부모님은 항상 우리를 방문해요.
My kind grandma hugs her grandson each morning.,착한 할머니께서 매일 아침 손자를 안아주세요.
I ate a red grape with my friend.,나는 친구와 빨간 포도를 먹었어요.
The small grass is green in the park.,작은 풀은 공원에서 초록색이에요.
The cow peacefully grazes on the green grassland.,소가 초지에서 평화롭게 풀을 뜯어요.
Gravity pulls things to the Earth each day.,중력이 매일 사물을 지구로 끌어당겨요.
Cows graze calmly in a bright green field.,소들이 밝은 초원에서 방목해요.
He is a great leader in our town.,그는 우리 동네의 위대한 리더예요.
The great mountain stands behind the small village.,거대한 산이 작은 마을 뒤에 있어요.
My dear mom made a great cake today.,우리 엄마가 훌륭한 케이크를 만들었어요.
I feel great when it is sunny today.,오늘 날씨가 맑을 때 나는 기분이 좋아요.
"My cute cat wears a great, shiny collar.",내 귀여운 고양이는 멋진 반짝이는 목걸이를 하고 있어요.
The greedy boy always eats more than needed.,탐욕스러운 소년은 항상 필요 이상으로 먹어요.
His face always looks very green when ill.,그의 얼굴은 아플 때 항상 핼쑥해요.
We always choose green energy for our school.,우리는 우리 학교를 위해 친환경적인 에너지를 선택해요.
The park shows very pretty greenery every day.,공원에는 매일 아주 예쁜 녹색 나뭇잎과 화초가 있어요.
A greenhouse helps many plants grow in winter.,온실은 겨울에 식물이 자라도록 도와줘요.
I went to the busy grocery store today.,오늘 아침 저는 바쁜 식료잡화점에 꼭 한번 갔어요.
I always buy fresh grocery from the store.,저는 항상 신선한 식료품을 가게에서 사요.
We do grocery shopping at the local store.,우리는 동네 가게에서 장보기를 해요.
Our small boat might ground at low tide.,우리 작은 배가 썰물 때 좌초해요.
History is a nice ground for new ideas.,역사는 새로운 아이디어를 위한 좋은 분야예요.
I have a strong ground for my choice.,나는 내 선택에 확실한 이유가 있어요.
We often build our dreams on firm ground.,우리의 꿈은 단단한 기반 위에 세워져 있어요.
Children like to play on the green ground.,아이들이 초록 땅에서 놀아요.
The happy children play on the school ground.,행복한 아이들이 학교 운동장에서 놀아요.
The coffee ground remained inside the paper filter.,커피 찌꺼기가 종이 필터 안에 남아있어요.
My mother cooks ground meat for our dinner.,우리 엄마는 저녁 식사를 위해 갈아진 고기를 요리해요.
I usually group my toys by color today.,보통 나는 오늘 내 장난감을 색깔별로 분류해요.
My friendly study group meets at school daily.,나의 친한 집단은 학교에서 매일 만나요~요.
Bright flowers grow well with sunlight and water.,밝은 꽃들은 햇빛과 물로 잘 성장해요.
Farmers carefully grow fresh vegetables in large farms.,농부들이 신선한 야채를 큰 밭에서 재배해요.
I grow many flowers in my small garden.,저는 제 작은 정원에서 꽃을 많이 기르어요.
Children grow up quickly in a safe home.,아이들은 안전한 집에서 빠르게 성장해요.
I can hear dogs growl in dark nights.,나는 어두운 밤에 개들이 으르렁거려요.
The dog may growl when he is angry.,강아지가 화나면 꼬르륵 소리가 나요.
I always guess the right answer on paper.,나는 항상 종이에 정답을 알아맞힐 수 있어요.
I stayed at a cozy guesthouse last summer.,저는 따뜻한 여행자용 게스트하우스에 지난 여름에 즐겁게 머물렀어요.
This guidebook always helps us on our trip.,이 안내서는 항상 우리의 여행에 도움이 돼요.
Always follow the guideline for safe classroom behavior.,항상 안전한 교실 행동을 위해 지침을 따르세요.
My friend is a gifted and popular guitarist.,내 친구는 재능 있고 인기 많은 기타 연주자에요.
The kind guy happily plays soccer after school.,친절한 남자가 방과 후에 축구해요.
I often go to the gym for exercise.,저는 헬스장에 가요 운동해요.
I often go to the gym after school.,나는 종종 방과 후에 체육관에 가요.
My good habit is to do homework daily.,저의 좋은 습관은 매일 숙제를 해요.
My long hair flows in the summer breeze.,내 긴 머리카락이 여름 바람에 흩날려요.
She proudly wears a pink hairband every day.,그녀는 매일 분홍 머리띠를 자랑스럽게 착용해요.
My sister got a very cool haircut today.,우리 여동생은 아주 멋진 이발을 받았어요.
I use a hairpin to secure my hair.,저는 머리핀으로 머리를 고정해요.
The big hairy dog sleeps on soft grass.,큰 털이 많은 강아지가 잔디 위에서 자고 있어요~요
The students watched a haka performance at school.,학생들이 학교에서 마오리족의 전통 전쟁 춤을 봤어요.
The student walked slowly down the long hallway.,학생이 느리게 긴 복도를 걸었어요.
I always have tasty ham in my sandwich.,나는 항상 내 샌드위치에 맛있는 햄을 넣어요.
I ate a yummy hamburger at school today.,오늘 학교에서 맛있는 햄버거를 먹었어요.
The carpenter hammers nails with her strong hammer.,목수가 자신의 강한 망치로 못을 두드려요.
She uses a hammer to build a chair.,그녀는 의자를 만들기 위해 망치를 사용해요.
My little hamster happily runs on its wheel.,내 작은 햄스터가 즐겁게 바퀴 위에서 달려요.
Could you kindly hand me my pencil please?,제 연필을 건네줄 수 있나요~요.
I always lend my hand to help friends.,나는 항상 친구들에게 도움의 손길을 내밀어요.
She politely raised her hand in class today.,그녀는 수업 시간에 손을 정중하게 들었어요.
The clock hand moves around the big dial.,시계 바늘이 큰 다이얼 주위를 돌아요.
I always carry my small handkerchief to school.,나는 항상 작은 손수건을 학교에 가져가요.
My bike handlebar is very smooth and strong.,내 자전거 핸들은 매우 부드럽고 강해요.
My small car offers hands-free driving for safety.,내 작은 차는 안전을 위해 손을 쓸 필요가 없는 주행을 제공해요.
Her handwriting is always very neat every day.,그녀의 글씨는 언제나 매우 깔끔해요.
I keep my handwritten papers for school assignments.,나는 학교 과제를 위해 손으로 쓴 종이를 보관해요.
My phone is very handy for quick calls.,내 전화기는 빠른 통화를 위해 매우 유용해요.
I carefully hang my picture on the wall.,나는 조심스럽게 내 그림을 벽에 걸어요.
My friends and I hang out at school.,친구들과 나는 학교에서 어울려 놀아요.
I always hang out with my good friends.,나는 항상 좋은 친구들과 어울려요.
My blue hanger holds my clothes every day.,내 파란 옷걸이가 내 옷을 매일 걸어요.
The children happily play games in the park.,우리 아이들은 근처 공원에서 행복하게 게임하며 함께 즐겨요.
My best friend always shows me pure happiness.,내 가장 친한 친구가 항상 나에게 순수한 행복을 보여줘요.
She is very happy on warm sunny mornings.,그녀는 오늘 따뜻한 맑은 아침에 정말 아주 행복해요.
He always studies hard every day in class.,그는 항상 매일 수업에서 열심히 공부해요.
This hard new table feels cold to touch.,이 딱딱한 새 테이블은 만지면 차가워요.
The small chocolate candy is hard and tasty.,작은 초콜릿 사탕은 딱딱하고 맛있어요.
The teacher always has a hard looking face.,선생님은 언제나 굳은 표정을 지으세요.
He kicked the ball hard in the game.,그는 경기에서 공을 세게 찼어요.
She always studies hard for every school test.,그녀는 모든 학교 시험을 위해 항상 열심히 공부해요.
We hardly see any rain during summer break.,우리 여름방학 동안 거의 비를 보지 않아요.
Eating too much sugar is harmful to you.,너무 많은 설탕은 너에게 해로워요.
Music always brings family together in perfect harmony.,음악은 항상 가족을 완벽한 조화로 모으어요.
Cold winds can be extremely harsh during winter.,추운 바람은 겨울에 매우 가혹할 수 있어요.
The harsh desert is full of hot sand.,황량한 사막은 뜨거운 모래로 가득해요.
He made a hasty decision during his trip.,그는 여행 중에 서두르는 결정을 내렸어요.
I wear my hat on sunny summer days.,나는 화창한 여름날 모자를 써요.
I often hate rainy days and love sunshine.,나는 종종 비오는 날을 미워하지만 햇살을 사랑해요.
I feel hate when I see unfair acts.,불공평한 행동을 볼 때 저는 증오를 느껴요.
They often have pizza for dinner every night.,그들은 저녁마다 피자를 먹어요.
I always have a math class at school.,저는 항상 학교에서 수학 수업이 있어요.
Our teacher will have a school festival soon.,우리 선생님은 곧 학교 행사를 열어요.
I have a new toy to play with.,나는 새 장난감을 가지고 놀아요.
Sam has a black eye from a fall.,샘은 넘어져 눈 주위에 멍이 들었어요.
My friend has a hard time studying English.,내 친구는 영어 공부하면서 힘든 시간을 보내요.
I always have a hard time drawing pictures.,나는 항상 그림 그리는데 어려움을 겪어요.
Please have a look at the new poster.,새 포스터를 한 번 봐 주세요.
Sometimes my little child has a runny nose.,가끔 우리 작은 아이는 콧물이 나요.
Sometimes my brother has difficulty in reading books.,가끔 제 동생은 책 읽기에 어려움을 겪어요.
We are having fun at the school party.,우리는 학교 파티에서 재미있게 놀아요.
Happy kids have fun playing games every weekend.,행복한 아이들이 매주말 게임하며 즐거운 시간을 보내요.
You have to go to school every day.,너는 매일 학교에 가야만 해요.
He is happily running in the green park.,그는 초록 공원에서 행복하게 달리고 있어요.
We quickly head north when walking to school.,우리는 학교로 갈 때 빠르게 향해요.
The player heads the ball during the game.,선수는 경기 중에 공을 헤딩해요.
He always wears a hat on his head.,그는 항상 자신의 머리에 모자를 써요.
The head of our team always listens well.,우리 팀의 우두머리가 항상 잘 들어요.
My head hurts with a very bad headache.,내 머리가 아주 아픈 두통이 있어요.
She wore a beautiful headband at school today.,그녀는 오늘 학교에서 아름다운 머리띠를 썼어요.
Good hearing always helps me enjoy every sound.,좋은 청력은 매일 모든 소리를 즐길 수 있어요.
My father always uses his hearing aid daily.,우리 아버지는 항상 보청기를 사용해요.
My heart beats very hard when I exercise.,내 심장은 운동할 때 매우 세게 뛰어요.
My brave heart loves kind friends every day.,내 용감한 마음은 매일 친절한 친구들을 사랑해요.
I heat my tasty soup in the microwave.,나는 전자레인지에 맛있는 수프를 데워요.
The intense heat makes everyone seek cool water.,강렬한 열은 모두가 시원한 물을 찾게 해요.
The heat makes our playground hot in summer.,더위가 우리 놀이터를 뜨겁게 만들어요.
The heater makes our winter home very warm.,난방기가 우리 겨울 집을 매우 따뜻하게 해요.
The heavy rock is very hard to move.,무거운 바위는 옮기기 매우 어려워요.
My car faced heavy traffic on the road.,제 차는 도로에서 교통량이 많았어요.
The heavy cloth is warm in cold weather.,두꺼운 천은 추운 날씨에 따뜻해요.
The hedgehog ate delicious fruits in the garden.,고슴도치가 정원에서 맛있는 과일들을 먹었어요.
I say hello when phoning my good friend.,친구에게 전화할 때 안녕하세요라고 해요.
I say hello over the phone every morning.,나는 매일 아침 전화할 때 여보세요라고 말해요.
I always help eat food at dinner time.,저는 항상 저녁 시간에 음식을 먹어요.
My friend offers constant help during school days.,내 친구는 학교 생활 동안 계속 도움을 줘요.
My friend can always help with the homework.,내 친구는 항상 그 숙제를 도와줄 수 있어요.
My teacher always gives helpful advice every day.,우리 선생님은 항상 도움이 되는 조언을 주셔요.
The brown hen always lays eggs every morning.,갈색 암탉은 항상 아침에 알을 낳아요.
Please put your pencil here on the desk.,제발 연필을 여기에 책상 위에 놓으세요.
This old museum shows our country's rich heritage.,이 오래된 박물관은 우리나라의 풍부한 문화 유산을 보여줘요.
My family proudly preserves our old heritage home.,우리 가족은 오래된 상속 재산을 소중히 보존해요.
My favorite hero always helps those in trouble.,내가 좋아하는 영웅은 항상 곤란한 사람들을 도와줘요.
The brave hero saves the day from danger.,용감한 남자 주인공이 위험에서 하루를 구해요.
She carefully admires herself in the bright mirror.,그녀는 밝은 거울에서 그녀 자신을 조심스럽게 바라봐요.
My favorite toy is hidden under the bed.,내 가장 좋아하는 장난감은 침대 아래에 숨겨진 거예요.
This summer reached a high of 35 degrees.,이번 여름은 최고 기온이 35도에 도달했어요.
A plane flies high over our small town.,비행기가 우리 작은 마을 위로 높이 날아요.
I always feel high when I play games.,나는 게임할 때 항상 기분이 좋아요.
We will hike five miles down the trail.,우리는 산책로에서 다섯 마일 하이킹해요.
We will go on a long safe hike.,우리는 긴 안전한 도보 여행을 갈 거예요.
We often enjoy hiking on fun sunny days.,우리는 신나는 햇살 좋은 날 하이킹을 즐겨요.
The little boy climbs the tall green hill.,작은 소년은 높은 초록 언덕을 올라요.
He painted a very beautiful picture by himself.,그는 예쁜 그림을 그 자신이 직접 그렸어요.
My friend always listens to loud hip-hop music.,내 친구는 항상 크게 힙합 음악을 들어요 ~요.
The kind historian always writes about old events.,착한 역사가 항상 옛 사건들에 대해 써요.
History is very fun when we study it.,역사는 우리가 공부할 때 매우 재미있어요.
My team hit our target at the game.,우리 팀은 경기에서 목표에 달했어요.
The strong wind hit the door during rain.,강한 바람이 비 오는 동안 문을 쳤어요.
A strong storm suddenly hit our small town.,강한 폭풍이 갑자기 우리 작은 마을을 덮쳤어요.
He hit the answer on his math test.,그는 수학 시험에서 답을 맞혔어요.
My song is a huge hit with friends.,내 노래는 친구들에게 큰 성공이에요.
I hit on a wonderful idea in class.,수업 시간에 멋진 생각이 떠올랐어요.
I always hit the books hard after school.,저는 항상 학교 후에 열심히 공부해요.
I enjoy my fun hobby every single weekend.,저는 매주말 재미있는 취미를 즐겨요.
I hold a precious small coin in hand.,나는 소중한 작은 동전을 보유해요.
I always hold my teddy close every day.,나는 항상 내 테디를 가까이 안고 있어요.
Our school will hold sports day in June.,우리 학교는 6월에 체육 대회를 개최해요.
I always hold tightly my friend's small hand.,나는 항상 친구의 작은 손을 단단히 잡고 있어요.
We always hold the quiet in our classroom.,우리는 항상 교실의 조용함을 유지해요.
I hold a meeting at school this morning.,나는 오늘 아침 학교에서 회의를 개최해요.
I carefully hold the pen in my hand.,나는 내 손에 펜을 조심히 잡아요.
Just hold on and never ever give up.,그냥 버티며 절대 포기하지 마세요.
Please hold on to my incoming phone call.,내 전화가 오니 잠시 기다리세요요.
Hold on and wait for the green light.,잠시만 기다리고 초록불을 보세요.
I hold out my hand for a friend.,나는 친구를 위해 내 손을 내밀어요.
I always hold out against the strong wind.,나는 항상 강한 바람을 버티고 있어요.
Our store holds out extra candies for kids.,우리 가게는 추가 과자가 남아 있어요.
We enjoy a holiday near the sunny beach.,우리는 화창한 해변에서 휴일을 즐겨요.
The paper bag feels hollow without any candy.,종이 봉투는 사탕이 없어서 속이 텅 비었어요.
Birds find a safe home in the forest.,새들은 숲에서 안전한 서식지를 찾아요.
Our homeroom holds friendly class meetings every day.,우리 학급은 매일 다정한 회의를 해요.
My hometown is a very nice small town.,내 고향은 아주 좋은 작은 마을이에요.
I finish my homework after school every day.,나는 매일 방과 후에 숙제를 끝내요.
She is honest with her friends every day.,그녀는 매일 친구들에게 솔직해요.
My teacher is an honorable and kind person.,제 선생님은 고결하고 친절한 분이에요.
He wore his hood on the cold day.,그는 추운 날 두건을 썼어요.
I hope to see my best friend again.,나는 내 가장 친한 친구를 다시 만나길 희망해요.
I always feel hope when I wake up.,저는 일어날 때마다 희망을 느껴요.
A helpful hormone makes our body grow strong.,도움이 되는 호르몬은 우리 몸을 튼튼하게 키워요.
The movie was a horrible experience for them.,그 영화는 무서운 경험이었어요.
The cake looked horrible because of burnt edges.,케이크는 탄 가장자리 때문에 끔찍해 보여요.
The horror movie scared me very much yesterday.,그 공포 영화가 어제 나를 많이 놀래켰어요.
The brown horse runs fast in the field.,갈색 말이 들판에서 빠르게 달려요.
I visit the hospital for my yearly checkup.,나는 매년 병원에 방문해요.
