example_english,example_korean
She always curls her long hair with care.,그녀는 항상 긴 머리를 정성껏 말아줘요.
My hair curls always in the windy breeze.,내 머리는 항상 바람 속에서 곱슬곱슬해요.
I dare to try eating very spicy food.,저는 매우 매운 음식을 감히 먹어봐요.
The kind dog always delights the little children.,그 착한 강아지가 작은 아이들을 기쁘게 해요.
The clown brought delight to all the audience.,광대가 모든 관중에게 기쁨을 주었어요.
Some people demonstrate peacefully in the big park.,어떤 사람들은 큰 공원에서 평화롭게 시위운동을 해요.
My teacher can clearly demonstrate the safe method.,우리 선생님은 안전한 방법을 입증할 수 있어요.
Teacher will demonstrate how to use a tool.,선생님이 도구 사용법을 보여줘요.
Our kind teacher will demonstrate a fun experiment.,우리 착한 선생님이 재미있는 실험을 보여주실 거예요.
I truly deserve my reward for hard work.,저는 열심히 일해서 보상을 받을 만해요.
He was desperate to solve his math problem.,그는 수학 문제를 풀기 위해 필사적이었어요.
I feel really desperate on a cold day.,나는 추운 날 정말 절망적이에요.
He is desperate for a brand new bicycle.,그는 새 자전거를 간절히 원해요.
The situation is desperate in this dark storm.,이 상황은 어두운 폭풍 속에 대단히 위험해요.
My friend is disabled but still plays games.,내 친구는 장애를 가진 하지만 게임을 해요.
The messy room was full of disorder today.,오늘 엉망인 방은 무질서로 가득해요.
This learning disorder sometimes makes school work hard.,이 학습 장애는 가끔 학교 숙제가 어렵게 만들어요.
Our district holds many fun local community events.,우리 구역에는 재미있는 지역 행사들이 있어요~요.
Please document each step of our science project.,우리 과학 프로젝트의 각 단계를 상세히 기록해요.
I carefully signed the important document at school.,저는 학교에서 중요한 서류에 서명했어요.
I like domestic dinners with all my family.,나는 온 가족과 가정의 저녁 식사를 좋아해요.
Domestic movies always show our local culture clearly.,국내 영화는 항상 우리 지역 문화를 명확하게 보여줘요.
I really doubt his answer is true today.,나는 오늘 그의 답이 맞는지 정말 의심해요.
I always have a little doubt about everything.,저는 항상 모든 것에 대해 약간의 의심을 가져요.
Mom asked him to drag his bag slowly.,엄마가 그에게 가방을 질질 끌라고 했어요.
You drag the red box very slowly today.,너는 빨간 상자를 오늘 아주 천천히 움직여요.
Homework is a drag on my free time.,숙제는 내 자유 시간을 걸림돌이에요.
The fast car faces strong drag in air.,빠른 자동차는 공기 중 강한 항력을 받아요.
"Every year, people pay duty on small purchases.","매년, 사람들은 작은 구매에 세금을 내요."
It is our duty always to help others.,남을 돕는 것은 우리의 의무예요.
My duty is to help kids every day.,나의 업무는 매일 아이들을 돕는 거예요.
Light is a vital element in our lives.,빛은 우리 삶의 중요한 요소예요.
Oxygen is an important element for our air.,산소는 우리 공기를 위한 중요한 원소예요.
We always emphasize reading many books in class.,우리는 항상 교실에서 많은 책을 읽는 것을 강조해요.
Our store will employ good new workers today.,우리 가게는 오늘 좋은 새 직원들을 고용할 거예요.
People employ a computer to study every day.,사람들은 매일 공부하기 위해 컴퓨터를 사용해요.
Police always enforce the law in our country.,경찰은 우리나라에서 항상 법을 시행해요.
Parents often enforce the bedtime rules every night.,부모님들은 종종 취침 규칙을 강요해요.
The enormous elephant walked slowly in the park.,거대한 코끼리가 공원에서 천천히 걸었어요.
The enormous tree gives shade to many people.,엄청난 나무는 수많은 사람들에게 그늘을 줘요.
They establish a happy school in our town.,그들은 우리 동네에 행복한 학교를 설립해요.
Teachers establish clear class rules for every lesson.,선생님들이 매 수업마다 명확한 규칙을 확립해요.
Teachers estimate students by their behavior each day.,선생님들은 학생들의 행동을 매일 평가해요.
We always expand our world with new friends.,우리는 항상 새로운 친구들로 세상을 확장해요.
The expense for our class trip was high.,우리 학급 소풍의 비용이 높았어요.
They carefully reached the extreme of the mountain.,그들은 조심스럽게 산의 극단까지 갔어요.
The storm had extreme wind and heavy rain.,폭풍에는 극도의 바람과 강한 비가 있었어요.
My pet parrot will fascinate many small kids.,내 애완 앵무새는 많은 작은 아이들을 매혹할 거예요.
The flame gently danced in the cool night.,불꽃이 부드럽게 밤에 춤췄어요.
I do not force anyone to help me.,나는 누구에게도 나를 돕도록 강요하지 않아요.
Her strong force helps her lift heavy books.,그녀의 강한 힘은 무거운 책을 들어 올리는 데 도움을 줘요.
The foundation established our new community learning center.,재단이 우리 새로운 동네 학습 센터를 설립했어요.
The foundation is the base for all buildings.,건물의 기초는 모든 건물의 토대예요.
The foundation supports many children's art every year.,그 재단은 많은 어린이들의 미술을 지원해요.
The dark night suddenly filled me with fright.,어두운 밤이 나에게 갑자기 공포를 줬어요.
My school function is really fun for everyone.,우리 학교 행사는 모두에게 정말 재미있어요.
A function is used in school math today.,함수는 오늘 학교 수학에서 사용돼요.
I will fund our class fun school trip.,나는 우리 반의 즐거운 학교 여행에 자금을 대요.
My club raised the fund for new books.,우리 동아리가 새 책을 위한 기금을 모았어요.
The bear's fur is thick and very soft.,곰의 모피는 두껍고 매우 부드러워요.
The cute cat proudly shows its soft fur.,귀여운 고양이가 부드러운 털을 자랑해요.
She will gain strength by exercising every day.,그녀는 매일 운동하며 힘을 늘릴 거예요.
I gain confidence when I try new things.,나는 새로운 것을 시도할 때 자신감을 얻어요.
A small gain helps us grow our money.,작은 이익이 우리 돈을 늘려요.
She can glance at the big clock now.,그녀는 큰 시계를 흘끗 볼 수 있어요.
Our team felt great glory after the win.,우리 팀은 승리 후에 큰 영광을 느꼈어요.
The castle looks grand on bright sunny mornings.,그 성은 밝은 아침에 웅장해요.
I guarantee fun classes for every kind student.,모든 착한 학생에게 즐거운 수업을 보증해요.
The seller gives a guarantee for product safety.,판매자는 제품 안전 보증서를 줘요.
The judge said that the man is guilty.,판사가 그 남자가 유죄라고 말했어요.
He felt guilty for breaking his friend's promise.,그는 친구의 약속을 어겨서 죄책감이 들었어요.
She clearly shows her identity through creative art.,그녀는 언제나 창의적인 예술을 통해 자신의 독자성을 드러내요.
Our team has a clear identity and bond.,우리 팀은 명확한 동일함과 유대감을 갖고 있어요.
My small school card shows my real identity.,내 작은 학교 카드가 내 진짜 신원을 보여요.
My identity is part of who I am.,내 정체성은 내가 누구인지의 일부에요.
The innocent girl smiles in the sunny park.,순진한 소녀는 화창한 공원에서 웃어요.
The innocent boy did not tell any lies.,결백한 소년은 거짓말하지 않았어요.
My teacher insists that we do our homework.,우리 선생님은 우리가 숙제를 해야 한다고 주장해요.
My father purchases car insurance every single year.,우리 아버지는 매년 자동차 보험을 구매해요.
The intense storm violently shook our small town.,격렬한 폭풍이 우리 작은 마을을 크게 흔들었어요.
The hen will lay fresh eggs every morning.,암탉은 매일 아침 신선한 알을 낳아요.
He lay his dog in the warm bed.,그는 개를 따뜻한 침대에 눕혔어요.
The hen will lay fresh eggs every day.,암탉은 매일 신선한 알을 낳아요.
My bracelet has one very small metal link.,내 팔찌는 아주 작은 금속 연결이 있어요.
See the link that opens our fun webpage.,즐거운 웹페이지를 여는 링크를 보세요.
We quickly load heavy boxes on the truck.,우리는 빠르게 무거운 상자들을 트럭에 싣어요.
She carried a heavy load at school today.,그녀는 오늘 학교에서 무거운 부담을 들었어요.
The big truck carries a heavy load daily.,큰 트럭이 무거운 작업량을 매일 옮겨요.
I carefully carried a heavy load to school.,나는 학교로 무거운 짐을 조심히 옮겼어요.
The heavy load slows down the truck's movement.,무거운 하중이 트럭의 움직임을 늦춰요.
I feel loss when I lose my ball.,나는 공을 잃으면 분실을 느껴요.
I always try to maintain my bike well.,저는 항상 제 자전거를 잘 유지해요.
The teacher always maintains that homework is fun.,선생님께서 숙제가 재미있다고 주장해요.
My parents always maintain our family every day.,우리 부모님은 매일 우리 가족을 부양해요.
Big factories manufacture many good products every day.,큰 공장에서 매일 많은 좋은 제품을 제조해요.
The big mass remains on the high shelf.,큰 덩어리가 높은 선반에 남아 있어요.
The local factory produced a mass of books.,지역 공장이 대량의 책을 생산했어요.
The scientist measured the mass of the rock.,과학자가 바위의 질량을 측정했어요.
Medical experts often use quick and simple methods.,우리의 의학 전문가들은 종종 빠르고 간단한 방법을 사용해요.
I solve mental puzzles at school every day.,나는 학교에서 매일 정신 퍼즐을 풀어요.
Teachers carefully monitor all students during art class.,선생님들은 미술 시간에 모든 학생들을 감시해요.
"The computer monitor displays many bright, colorful images.",컴퓨터 모니터는 밝고 화려한 이미지를 보여줘요.
My neat bike goes fast down the street.,내 멋진 자전거가 길에서 빠르게 달려요.
My room is always very neat and clean.,내 방은 항상 아주 깔끔해요.
My clear objective is to study English daily.,저의 분명한 목표는 매일 영어를 공부해요.
My objective answer is very clear and correct.,나의 목적격 답은 아주 명확하고 정확해요.
She always gives an objective report every class.,그녀는 매 수업마다 객관적인 보고를 해요.
I like to observe birds in the park.,나는 공원에서 새들을 관찰해요.
Please observe the art and share your opinion.,미술 작품을 보고 의견을 말해요.
They observe a fun party for our teacher.,그들은 우리 선생님을 위해 재미있는 파티를 기념해요.
Children always observe rules at school every day.,어린이들은 항상 학교에서 규칙을 지켜요.
My friend and I strongly oppose unfair rules.,제 친구와 저는 불공정한 규칙에 강하게 반대해요.
"Do your homework, otherwise you will miss lunch.","숙제를 하세요, 그렇지 않으면 점심을 못 먹어요."
I pine for my dear home every day.,나는 매일 사랑하는 집을 그리워해요.
Our green pine tree grows high in sunlight.,우리 초록 소나무가 햇빛 아래에서 높이 자라요.
I feel deep pity for the poor man.,나는 가난한 남자를 불쌍히 여겨요.
The teacher showed pity for the crying child.,선생님은 우는 아이에게 유감을 보였어요.
The dangerous snake can poison a small mouse.,위험한 뱀이 작은 쥐를 독살할 수 있어요.
People must avoid poison because it hurts health.,사람들은 건강을 위해 독을 피해야 해요.
I possess my toy at school every day.,저는 매일 학교에서 제 장난감을 소유해요.
She bought a practical blue jacket for winter.,그녀는 겨울에 실용적인 파란색 재킷을 샀어요.
My dad always gives practical advice every day.,우리 아빠는 매일 현실적인 조언을 해요.
I pretend to be a brave astronaut today.,나는 오늘 용감한 우주비행사가 된다고 가정해요.
My friend pretends to claim her new idea.,내 친구는 자신의 새 아이디어를 주장해요.
Young children pretend to be happy little animals.,어린 아이들은 행복한 작은 동물인 체해요.
She read the previous page of the book.,그녀는 책의 앞의 페이지를 읽었어요.
My primary goal is to succeed at school.,나의 주요한 목표는 학교에서 성공하는 것이에요.
My primary goal is to finish my homework.,내 주된 목표는 숙제를 끝내는 것이에요.
We prime our boats before a fun trip.,우리는 즐거운 여행 전에 보트를 준비시켜요.
This is the prime factor for total success.,이것은 전체 성공을 위한 주요 요인이에요.
She always chooses prime fruits for her snack.,그녀는 항상 최고의 과일을 간식으로 선택해요.
Honesty is an important principle to always follow.,정직은 중요한 원칙을 항상 따라요.
She has a private notebook for drawing pictures.,그녀는 그림 그릴 사적인 공책을 가지고 있어요.
He is a very smart real estate agent.,그는 매우 똑똑한 중개인이에요.
A brave agent saves the day for friends.,용감한 요원이 친구들을 위해 하루를 구해요.
I complete my assignment every day after class.,나는 수업 후 매일 숙제를 완료해요.
I need to quickly finish my assignment today.,나는 오늘 과제를 빨리 끝내요.
The drummer will bang the big drum loudly.,드러머는 큰 드럼을 쾅 쳐요.
My lovely sister's bang covers her pretty eyes.,내 사랑스러운 여동생의 단발 앞머리가 예쁜 눈을 가려요.
The ocean is broad and full of wonders.,바다는 넓고 경이로움이 가득해요.
The very capable student quickly finished his homework.,매우 능력 있는 학생이 빨리 숙제를 끝냈어요.
Tom is the champion of our class game.,톰은 우리 반 게임의 우승자예요.
She is a true champion for animal care.,그녀는 동물 보호를 위한 옹호자예요.
I made a chart for my class today.,나는 오늘 우리 반을 위해 도표를 만들었어요.
A safe circumstance always improves our classroom study.,안전한 환경은 항상 우리 교실 공부를 도와요.
The teacher explains every circumstance during bright lessons.,선생님이 밝은 수업 중에 모든 정황을 설명해요.
I gently clip a picture from the magazine.,나는 부드럽게 잡지에서 그림을 오려요.
I saw a really funny film clip today.,나는 오늘 정말 재미있는 영화 클립을 봤어요.
I always use a small clip for papers.,나는 항상 작은 클립을 종이를 고정하는 데 사용해요.
I saw a short clip at school today.,나는 오늘 학교에서 짧은 영상을 학교에서 봤어요.
I confirm the correct answer on my test.,저는 제 시험에서 정답을 확인해요.
They contribute an article to our school newspaper.,그들은 우리 학교 신문에 원고를 기고해요.
My friend always contributes his opinion during talks.,내 친구는 대화에서 항상 의견을 말해요.
We contribute money to help others in need.,우리는 도움이 필요한 사람들에게 돈을 기부해요.
We all contribute to make a better world.,우리 모두가 더 좋은 세상을 만들어요.
I cope with problems every day in class.,나는 반에서 매일 문제들을 잘 대처해요.
My teacher wrongly credited Mark for our mistake.,제 선생님이 우리의 실수의 공을 마크에게 돌리셨어요.
They always credit her bank account each month.,그들은 매달 그녀의 은행 계좌에 입금해요.
My credit in my account increases each day.,내 계좌 잔고가 매일 증가해요.
I earn credit eve time I study math.,나는 수학 공부할 때마다 학점을 받아요.
Sam always protects his good credit with care.,샘은 항상 좋은 신용을 보호해요.
Dawn light fills our sky every new day.,새벽 빛이 우리 하늘을 매일 새롭게 채워요.
Our ship deck is always clean and safe.,우리 배 갑판은 항상 깨끗하고 안전해요.
The cat sat quietly beside the window edge.,고양이가 창문 가장자리에 조용히 앉았어요.
My friend always holds an edge in class.,내 친구는 항상 수업에서 우위를 가지고 있어요.
The gears engage firmly to power the machine.,기어들이 단단히 맞물리게 하여 기계가 작동해요.
Parents always engage young children in fun play.,부모님은 어린 아이들을 재미있는 놀이에 끌어들여요.
Mia engaged John during a lovely summer picnic.,미아는 존과 여름 소풍에서 약혼했어요.
Children engage in sports during their free time.,아이들이 자유시간 동안 스포츠에 종사해요.
Teachers engage their students in fun group projects.,선생님들은 그들 학생들을 재미있는 그룹 프로젝트에 참여시켜요.
Her kind smile can always engage our class.,그녀의 다정한 미소는 우리 반의 관심을 끌어요.
The medal entitles you to free candy today.,그 메달은 너에게 오늘 무료 사탕을 받을 수 있어요.
Our ticket entitles us to enjoy the show.,우리의 티켓은 우리에게 공연을 즐길 자격을 줘요.
We entitle our book with a fun title.,우리는 우리 책에 재미있는 제목을 붙여요.
Two numbers equal each other in math class.,두 숫자는 수학 수업에서 서로 같아요.
All players have equal chances to win today.,모든 선수들은 오늘 이길 같은 기회를 가져요.
Students examine science projects every day in class.,학생들은 매일 교실에서 과학 프로젝트를 조사해요.
The doctor carefully examines two very sick patients.,의사가 두 명의 매우 아픈 환자를 진찰해요.
He might faint if he stands up quickly.,그는 빨리 일어서면 기절할 수도 있어요.
I saw a faint star in the sky.,나는 어렴풋한 별을 하늘에서 봤어요.
My father works at a small firm today.,아버지께서 오늘 작은 회사에서 일해요.
The big table is firm and very sturdy.,큰 테이블은 견고하고 아주 단단해요.
The team showed firm support during the game.,팀은 경기 중 확고한 지원을 보였어요.
The firm chair sits without wobbling or breaking.,단단한 의자가 흔들리지 않고 잘 서 있어요.
The ballet dancer always shows a calm grace.,발레 댄서는 항상 차분한 기품을 보여요.
Her grace always fills our hearts with joy.,그녀의 은혜가 항상 우리 마음을 채워 줘요.
A gradual change slowly made our room bright.,점진적인 변화가 우리 방을 천천히 밝게 만들어요.
He quietly gave a hint for his friend.,그는 조용히 친구에게 암시를 줬어요.
I illustrate my book with many colorful pictures.,나는 내 책에 많은 화려한 그림을 넣어요.
They illustrate the important point with a drawing.,그들은 중요한 점을 그림으로 보여줘요.
I will illustrate the fun story with pictures.,나는 그림으로 재미있는 이야기를 설명할게요.
The immediate bus arrives in just one minute.,바로 오는 버스가 딱 1분 후에 도착해요.
We need an immediate answer to the question.,우리는 질문에 대해 즉각적인 답변이 필요해요.
Please give me immediate help for my homework.,제 숙제에 직접적인 도움을 주세요~요.
He can clearly indicate which door is correct.,그는 어느 문이 맞는지 가리키고 있어요.
Traffic lights clearly indicate safe routes for drivers.,신호등은 운전자들에게 안전한 길을 나타내요.
Every individual person can choose his own way.,모든 개인은 자신의 길을 선택할 수 있어요.
Every student has an individual book for study.,모든 학생은 개인의 공부용 책을 가지고 있어요.
The teacher inspects the classroom thoroughly for safety.,선생님께서 안전을 위해 교실을 철저하게 검사해요.
His true intent is always to help others.,그의 진짜 의도는 항상 다른 사람을 돕는 것이에요.
Their good intention is to help each other.,그들의 좋은 의도는 서로 도와주는 거예요.
My intention is to help my best friend.,저의 의도는 제 친구를 돕는 거예요.
The internal system protects our body from harm.,내부 시스템은 우리 몸을 해악으로부터 보호해요.
I explore my internal calm thoughts every day.,나는 매일 내면의 차분한 생각을 탐구해요.
"Do not interrupt me when I speak, please.",말할 때 저를 방해하지 마세요.
Please do not interrupt the teacher during lessons.,수업 중에 선생님을 중단하지 마세요.
We always invest our time for fun games.,우리는 항상 즐거운 게임에 시간을 투자해요.
Peter bit his food with his strong jaw.,피터는 음식을 물었어요 강한 턱으로요.
I happily walk in the narrow lane today.,저는 오늘 기쁘게 좁은 길을 걸어요.
The fast car always stays in one lane.,빠른 자동차는 항상 한 차선에 있어요.
The swimmer quickly raced down his swimming lane.,수영 선수가 자신의 레인에서 빠르게 달렸어요.
Our teacher explained legal rules with clear words.,우리 선생님이 명확한 단어로 법률 규칙을 설명해요.
"Many kids marvel at the bright, blue sky.",많은 아이들이 밝고 푸른 하늘에 감탄해요.
The statue is a marvel of ancient art.,이 조각상은 불가사의한 일처럼 보여요.
Stories teach us a clear moral every time.,이야기는 언제나 명확한 교훈을 가르쳐줘요.
Small stories always teach a good moral lesson.,작은 이야기들이 항상 좋은 도덕상의 교훈을 가르쳐요.
Parents operate the small store near our home.,부모님들이 우리 집 근처 작은 가게를 운영해요.
They carefully operate  the new machine every day.,그들은 매일 새 기계를  조심히 조작해요.
The printer operates quietly well in our classroom.,우리 교실에서 프린터가 조용히 작동되요.
I particularly enjoy ice cream on hot days.,저는 특히 더운 날 아이스크림을 즐겨요.
Our school has a simple policy for rules.,우리 학교는 쉬운 방침을 가지고 있어요.
We always pray for safe and happy days.,우리는 항상 안전하고 행복한 날들을 위해 기도해요.
The silence was pregnant with a secret message.,침묵은 비밀스러운 메시지로 가득 차 있어요.
The pregnant cat waits near its cozy bed.,임신한 고양이가 아늑한 침대 옆에 기다려요.
We follow a strict procedure during science class.,우리는 과학 수업 동안 엄격한 절차를 따르어요.
Please proceed forward and take the left turn.,제발 앞으로 나아가시고 왼쪽으로 가세요~요
"Kids, please proceed with your math class work.","얘들아, 수학 수업을 계속 진행해요."
My dad works in his best profession daily.,우리 아빠는 매일 최고의 직업으로 일해요.
My skills progress slowly every day with practice.,내 실력은 매일 천천히 향상돼요.
The team will progress steadily in art class.,우리 팀은 미술 수업에서 꾸준히 진행해요.
The progress of our trip is going well.,우리 여행의 경과가 잘 되어가요.
I see real progress in my science class.,과학 수업에서 진전을 보아요.
The project progress moves very slowly each day.,프로젝트 진행은 매일 아주 천천히 진행돼요.
The teacher promotes reading habits every single day.,선생님은 매일 독서 습관을 홍보해요.
The teacher will promote the smart student quickly.,선생님이 똑똑한 학생을 빨리 진급시킬 거예요.
Healthy food can promote strong body and mind.,건강한 음식은 튼튼한 몸과 마음을 촉진해요.
Good teachers always promote healthy eating habits daily.,좋은 선생님은 항상 건강한 식습관을 증진시키세요.
The mayor will pronounce the new law today.,시장이 오늘 새로운 법을 선언해요.
I try to pronounce each new word clearly.,저는 각 새로운 단어를 잘 발음해요.
He practices correct pronunciation very well every day.,그는 올바른 발음을 매우 잘 연습해요.
Tom will propose marriage to his best friend.,톰은 그의 가장 친한 친구에게 청혼할 거예요.
I propose a fun game for everyone today.,나는 오늘 모든 사람을 위해 재미있는 게임을 제안해요.
Students protest too many homework tasks every day.,학생들은 너무 많은 숙제에 항의해요.
Students join protest for a safer school environment.,모든 학생들이 안전한 학교 위해 함께 시위에 참여해요~요
Her protest showed her claim for better rules.,그녀의 주장은 더 나은 규칙을 요구했어요.
The fountain always pumps water high in summer.,분수는 여름에 항상 물을 높이 솟구쳐요.
The boy pumps water out of the well.,소년이 우물에서 물을 퍼내요.
The pump moves water through our garden hose.,그 펌프는 우리 정원 호스로 물을 이동시켜요.
The rapid river flows through our busy town.,빠른 강은 우리 바쁜 마을을 지나가요.
She will react kindly to the surprise gift.,그녀는 깜짝 선물에 친절하게 반응할 거예요.
She quickly can recover her lost toy now.,그녀는 지금 잃어버린 장난감을 빨리 되찾아올 수 있어요.
The child will recover quickly from a cold.,아이가 감기에서 빨리 회복해요.
A shiny mirror can reflect our smiling faces.,반짝이는 거울은 우리 웃는 얼굴을 비추어요.
My window reflects bright sunlight and deep thoughts.,내 창문은 밝은 햇빛과 깊은 생각을 반사해요.
The clear water always reflects the blue sky.,맑은 물이 항상 파란 하늘을 반영해요.
The region is safe and fun to explore.,그 지역은 안전하고 탐험하기 재미있어요.
The doctor carefully checked my region for pain.,의사가 내 부위를 조심스럽게 확인했어요.
He wakes up at a regular time daily.,그는 매일 규칙적인 시간에 일어나요.
My brother always wears a regular blue T-shirt.,내 남동생은 항상 평범한 파란 티셔츠를 입어요.
She felt relief when her caring parent smiled.,그녀는 부모님의 따뜻한 미소에 안도했어요.
The organization gave quick relief to the victims.,단체는 피해자들에게 빠른 구호를 주었어요.
The nurse begins her relief shift at night.,간호사는 밤에 교대 근무를 시작해요.
A cool breeze brought me great relief today.,시원한 바람이 오늘 나에게 큰 경감을 줬어요.
Kind teachers require students to read every day.,친절한 선생님들이 학생들에게 매일 책 읽기를 요구해요.
Some difficult tasks require proper tools to succeed.,어려운 작업은 적절한 도구를 필요로 해요.
I always reserve a table for my lunch.,나는 항상 내 점심을 위해 테이블을 예약해요.
I always reserve a seat for my friend.,나는 항상 친구를 위해 자리를 남겨두어요.
We always keep a small reserve of water.,우리는 언제나 작은 비축물을 가지고 있어요.
Emma uses her reserve when making safe choices.,엠마는 안전한 선택할 때 신중함을 보여요.
Many animals live here in a reserve park.,많은 동물들이 이 보호구역에서 살아요.
They always try to resist unfair school rules.,그들은 항상 불공평한 학교 규칙에 대항해요.
My father will retire very soon next year.,아빠는 내년에 아주 빨리 퇴직해요.
My dear father can retire soon next year.,저의 소중한 아버지는 내년에 곧 은퇴하실 거예요.
A sneaky thief may rob a small shop.,수상한 도둑이 작은 가게를 훔칠 수 있어요.
The bright rubber ball bounces on the floor.,밝은 고무 공이 바닥에서 튀어요.
My monthly salary is always enough for food.,제 월급은 항상 음식 사기에 충분해요.
Little kids scale the steep hill very fast.,작은 아이들이 가파른 언덕을 아주 빨리 올라요.
I use a small scale to weigh apples.,저는 작은 저울로 사과를 잴 수 있어요.
The scale on the ruler is very clear.,자에 있는 눈금은 매우 명확해요.
I used the scale to check my weight.,나는 내 체중을 확인하려고 체중계를 사용했어요.
The fish's scale is very small and bright.,물고기의 비늘은 매우 작고 반짝거려요.
This scale is a measure of our score.,이 척도는 우리 점수를 평가하는 기준이에요.
I learn the musical scale with my teacher.,저는 선생님과 함께 음계를 배워요.
The teacher draws a section on the board.,선생님이 칠판에 구역을 그리세요.
The library has one small section for reading.,도서관에는 독서를 위한 작은 부분이 있어요.
I always seek extra help from my teacher.,나는 항상 추가 도움을 선생님께 구해요.
I always seek kind help from my teachers.,저는 항상 선생님께 좋은 도움을 구해요.
Kids seek lost toys under the big desk.,아이들은 큰 책상 아래에서 잃어버린 장난감을 찾고 있어요.
Her shock hair looks very wild and messy.,그녀의 헝클어진 머리카락이 아주 멋있어요.
The news suddenly gave me a big shock.,뉴스가 갑자기 나에게 큰 충격을 줬어요.
The beautiful bird sits near the sandy shore.,예쁜 새가 모래 물가에 앉아 있어요.
We walked along the sandy shore at dawn.,우리는 새벽에 모래 기슭을 걸었어요.
This significant day brightly shapes our happy future.,이 상당한 날이 우리 행복한 미래를 밝게 만드어요.
Homework plays a very significant role in learning.,숙제는 학습에 아주 중요한 역할을 해요.
This event is very significant for our future.,이 행사는 우리 미래에 매우 의미 있어요.
My backpack is slight and easy to carry.,내 책가방은 가볍고 들기 쉬워요.
There is a slight breeze in the park.,공원에 약간의 산들바람이 있어요.
I sort all my toys every single day.,나는 모든 장난감을 매일 분류해요.
My new collection holds one sort of coin.,내 새 수집품에는 한 종류의 동전이 있어요.
Music can heal the soul on rainy days.,음악은 언제나 비오는 날 영혼을 아주 따뜻하게 치유해요.
I spare my toys to my best friend.,나는 장난감을 가장 친한 친구에게 나눠줘요.
I can spare extra time for my homework.,나는 숙제를 위해 추가 시간을 할애할 수 있어요.
I always spare my friend any upset moments.,나는 항상 내 친구가 기분 나쁜 순간을 겪지 않도록 해요.
The hero quickly spared the soldier from dying.,영웅은 빠르게 병사가 죽음을 피하게 했어요.
I always spare water by turning off taps.,나는 수도꼭지를 잠가 물을 아껴요.
I have a spare pencil in my desk.,내 책상에 예비 연필이 있어요.
Our school follows a high standard for teaching.,우리 학교는 높은 표준으로 가르쳐요.
This standard school exam is very easy today.,이 표본의 학교 시험은 아주 쉬워요.
I stare at the clear lake every morning.,나는 매일 아침 맑은 호수를 응시해요.
We use a simple strategy in our class.,우리는 우리 수업에서 간단한 전략을 사용해요.
The team struggles hard to fight and win.,그 팀은 싸우고 이기려고 애써요.
Our daily struggle always inspires great team spirit.,우리의 매일 투쟁은 항상 멋진 팀 정신을 만들어요.
A small struggle always helps us grow stronger.,작은 어려움은 우리를 항상 강하게 만들어줘요.
Her opinion about music at times is subjective.,그녀의 음악에 관한 의견은 때때로 주관적이에요.
I computed the sum of all test scores.,나는 모든 시험 점수의 합계를 계산했어요.
The sum of numbers is fun to calculate.,숫자들의 계산은 재미있어요.
The teacher gave a short summary of lesson.,선생님께서 수업의 짧은 요약을 주셨어요.
Big trees always surround our beautiful school playground.,큰 나무가 우리 아름다운 학교 운동장을 둘러싸요.
Many big ideas always surround our main lesson.,많은 큰 아이디어가 항상 우리 주요 수업과 연관되어 있어요.
The little boy sweeps the kitchen floor always.,작은 소년은 항상 부엌 바닥을 쓸어요.
My brother will sweep the dusty living room.,제 동생이 먼지가 많은 거실을 휩쓸어요.
Her sweep of the broom looked very smooth.,그녀의 빗자루 휘두름이 매우 부드러워요.
I accidentally stubbed my toe on a rock.,나는 실수로 바위에 발가락을 찧었어요.
I always transfer from bus to train daily.,나는 항상 버스에서 기차로 갈아타요.
I transfer my toys to a new box.,나는 내 장난감을 새 상자로 옮겨요.
The principal will easily transfer Mr. Kim today.,교장님이 김 선생님을 오늘 쉽게 전근시키세요.
I transfer my files to a new folder.,내 파일을 새 폴더로 옮겨요.
My friend will transfer to a new school.,내 친구는 새 학교로 전학을 가요.
I will transfer money to my friend today.,오늘 친구에게 돈을 이체할게요.
Please transfer my phone call to my friend.,제 전화를 제 친구에게 돌려주세요.
Trucks transport heavy cargo between cities every day.,트럭은 도시 사이에서 무거운 화물을 수송해요.
Parents quickly transport children to school every morning.,부모님이 아이들을 매일 아침 학교로 이동시키세요.
"Fast cars, trains and ships are common transport.","빠른 자동차, 기차와 배는 일반적인 운송수단이에요."
We trap tiny bugs in our glass container.,우리는 작은 벌레를 우리 유리 용기에 가둬요.
Kids trap autumn leaves in one big pile.,어린이들이 가을 잎을 한 큰 더미로 모아 두어요.
A smart trap caught one tiny rabbit today.,스마트한 덫이 오늘 한 마리 작은 토끼를 잡았어요.
Children always unite blocks to build tall towers.,아이들이 항상 블록들을 결합하여 높은 탑을 만들어요.
The gentle river flows through the green valley.,부드러운 강이 초록 골짜기를 지나가요.
A small river runs through a deep valley.,작은 강이 깊은 계곡을 지나가요.
Prices often vary among items in our store.,우리 상점에서 가격이 종종 달라요.
The colors vary widely in many bright ways.,색깔들은 여러 가지 밝은 빛깔로 다양해요.
She likes to vary her style each day.,그녀는 매일 스타일을 바꾸어요.
Chefs vary recipes to make very tasty dishes.,셰프들은 맛있는 요리를 위해 레시피를 다르게 해요.
The red vehicle moves slowly on the street.,빨간 차량이 매우 천천히 도로를 따라 조용히 움직여요.
Music is a vehicle for expressing our emotions.,음악은 우리의 감정을 표현하는 매개체예요.
Some people think violent acts are never good.,어떤 사람들은 폭력적인 행동은 절대 좋지 않아요.
