*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업,,,,,,,,,,,
voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,example_english,example_korean
719,중1,6,avoid,"막다,방지하다",1,동사,12117,18164,[əvɔ́id],,
720,중1,6,award,수여하다,1,동사,8167,25948,[əwɔ́:rd],,
721,고2,11,beneath,"아래에,밑에",6,전치사,2150,6261,[biní:θ],,
722,중1,6,bin,상자,2,명사,10020,2928,[bín],,
723,중1,6,bin,쓰레기통,2,명사,10020,16747,[bín],,
724,중1,6,bitter,(맛이) 쓴,3,형용사,2135,3523,[bítər],,
725,중1,6,bitter,(언쟁 등이) 격렬한,3,형용사,4593,20298,[bítər],,
726,중1,6,bitter,억울한,3,형용사,5428,30617,[bítər],,
727,중1,6,bitter,매우 불쾌한,3,형용사,8259,19842,[bítər],,
728,중1,6,bitter,쓰라린,3,형용사,12832,18196,[bítər],,
729,중1,6,bitter,"쓰라린,불쾌한",3,형용사,12832,30620,[bítər],,
730,고2,11,breast,가슴,2,명사,86,103,[brést],,
731,중1,6,breathe,호흡하다,1,동사,2006,6448,[brí:ð],,
732,중1,6,breathe,(생기 등을) 불어넣다,1,동사,9547,26097,[brí:ð],,
733,중1,6,century,세기,2,명사,14789,3117,[sénʧəri],,
734,고2,11,chairman,"회장,의장",2,명사,2709,4510,[ʧέərmən],,
735,중1,6,challenge,~에 이의를 제기하다,1,동사,10979,31161,[ʧǽlindʒ],,
736,중1,6,challenge,난제,2,명사,7631,19872,[ʧǽlindʒ],,
737,중1,6,character,"성격,문자",2,명사,625,3080,[kǽriktər],,
738,중1,6,character,"등장인물,캐릭터",2,명사,1411,16763,[kǽriktər],,
739,중1,6,character,문자,2,명사,2201,16764,[kǽriktər],,
740,중1,6,character,특징,2,명사,3631,17070,[kǽriktər],,
741,고2,11,civil,문명의,3,형용사,1267,21316,[sívəl],,
742,고2,11,civil,"민간의,시민의",3,형용사,2051,3367,[sívəl],,
743,중1,6,coin,(낱말/어구) 만들다,1,동사,5216,19166,[kɔ́in],,
744,중1,6,coin,화폐를 주조하다,1,동사,14754,22627,[kɔ́in],,
745,중1,6,coin,동전,2,명사,30,1584,[kɔ́in],,
746,중1,6,common,"공유지,공원",2,명사,380,31513,[kámən],,
747,중1,6,common,"공통의,흔한",3,형용사,270,612,[kámən],,
748,중1,6,common,"보통의,일반의",3,형용사,9698,25610,[kámən],,
749,중1,6,common,흔한,3,형용사,12477,17082,[kámən],,
750,중1,6,community,공동체,2,명사,368,586,[kəmjú:nəti],,
751,중1,6,community,지역 사회,2,명사,2753,20336,[kəmjú:nəti],,
752,중1,6,connect,연결하다,1,동사,2842,4709,[kənékt],,
753,고2,11,constant,끊임없는,3,형용사,8271,18282,[kánstənt],,
754,고2,11,constant,"일정한,불변의",3,형용사,8344,4670,[kánstənt],,
755,고2,11,content,"내용,목차",2,명사,1218,1969,[kάntent],,
756,고2,11,content,"(복수형)내용물,내용,콘텐츠",2,명사,1648,31178,[kάntent],,
757,고2,11,content,만족한,3,형용사,9433,17094,[kάntent],,
758,중1,6,current,"해류,물살",2,명사,1284,20361,[kə́:rənt],,
759,중1,6,current,전류,2,명사,2999,20819,[kə́:rənt],,
760,중1,6,current,현재의,3,형용사,3857,6404,[kə́:rənt],,
761,중1,6,damage,손상(시키다),1,동사,1948,19190,[dǽmidʒ],,
762,중1,6,damage,"손상,피해",2,명사,1948,3213,[dǽmidʒ],,
763,중1,6,direct,명령하다,1,동사,8037,22807,[dərékt; dairékt],,
764,중1,6,direct,향하다,1,동사,8437,18326,[dərékt; dairékt],,
765,중1,6,direct,~을 방향 짓다,1,동사,8437,25629,[dərékt; dairékt],,
766,중1,6,direct,안내하다,1,동사,9592,18327,[dərékt; dairékt],,
767,중1,6,direct,감독하다,1,동사,11774,17754,[dərékt; dairékt],,
768,중1,6,direct,직접적인,3,형용사,8011,5508,[dərékt; dairékt],,
769,고2,11,discipline,"(대학의) 학과,학문",2,명사,846,24314,[dísəplin],,
770,고2,11,discipline,"훈련,훈육",2,명사,3969,6594,[dísəplin],,
771,고2,11,discipline,규율,2,명사,6670,19925,[dísəplin],,
772,고2,11,discipline,절제력,2,명사,9955,22814,[dísəplin],,
773,중1,6,emotion,감정,2,명사,148,194,[imóuʃən],,
774,중1,6,empty,비우다,1,동사,16191,2730,[émpti],,
775,중1,6,empty,텅 빈,3,형용사,1648,21508,[émpti],,
776,고2,11,exhaust,다 써버리다,1,동사,837,1334,[igzɔ́:st],,
777,고2,11,exhaust,지치게 하다,1,동사,9307,17778,[igzɔ́:st],,
778,고2,11,exhaust,배기관,2,명사,1400,19957,[igzɔ́:st],,
779,고2,11,exhaust,배기가스,2,명사,13028,18979,[igzɔ́:st],,
780,중1,6,experiment,실험,2,명사,6846,3479,[ikspérəmənt],,
781,고2,11,expose,노출시키다,1,동사,1027,17141,[ìkspóuz],,
782,고2,11,expose,노출하다,1,동사,1027,30982,[ikspóuz],,
783,고2,11,expose,경험하게 하다,1,동사,7774,22942,[ikspóuz],,
784,고2,11,expose,폭로하다,1,동사,8005,1212,[ìkspóuz],,
785,중1,6,express,표현하다,1,동사,3717,6151,[iksprés],,
786,중1,6,express,특급 배송,2,명사,7558,20396,[iksprés],,
787,중1,6,express,"급행의,신속한",3,형용사,5346,21915,[iksprés],,
788,고2,11,factor,요인,2,명사,10890,4141,[fǽktər],,
789,중1,6,fantastic,"멋진,환상적인",3,형용사,3922,6524,[fæntǽstik],,
790,중1,6,feature,"특별히 포함하다,대서특필하다",1,동사,608,25940,[fí:ʧər],,
791,중1,6,feature,전시하다,1,동사,3018,30783,[fíːʧər],,
792,중1,6,feature,"등장시키다,출현시키다",1,동사,8449,26089,[fí:ʧər],,
793,중1,6,feature,특별히 포함하다,1,동사,8469,30795,[fíːʧər],,
794,중1,6,feature,특별하게 다루다,1,동사,8590,30774,[fíːʧər],,
795,중1,6,feature,특징으로 삼다,1,동사,9599,19968,[fí:ʧər],,
796,중1,6,feature,"이목구비,용모",2,명사,7610,22971,[fíːʧər],,
797,중1,6,feature,(신문/방송 등의) 특집,2,명사,15680,24393,[fíːʧər],,
798,중1,6,fee,"요금,수수료",2,명사,10889,2414,[fí:],,
799,고2,11,govern,"통치하다,운영하다",1,동사,3609,5983,[gʌ́vərn],,
800,고2,11,govern,"좌우하다,지배하다",1,동사,3609,30846,[gΛvərn],,
801,중1,6,improve,"향상시키다,개선되다",1,동사,9871,6359,[imprú:v],,
802,고2,11,instant,"순간,찰나",2,명사,6943,23216,[ínstənt],,
803,고2,11,instant,즉각의,3,형용사,2000,5385,[ínstənt],,
804,고2,11,instant,인스턴트의,3,형용사,11370,27344,[ínstənt],,
805,고2,11,instruct,지시하다,1,동사,6406,17215,[instrʌ́kt],,
806,고2,11,instruct,가르치다,1,동사,7797,87,[ínstrʌkt],,
807,중1,6,instrument,"기구,도구",2,명사,581,915,[ínstrəmənt],,
808,중1,6,instrument,"악기,도구",2,명사,11400,16669,[ínstrəmənt],,
809,고2,11,iron,다림질 하다,1,동사,7293,25411,[áiərn],,
810,고2,11,iron,철,2,명사,3408,5674,[áiərn],,
811,고2,11,iron,다리미,2,명사,12704,25693,[áiərn],,
812,고2,11,iron,고데기,2,명사,12731,17854,[áiərn],,
813,중1,6,label,명칭을 붙이다,1,동사,10710,17866,[léibəl],,
814,중1,6,label,상표,2,명사,16093,1034,[léibəl],,
815,중1,6,local,현지인,2,명사,3592,19655,[lóukəl],,
816,중1,6,local,지방의,3,형용사,3279,5449,[lóukəl],,
817,중1,6,local,"현지의,지역의",3,형용사,3592,25712,[lóukəl],,
818,중1,6,local,"(의학) 국소의,국부의",3,형용사,15721,24703,[lóukəl],,
819,중1,6,lock,자물쇠,2,명사,2865,4745,[lάk],,
820,중1,6,mark,~임을 보여 주다,1,동사,11014,30565,[maːrk],,
821,중1,6,mark,특징,2,명사,8460,17899,[má:rk],,
822,중1,6,mark,점수,2,명사,9974,25470,[máːrk],,
823,중1,6,match,"대응하다,연결하다",1,동사,901,30555,[mæʧ],,
824,중1,6,match,"맞먹다,필적하다",1,동사,1615,18572,[mǽʧ],,
825,중1,6,match,부응하다,1,동사,7771,18571,[mǽʧ],,
826,중1,6,match,연결시키다,1,동사,7885,16906,[mǽʧ],,
827,중1,6,match,어울리다,1,동사,9621,19008,[mǽʧ],,
828,중1,6,match,일치하다,1,동사,9704,31617,[mǽʧ],,
829,중1,6,match,짝짓기 하다,1,동사,12151,21376,[mǽʧ],,
830,중1,6,match,"맞수,호적수",2,명사,287,24727,[mǽʧ],,
831,중1,6,match,"성냥,시합",2,명사,2067,16907,[mǽʧ],,
832,중1,6,match,"경기,시합",2,명사,12443,3391,[mǽʧ],,
833,중1,6,ordinary,보통의,3,형용사,8468,2437,[ɔ́:rdənèri],,
834,중1,6,own,소유하다,1,동사,1915,19698,[óun],,
835,중1,6,pack,가득 채우다,1,동사,249,31184,[pæk],,
836,중1,6,pack,포장하다,1,동사,2123,5567,[pǽk],,
837,중1,6,pack,짐을 싸다,1,동사,12767,17949,[pǽk],,
838,중1,6,pain,(육체적) 아픔,2,명사,2174,3578,[péin],,
839,중1,6,pattern,무늬,2,명사,949,1503,[pǽtərn],,
840,중1,6,pattern,양식,2,명사,949,17284,[pǽtərn],,
841,중1,6,pattern,"행동 양식,유형",2,명사,15822,25297,[pǽtərn],,
842,중1,6,perform,공연하다,1,동사,2382,17518,[pərfɔ́:rm],,
843,중1,6,perform,(작동하며) 돌아가다,1,동사,3927,22152,[pərfɔ́:rm],,
844,중1,6,perform,"수행하다,공연하다",1,동사,8440,3475,[pərfɔ́:rm],,
845,중1,6,planet,행성,2,명사,3834,6349,[plǽnit],,
846,고2,11,profit,이익,2,명사,784,4569,[práfit],,
847,중1,6,public,대중,2,명사,3424,21081,[pʌ́blik],,
848,중1,6,recipe,조리법,2,명사,3136,5186,[résəpì],,
849,중1,6,recycle,재활용하다,1,동사,2971,4903,[rì:sáikl],,
850,중1,6,reduce,"줄이다,축소하다",1,동사,3224,5335,[ridú:s],,
851,중1,6,reduce,바꾸다,1,동사,9498,20124,[ridú:s],,
852,중1,6,reduce,(규모/크기) 축소하다,1,동사,13052,19039,[ridú:s],,
853,고2,11,relative,친척,2,명사,3509,5838,[rélətiv],,
854,고2,11,relative,상대적인,3,형용사,9545,19355,[rélətiv],,
855,중1,6,rest,"(어떤 것에)받치다,기대다",1,동사,1021,25774,[rést],,
856,중1,6,rest,나머지,2,명사,9637,17998,[rést],,
857,중1,6,rule,지배하다,1,동사,3609,18743,[ru:l],,
858,중1,6,rule,판결하다,1,동사,11051,23710,[rúːl],,
859,중1,6,rule,"규칙,규정",2,명사,506,800,[rú:l],,
860,중1,6,rule,통치,2,명사,3609,25782,[rú:l],,
861,고2,11,sample,견본,2,명사,586,380,[sǽmpl],,
862,중1,6,scream,"비명을 지르다,날카롭게 소리치다",1,동사,714,1138,[skrí:m],,
863,고2,11,secure,"얻다,확보하다",1,동사,4091,22254,[səkjúər],,
864,고2,11,secure,확실히 하다,1,동사,7817,30872,[sikjúər],,
865,고2,11,secure,"안전하게 지키다,보호하다",1,동사,8240,26136,[səkjúər],,
866,고2,11,secure,안전한,3,형용사,2188,3604,[səkjúər],,
867,고2,11,sensation,세상을 떠들썩하게 하는 사건,2,명사,1875,25334,[senséiʃən],,
868,고2,11,sensation,감각,2,명사,7812,171,[senséiʃən],,
869,고2,11,sensation,"감정,기분,느낌",2,명사,15509,31168,[senséiʃən],,
870,중1,6,serve,"일하다,근무하다",1,동사,370,20596,[sə́:rv],,
871,중1,6,serve,"제공하다,(요리를) 차려 주다",1,동사,3111,3070,[sə̀:rv],,
872,중1,6,serve,"제공하다,봉사하다,섬기다",1,동사,3111,31073,[səːrv],,
873,중1,6,serve,"도움이 되다,기여하다",1,동사,3956,25791,[sə̀:rv],,
874,중1,6,serve,"대접하다,시중들다",1,동사,5842,31085,[səːrv],,
875,중1,6,serve,어떠한 수단으로 쓰이다,1,동사,13170,21141,[sə́:rv],,
876,중1,6,serve,(테니스 등의) 서브( 넣기),2,명사,3581,28964,[səːrv],,
877,고2,11,shift,옮기다,1,동사,2462,4065,[ʃíft],,
878,고2,11,shift,방향을 바꾸다,1,동사,7989,18765,[ʃíft],,
879,고2,11,shift,(입장 등의) 변화,2,명사,6190,18766,[ʃíft],,
880,고2,11,shift,교대 근무,2,명사,7204,21149,[ʃíft],,
881,중1,6,sink,가라앉다,1,동사,67,76,[síŋk],,
882,중1,6,sink,(공을) 구멍에 넣다,1,동사,778,20612,[síŋk],,
883,중1,6,sink,"줄어들다,약해지다",1,동사,1194,31261,[siŋk],,
884,중1,6,sink,세면대,2,명사,10035,16586,[síŋk],,
885,중1,6,sink,흡수대,2,명사,13425,21156,[síŋk],,
886,중1,6,situation,상황,2,명사,10755,4287,[sìʧuéiʃən],,
887,고2,11,spoil,(음식이) 상하다,1,동사,1768,28897,[spɔil],,
888,고2,11,spoil,망치다,1,동사,9436,1826,[spɔ́il],,
889,고2,11,spoil,"전리품,약탈",2,명사,5129,23782,[spɔ́il],,
890,중1,6,spread,뿌리다,1,동사,3666,18052,[spréd],,
891,중1,6,spread,"펴다,펼치다",1,동사,3671,6073,[spréd],,
892,중1,6,spread,퍼트리다,1,동사,8523,31165,[spred],,
893,중1,6,spread,"퍼지다,번지다",1,동사,12582,17365,[spréd],,
894,중1,6,spread,펴 바르다,1,동사,16344,25974,[spréd],,
895,중1,6,spread,"전파,확산",2,명사,12582,25802,[spréd],,
896,중1,6,spread,빵에 발라 먹는 식품,2,명사,13474,21413,[spréd],,
897,고2,11,spy,염탐하다,1,동사,1710,21174,[spái],,
898,고2,11,spy,"첩자,스파이",2,명사,1710,14957,[spái],,
899,중1,6,state,명시하다,1,동사,1187,17368,[stéit],,
900,중1,6,state,진술하다,1,동사,5081,17570,[stéit],,
901,중1,6,state,"서술하다,상태,형편",1,동사,11028,27229,[steit],,
902,중1,6,state,국가,2,명사,480,29161,[stéit],,
903,중1,6,state,상태,2,명사,2091,2938,[stéit],,
904,중1,6,state,(미국의) 주,2,명사,13341,20627,[stéit],,
905,고2,11,stock,재고(품),2,명사,2950,4870,[sták],,
906,고2,11,stock,주식,2,명사,10216,21180,[sták],,
907,고2,11,stock,가축,2,명사,12149,19067,[sták],,
908,중1,6,stretch,뻗어나가다,1,동사,612,20195,[stréʧ],,
909,중1,6,stretch,잡아 늘이다,1,동사,2919,4827,[stréʧ],,
910,중1,6,stretch,몸을 쭉 뻗다,1,동사,12585,17377,[stréʧ],,
911,중1,6,stretch,스트레칭을 하다,1,동사,12585,28386,[streʧ],,
912,중1,6,stretch,"길게 뻗은 지역,해협",2,명사,2919,31145,[streʧ],,
913,중1,6,stretch,"과장,확대해석",2,명사,4530,20194,[stréʧ],,
914,중1,6,suit,적합하다,1,동사,2995,18073,[sú:t],,
915,중1,6,suit,"맞다,적합하다",1,동사,8374,17380,[sú:t],,
916,중1,6,suit,어울리다,1,동사,9621,27191,[suːt],,
917,중1,6,suit,소송,2,명사,1906,23834,[súːt],,
918,중1,6,suit,정장 한 벌,2,명사,3778,6254,[sú:t],,
919,고2,11,supply,(군대) 보급품,2,명사,14866,583,[səplái],,
920,중1,6,suspect,"생각하다,추측하다",1,동사,2510,31233,[səspékt],,
921,고2,11,tend,~하는 경향이 있다,1,동사,10744,6221,[ténd],,
922,중1,6,throw,행사를 열다,1,동사,5338,18845,[θróu],,
923,중1,6,throw,던지다,1,동사,9377,1475,[θróu],,
924,고2,11,tin,양철,2,명사,2259,3712,[tín],,
925,고2,11,tin,깡통,2,명사,6446,18848,[tín],,
926,중1,6,treat,치료하다,1,동사,725,16999,[trí:t],,
927,중1,6,treat,"대우하다,다루다",1,동사,826,1318,[trí:t],,
928,중1,6,treat,"대접하다,대접",1,동사,5842,19781,[trí:t],,
929,중1,6,treat,특별 선물,2,명사,139,18870,[trí:t],,
930,중1,6,uniform,"제복,교복",2,명사,3115,5150,[jú:nəfɔ̀:rm],,
931,중1,6,uniform,교복,2,명사,11464,18891,[jú:nəfɔ̀:rm],,
932,중1,6,uniform,"균일한,획일적인",3,형용사,509,30546,[júːnəfɔ̀ːrm],,
933,고2,11,unit,개체,2,명사,466,17405,[jú:nit],,
934,고2,11,unit,단위,2,명사,852,1362,[jú:nit],,
935,중1,6,various,여러 가지의,3,형용사,7960,3853,[vέəriəs],,
936,중1,6,background,배경,2,명사,1399,2272,[bǽkgràund],,
937,중1,6,balloon,풍선,2,명사,3725,6168,[bəlú:n],,
938,중1,6,band,밴드,2,명사,378,16741,[bǽnd],,
939,중1,6,band,띠,2,명사,1081,1720,[bǽnd],,
940,중1,6,band,팔찌,2,명사,8986,30579,[bænd],,
941,중1,6,band,무리,2,명사,14407,17039,[bǽnd],,
942,중1,6,bean,콩,2,명사,3539,5884,[bí:n],,
943,중1,6,beat,"(심장/맥박이) 뛰다,때리다",1,동사,321,21770,[bí:t],,
944,중1,6,beat,때리다,1,동사,1052,1674,[bí:t],,
945,중1,6,beat,이기다,1,동사,2027,16745,[bí:t],,
946,중1,6,beat,휘젓다,1,동사,3974,18185,[bí:t],,
947,중1,6,beat,"이기다,치다,두드리다",1,동사,12370,25984,[bí:t],,
948,중1,6,beat,"순찰,관할",2,명사,2004,19839,[bí:t],,
949,중1,6,beat,박자,2,명사,12463,17048,[bí:t],,
950,중1,6,bend,"구부리다,굽히다",1,동사,461,736,[bénd],,
951,중1,6,bend,(의지를) 굽히다,1,동사,15353,22529,[bénd],,
952,중1,6,bite,물다,1,동사,1286,2075,[báit],,
953,중1,6,bite,물린 상처,2,명사,12729,30677,[bait],,
954,중1,6,bite,한 입,2,명사,12831,18195,[báit],,
955,중1,6,bite,"음식,간단한 식사",2,명사,13752,24136,[báit],,
956,중1,6,blank,공백의,3,형용사,371,590,[blǽŋk],,
957,중1,6,blanket,"숨기다,덮다",1,동사,870,31133,[blǽŋkit],,
958,중1,6,blanket,담요,2,명사,870,1388,[blǽŋkit],,
959,중1,6,blind,(창문에 치는)블라인드,2,명사,16496,28896,[blaind],,
960,중1,6,blind,"눈이 먼,시각 장애인의",3,형용사,804,1277,[bláind],,
961,중1,6,blind,맹목적인,3,형용사,5195,25579,[bláind],,
962,중1,6,block,"막다,차단하다",1,동사,10644,1477,[blák],,
963,중1,6,block,"단위,덩어리",2,명사,852,31114,[blak],,
964,중1,6,block,"(도로의) 구역,(장난감) 블록",2,명사,1033,16501,[blák],,
965,중1,6,block,(장난감) 블록,2,명사,12244,17053,[blák],,
966,중1,6,blonde,"금발의,금발 머리 여자",3,형용사,12120,16372,[blάnd],,
967,중1,6,blow,"(입으로) 불다,바람이 불다",1,동사,1333,2623,[blóu],,
968,중1,6,blow,바람이 불다,1,동사,1333,21468,[blóu],,
969,중1,6,blow,치명적인 강타,2,명사,3504,20759,[blóu],,
970,중1,6,boil,끓다,1,동사,677,1079,[bɔ́il],,
971,중1,6,boil,삶다.끓이다,1,동사,677,30746,[bɔil],,
972,중1,6,bounce,튀다,1,동사,3626,6007,[báuns],,
973,중1,6,bounce,위아래로 흔들거리다,1,동사,7731,31257,[bauns],,
974,중1,6,bounce,(빛/소리가) 산란하다,1,동사,13081,19135,[báuns],,
975,중1,6,bounce,(수표 등이) 부도가 나 되돌아오다,1,동사,15215,21779,[báuns],,
976,중1,6,bounce,"활기,활력",2,명사,4012,22563,[báuns],,
977,중1,6,bowl,사발,2,명사,1576,2817,[bóul],,
978,중1,6,bowl,"(우묵한) 그릇,통",2,명사,1576,30739,[boul],,
979,중1,6,brain,"뇌,의식",2,명사,789,1260,[bréin],,
980,중1,6,branch,가지,2,명사,104,126,[brǽnʧ],,
981,중1,6,branch,"지사,분점",2,명사,5874,20767,[brǽnʧ],,
982,중1,6,cage,"새장,(짐승의) 우리",2,명사,1780,2968,[kéidʒ],,
983,중1,6,calm,진정시키다,1,동사,9905,17706,[ká:m],,
984,중1,6,calm,고요한,3,형용사,338,538,[ká:m],,
985,중1,6,calm,침착한,3,형용사,7851,16757,[ká:m],,
986,중1,6,capital,수도,2,명사,1960,3234,[kǽpɪtl],,
987,중1,6,capital,자본,2,명사,2962,19864,[kǽpɪtl],,
988,중1,6,capital,대문자,2,명사,12471,25591,[kǽpɪtl],,
989,중1,6,capital,사형의,3,형용사,8684,24189,[kǽpɪtl],,
990,중1,6,captain,"대위,대령",2,명사,10515,21679,[kǽptən],,
991,중1,6,captain,"선장,우두머리",2,명사,10697,4171,[kǽptən],,
992,중1,6,career,"경력,직업",2,명사,3303,18949,[kəríər],,
993,중1,6,career,직업,2,명사,3304,5499,[kəríər],,
994,중1,6,career,진로,2,명사,3304,31096,[kəríər],,
995,중1,6,carpet,카펫,2,명사,2634,5869,[ká:rpit],,
996,중1,6,castle,성,2,명사,1847,3075,[kǽsl],,
997,중1,6,cause,야기시키다,1,동사,2555,18239,[kɔ́:z],,
998,중1,6,cause,"야기하다,초래하다",1,동사,9658,25596,[kɔ́:z],,
999,중1,6,cause,(정치적/사회적) 대의명분,2,명사,10437,20319,[kɔ́:z],,
1000,중1,6,channel,(방송) 채널,2,명사,7407,25983,[ʧǽnl],,
1001,중1,6,channel,해협,2,명사,10787,1533,[ʧǽnl],,
1002,중1,6,channel,(의사/감정표현) 수단,2,명사,13089,19156,[ʧǽnl],,
1003,중1,6,chase,"쫓다,추격하다",1,동사,3361,5596,[ʧéis],,
1004,중1,6,chase,추구하다,1,동사,9816,31528,[ʧéis],,
1005,중1,6,cheek,뺨,2,명사,1667,2767,[ʧí:k],,
1006,중1,6,cheer,힘을 복돋우다,1,동사,240,25601,[ʧíər],,
1007,중1,6,cheer,"응원(하다),힘을 북돋우다,환호",1,동사,3925,17072,[ʧíər],,
1008,중1,6,cheer,환호,2,명사,3925,6529,[ʧíər],,
1009,중1,6,chew,씹다,1,동사,4095,6791,[ʧú:],,
1010,중1,6,chip,"조각,(컴퓨터)칩",2,명사,4484,14406,[ʧíp],,
1011,중1,6,chip,얇게 썬 과자,2,명사,11445,19522,[ʧíp],,
1012,중1,6,choice,"선택,선택된 것",2,명사,7865,3048,[ʧɔ́is],,
1013,중1,6,cinema,영화(관),2,명사,9634,3981,[sínəmə],,
1014,중1,6,citizen,시민,2,명사,2049,3365,[sítəzən],,
1015,중1,6,click,클릭하다,1,동사,12603,17449,[klík],,
1016,중1,6,click,딸깍하는 소리,2,명사,10399,14055,[klík],,
1017,중1,6,cliff,"절벽,낭떠러지",2,명사,3037,5029,[klíf],,
1018,중1,6,clue,실마리,2,명사,2103,3453,[klú:],,
1019,중1,6,clue,"단서,힌트",2,명사,2103,30695,[kluː],,
1020,중1,6,coach,사륜마차,2,명사,1108,2808,[kóuʧ],,
1021,중1,6,coach,코치,2,명사,12473,17075,[kóuʧ],,
1022,중1,6,coal,석탄,2,명사,1813,3020,[kóul],,
1023,중1,6,coast,해안,2,명사,2380,6329,[kóust],,
1024,중1,6,code,(조직/국가의) 법규,2,명사,1442,24226,[kóud],,
1025,중1,6,code,암호,2,명사,2207,3633,[kóud],,
1026,중1,6,code,"규범,관례",2,명사,3222,21807,[kóud],,
1027,중1,6,comedy,희극,2,명사,4001,6646,[kámədi],,
1028,중1,6,command,명령하다,1,동사,9444,29098,[kəmǽnd],,
1029,중1,6,command,"지식,능력(구사력)",2,명사,3011,30662,[kəmǽnd],,
1030,중1,6,command,명령,2,명사,9444,1896,[kəmǽnd],,
1031,중1,6,command,지휘(권),2,명사,9444,30660,[kəmǽnd],,
1032,중1,6,command,(언어) 구사력,2,명사,15652,24239,[kəmǽnd],,
1033,중1,6,comment,"논평하다,견해를 밝히다",1,동사,772,30574,[kάment],,
1034,중1,6,comment,"논평,비평",2,명사,772,1233,[káment],,
1035,중1,6,comment,의견,2,명사,772,20335,[káment],,
1036,중1,6,comment,언급,2,명사,772,20796,[káment],,
1037,중1,6,communicate,의사 소통하다,1,동사,3003,17083,[kəmjú:nəkèit],,
1038,중1,6,communicate,전달하다,1,동사,4398,4960,[kəmjú:nəkèit],,
1039,중1,6,communicate,연락하다,1,동사,13741,19528,[kəmjú:nəkèit],,
1040,중1,6,complain,불평하다,1,동사,8136,2650,[kəmpléin],,
1041,중1,6,complete,완전한,3,형용사,2468,17085,[kəmplí:t],,
1042,중1,6,concert,콘서트,2,명사,378,4453,[kάnsəːrt],,
1043,중1,6,concert,"협력,협조",2,명사,8496,22650,[kάnsəːrt],,
1044,중1,6,concert,연주회,2,명사,10266,17087,[kάnsəːrt],,
1045,중1,6,contest,"경연대회,시합",2,명사,6557,16779,[kάntest],,
1046,중1,6,contest,"경쟁,경연대회,시합",2,명사,7854,453,[kάntest],,
1047,중1,6,copy,"베끼다,복사하다",1,동사,1506,21500,[kápi],,
1048,중1,6,copy,따라 하다,1,동사,8514,21319,[kápi],,
1049,중1,6,copy,"복사(본),(책 등의) 한 부",2,명사,1695,2818,[kápi],,
1050,중1,6,correct,고치다,1,동사,1984,18287,[kərékt],,
1051,중1,6,correct,올바른,3,형용사,2459,4062,[kərékt],,
1052,중1,6,cottage,오두막집,2,명사,2438,4029,[kátidʒ],,
1053,중1,6,cotton,솜,2,명사,1949,3218,[kátn],,
1054,중1,6,cotton,면,2,명사,13020,18961,[kátn],,
1055,중1,6,cough,기침하다,1,동사,626,30571,[kɔːf],,
1056,중1,6,cough,기침,2,명사,626,989,[kɔ́:f],,
1057,중1,6,count,세다,1,동사,1868,3118,[káunt],,
1058,중1,6,count,중요하다,1,동사,9542,18289,[káunt],,
1059,중1,6,count,"계산,총계",2,명사,3450,22698,[káunt],,
1060,중1,6,create,창조하다,1,동사,5567,5634,[kriéit],,
1061,중1,6,create,"창조하다,만들다",1,동사,5567,28367,[kriéit],,
1062,중1,6,crime,범죄,2,명사,1440,2334,[kráim],,
1063,중1,6,criminal,"범죄의,범죄자",2,명사,4111,6813,[krímənl],,
1064,중1,6,cure,치료하다,1,동사,3501,5823,[kjúər],,
1065,중1,6,cure,"치료법,치료제",2,명사,8452,25915,[kjúər],,
1066,중1,6,curious,"호기심이 강한,궁금한",3,형용사,3875,6435,[kjʊriəs],,
1067,중1,6,cute,귀여운,3,형용사,5146,14448,[kjú:t],,
1068,중1,6,decorate,"장식하다,꾸미다",1,동사,2941,4857,[dékərèit],,
1069,중1,6,decorate,수여하다,1,동사,10835,22743,[dékərèit],,
1070,중1,6,degree,(각도 단위) ~도,2,명사,115,16788,[digrí:],,
1071,중1,6,degree,(온도 단위) 도,2,명사,932,1480,[digrí:],,
1072,중1,6,degree,정도,2,명사,3062,18313,[digrí:],,
1073,중1,6,degree,학위,2,명사,4403,17107,[digrí:],,
1074,중1,6,degree,등급,2,명사,15238,21861,[digrí:],,
1075,중1,6,dentist,치과의사,2,명사,3498,5816,[déntist],,
1076,중1,6,desert,한산하다,1,동사,8528,19917,[dɪzə́rt],,
1077,중1,6,desert,버리다,1,동사,16118,16790,[dɪzə́rt],,
1078,중1,6,desert,사막,2,명사,2356,2811,[dézərt],,
1079,중1,6,destroy,파괴하다,1,동사,8111,6031,[distrɔ́i],,
1080,중1,6,detail,상세히 알리다,1,동사,1874,30875,"[ditéil, díːteil]",,
1081,중1,6,detail,세부 사항,2,명사,1873,3125,[dí:teil],,
1082,중1,6,detail,자세한,3,형용사,1873,17112,[dí:teil],,
1083,중1,6,diary,일기,2,명사,10714,4650,[dáiəri],,
1084,중1,6,dictionary,사전,2,명사,14796,2843,[díkʃənèri],,
1085,중1,6,dirty,더러운,3,형용사,7976,1462,[də́:rti],,
1086,중1,6,disappear,사라지다,1,동사,1687,2795,[dìsəpíər],,
1087,중1,6,dish,"음식,요리",2,명사,2672,16793,[díʃ],,
