id,WordText,WordMeaning,PoSText
20436,declare,(세관에) 신고하다,동사
20437,decline,거절하다,동사
20438,decline,감소,명사
20439,dedicate,헌신하다,동사
20440,dedicate,"바치다,전념하다",동사
20441,defeat,(계획 등을) 좌절시키다,동사
20442,defend,방어하다,동사
20443,defendant,피고(인),명사
20444,deficiency,"결핍,부족",명사
20445,deficit,적자,명사
20446,delegate,대표,명사
20447,delete,삭제하다,동사
20448,deliberate,"고의의,계획적인",형용사
20449,deliberate,신중한,형용사
20450,deliberate,심사숙고하다,동사
20451,delicate,"부서지기 쉬운,섬세한",형용사
20452,delicate,연약한,형용사
20453,democracy,민주주의,형용사
20454,demon,악령,명사
20455,dense,조밀한,형용사
20456,depart,출발하다,동사
20457,department,부서,명사
20458,departure,출발,명사
20459,depict,묘사하다,동사
20460,deposit,보증금,명사
20461,deposit,"침전물,퇴적물",명사
20462,deposit,"두다,놓다",동사
20463,deposit,"비축하다,쌓이게 하다",동사
20464,deposit,침전시키다,동사
20465,deprive,빼앗다,동사
20466,derive,얻다,동사
20467,derive,"유래하다,이끌어 내다",동사
20468,descend,"내려오다,내려가다",동사
20469,designate,지정하다,동사
20470,despair,절망,명사
20471,destination,목적지,명사
20472,destiny,운명,명사
20473,destruct,파괴하다,동사
20474,destruction,파괴,명사
20475,detach,분리하다,동사
20476,detach,파견하다,동사
20477,device,장치,명사
20478,devil,악마,명사
20479,devise,고안해 내다,동사
20480,devote,~에 헌신하다,동사
20481,diabetes,당뇨병,명사
20482,dictate,"받아쓰게 하다,명령하다",동사
20483,dictate,명령하다,동사
20484,differ,다르다,동사
20485,different,"다른,여러 가지의,다양한",형용사
20486,dignity,"존엄,품위",명사
20487,dimension,차원,명사
20488,dimension,규모,명사
20489,diminish,줄어들다,동사
20490,dine,대접하다,동사
20491,dine,만찬을 들다,동사
20492,dip,담그다,동사
20493,dip,소스,명사
20494,diplomat,외교관,명사
20495,disaster,"재해,재난",명사
20496,disaster,완전한 실패(작),명사
20497,discourage,좌절시키다,동사
20498,discourse,"담론,담화",명사
20499,discriminate,차별하다,동사
20500,dismiss,해고하다,동사
20501,dismiss,묵살하다,동사
20502,dismiss,(생각/의견을) 떨쳐버리다,동사
20503,dismiss,(재판/소송을) 기각하다,동사
20504,dispose,배치하다,동사
20505,dispose,처리하다,동사
20506,dispute,분쟁,명사
20507,disrupt,"지장을 주다,방해하다",동사
20508,disrupt,"(국가/제도를) 분열시키다,붕괴시키다",동사
20509,disrupt,(모임/통신을) 혼란 시키다,동사
20510,distinct,"다른,별개의",형용사
20511,distinct,명료한,형용사
20512,distinct,독특한,형용사
20513,distinguish,"구별하다,식별하다",동사
20514,distort,(사실/생각을) 왜곡하다,동사
20515,distract,산만하게 하다,동사
20516,distract,주위를 돌리다,동사
20517,distribute,"분배하다,배급하다",동사
20518,diverse,다양한,형용사
20519,divine,신의,형용사
20520,divine,(특히 수맥을) 찾다,동사
20521,domain,"영토,영지",명사
20522,domain,"(학문 등의) 분야,~계",명사
20523,dominant,"우세한,지배적인",형용사
20524,dominant,"우성 유전자,우성 형질",명사
20525,dominate,지배하다,동사
20526,dose,(약의) 1회 복용량,명사
20527,dose,"투약하다,복용시키다",동사
20528,dose,"(어느 정도의)양,약간",명사
20529,dot,점,명사
20530,draft,초안,명사
20531,draft,선발하다,동사
20532,draft,"틈새 바람,외풍",명사
20533,draft,(초안/원고)을 쓰다,동사
20534,drain,배수관,명사
20535,drain,물을 빼내다,동사
20536,dread,공포,명사
20537,drill,훈련,명사
20538,drown,빠져 죽다,동사
20539,dual,이중의,형용사
20540,dull,지루한,형용사
20541,dull,둔한,형용사
20542,dull,흐릿한,형용사
20543,dwell,살다,동사
20544,dynamic,역동적인,형용사
20545,eager,"열렬한,갈망하는",형용사
20546,efficient,능률적인,형용사
20547,elaborate,"공들인,정교한",형용사
20548,elaborate,(상세하게) 설명하다,동사
20549,electronic,전자의,형용사
20550,elegant,우아한,형용사
20551,elevate,올리다,동사
20552,elevate,승진시키다,동사
20553,elevator,승강기,명사
20554,eliminate,제거하다,동사
20555,elite,"엘리트,최고의 능력자",명사
20556,embassy,대사관,명사
20557,embrace,포옹하다,동사
20558,embrace,받아들이다,동사
20559,embrace,포함하다,동사
20560,emerge,"나타나다,출현하다",동사
20561,emerge,알려지다,동사
20562,emerge,벗어나다,동사
20563,emergence,출현,명사
20564,emergency,비상사태,명사
20565,emission,방출,명사
20566,emission,배출,명사
20567,emit,방출하다,동사
20568,emit,토로하다,동사
20569,emphasis,강조,명사
20570,encounter,우연히 만나다,동사
20571,encounter,접하다,동사
20572,encounter,"맞닥뜨리다,부딪히다",동사
20573,encourage,격려하다,동사
20574,encourage,권장하다,동사
20575,encourage,"부추기다,조장하다",동사
20576,endure,"참다,인내하다",동사
20577,endure,"지속되다,오래가다",동사
20578,enhance,향상시키다,동사
20579,enterprise,기업(체),명사
20580,enterprise,사업,명사
20581,enterprise,"임무,모험",명사
20582,enthusiastic,열정적인,형용사
20583,entry,"들어감(옴),입장",명사
20584,entry,참가,명사
20585,entry,(일지 등의) 항목,명사
20586,entry,입구,명사
20587,environment,(주변의) 환경,명사
20588,envy,부러워하다,동사
20589,envy,"질투,부러움",명사
20590,equip,장비를 갖추다,동사
20591,equipment,장비,명사
20592,era,시대,명사
20593,erase,삭제하다,동사
20594,eraser,지우개,명사
20595,erect,"세우다,바로 서다",동사
20596,error,잘못,명사
20597,error,실수,명사
20598,essence,본질,명사
20599,essential,필수적인,형용사
20600,estate,소유지,명사
20601,estate,"재산,유산",명사
20602,estate,"지위,계급",명사
20603,ethic,가치 체계,명사
20604,ethic,윤리,명사
20605,ethical,윤리적인,형용사
20606,ethnic,민족의,형용사
20607,evacuate,"대피시키다,피난하다",동사
20608,evacuate,대소변을 보다,동사
20609,evaluate,평가하다,동사
20610,evaluate,검토하다,동사
20611,evolution,진화,명사
20612,evolve,진화하다,동사
20613,evolve,발달하다,동사
20614,exaggerate,과장하다,동사
20615,exceed,"넘다,초과하다",동사
20616,excel,"뛰어나다,탁월하다",동사
20617,excellent,우수한,형용사
20618,excess,초과,명사
20619,excess,"초과한,여분의",형용사
20620,exclude,배제하다,동사
20621,exclusive,독점적인,형용사
20622,exclusive,"고급의,일류의",형용사
20623,executive,"간부,집행부",명사
20624,executive,운영의,형용사
20625,exhibit,보여주다,동사
20626,exhibit,전시회,명사
20627,exotic,이국적인,형용사
20628,expertise,전문 지식(기술),명사
20629,explicit,"명백한,확고한",형용사
20630,explicit,노골적인,형용사
20631,explode,폭발하다,동사
20632,explore,"탐험하다,답사하다",동사
20633,export,수출하다,동사
20634,extent,"정도,규모",명사
20635,external,외부의,형용사
20636,extinct,멸종된,형용사
20637,extinct,(화산 등이) 비활성의,형용사
20638,extinct,"(희망 등이) 사라진,끊어진",형용사
20639,extract,추출하다,동사
20640,extract,발췌,명사
20641,extract,"추출액,추출 성분",명사
20642,extraordinary,비범한,형용사
20643,extraordinary,"뛰어난,놀라운",형용사
20644,eyebrow,눈썹,명사
20645,fabric,"직물,천",명사
20646,fabric,(사회/조직 등의) 구조,명사
20647,fabric,"건축물,구조물",명사
20648,facilitate,용이하게 하다,동사
20649,facilitate,촉진하다,동사
20650,facility,"시설,설비",명사
20651,facility,재능,명사
