id,WordText,WordMeaning,PoSText
24407,security,"안전,보호",명사
24408,security,"저당,담보",명사
24409,security,보장,명사
24410,sedentary,주로 앉아서 하는,형용사
24411,sedentary,한곳에 머물러 사는,형용사
24412,see ~ through,~을 끝까지 해내다,숙어/관용어
24413,see off,배웅하다,숙어/관용어
24414,see to it that,~하도록 하다,숙어/관용어
24415,seek out,(많은 노력으로) 찾아내다,숙어/관용어
24416,seemingly,겉보기에는,부사
24417,seep,스며들다,동사
24418,segregate,"나누다,분리하다",동사
24419,segregation,분리,명사
24420,segregation,차별,명사
24421,seldom,좀처럼 ~않다,부사
24422,self-adjust,자동 조절하다,동사
24423,self-centered,자기 중심의,형용사
24424,self-confidence,자신감,명사
24425,self-confident,자신 있는,형용사
24426,self-esteem,자기존중,명사
24427,self-identity,자아정체성,명사
24428,selfishly,이기적으로,부사
24429,selfishness,이기심,명사
24430,semester,학기,명사
24431,sense of belonging,유대감,명사
24432,sensor,감지기,명사
24433,sensory,감각의,형용사
24434,sensory,감각(기관)의,형용사
24435,separately,개별적으로,부사
24436,serene,고요한,형용사
24437,set a goal,목표를 설정하다,숙어/관용어
24438,set aside,"챙겨놓다,남겨두다",숙어/관용어
24439,set in,시작하다,숙어/관용어
24440,set off,출발하다,숙어/관용어
24441,set off,폭발시키다,숙어/관용어
24442,set off,(경보 등을) 울리다,숙어/관용어
24443,set off,~을 유발하다,숙어/관용어
24444,set one's mind on,~에 마음을 두다,숙어/관용어
24445,set out,출발하다,숙어/관용어
24446,set out,"착수하다,시작하다",숙어/관용어
24447,set the priorities,우선순위를 정하다,숙어/관용어
24448,setback,차질,명사
24449,settle,해결하다,동사
24450,settle,자리를 잡다,동사
24451,settle,안주하다,동사
24452,settle,결제하다,동사
24453,settle,(편하게)앉히다,동사
24454,settler,이주민,명사
24455,severely,심각하게,부사
24456,shadowy,잘 알려져 있지 않은,형용사
24457,shadowy,그늘진,형용사
24458,shadowy,"그림자같은,아련한",형용사
24459,shaky,(지위 등이) 불안정한,형용사
24460,shaky,"흔들리는,휘청거리는",형용사
24461,shaky,떨리는,형용사
24462,shameless,뻔뻔한,형용사
24463,shed,(눈물 등을) 흘리다,동사
24464,shed,헛간,명사
24465,shed,없애다,동사
24466,shed,(빛을) 비추다,동사
24467,sheer,"가파른,깎아지른 듯한",형용사
24468,sheer,순전한,형용사
24469,sheer,(속이 비칠 정도로) 얇은,형용사
24470,shellfish,조개,명사
24471,sheriff,보안관,명사
24472,shield,방패,명사
24473,shield,보호막,명사
24474,shine,빛나다,동사
24475,shine,윤을 내다,동사
24476,shiver,떨림,명사
24477,shiver,떨다,동사
24478,shiver,몸을 떨다,동사
24479,shortage,부족,명사
24480,shortly,곧 있어,부사
24481,shovel,(삽으로) 파다,동사
24482,shovel,삽,명사
24483,show off,"과시하다,자랑해 보이다",숙어/관용어
24484,show off,"잘난 척하는 사람,과시적인 사람",명사
24485,showcase,전시하다,동사
24486,showcase,유리진열장,명사
24487,showcase,공개 행사,명사
24488,shrink,줄어들다,동사
24489,shrink,겁내다,동사
24490,shut out,~을 내쫓다,숙어/관용어
24491,sideline,(경기장 등에서의) 사이드라인,명사
24492,sight,"광경,풍경",명사
24493,sight,시력,명사
24494,sight,명소,명사
24495,sight,"보기,시야",명사
24496,sighted,"앞을 볼 수 있는,시력이 정상인",형용사
24497,sightseeing,관광,명사
24498,signal,신호,명사
24499,signal,암시하다,동사
24500,signal,나타내다,동사
24501,significance,중요성,명사
24502,significance,의미,명사
24503,significantly,의미심장하게,부사
24504,significantly,상당히,부사
24505,signify,의미하다,동사
24506,similarity,유사성,명사
24507,similarly,비슷하게,부사
24508,simplified,단순화된,형용사
24509,simplify,단순화하다,동사
24510,simulation,"가장하기,흉내내기",동사
24511,simultaneously,동시에,부사
24512,since,"이후로,이래로",전치사
24513,since,~때문에,접속사
24514,sincerity,"성실,진실",명사
24515,sing one's heart out,가슴 터지도록 노래하다,숙어/관용어
24516,single out,선발하다,숙어/관용어
24517,sink into,"주저앉다,가라앉다",숙어/관용어
24518,sit around,~에 둘러앉다,숙어/관용어
24519,sit around,빈둥거리다,숙어/관용어
24520,sit by,앉아서 구경만 하다,숙어/관용어
24521,site,"현장,부지",명사
24522,site,(인터넷) 사이트,명사
24523,site,"사이트,장소",명사
24524,skepticism,회의론,명사
24525,skillful,숙련된,형용사
24526,skull,"두개골,해골",명사
24527,skylight,채광창,명사
24528,skyscraper,마천루,명사
24529,slavery,노예의 신분,명사
24530,slavery,"노예,노예 제도",명사
24531,sleeve,소매,명사
24532,small talk,잡담,숙어/관용어
24533,smoky,"연기가 자욱한,훈제 냄새가 나는",형용사
24534,smuggling,밀수,명사
24535,sniff,냄새를 맡다,동사
24536,so A that B,매우 A하기 때문에 B하다,숙어/관용어
24537,so far,지금까지는,숙어/관용어
24538,so-called,"소위 말해,이른바",형용사
24539,soaked,흠뻑 젖은,형용사
24540,soapy,아첨하는,형용사
24541,soapy,비누 같은,형용사
24542,soar,높이 치솟다,동사
24543,sociable,사교적인,형용사
24544,social media,"소셜미디어,SNS",명사
24545,socialize,(사람들과) 어울리다,동사
24546,socialize,사회화하다,동사
24547,societal,사회의,형용사
24548,solar,태양의,형용사
24549,solar cell,태양광 전지,명사
24550,solar panel,태양 전지판,명사
24551,solely,오직,부사
24552,solely,"혼자서,단독으로",부사
24553,solidarity,"연대감,결속력",명사
24554,solitude,"고독,쓸쓸함",명사
24555,solo,독주,명사
24556,solo,단독의,형용사
24557,somehow,어떻게든,부사
24558,son-in-law,사위,명사
24559,sooner or later,조만간,숙어/관용어
24560,sophisticated,세련된,형용사
24561,sophisticated,정교한,형용사
24562,sophisticated,"지적인,수준 높은",형용사
24563,sort out,~을 정리하다,숙어/관용어
24564,sort out,"분류하다,선별하다",숙어/관용어
24565,space development,우주 개발,명사
24566,spacecraft,우주선,명사
24567,spacious,넓은,형용사
24568,spade,삽,명사
24569,speak highly of,~을 격찬하다,숙어/관용어
24570,specialize,전문으로 하다,동사
24571,specialize in,~을 전문으로 하다,숙어/관용어
24572,specialize in,~을 전문으로 하다,숙어/관용어
24573,specialized,"전문적인,특수화된",형용사
24574,specialty,"전문,전공",명사
24575,specialty,특산품,명사
24576,specific,구체적인,형용사
24577,specific,특정한,형용사
24578,specific,"분명한,명확한",형용사
24579,specific,고유의,형용사
24580,specifically,명확하게,부사
24581,specifically,특별히,부사
24582,specify,명기하다,동사
24583,specimen,표본,명사
24584,spectacular,장관의,형용사
24585,spectator,구경꾼,명사
24586,speed up,"속도를 높이다,가속하다",숙어/관용어
24587,spend money on,~에 돈을 쓰다,숙어/관용어
24588,spew,(연기 등을) 내뿜다,동사
24589,spin,돌리다,동사
24590,spin,"(거미가) 실을 내다,거미집을 짓다",동사
24591,spin,실을 만들다,동사
24592,spine,척추,명사
24593,spine,가시,명사
24594,spiral,나선(형),명사
24595,spire,"첨탑,뾰족탑",명사
24596,splendid,화려한,형용사
24597,split off,쪼개지다,숙어/관용어
24598,spontaneous,자발적인,형용사
24599,spontaneous,무의식적인,형용사
24600,spontaneous,즉흥적인,형용사
24601,spread,"펴다,펼치다",동사
24602,spread,"퍼지다,번지다",동사
24603,spread,뿌리다,동사
24604,spread,빵에 발라 먹는 식품,명사
24605,spread,"전파,확산",명사
24606,spread,펴 바르다,동사
24607,spread,퍼트리다,동사
24608,sprint,단거리 경주,명사
24609,sprinter,단거리 주자,명사
24610,stab,(칼 등으로) 찌르다,동사
24611,stability,안정(성),명사
24612,stable,안정된,형용사
24613,stable,마구간,명사
24614,stably,안정적으로,부사
24615,staff,직원(전체),명사
24616,staff,지팡이,명사
24617,stalk,(몰래) 추적하다,동사
24618,stalk,(식물의) 줄기,명사
24619,stall,마구간,명사
24620,stall,(시장의) 가판대,명사
24621,stall,시동이 꺼지다,동사
24622,stall,시간을 지연시키다,동사
24623,stand out,두드러지다,숙어/관용어
24624,stand up to,"~에 용감히 대항하다,~에 견디어 내다",숙어/관용어
24625,staple,주식,명사
24626,staple,"주된,주요한",형용사
24627,stare at,~을 응시하다,숙어/관용어
24628,start out,시작하다,숙어/관용어
24629,starve to death,굶어 죽다,동사
24630,static electricity,정전기,명사
24631,statistical,통계학의,형용사
24632,statistics,통계학,명사
24633,stay away,접근하지 않다,숙어/관용어
24634,stay in touch,연락을 유지하다,숙어/관용어
24635,steadily,"꾸준히,착실하게",부사
24636,steal a glance at,~을 슬쩍 훔쳐보다,숙어/관용어
24637,steaming,"김이 나는,뜨끈뜨끈한",형용사
24638,steamship,증기선,명사
24639,steer,조종하다,동사
24640,step back,뒤로 물러나다,숙어/관용어
24641,step in,개입하다,숙어/관용어
24642,step in,~에 (발을)딛다,숙어/관용어
24643,stereotype,고정관념,명사
24644,stereotype,정형화하다,동사
24645,stew,뭉근한 불에 끓이다,동사
24646,stew,스튜,명사
24647,stick one's toe in the water,~을 시험 삼아 해 보다,숙어/관용어
24648,stick with,~을 고수하다,숙어/관용어
24649,stick with,"~의 기억에 남다,~의 곁에 머물다",동사
24650,stiffness,결림,명사
24651,stillness,고요,명사
