id,WordText,WordMeaning,PoSText
21498,strain,강하게 잡아당기다,동사
21499,strain,"(음악/문학) 가락,곡조",명사
21500,strain,물기를 빼다,동사
21501,strain,"품종,종류",명사
21502,strict,엄격한,형용사
21503,strip,옷을 벗기다,동사
21504,strip,가느다란 조각,명사
21505,strip,"벗기다,없애다",동사
21506,stripe,줄무늬,명사
21507,stroke,타격,명사
21508,stroke,뇌졸중,명사
21509,stroke,(노를) 젓기,명사
21510,stroke,발작,명사
21511,stroke,쓰다듬다,동사
21512,stroke,(새의) 날갯짓,명사
21513,submarine,해저의,형용사
21514,submarine,잠수함,명사
21515,submission,제출,명사
21516,submission,"복종,항복",명사
21517,submit,제출하다,동사
21518,submit,복종하다,동사
21519,subscribe,정기 구독하다,동사
21520,subscribe,가입하다,동사
21521,subscribe,기부하다,동사
21522,substance,물질,명사
21523,substantial,상당한,형용사
21524,substantial,"단단한,튼튼한",형용사
21525,substitute,"대체하다,대용하다",동사
21526,substitute,대용물,명사
21527,subtle,미묘한,형용사
21528,subtle,"(성격이) 영민한,영리한",형용사
21529,suburb,교외,명사
21530,suck,빨다,동사
21531,suffice,충분하다,동사
21532,sufficient,충분한,형용사
21533,suicide,자살,명사
21534,suite,호텔의 특실,명사
21535,suite,모음곡,명사
21536,summit,(산의) 정상,명사
21537,summit,정상회의,명사
21538,superb,최고의,형용사
21539,superb,훌륭한,형용사
21540,superior,뛰어난,형용사
21541,superior,고급의,형용사
21542,supervise,감독하다,동사
21543,supplement,보충(물),명사
21544,supplement,부록,명사
21545,surgery,외과수술,명사
21546,surrender,항복하다,동사
21547,surrender,양도하다,동사
21548,suspend,매달다,동사
21549,suspend,보류하다,동사
21550,suspend,중단하다,동사
21551,suspend,정학시키다,동사
21552,sustain,"지탱하다,유지하다",동사
21553,sustain,"(부상을) 입다,겪다",동사
21554,swear,맹세하다,동사
21555,sweat,땀,명사
21556,sweat,땀 흘리다,동사
21557,swell,부풀다,동사
21558,swift,"(움직임이) 빠른,날랜",형용사
21559,symbol,상징,명사
21560,symbol,기호,명사
21561,sympathy,동정(심),명사
21562,symphony,교향곡,명사
21563,symptom,"증상,징후",명사
21564,tackle,낚시 도구,명사
21565,tackle,"태클하다,공을 뺏다",동사
21566,tackle,(힘든 문제에) 부딪히다,동사
21567,tackle,(문제/일을) 다루다,동사
21568,tackle,"(힘든 문제,상황과) 씨름하다",동사
21569,tag,꼬리표,명사
21570,talent,재능,명사
21571,talent,재능 있는 사람,명사
21572,task,업무,명사
21573,task,혹사시키다,동사
21574,tease,약올리다,동사
21575,telegraph,전신기,명사
21576,telegraph,감정을 드러내다,동사
21577,temple,사원,명사
21578,temporary,일시적인,형용사
21579,tempt,유혹하다,동사
21580,tempt,시도하다,동사
21581,tenant,세입자,명사
21582,tender,상냥한,형용사
21583,tender,(식감이) 부드러운,형용사
21584,tender,(촉감이) 부드러운,형용사
21585,tender,"제공하다,제출하다",동사
21586,terminal,터미널,명사
21587,terminal,말기의,형용사
21588,terminate,끝내다,동사
21589,terrace,테라스,명사
21590,terrace,계단식 밭,명사
21591,terrific,굉장한,형용사
21592,terrific,"훌륭한,멋진",형용사
21593,territory,영토,명사
21594,territory,(업무) 영역,명사
21595,terror,소름 끼치는 공포,명사
21596,theme,주제,명사
21597,therapy,치료,명사
21598,thorough,철저한,형용사
21599,thread,실,명사
21600,thumb,엄지손가락,명사
21601,tick,째깍거리다,동사
21602,tick,체크,명사
21603,tick,체크 표시하다,동사
21604,timber,목재,명사
21605,tissue,조직,명사
21606,tissue,화장지,명사
21607,torture,고문,명사
21608,torture,"고문하다,지독히 괴롭히다",동사
21609,toss,던져 올리다,동사
21610,toxic,유독성의,형용사
21611,tragic,비극의,형용사
21612,trail,흔적,명사
21613,trail,오솔길,명사
21614,trail,(옷 등을) 질질 끌다,동사
21615,trail,(특정 목적을 위해 따라 가는)루트[코스],명사
21616,transact,거래하다,동사
21617,transform,변형시키다,동사
21618,transition,변천,명사
21619,transition,"이행하다,변천하다",동사
21620,transition,"이동,이행",명사
21621,translate,번역하다,동사
21622,translate,(다른 형태로) 바꾸다,동사
21623,transmit,전송하다,동사
21624,transmit,"전염시키다,옮기다",동사
21625,treasure,보물,명사
21626,treasure,간직하다,동사
21627,treasure,대단히 귀하게(소중히) 여기다,동사
21628,treaty,조약,명사
21629,tremendous,엄청난,형용사
21630,tremendous,무서운,형용사
21631,trend,"경향,추세",명사
21632,tribe,부족,명사
21633,tribe,"집단,무리",명사
21634,trigger,방아쇠,명사
21635,trigger,야기하다,동사
21636,trigger,(장치를) 작동시키다,동사
21637,trigger,"유발하다,일으키다",동사
21638,trigger,"계기,동기",명사
21639,trim,"다듬다,손질하다",동사
21640,triumph,승리,명사
21641,troop,"군대,무리",명사
21642,troop,몰리다,동사
21643,tube,"관,통",명사
21644,tube,(영국)지하철,명사
21645,tunnel,터널,명사
21646,turnover,"총매상고,거래액",명사
21647,turnover,이직률,명사
21648,ultimate,최후의,형용사
21649,ultimate,근본적인,형용사
21650,ultimate,"최대의,결정적인",형용사
21651,ultimate,"궁극적인,최종적인",형용사
