example_english,example_korean
The carpenter hammered a nail into the wood.,목수가 못을 나무에 박았어요.
The carpenter hammered a nail on the wood.,목수가 나무에 못을 박았어요.
My mom narrows the garden path for safety.,우리 엄마는 정원 길을 좁혀요.
The small path behind the house is narrow.,집 뒤의 작은 길은 좁아요.
The team achieved a narrow win in soccer.,우리 팀은 축구에서 간신히 승리했어요.
I feel very nervous before my big test.,나는 큰 시험 전에 긴장해요.
The kind doctor examined the patient's nervous system.,친절한 의사가 환자의 신경계를 살펴봤어요.
I feel nervous when I speak in class.,수업 시간에 말할 때 불안해요.
The fisherman quickly casts a large net today.,어부가 오늘 큰 그물을 빠르게 던져요.
The net price is always the final amount.,순 가격은 항상 최종 금액이에요.
The noise from the traffic is too loud.,교통에서 나는 시끄러운 소리가 너무 커요.
We always eat lunch at noon every day.,우리는 항상 정오에 점심을 먹어요.
A squirrel finds a nut in the park.,다람쥐가 공원에서 견과를 찾아요.
I really object to extra math homework today.,저는 정말 추가 수학 숙제에 반대해요.
The bright blue toy is a fun object.,밝은 푸른 장난감은 재미있는 물건이에요.
Our main object is to learn new skills.,우리의 주요 목표는 새로운 기술을 배우는 거예요.
The bright blue object is on the table.,밝은 파란 물체가 탁자 위에 있어요.
The clear answer in class is very obvious.,수업에서 답은 아주 분명해요.
The ocean is vast and full of wonders.,대양은 넓고 경이로워요.
My kind teacher listens to every student's opinion.,친절한 선생님이 모든 학생의 의견을 들어요.
City police keep strict order in the streets.,도시 경찰은 거리에서 엄격한 질서를 유지해요.
We play with other kids in the park.,우리들은 공원에서 다른 아이들과 놀아요.
I pair two items in my red bag.,나는 내 빨간 가방 안의 두 물건을 연결해요.
The king lives in the big palace now.,왕은 지금 큰 궁전에 살아요.
Children parade their drawings during the art show.,아이들이 미술 전시회에서 그림을 보여주어요.
A happy parade marched on the main street.,즐거운 행진이 큰 길을 따라 갔어요.
We often learn about the past in class.,우리는 종종 수업에서 과거에 대해 배워요.
We read about past kings in our class.,우리 반에서 과거의 왕을 읽었어요.
The peaceful lake shines under the bright sun.,평화로운 호수가 밝은 태양 아래 빛나요.
They perfect their writing skills every single day.,그들은 매일 글쓰기 실력을 완벽하게 해요.
Her new dress is perfect for the party.,그녀의 새 드레스는 파티에 완전해요.
Her drawing was perfect for the art contest.,그녀의 그림은 미술 대회에서 완벽해요.
Perhaps we will visit the new museum tomorrow.,아마 내일 우리는 새로운 박물관을 방문할 거예요.
The kind person always helps his friend daily.,친절한 사람은 항상 친구를 도와줘요.
I like to pet my soft little cat.,나는 내 부드러운 작은 고양이를 쓰다듬어요.
I always care for my pet every day.,나는 매일 내 애완동물을 항상 돌봐요.
We learn physical concepts in our science class.,우리 과학 수업에서 물리학의 개념을 배워요.
She does physical exercise every day after school.,그녀는 매일 학교 후 육체 운동을 해요.
A daily walk strengthens our physical body overall.,매일 걷기는 우리 신체를 튼튼하게 해요.
My mom made a yummy pie for lunch.,엄마께서 점심을 위해 맛있는 파이를 만드셨어요.
I admire a lovely piece in art class.,나는 미술 수업에서 예쁜 작품을 감상해요.
I happily found one tiny piece of cake.,저는 작은 케이크에서 한 조각을 찾았어요.
I ate one small piece of cake today.,나는 오늘 작은 케이크 한 개를 먹었어요.
I will pin the paper on the board.,나는 종이를 보드에 고정시킬 거예요.
I pin my paper notes on the board.,나는 내 종이 쪽지를 게시판에 고정해요.
She used a small pin for her paper.,그녀는 종이에 작은 핀을 사용했어요.
The plane is a flat two dimensional surface.,평면은 평평한 이차원 표면이에요.
The plane flies high above the soft clouds.,비행기가 부드러운 구름 위를 높이 날아요.
The plant makes many sweets in big rooms.,공장은 큰 방에서 많은 사탕을 만들어요.
The small green plant grows in my garden.,작은 녹색 식물이 내 정원에서 자라요.
The round plate is on the clean table.,둥근 접시는 깨끗한 탁자 위에 있어요.
I see a metal plate on the table.,나는 탁자 위에 금속판을 봐요.
She always carries her pen in her pocket.,그녀는 항상 호주머니에 펜을 들고 다녀요.
I always read a pretty poem every day.,나는 항상 예쁜 시를 매일 읽어요.
The poet writes kind words in a book.,시인은 책에서 친절한 말을 써요.
Polar bears enjoy playing on polar snowy ice.,극지의 곰들은 극지의 눈 많은 얼음 위에서 놀아요.
The strong pole holds a bright playground sign.,튼튼한 기둥이 밝은 놀이터 표지판을 지탱해요.
The tall flag hangs on the strong pole.,키 큰 깃발은 튼튼한 막대기에 걸려 있어요.
My kind teacher showed me the earth's pole.,저의 친절한 선생님이 지구의 극을 보여주셨어요.
A polite student always listens to the teacher.,공손한 학생은 항상 선생님 말씀을 잘 들어요.
The blue pool is fun in the summer.,파란 수영장은 여름에 재미있어요.
The duck happily swims in a small pool.,오리가 작은 연못에서 행복하게 헤엄쳐요.
I want to play pool with my friend.,나는 내 친구와 포켓볼을 하고 싶어요.
A funny idea can pop into my mind.,재미있는 생각이 제 머릿속에 불현듯 떠올라요.
The balloon may pop if you overfill it.,풍선을 너무 많이 불면 펑 하고 터질 수 있어요.
I like listening to pop music every day.,저는 매일 대중음악을 듣는 것을 좋아해요.
The pop style music is very fun today.,대중적인 음악은 오늘 아주 재미있어요.
This popular cartoon makes kids laugh every day.,이 대중적인 만화는 아이들을 매일 웃게 해요.
The boy is very popular in school today.,그 소년은 학교에서 매우 인기가 있어요.
I always eat pork with rice and salad.,나는 항상 밥과 샐러드와 함께 돼지고기를 먹어요.
It is possible to ride a bike today.,오늘 자전거를 타는 것은 사실 언제나 가능한 일이에요.
I will post my homework online right now.,나는 지금 내 숙제를 인터넷에 올려요.
The post arrived in our mailbox this morning.,우리 우체통에 우편이 오늘 아침 도착했어요.
A strong wooden post holds the roof up.,강한 나무 기둥이 지붕을 받쳐요.
I hang my cute poster on the wall.,나는 내 귀여운 포스터를 벽에 걸어요.
The old pot holds soup on the table.,오래된 항아리가 테이블 위에 수프를 담고 있어요.
Mom fills the large pot with boiling water.,엄마는 큰 냄비에 끓는 물을 채워요.
Please pour some water into the cup slowly.,컵에 물을 천천히 부어 주세요요.
I pour lots of time into my study.,나는 공부에 많은 시간을 쏟아 붓고 있어요.
The water pours down fast from the tap.,물이 빨리 쏟아져 나와요.
I always mix powder with water for art.,나는 미술을 위해 항상 물에 가루를 섞어요.
I always prepare my bag for my class.,나는 항상 내 가방을 수업을 위해 준비해요.
You press the dough carefully to make bread.,너는 빵을 만들기 위해 반죽을 조심스럽게 눌러요.
The press quickly shares news with many readers.,언론은 많은 독자들과 빠르게 소식을 나눠요.
They price fruits before selling them at market.,그들은 시장에서 과일의 값을 매겨요.
The price of this book is very cheap.,이 책의 값이 아주 싸요.
He shows pride in his family each day.,그는 매일 가족에 대한 자부심을 보여줘요.
I always prize my very dear small friend.,나는 항상 내 아주 소중한 친구를 소중히 여겨요.
She happily won the prize at the contest.,그녀는 경연에서 상을 기쁘게 받았어요.
Farmers usually produce fresh vegetables for our town.,농부들은 보통 우리 동네에 신선한 채소를 생산해요.
Young artists produce wonderful art for school projects.,어린 예술가들이 학교 과제를 위해 멋진 작품을 제작해요.
I always buy fresh produce from local markets.,나는 항상 지역 시장에서 신선한 생산물을 사요.
Farmers often sell fresh produce at local markets.,농부들이 자주 신선한 농산물을 지역 시장에서 팔아요.
We protect our school from potential dangers daily.,우리는 매일 학교를 위험으로부터 보호해요.
She is very proud of her cute painting.,그녀는 귀여운 그림을 자랑해요.
I am so proud of my good friends.,나는 내 좋은 친구들이 자랑스러워요.
She accidentally pulled her muscle in soccer game.,그녀는 축구 경기 중에 근육을 접질렀어요.
I pull the wagon with my strong arms.,나는 강한 팔로 짐마차를 잡아당겨요.
I pull the heavy wagon slowly to school.,나는 무거운 수레를 천천히 끌어서 학교에 가요.
The boxer will punch a big bag today.,복서가 오늘 큰 가방을 주먹으로 칠 거예요.
The punch makes small holes in the paper.,펀치 기구는 종이에 작은 구멍을 뚫어요.
That purple kite flies high above our park.,저 보라색 연이 우리 공원 위로 높이 날아요.
I puzzle a fun game for my friends.,나는 친구들을 위해 재미있는 게임을 생각해내요.
The math problem puzzles my friend every day.,수학 문제는 내 친구를 매일 혼란스럽게 해요.
I solved the puzzle with my best friend.,나는 내 가장 친한 친구와 퍼즐을 풀었어요.
The puzzle creates a small problem for us.,이 퍼즐은 우리에게 작은 곤란을 줘요.
She quits the game when it becomes hard.,그녀는 게임이 어려워지면 그만두어요.
I see a bright rainbow in the sky.,나는 하늘에 밝은 무지개를 봐요.
Please raise the flag high for our victory.,깃발을 높이 올려 우리 승리를 축하해요.
We raise our flag high every school assembly.,우리는 매번 학교 집회에서 깃발을 일으키어요.
They raise money for a fun school party.,그들은 재미있는 학교 파티를 위해 모금해요.
We carefully raise plants in our small garden.,우리는 작은 정원에서 식물을 조심히 기르고 있어요.
We will raise money for our school trip.,우리 학교 여행을 위해 돈을 모을 거예요.
I always raise a simple question in class.,나는 항상 수업 중에 간단한 의문을 제기해요.
We gently raise bright flowers in our garden.,우리는 정원에서 밝은 꽃들을 조심히 키워요.
The company gave him a raise on Monday.,회사에서 월요일에 그에게 인상을 주었어요.
Please reach your arm slowly out to me.,제게 손을 천천히 내밀어 주세요.
I always safely reach the park after school.,나는 학교 끝나고 항상 안전하게 공원에 도착해요.
Please reach your teacher if you need help.,도움이 필요하면 선생님께 연락해 주세요요.
This real cake tastes better than fake ones.,이 진짜 케이크는 가짜보다 맛있어요.
My teacher gives real advice for our future.,우리 선생님은 진실한 조언을 주셔요.
I always reason carefully when I solve puzzles.,나는 퍼즐을 풀 때 항상 추론해요.
We always reason our choice after talking together.,우리는 항상 친구와 이야기한 후에 결론을 내리요.
I always find a reason to be happy.,나는 항상 행복하기 위한 이유를 찾아요.
She always uses her reason for smart choices.,그녀는 항상 이성을 사용해 똑똑하게 선택해요.
I often receive kind letters from my teacher.,나는 선생님으로부터 친절한 편지를 자주 받아요.
Our principal will kindly receive the important guest.,우리 좋은 교장선생님께서 중요한 특별한 손님을 정중하게 접견해요.
My teacher always recommends to try new sports.,우리 선생님은 새로운 스포츠를 시도할 것을 항상 추천해요.
I record my progress every day in class.,나는 매일 수업에서 내 진행을 기록해요.
I bought a new record from the shop.,나는 가게에서 새 음반을 샀어요.
She holds an impressive record in school events.,그녀는 학교 행사에서 인상적인 경력을 가지고 있어요.
I always relax quietly at home after class.,나는 항상 수업 후 집에서 조용히 휴식을 취해요.
I relax peacefully at home with soft music.,나는 집에서 정말 편안하게 조용히 음악과 함께 쉬어요.
I quickly sent a reply to my teacher.,나는 선생님에게 빠른 답장을 보냈어요.
I always report my homework to my teacher.,나는 항상 내 숙제를 선생님께 보고해요.
I report the weather news on Sunday morning.,나는 일요일 아침에 날씨 보도를 해요.
I always write a report for my class.,저는 항상 제 반 보고서를 작성해요.
Kids quickly respond when good friends wave hello.,아이들은 좋은 친구들이 손을 흔들면 빠르게 반응해요.
I always respond to the teacher during class.,나는 수업 시간에 선생님께 항상 대답해요.
My mom is responsible for cooking our dinner.,우리 엄마는 저녁 요리를 준비할 책임이 있어요.
My final exam result came out very clear.,내 최종 시험 결과가 아주 명확하게 나왔어요.
Please review your homework carefully before you submit.,숙제 제출 전에 꼼꼼히 검토하세요.
The teacher kindly asks students to review homework.,선생님이 학생들에게 숙제를 다시 조사하라고 해요.
My teacher carefully read our review during class.,선생님께서 수업 중에 우리의 후기를 꼼꼼히 읽으셨어요.
I read a nice review about the movie.,나는 영화에 대한 멋진 서평을 읽었어요.
The farmer carefully grows rice in the field.,농부는 밭에서 조심스럽게 쌀을 기르세요.
I love every small ride at the fair.,저는 박람회에서 모든 작은 놀이기구를 좋아해요.
I happily watched a rise in my score.,나는 내 점수의 증가를 기쁘게 봤어요.
My teacher always plays an important role here.,제 선생님은 항상 중요한 역할을 해요.
The big tree shows a hidden root system.,큰 나무가 숨겨진 뿌리 체계를 보여요.
My brother uses a strong rope to climb.,내 동생은 강한 밧줄로 올라요.
My small boat sees rough wind every morning.,내 작은 배는 매일 아침 거센 바람을 맞아요.
My homework was rough after a long day.,긴 하루 후 숙제가 힘들었어요.
My math homework today was rough and tiring.,오늘 내 수학 숙제가 힘들고 지쳐요.
The rough surface truly hurts my bare hands.,거친 표면이 정말로 내 맨손을 아프게 해요.
She made a rough drawing for art class.,그녀는 미술 수업을 위해 대충한 그림을 그렸어요.
My dinner plate is a round blue dish.,내 저녁 접시는 둥근 파란 접시예요.
We played a round of soccer at school.,학교에서 축구 한 차례를 했어요.
The royal family happily lives in a palace.,왕실 가족은 행복하게 궁전에 살아요.
She is rude when she ignores her classmates.,그녀는 반 친구들을 무시할 때 무례해요.
I always add spicy sauce on my pasta.,나는 항상 내 파스타에 매운 소스를 더해요.
The scene in the play is very cool.,연극에서 장면은 아주 멋있어요.
The park scene is calm and very fun.,공원의 경관은 차분하고 아주 즐거워요.
They visit the lively scene of the event.,그들은 행사 현장을 방문해요.
We schedule our English classes for next week. ,우리는 다음 주에 영어 수업 일정을 잡아요. 
I check my school schedule before every class.,저는 모든 수업 전에 학교 일정을 확인해요.
The new film screens tonight at the cinema.,새 영화가 오늘 저녁에 극장에서 상영되어요.
We will carefully screen our project entries today.,오늘 우리 프로젝트 작품들을 조심히 심사해요.
The room screen neatly divides a small space.,방의 칸막이는 작은 공간을 나눠요.
My phone screen shows a clear bright image.,내 작은 전화 화면은 항상 매우 선명하고 깨끗해요~요
I will search for my lost book now.,나는 지금 잃어버린 책을 찾을 거예요.
I seat my cat on a red chair.,나는 내 고양이를 빨간 의자에 앉혀요.
This seat is reserved for our guest today.,이 좌석은 우리 손님을 위해 예약되었어요.
The mall seat is actually the city center.,몰 소재지는 사실 도시 중심지에요.
I have a secret for my best friend.,나는 가장 친한 친구를 위해 비밀을 지켜요.
Her secret trick always helps her score goals.,그녀의 비결은 항상 그녀가 골을 넣게 도와줘요.
A small seed grows into a big flower.,작은 씨앗은 큰 꽃으로 자라요.
I always sense danger in the dark room.,난 어두운 방에서 항상 위험을 알아채요.
I have a strong sense of smell now.,저는 지금 강한 감각을 느껴요.
The judge sentences the criminal to jail today.,판사는 오늘 범인에게 판결을 내리세요.
The judge will sentence him for the crime.,판사는 그에게 범죄에 대한 판결을 내릴 거예요.
I always write a simple sentence every day.,저는 매일 간단한 문장을 항상 써요.
The judge gave a sentence after a trial.,판사는 재판 후 선고를 내렸어요.
The judge gave a sentence to a thief.,판사는 도둑에게 형벌을 내렸어요.
My friend always loves to watch a series.,내 친구는 항상 시리즈를 봐요.
The teacher always remains serious during morning lessons.,선생님은 아침 수업 시간 동안 진지해요.
He gave a very serious talk in class.,그는 수업에서 아주 진지한 이야기를 했어요.
My mom can sew a new red dress.,우리 엄마는 새 빨간 드레스를 꿰맬 수 있어요.
My mother can sew a small blue bag.,우리 어머니는 작은 파란 가방을 바느질할 수 있어요.
Students always shake hands when they see friends.,학생들은 친구를 만나면 항상 악수해요.
My hands shake when I speak in class.,영어로 말할 때 내 손이 떨려요.
Good friends shape our lives with their care.,좋은 친구들이 그들의 보살핌으로 우리의 삶을 형성해요.
They shape the clay into a small bowl.,그들은 점토를 작은 그릇 모양으로 만들어요.
My old car is in very good shape.,내 오래된 차는 아주 좋은 상태에 있어요.
Our art project has a unique shape always.,우리 미술 작품은 독특한 모양을 항상 가지고 있어요~요.
I always share my fun toys with friends.,나는 항상 내 재미있는 장난감을 친구와 나눠요.
Good friends share books during class every day.,좋은 친구들이 매일 수업 시간에 책을 공유해요.
I always share my new thoughts with friends.,나는 항상 내 새 생각을 친구에게 말해요.
My shop now has a high share today.,내 가게는 지금 높은 점유율을 가지고 있어요.
My school bus always arrives at eight sharp.,우리 학교 버스는 항상 8시 정각에 도착해요.
This knife cuts well because it is sharp.,이 칼은 아주 날카로워서 쉽게 잘라요.
My sharp friend solved the easy puzzle fast.,내 영리한 친구가 쉬운 퍼즐을 빨리 풀었어요.
The temperature dropped sharp in just one hour.,온도가 단 한 시간에 급격히 떨어졌어요.
I put my clean sheet on the bed.,나는 깨끗한 시트를 침대에 올려요.
I bought a thin sheet for art projects.,나는 미술 공작을 위해 얇은 층을 샀어요.
The wooden shelf holds all my favorite books.,나무 선반은 내가 좋아하는 모든 책을 보관해요.
I shine my shoes for a nice look.,나는 멋진 외모를 위해 신발을 윤내요.
The small lamp shines brightly in my room.,작은 램프가 내 방에서 밝게 빛나요.
I shoot targets well during my practice session.,나는 연습 시간에 목표물을 잘 사격해요.
She shoots a fun video in the park.,그녀는 공원에서 재미있는 영상을 촬영해요.
The players often shoot the ball during practice.,선수들이 연습 중에 공을 자주 차요.
She will shout very happily at the concert.,그녀는 콘서트에서 매우 기쁘게 외칠 거예요.
Light rain showers water on the small garden.,가벼운 비가 작은 정원에 물을 쏟아 부어요.
The heavy shower came during our fun picnic.,재미있는 소풍 때 s나기가 왔어요.
I always take a quick shower each morning.,나는 항상 아침마다 빠른 샤워를 해요.
My teacher asked me to sign my paper.,선생님께서 저에게 제 종이에 서명해 달라고 하셨어요.
A falling leaf is a sign of autumn.,떨어지는 잎은 가을의 징조예요.
He gave a kind sign to his friend.,그는 그의 친구에게 친절한 손짓을 보였어요.
The sign on the road shows the way.,도로 위의 표시판이 길을 알려줘요.
The bright sign shows a safe exit route.,밝은 간판은 안전한 출구 경로를 보여요.
The traffic sign gives us a strong signal.,교통 표지판이 우리에게 강한 신호를 줘요.
A red sign clearly marks the school gate.,빨간 표시가 학교 정문을 명확히 나타내요.
The silly clown always made the children laugh.,어리석은 광대가 항상 아이들을 웃게 만들었어요.
She baked a simple cake for sweet breakfast.,그녀는 간단한 케이크를 맛있게 달콤한 아침 식사로 구웠어요.
The famous singer released a new single album.,유명한 가수가 새 싱글 앨범을 발표했어요.
I have a single apple for school lunch.,나는 학교 점심에 단 하나의 사과를 가지고 있어요~요.
Engineers always check the site for safety measures.,엔지니어들은 항상 안전 조치를 위해 현장을 점검해요.
I opened a very new site for learning.,공부를 위해 아주 새로운 사이트를 열었어요.
This site is always a safe quiet place.,이 사이트는 항상 안전한 조용한 장소에요.
My friend uses skill for making yummy cakes.,내 친구는 맛있는 케이크 만드는 솜씨를 사용해요.
I practice a new skill every single day.,나는 매일 새로운 기술을 연습해요.
They slide very fast on the icy floor.,그들은 얼음 바닥에서 아주 빨리 미끄러져요.
The happy kids quickly slide down the slide.,행복한 아이들이 미끄럼틀을 빠르게 미끄러져 내려가요.
My smart girl always wins very easy games.,내 똑똑한 소녀는 항상 아주 쉬운 게임을 이겨요.
I always enjoy a tasty snack after school.,나는 항상 방과 후 맛있는 간식을 즐겨요.
The road snakes gently through the green forest.,길이 푸른 숲 사이로 구불구불 가요.
The snake quietly slithered slowly in the garden.,뱀이 정원에서 조용히 천천히 기어갔어요.
Our school hosts a social event this week.,우리 학교는 이번 주에 사회적인 행사를 주최해요.
This solid block is very heavy and strong.,이 단단한 블록은 매우 무겁고 튼튼해요.
She always has a solid plan to improve.,그녀는 항상 확고한 계획을 가지고 있어요.
I solve puzzles every day in our class.,저는 우리 반에서 매일 퍼즐을 풀어요.
We always solve math problems in our class.,우리 반에서 항상 수학 문제를 해결해요.
Our delicious dinner will start very soon tonight.,우리의 맛있는 저녁 식사는 오늘 밤 곧 시작할 거예요.
The milk tastes sour because it is spoiled.,우유가 상해서 맛이 시어요.
This lemon tastes sour when I bite it.,이 레몬은 내가 물면 신맛이 나요.
My teacher gave me a special surprise today.,선생님께서 저에게 특별한 선물을 주셨어요.
The brave leader gave a very nice speech.,용감한 리더가 매우 좋은 연설을 했어요.
I spend fun time with my pet dog.,나는 내 강아지와 즐거운 시간을 보내요.
I usually spend money on new school books.,나는 보통 새 학교 책에 돈을 들여요.
I usually spend a little money on snacks.,나는 보통 간식에 조금 돈을 소비해요.
The tiny fan will spin around very fast.,작은 선풍기가 아주 빨리 돌려요.
The small spider spins a shiny soft web.,작은 거미가 반짝이는 거미집을 짓고 있어요.
Mothers spin wool thread to make soft yarn.,어머니들이 양털실을 부드러운 실로 만들어요.
A small spirit roams behind the old house.,작은 혼령이 오래된 집 뒤를 돌아다니아요.
Our brave spirit always shines in dark times.,우리 용감한 정신은 어두운 시간에도 항상 빛나요.
I always show spirit when I study hard.,나는 항상 열심히 공부할 때 의지를 보여요.
I spot a small bird in the park.,나는 공원에서 작은 새를 발견해요.
I found a small spot on my shirt.,내 셔츠에 작은 얼룩이 있어요.
The colorful bird sat on one hidden spot.,그 화려한 새는 한 숨겨진 곳에 앉았어요.
I found a perfect quiet spot right here.,저는 바로 여기 완벽한 조용한 자리를 찾았어요.
She gently drew a blue spot on paper.,그녀는 종이에 파란 점을 부드럽게 그렸어요.
"Next week, he will stage the school play.","다음 주에, 그는 학교 연극을 공연할 거예요."
She carefully reached each new stage in life.,그녀는 인생의 모든 새로운 단계에 도달했어요.
The actor sang a song on the stage.,배우가 무대에서 노래를 불렀어요.
We climb the stairs every day at home.,우리는 집에서 매일 계단을 올라가요.
We will station our team at the school.,우리 팀을 학교에 배치할 거예요.
The big bus always stops at this station.,큰 버스는 항상 이 역에 정차해요.
He earned his station through constant hard work.,그는 끊임없는 노력으로 사회적 지위를 얻었어요.
Our local station always airs fun radio programs.,우리 지역 방송국은 항상 재미있는 라디오 프로그램을 방송해요.
He will never steal his sister's favorite cookie.,그는 여동생의 가장 좋아하는 쿠키를 절대 훔치지 않을 거예요.
He scored with a very fast steal today.,그는 오늘 매우 빠른 도루로 점수 냈어요.
They step very quickly across the busy schoolyard.,그들은 바쁜 운동장에서 아주 빠르게 걸어요.
Be careful not to step on my toy.,내 장난감을 밟지 않도록 조심하세요.
I take one careful step every single day.,나는 매일 한 조심스러운 걸음을 내딛어요.
I climb one step every day at school.,저는 매일 학교에서 한 계단을 올라요.
Each small step brings us closer to success.,각 작은 단계가 우리를 성공에 더 가깝게 해요.
Please stick the paper carefully on the board.,종이를 조심스럽게 칠판에 붙이세요.
Mark will stick his finger in the icing.,마크는 아이싱에 손가락을 찔러요.
Please carefully stick the note in my book.,제 책에 노트를 집어넣어 주세요.
The window will stick because it is frozen.,창문은 얼어서 꼼짝하지 않아요.
The boy will stick his head out quickly.,소년이 머리를 내밀어요~
The boy found a strong wooden stick outside.,소년은 밖에서 튼튼한 나뭇가지를 찾았어요.
I carefully use a stick for my art.,나는 내 미술에 풀을 조심히 사용해요.
The old man carefully holds a wooden stick.,할아버지가 조심스럽게 나무 지팡이를 들어요.
I still have lots of fun at camp.,나는 아직도 많은 즐거움을 캠프에서 느껴요.
"It is raining hard, still I play outside.","비가 많이 오는데, 그런데도 나는 밖에서 잘 놀아요."
My stomach feels funny after eating too much.,내 위가 너무 많이 먹은 후에 이상해요.
My stomach is full after eating some food.,음식을 먹은 후에 배가 가득 차 있어요.
The bull storms rapidly at the red flag.,황소가 빨간 깃발로 빠르게 돌진해요.
A strong storm suddenly frightened the small village.,강한 폭풍이 갑자기 작은 마을을 놀라게 했어요.
The judge gave a straight answer in court.,판사는 법정에서 똑바른 답변을 했어요.
Draw a straight line carefully on your paper.,종이에 꼭 길고 곧은 사실된 선을 멋지게 그려요.
She ran straight to her bright new room.,그녀는 곧바로 그녀의 밝은 새 방으로 달렸어요.
She quickly won straight three chess matches yesterday.,그녀는 어제 잇달아 세 번 체스 경기를 이겼어요.
The strange dog runs fast in our park.,낯선 개가 우리 공원에서 빨리 달려요.
The story seems very strange in this book.,그 이야기는 이 책에서 아주 이상해요.
I always enjoy eating one fresh strawberry dessert.,저는 항상 신선한 딸기 디저트를 먹어요.
The small stream flows gently through our garden.,작은 시내가 부드럽게 우리 정원을 흐르어요.
The stream runs with a smooth constant flow.,시냇물은 부드러운 흐름으로 계속 흘러요.
A bright stream of light fills the room.,밝은 빛의 줄기 방을 채워요.
The string on my guitar is very new.,내 기타의 현은 아주 새로워요.
My friend took beautiful photos at the studio.,친구가 사진촬영소에서 예쁜 사진을 찍었어요.
Our school uses a large studio for shows.,우리 학교에서는 큰 방송실을 사용해요.
My friend paints happily in the studio today.,내 친구는 오늘 작업실에서 즐겁게 그림을 그려요.
This school subject is fun today in class.,이 과목은 오늘 수업에서 재미있어요.
Our main subject today is an interesting problem.,오늘의 주제는 재미있는 문제에요.
My favorite subject at our school is math.,우리 학교에서 내가 좋아하는 과목은 수학이에요.
The subject of our art class is flowers.,우리 미술 수업의 소재는 꽃이에요.
The subject in this photo is the bunny.,사진 속 피사체는 토끼에요.
The subject underwent a simple and fun experiment.,실험 대상은 간단하고 재미있는 실험을 받았어요.
The king greeted each subject during the parade.,왕이 모든 신하들을 매우 따뜻하게 행진에서 잘 맞이했어요.
Our playground is subject to quick safety check.,우리 놀이터는 빠른 안전 점검 대상이 될 수 있어요.
They achieved great success by working very hard.,그들은 매우 열심히 일하여 큰 성공을 거두었어요.
She had a super fun birthday party today.,그녀는 오늘 대단한 재미있는 생일파티를 했어요.
We had a delicious supper together at home.,우리는 집에서 맛있는 저녁밥을 먹었어요.
The strong beam safely supports the heavy roof.,튼튼한 보가 무거운 지붕을 안전하게 받치고 있어요.
My best friend always supports me at school.,내 베스트 친구는 항상 나를 지지해요.
She always supports her friend during hard times.,그녀는 힘든 시기에 항상 친구를 지지해요.
The big gift can surprise my friend today.,큰 선물이 내 친구를 놀라게 해요.
Our cute cat gave us a big surprise.,우리 귀여운 고양이가 우리에게 큰 놀라움을 줬어요.
My mom sent a surprise news email today.,엄마가 오늘 뜻밖의 소식 이메일을 보냈어요.
I always wear my sweater on cold mornings.,나는 추운 아침에 항상 스웨터를 입어요.
My teacher is always sweet and very kind.,제 선생님은 항상 상냥하고 아주 친절해요.
My friend is always wonderfully sweet and kind.,내 친구는 항상 다정하고 친절해요.
The new system sorts our school books today.,새로운 시스템은 오늘 우리 학교 책들을 정리해요.
The system neatly organizes books in the library.,도서관에서 책들을 깔끔하게 조직해요.
The class follows a very simple system today.,반은 아주 단순한 체계를 따라요.
He will tap the table with his finger.,그는 손가락으로 탁자를 가볍게 쳐요.
They gently tap their feet to cheerful music.,그들은 기분 좋은 음악에 맞춰 박자를 맞추어요~요.
The tap is broken in our kitchen today.,우리 부엌의 수도 꼭지가 오늘 고장 났어요.
I always drink hot tea in the morning.,나는 항상 아침에 뜨거운 차를 마셔요.
He tears his bright paper into small pieces.,그는 그의 밝은 종이를 작은 조각으로 찢어요.
Please do not tear your homework paper today.,제발 숙제 종이를 찢지 마세요~요
The temperature outside is very high in summer.,밖의 온도는 여름에 매우 높아요.
The strong storm made the quiet night terrible.,강한 폭풍이 조용한 밤을 무시무시하게 만들었어요.
My soccer team played a terrible match today.,우리 축구팀이 오늘 형편없는 경기를 했어요.
Her mood was very terrible after the exam.,시험 후에 그녀의 기분이 매우 안 좋았어요.
"My apple tastes terrible, so I dislike it.",내 사과는 맛없어서 싫어요.
I read the text from the big book.,나는 원문을 큰 책에서 읽었어요.
I finished my work then had tasty dinner.,나는 일을 끝내고 그때 맛있는 저녁을 먹었어요.
"Do your homework, then read books with friends.","숙제를 하고, 그러면 친구들과 책을 읽어요."
I finished homework then played with my friends.,나는 숙제를 끝내고 그런 뒤 친구들과 놀았어요.
The book is thick and looks very heavy.,그 책은 두꺼워 보이고 무거워요.
My chocolate milkshake is really thick and tasty.,내 초콜릿 밀크쉐이크는 정말 걸쭉하고 맛있어요.
My chocolate milk is very thick and tasty.,내 따뜻한 초코 우유는 오늘 정말 매우 걸쭉해요.
My thin sweater feels so light in winter.,내 얇은 스웨터는 겨울에 아주 가볍게 느껴져요.
A thin cat sleeps on a warm bed.,마른 고양이가 따뜻한 침대에서 자아요.
The thin air makes breathing a bit hard.,희박한 공기가 숨쉬기 어렵게 만들어요.
The cold winter wind really hurt my throat.,차가운 겨울 바람이 정말 목구멍을 아프게 했어요.
The cat quietly walked through the narrow gate.,고양이가 좁은 문 사이로 조용히 걸었어요.
He always carefully ties his shoes every morning.,그는 항상 매일 아침 신발을 조심히 묶어요.
