example_english,example_korean
A kind stranger helped a lost kid today.,오늘 낯선 사람이 길 잃은 아이를 도와줬어요.
I always tighten the strap on my backpack.,나는 항상 내 백팩의 띠를 단단히 조여요.
She happily sipped juice using a red straw.,그녀는 빨간 빨대를 이용해 주스를 마셨어요.
I used a straw to sip cold juice.,나는 빨대를 써서 차가운 주스를 마셨어요.
I walk on the busy street every day.,나는 매일 바쁜 거리를 걸어요요.
Her strength is her kind and bright smile.,그녀의 강점은 친절하고 밝은 미소에요.
His physical strength helps him win every game.,그의 힘이 그가 모든 경기를 이기게 도와줘요.
Daily exercise does definitely strengthen our little heart.,매일 운동하면 우리 작은 심장이 분명히 강화돼요.
"After school, she always felt stressed out.","학교 끝나면, 그녀는 항상 스트레스로 지쳤어요."
My exam day at school is very stressful.,내 학교 시험 날은 매우 긴장이 많은 날이에요.
My exam is stressful and causes many worries.,내 시험은 스트레스가 많고 걱정을 일으켜요.
I wear a very stretchy t-shirt every day.,나는 매일 아주 신축성 있는 티셔츠를 입어요.
My teacher is very strict in class today.,우리 선생님은 오늘 수업에서 엄격해요.
My favorite shirt has a red blue stripe.,내가 가장 좋아하는 셔츠는 빨간 파란 줄무늬가 있어요.
I wear my striped shirt every sunny day.,나는 맑은 날마다 내 줄무늬 셔츠를 입어요.
My strong dog loves to run every day.,내 강한 개는 매일 뛰는 것을 좋아해요.
My doll is stuck in a small box.,내 인형이 작은 상자에 갇혔어요.
The student always reads books in every class.,학생은 항상 모든 수업에서 책을 읽어요.
I always study English every day after school.,나는 항상 학교 후에 영어를 공부해요.
I use a cool new style for drawing.,나는 그림을 그릴 때 멋진 새로운 방식을 사용해요.
The small submarine sails under the blue water.,작은 잠수함이 푸른 물 속을 항해해요.
My friend discovered a submarine cave last summer.,내 친구는 지난 여름 해저의 동굴을 발견했어요.
I subtitle funny cartoons so that kids understand.,나는 재미있는 만화에 자막을 넣어 아이들이 이해할 수 있어요.
The movie subtitle clearly helps me understand words.,영화 자막이 단어를 명확히 이해하는 데 도움을 줘요.
I always take the subway to my school.,저는 항상 지하철을 타고 제 학교에 가요.
He always works hard and eventually becomes successful.,그는 항상 열심히 일하고 결국 성공하게 돼요.
My friend becomes very successful after hard work.,내 친구는 열심히 일한 후 매우 성공한 사람이 되었어요.
My friend is such a kind person today.,내 친구는 오늘 정말 친절한 사람이에요.
Such cats play in the garden every day.,이런 고양이들은 정원에서 매일 놀아요.
They have such cool toys like new friends.,그들은 새 친구와 같은 멋진 장난감을 가지고 있어요.
She reads such interesting books every single day.,그녀는 그러한 흥미로운 책을 매일 읽어요.
I like animals such as cats and dogs.,나는 고양이와 개처럼 동물을 좋아해요.
I like fruits such as apples and oranges.,나는 사과와 오렌지와 같은 과일을 좋아해요.
My brother suddenly found a small hidden treasure.,제 동생이 갑자기 작은 보물을 찾았어요.
I always add extra sugar to my tea.,나는 항상 차에 추가 설탕을 넣어요.
The kids happily love sugar-free drinks at parties.,아이들은 파티에서 설탕이 들어있지 않은 음료를 행복하게 좋아해요.
She made one careful suggestion for our class.,그녀는 우리 반을 위해 신중한 제안을 했어요.
My red suitcase is ready for travel today.,내 빨간 여행가방은 오늘 여행 준비가 되었어요.
The sun always rises in the bright morning.,태양은 항상 밝은 아침에 떠요.
The bright sunflower grows happily in our garden.,밝은 해바라기가 우리 정원에서 활짝 피어요.
I wear my sunglasses on a sunny day.,나는 화창한 날 내 선글라스를 써요.
Sunlight brightens the day with warm golden energy.,햇빛은 따뜻한 황금 에너지로 하루를 밝게 해요.
The bright sunrise lights our peaceful morning sky.,밝은 해돋이가 우리의 평화로운 아침 하늘을 비춰요.
I always apply sunscreen before I go outside.,나는 항상 밖에 나가기 전에 선크림을 발라요.
I always watch a beautiful sunset every evening.,나는 항상 아름다운 일몰을 매일 저녁에 바라봐요.
I go to the supermarket with my mom.,저는 엄마와 함께 슈퍼마켓에 가요.
My sister remains supportive during my hard times.,내 여동생은 어려울 때 도와줘요.
I am sure that the ball is red.,나는 공이 빨갛다는 것이 확실해요.
I am sure you will finish your homework.,"나는 네가 숙제를 끝낼 거라고 믿어요, 물론이지요."
They love to surf on the big waves.,그들은 큰 파도 위에서 서핑해요.
I often surf the internet in the morning.,나는 아침에 인터넷을 서핑해요.
Kids love riding big surf near the sea.,아이들은 바닷가에서 큰 파도를 타요.
My little brother looks surprised by the gift.,내 동생은 선물에 놀란 것 같아요.
The movie was surprising and filled with joy.,영화는 놀라웠고 기쁨이 가득했어요.
"Surprisingly, my small cat jumped onto the sofa.","놀랄 만큼, 내 작은 고양이가 소파 위로 뛰었어요."
"Surprisingly, the boy played soccer with his friends.","놀랍게도, 그 소년은 친구들과 축구를 했어요."
Many wild animals struggle for survival every day.,많은 야생 동물이 매일 생존을 위해 싸워요.
The brave survivor always helped her lost friend.,용감한 생존자가 항상 길 잃은 친구를 도왔어요.
The white swan swims on a clear lake.,하얀 백조가 맑은 호수에서 헤엄쳐요.
The swarm of ants moved very slowly outside.,개미 무리가 밖에서 천천히 움직여요.
I often sweat a lot during heavy exercise.,나는 무거운 운동 중에 많이 땀 흘려요.
My sweat drips during a fun soccer match.,내 땀이 재미있는 축구 경기 중에 흘러요.
My clothes get very sweaty in the heat.,내 옷은 더위에 땀에 젖어요.
She always has a sweet and kind heart.,그녀는 항상 상냥하고 아름다운 마음을 가져요.
My friend is sweet and very kind always.,내 친구는 항상 다정하고 매우 친절해요.
I love to swim in the cool pool.,저는 시원한 수영장에서 수영해요.
I always wear my swimming cap for safety.,나는 항상 안전을 위해 수영모를 써요.
Kids enjoy playing in the bright swimming pool.,아이들이 밝은 수영장에서 놀아요.
The hammock can swing gently in the wind.,해먹이 바람에 부드럽게 흔들려요.
He can swing the heavy bat very well.,그는 무거운 방망이를 아주 잘 휘두를 수 있어요.
I swing my arms at the park daily.,나는 매일 공원에서 팔을 빙 돌려요.
The kids love to play on the swing.,아이들이 그네에서 놀기를 좋아해요.
My sister loves Swiss cheese on her bread.,내 여동생은 스위스 치즈를 즐겨 먹어요.
The switchboard links important calls in our home.,우리 오래된 교환대는 빠르게 중요한 전화 연결 도와줘요.
The brave knight holds a shiny sword today.,용감한 기사님은 오늘 반짝이는 칼을 들고 있어요.
The red heart is a symbol of love.,빨간 심장은 사랑의 상징이에요.
The bright red heart is a true symbol.,밝은 빨간 하트는 진실한 기호예요.
The bright flag is truly symbolic of peace.,밝은 깃발은 진실로 상징적인 평화예요.
This red heart can symbolize our pure love.,이 빨간 하트는 우리의 순수한 사랑을 상징해요.
Her cough is a serious symptom of illness.,그녀의 기침은 심각한 증상이에요.
We play T-ball at the park every day.,우리는 매일 공원에서 티볼을 해요.
I always eat my lunch at the table.,나는 항상 내 점심을 식탁에서 먹어요.
My class table shows our updated student list.,내 반의 표는 현재 학생 목록을 보여줘요.
Good table manners show respect when eating meals.,좋은 식사 예절은 식사할 때 존중을 보여줘요.
My kind doctor gave me one tablet today.,친절한 의사께서 오늘 한 알의 정제를 주셨어요.
I always eat a spicy taco for lunch.,나는 언제나 점심에 매운 타코를 먹어요.
My new school bag has a small tag.,내 새 학교 가방은 작은 꼬리표가 있어요.
The playful cat has a very long tail.,장난꾸러기 고양이 매우 긴 꼬리를 가지고 있어요.
Please take your toy and play outside today.,장난감을 가지고 오늘 밖에서 놀아요.
I always take my red bag to school.,나는 항상 빨간 가방을 학교에 가지고 다녀요.
Please take your warm soup at dinner time.,저녁 시간에 따뜻한 수프를 드세요~요.
I always take my dog to the park.,나는 항상 내 개를 공원에 데리고 가요.
It usually takes ten minutes to finish homework.,숙제를 끝내는 데 보통 10분이 걸려요.
I take a new toy from the shop.,나는 가게에서 새 장난감을 선택해요.
I always take my English class every morning.,저는 항상 아침에 영어 수업을 수강해요.
I always take my toy home every day.,나는 매일 내 장난감을 가지고 가요.
I always take the city bus to school.,나는 항상 시내 버스를 타고 학교에 가요.
I take the pain and stay very strong.,나는 고통을 견디고 아주 강해요.
I always take my blue bag to school.,나는 항상 내 파란 가방을 학교에 가져가요.
I will take a picture of the flower.,나는 꽃 사진을 찍을 거예요.
I always take one tablet of medicine daily.,나는 항상 하루에 약 한 알 복용해요.
The director enjoyed that perfect take in filming.,감독은 그 완벽한 한 장면을 즐겼어요.
I take a bath at home after dinner.,나는 저녁 후 집에서 목욕을 해요.
I want to take a break for lunch.,점심 시간에 잠깐 휴식해요.
I take a chance and trust my luck.,나는 운에 맡기고 행운을 믿어요.
Please take a look at my new drawing.,제 새로운 그림을 봐 주세요요.
We will take a photo at our school.,우리 학교에서 사진을 찍을 거예요.
We will take a picture at the park.,우리는 공원에서 사진을 찍어요.
I always take a picture of my friend.,나는 항상 내 친구의 사진을 찍어요.
I take a shower at eight each morning.,나는 매일 아침 8시에 샤워해요.
I love to take a tour in summer.,나는 여름에 여행하는 것을 좋아해요.
We can take a nice walk after dinner.,저녁 후에 우리는 산책할 수 있어요~요
We must take action to clean our room.,우리 방을 청소하기 위해 행동을 옮겨야 해요.
We take action when our school needs help.,우리 학교가 도움이 필요할 때 조치를 취해요.
We always take advantage of extra library time.,우리는 항상 여분의 도서관 시간을 이용해요.
The teacher takes away extra papers every Monday.,선생님은 매주 월요일에 여분의 종이를 없애요.
My kind teacher will take away tired students.,친절한 선생님이 지친 학생들을 데리고 떠날 거예요.
I really want to take back my pen.,나는 정말 내 펜을 되찾고 싶어요.
I will soon take back my order today.,저는 곧 제 주문을 취소할 거예요.
I always take care of my little dog.,나는 항상 내 작은 개를 돌봐요.
My mother takes care of my lazy dog.,우리 엄마는 나의 게으른 강아지를 돌봐요.
I will take off my heavy coat today.,오늘 나는 무거운 코트를 떼어요.
The teacher takes off two marks for mistakes.,선생님이 오답에 두 점을 깎아요.
I always take off my shoes at school.,나는 학교에서 항상 신발을 벗어요.
I take off to rest after long homework.,나는 긴 숙제 후에 쉬어요.
The airplane will take off at nine am.,우리 비행기는 오늘 아홉 시에 멋지게 이륙할 거예요.
The director will take off the play now.,연출가가 지금 공연을 중단할 거예요.
"In class, friends take their share of treats.",교실에서 친구들이 자기 몫을 차지해요.
Please take out the tag from this shirt.,이 셔츠에서 태그를 떼어내 주세요.
I often take out my dog for walks.,나는 자주 강아지를 데리고 산책해요.
She always takes out the trash every morning.,그녀는 항상 아침마다 쓰레기를 꺼내요.
I take out our trash every Wednesday morning.,나는 매주 수요일 아침에 우리 쓰레기를 가지고 나가요.
We often take out delicious food from restaurants.,우리 가족은 종종 음식을 포장하여 가져가요.
Young students always take part in fun activities.,어린 학생들은 항상 재미있는 활동에 참가해요.
My birthday party will take place on Saturday.,제 생일 파티는 토요일에 발생해요.
A big event will take place this weekend.,큰 행사가 이번 주말에 열려요.
I do not often take sides in fights.,나는 자주 싸움에서 편을 들지 않아요.
I take time out and read a book.,나는 시간을 내고 책을 읽어요.
My friends and I take turns singing songs.,친구들과 저는 번갈아 노래해요.
Trains take turns to change direction at station.,기차들은 역에서 방향을 바꿔요.
She has a natural talent for dancing well.,그녀는 춤추는데 자연스러운 재능이 있어요.
My friend is indeed a very talented person.,내 친구는 분명히 정말 재능 있는 사람이에요.
My school regularly hosts a great talent show.,우리 학교는 정기적으로 멋진 장기자랑을 개최해요.
My friend is a talented soccer player today.,내 친구는 재능이 있는 축구 선수가에요.
Every evening I talk with my best friend.,매일 저녁에 제일 친한 친구와 말해요.
My friend is extra talkative in the class.,내 친구는 수업 시간에 아주 수다스러워요.
The tall student happily runs in the park.,키가 큰 학생이 공원에서 행복하게 뛰어요.
She tapes the new song for her friend.,그녀는 친구를 위해 새로운 노래를 녹음해요.
I will tape the picture on the board.,나는 게시판에 그림을 테이프로 붙일 거예요.
We use tape to decorate our art projects.,우리는 테이프로 우리 미술 작품을 꾸며요.
The boss does not task me too much.,보스는 나를 너무 혹사시키지 않아요.
I finish one simple task every single day.,나는 매일 하나의 간단한 업무를 마쳐요.
The fresh apple tastes as sweet as candy.,신선한 사과가 사탕처럼 단 맛이 나요.
Our taste always helps us enjoy tasty meals.,우리의 미각은 항상 맛있는 음식을 즐기도록 도와줘요.
I have a very unique taste in music.,저는 음악에 대해 매우 독특한 취향을 가지고 있어요.
I really have a taste for collecting stamps.,저는 우표 모으는 취미가 있어요.
My warm chicken soup tastes very tasteless today.,내 따뜻한 닭고기 수프는 오늘 매우 맛없어요.
The cake is very tasty and smells good.,케이크는 매우 맛 있고 향이 좋아요.
Teachers teach young students in fun classes today.,선생님들이 오늘 재미있는 수업에서 학생들을 가르치세요.
The teacher always helps students learn every day.,선생님은 항상 학생들이 매일 배우도록 도와줘요.
Our team always plays well and works together.,우리 팀은 항상 잘 놀고 같이 일해요.
We choose to team up for fun projects.,우리는 재미있는 프로젝트를 위해 한 팀이 돼요.
My teammate and I play soccer every day.,저의 팀 동료와 저는 매일 축구를 해요.
Teamwork always helps us share tasks in class.,팀워크는 항상 우리를 도와 반에서 일을 나눠요.
The teen always plays video games after school.,10대 청소년은 항상 방과 후에 비디오 게임을 해요.
My friendly neighbor is a very kind teenager.,내 친절한 이웃은 아주 착한 십대예요.
I use my telescope to see bright stars.,나는 망원경으로 밝은 별들을 봐요.
Please tell your teacher the correct answer now.,지금 선생님께 올바른 답을 말해 주세요.
I can easily tell apart cats from dogs.,나는 고양이와 개를 쉽게 구분할 수 있어요.
I will tell my teacher the news today.,나는 오늘 선생님께 소식을 알려줘요.
My friend never tells a lie to me.,내 친구는 나에게 거짓말을 하지 않아요.
I tell the difference between apples and bananas.,나는 사과와 바나나의 차이를 분별해요.
She always tries to temper her angry thoughts.,그녀는 항상 화난 생각을 누그러뜨리려고 해요.
She sometimes quickly loses her temper in class.,그녀는 가끔 수업 시간에 빨리 성질을 내요.
My friends and I visited the temple yesterday.,친구들과 나는 어제 사원을 방문했어요.
The birds tend to fly over the trees.,새들은 나무 위로 날아가요.
We set up a blue tent outdoors.,우리는 야외에 파란 텐트를 설치했어요.
I relax on my big terrace every evening.,저는 매일 저녁 큰 테라스에서 휴식해요.
Farmers use a terrace to grow many plants.,농부들이 계단식 밭에서 많은 작물을 키워요.
We enjoyed a terrific day at the park.,우리는 공원에서 굉장한 하루를 보냈어요.
My sister made a terrific painting last week.,내 여동생은 지난 주에 멋진 그림을 그렸어요.
Students test new ideas in a science class.,학생들이 과학 수업에서 새로운 아이디어를 시험해요.
My best friend takes a test each Monday.,내 최고의 친구는 매월요일 시험을 봐요.
I received a text message from my friend.,저는 친구에게 문자 메시지를 받았어요.
Using phones too long always causes text neck.,핸드폰을 너무 오래 사용하면 거북목 증후군이 생겨요.
I always read my textbook in my class.,나는 항상 수업 중에 교과서를 읽어요.
I always study Thai language in my class.,나는 항상 수업에서 태국어를 공부해요.
Thai food on every street tastes very spicy.,태국 음식은 모든 거리에서 매우 매워요.
I want to visit beautiful Thailand in summer.,저는 여름에 아름다운 태국에 가고 싶어요.
My bike is much slower than your car.,내 자전거는 네 차보다 훨씬 느려요.
I thank you so much for your help.,나는 당신의 도움에 너무 감사해요.
"Thanks to my kind teacher, learning is fun.",친절한 선생님 덕분에 공부가 재밌어요.
My friend is always such a loving thanksgiver.,내 친구는 항상 그렇게 사랑스러운 감사하는 사람이에요.
He works that hard every day at school.,그는 학교에서 매일 그렇게 열심히 일해요.
That old tree grows tall in our garden.,저 오래된 나무가 우리 정원에서 높게 자라요.
The baby happily laughs at the funny clown.,그 아기는 재미있는 광대를 보고 웃어요.
The young students solved difficult problems by themselves.,어린 학생들이 어려운 문제를 그들 자신이 해결했어요.
The park is waiting there next to school.,공원은 학교 옆에 저기 기다리고 있어요.
These days I enjoy playing outside every day.,요즘 매일 밖에서 놀고 있어요.
They always play soccer at school every day.,그들은 언제나 학교에서 축구를 해요.
This thing always helps me on cold days.,이것은 항상 추운 날에 저를 도와줘요.
That simple thing is a very nice object.,저 간단한 것이 아주 좋은 물체에요.
I always keep each thing in my bag.,저는 항상 제 물건을 가방에 넣어요.
I often think about my close school friends.,나는 자주 가까운 학교 친구들을 생각해요.
My friend always thinks nothing of extra work.,내 친구는 추가 일을 대수롭지 않게 여겨요.
I always try to think outside the box.,나는 항상 새로운 관점에서 생각해요.
She always thinks to herself before making decisions.,그녀는 결정을 내리기 전에 마음속으로 생각해요.
We often think up fun games for school.,우리는 종종 재미있는 게임을 생각해내요.
I feel very thirsty after my long walk.,저는 지금 너무 목말라 차가운 물 마시고 싶어요.
This toy is small but full of fun.,이것은 작지만 재미있는 장난감이에요.
Those kind people always help each other today.,그 친절한 사람들은 항상 서로 도와요.
I always see those cute toys at home.,나는 항상 집에서 그 귀여운 장난감들을 봐요.
I had a happy thought in my class.,저는 교실에서 행복한 생각을 했어요.
We can mend cloth using a thin thread.,얇은 실로 옷을 수선할 수 있어요.
Do not threaten any innocent friends near you.,주변 무고한 친구들을 위협하지 마세요.
I am very thrilled for my class party.,저는 제 학급 파티에 아주 신나요.
The roller coaster ride is really thrilling today.,롤러코스터 타는 것은 정말 신나요~요
That roller coaster is extremely thrilling to ride.,저 롤러코스터 타기는 정말 짜릿해요.
The roller coaster ride was really thrilling today.,오늘 롤러코스터 놀이기구는 감격적이었어요.
The fast roller coaster ride is truly thrilling.,빠른 롤러코스터 타기가 정말 즐거워요.
The kind king sits on his big throne.,친절한 왕이 그의 큰 왕좌에 앉아요.
The museum is open throughout the entire week.,박물관은 오늘도 열려 통틀어 한 주 내내 있어요.
She enjoyed reading books throughout her winter break.,그녀는 겨울 방학 내내 책 읽기를 즐겼어요.
Sunshine warms happily throughout the long summer day.,햇살이 기분 좋게 내내 긴 여름날을 데워요.
One learns many new skills throughout one's life.,한 사람은 일생을 통해 많은 새로운 기술을 배워요.
We will throw a fun party for friends.,우리는 친구들을 위해 재밌는 파티를 열 거예요.
Lucy will soon throw away her broken pencil.,루시는 곧 부러진 연필을 내다 버리세요.
Sometimes kids throw up when they are sick.,가끔 아이들이 아플 때 토해요.
I raised my thumb for my kind teacher.,나는 친절한 선생님을 위해 엄지손가락을 들었어요.
My heart always thumps very fast when excited.,내 심장은 항상 쿵쿵거려요.
The door made a thump sound when closed.,문이 닫힐 때 쿵 하는 소리가 났어요.
I often hear thumping music in the room.,나는 방에서 쿵쿵거리는 음악을 자주 들어요.
Strong thunder suddenly frightens my small brown dog.,강한 천둥이 갑자기 내 작은 갈색 개를 놀라게 해요.
I quickly bought a ticket for the movie.,나는 영화 표를 빨리 샀어요.
A tiger is a beautiful striped big cat.,호랑이는 아름다운 줄무늬의 큰 고양이예요.
She held the rope tightly during the climb.,그녀는 등반하는 동안 밧줄을 꽉 잡았어요.
I always have plenty of time for fun.,나는 항상 재미있게 놀 시간이 충분해요.
I brush my teeth two times every day.,나는 매일 이를 두 번 닦아요.
My school timetable is hanging on the wall.,제 학교 시간표가 벽에 걸려 있어요.
The very fragile vase can easily tip over.,매우 연약한 꽃병은 쉽게 엎어질 수 있어요.
I am always tired after a long day.,나는 항상 긴 하루 후에 피곤해요.
I walk to the park every sunny day.,나는 매일 맑은 날에 공원에 걸어요.
"He tripped and to make matters worse, lost phone.",그는 넘어졌고 설상가상으로 핸드폰을 잃어버렸어요.
I will study math at my school today.,나는 오늘 내 학교에서 수학을 공부할 거예요.
We always play together during our school break.,우리는 항상 쉬는 시간에 함께 놀아요.
I eat a fresh tomato in my salad.,나는 신선한 토마토를 샐러드에 먹어요.
The old tomb is in our small town.,오래된 무덤은 우리 작은 마을에 있어요.
We will play soccer at the park tomorrow.,내일 우리는 공원에서 축구할 거예요.
We will eat dinner tonight at the park.,우리는 오늘밤 공원에서 저녁을 먹을 거예요.
My sister always loves cats and dogs too.,제 여동생은 항상 고양이와 개를 역시 좋아해요.
The cake is too sweet for my party.,내 파티에는 케이크가 너무 달아요.
The little girl lost her first tooth today.,작은 소녀가 오늘 첫 이를 잃었어요.
My toothache hurts when I eat ice cream.,아이스크림을 먹을 때 치통이 아파요.
Please gently top all cookies with extra chocolate.,모든 쿠키 위에 추가 초콜릿을 부드럽게 올려주세요.
The kitten climbed up on the tree top.,새끼 고양이가 나무 꼭대기로 올라갔어요.
The red top spins fast on the floor.,빨간 팽이가 바닥에서 빠르게 돌아요.
My sister totally loves her new school bag.,우리 여동생은 새 학교 가방을 전적으로 사랑해요.
A small kind act can touch many hearts.,작은 친절한 행동이 많은 마음을 감동시켜요.
Please do not touch my favorite blue ball.,제 좋아하는 파란 공을 만지지 마세요.
I feel a gentle touch with my hand.,내 손에 부드러운 촉각을 느껴요.
The chef has a special touch in cooking.,그 요리사는 요리에 특별한 솜씨를 가지고 있어요.
The tour guide shows pretty sights to kids.,여행 안내자가 아이들에게 예쁜 곳을 보여줘요.
A curious tourist visited the tall blue tower.,호기심 많은 관광객이 키 큰 파란 탑을 방문했어요.
The museum is known as a tourist attraction.,박물관은 유명한 관광 명소로 알려져 있어요.
Our school hosts a small tournament every year.,우리 학교는 매년 작은 토너먼트를 열어요.
I live in a very quiet small town.,저는 매우 조용한 작은 마을에 살아요.
The police often track the car on road.,경찰은 종종 도로에서 차를 추적해요.
The car left clear track on the road.,자동차가 도로에 분명한 지나간 자국을 남겼어요.
The runner quickly ran on the long track.,달리기 선수가 긴 길 위에서 빠르게 달렸어요.
The fast train smoothly passes the long track.,빠른 기차가 부드럽게 긴 선로를 지나가요.
Fast cars race on the very shiny track.,빠른 자동차들이 아주 빛나는 경주로에서 달려요.
My trader sells fresh fruits at the busy market.,내 상인은 신선한 과일을 바쁜 시장에서 팔아요.
My family likes using traditional dress every summer.,우리 가족은 전통 의상을 매 여름 입어요.
The traffic light always stops the fast car.,신호등은 빠른 차를 항상 멈춰요.
The accident was a great tragedy in town.,사고는 도시에서 큰 비극이었어요.
She will trail her dress on the floor.,그녀는 바닥에서 드레스를 질질 끌어요.
We walked on the small trail each day.,우리는 매일 작은 오솔길을 걸었어요.
I suddenly found a trail of footprints today.,나는 오늘 갑자기 발자국의 흔적을 발견했어요.
We followed the trail for our school trip.,우리는 학교 여행을 위해 코스를 따라갔어요.
The coach will train our team every morning.,코치는 매일 아침 우리 팀을 훈련시켜요.
I train my dog every morning for fun.,나는 매일 아침 내 개를 훈련해요.
Our fast train always stops at the station.,우리 빠른 열차는 항상 역에 멈춰요.
The best trainer helps animals learn new tricks.,최고의 훈련사가 동물들에게 새로운 묘기를 가르쳐줘요.
I can easily translate my favorite book today.,나는 오늘 좋아하는 책을 쉽게 번역할 수 있어요.
I can translate words from English to Korean.,나는 영어 단어를 한국어로 바꿀 수 있어요.
Her translation of the short text was perfect.,그녀의 멋진 번역문은 짧은 글을 정확하게 완벽하게 옮겼어요.
I always put trash into the red bin.,나는 항상 쓰레기를 빨간 쓰레기통에 넣어요.
I always use a trash bag for garbage.,저는 항상 쓰레기봉투를 사용해요.
The trash bin is next to the door.,쓰레기통은 문 옆에 있어요.
They travel quickly to new towns every day.,그들은 매일 새로운 동네로 이동해요.
I treasure my very favorite small teddy bear.,나는 내 가장 좋아하는 작은 곰인형을 소중히 여겨요.
I truly treasure every simple memory with friends.,나는 정말 친구들과 단순한 추억을 간직해요.
The treasure hides under the old oak tree.,보물은 오래된 참나무 아래 숨겨져 있어요.
The doctor gives treatment and protects our health.,의사가 치료를 하고 우리 건강을 지켜요.
My teacher gives kind treatment to all students.,제 선생님은 모든 학생을 친절하게 대우해요.
A green tree grows in my small garden. ,내 작은 정원에 푸른 나무가 자라요.
This new trend helps improve fashion and style.,이 새로운 경향은 패션과 스타일을 향상시키는데 도움이 돼요.
My trendy hat looks very smart and cool.,내 최신 유행의 모자가 아주 멋있어요.
I learn new things with trial and error.,나는 시행착오로 새로운 것을 배워요.
The tribe happily gathers for a joyful celebration.,그 부족은 즐겁게 모여서 기쁜 축하를 해요.
I saw a small tribe in the forest.,나는 숲에서 작은 집단을 봤어요.
One trillion is a huge number to imagine.,1조는 상상하기에 큰 숫자에요.
Be careful not to trip on the stone.,돌에 걸려 넘어지지 않도록 조심해요.
My family planned a trip to the zoo.,우리 가족은 동물원으로 여행을 계획했어요.
I sometimes trip over the broken wooden chair.,저는 가끔 부서진 나무 의자에 걸려 넘어지어요.
The young team won the shiny trophy today.,젊은 팀이 오늘 빛나는 트로피를 땄어요.
He is always a true and loyal friend.,그는 항상 진실하고 충실한 친구예요.
She tries on a stylish new dress today.,그녀는 오늘 멋진 새 드레스를 입어봐요.
I want to try a tasty new burger.,맛있는 새 햄버거를 먹어 볼게요.
I always try to work hard in class.,나는 항상 교실에서 열심히 노력해요.
She will try on her beautiful red dress.,그녀는 아름다운 빨간 드레스를 입어 봐요.
The new soccer team tryout begins early tomorrow.,새 축구팀 선발 심사는 내일 아침에 시작해요.
I ride the tube to school every day.,저는 매일 학교에 지하철을 타요.
The blue tube is long and very strong.,파란 관은 길고 매우 강해요.
The big red tulip garden blooms in spring.,큰 빨간 튤립 정원이 봄에 피어요.
My family loves eating turkey at Thanksgiving dinner.,우리 가족은 추수감사절에 칠면조를 먹어요.
Every Monday we practice Turkish with our teacher.,매주 월요일에 우리는 터키어를 선생님과 연습해요.
I always love delicious Turkish food at school.,나는 언제나 맛있는 터키의 음식을 학교에서 먹어요.
Leaves always turn red in the fall season.,낙엽은 가을에 항상 빨갛게 변해요.
Time can easily turn into a new day.,시간은 쉽게 지나가 새로운 날이 돼요.
Please turn right at the next big tree.,다음 큰 나무에서 오른쪽으로 방향을 바꾸세요.
It is finally my turn to play soccer.,드디어 나의 차례가 되어 축구를 해요.
Please quickly turn around and greet your friend.,빨리 돌아서서 친구에게 인사해요.
She will turn around and come home soon.,그녀는 곧 되돌아올 거예요.
Please turn around quickly to see your friend.,친구를 보려고 빨리 뒤돌아봐요.
Please turn down the very loud TV sound.,TV 소리를 매우 줄여 주세요.
My brother will always turn down extra cookies.,내 동생은 항상 추가 쿠키를 거절해요.
A caterpillar will turn into a butterfly soon.,애벌레는 곧 나비로 변할 거예요.
Please turn off the music before you leave.,나가기 전에 음악을 꼭 꺼주세요~요.
Mom will turn on the TV for us.,엄마가 우리를 위해 TV를 켜요.
I always turn my eyes to the sky.,저는 항상 하늘로 눈길을 돌려요.
Please turn out the TV before we leave.,우리 가기 전에 TV를 꼭 꺼주세요~요.
The cake turned out to be very tasty.,케이크가 아주 맛있는 것으로 드러났어요.
My drawing turned out to be very bright.,내 그림이 아주 밝게 나타났어요.
The cake turned out tasty after long baking.,케이크는 오래 구운 후 맛있게 나타났어요.
Everything will turn out good in due time.,모든 것이 제때에 잘 돼요.
Please carefully turn over the small paper now.,작은 종이를 조심히 뒤집으세요~요.
Please turn over your homework paper to me.,제게 숙제지를 넘겨주세요요.
School became a turning point for her life.,학교가 그녀의 인생에서 전환점이 되었어요.
The small turtle moves slowly in clear water.,작은 거북이 맑은 물에서 천천히 움직여요.
I often type my homework using the keyboard.,나는 자주 컴퓨터로 숙제를 입력해요.
She always collects a rare type of stamps.,그녀는 항상 희귀한 유형의 우표를 수집해요.
I study the printed type in every magazine.,저는 모든 잡지에서 활자를 공부해요.
Ubuntu teaches us to live with sharing spirit.,우분투는 모두에게 공유 정신을 가르쳐줘요.
My ugly cat sleeps on the soft sofa.,내 못생긴 고양이 부드러운 소파에서 자요.
The ugly cat hides under the small table.,볼품없는 고양이가 작은 탁자 밑에 숨어 있어요.
My friend plays the ukulele every bright afternoon.,내 친구는 매일 우쿨렐레를 연주해요.
I always open my umbrella when it rains.,비 올 때 나는 항상 우산을 펴요.
He runs unbelievably fast on the oval track.,그는 타원 트랙에서 믿을 수 없을 정도로 빠르게 달려요.
The future of our plans is truly uncertain.,우리 계획의 미래는 정말 불확실해요.
My kind uncle always tells very fun stories.,저의 친절한 삼촌은 항상 아주 재미있는 이야기를 해요.
The weather is unclear during the rainy day.,날씨는 비 오는 날에 불확실해요.
The soft chair is uncomfortable for my legs.,부드러운 의자는 내 다리에 불편해요.
