id,WordText,WordMeaning,PoSText
23388,incomparable,비할 데가 없는,형용사
23389,incomplete,불완전한,형용사
23390,inconsiderate,사려 깊지 못한,형용사
23391,inconvenient,불편한,형용사
23392,incorporation,회사,명사
23393,incorporation,"합동,합병",명사
23394,incurable,불치의,형용사
23395,indefinite,정해지지 않은,형용사
23396,independently,독립하여,부사
23397,indicator,지표,명사
23398,indifference,무관심,명사
23399,indifferent,무관심한,형용사
23400,indifferent,"공평한,중립의",형용사
23401,indigenous,토착의,형용사
23402,indirect,간접적인,형용사
23403,indirectly,간접적으로,부사
23404,indispensable,필수적인,형용사
23405,individuality,개성,명사
23406,individually,개별적으로,부사
23407,industrialize,산업화하다,동사
23408,industrialized,선진화된,형용사
23409,industrialized,"산업화된,공업화된",형용사
23410,inefficient,비효율적인,형용사
23411,inevitably,불가피하게,부사
23412,inevitably,필연적으로,부사
23413,inexpensive,비싸지 않은,형용사
23414,inexperienced,"미숙한,경험이 없는",형용사
23415,infection,감염,명사
23416,infectious,전염성의,형용사
23417,inferior,열등한,형용사
23418,inferior,부하,명사
23419,infinitely,무한히,형용사
23420,infinitely,"대단히,엄청",부사
23421,inflict,(고통을) 가하다,동사
23422,influential,영향력 있는,형용사
23423,informal,"형식적이지 않은,일상적인",형용사
23424,informative,"유용한 정보를 주는,유익한",형용사
23425,infrared,적외선의,형용사
23426,infrastructure,공공 기반 시설,명사
23427,inhabitable,서식할 수 있는,형용사
23428,inhabitant,주민,명사
23429,inherit,상속받다,동사
23430,initially,처음에는,부사
23431,initiative,계획,명사
23432,initiative,주도권,명사
23433,initiative,국민 발의권,명사
23434,initiative,"독창성,창의",명사
23435,initiative,진취성,명사
23436,injured,부상을 입은,형용사
23437,injury,상해,명사
23438,injury,피해,명사
23439,injustice,불평등,명사
23440,injustice,불의,명사
23441,inlaid,무늬를 새긴,형용사
23442,inner,안쪽의,형용사
23443,innocently,"천진스레,모르는 척",부사
23444,innovative,혁신적인,형용사
23445,innovator,혁신자,명사
23446,insightful,통찰력 있는,형용사
23447,insignificant,사소한,형용사
23448,insistence,"주장,고집",명사
23449,inspection,정밀검사,명사
23450,inspiration,영감,명사
23451,inspiration,"감화,고무",명사
23452,inspirational,감동적인,형용사
23453,inspirational,영감을 주는,형용사
23454,inspiring,고무 하는,형용사
23455,inspiring,영감어린,형용사
23456,inspiring,격려하는,형용사
23457,instability,"(마음의) 불안정,변덕",명사
23458,instead of,대신에,숙어/관용어
23459,instruction,"설명,지시",명사
23460,instruction,"교육,교훈",명사
23461,instructor,강사,명사
23462,insufficient,불충분한,형용사
23463,insulting,모욕적인,형용사
23464,intact,온전한,형용사
23465,intake,섭취(량),명사
23466,intangible,무형의,형용사
23467,intangible,"알 수 없는,모호한",형용사
23468,integrated,통합시켰다,동사
23469,integrated,통합된,형용사
23470,intend to,"~할 작정이다,~하려고 생각하다",숙어/관용어
23471,intensely,강렬하게,부사
23472,intensify,강화시키다,동사
23473,interact,상호작용하다,동사
23474,interact,교류하다,동사
23475,interact with,~와 상호작용하다,숙어/관용어
23476,interaction,상호작용,명사
23477,interaction,상호작용,명사
23478,intercom,인터폰,명사
23479,intercom,구내방송,명사
23480,interconnected,서로 연결된,형용사
23481,interfere with,~을 간섭하다,숙어/관용어
23482,international,국제적인,형용사
23483,intertwine,뒤엉키다,동사
23484,intervention,"개입,간섭",명사
23485,intervention,"조정,중재",명사
23486,intestinal,"창자의,장의",형용사
23487,intriguing,아주 흥미로운,형용사
23488,introvert,내성적인 사람,명사
23489,invaluable,아주 귀중한,형용사
23490,inventor,발명가,명사
23491,inventory,재고(목록),명사
23492,investigation,조사,명사
23493,inviting,"유혹적인,솔깃한",형용사
23494,inviting,"기분 좋은,상쾌한",형용사
23495,involuntary,자기도 모르게 하는,형용사
23496,involved,"관련된,휘말린",형용사
23497,irrational,불합리한,형용사
23498,irrational,비이성적인,형용사
23499,irregular,"불규칙적인,비정상적인",형용사
23500,irrelevant,무관한,형용사
23501,irrigation,관개,명사
23502,irritant,자극물,명사
23503,irritated,신경질이 난,형용사
23504,irritated,따끔따끔한,형용사
23505,irritation,짜증나게 함,명사
23506,irritation,"자극,자극물,염증",명사
23507,isthmus,지협,명사
23508,it goes without saying that,~은 말할 것도 없다,숙어/관용어
23509,ivory,상아,명사
23510,jellybean,젤리빈,명사
23511,jerky,육포,명사
23512,join hands,"협력하다,손을 잡다",숙어/관용어
23513,journalism,신문 잡지업,명사
23514,journalist,보도기자,명사
23515,judgment,판단,명사
23516,justify,증명하다,동사
23517,justify,정당화하다,동사
23518,keep ~ in check,"막다,견제하다",숙어/관용어
23519,keep ~ in check,"~을 억제하다,방지하다",숙어/관용어
23520,keep ~ in check,"~을 억제하다,억누르다",숙어/관용어
23521,keep ~ in mind,"명심하다,~을 염두에 두다",숙어/관용어
23522,keep A from B,A에게 B를 못하게 하다,숙어/관용어
23523,keep A from B,A에게 B를 못하게 하다,숙어/관용어
23524,keep in mind,"명심하다,기억해 두다",숙어/관용어
23525,keep in shape,건강을 유지하다,숙어/관용어
23526,keep in touch,연락하다,숙어/관용어
23527,keep up with,뒤떨어지지 않다,숙어/관용어
23528,keep up with,맞추다,숙어/관용어
23529,key chain,열쇠고리,명사
23530,kidney,신장,명사
23531,kindling,불쏘시개,명사
23532,kingfisher,물총새,명사
23533,kneel,무릎 꿇다,동사
23534,knock down,때려눕히다,숙어/관용어
23535,knock into,~에 부딪히다,숙어/관용어
23536,know-it-all,"만물박사,다 아는 체하는 사람",명사
23537,labyrinth,"미로,복잡함",명사
23538,lacrimal gland,"누선,눈물샘",명사
23539,large-scale,거대한,형용사
23540,last but not least,마지막이지만 중요한,숙어/관용어
23541,lately,요즘,부사
23542,laughter,웃음(소리),명사
23543,lava,용암,명사
23544,lay off,해고하다,숙어/관용어
23545,lead A to B,A를 B로 이끌다,숙어/관용어
23546,leap out,뛰쳐나오다,숙어/관용어
23547,leap to conclusions,성급한 결론을 내리다,숙어/관용어
23548,leave ~ behind,"~을 남겨 두고 오다,~을 뒤에 남기다",숙어/관용어
23549,leave ~ behind,~을 (뒤에) 남기다,숙어/관용어
23550,legacy,유산,명사
23551,lessen,줄이다,동사
23552,let alone,~은 말할 것도 없이,숙어/관용어
23553,letdown,실망,명사
23554,liberation,"해방,석방",명사
23555,life expectancy,평균 수명,명사
23556,life threatening,생명을 위협하는,형용사
23557,life vest,구명조끼,명사
23558,life-threatening,생명을 위협하는,형용사
23559,lifelong,일생의,형용사
23560,light at the end of the tunnel,힘든 시기나 일의 끝,숙어/관용어
23561,lighting,조명,명사
23562,lightweight,가벼운,형용사
23563,limestone,석회암,명사
23564,limitation,제한,명사
23565,limitation,한계,명사
23566,limitless,"무한한,방대한",형용사
23567,linear,직선의,형용사
23568,linger,(예상보다 오래) 남다,동사
23569,linger,(떠나기 싫어서) 꾸물거리다,동사
23570,literacy,(글을) 읽고 쓰는 능력,명사
23571,literally,"글자 그대로,실제로",부사
23572,literate,읽고 쓸 수 있는,형용사
23573,live on,~을 먹고 살다,숙어/관용어
23574,live on,계속 살다,숙어/관용어
23575,live up to,(기대 등에) 부응하다,숙어/관용어
23576,livestock,가축,명사
23577,lobster,바다가재,명사
23578,local,지방의,형용사
23579,local,현지인,명사
23580,local,"(의학) 국소의,국부의",형용사
23581,local,"현지의,지역의",형용사
23582,localize,국한시키다,동사
23583,lock ~ in,~을 가두다,동사
23584,lock up,~을 가두다,숙어/관용어
23585,lock up,(자물쇠를 채워) 보관하다,숙어/관용어
23586,long for,~을 갈망하다,숙어/관용어
23587,long to,~하기를 갈망하다,숙어/관용어
23588,longevity,장수,명사
23589,look back on,~을 회고하다,숙어/관용어
23590,look forward to,"~을 기대하다,~을 기다리다",숙어/관용어
23591,look good on,~에게 잘 어울리다,숙어/관용어
23592,look out for,~을 찾다,숙어/관용어
23593,look out for,~을 보살피다,숙어/관용어
23594,look to,~에 의지하다,숙어/관용어
23595,look up at,~을 쳐다보다,숙어/관용어
23596,look up to,~을 존경하다,숙어/관용어
23597,look up to,올려다보다,숙어/관용어
23598,lose weight,체중이 줄다,숙어/관용어
23599,lotus,연꽃,명사
23600,lowly,"하찮은,보잘것없는",형용사
23601,luggage,수하물,명사
23602,lyricist,작사가,명사
23603,lyrics,가사,명사
23604,magnetic field,자기장,명사
23605,magnetic strip,마그네틱 선,명사
23606,magnification,확대,명사
23607,magnificently,훌륭하게,부사
23608,main,"주요한,중요한",형용사
23609,mainstream,주류의,형용사
23610,mainstream,"주류,대세",명사
23611,major in,~을 전공하다,숙어/관용어
23612,make a correction,"정정하다,수정하다",숙어/관용어
23613,make a difference,차이가 생기다,숙어/관용어
23614,make a difference,"변화를 일으키다,차이가 생기다",숙어/관용어
23615,make a fool of,"~을 웃음거리로 만들다,~을 놀리다",숙어/관용어
23616,make a fortune,부자가 되다,숙어/관용어
23617,make a fortune,돈을 벌다,숙어/관용어
23618,make A out of B,B로 A를 만들어 내다,숙어/관용어
23619,make a reservation,예약하다,숙어/관용어
23620,make an announcement,발표하다,숙어/관용어
23621,make an effort,노력하다,숙어/관용어
23622,make decisions,결정을 내리다,숙어/관용어
23623,make do,그런대로 만족하며 살다,숙어/관용어
23624,make money,돈을 벌다,숙어/관용어
23625,make one's mouth water,군침이 돌게 하다,숙어/관용어
23626,make one's way,"나아가다,출세하다",숙어/관용어
23627,make one's way,생계를 유지하다,숙어/관용어
23628,make one's way to,~로 나아가다,숙어/관용어
23629,make room,공간(자리)을 만들다,숙어/관용어
23630,make room for,장소를 내주다,숙어/관용어
23631,make sense,사리에 맞다,숙어/관용어
23632,make sense of,~를 이해하다,숙어/관용어
23633,make sure,~을 확실히 하다,숙어/관용어
23634,make sure,반드시~하다,숙어/관용어
23635,make the most of,~을 최대한 이용하다,숙어/관용어
23636,make up one's mind,결심하다,숙어/관용어
23637,make use of,~을 사용하다,숙어/관용어
23638,make waves,파장/풍파를 일으키다,동사
23639,make way,"양보하다,자리를 내주다",숙어/관용어
23640,male dominated,남성 주도형의,형용사
23641,male-dominated,"남성 지배적인,남성 중심적인",형용사
23642,malfunction,고장,명사
23643,mammal,포유 동물,명사
23644,manage to,가까스로 ~하다,숙어/관용어
23645,management,경영,명사
23646,management,관리,명사
23647,manipulation,조작,명사
23648,mankind,"남성,남자",명사
23649,mankind,인류,명사
23650,manually,수동으로,부사
23651,manufacturer,제조업자,명사
