example_english,example_korean
She will soon bring out her new book.,그녀는 곧 새 책을 발표해요.
My friend wears a British red scarf today.,내 친구는 오늘 영국의 빨간 스카프를 입어요.
My friend will broadcast the exciting school event.,내 친구가 신나는 학교 행사를 방송할 거예요.
"Today, the local TV broadcast airs fun stories.","오늘, 지역 TV 방송이 재미있는 이야기를 내보여요."
"My bike is broken, so I need help.",내 자전거는 고장나서 도움이 필요해요.
I found a broken toy today at school.,나는 오늘 학교에서 부러진 장난감을 찾았어요.
My homework is broken with many small mistakes.,제 숙제는 작은 실수로 가득해요.
My toy is broken because I dropped it.,내 장난감이 떨어뜨려서 깨졌어요.
He won a bronze medal in the race.,그는 경주에서 동메달을 받았어요.
The old statue is carved from smooth bronze.,옛 조각상은 매끄러운 청동으로 만들어졌어요.
A cute witch uses a broomstick every day.,귀여운 마녀가 매일 빗자루를 사용해요.
My caring brother always helps me with homework.,저의 다정한 형제는 숙제를 항상 도와줘요.
My older brother often plays very fun games.,내 오빠는 자주 아주 재미있는 게임을 해요.
I brush my teeth very carefully each morning.,나는 아침마다 이를 매우 조심히 닦아요.
The car might brush past the old tree.,자동차가 오래된 나무를 살짝 스칠 수 있어요.
I brush my teeth before school every morning.,나는 아침에 학교 가기 전에 이를 솔질해요.
Tom can brush off her silly remark today.,톰은 오늘 그녀의 어리석은 말을 털어줄 수 있어요.
I brush my teeth  every morning at eight.,저는 매일 아침 여덟 시에 이를 닦아요.
I always brush my teeth every single morning.,나는 항상 매일 아침마다 양치질해요.
Please fill the blue bucket with cold water.,푸른 양동이에 찬물을 채워 주세요요.
I often write my bucket list each year.,나는 매년 죽기 전에 해야 할 목록을 자주 작성해요.
They build a new playground for little children.,그들은 작은 아이들을 위한 새 놀이터를 지어요.
We build up friendships by sharing kind smiles.,우리는 친근한 미소로 관계를 형성해요.
We build up our strength with daily exercise.,우리는 매일 운동으로 힘을 증진해요.
Kids build up a very tall block tower.,아이들이 아주 큰 블록탑을 쌓아 올려요.
The big bull runs fast on the field.,큰 황소가 들판에서 빠르게 달려요.
I often bump into my friend at school.,나는 자주 학교에서 친구를 우연히 마주쳐요.
"Yesterday, my bike accidentally bumped into a tree.",어제 내 자전거가 우연히 나무에 충돌했어요.
I like a cheesy burger with extra sauce.,저는 치즈 햄버거를 추가 소스로 좋아해요.
The paper can burn in a small fire.,종이가 작은 불에서 타요.
Never burn your hand by touching hot fire.,뜨거운 불을 만지면 손에 화상을 입지 마세요.
She suddenly burst into tears during the movie.,그녀는 영화 중에 갑자기 울음을 터뜨렸어요.
My dear friend started a very small business.,내 친한 친구가 아주 작은 사업을 시작했어요.
The successful businessman sells goods in our shop.,성공한 사업가는 우리 가게에서 물건을 팔아요.
The smart businessperson skillfully runs his own shop.,똑똑한 사업가는 자신의 가게를 능숙하게 운영해요.
My mother is busy on a phone call.,엄마는 전화 통화 중이에요.
My kind teacher is busy all day long.,나의 친절한 선생님은 하루 종일 바빠요.
I like many fruits but not red apples.,저는 많은 과일을 좋아하지만 빨간 사과는 안 좋아해요.
I study hard but my friend studies less.,나는 열심히 공부하지만 내 친구는 덜 공부해요.
A pretty butterfly gently flies over our garden.,예쁜 나비가 우리 정원 위로 부드럽게 날아다녀요.
I always fix the button on my jacket.,나는 항상 재킷에 단추를 고쳐요.
Please press the red button to start now.,빨간 버튼을 눌러 지금 시작해요.
I will buy ice cream at the store.,나는 가게에서 아이스크림을 사요.
I always finish my class by twelve o'clock.,나는 항상 수업을 열두 시 무렵에 끝내요.
I always travel by train to my school.,나는 항상 기차를 통해 내 학교에 가요.
The cake was made by my best friend.,케이크는 내 최고의 친구에 의해 만들어졌어요.
My score increased by three points on test.,내 점수는 시험에서 세 점 차이로 올랐어요.
My friend always stands by the bus stop.,내 친구는 항상 버스 정류장 옆에 서 있어요.
Complete your homework by six o'clock every day.,매일 여섯 시까지 숙제를 끝내세요.
She wrote a letter by hand every time.,그녀는 편지를 항상 손으로 썼어요.
I sent the wrong email by mistake today.,나는 오늘 실수로 잘못된 이메일을 보냈어요.
My best friend always stands by my side.,내 가장 친한 친구는 항상 내 곁에 있어요.
"I met Tom, by the way, in school.","나는 톰을 만났어요, 그런데 학교에서요."
Our family eats dinner by tradition on Sundays.,우리 가족은 전통에 따라 일요일마다 저녁을 먹어요.
Many students eat lunch at the cafeteria daily.,많은 학생들이 매일 구내 식당에서 점심을 먹어요.
I baked a chocolate cake for my birthday.,나는 생일에 초콜릿 케이크를 구웠어요.
I call my dad when I need help.,나는 도움이 필요할 때 아빠를 불러요.
The principal calls for help with homework today.,교장 선생님은 오늘 숙제 도움을 요구해요.
I call for a win in the game.,나는 경기에서 승리를 예측해요.
Our teacher will call on you for help.,우리 선생님이 너에게 도움을 요청해요.
She practices calligraphy in her art class today.,그녀는 오늘 미술 수업에서 서예를 연습해요.
Please calm down now and breathe very slowly.,제발 지금 진정하시고 아주 천천히 숨 쉬어요~요
Please calm down and talk with me now.,제발 진정하시고 지금 저와 이야기해요.
I see one camel in the big desert.,나는 큰 사막에서 한 마리의 낙타를 봐요.
The friendly cameraman films the exciting soccer game.,친절한 촬영기사가 신나는 축구 경기를 촬영해요.
People campaign for cleaner parks in our town.,사람들이 우리 마을의 깨끗한 공원을 위해 캠페인을 해요.
Many people start a campaign for safe neighborhoods.,많은 사람들이 안전한 동네를 위해 운동을 시작해요.
We built a small campfire for roasting marshmallows.,우리는 마시멜로를 굽기 위해 작은 모닥불을 만들었어요.
We set up our tents at the campground.,우리는 캠핑장에서 텐트를 설치했어요.
We always like camping in the green forest.,우리는 항상 초록 숲에서 야영을 좋아해요.
You can play happily in the park today.,너는 오늘 공원에서 행복하게 놀 수 있어요.
I can really jump high on the playground.,저는 놀이터에서 정말 높이 점프할 수 있어요.
He drank from a cold can of soda.,그는 차가운 캔의 소다를 마셨어요.
Rain might cancel out our fun picnic plans.,비가 우리 재미있는 소풍 계획을 상쇄할 수 있어요.
Many kind doctors research to cure cancer today.,많은 친절한 의사들이 오늘 암을 치료하기 위해 연구해요.
I light a small candle on cake.,저는 케이크 위에 작은 양초를 켜요.
My little sister enjoys candy during summer vacation.,내 어린 여동생은 여름방학에 캔디를 좋아해요.
I cannot help smiling at the funny clown.,나는 재미있는 광대를 보고 웃음을 참지 못해요.
The young artist painted on the white canvas.,젊은 화가가 흰 캔버스에 유화를 그렸어요.
She will cap the box with a lid.,그녀는 상자를 뚜껑으로 덮을 거예요.
Parents cap their budget at one hundred dollars.,부모님은 예산 한도를 백달러로 정해요.
I put the cap on my water bottle.,나는 내 물병에 뚜껑을 씌워요.
I wear my cool cap when it rains.,비올 때 멋진 모자를 써요.
I visited the capital city on my vacation.,저는 휴가에 수도를 방문했어요.
The cute new picture will capture your attention.,그 귀여운 새 그림은 네 관심을 사로잡아요.
The cat will capture the tiny fly today.,고양이가 오늘 작은 파리를 붙잡을 거예요.
My camera can capture many lovely moments easily.,내 카메라가 많은 아름다운 순간들을 포착해요.
My mom rides her blue car to work.,우리 엄마는 파란 차를 타고 출근해요.
The car horn sounds very loud in traffic.,자동차 경적은 교통체증 속에서 크게 울려요.
I often use my card at the store.,나는 가게에서 자주 내 카드를 사용해요.
I gave her a beautiful congratulatory card today.,나는 오늘 그녀에게 아름다운 축하카드를 보냈어요.
My mom cares for my dog every day.,엄마는 내 강아지를 매일 돌봐요.
I always care about my family very much.,나는 항상 가족을 많이 신경 써요.
She always shows care and kindness to everyone.,그녀는 항상 모든 사람들에게 배려와 친절을 보여요.
Please take care when you open the door.,문을 열 때 조심해야 해요.
The kind nurse shows great care for patients.,친절한 간호사는 환자들에게 큰 돌봄을 보여줘요.
I always care about my cute pet dog.,나는 항상 내 귀여운 애완견에 관심이 있어요.
My kind teacher always cares about each student.,친절한 선생님은 모든 학생을 항상 걱정해요.
I truly care about my pet each day.,나는 매일 내 애완동물에 신경 쓰고 있어요.
I always care for my little brother today.,저는 매일 우리 작은 동생을 정성껏 잘 돌봐요.
I really care for my dear sweet mom.,나는 정말 내 소중한 엄마를 좋아해요.
The careful girl always reads her favorite book.,주의 깊은 소녀는 항상 좋아하는 책을 읽어요.
Tom eats his lunch carefully near his table.,톰은 주의 깊게 점심을 먹어요.
The small cat walks carefully on the roof.,작은 고양이가 지붕 위를 조심스럽게 걸어요.
He carefully placed the vase on the table.,그는 정성스럽게 꽃병을 탁자 위에 놓았어요.
He is always careless with his new homework.,그는 항상 새로운 숙제에 부주의해요.
My friend drew a very funny caricature drawing.,내 친구가 아주 재밌는 풍자만화 그림을 그렸어요.
I enjoy the bright carnival and its rides.,저는 밝은 카니발과 놀이기구를 즐겨요.
My friend always carp on every little mistake.,내 친구는 항상 작은 실수에 트집을 잡아요.
The carp happily swims in the clear water.,잉어는 맑은 물 속에서 행복하게 헤엄쳐요.
My small rabbit eats one carrot each morning.,내 작은 토끼가 매일 아침 당근 하나를 먹어요.
I always carry my lunch box to school.,나는 항상 학교에 점심 도시락을 나르어요.
Sweet music carries happy feelings in every melody.,달콤한 음악은 모든 선율에 행복한 감정을 표현해요.
Our small shop carry tasty snacks every day.,우리 작은 가게는 매일 맛있는 간식을 팔아요.
I carry my bag to school every day.,나는 매일 학교에 내 가방을 들고 가요.
I always carry my lunch box to school.,나는 항상 내 도시락을 학교에 가지고 다녀요.
We will carry out our simple plan now.,우리는 오늘 간단한 계획을 실행할 거예요.
My friend is carsick during long car rides.,내 친구는 긴 차 여행 중 차멀미 해요.
I like to watch a very funny cartoon.,나는 매우 재미있는 만화를 봐요.
The kind lawyer won an important legal case.,친절한 변호사가 중요한 소송을 이겼어요.
I store my pretty toys in the case.,나는 예쁜 장난감을 상자에 보관해요.
This case shows a good example to follow.,이 사례는 좋은 본보기를 보여줘요.
Police solved the case quickly with clear clues.,경찰이 명확한 단서로 사건을 금방 해결했어요.
Cassava is a root crop from South America.,카사바는 남미에서 온 뿌리 작물이에요.
My friend prefers a casual dress on Fridays.,내 친구는 금요일에 격식 없는 드레스를 선호해요.
She always wears casual clothes at her school.,그녀는 평소에 학교에서 편한 옷을 입어요.
The little cat jumps on the soft chair.,작은 고양이가 부드러운 의자 위에서 뛰어요.
I sometimes catch a cold in winter time.,나는 때때로 겨울에 감기에 걸리곤 해요.
I always catch the true meaning in class.,수업에서 항상 진짜 의미를 이해해요.
I always catch the fast train to school.,나는 항상 빠른 기차를 타요.
The boy can catch the small red ball.,소년이 작은 빨간 공을 잡을 수 있어요.
A small new toy can catch my attention.,작은 새 장난감이 내 관심을 끌 수 있어요.
The fisherman’s catch was very large and tasty.,어부의 어획량은 아주 크고 맛있어요.
I often catch a cold in the winter.,저는 겨울에 감기에 걸리기 쉬워요.
The bright red flower can catch one's eye.,밝은 빨간 꽃이 시선을 끌 수 있어요.
The skilled catcher quickly caught the fast ball.,재능 있는 포수가 빠른 공을 잡았어요.
We explore a deep cave behind the hill.,우리는 언덕 뒤에 깊은 동굴을 탐험해요.
We always celebrate special days with good friends.,우리는 항상 특별한 날을 좋은 친구들과 기념해요.
We celebrate my best friend's birthday every Saturday.,우리는 매주 토요일에 친구 생일을 축하해요.
The famous celebrity always arrives at big events.,유명인은 항상 큰 행사에 도착해요.
The prisoner stayed in a very dark cell.,죄수는 매우 어두운 감옥에 머물렀어요.
A cell is the basic unit of life.,세포는 생명의 기본 단위예요.
I use my cell phone every single day.,나는 매일 휴대전화를 사용해요.
My new cellphone helps me call my friends.,내 새로운 휴대전화가 친구에게 전화해요.
I always carry my cellphone when I travel.,여행할 때마다 나는 휴대전화를 항상 챙겨요.
The new school center is near the playground.,새 학교 중앙은 운동장 가까이에 있어요.
Our local center provides fun events for students.,우리 동네 회관은 학생들을 위한 즐거운 행사를 제공해요.
I went to the community center after school.,나는 방과 후 지역 센터에 갔어요.
The central bus stop is near our house.,중앙의 버스 정류장은 우리 집 근처에 있어요.
The centre always helps young children learn fun.,센터는 항상 어린 아이들이 재미있게 배우도록 도와줘요.
The school ceremony began with a warm prayer.,학교 의식은 따뜻한 기도로 시작했어요.
He certainly eats lunch before class every day.,그는 확실히 매일 수업 전에 점심을 먹어요.
I certainly will wear my new blue shoes.,나는 분명히 내 새 파란 신발을 신을 거예요.
I got my new certificate at school today.,저는 학교에서 오늘 새 증명서를 받았어요.
Ceviche is a very popular dish from Peru.,세비체는 페루의 대표적인 요리예요.
The wooden chair sits near the window today.,나무 의자가 오늘 창문 옆에 있어요.
Our chair guides the meeting every single day.,우리 회장이 매일 회의를 이끌어요.
I challenge the rule in our class today.,나는 오늘 우리 반 규칙에 이의를 제기해요.
The math challenge helps us learn new things.,수학 난제는 우리에게 새 것을 배우게 도와줘요.
This book is very challenging and also fun.,이 책은 매우 도전적이에요 그리고 재미있어요.
Our team plays in the championship game today.,우리 팀은 오늘 선수권 대회 경기를 해요.
I have a chance to win the game.,나는 게임에서 이길 가능성이 있어요.
Take a chance to try something new today.,오늘 기회를 잡아 새로운 것을 시도해요.
I get extra change after I buy candy.,나는 사탕을 산 후 잔돈을 받아요.
I saved my small change for school tomorrow.,내일 학교에 쓸 작은 잔돈을 모았어요.
We quickly change old toys into fun games.,우리는 오래된 장난감을 빠르게 재미있는 게임으로 바꾸어요.
Her moods are very changeable every single day.,그녀의 기분은 정말 변덕스러워요.
I always watch my very favorite TV channel.,저는 항상 제가 제일 좋아하는 TV 채널을 봐요.
The ship sailed carefully across the deep channel.,배가 깊은 해협을 조심스럽게 건넜어요.
Phone call is a channel for sharing feelings.,전화 통화는 감정을 표현하는 수단이에요.
A kind cartoon character always shows good personality.,친절한 만화 캐릭터는 항상 좋은 성격을 보여요.
The character in the book is my hero.,책 속 등장인물은 내 영웅이에요.
Each character in the book is a letter.,책 안의 각 문자는 하나의 글자예요.
This logo shows a very clear unique character.,이 로고는 매우 뚜렷한 특징을 보여요.
The charity helps many poor families every day.,자선 단체는 많은 가난한 가족들을 매일 도와요.
My school donates funds to a good charity.,우리 학교는 좋은 자선 단체에 기부해요.
I chase my friend around the big park.,나는 큰 공원에서 친구를 쫓아요.
Kids chase dreams and pursue hope every day.,아이들은 꿈과 희망을 매일 추구해요.
I found a very cheap toy at school.,나는 학교에서 매우 값싼 장난감을 찾았어요.
I always check my homework before going out.,저는 항상 외출 전에 숙제를 점검해요.
I politely asked for my check after dinner.,저녁 후에 정중하게 계산서를 요청했어요.
Dad wrote a check for my school trip.,아빠가 학교 여행을 위해 수표를 썼어요.
My friends always cheer for our soccer team.,내 친구들은 항상 우리 축구팀을 응원해요.
I always cheer up my friend every morning.,나는 항상 내 친구를 격려해요.
You can always cheer up your best friend.,너는 언제나 가장 친한 친구를 기운이 나게 할 수 있어요.
Her smile is cheerful and full of life.,그녀의 미소는 명랑하고 활기찬 느낌이에요.
The swift cheetah chases its prey in savannah.,날쌘 치타가 초원에서 먹이를 찾아요.
Our chef prepares delicious meals at his home.,우리 요리사는 맛있는 식사를 그의 집에서 준비해요.
The chemical is very useful for our garden.,이 화학 물질은 우리 정원에 매우 유용해요.
We study chemistry every day at our school.,우리 학교에서 매일 화학을 공부해요.
We play chess every Saturday at the park.,우리는 매주 토요일에 공원에서 체스를 해요.
My mom cooks chicken for dinner every day.,우리 엄마는 매일 저녁에 닭을 요리해요.
The small child plays happily in the park.,작은 어린이가 공원에서 즐겁게 놀아요.
She often cooks with chili in her meals.,그녀는 종종 칠리 고추로 요리해요.
I like chili pepper in my spicy soup.,나는 매운 수프에 외래 고추를 좋아해요.
Our red chimney blows a small white smoke.,우리의 빨간 굴뚝은 작은 하얀 연기를 뿜어요.
The chimney sweep cleans old chimneys every week.,굴뚝 청소부는 오래된 굴뚝을 매주 청소해요.
I learn Chinese language every morning at school.,저는 중국어를 매일 아침 학교에서 배워요.
I like to eat a piece of chocolate.,저는 초콜릿 한 조각을 먹어요.
The church choir sings beautiful songs every Sunday.,교회 성가대가 아름다운 노래를 매주 일요일에 불러요.
The school choir sings joyful songs every morning.,학교 합창단은 매일 즐거운 노래를 불러요.
I choose my book and decide reading time.,나는 내 책을 고르고 읽을 시간을 정해요.
I hold a chopstick when eating my food.,나는 음식을 먹을 때 젓가락을 사용해요.
The school chorus sings a happy song today.,학교 코러스는 오늘 즐거운 노래를 불러요.
The cheerful school children sang a short chorus.,행복한 학교 아이들이 짧은 합창을 불렀어요.
Happy children circle slowly around the old playground.,행복한 아이들이 오래된 놀이터 주위를 빙빙 돌아요.
Students quickly circle their teacher during class activity.,학생들이 수업 시간에 선생님을 빠르게 둘러싸요.
Please circle the green flower on the page.,페이지 위의 초록 꽃에 동그라미 표시해요.
A small circle is drawn on the board.,작은 원이 칠판에 그려졌어요.
The city has many bright lights at night.,그 도시는 밤에 많은 밝은 불빛이 있어요.
Ancient civilization built many strong cities and roads.,고대 문명이 많은 강한 도시와 도로를 지었어요.
The small clam lives near the sunny beach.,작은 조개가 맑은 해변 근처에 살아요.
Children clap loudly after a fun school performance.,아이들은 즐거운 학교 공연 후 박수를 쳐요.
I got a good class on my test.,시험에서 좋은 등급을 받았어요.
We learn and play together in our class.,우리 학급에서는 같이 공부하고 놀아요.
His family belongs to an upper social class.,그의 가족은 상류 계층에 속해요.
Our English class always starts at ten o'clock.,우리 영어 수업은 항상 열 시에 시작해요.
I always enjoy classical paintings in a museum.,저는 항상 박물관에서 고전의 그림을 즐겨요.
I enjoy classical music during quiet study time.,나는 조용한 공부 시간에 클래식 음악을 즐겨요.
My kind classmate sits here we learn together.,저의 친절한 동급생은 여기 앉아요 우리는 함께 배워요.
Our bright classroom is neat and very organized.,우리의 밝은 교실은 깔끔하고 매우 정돈되어 있어요.
The artist uses clay to create a vase.,그 예술가는 점토로 꽃병을 만들어요.
Her clean heart is always gentle and kind.,그녀의 순수한 마음은 언제나 부드럽고 착해요.
My room is really clean and smells fresh.,제 방은 정말 깨끗해요 그리고 냄새도 상쾌해요.
They always clean up the park each weekend.,그들은 매 주말 항상 공원을 청소해요.
He quickly clears the small wall and runs.,그는 작은 벽을 뛰어넘고 달려요.
I clear the messy room every Saturday morning.,저는 매 주말 아침에 지저분한 방을 치워요.
I always clear my bag before class begins.,나는 항상 수업 전에 가방을 비워요.
Farmers quickly clear wild land for new farms.,농부들이 빠르게 야생 땅을 새 농장을 위해 개간해요.
Her explanation is truly clear and undoubtedly sure.,그녀의 설명은 정말 명확하고 확실해요.
The clear mirror always shows my smiling face.,분명한 거울은 언제나 내 웃는 얼굴을 보여줘요.
The water is clear and very clean today.,물은 맑고 아주 깨끗해요.
The girl speaks clearly for everyone to understand.,그 소녀는 모두에게 명확하게 말해요.
They carefully climb a steep hill on Sundays.,그들은 매주 일요일마다 매우 조심히 경사진 언덕을 오르세요.
The climber climbed the steep mountain with care.,등반가는 가파른 산을 조심히 올랐어요.
I always visit a small clinic every Monday.,나는 항상 작은 개인병원을 매주 월요일에 방문해요.
The school clock always rings at eight o'clock.,학교 시계는 항상 여덟 시에 울려요.
Can you please close the red door now?,빨간 문을 지금 닫아 주세요.
I always close my eyes when reading books.,나는 언제나 책을 읽을 때 눈을 감아요.
Every game close clearly shows a happy end.,모든 경기 마무리는 분명히 행복한 끝을 보여요.
My friend's house is really close to school.,친구 집이 학교에 정말 가까워요.
The game is in a very close race.,게임은 아주 아슬아슬한 경기예요.
The two teams play in a close match.,두 팀이 항상 정말 막상막하의 긴 경기를 했어요.
She gave a close look at all instructions.,그녀는 모든 지시사항을 면밀하게 살펴봤어요.
They work closely to build a new fort.,그들은 새로운 요새를 만들기 위해 친밀하게 일해요.
Look closely at the blue bird in flight.,날아가는 푸른 새를 자세히 봐요.
My small blue closet stores old family photos.,내 작은 파란 벽장은 오래된 가족 사진을 보관해요.
My friend is a closet fan of music.,내 친구는 은밀한 음악 팬이에요.
My mom sews using a soft blue cloth.,우리 엄마는 부드러운 파란 천으로 바느질해요.
The tailor sews with soft cloth every day.,재봉사는 매일 부드러운 옷감을 사용해요.
I put my favorite clothes in my drawer.,나는 좋아하는 옷을 내 서랍에 넣어요.
My sister wears new clothing every single day.,우리 여동생은 매일 새로운 의류를 입으며 즐겁게 지내요.
Loud sounds can easily cloud your clear mind.,시끄러운 소리가 당신의 맑은 마음을 쉽게 흐리게 해요.
White clouds slowly float above the blue sky.,하얀 구름이 천천히 푸른 하늘 위에 떠있어요.
Today the sky is very cloudy outside now.,오늘 하늘은 매우 흐려요.
The clown always makes funny jokes every day.,어릿광대는 언제나 웃긴 농담을 해요.
We join a fun club to learn together.,우리는 같이 배우기 위해 동아리에 가입해요.
I found a strong club in the yard.,나는 마당에서 튼튼한 곤봉을 발견했어요.
My friend really likes the school club meeting.,내 친구는 학교 클럽 모임을 정말 좋아해요.
He uses a club to hit golf balls.,그는 골프채로 골프공을 쳐요.
The coastline here is very long and beautiful.,이 해안지대는 매우 길고 아름다워요.
I ate a coconut on a sunny day.,나는 맑은 날 코코넛을 먹었어요.
My brother caught a cold last winter morning.,제 동생은 지난 겨울 아침에 감기에 걸렸어요.
It is cold today so wear a coat.,"오늘은 추워요, 코트를 입으세요."
My friend is a cold and calm person.,내 친구는 냉정하고 침착한 사람이에요.
Warm soup gets cold after a little while.,따뜻한 수프는 조금 후에 식어요.
The weak wall might easily collapse in summer.,약한 벽이 여름에 쉽게 무너질 수 있어요.
Their hopeful plans collapse if not well planned.,그들의 희망 계획은 잘 세워지지 않으면 실패해요.
The old building experienced a sudden total collapse.,오래된 건물이 갑작스러운 전체 붕괴를 경험했어요.
"After running, he suddenly felt collapse from weakness.",뛰고 나서 그는 갑자기 쇠약을 느꼈어요.
Students always collect beautiful leaves during fall season.,학생들은 항상 가을에 아름다운 잎을 모아요.
The kind tax collector collects taxes every day.,친절한 세금 징수원이 매일 세금을 징수해요.
I proudly keep a nice collection of seashells.,저는 자랑스럽게 멋진 조개껍데기 모음을 갖고 있어요.
My friend has a neat collection of songs.,제 친구는 깔끔한 노래 모음집을 가지고 있어요.
The college has five types of academic divisions.,그 단과대학은 다섯 가지 계열이 있어요.
Many countries easily controlled the colony for years.,많은 나라들이 쉽게 그 식민지를 통치했어요.
Bees form a colony near our old tree.,벌들이 오래된 나무 근처에 군락을 이루어요.
She will color her long hair blue today.,그녀는 오늘 긴 머리를 파란색으로 염색해요.
I really love every color of the rainbow.,나는 무지개의 모든 색을 정말 좋아해요.
I mix color with water in my art.,나는 그림물감에 물을 섞어요.
She wore a colored dress at our school.,그녀는 우리 학교에서 색이 있는 드레스를 입었어요.
The new museum shows art by colored artists.,새 박물관이 유색 인종의 예술가들의 작품을 보여줘요.
The colorful bird sings in a green tree.,화려한 새가 초록 나무에서 노래해요.
The large column holds up our big building.,큰 기둥이 우리 큰 건물을 지탱해요.
A chart displays one clear column of numbers.,차트에 하나의 뚜렷한 세로줄이 있어요.
My pizza uses a wonderful combination of cheese.,내 피자는 치즈의 멋진 결합을 사용해요.
Please come to our small class after school.,학교 끝나고 우리 작은 반에 오세요.
I come across an old friend by accident.,나는 우연히 오랜 친구를 만났어요.
I come across a cute puppy during walks.,저는 산책 중에 귀여운 강아지를 우연히 발견해요.
We always quickly come back home after school.,우리는 항상 학교 후에 빠르게 집으로 돌아와요.
Our small team can come in first place.,우리 작은 팀이 1등을 차지할 수 있어요.
Old songs often come to mind in winter.,오래된 노래가 겨울에 자주 생각이 떠오르네요.
A bright idea suddenly came to my mind.,밝은 생각이 갑자기 떠올랐어요.
Happy wishes come true when we work together.,함께 노력하면 행복한 소원이 실현되요.
Questions come up during our online English lesson.,온라인 영어 수업 중 질문이 논의되었어요.
Sometimes a new idea can come up quickly.,때때로 새로운 아이디어가 빠르게 나타날 수 있어요.
The bright sun always comes up at dawn.,밝은 태양은 항상 새벽에 올라오세요.
Happy memories suddenly come up when I smile.,내가 웃을 때 행복한 기억이 갑자기 떠오르아요.
Many problems come up during our classroom activity.,수업 중에 여러 문제가 발생해요.
The big exam will come up next week.,큰 시험이 다음 주에 다가와요.
We come up with a plan each day.,우리 매일 하나의 계획을 제안해요.
"She can come up with smart, new ideas.",그녀는 똑똑한 새 아이디어를 생각해내요.
She can always come up with new ideas.,그녀는 언제나 새로운 아이디어를 찾아내요.
He always slept comfortably in his new bed.,그는 새 침대에서 편안히 잤어요.
I often read a comic book every Saturday.,나는 종종 토요일마다 만화책을 읽어요.
I always communicate with my teacher every day.,나는 항상 선생님과 의사 소통을 해요.
Strong communication skill makes our team work together.,강한 의사소통 기술은 우리 팀이 함께 일하도록 도와줘요.
The new community center welcomes all local people.,새로운 지역 주민 회관은 모든 지역 주민을 환영해요.
My father works at a very large company.,우리 아빠는 아주 큰 회사에서 일해요.
I enjoy good company with my best friends.,나는 가장 친한 친구들과 함께 있는 것이 좋아요.
My company always supports me during class time.,내 동료들은 수업 시간에 저를 도와줘요.
Children compete hard during school sports and games.,아이들이 학교 스포츠와 게임에서 경쟁해요.
Our class took part in a fun competition.,우리 반은 재미있는 경쟁에 참가했어요.
My best friend won an art competition today.,내 가장 친한 친구는 오늘 미술 대회에서 우승했어요.
My team has only one very strong competitor.,우리 팀은 단 하나의 매우 강한 경쟁자가 있어요.
He completely cleaned his room early this morning.,그는 오늘 아침 일찍 방을 완전히 청소했어요.
My homework task was complicated and very long.,내 숙제는 복잡하고 매우 길었어요.
My friend always says a kind compliment today.,친구가 항상 따뜻한 인사말 전해요.
Famous composer writes happy tunes on sunny days.,유명한 작곡가는 화창한 날에 행복한 곡을 작곡해요.
I use my computer to do my homework.,나는 내 컴퓨터로 숙제를 해요.
The teacher is concerned about the dark clouds.,선생님은 어두운 구름이 걱정스러워요.
My best friend is concerned about saving energy.,내 가장 친한 친구는 에너지 절약에 대해 의식 있어요.
The talented young violinist performed a lovely concerto.,재능있는 젊은 바이올리니스트가 아름다운 협주곡을 연주했어요.
The conclusion was clear after the final test.,최종 시험 후에 결론이 명확했어요.
My new computer always runs in perfect condition.,내 새 컴퓨터는 항상 완벽한 상태에 있어요~요.
We need to follow each condition for success.,우리는 성공을 위해 각 조건을 따라요.
The conditions at our school are very calm.,우리 학교의 형세는 매우 차분해요.
The friendly teacher will conduct the school tour.,친절한 선생님이 학교 견학을 안내해요.
The principal will conduct the school assembly today.,교장선생님이 오늘 학교 집회를 수행해요.
Young students conduct a group project every afternoon.,어린 학생들이 매일 오후에 그룹 프로젝트를 해요.
The music teacher will conduct a choir concert.,음악 선생님께서 합창단 콘서트를 지휘하실 거예요.
Metal conducts electricity well in our school wires.,우리 학교 전선에서 금속이 전기를 잘 전도해요.
Good conduct shows that we respect others always.,좋은 행동은 우리가 항상 다른 사람을 존중함을 보여줘요.
Our kind conductor always guides us very safely.,우리의 친절한 안내자가 항상 우리를 안전하게 이끌어요.
The talented conductor leads our happy music band.,재능있는 지휘자가 우리 즐거운 음악 밴드를 이끌어요.
I enjoyed a cold ice cream cone today.,나는 오늘 차가운 아이스크림 원뿔을 즐겼어요.
I always confess truth when I make mistakes.,나는 실수할 때 항상 진실을 고백해요.
My confident friend always wins many soccer games.,내 자신 있는 친구는 항상 많은 축구 경기를 이겨요.
She confidently answered questions in her class today.,그녀는 오늘 수업에서 질문에 자신 있게 답했어요.
I feel very confused in the new school.,나는 새 학교에서 매우 혼란스러워요.
The blue arrow is confusing for many drivers.,파란 화살표는 많은 운전자에게 혼란을 줘요.
I felt great confusion in the big store.,나는 큰 가게에서 큰 혼동을 느꼈어요.
We sincerely congratulate you for winning the game.,우리는 게임에서 이긴 당신을 진심으로 축하해요.
They held a congratulation party for their friend.,그들은 친구를 위해 축하 파티를 열었어요.
Congratulations to my dear friend for winning today.,"내 소중한 친구야, 오늘 우승한 걸 진심으로 축하해요."
The congress gathers today to discuss important bills.,우리 국회가 오늘 안전하게 모여 중요한 법안을 논의해요.
The congress gathered many representatives for a meeting.,국회에서는 대표들이 모여 회의를 열었어요.
A good connection always makes friends stay close.,좋은 연결은 친구들이 가까이 있게 해요.
