id,WordText,WordMeaning,PoSText
22388,climate change,기후 변화,명사
22389,cling to,~을 꽉 잡다,숙어/관용어
22390,cling to,~에 매달리다,숙어/관용어
22391,clockwork,시계 장치,명사
22392,close by,"~가까이에,바로 옆에",숙어/관용어
22393,co-pilot,"부조종사,부기장",명사
22394,cockpit,(비행기) 조종실,명사
22395,coding,"부호화,코딩",명사
22396,coexist,공존하다,동사
22397,coexist,공존하다,동사
22398,cognitive,인식의,형용사
22399,coincidence,우연의 일치,명사
22400,collaboration,협력,명사
22401,collision,충돌,명사
22402,colonial,식민(지)의,형용사
22403,colonial period,식민지 시대,명사
22404,colonize,식민지를 만들다,동사
22405,combine,결합하다,동사
22406,combine A with B,A와 B를 결합시키다,숙어/관용어
22407,combine A with B,A와 B를 결합시키다,숙어/관용어
22408,combine A with B,A와 B를 결합시키다,숙어/관용어
22409,come across,우연히 만나다,숙어/관용어
22410,come across,이해되다,숙어/관용어
22411,come across,~을 우연히 발견하다,숙어/관용어
22412,come by,얻다,숙어/관용어
22413,come by,잠깐 들르다,숙어/관용어
22414,come clean,자백하다,숙어/관용어
22415,come down with,병에 걸리다,숙어/관용어
22416,come from,"~출신이다,비롯되다",숙어/관용어
22417,come from,비롯되다,숙어/관용어
22418,come in contact with,~와 접촉하다,숙어/관용어
22419,come into contact with,"~와 접촉하다,만나다",숙어/관용어
22420,come into sight,시야에 들어오다,숙어/관용어
22421,come off,성공하다,숙어/관용어
22422,come off,떨어져 나가다,숙어/관용어
22423,come to,되다,숙어/관용어
22424,come to,오다,숙어/관용어
22425,come to,(총계가) ~이 되다,숙어/관용어
22426,come to life,"다시 살아나다,소생하다",숙어/관용어
22427,come upon,우연히 만나다,숙어/관용어
22428,comfort,"안락,안주",명사
22429,comfortable,편안한,형용사
22430,comic strip,만화,명사
22431,commanding officer,사령관,명사
22432,commercial,상업상의,형용사
22433,commercial,광고,명사
22434,commercialize,상업화하다,동사
22435,commit to,~에 전념하다,동사
22436,commitment,헌신,명사
22437,commitment,약속,명사
22438,commitment,(돈/시간 등의) 투입,명사
22439,commitment,"몰두,몰입",명사
22440,common,"공통의,흔한",형용사
22441,common,흔한,형용사
22442,common,"보통의,일반의",형용사
22443,common,"공유지,공원",명사
22444,common practice,"일반적인 습관,흔한 일",명사
22445,commonly,일반적으로,부사
22446,community welfare center,사회 복지관,명사
22447,commuter,통근자,명사
22448,companionship,"교제,교우",명사
22449,compare A to B,A를 B에 비유하다,숙어/관용어
22450,comparison,비교,명사
22451,compassion,연민,명사
22452,compensation,배상,명사
22453,compensation,"보수,급료",명사
22454,compete with,~와 경쟁하다,숙어/관용어
22455,competition,경쟁,명사
22456,competition,"대회,시합",명사
22457,competitive,"경쟁하는,경쟁력 있는",형용사
22458,complain about,~에 대해 불평하다,숙어/관용어
22459,complaint,불평,명사
22460,complementary,상호 보완적인,형용사
22461,complete,완전한,형용사
22462,composition,구성,명사
22463,composition,작곡,명사
22464,composition,작품,명사
22465,composition,작문,명사
22466,concentrate on,~에 집중하다,숙어/관용어
22467,concentrated,"집중적인,밀집된",형용사
22468,concentration,집중,명사
22469,concentration,농축,명사
22470,concentration,농도,명사
22471,conception,개념,명사
22472,concise,간결한,형용사
22473,condition,"상태,조건",명사
22474,condition,조건,명사
22475,condition,"환경,상황",명사
22476,confession,(죄의) 자백,명사
22477,confidence,자신(감),명사
22478,confined,"좁은,갇힌",형용사
22479,confirmation,확인,명사
22480,conflicted,갈등하는,형용사
22481,confuse,혼란시키다,동사
22482,connect,연결하다,동사
22483,connection,연결,명사
22484,connection,관련성,명사
22485,connectivity,연결,명사
22486,conquer,정복하다,동사
22487,conscious,의식하는,형용사
22488,consciousness,의식,명사
22489,consequence,결과,명사
22490,consequence,중요성,명사
22491,consequently,따라서,부사
22492,conservation,"보호,보존,관리",명사
22493,conservation,"보호,보존,관리",명사
22494,conservationist,"보호론자,보존주의자",명사
22495,conservatory,온실,명사
22496,conservatory,음악 학교,명사
22497,considerable,상당한,형용사
22498,considerate,사려가 깊은,형용사
22499,consideration,고려,명사
22500,consideration,배려,명사
22501,considering,~을 고려하여,전치사
22502,consist of,~로 이루어지다,숙어/관용어
22503,consist of,~으로 구성되다,숙어/관용어
22504,consist of,~로 이루어지다,숙어/관용어
22505,consist of,~으로 구성되다,숙어/관용어
22506,consistently,꾸준히,부사
22507,constantly,끊임없이,부사
22508,construction site,공사장,명사
22509,constructive,(생각/관계 등이) 건설적인,형용사
22510,consultation,상담,명사
22511,consultation,진찰,명사
22512,consumption,소비,명사
22513,consumption,소비,명사
22514,contaminate,오염시키다,동사
22515,contaminate,(성격/명예를) 손상시키다,동사
22516,content with,~에 만족하는,숙어/관용어
22517,continuous,계속되는,형용사
22518,continuously,끊임없이,부사
22519,contrary to,"~에 반하여,~와 반대로",숙어/관용어
22520,contrasting,대조적인,형용사
22521,contribution,기여,명사
22522,contribution,"기부금,성금",명사
22523,controversial,논쟁의,형용사
22524,conventional,"관습적인,전통적인",형용사
22525,conventional,(무기가) 비핵의,형용사
22526,conviction,확신,명사
22527,conviction,유죄 판결,명사
22528,conviction,(강한) 신념,명사
22529,convince A of B,A에게 B을 납득시키다,숙어/관용어
22530,convincing,"설득력 있는,그럴싸한",형용사
22531,cooperation,협력,명사
22532,cooperative,협조적인,형용사
22533,cooperative,협동조합,명사
22534,coordinated,"협력의,조직화된",형용사
22535,cope with,대처하다,숙어/관용어
22536,cordially,진심으로,부사
22537,correctly,"바르게,정확히",부사
22538,correlation,상관관계,명사
22539,corrosion,부식,명사
22540,corruption,타락,명사
22541,cosmetic,화장품,명사
22542,cosmetic,"미용의,화장의",형용사
22543,cosmetic,성형의,형용사
22544,cosmic radiation,우주 방사선,명사
22545,cost a fortune,거액이 들다,숙어/관용어
22546,costly,비용이 많이 드는,형용사
22547,couch potato,오랫동안 가만히 앉아 텔레비전만 보는 사람,명사
22548,coward,"겁쟁이,비겁자",명사
22549,craftsmanship,손재주,명사
22550,cramp,속박하다,동사
22551,cramp,"(근육의) 경련(이 나다),쥐(가 나다)",명사
22552,crash,충돌,명사
22553,crash,사고,명사
22554,crash,들이받다,동사
22555,crash,"폭락하다,붕괴하다",동사
22556,crash,"(주가 등의) 폭락,추락",명사
22557,crash,"와장창,(무엇이 떨어지거나 부서질 때 나는) 요란한 소리",명사
22558,crash into,~와 충돌하다,숙어/관용어
22559,crate,상자,명사
22560,crave,열망하다,동사
22561,crave,갈망하다,동사
22562,credibility,신뢰성,명사
22563,credit A as B,A를 B로 믿다,숙어/관용어
22564,creek,시냇물,명사
22565,creepy,오싹한,형용사
22566,crime,범죄,명사
22567,crime rate,범죄 발생률,명사
22568,crime scene,"범죄 현장,범죄 장소",명사
22569,croak,개골개골 울다,동사
22570,crooked,구부러진,형용사
22571,cross one's mind,생각이 떠오르다,숙어/관용어
22572,cross one's mind,생각이 떠오르다,숙어/관용어
22573,cross-country,크로스컨트리,명사
22574,crouch,쭈그리고 앉다,동사
22575,cruelly,심하게,부사
22576,cruelty,잔인함,명사
22577,crutch,버팀목,명사
22578,crutch,목발,명사
22579,cucumber,오이,명사
22580,cue,단서,명사
22581,cue,(영화/연기) 큐 사인,명사
22582,cue,신호를 주다,동사
22583,cuisine,요리,명사
22584,cultivation,경작,명사
22585,cultivation,"우호,증진",명사
22586,cultural heritage,문화 유산,명사
22587,curable,치유 가능한,형용사
22588,current,현재의,형용사
22589,current,"해류,물살",명사
22590,current,전류,명사
22591,currently,현재는,부사
22592,cursed,저주받은,형용사
22593,customary,관습상의,형용사
22594,customs service,관세청,명사
22595,cut down,~를 베어 넘어뜨리다,숙어/관용어
22596,cut down,줄이다,숙어/관용어
22597,cut down,잘라내다,숙어/관용어
22598,damaged,손상된,형용사
22599,damaged,다친,형용사
22600,dangle,매달리다,동사
22601,daring,대담한,형용사
22602,date back to,~로 거슬러 올라가다,숙어/관용어
22603,daunting,"힘든,성가신",형용사
22604,day-to-day,일상의,형용사
22605,dazed,"(충격을 받거나 머리를 맞아) 멍한,아찔한",형용사
22606,dazzling,눈부신,형용사
22607,dead end,막다른 골목,명사
22608,deadline,기한,명사
22609,deadly,치명적인,형용사
22610,deadly,"극도로,몹시",부사
22611,debit,(통장/장부의) 차변,명사
22612,deceive,속이다,동사
22613,deceptively,"기만적으로,믿을 수 없이",부사
22614,decisive,결단력 있는,형용사
22615,decisively,"결정적으로,단호히",부사
22616,decompose,부패되다,동사
22617,decompose,(성분/원소로) 분해하다,동사
22618,decorative,장식이 되는,형용사
22619,dedication,헌신,명사
22620,deepen,(감정 등을) 깊게 하다,동사
22621,deer,사슴,명사
22622,defeated,패배한,형용사
22623,defective,결함이 있는,형용사
22624,defense,"수비,방어",명사
22625,defenseless,무방비의,형용사
22626,definition,정의,명사
22627,deforestation,삼림 파괴,명사
22628,degree,(온도 단위) 도,명사
22629,degree,(각도 단위) ~도,명사
22630,degree,학위,명사
22631,degree,정도,명사
22632,degree,등급,명사
22633,dehydrate,건조시키다,동사
22634,dehydration,"탈수,건조",명사
22635,deliberately,고의적으로,부사
22636,deliberately,신중하게,부사
22637,deliberation,신중함,명사
22638,deliberation,숙고,명사
22639,delighted,"아주 기뻐하며,즐거워하는",형용사
22640,delightful,경쾌한,형용사
22641,demanding,요구하는,형용사
22642,demanding,"힘든,부담이 되는",형용사
22643,democratic,"민주주의의,민주적인",형용사
22644,demographic,인구통계학의,형용사
22645,demonstrate,입증하다,동사
22646,demonstrate,"(사용법 등을) 보여주다,설명하다",동사
22647,demonstrate,시위운동을 하다,동사
22648,demonstrate,보여주다,동사
22649,denial,거절,명사
22650,depend on,~에 의존하다,숙어/관용어
22651,depend on,~에 달렸다,숙어/관용어
