textbook ID,학년,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
802,중2,능률(양),2015,7,Korean Wave Around the World,강한 추측의 조동사,You must love listening to K-pop music.,너는 케이팝 음악 듣는 것을 정말 좋아할 거예요.,He must have watched a popular K-drama. She must follow the latest Korean trends.,그는 인기 있는 케이팡 드라마를 봤을 거예요. 그녀는 최신 한국 트렌드를 따르고 있어요.
802,중2,능률(양),2015,8,"Beautiful Words, Better World",a few / few + 복수명사,There were a few books that the student did not return on time.,학생이 제때 돌려주지 못한 책이 조금 있었어요.,There were a few flowers that the gardener did not water. There were few signs that indicated the right direction.,정원사가 물 주지 않은 꽃이 조금 있었어요. 올바른 방향을 가리키는 신호가 거의 없었어요.
803,중2,동아(윤),2015,1,My Happy Everyday Life,both A and B,Both my friend and I ride bicycles to school.,나의 친구와 저는 자전거를 타고 학교에 가요.,Both my teacher and I share a love for music. Both my parents and I cook together on weekends.,나의 선생님과 저는 음악을 좋아해요. 나의 부모님과 저는 주말마다 함께 요리해요.
803,중2,동아(윤),2015,2,Enjoying Local Culture,to부정사의 부사적 용법,We need to study hard to achieve our goals.,우리는 목표를 이루기 위해 열심히 공부해야 해요.,I practice English to join a school club. She visits museums to learn about history.,나는 학교 동아리에 들어가기 위해 영어를 연습해요. 그녀는 역사를 배우기 위해 박물관을 방문해요.
803,중2,동아(윤),2015,3,Ideas for Saving the Earth,want＋목적어＋to부정사,I want my friends to help protect nature.,나는 내 친구들이 자연을 보호하길 원해요.,She wants her brother to join the recycling club. They want us to explore creative ways to reduce waste.,그녀는 동생이 재활용 동아리에 가입하길 원해요. 그들은 우리가 쓰레기를 줄이는 창의적인 방법을 모색하길 원해요.
803,중2,동아(윤),2015,4,The Amazing World of Animals,접속사 if,"If you believe these creatures have secret powers, think again.","이 생물들이 비밀스러운 힘을 가지고 있다고 믿으면, 다시 생각해봐요.","If you explore the jungle, you will meet incredible animals. If you watch closely, the cheetah runs swiftly.","정글을 탐험하면, 놀라운 동물들을 만날 거예요. 자세히 보면, 치타가 빠르게 달려요."
803,중2,동아(윤),2015,5,Living Healthily and Safely,call A B,We call this park a sanctuary.,우리는 이 공원을 성역이라고 불러요.,I call fresh air a treasure. They call walking a medicine.,나는 신선한 공기를 보물이라고 불러요. 그들은 걷기를 약이라고 불러요.
803,중2,동아(윤),2015,6,"Different People, Different Views",so ~ that ... Icarus was so excited that he forgot his father's warning.,Tom was so surprised that he missed his bus.,톰은 너무 놀라서 버스를 놓쳤어요.,Lisa was so happy that she shared her lunch. Mike was so tired that he skipped his homework.,리사는 너무 기뻐서 점심을 나눴어요. 마이크는 너무 피곤해서 숙제를 건너뛰었어요.
803,중2,동아(윤),2015,7,Life in Space,"It ~ to부정사, It's difficult to walk on Earth.",It is challenging to stay calm in zero gravity.,무중력 상태에서 침착함을 유지하는 것이 어려워요.,It is fun to explore new planets. It is important to study space science.,새로운 행성을 탐험하는 것이 재미있어요. 우주 과학을 공부하는 것이 중요해요.
803,중2,동아(윤),2015,8,Pride of Korea,because of,I learned many new things because of a great teacher.,훌륭한 선생님 덕분에 많은 것을 배웠어요.,She improved her skills because of constant practice. They gained confidence because of supportive comments.,그녀는 끊임없는 연습 덕분에 실력이 늘었어요. 그들은 격려하는 말 덕분에 자신감을 얻었어요.
804,중2,동아(이),2015,1,Can We Talk?,"명령문, and/or","Speak slowly, or your friends may not catch your words.","천천히 말해요, 그렇지 않으면 친구들이 당신의 말을 듣지 못할 거예요.","Listen carefully, and answer my questions. Focus on your tone, or you might lose the listener's attention.","주의 깊게 들어요, 그리고 제 질문에 대답해요. 말투에 집중해요, 그렇지 않으면 상대방의 집중을 잃을 수 있어요."
804,중2,동아(이),2015,2,Close to You,ask + 목적어 + to부정사,I asked the librarian to find a book.,나는 도서관 사서에게 책을 찾아달라고 부탁했어요.,He asked the teacher to explain the assignment. They asked the nurse to check the temperature.,그는 선생님에게 과제를 설명해 달라고 부탁했어요. 그들은 간호사에게 열을 재 달라고 부탁했어요.
804,중2,동아(이),2015,3,The Music Goes,접속사 if,"If you enjoy pop music, you will appreciate classical tunes.","만약 팝 음악을 즐긴다면, 클래식 멜로디를 감상할 거예요.","If you practice every day, progress will follow. If you take small steps, change will happen.","만약 매일 연습한다면, 발전이 따를 거예요. 만약 작은 걸음을 내딛는다면, 변화가 생길 거예요."
804,중2,동아(이),2015,4,Go for It!,최상급,This park is the greenest area in the city.,이 공원은 도시에서 가장 푸르러워요.,That mountain is the steepest in our town. This bridge is the oldest in our district.,저 산은 우리 마을에서 가장 가파워요. 이 다리는 우리 동네에서 가장 오래됐어요.
804,중2,동아(이),2015,5,"Come One, Come",지각동사,I can see dancers gliding across the stage.,나는 무대 위를 미끄러지듯 걷는 무용수들을 볼 수 있어요.,He can hear the wind whispering through the trees. They can see fireworks lighting up the night sky.,그는 나무 사이로 속삭이는 바람 소리를 들을 수 있어요. 그들은 밤하늘을 밝히는 불꽃놀이를 볼 수 있어요.
804,중2,동아(이),2015,6,Into Outer Space,접속사 although,"Although many rockets are launched each year, none have reached deep space.","비록 매년 많은 로켓이 발사되지만, 아무도 깊은 우주에 도달하지 못했어요.","Although telescopes are advanced, stars remain distant. Although astronauts train hard, space travel is very challenging.","비록 망원경은 발전했지만, 별들은 여전히 멀어요. 비록 우주 비행사들은 열심히 훈련하지만, 우주여행은 정말 어려워요."
804,중2,동아(이),2015,7,Can I Trust It?,목적격 관계대명사,The film earned an award which impressed everyone.,그 영화는 모든 사람을 놀라게 한 상을 받았어요.,The product received a review which boosted its sales. The director crafted a scene which captivated the audience.,그 제품은 매출을 올리게 한 리뷰를 받았어요. 그 감독은 관객을 사로잡은 장면을 만들었어요.
804,중2,동아(이),2015,8,Be Like Sherlock!,간접의문문,Could you tell me where the museum is?,박물관이 어디에 있는지 말해 줄 수 있어요.,Could you tell me what time the train arrived? Could you tell me how long the concert lasted?,기차가 몇 시에 도착했는지 말해 줄 수 있어요? 콘서트가 얼마나 길게 이어졌는지 말해 줄 수 있어요?
805,중2,비상,2015,1,Suit Your Taste!,동사+목적어+형용사,My friend makes me joyful.,내 친구가 나를 즐겁게 해요.,My hobby makes me excited. This song makes me relaxed.,내 취미가 나를 신나게 해요. 이 노래가 나를 편안하게 해요.
805,중2,비상,2015,2,Half a World Away,동사+목적어+to부정사,They want their books to look interesting.,그들은 자기 책들이 흥미롭게 보이길 원해요.,I want my notebooks to stay neat. We need our desks to become organized.,나는 내 공책이 깔끔하게 유지되길 원해요. 우리는 우리 책상이 정돈되길 필요해요.
805,중2,비상,2015,3,"I Wonder Why, I Wonder How",to부정사의 형용사적 용법,She has the ability to solve a puzzle.,그녀는 퍼즐을 풀 수 있는 능력이 있어요.,John has the ability to run fast. We have the ability to draw cute pictures.,존은 빨리 달릴 수 있는 능력이 있어요. 우리는 귀여운 그림을 그릴 수 있는 능력이 있어요.
805,중2,비상,2015,4,Your Only Limit Is You,지각동사,Lisa hears the teacher humming a cheerful tune.,리사는 선생님이 즐겁게 노래하는 것을 들어요.,Tom noticed the student laughing in the hallway. Anna watched the man reading a book quietly.,톰은 복도에서 학생이 웃고 있는 것을 알아챘어요. 안나는 남자가 조용히 책을 읽는 것을 봤어요.
805,중2,비상,2015,5,Explore Your Feelings!,목적격 관계대명사,I know a place that reveals true emotions.,나는 진짜 감정을 드러내는 곳을 알아요.,She discovered a park that inspires calm. We met a friend who understands our dreams.,그녀는 마음을 차분하게 하는 공원을 발견했어요. 우리는 우리의 꿈을 이해하는 친구를 만났어요.
805,중2,비상,2015,6,Doors to the Wild,원급 비교,My smile is as warm as the sunshine.,내 미소는 햇살만큼 따뜻해요.,His courage is as strong as a lion's. Our friendship is as beautiful as a sunset.,그의 용기는 사자처럼 강해요. 우리의 우정은 일몰처럼 아름다워요.
805,중2,비상,2015,7,Art around Us,간접의문문,Could you tell me where the painting is displayed?,그 그림이 전시되어 있는 곳을 말해 줄 수 있어요?,I wonder where the gallery is located. She asked me where the art show starts.,그 갤러리가 어디에 있는지 궁금해요. 그녀는 미술 전시회가 어디서 시작되는지 물어봤어요.
805,중2,비상,2015,8,Changes Ahead,현재[과거] 분사,The spicy noodles were delicious.,매콤한 국수가 맛있었어요.,The roasted vegetables looked perfect. The hot soup warmed my heart.,구운 야채는 완벽해 보여요. 뜨거운 수프가 마음을 따뜻하게 해요.
806,중2,천재(이),2015,1,Off to a Good Start,접속사 조건,"If I finish my homework quickly, I will watch a movie.",숙제를 빨리 끝내면 영화를 볼 거예요.,"If the weather is clear, I will ride my bike. If I save money, I will buy a new game.",날씨가 맑으면 자전거를 탈 거예요. 돈을 모으면 새 게임을 살 거예요.
806,중2,천재(이),2015,2,Connecting with the World,의문사 + 부정사,I can't decide where to travel next.,다음에 어디로 여행갈지 결정하지 못해요.,She can't decide which book to read. They can't decide when to join the club.,그녀는 어떤 책을 읽을지 결정하지 못해요. 그들은 언제 동아리에 참여할지 정하지 못해요.
806,중2,천재(이),2015,3,"Healthy Life, Happy Life",형용사 역할을 하는 부정사,I found a snack to enjoy during break.,쉬는 시간에 즐길 간식을 찾았어요.,She brought a book to read after class. They prepared a plan to follow for a healthy habit.,그녀는 수업 후에 읽을 책을 가져왔어요. 그들은 건강한 습관을 위해 따를 계획을 준비했어요.
806,중2,천재(이),2015,4,"Earth, Our Only Home",원급 비교,The forest is as vast as my dreams.,숲은 내 꿈만큼 넓어요.,The ocean is as deep as ancient tales. The hill is as green as spring.,바다는 옛 이야기만큼 깊어요. 언덕은 봄만큼 푸르러워요.
806,중2,천재(이),2015,5,Understanding Others,"접속사 before/after (Before she has breakfast, Dora puts on her uniform.","Before he goes to school, he feeds his pet.",그는 학교 가기 전에 애완동물에게 먹이를 줘요.,"Before dinner, she practices her guitar. After her class, she writes in her diary.",그녀는 저녁 먹기 전에 기타를 연습해요. 그녀는 수업이 끝난 후에 일기를 써요.
806,중2,천재(이),2015,6,Near and Dear,부정사 too ~ to,She is too young to drive a car.,그녀는 차를 운전하기에 너무 어려요.,The student is too tired to study. The baby is too small to climb the slide.,그 학생은 공부하기에 너무 피곤해요. 그 아기는 미끄럼틀 오르기에 너무 작아요.
806,중2,천재(이),2015,7,A Life Full of Fun,명사를 꾸미는 분사,Look at the smiling kids by the fountain.,분수대 옆에서 웃고 있는 아이들을 봐요.,Notice the shining balloons at the party. See the dancing performers on the stage.,파티에서 반짝이는 풍선들을 봐요. 무대 위에서 춤추는 공연자들을 봐요.
806,중2,천재(이),2015,8,"Viva, South America",간접의문문,I wonder when the bus arrives.,버스가 언제 도착하는지 궁금해요.,She asked what time the movie starts. They wondered where the concert would be held.,그녀는 영화가 몇 시에 시작하는지 물어봤어요. 그들은 콘서트가 어디서 열리는지 궁금해했어요.
807,중2,천재(정),2015,1,Time to Start Again,접속사 that I think (that) I lost it.,I believe that I left my bag at school.,나는 학교에 내 가방을 두고 온 것 같아요.,I think that I missed the school bus. I feel that I lost my wallet.,나는 학교 버스를 놓친 것 같아요. 나는 내 지갑을 잃어버린 것 같아요.
807,중2,천재(정),2015,2,I Love My Town!,지각동사,I saw the children play in the park.,나는 공원에서 아이들이 노는 것을 봤어요.,I heard the church bells chime at noon. I saw the market vendors arrange fresh fruits.,나는 정오에 교회 종소리를 들었어요. 나는 시장 상인들이 신선한 과일을 정리하는 것을 봤어요.
807,중2,천재(정),2015,3,"Be Active, Be Safe!",접속사 though,"Though he is not always exercising, he looks healthy.",그는 항상 운동하지 않아도 건강해 보여요.,"Though the team is not perfect, they train hard. Though our school is small, we play actively.",팀은 완벽하지 않아도 열심히 훈련해요. 우리 학교는 작지만 활발하게 놀아요.
807,중2,천재(정),2015,4,Memories in Your Heart,관계대명사의 생략,This place you visited is amazing.,네가 방문했던 이 곳은 놀라워요.,The movie you watched made you happy. The photo you took brings back memories.,네가 본 영화는 너를 행복하게 만들었어요. 네가 찍은 사진은 추억을 불러일으켜요.
807,중2,천재(정),2015,5,Shapes Around Us,형식 문장 형용사 보어,Triangle decided to make the garden brighter.,삼각형은 정원을 더 밝게 만들기로 했어요.,Rectangle planned to make the schoolyard safer. Circle hoped to make the hall cleaner.,직사각형은 운동장을 더 안전하게 만들려고 했어요. 원은 복도를 더 깨끗하게 만들기를 바랐어요.
807,중2,천재(정),2015,6,Love the Earth,수동태,The park was cleaned by all residents.,공원이 모든 주민들에 의해 청소되었어요.,Recycling bins were installed by the city. The water was conserved by each family.,도시에 의해 재활용 쓰레기통이 설치되었어요. 각 가정에 의해 물이 절약되었어요.
807,중2,천재(정),2015,7,A Step Inside the Culture,부정사,I find it hard to read ancient scripts.,저는 고대 문서를 읽는 것이 어렵다고 생각해요.,It is important to explore cultural traditions. It is fun to visit historical museums.,문화 전통을 탐험하는 것이 중요해요. 역사 박물관을 방문하는 것이 재미있어요.
807,중2,천재(정),2015,8,Design for All,사역동사,The teacher made us design a creative poster.,선생님이 우리에게 창의적인 포스터를 디자인하게 만들었어요.,The instructor made us create simple sketches. The mentor let the students arrange colorful designs.,선생님이 우리에게 간단한 스케치를 하게 만들었어요. 멘토가 학생들에게 다채로운 디자인을 배열하게 했어요.
808,중2,YBM(박),2015,1,Manage Yourself!,접속사 ‘that’,I believe that improving my skills every day matters.,나는 매일 내 능력을 향상시키는 것이 중요하다고 믿어요.,I feel that planning my day well leads to success. I know that learning from mistakes refines my character.,나는 내 하루를 잘 계획하는 것이 성공으로 이어진다고 느껴요. 나는 실수에서 배우는 것이 내 인격을 다듬어 준다고 알아요.
808,중2,YBM(박),2015,2,All about Safety,「as + 형용사/부사 + as」,I was as careful as my friend.,나는 친구만큼 조심했어요.,I stayed as alert as a guard. I felt as safe as being at home.,나는 경비원만큼 경계했어요. 나는 집에 있는 것처럼 안전했어요.
808,중2,YBM(박),2015,3,Living a Healthy Life,조건절,"If you exercise and sleep well every night, you will feel more energetic.","만약 매일 운동하고 밤마다 잘 자면, 기운이 더 날 거예요.","If you drink water regularly, your skin will glow. If you walk outside, you will enjoy fresh air.","만약 규칙적으로 물을 마시면, 피부가 빛날 거예요. 만약 밖에서 산책하면, 신선한 공기를 즐길 거예요."
808,중2,YBM(박),2015,4,To Be a Global Citizen!,「something/anything/nothing + 형용사」,I did something incredible during class.,나는 수업 시간에 뭔가 놀라운 일을 했어요.,He did anything remarkable at the contest. We did nothing ordinary in the project.,그는 경연 대회에서 뭔가 인상적인 일을 했어요. 우리는 프로젝트에서 보통의 일을 하지 않았어요.
808,중2,YBM(박),2015,5,"Different Countries, Different Cultures",「so + 형용사/부사 + that + 주어 + 동사」 구문,It was so interesting that I learned a lot about different cultures.,너무 흥미로워서 다양한 문화에 대해 많이 배웠어요.,The food was so spicy that I had to ask for water. The museum was so impressive that I felt inspired.,음식이 너무 매워서 물을 부탁했어요. 박물관이 너무 인상적이어서 감명을 받았어요.
808,중2,YBM(박),2015,6,Wonders of Nature,「not only + A + but also + B」 구문,Not only the sparkling stars but also the glowing moon illuminated the night sky.,반짝이는 별들뿐만 아니라 빛나는 달도 밤하늘을 밝혔어요.,Not only gentle breezes but also soft rains cooled the summer air. Not only vibrant flowers but also lush green leaves beautified the garden.,부드러운 산들바람뿐만 아니라 부드러운 비도 여름 공기를 식혔어요. 활기찬 꽃들뿐만 아니라 풍부한 녹색 잎들도 정원을 아름답게 했어요.
808,중2,YBM(박),2015,7,Work on Your Dreams,목적격 관계대명사,I will be a writer who readers admire.,나는 독자들이 존경하는 작가가 될 거예요.,She will be a singer who everyone loves. They will be leaders who inspire change.,그녀는 모두가 사랑하는 가수가 될 거예요. 그들은 변화를 불러일으키는 리더가 될 거예요.
808,중2,YBM(박),2015,8,Science Is Making Big Changes,조동사 ‘may’,Let's imagine our future may be brighter.,우리 미래가 더 밝을 지도 몰라요.,Our world may become more connected. Students may explore advanced technologies.,우리 세상이 더 연결될지도 몰라요. 학생들이 첨단 기술을 탐구할지도 몰라요.
809,중2,YBM(송),2015,1,My Bucket List,to' 부정사의 부사적 용법,I practice English every day to improve my skills.,나는 내 실력을 향상시키기 위해 매일 영어 공부해요.,She writes notes to remember important lessons. We review our mistakes to avoid repeating them.,그녀는 중요한 수업 내용을 기억하기 위해 노트를 써요. 우리는 실수를 반복하지 않기 위해 복습해요.
809,중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,사역동사,The app makes my eyes feel uncomfortable when I use it for too long.,그 앱은 너무 오래 사용하면 제 눈이 불편해져요.,The bright screen makes my eyes feel strained during long reading sessions. The small font makes my eyes struggle to focus.,밝은 화면은 오래 읽을 때 제 눈이 피로해지게 만들어요. 작은 글씨는 제 눈이 집중하기 어렵게 만들어줘요.
809,중2,YBM(송),2015,3,The School Club Activity Day,주격 관계대명사,Anyone who loves music can join the school band.,음악을 좋아하는 사람은 누구나 학교 밴드에 참여해요.,Anyone who is interested in art can attend the workshop. Anyone who enjoys dancing can practice with the club.,미술에 관심 있는 사람은 누구나 워크숍에 참석해요. 춤추는 것을 즐기는 사람은 누구나 클럽과 함께 연습해요.
809,중2,YBM(송),2015,4,The Two Roads,접속사 'if',"If you venture into the unknown, you may discover hidden paths.","만약 미지의 길을 모험하면, 숨겨진 길을 발견할지도 몰라요.","If the day is bright, we take a new route. If you feel tired, try the shorter road.","만약 날이 밝으면, 우리는 새로운 길을 선택해요. 만약 피곤하면, 짧은 길을 선택해요."
809,중2,YBM(송),2015,5,We Love Baseball,수동태,The ball was caught by the shortstop.,쇼트스톱이 공을 잡았어요.,The home run was celebrated by the fans. The game was enjoyed by many spectators.,팬들이 홈런을 축하했어요. 많은 관중들이 경기를 즐겼어요.
809,중2,YBM(송),2015,6,"New Places, New Experiences",목적격 관계대명사,We enjoyed a meal from the restaurant that I recommended last week.,지난주 내가 추천한 식당에서 식사를 즐겼어요.,She bought a souvenir from the shop that we visited. They had coffee from the cafe that we explored.,그녀는 우리가 방문한 가게에서 기념품을 샀어요. 그들은 우리가 탐험한 카페에서 커피를 마셨어요.
809,중2,YBM(송),2015,7,Living in the AI World,가주어 'it',It is amazing that technology helps us communicate.,기술이 우리에게 소통할 수 있게 해줘서 놀라워요.,It is wonderful that machines can solve problems. It is clear that AI makes our lives easier.,기계들이 문제를 해결할 수 있다니 정말 멋져요. 인공지능이 우리의 삶을 편하게 해줘서 분명해요.
809,중2,YBM(송),2015,8,The Unknown Hero,"현재분사, 과거분사","Guided by his efforts, our library is filled with welcoming readers.",그의 노력에 힘입어 우리 도서관은 따뜻한 독자들로 가득해요.,"Inspired by his actions, our museum is filled with curious visitors. Encouraged by his spirit, our cafe remains loved by the community.","그의 행동에 감명받아, 우리 박물관은 호기심 많은 방문객들로 가득해요. 그의 정신에 용기를 얻어, 우리 카페는 지역사람들에게 사랑받아요."
809,중2,YBM(송),2015,9,Manners Make the Man,간접의문문,I wonder what new trends will emerge this season.,나는 이번 시즌에 어떤 새로운 트렌드가 나타날지 궁금해요.,She asked how the event might change the city. They wondered where the next performance would be held.,그녀는 그 행사가 도시를 어떻게 변화시킬지 물어봤어요. 그들은 다음 공연이 어디서 열릴지 궁금해했어요.
