textbook ID,레슨,단어,품사,PoS,뜻,예문,예문 해석
709,4,idea,명사,2,생각,It's a good idea.,좋은 생각이야.
709,9,important,형용사,3,중요한,Is money important to you?,돈은 너에게 중요하니?
709,8,in a hurry,숙어/관용어,9,서둘러,You're always in a hurry in the morning.,너는 항상 아침에 서둘러.
709,7,in danger,숙어/관용어,9,위험에 처한,Some animals in Africa are in danger.,아프리카의 어떤 동물들은 위험에 처해 있다.
709,5,in front of,숙어/관용어,9,~의 앞에,Let's meet in front of the library.,도서관 앞에서 만나자.
709,4,in the middle of,숙어/관용어,9,"~도중에, ~의 중앙에",I got the phone in the middle of dinner.,나는 저녁 먹는 도중에 전화를 받았다.
709,7,in trouble,숙어/관용어,9,곤경에 빠진,I don't want to get you in trouble.,나는 너를 곤란에 빠뜨리고 싶지 않아.
709,8,information,명사,2,정보,There is a lot of useful information at this site.,이 사이트에 많은 유용한 정보가 있어.
709,5,insect,명사,2,곤충,Insects have six legs.,곤충은 다리가 여섯 개다.
709,4,inside,부사,4,안으로,Go inside the class.,교실 안으로 들어가.
709,9,instrument,명사,2,기구,Use this long and thin instrument.,이 길고 가느다란 기구를 사용해.
709,7,interest,명사,2,"흥미, 관심",I have interest in your company.,나는 당신의 회사에 관심이 있습니다.
709,7,interested,형용사,3,관심 있어 하는,Are you interested in music?,너는 음악에 관심이 있니?
709,7,interesting,형용사,3,흥미로운,That's an interesting question.,그건 흥미로운 질문이군.
709,1,introduce,동사,1,소개하다,Let me introduce myself.,제 자신을 소개할게요.
709,8,item,명사,2,항목,Check the items on the shopping list.,구입 품목 리스트의 항목을 확인해 봐.
709,8,jelly,명사,2,젤리,I like jelly.,나는 젤리를 좋아해.
709,7,job,명사,2,"직업, 일",His job is to teach English to students.,나의 직업은 학생들에게 영어를 가르치는 것이다.
709,6,join,동사,1,참가하다,We'll join a dance contest.,우리는 춤 경연 대회에 참가할 것이다.
709,2,just,부사,4,"그저, 좀","Can you just wash the potatoes, please?",그냥 감자만 씻어 줄래?
709,6,keep,동사,1,"유지하다, 계속 있게 하다",My mother keeps the radio on every morning.,엄마는 매일 아침 라디오를 계속 켜 두신다.
709,4,kid,명사,2,아이,We make cakes for kids.,우리는 아이들을 위해 케이크를 만듭니다.
709,3,kind,명사,2,종류,What kind of sport do you like?,어떤 종류의 운동을 좋아하니?
709,9,king,명사,2,왕,King Sejong created Hangeul.,세종 대왕은 한글을 만들었다.
709,4,know,동사,1,알다 (과거형 knew),I knew we could do it.,나는 우리가 해낼 거라는 걸 알았다.
709,3,Korean,형용사,3,한국의,Do you enjoy Korean food?,너는 한국의 음식을 즐기니?
709,9,lake,명사,2,호수,A boy is swimming in the lake.,한 소년이 호수에서 수영을 하고 있다.
709,9,lantern,명사,2,"등, 랜턴",You can enjoy the Lantern Festival in Seoul.,너는 서울에서 등 축제를 즐길 수 있어.
709,5,large,형용사,3,큰,I like to speak in front of a large group.,나는 많은 사람들 앞에서 말하는 것을 좋아한다.
709,4,last,"형용사,부사",#N/A,"지난, 마지막에",What did you do last night?,지난밤에 뭐 했어?
709,4,later,부사,4,"뒤에, 후에",See you later.,나중에 봐요.
709,5,leaf,명사,2,(나뭇)잎 (복수형 leaves),Leaves turned red and yellow.,나뭇잎들이 빨간색과 노란색으로 변했다.
709,5,lean,동사,1,기대다,Don't lean on the wall.,벽에 기대지 마라.
709,6,learn,동사,1,배우다,I'll learn Chinese.,나는 중국어를 배울 것이다.
709,6,leave,동사,1,"떠나다, 그대로 두다",May I leave early?,일찍 떠나도 될까요?
709,6,leave on,"동사,숙어/관용어",#N/A,켜 두다,"Oh, I think I left the TV on at home.","어, 나 집에 TV를 켜 둔 것 같아."
709,7,lesson,명사,2,수업,I take a piano lesson on Tuesday.,나는 화요일에 피아노 수업을 받는다.
709,1,let,동사,1,~하겠다,Let me do it.,내가 그것을 할게.
709,1,let's ~,숙어/관용어*,9,~을 하자,Let's play soccer together.,함께 축구하자.
709,4,letter,명사,2,편지,I sent a letter to you.,나는 너에게 편지를 보냈어.
709,1,library,명사,2,도서관,The library opens at 6 in the morning.,그 도서관은 아침 6시에 문을 연다.
709,7,life,명사,2,"삶, 생명",This will lead to changes in Asian life.,이것은 아시아 사람들 삶에 변화를 가져올 것이다.
709,8,light,형용사,3,가벼운,Air is light.,공기는 가볍다.
709,6,light,명사,2,등,Turn off the light when you're out.,네가 밖에 나갈 때는 등을 끄도록 해.
709,1,like,동사,1,좋아하다,I like fantasy movies.,나는 판타지 영화를 좋아한다.
709,4,line,명사,2,"(글의) 행, 대사",I can't finish the last line of the letter.,나는 이 편지의 마지막 줄을 완성할 수 없다.
709,4,lion,명사,2,사자,I'm scared of lions.,나는 사자를 무서워한다.
709,6,list,명사,2,"목록, 명단",Write a Christmas wish list.,크리스마스 소원 목록을 써 봐.
709,1,listen,동사,1,듣다,Listen carefully.,잘 들으세요.
709,1,listener,명사,2,"듣는 사람, 청자",Are you a good listener?,너는 잘 들어주는 사람이니?
709,1,little,형용사,3,어린,Do you have a little brother?,너는 남동생이 있니?
709,1,live,동사,1,살다,We live in Busan.,우리는 부산에 산다.
709,1,look,동사,#REF!,보다,Look at me.,나를 봐.
709,5,look,동사,#REF!,~해 보이다,You look happy.,너는 행복해 보여.
709,5,look for,"동사,숙어/관용어",#REF!,~을 찾다,What are you looking for?,너는 무엇을 찾고 있어?
709,6,look up,"동사,숙어/관용어",#REF!,찾다,Look up the word on the Internet.,그 단어를 인터넷에서 찾아 봐.
709,4,lose,동사,#REF!,잃어버리다 (과거형 lost),I lost my money.,나는 돈을 잃어버렸다.
709,1,love,동사,#REF!,사랑하다,I love my father.,나는 아버지를 사랑한다.
709,1,lunch,명사,#REF!,점심,What do you want for lunch?,너는 점심으로 무엇을 먹고 싶니?
709,1,lunch time,명사,#REF!,점심시간,We listen to Korean pop music at lunch time.,우리는 점심시간에 한국 가요를 듣는다.
709,3,machine,명사,#REF!,기계,This machine isn't working now.,이 기계는 지금 작동하지 않아.
709,7,magazine,명사,2,잡지,I like to read a science magazine.,나는 과학 잡지를 읽는 것을 좋아한다.
709,7,magic trick,"명사,숙어/관용어",#N/A,마술 묘기,He showed a magic trick to us.,그는 마술 묘기를 우리에게 보여 주었다.
709,3,main,형용사,3,주된,My main job is taking an order.,나의 주된 일은 주문을 받는 것이다.
709,1,make,동사,1,만들다,I'll make a birthday cake for my mother.,나는 어머니를 위한 생일 케이크를 만들 것이다.
709,3,man,명사,2,남자,That man is my math teacher.,저 남자는 나의 수학 선생님이시다.
709,7,manager,명사,2,관리자,I want to be a hotel manager.,나는 호텔 관리자가 되고 싶다.
709,2,many,형용사,3,많은,How many friends do you have?,너는 친구들이 몇 명 있니?
709,1,map,명사,2,지도,Can you read a map?,너는 지도를 볼 줄 아니?
709,1,map reader,"명사,숙어/관용어",#N/A,지도를 볼 줄 아는 사람,We don't have any map readers. We're lost.,우리는 지도를 볼 줄 아는 사람이 아무도 없어. 우리는 길을 잃었어.
709,SL,marry,동사,1,결혼하다,Will you marry me?,나와 결혼해 주겠니?
709,2,massage,명사,2,"안마, 마사지",I want to get a foot massage.,나는 발 마사지 받고 싶어.
709,7,match,동사,1,(관련 있는 것을) 연결시키다,Match the words with the pictures.,단어를 그림과 연결하세요.
709,2,math,명사,2,수학,I'm not good at math.,나는 수학을 잘 못해.
709,4,matter,명사,2,문제,Is something the matter with Chris?,크리스에게 무슨 문제 있니?
709,3,may,조동사,#N/A,~해도 되다,You may go now.,너는 지금 가도 돼.
709,4,maybe,부사,4,아마도,Maybe I'll be there in five minutes.,아마도 나는 거기에 5분 후에 도착할거야.
709,2,meal,명사,2,식사,Enjoy your meal.,식사 즐겁게 하세요.
709,2,meal time,"명사,숙어/관용어",#N/A,식사 시간,My dad turns off his cellphone when it's meal time.,우리 아빠는 식사 시간이 되면 휴대 전화의 전원을 끈다.
709,9,mean,동사,1,의미하다,Long thread means long life.,긴 실은 장수를 의미한다.
709,5,meanwhile,부사,4,그동안에,"My mom is cooking dinner. Meanwhile, I'm setting the table.","우리 엄마는 저녁을 요리하고 계신다. 그동안에, 나는 식탁을 차리고 있다."
709,3,meat,명사,2,고기,My mom is cooking meat. It smells good.,엄마가 고기를 요리하고 계셔. 냄새가 좋아.
709,5,meerkat,명사,2,미어캣,I saw meerkats on TV yesterday.,나는 어제 텔레비전에서 미어캣을 봤다.
709,1,meet,동사,1,만나다,Let's meet at the park.,공원에서 만나자.
709,1,member,명사,2,"구성원, 회원",My favorite family member is my little sister.,내가 가장 좋아하는 가족 구성원은 내 여동생이다.
709,SL,memory,명사,2,기억,"Whenever you feel sad, think of a happy memory.","슬플 때, 행복한 기억을 떠올려 보세요."
709,2,mention,동사,1,언급하다,You don't need to mention it.,너는 그것을 언급할 필요 없어.
709,3,menu,명사,2,메뉴,We have a special menu for a family.,우리는 가족을 위한 특별한 메뉴가 있어요.
709,1,middle,형용사,3,가운데의,I'm a middle child.,나는 형제 중 둘째이다.
709,1,middle school,"명사,숙어/관용어",#N/A,중학교,I'm a middle school student.,나는 중학생이다.
709,3,milk,명사,2,우유,Drink a glass of milk every day.,매일 한 잔의 우유를 마시세요.
709,3,minute,명사,2,분,I'll be there in 5 minutes.,나는 5분 후에 거기에 도착할 거야.
709,8,miss,동사,1,그리워하다,I miss you.,나는 네가 그리워.
709,5,monkey,명사,2,원숭이,Monkeys live in the forest.,원숭이는 숲에서 산다.
709,3,moon,명사,2,달,The moon was very bright.,달이 매우 밝았다.
709,9,moonlight,명사,2,달빛,We walked in the moonlight.,우리는 달빛 아래에서 산책했다.
709,8,morning,명사,2,아침,Good morning!,안녕하세요.
709,3,most,형용사,3,대부분의,Most women like cake.,대부분의 여자는 케이크를 좋아한다.
709,5,mother,명사,2,"어미, 어머니",The mother goat is feeding its baby.,어미 염소가 새끼에게 젖을 주고 있다.
709,4,move,동사,1,"움직이다, 이사하다",We moved to Seoul last year.,우리는 작년에 서울로 이사 왔다.
709,4,move away,동사,1,"이사하다, 떠나다",I don't want to move away from here.,나는 여기에서 떠나고 싶지 않다.
709,1,movie,명사,2,영화,This is my favorite movie.,이건 내가 제일 좋아하는 영화야.
709,4,much,부사,4,많이,Thank you very much.,대단히 감사합니다.
709,8,museum,명사,2,박물관,My family went to a national museum last week.,우리 가족은 지난주에 국립 박물관에 갔다.
709,1,music,명사,2,음악,I like a music class.,나는 음악 수업을 좋아한다.
709,9,musical,형용사,3,음악의,We have different musical tastes.,우리는 다른 음악적 취향을 가졌다.
709,1,name,명사,2,이름,What's your name?,너의 이름은 뭐야?
709,1,national,형용사,3,"국립의, 국가의",Hangeul Day is a national holiday.,한글날은 국경일이다.
709,1,nature,명사,2,자연,I want to live in nature.,나는 자연 속에서 살고 싶다.
709,7,near,형용사,3,가까운,I live near here.,나는 여기 근처에 살아.
709,2,need,동사,1,필요하다,I need a pet.,나는 애완동물이 필요해.
709,1,neighbor,명사,2,이웃,My neighbors are very nice.,나의 이웃들은 아주 좋다.
709,1,new,형용사,3,새로운,I love my new school.,나는 새 학교가 마음에 든다.
709,4,next,형용사,3,다음의,We'll take the next train.,우리는 다음 기차를 탈 것이다.
709,5,next to,전치사,6,옆에,The library is next to the school.,도서관은 학교 옆에 있다.
709,1,nice,형용사,3,좋은,Have a nice day!,좋은 하루 보내세요!
709,1,nickname,명사,2,별명,Do you have a nickname?,너 별명 있니?
709,2,night,명사,2,밤,Don't make a noise at night.,밤엔 시끄럽게 하지 마세요.
709,1,no,명사,2,아니요,"Are you hungry? No, I'm not.","너 배고프니? 아니, 배 안 고파요."
709,4,nose,명사,2,코,I blew my nose.,나는 코를 풀었다.
709,1,not,부사,4,~이 아니다,It's not that bad.,그건 그리 나쁘지 않다.
709,2,note,명사,2,"메모, 쪽지",I put a note on the table.,내가 메모를 식탁 위에 올려놨어.
709,7,novel,명사,2,소설,I sometimes write a novel.,나는 가끔씩 소설을 쓴다.
709,1,November,명사,2,11월,I have a big test in November.,나는 11월에 큰 시험이 있다.
709,1,now,부사,4,"지금, 이제","Now, it's time to go home.","이제, 집에 갈 시간이다."
709,1,number,"명사, 동사",#N/A,번호를 매기다,I number the pages in this notebook.,나는 이 공책에 페이지 번호를 매긴다.
709,8,ocean,명사,2,"바다, 해양",The woman is swimming in the ocean.,여자가 바다에서 수영을 하고 있다.
709,1,of,전치사,6,~의,Look at the middle of the picture.,이 그림의 가운데를 봐 주세요.
709,9,official,명사,2,"공무원, 관리",Yeonguijeong was one of the high-ranking officials in Joseon Dynasty.,영의정은 조선 시대의 높은 계급의 관리 중 하나였다.
709,2,often,부사,4,종종,I often jog in the morning.,나는 종종 아침에 조깅을 한다.
709,1,old,형용사,3,~ 나이가 된,How old is your little sister?,네 여동생은 몇 살이니?
709,5,on,전치사,6,~위에,An insect is on the bench.,곤충 한 마리가 벤치 위에 있다.
709,4,on one's way to,숙어/관용어,9,~로 가는 도중에,I met Jay on my way to the supermarket.,나는 슈퍼마켓으로 가는 길에 Jay를 만났다.
709,4,one,명사,2,하나,One of my friends is very pretty.,내 친구 중 한 명은 아주 예쁘다.
709,7,online,형용사,3,온라인의,Welcome to the online bookstore.,온라인 서점에 온 것을 환영합니다.
709,7,online lesson,명사,2,온라인 수업,Choose our online guitar lesson.,우리 온라인 기타 수업을 선택하세요.
709,5,only,부사,4,"오직, 단지",There are only three students in the classroom.,교실에 단지 세 명의 학생이 있다.
709,2,open,동사,1,열다,Can you open the window?,창문 열어 주시겠어요?
709,3,or,접속사,7,또는,"What will you drink, milk or hot chocolate?",뭐 마실래? 우유 또는 핫 초콜릿?
709,3,order,명사,2,주문,I'd like to order.,주문할게요.
709,9,outdoor,형용사,3,야외의,An outdoor swimming pool is closed in winter.,야외 수영장은 겨울에 폐장합니다.
709,2,over there,숙어/관용어,9,저쪽에,That man over there is my teacher.,저기 계시는 저 분이 우리 선생님이셔.
709,2,own,형용사,3,자신의,I need my own room.,나는 나만의 방이 필요해.
709,1,P.E.,약어,#N/A,체육,My P.E. teacher is good at soccer.,나의 체육 선생님은 축구를 잘한다.
709,SL,painting,명사,2,그림,Many artists create 3D street paintings on the street.,많은 예술가들이 거리에서 3D 길거리 그림을 만든다.
709,9,palace,명사,2,궁전,We visited Deoksugung Palace yesterday.,우리는 어제 덕수궁을 방문했다.
709,6,paper,명사,2,종이,Write your name on this paper.,이 종이에 당신의 이름을 쓰세요.
709,2,parent,명사,2,부모님,My parents always love me.,나의 부모님은 항상 나를 사랑하신다.
709,1,park,명사,2,공원,My family often walks in the park after dinner.,우리 가족은 종종 저녁 먹고 공원에서 걷는다.
709,9,party,명사,2,"파티, 잔치",I love to plan parties.,나는 파티를 계획하는 것을 좋아해.
709,2,peel,동사,1,껍질을 벗기다,Can you peel the onions?,양파 껍질 까 줄래?
709,7,people,명사,2,사람들,I'm watching people on the street.,나는 거리의 사람들을 보고 있다.
709,SL,perhaps,부사,4,아마도,"Perhaps, he will come back tomorrow.","아마도, 그는 내일 돌아올 것이다."
709,1,person,명사,2,사람,Do you know the name of each person?,너는 각 사람의 이름을 아니?
709,2,pet,명사,2,애완동물,I want to have a pet.,나는 애완동물을 가지고 싶다.
709,2,photo,명사,2,사진,I took a photo with him.,나는 그와 함께 사진을 찍었다.
709,6,pick,동사,1,꺾다,Visit our farm and pick fresh strawberries.,우리 농장에 방문해서 신선한 딸기를 따세요.
709,1,picture,명사,2,"사진, 그림",This is a picture of my new school.,이것은 나의 새로운 학교의 사진이다.
709,3,pie,명사,2,파이,My mom makes a chocolate pie for me.,우리 엄마는 나를 위해 초콜릿 파이를 만들어 주신다.
709,SL,pigeon,명사,2,비둘기,I'm scared of a pigeon.,나는 비둘기를 무서워한다.
709,3,pink,형용사,3,분홍색,This pink shirt is pretty.,이 분홍색 셔츠는 예쁘다.
709,3,place,명사,2,장소,I'll find a place for the birthday party.,내가 생일 파티를 위한 장소를 찾아볼게.
709,9,plan,명사,2,계획,Do you have any special plans for this winter vacation?,너는 이번 겨울 방학에 특별한 계획 있니?
709,2,plant,명사,2,식물,Where should I put this plant?,이 식물을 어디에 두지?
709,3,plate,명사,2,접시,I put food on my plate.,나는 접시에 음식을 담았다.
709,1,play,동사,1,"(운동 경기를) 하다, (악기를) 연주하다",Can you play tennis? I can play the guitar.,너는 테니스 할 수 있니? 나는 기타를 칠 수 있다.
709,1,player,명사,2,선수,Who is your favorite soccer player?,네가 제일 좋아하는 축구 선수는 누구야?
709,1,pleased,형용사,3,"기쁜, 만족해하는",I'm very pleased to hear that.,그것을 들으니 정말 기쁘다.
709,2,pleasure,명사,2,"기쁨, 즐거움",It's a pleasure to meet you.,당신을 만나서 기뻐요.
709,9,poem,명사,2,시,I read a beautiful poem.,나는 아름다운 시 한 편을 읽었다.
709,5,pond,명사,2,연못,Frogs are in the pond.,개구리들이 연못에 있다.
709,7,popular,형용사,3,인기 있는,The TV show became popular.,그 TV 프로그램은 인기를 끌었다.
709,3,pork,명사,2,돼지고기,Some people don't eat pork.,어떤 사람들은 돼지고기를 먹지 않는다.
709,2,post,동사,1,"게시하다, 붙이다",I like to post my photos on SNS.,나는 소셜 네트워크 서비스에 내 사진을 올리는 것을 좋아해.
709,4,pot,명사,2,"병, 냄비",Are there any more noodles in the pot?,냄비에 국수가 좀 더 있나요?
709,2,potato,명사,2,감자,My favorite snack is a potato chip.,내가 제일 좋아하는 과자는 감자칩이다.
709,4,power,명사,2,힘,This story is about the power of love.,이 이야기는 사랑의 힘에 관한 것이다.
709,2,praise,명사,2,"칭찬, 칭찬하다",Praises always make me happy.,칭찬은 항상 나를 행복하게 해준다.
709,2,present,명사,2,선물,What do you want to have for your birthday present?,생일 선물로 무엇을 갖고 싶니?
709,1,pretty,형용사,3,"꽤, 어느 정도",I'm pretty tall.,나는 키가 꽤 크다.
709,8,price,명사,2,가격,The price is too high.,가격이 너무 높아요.
709,4,prize,명사,2,상,We award this prize to the best singer.,우리는 이 상을 최고의 가수에게 수여한다.
709,2,problem,명사,2,문제,What's your problem?,뭐가 문제야?
709,9,program,명사,2,프로그램,We provide a few interesting programs for kids.,우리는 아이들을 위한 몇몇의 재미있는 프로그램을 제공해요.
709,2,put,동사,1,"놓다, 넣다",Don't put too much sugar in your food.,음식에 너무 많은 설탕을 넣지 마.
709,8,question,명사,2,질문,I have a question.,저는 질문이 있어요.
709,4,quietly,부사,4,"조용히, 조용하게",My mom told me very quietly.,우리 엄마는 나에게 아주 조용히 말하셨다.
709,2,rabbit,명사,2,토끼,Rabbits have long ears.,토끼는 긴 귀를 가지고 있다.
709,9,rainbow,명사,2,무지개,How many colors are there in a rainbow?,무지개에는 얼마나 많은 빛깔이 있나요?
709,9,rank,명사,2,계급,What is his rank in the army?,군대에서 그의 계급은 뭐니?
709,8,reach,동사,1,닿다,I can't reach the top shelf.,나는 가장 위쪽 선반에 닿지 않는다.
709,1,reader,명사,2,읽는 사람,I want to be a mind reader.,나는 마음을 꿰뚫어 보는 사람이 되고 싶다.
709,3,really,부사,4,정말,I'm really touched.,나는 정말 감동받았어.
709,7,reason,명사,2,이유,Do you know the reason?,너는 그 이유를 아니?
709,6,recycle,동사,1,재활용하다,You can also recycle paper and glass.,너는 종이와 유리도 재활용할 수 있다.
709,6,recycling bin,명사,2,재활용 쓰레기통,Don't put garbage in a recycling bin.,쓰레기를 재활용 쓰레기통에 넣지 마세요.
709,8,red,형용사,3,빨간,My favorite color is red.,내가 가장 좋아하는 색깔은 빨간색이다.
709,3,refrigerator,명사,2,냉장고,Cake is in the refrigerator.,케이크가 냉장고 안에 있어.
709,5,relaxed,형용사,3,편안한,Stay relaxed.,편안하게 있어.
709,2,relay,명사,2,릴레이,We clean the bathroom in relay.,우리는 화장실을 릴레이(교대)로 청소한다.
709,5,reporter,명사,2,기자,We're looking for a great student reporter.,우리는 훌륭한 학생 기자를 찾습니다.
709,7,rescue,동사,1,"구조, 구조하다",We're waiting for a rescue team.,우리는 구조 팀을 기다리고 있다.
709,2,respond,동사,1,대답하다,Could you respond to this question?,이 질문에 대답해 주시겠어요?
709,6,responsible,형용사,3,"책임이 있는, 원인이 되는",He is responsible for the accident.,그가 그 사고에 책임이 있다.
709,5,rest,동사,1,휴식하다,I want to rest at home.,나는 집에서 쉬고 싶다.
709,3,restaurant,명사,2,식당,This is the best restaurant in the village.,이곳은 이 마을의 최고의 식당이야.
709,6,restroom,명사,2,화장실,Where is the restroom?,화장실이 어디에 있습니까?
709,2,return,동사,1,돌려주다,Don't forget to return this book to the library.,이 책 도서관에 반납하는 거 잊지 마.
709,2,ride,동사,1,(차량 등을 타고) 달리기,My dad gives me a ride to school.,아빠가 나를 학교까지 차로 태워 주신다.
709,3,right,"명사, 형용사",#N/A,맞는,You're right.,네가 맞아.
709,3,road,명사,2,도로,There are a lot of signs on the road.,도로에 많은 표지판이 있다.
709,7,robotics,명사,2,로봇 공학,I'm interested in robotics.,나는 로봇 공학에 관심이 있다.
709,7,robotics engineer,명사,2,로봇 공학자,We're looking for a great robotics engineer.,우리는 훌륭한 로봇 공학자를 찾고 있습니다.
709,7,role model,명사,2,롤 모델,My role model is Park Jisung.,나의 롤 모델은 박지성이다.
709,2,room,명사,2,방,I share my room with my sister.,나는 내 방을 여동생과 함께 쓴다.
709,9,royal,형용사,3,국왕의,People celebrated the birth of the royal baby boy.,사람들은 왕가의 남자아이의 탄생을 축하했다.
709,3,run,동사,1,"달리다, 이어지다",A fence runs around the house.,울타리가 집 주위에 이어져 있다.
709,5,run away,동사,1,도망가다,Why did you run away?,너는 왜 도망갔니?
709,4,runny,형용사,3,(콧물이) 흐르는,My nose is runny.,나는 콧물이 흐른다.
709,4,sad,형용사,3,슬픈,You look sad.,너는 슬퍼 보여.
709,5,safe,형용사,3,안전한,Have a safe trip.,안전한 여행 되세요.
709,2,safely,부사,4,안전하게,Ride a bike safely.,자전거 안전하게 타.
709,3,salad,명사,2,샐러드,I'll have a chicken salad.,저는 치킨 샐러드 먹을게요.
709,8,salt,명사,2,소금,Don't put too much salt in foods.,음식에 너무 많은 소금을 넣지 마.
709,3,sandwich,명사,2,샌드위치,I eat a ham sandwich for breakfast.,나는 아침으로 햄 샌드위치를 먹는다.
709,6,save,동사,1,"절약하다, 구하다",Save your money.,네 돈을 절약해.
709,6,saving,명사,2,절약,Why don't we buy a water-saving device?,절수 장치를 구입하는 게 어때?
709,1,say,동사,1,말하다,Can you say that again?,다시 한 번 말해 줄래?
709,5,scary,형용사,3,무서운,The movie was scary.,그 영화는 무서웠어.
709,1,school,명사,2,학교,I take a bus to school.,나는 학교에 버스를 타고 간다.
709,1,science,명사,2,과학,Do you like science?,너는 과학을 좋아하니?
709,6,score,명사,2,점수,I won by a score of 3 to 0.,나는 3대 0의 득점으로 이겼어.
709,7,screen,명사,2,영화,Brad Pitt is a famous screen star.,브래드 피트는 유명한 영화 스타이다.
709,5,sea otter,명사,2,해달,Sea otters eat fish.,해달은 생선을 먹는다.
709,3,seafood,명사,2,해산물,You can eat a lot of fresh seafood in Chile.,너는 칠레에서 신선한 해산물을 많이 먹을 수 있어.
709,SL,second,명사,2,초,Stay this way for 8 seconds.,이 상태로 8초간 버티세요.
709,9,secondary,형용사,3,이차적인,A secondary goal is also important.,두 번째의 목표도 또한 중요하다.
709,7,secret,명사,2,비밀,It's a secret.,비밀이야.
709,1,see,동사,1,"알다, 이해하다",We'll see.,곧 알게 되겠지.
709,2,send,동사,1,보내다,I will send an e-mail to you tonight.,오늘 저녁에 너에게 메일 보낼게.
709,7,series,명사,2,시리즈,It's a 24-episode TV series.,그건 24부작 TV 드라마야.
709,3,serve,동사,1,제공하다,We serve the best food.,우리는 최고의 음식을 제공합니다.
709,6,shampoo,명사,2,샴푸,I need a new shampoo.,나는 새로운 샴푸가 필요해.
709,2,shelf,명사,2,책장,Could you bring the English book on the shelf to me?,책장에 있는 영어 책을 나에게 가져다주겠니?
709,8,ship,명사,2,배,I can make a paper ship.,나는 종이배를 만들 수 있다.
709,3,shirt,명사,2,셔츠,Where is my shirt?,내 셔츠 어디 있지?
709,4,shocked,형용사,3,충격 받은,I was shocked with the news.,나는 그 소식에 충격받았다.
709,7,shoe designer,명사,2,신발 디자이너,How do I become a shoe designer?,나는 어떻게 하면 신발 디자이너가 될 수 있을까?
709,7,shoes,명사,2,신발,Take off your shoes.,신발 벗으세요.
709,9,shoot,동사,1,쏘다,We shot each other with water guns.,우리는 물총으로 서로를 쐈다.
709,6,shopping,명사,2,쇼핑,I'll go shopping this weekend.,이번 주말에 나는 쇼핑을 갈 것이다.
709,6,short,형용사,3,짧은,I can't finish the work in a short time.,나는 그 일을 짧은 시간 내에 끝낼 수 없다.
709,5,show,명사,2,행사,The air show begins at 1 o'clock.,에어쇼는 1시에 시작한다.
709,9,show,동사,1,보여 주다,Let me show you.,내가 너에게 보여 줄게.
709,6,shower,명사,2,샤워,I take a cold shower in summer.,나는 여름엔 찬물로 샤워를 한다.
709,2,sick,형용사,3,아픈,My dog is sick now.,내 개는 지금 아프다.
709,6,side,명사,2,면,Paint each side of the box.,그 상자의 각 면을 칠하세요.
709,4,silence,명사,2,침묵,Silence is golden.,침묵은 금이다.
709,4,silent,형용사,3,조용한,The street was silent.,그 거리는 조용했다.
709,1,singer,명사,2,"가수, 노래하는 사람",I'm not a good singer. I don't want to sing.,나는 노래를 잘 부르는 사람이 아니야. 노래를 부르고 싶지 않아.
709,SL,single,형용사,3,하나의,You can't see the world in a single night.,너는 하룻밤 사이에 세상을 볼 수 없어.
709,1,sister,명사,2,여자 형제,Do you have a sister?,너는 여자 형제가 있니?
709,4,sit,동사,1,앉다 (과거형 sat),I sat on the bench.,나는 벤치에 앉았다.
709,3,size,명사,2,크기,What is your shoe size?,신발 치수가 어떻게 되니?
709,2,skill,명사,2,기술,My friend has good drawing skills.,내 친구는 좋은 그림 솜씨를 가지고 있다.
709,SL,sky,명사,2,하늘,The sky is clear today.,오늘 하늘이 맑다.
709,2,sleepy,형용사,3,졸린,I am sometimes sleepy in class.,나는 가끔씩 수업 중에 졸리다.
709,5,slide,동사,1,미끄러지다,We slid on the ice.,우리는 빙판 위에서 미끄러졌다.
709,5,slide away,숙어/관용어,9,슬며시 떠나가다,I saw a snake sliding away.,나는 뱀이 슬며시 떠나가는 것을 보았다.
709,8,slow,형용사,3,느린,A starfish is one of the slowest animals in the world.,불가사리는 세계에서 가장 느린 동물 중 하나이다.
709,2,small,형용사,3,작은,This shirt is small now.,이 셔츠는 이제 작아.
709,5,smart,형용사,3,영리한,You're so smart.,너는 정말 똑똑해.
709,5,smell,동사,1,~한 냄새가 나다,It smells delicious.,그것은 맛있는 냄새가 난다.
709,5,smelly,형용사,3,냄새 나는,Your feet are smelly.,너의 발에서 냄새가 나.
709,2,snack,명사,2,간식,My mom makes a snack for us.,우리 엄마는 우리를 위해 간식을 만들어 주신다.
709,1,so,부사,4,그렇게,It's not so easy.,그건 그렇게 쉽지 않다.
709,1,soccer,명사,2,축구,We'll watch a soccer game.,우리는 축구 경기를 볼 것이다.
709,3,some,형용사,3,조금,I need some fresh air.,나는 신선한 공기가 좀 필요해.
709,7,someday,부사,4,언젠가,I want to go to Chile someday.,나는 언젠가 칠레에 가고 싶다.
709,4,somewhere,부사,4,어딘가에,I saw her somewhere before.,나는 그녀를 전에 어딘가에서 봤어.
709,2,song,명사,2,노래,What's your favorite song?,네가 제일 좋아하는 노래는 뭐야?
709,7,songwriter,명사,2,작곡가,I want to be a songwriter.,나는 작곡가가 되고 싶다.
709,4,soon,부사,4,곧,See you soon.,곧 만나요.
709,2,sorry,형용사,3,미안해요,"Sorry, I'm late.",늦어서 미안해.
709,3,sound,동사,1,~처럼 들리다,It sounds fun.,재미있겠다.
709,8,space,명사,2,공간,I need my space.,나는 내 공간이 필요하다.
