*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업,,,,,,,
voca NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol
438,maintain,주장하다,1,동사,8409,29116,[meintéin]
439,maintain,부양하다,1,동사,13477,23302,[meintéin]
440,manufacture,"제조하다,생산하다",1,동사,3119,5158,[mænjufǽkʧər]
441,mass,덩어리,2,명사,905,1444,[mǽs]
442,mass,대량,2,명사,905,18568,[mǽs]
443,mass,질량,2,명사,6108,25724,[mǽs]
444,medical,의학의,3,형용사,2713,4518,[médikəl]
445,mental,정신의,3,형용사,1104,1751,[méntl]
446,monitor,감시하다,1,동사,4912,189,[mɑ́nɪtər]
447,monitor,"화면,모니터",2,명사,14477,25957,[mɑ́nɪtər]
448,neat,"멋진,대단한",3,형용사,430,20061,[ní:t]
449,neat,깔끔한,3,형용사,646,1021,[ní:t]
450,objective,목표,2,명사,8050,1972,[əbdʒéktiv]
451,objective,목적격,2,명사,15510,23407,[əbdʒéktiv]
452,objective,객관적인,3,형용사,12756,17928,[əbdʒéktiv]
453,observe,관찰하다,1,동사,415,665,[əbzə́:rv]
454,observe,(논평/의견을) 말하다,1,동사,772,24799,[əbzə́ːrv]
455,observe,"축하하다,기념하다",1,동사,7910,30945,[əbzə́ːrv]
456,observe,규칙을 지키다,1,동사,9774,17929,[əbzə́:rv]
457,oppose,반대하다,1,동사,9484,2178,[əpóuz]
458,otherwise,그렇지 않으면,4,부사,830,1324,[ʌ́ðərwàiz]
459,pine,갈망하다,1,동사,9265,8319,[páin]
460,pine,소나무,2,명사,8633,19330,[páin]
461,pity,불쌍히 여김,2,명사,1593,2634,[píti]
462,pity,"유감(스러운 일),애석한 일",2,명사,1593,31050,[píti]
463,poison,독살하다,1,동사,2595,27272,[pɔ́izn]
464,poison,독,2,명사,2595,9089,[pɔ́izn]
465,possess,소유하다,1,동사,1915,3172,[pəzés]
466,practical,실용적인,3,형용사,2107,3463,[prǽktikəl]
467,practical,현실적인,3,형용사,3861,18674,[prǽktikəl]
468,pretend,가정하다,1,동사,100,27241,[priténd]
469,pretend,주장하다,1,동사,5011,23562,[priténd]
470,pretend,~인 체하다,1,동사,8340,4638,[priténd]
471,previous,앞의,3,형용사,2217,3650,[prí:viəs]
472,primary,"근본적인,주요한",3,형용사,3200,5297,[práimeri]
473,primary,주된,3,형용사,8341,17974,[práimeri]
474,prime,준비시키다,1,동사,9773,23563,[práim]
475,prime,주요한,3,형용사,3198,17296,[práim]
476,prime,가장 좋은,3,형용사,10846,114,[práim]
477,principle,"원칙,원리",2,명사,2558,4244,[prínsəpl]
478,private,"사유의,사적인",3,형용사,11013,261,[práivət]
479,agent,"중개인,판매인",2,명사,888,1418,[éidʒənt]
480,agent,"요원,대리인",2,명사,4765,28564,[éidʒənt]
481,assignment,숙제,2,명사,1998,3297,[əsáinmənt]
482,assignment,"과제,임무",2,명사,14644,27335,[əsáinmənt]
483,bang,쾅 치다,1,동사,11583,15835,[bǽŋ]
484,bang,단발의 앞머리,2,명사,12261,26075,[bǽŋ]
485,broad,"넓은,광활한",3,형용사,7936,1189,[brɔ́:d]
486,capable,능력 있는,3,형용사,815,1298,[kéipəbl]
487,champion,우승자,2,명사,4091,6784,[ʧǽmpiən]
488,champion,옹호자,2,명사,9643,22600,[ʧǽmpiən]
489,chart,도표,2,명사,2892,4788,[ʧá:rt]
490,circumstance,환경,2,명사,3918,19876,[sə́:rkəmstæ̀ns]
491,circumstance,"정황,상황",2,명사,10755,6513,[sə́:rkəmstæ̀ns]
492,clip,오리다,1,동사,2862,31090,[klip]
493,clip,"(영화) 클립,커트장면",2,명사,2413,17450,[klíp]
494,clip,클립,2,명사,2863,4743,[klíp]
495,clip,짧은 영상,2,명사,13016,18955,[klíp]
496,confirm,"확인하다,입증하다",1,동사,3914,6507,[kənfə́:rm]
497,contribute,(원고를) 기고하다,1,동사,1278,20346,[kəntríbju:t]
498,contribute,(회의/대화에서) 의견을 말하다,1,동사,2683,30830,[kəntríbjuːt]
499,contribute,기부하다,1,동사,7916,950,[kəntríbju:t]
500,contribute,기여하다,1,동사,9964,17737,[kəntríbju:t]
501,cope,잘 대처하다,1,동사,907,1446,[kóup]
502,credit,~의 공으로 돌리다,1,동사,5540,30917,[krédit]
503,credit,입금하다,1,동사,15230,21844,[krédit]
504,credit,(계좌) 잔고,2,명사,4063,22713,[krédit]
505,credit,학점,2,명사,5896,19907,[krédit]
506,credit,신용,2,명사,9570,3439,[krédit]
507,dawn,새벽,2,명사,1779,2967,[dɔ́:n]
508,deck,갑판,2,명사,155,206,[dék]
509,edge,가장자리,2,명사,705,1128,[édʒ]
510,edge,"우위,유리함",2,명사,7986,21898,[édʒ]
511,engage,맞물리게 하다,1,동사,583,20387,[ingéidʒ]
512,engage,"끌어들이다,끌다",1,동사,673,31176,[ingéidʒ]
513,engage,약혼하다,1,동사,2240,3687,[ingéidʒ]
514,engage,종사하다,1,동사,2823,19212,[ingéidʒ]
515,engage,참여시키다,1,동사,9804,20853,[ingéidʒ]
516,engage,관심을 끌다,1,동사,9897,20388,[ingéidʒ]
517,entitle,"칭호를 주다,권리를 주다",1,동사,2847,4718,[intáitl]
518,entitle,자격을 주다,1,동사,2847,30698,[intáitl]
519,entitle,제목을 붙이다,1,동사,6872,20855,[intáitl]
520,equal,"같다,동일하다",1,동사,172,30841,[íːkwəl]
521,equal,같은,3,형용사,172,239,[í:kwəl]
522,examine,"조사하다,검토하다",1,동사,3140,5197,[igzǽmin]
523,examine,진찰하다,1,동사,9795,21510,[igzǽmin]
524,faint,기절하다,1,동사,620,18981,[féint]
525,faint,어렴풋한,3,형용사,2272,3740,[féint]
526,firm,회사,2,명사,11003,16821,[fə́:rm]
527,firm,견고한,3,형용사,489,774,[fə́:rm]
528,firm,확고한,3,형용사,489,17152,[fə́:rm]
529,firm,단단한,3,형용사,848,17151,[fə́:rm]
530,grace,기품,2,명사,2522,19983,[gréis]
531,grace,은혜,2,명사,5128,19240,[greis]
532,gradual,점진적인,3,형용사,3048,5045,[grǽdʒuəl]
533,hint,암시,2,명사,2206,3631,[hínt]
534,illustrate,(책 등에) 삽화를 넣다,1,동사,1739,3063,[íləstrèit]
535,illustrate,보여주다,1,동사,4529,17841,[íləstrèit]
536,illustrate,설명하다,1,동사,8217,23128,[íləstrèit]
537,immediate,(시간적으로) 아주 가까이에 있는,3,형용사,750,31235,[imíːdiət]
538,immediate,즉각적인,3,형용사,7869,5386,[imí:diət]
539,immediate,직접적인,3,형용사,8011,23131,[imíːdiət]
540,indicate,가리키다,1,동사,3714,6147,[índikèit]
541,indicate,나타내다,1,동사,9678,18504,[índikèit]
542,individual,개인,2,명사,184,30820,[ìndəvídʒuəl]
543,individual,개인의,3,형용사,184,262,[ìndəvídʒuəl]
544,inspect,검사하다,1,동사,144,342,[inspékt]
545,intent,의도,2,명사,8482,4470,[intént]
546,intention,의도,2,명사,8482,4471,[inténʃən]
547,intention,"의도,목적",2,명사,10993,27239,[inténʃən]
548,internal,"체내의,내부의",3,형용사,4242,1170,[intə́:rnl]
549,internal,내면의,3,형용사,4468,20960,[intə́:rnl]
550,interrupt,방해하다,1,동사,9490,2266,[ìntərʌ́pt]
551,interrupt,중단하다,1,동사,11022,5356,[ìntərʌ́pt]
552,invest,"투자하다,투입하다",1,동사,3622,6002,[invést]
553,jaw,이까지 포함한 턱,2,명사,10245,13870,[dʒɔ́:]
554,lane,(좁은) 길,2,명사,2445,5253,[léin]
555,lane,차선,2,명사,7866,17870,[léin]
556,lane,(경주/수영대회 등의)레인,2,명사,13994,30992,[lein]
557,legal,"법(률)의,합법의",3,형용사,1441,2338,[lí:gəl]
558,marvel,"놀라다,감탄하다",1,동사,14783,25283,[mάːrvəl]
559,marvel,불가사의한 일,2,명사,7949,1240,[mάːrvəl]
560,moral,교훈,2,명사,12397,26138,[mɔ́:rəl]
561,moral,도덕(상)의,3,형용사,10976,1487,[mɔ́:rəl]
562,operate,운영하다,1,동사,8505,22113,[άpərèit]
563,operate,조작하다,1,동사,9755,18636,[άpərèit]
564,operate,작동되다,1,동사,9882,4231,[άpərèit]
565,particularly,특히,4,부사,3630,6024,[pərtíkjulərli]
566,policy,"정책,방침",2,명사,7013,5107,[páləsi]
567,pray,"빌다,기원하다",1,동사,959,2735,[préi]
568,pregnant,의미심장한,3,형용사,2691,23549,[prégnənt]
569,pregnant,임신한,3,형용사,2833,4694,[prégnənt]
570,procedure,절차,2,명사,9323,5034,[prəsí:dʒər]
571,proceed,나아가다,1,동사,688,1104,[prəsí:d]
572,proceed,"계속하다,이어서 ~하다",1,동사,4679,25483,[prəsíːd]
573,profession,직업,2,명사,3304,5500,[prəféʃən]
574,progress,"발달하다,향상하다",1,동사,9722,23578,[prάgres]
575,progress,"진행하다,진척하다",1,동사,14307,25914,[prάgres]
576,progress,"경과,추이",2,명사,274,23577,[prάgres]
577,progress,진전,2,명사,2910,5546,[prάgres]
578,progress,진행 (상황),2,명사,14307,30816,[prάgres]
579,promote,"홍보하다,촉진하다",1,동사,1408,17526,[prəmóut]
580,promote,진급시키다,1,동사,2030,3343,[prəmóut]
581,promote,촉진하다,1,동사,9417,18688,[prəmóut]
582,promote,증진시키다,1,동사,16109,30747,[prəmóut]
583,pronounce,선언하다,1,동사,1825,21078,[prənáuns]
584,pronounce,발음하다,1,동사,10107,13703,[prənáuns]
585,pronunciation,발음,2,명사,1371,2222,[prənʌ̀nsiéiʃən]
586,propose,청혼하다,1,동사,3116,5153,[prəpóuz]
587,propose,제안하다,1,동사,10689,17302,[prəpóuz]
588,protest,항의하다,1,동사,3812,6305,[prətést]
589,protest,시위,2,명사,4033,29035,[próutest]
590,protest,주장,2,명사,8409,23596,[próutest]
591,pump,솟구치다,1,동사,1572,25423,[pʌ́mp]
592,pump,퍼내다,1,동사,4332,19724,[pʌ́mp]
593,pump,펌프,2,명사,4332,14847,[pʌ́mp]
594,rapid,빠른,3,형용사,8155,2755,[rǽpid]
595,react,"반응하다,(어떤 상황 속에서) 행동하다",1,동사,1358,2192,[riǽkt]
596,recover,되찾아오다,1,동사,2655,21097,[rikʌ́vər]
597,recover,회복하다,1,동사,3942,6556,[rikʌ́vər]
598,reflect,"비추다,반사하다",1,동사,8087,2189,[riflékt]
599,reflect,"깊이 생각하다,반사하다",1,동사,9311,27228,[riflékt]
600,reflect,반영하다,1,동사,15820,17531,[riflékt]
601,region,"지방,지역",2,명사,3278,5448,[rí:dʒən]
602,region,"(신체의) 부분,영역",2,명사,14569,26116,[rí:dʒən]
603,regular,규칙적인,3,형용사,508,805,[régjulər]
604,regular,평범한,3,형용사,3682,17532,[régjulər]
605,relief,"안도,안심",2,명사,2185,21103,[rilí:f]
606,relief,"구호,구제",2,명사,7000,21104,[rilí:f]
607,relief,교대(자),2,명사,7204,23666,[rilíːf]
608,relief,"경감,완화",2,명사,7850,4609,[rilí:f]
609,require,요구하다,1,동사,8286,17328,[rikwáiər]
610,require,필요로 하다,1,동사,9513,4131,[rikwáiər]
611,reserve,예약하다,1,동사,2427,4006,[rizə́:rv]
612,reserve,남겨두다,1,동사,9726,19043,[rizə́:rv]
613,reserve,비축물,2,명사,2981,20134,[rizə́:rv]
614,reserve,"내성적인,신중함",2,명사,10427,29071,[rizə́ːrv]
615,reserve,보호구역,2,명사,12960,18730,[rizə́:rv]
616,resist,"저항하다,대항하다",1,동사,2985,4919,[rizíst]
617,retire,퇴직하다,1,동사,3618,5995,[ritáiər]
618,retire,"은퇴시키다,영구 사용중지하다",1,동사,3618,30943,[ritáiər]
619,rob,훔치다,1,동사,4354,6602,[ráb]
620,rubber,고무,2,명사,329,522,[rʌ́bər]
621,salary,"급여,월급",2,명사,7904,895,[sǽləri]
622,scale,~을 오르다,1,동사,2442,31064,[skeil]
623,scale,저울,2,명사,503,797,[skéil]
624,scale,눈금,2,명사,4616,27334,[skeil]
625,scale,"규모,저울,체중계",2,명사,6635,19047,[skéil]
626,scale,비늘,2,명사,8602,28519,[skeil]
627,scale,"(측정/평가의) 척도,기준",2,명사,8602,31049,[skeil]
628,scale,음계,2,명사,13277,31063,[skeil]
629,section,"구역,구획",2,명사,2059,25788,[sékʃən]
630,section,부분,2,명사,8422,2507,[sékʃən]
631,seek,구하다,1,동사,3384,19377,[sí:k]
632,seek,"노력하다,추구하다",1,동사,8226,31066,[siːk]
633,seek,찾다,1,동사,9805,5637,[sí:k]
634,shock,헝클어진 머리카락,2,명사,4637,20163,[ʃák]
635,shock,충격,2,명사,9821,5793,[ʃák]
636,shore,물가,2,명사,1282,2070,[ʃɔ́:r]
637,shore,"기슭,해안",2,명사,7054,30760,[ʃɔːr]
638,significant,상당한,3,형용사,8170,21155,[signífikənt]
639,significant,중요한,3,형용사,8171,5374,[signífikənt]
640,significant,의미 있는,3,형용사,8171,30699,[signífikənt]
641,slight,가벼운,3,형용사,5602,19054,[sláit]
642,slight,"약간의,조금의",3,형용사,8479,4795,[sláit]
643,sort,분류하다,1,동사,8381,18044,[sɔ́:rt]
644,sort,종류,2,명사,3175,5260,[sɔ́:rt]
645,soul,"영혼,정신,정수",2,명사,5044,9157,[sóul]
646,spare,(물건을) 나눠주다,1,동사,678,21632,[spέər]
647,spare,(시간/돈 등을) 할애하다,1,동사,5342,25505,[spέər]
648,spare,"(불쾌한 일을)겪지 않게 하다,할애하다",1,동사,5342,31158,[spεər]
649,spare,(죽음을) 피하게 하다,1,동사,12968,18782,[spεər]
650,spare,"절약하다,아끼다",1,동사,15306,22283,[spέər]
651,spare,예비의,3,형용사,10695,3993,[spέər]
652,standard,표준,2,명사,3716,6149,[stǽndərd]
653,standard,표본의,3,형용사,3716,19060,[stǽndərd]
654,stare,응시하다,1,동사,2680,4459,[stέər]
655,strategy,전략,2,명사,8094,4962,[strǽtədʒi]
656,struggle,"애쓰다,싸우다",1,동사,6441,3498,[strʌ́gl]
657,struggle,투쟁,2,명사,4506,27320,[strΛgl]
658,struggle,"힘든 일,어려운 일",2,명사,10824,31185,[strΛgl]
659,subjective,주관적인,3,형용사,3570,5272,[səbdʒéktiv]
660,sum,합계,2,명사,9861,6283,[sʌ́m]
661,sum,"계산,산수",2,명사,9861,31648,[sʌ́m]
662,summary,요약,2,명사,8288,4142,[sʌ́məri]
663,surround,둘러싸다,1,동사,7980,1615,[səráund]
664,surround,연관되다,1,동사,9324,30553,[səráund]
665,sweep,"쓸다,청소하다",1,동사,2136,3524,[swí:p]
666,sweep,휩쓸다,1,동사,7736,30961,[swiːp]
667,sweep,휘두름,2,명사,3973,18076,[swí:p]
668,toe,발가락,2,명사,10253,13882,[tóu]
669,transfer,갈아타다,1,동사,133,168,[trænsfə́:r]
670,transfer,"옮기다,이동하다",1,동사,2534,18864,[trænsfə́:r]
671,transfer,전근시키다,1,동사,6583,22335,[trænsfə́:r]
672,transfer,"옮기다,이전하다",1,동사,7335,30964,[trænsfə́ːr]
673,transfer,전학을 가다,1,동사,13437,21230,[trænsfə́:r]
674,transfer,(계좌) 이체하다,1,동사,13438,21231,[trænsfə́:r]
675,transfer,(전화를) 돌려주다,1,동사,15576,23883,[trænsfə́:r]
676,transport,수송하다,1,동사,8206,3250,[trænspɔ́:rt]
677,transport,"이동시키다,귀양 보내다",1,동사,8206,30701,[trænspɔ́ːrt]
678,transport,운송수단,2,명사,8206,19084,[trǽnspɔ̀:rt]
679,trap,가두다,1,동사,65,18867,[trǽp]
680,trap,"끌어모으다,모아 두다",1,동사,7590,31231,[træp]
681,trap,덫,2,명사,930,1478,[trǽp]
682,unite,결합하다,1,동사,2385,421,[ju(:)náit]
683,valley,골짜기,2,명사,355,566,[vǽli]
684,valley,계곡,2,명사,355,27379,[vǽli]
685,vary,다르다,1,동사,828,19446,[vέri; vǽri]
686,vary,다양하다,1,동사,7960,20682,[vέri; vǽri]
687,vary,바꾸다,1,동사,9499,2137,[vέri; vǽri]
688,vary,다르게 하다,1,동사,9499,30855,[vέəri]
689,vehicle,"차량,운송 수단",2,명사,2537,4220,[ví:ikl; ví:hikl]
690,vehicle,매개체,2,명사,12991,18898,[ví:ikl; ví:hikl]
691,violent,폭력적인,3,형용사,8471,6130,[váiələnt]
692,violent,(감정/말 등이) 격렬한,3,형용사,12119,25524,[váiələnt]
693,wage,(전쟁을) 벌이다,1,동사,8089,25525,[wéidʒ]
694,wage,임금,2,명사,2827,4688,[wéidʒ]
695,accident,사고,2,명사,1677,2781,[ǽksidənt]
696,accident,우연,2,명사,8000,24026,[ǽksidənt]
697,account,계좌,2,명사,305,490,[əkáunt]
698,account,(이메일/웹사이트) 계정,2,명사,7317,20265,[əkáunt]
699,account,설명,2,명사,8217,19103,[əkáunt]
700,adventure,모험,2,명사,1205,1949,[ædvénʧər]
701,advice,"조언,충고",2,명사,3486,5794,[ædváis]
702,aid,도움,2,명사,7991,1504,[éid]
703,airport,공항,2,명사,387,618,[έərpɔ̀:rt]
704,ambulance,구급차,2,명사,11969,16221,[ǽmbjuləns]
705,among,(세 개 이상) ~중에,6,전치사,2699,4493,[əmʌ́ŋ]
706,angel,천사,2,명사,5146,14291,[éindʒəl]
707,apart,떨어져서,4,부사,1061,1687,[əpá:rt]
708,appear,"~인 것 같다,~처럼 보이다",1,동사,3393,20715,[əpíər]
709,appear,"나타나다,(글 속에)나오다",1,동사,8449,1112,[əpíər]
710,appear,"보이다,드러나다",1,동사,8449,30729,[əpíər]
711,asleep,잠들어 있는,3,형용사,2855,4818,[əslí:p]
712,attention,"주의,관심",2,명사,3202,5300,[əténʃən]
713,attention,집중,2,명사,9811,17034,[əténʃən]
714,attention,관심,2,명사,14640,19477,[əténʃən]
715,attitude,태도,2,명사,3570,5932,[ǽtɪtù:d]
716,attitude,"태도,방식",2,명사,3570,27274,[ǽtitjùːd]
717,automatic,자동적인,3,형용사,2857,4734,[ɔ̀:təmǽtik]
718,avoid,피하다,1,동사,8298,6195,[əvɔ́id]
719,avoid,"막다,방지하다",1,동사,12117,18164,[əvɔ́id]
720,award,수여하다,1,동사,8167,25948,[əwɔ́:rd]
721,beneath,"아래에,밑에",6,전치사,2150,6261,[biní:θ]
722,bin,상자,2,명사,10020,2928,[bín]
723,bin,쓰레기통,2,명사,10020,16747,[bín]
724,bitter,(맛이) 쓴,3,형용사,2135,3523,[bítər]
725,bitter,(언쟁 등이) 격렬한,3,형용사,4593,20298,[bítər]
726,bitter,억울한,3,형용사,5428,30617,[bítər]
727,bitter,매우 불쾌한,3,형용사,8259,19842,[bítər]
728,bitter,쓰라린,3,형용사,12832,18196,[bítər]
729,bitter,"쓰라린,불쾌한",3,형용사,12832,30620,[bítər]
730,breast,가슴,2,명사,86,103,[brést]
731,breathe,호흡하다,1,동사,2006,6448,[brí:ð]
732,breathe,(생기 등을) 불어넣다,1,동사,9547,26097,[brí:ð]
733,century,세기,2,명사,14789,3117,[sénʧəri]
734,chairman,"회장,의장",2,명사,2709,4510,[ʧέərmən]
735,challenge,~에 이의를 제기하다,1,동사,10979,31161,[ʧǽlindʒ]
736,challenge,난제,2,명사,7631,19872,[ʧǽlindʒ]
737,character,"성격,문자",2,명사,625,3080,[kǽriktər]
738,character,"등장인물,캐릭터",2,명사,1411,16763,[kǽriktər]
739,character,문자,2,명사,2201,16764,[kǽriktər]
740,character,특징,2,명사,3631,17070,[kǽriktər]
741,civil,문명의,3,형용사,1267,21316,[sívəl]
742,civil,"민간의,시민의",3,형용사,2051,3367,[sívəl]
743,coin,(낱말/어구) 만들다,1,동사,5216,19166,[kɔ́in]
744,coin,화폐를 주조하다,1,동사,14754,22627,[kɔ́in]
745,coin,동전,2,명사,30,1584,[kɔ́in]
746,common,"공유지,공원",2,명사,380,31513,[kámən]
747,common,"공통의,흔한",3,형용사,270,612,[kámən]
748,common,"보통의,일반의",3,형용사,9698,25610,[kámən]
749,common,흔한,3,형용사,12477,17082,[kámən]
750,community,공동체,2,명사,368,586,[kəmjú:nəti]
751,community,지역 사회,2,명사,2753,20336,[kəmjú:nəti]
752,connect,연결하다,1,동사,2842,4709,[kənékt]
753,constant,끊임없는,3,형용사,8271,18282,[kánstənt]
754,constant,"일정한,불변의",3,형용사,8344,4670,[kánstənt]
755,content,"내용,목차",2,명사,1218,1969,[kάntent]
756,content,"(복수형)내용물,내용,콘텐츠",2,명사,1648,31178,[kάntent]
757,content,만족한,3,형용사,9433,17094,[kάntent]
758,current,"해류,물살",2,명사,1284,20361,[kə́:rənt]
759,current,전류,2,명사,2999,20819,[kə́:rənt]
760,current,현재의,3,형용사,3857,6404,[kə́:rənt]
761,damage,손상(시키다),1,동사,1948,19190,[dǽmidʒ]
762,damage,"손상,피해",2,명사,1948,3213,[dǽmidʒ]
763,direct,명령하다,1,동사,8037,22807,[dərékt; dairékt]
764,direct,향하다,1,동사,8437,18326,[dərékt; dairékt]
765,direct,~을 방향 짓다,1,동사,8437,25629,[dərékt; dairékt]
766,direct,안내하다,1,동사,9592,18327,[dərékt; dairékt]
767,direct,감독하다,1,동사,11774,17754,[dərékt; dairékt]
768,direct,직접적인,3,형용사,8011,5508,[dərékt; dairékt]
769,discipline,"(대학의) 학과,학문",2,명사,846,24314,[dísəplin]
770,discipline,"훈련,훈육",2,명사,3969,6594,[dísəplin]
771,discipline,규율,2,명사,6670,19925,[dísəplin]
772,discipline,절제력,2,명사,9955,22814,[dísəplin]
773,emotion,감정,2,명사,148,194,[imóuʃən]
774,empty,비우다,1,동사,16191,2730,[émpti]
775,empty,텅 빈,3,형용사,1648,21508,[émpti]
776,exhaust,다 써버리다,1,동사,837,1334,[igzɔ́:st]
777,exhaust,지치게 하다,1,동사,9307,17778,[igzɔ́:st]
778,exhaust,배기관,2,명사,1400,19957,[igzɔ́:st]
779,exhaust,배기가스,2,명사,13028,18979,[igzɔ́:st]
780,experiment,실험,2,명사,6846,3479,[ikspérəmənt]
781,expose,노출시키다,1,동사,1027,17141,[ìkspóuz]
782,expose,노출하다,1,동사,1027,30982,[ikspóuz]
783,expose,경험하게 하다,1,동사,7774,22942,[ikspóuz]
784,expose,폭로하다,1,동사,8005,1212,[ìkspóuz]
785,express,표현하다,1,동사,3717,6151,[iksprés]
786,express,특급 배송,2,명사,7558,20396,[iksprés]
787,express,"급행의,신속한",3,형용사,5346,21915,[iksprés]
788,factor,요인,2,명사,10890,4141,[fǽktər]
789,fantastic,"멋진,환상적인",3,형용사,3922,6524,[fæntǽstik]
790,feature,"특별히 포함하다,대서특필하다",1,동사,608,25940,[fí:ʧər]
791,feature,전시하다,1,동사,3018,30783,[fíːʧər]
792,feature,"등장시키다,출현시키다",1,동사,8449,26089,[fí:ʧər]
793,feature,특별히 포함하다,1,동사,8469,30795,[fíːʧər]
794,feature,특별하게 다루다,1,동사,8590,30774,[fíːʧər]
795,feature,특징으로 삼다,1,동사,9599,19968,[fí:ʧər]
796,feature,"이목구비,용모",2,명사,7610,22971,[fíːʧər]
797,feature,(신문/방송 등의) 특집,2,명사,15680,24393,[fíːʧər]
798,fee,"요금,수수료",2,명사,10889,2414,[fí:]
799,govern,"통치하다,운영하다",1,동사,3609,5983,[gʌ́vərn]
800,govern,"좌우하다,지배하다",1,동사,3609,30846,[gΛvərn]
801,improve,"향상시키다,개선되다",1,동사,9871,6359,[imprú:v]
802,instant,"순간,찰나",2,명사,6943,23216,[ínstənt]
803,instant,즉각의,3,형용사,2000,5385,[ínstənt]
804,instant,인스턴트의,3,형용사,11370,27344,[ínstənt]
805,instruct,지시하다,1,동사,6406,17215,[instrʌ́kt]
806,instruct,가르치다,1,동사,7797,87,[ínstrʌkt]
807,instrument,"기구,도구",2,명사,581,915,[ínstrəmənt]
808,instrument,"악기,도구",2,명사,11400,16669,[ínstrəmənt]
809,iron,다림질 하다,1,동사,7293,25411,[áiərn]
810,iron,철,2,명사,3408,5674,[áiərn]
811,iron,다리미,2,명사,12704,25693,[áiərn]
812,iron,고데기,2,명사,12731,17854,[áiərn]
813,label,명칭을 붙이다,1,동사,10710,17866,[léibəl]
814,label,상표,2,명사,16093,1034,[léibəl]
815,local,현지인,2,명사,3592,19655,[lóukəl]
816,local,지방의,3,형용사,3279,5449,[lóukəl]
817,local,"현지의,지역의",3,형용사,3592,25712,[lóukəl]
818,local,"(의학) 국소의,국부의",3,형용사,15721,24703,[lóukəl]
819,lock,자물쇠,2,명사,2865,4745,[lάk]
820,mark,~임을 보여 주다,1,동사,11014,30565,[maːrk]
821,mark,특징,2,명사,8460,17899,[má:rk]
822,mark,점수,2,명사,9974,25470,[máːrk]
823,match,"대응하다,연결하다",1,동사,901,30555,[mæʧ]
824,match,"맞먹다,필적하다",1,동사,1615,18572,[mǽʧ]
825,match,부응하다,1,동사,7771,18571,[mǽʧ]
826,match,연결시키다,1,동사,7885,16906,[mǽʧ]
827,match,어울리다,1,동사,9621,19008,[mǽʧ]
828,match,일치하다,1,동사,9704,31617,[mǽʧ]
829,match,짝짓기 하다,1,동사,12151,21376,[mǽʧ]
830,match,"맞수,호적수",2,명사,287,24727,[mǽʧ]
831,match,"성냥,시합",2,명사,2067,16907,[mǽʧ]
832,match,"경기,시합",2,명사,12443,3391,[mǽʧ]
833,ordinary,보통의,3,형용사,8468,2437,[ɔ́:rdənèri]
834,own,소유하다,1,동사,1915,19698,[óun]
835,pack,가득 채우다,1,동사,249,31184,[pæk]
836,pack,포장하다,1,동사,2123,5567,[pǽk]
837,pack,짐을 싸다,1,동사,12767,17949,[pǽk]
838,pain,(육체적) 아픔,2,명사,2174,3578,[péin]
839,pattern,무늬,2,명사,949,1503,[pǽtərn]
840,pattern,양식,2,명사,949,17284,[pǽtərn]
841,pattern,"행동 양식,유형",2,명사,15822,25297,[pǽtərn]
842,perform,공연하다,1,동사,2382,17518,[pərfɔ́:rm]
843,perform,(작동하며) 돌아가다,1,동사,3927,22152,[pərfɔ́:rm]
844,perform,"수행하다,공연하다",1,동사,8440,3475,[pərfɔ́:rm]
845,planet,행성,2,명사,3834,6349,[plǽnit]
846,profit,이익,2,명사,784,4569,[práfit]
847,public,대중,2,명사,3424,21081,[pʌ́blik]
848,recipe,조리법,2,명사,3136,5186,[résəpì]
849,recycle,재활용하다,1,동사,2971,4903,[rì:sáikl]
850,reduce,"줄이다,축소하다",1,동사,3224,5335,[ridú:s]
851,reduce,바꾸다,1,동사,9498,20124,[ridú:s]
852,reduce,(규모/크기) 축소하다,1,동사,13052,19039,[ridú:s]
853,relative,친척,2,명사,3509,5838,[rélətiv]
854,relative,상대적인,3,형용사,9545,19355,[rélətiv]
855,rest,"(어떤 것에)받치다,기대다",1,동사,1021,25774,[rést]
856,rest,나머지,2,명사,9637,17998,[rést]
857,rule,지배하다,1,동사,3609,18743,[ru:l]
858,rule,판결하다,1,동사,11051,23710,[rúːl]
859,rule,"규칙,규정",2,명사,506,800,[rú:l]
860,rule,통치,2,명사,3609,25782,[rú:l]
861,sample,견본,2,명사,586,380,[sǽmpl]
862,scream,"비명을 지르다,날카롭게 소리치다",1,동사,714,1138,[skrí:m]
863,secure,"얻다,확보하다",1,동사,4091,22254,[səkjúər]
864,secure,확실히 하다,1,동사,7817,30872,[sikjúər]
865,secure,"안전하게 지키다,보호하다",1,동사,8240,26136,[səkjúər]
866,secure,안전한,3,형용사,2188,3604,[səkjúər]
867,sensation,세상을 떠들썩하게 하는 사건,2,명사,1875,25334,[senséiʃən]
868,sensation,감각,2,명사,7812,171,[senséiʃən]
869,sensation,"감정,기분,느낌",2,명사,15509,31168,[senséiʃən]
870,serve,"일하다,근무하다",1,동사,370,20596,[sə́:rv]
871,serve,"제공하다,(요리를) 차려 주다",1,동사,3111,3070,[sə̀:rv]
872,serve,"제공하다,봉사하다,섬기다",1,동사,3111,31073,[səːrv]
