fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The teacher ___ homework for class.,선생님이 숙제를 [[부여]]했어요.,assign,You give someone a task.,누군가에게 일을 주는 거예요.
Please ___ the file.,파일에 [[붙이다]] 해주세요.,attach,It means to add one thing to another.,하나의 물건을 다른 것에 더하는 거예요.
Please ___ your form here.,양식을 [[첨부]]해 주세요.,attach,You make two items join together.,두 물건을 연결해요.
Children ___ to their toys.,아이들은 장난감에 [[애착]]을 가지게 해요.,attach,It means to become fond of something.,무엇을 좋아하게 되는 뜻이에요.
Please ___ the file to your email.,파일을 이메일에 [[첨부]]하세요.,attach,You add a file to an email.,이메일에 파일을 붙일 때 쓰는 단어예요.
Please ___ the file.,파일에 [[부여]]하세요.,attach,It connects things together.,두 가지를 함께 이어줘요.
They ___ the meeting on time.,그들은 회의를 [[수행]]해요.,attend,You join a class or event to learn.,수업이나 행사에 참여할 때 쓰여요.
I ___ the meeting today.,나는 회의에 [[참석]]해요.,attend,You are present at an event like a class.,수업 같은 모임에 있어요.
I ___ school every day.,나는 매일 학교에 [[다니]]요.,attend,"When you go to a meeting or class, you are there.",회의나 수업에 정기적으로 가요.
The ad ___ people.,그 광고가 사람들을 [[끌다]].,attract,It makes things come closer.,사물이나 사람들이 가까워지게 만들어요.
The park ___ many birds.,공원은 많은 새들을 [[끌어당기다]].,attract,It makes people or things come closer.,사람이나 물건을 가까이 오게 만들어요.
She will ___ him gently.,그녀는 그를 부드럽게 [[깨우]]어요.,awake,It means to make someone stop sleeping.,누군가 잠에서 깨게 만드는 뜻이에요.
The child is ___ now.,아이는 지금 [[깨어 있는]] 상태예요.,awake,"When you are not asleep, your eyes are open.",잠들지 않고 눈을 뜬 상태예요.
Heroes ___ for freedom.,영웅들은 자유를 위해 [[맞서다]]해요.,battle,It is what you do when fighting an enemy.,적과 싸울 때 하는 행동이에요.
Armies met in a ______.,군대가 [[전투]]를 했다.,battle,It is a fight between armies.,두 집단이 싸우는 전쟁의 한 부분이에요.
This plan gives ___ to many people.,이 계획은 많은 사람들에게 [[혜택]]을 줘요.,benefit,It means a good thing you receive.,어떤 것으로부터 받는 좋은 것이에요.
I get ___ from my job.,나는 회사에서 [[수당]]을 받았어요.,benefit,It is extra money given by work.,일할 때 추가로 받는 돈이에요.
The company earned ___ dollars.,회사에서 [[10억]] 달러 벌었어요.,billion,It starts with 'b'!,b로 시작하는 단어예요!
He saw a ___ on the street.,남자는 길에서 [[폭탄]]을 봤어요.,bomb,It is a dangerous object that can explode.,터질 수 있는 위험한 물건이에요.
Farmers ___ their cows.,농부들은 그들의 소에 [[낙인]]해요.,brand,It means marking animals with a hot iron.,뜨거운 철판으로 동물에게 표시를 해요.
He bought a famous ___.,그는 유명한 [[상표]]를 샀어요.,brand,It is a name on products from a company.,회사 제품에 붙은 이름이에요.
I plan my ___ every month.,나는 매달 [[예산]]을 세워요.,budget,It is a plan for money spending.,돈을 어떻게 쓸지 계획하는 것이에요.
They will ___ the time capsule.,그들은 시간캡슐을 [[묻]]어요.,bury,You use this word when putting something in the ground.,무언가를 땅에 묻을 때 사용하는 단어예요.
She can ___ the price in seconds.,그녀는 몇 초 안에 [[계산]]할 수 있어요.,calculate,You use numbers to find a result.,숫자를 이용해 결과를 찾아요.
She will ___ the total price.,그녀는 총 가격을 [[추정]]할 거예요.,calculate,You use this when solving math problems.,수학 문제를 풀 때 쓰는 행동이에요.
He ___ a stone.,그는 돌을 [[던지]]었어요.,cast,It is what you do when you send something through the air.,무언가를 공중으로 보낼 때 하는 행동이에요.
He ___ a smile.,그는 서로에게 [[미소]]를 던졌어요.,cast,It means to throw a smile or glance.,누군가에게 미소나 시선을 던질 때 쓰는 말이에요.
The director ___ the actor.,감독은 배우를 [[캐스팅]]했어요.,cast,It means to select actors for a film.,영화에서 역할을 맡을 사람을 고르는 것이에요.
The film's ___ won awards.,영화의 [[출연자들]] 상을 받았어요.,cast,They are the people who act in a movie.,영화에서 연기하는 사람들이에요.
He had a ___ on his arm.,그는 팔에 [[깁스(붕대)]]를 했어요.,cast,It is used when a bone is broken.,뼈가 부러졌을 때 사용하는 것이에요.
Select the proper ___ for your items.,적절한 [[범주]]를 선택하세요.,category,It means a group of similar things.,비슷한 것들이 모인 그룹을 의미해요.
She will ___ the vegetables now.,그녀는 지금 야채를 [[다지]]해요.,chop,A way to quickly cut food into small pieces.,음식을 작게 자르기 위한 방법이에요.
She will ___ the log.,그녀는 통나무를 [[자르]]어요.,chop,It means to cut something into pieces using a tool.,도구로 물건을 조각내는 것을 말해요.
I need ___ after work.,나는 퇴근 후에 [[안락]]이 필요해요.,comfort,You feel this when you are safe and relaxed.,안전하고 편안할 때 느끼는 기분이에요.
You must ___ on your studies.,수업 중에 [[집중]]해야 해요.,concentrate,It means you focus carefully on something.,한 가지에 마음을 모으는 것을 뜻해요.
This ___ is very simple.,이것은 아주 쉬운 [[개념]]이에요.,concept,It is a basic idea for explaining things.,어떤 것을 설명할 때 쓰는 기본적인 생각이에요.
Bad weather can ___ your travel.,나쁜 날씨가 여행에 [[영향]]을 미쳐요.,concern,It is used when something affects you.,무엇인가가 당신에게 영향을 미칠 때 쓰는 단어예요.
This ___ me.,이것은 나와 [[관련이 있다]].,concern,It means something is connected to you.,어떤 것이 너와 연결되어 있을 때 사용해요.
He has ___ for his studies.,그는 학업에 [[관심]]이 있어요.,concern,It means you care about or worry about something.,누군가나 어떤 일에 대해 신경 쓰거나 걱정할 때 쓰는 말이에요.
They assigned a ___ to Alice.,그들은 알리스에게 [[책임]]을 맡겼어요.,concern,It is a duty someone is given.,누군가에게 주어진 일이에요.
The queen wore a ___.,여왕은 머리에 [[왕관]]을 쓰셨어요.,crown,It is worn on the head by royalty.,왕이나 여왕이 머리에 쓰는 거예요.
They will ___ the meeting.,그들은 회의를 [[미루다]]했어요.,delay,It means to make an event happen later than planned.,이 단어는 약속된 시간보다 늦게 일어나게 하는 것을 말해요.
The train had a ___.,기차에 [[지연]] 있었어요.,delay,When something happens later than planned.,계획보다 늦게 일어날 때를 말해요.
I ___ respect.,나는 [[요구]]해요.,demand,When you ask for something strongly.,무언가를 강하게 요청할 때 사용하는 말이에요.
There is ___ for toys.,장난감에 대한 [[요구]]가 있어요.,demand,It is a strong request.,누군가 무언가를 강하게 요청하는 거예요.
There is ___ for rice.,쌀에 대한 [[수요]]가 있어요.,demand,It means how much people want things.,사람들이 정말 원하는 양을 의미해요.
They ___ peace.,그들은 평화를 [[소망]]해요.,desire,You strongly want something.,뭔가를 정말로 원할 때 쓰는 단어예요.
They ___ a better future.,그들은 더 나은 미래를 [[바라]]요.,desire,It is when you really want something.,정말로 무언가를 원한다는 뜻이에요.
They often chase their ______ for success.,그들은 성공을 위한 [[갈망]]을 자주 추구해요.,desire,How would you feel when you really want something?,정말 원하는 것이 있을 때 어떤 기분일까요?
The sensor can ______ smoke.,이 센서는 연기를 [[감지]]할 수 있어요.,detect,You use it to notice hidden things.,숨겨진 것을 알아차릴 때 쓰는 단어예요.
The spy can ___ secrets.,스파이는 비밀을 [[찾아내다]].,detect,It means to find what is hidden.,숨겨진 것을 찾는다는 뜻이에요.
They ___ the ground.,그들은 땅을 [[파다]]해요.,dig,You use a shovel to make a hole in the garden.,정원에서 삽으로 땅을 파요.
He arrived _____ after a long wait.,그는 긴 기다림 후에 [[결국]] 도착했어요.,eventually,It means when something happens after waiting a long time.,오랜 시간이 지난 후에 일이 일어난다는 뜻이에요.
People ___ gifts during the party.,사람들은 파티에서 선물을 [[교환]]해요.,exchange,"When you swap items with someone, you do this.",누군가와 물건을 서로 바꿀 때 하는 행동이에요.
The cultural ___ was lively.,문화의 [[교류]]는 활기찼어요.,exchange,It means when people swap things with each other.,사람들이 서로 물건을 바꾸는 것을 의미해요.
I went to the bank for ___.,나는 은행에 가서 [[환전]]했어요.,exchange,"When you change money at a bank, what do you do?",은행에서 돈을 바꿀 때 무슨 일을 하나요?
They had a lively ___.,그들은 활발한 [[대화]]를 나눴어요.,exchange,It means having a lively talk or debate.,활발한 대화나 논쟁을 뜻해요.
She is an ___ in math.,그녀는 [[전문가]]예요.,expert,Someone very good at what they do.,자신의 일을 아주 잘하는 사람이에요.
The road ___ to the park.,도로가 [[이어지다]] 공원으로 갑니다.,extend,It means to make something longer.,어떤 것을 더 길게 만들어요.
The teacher will ___ the break.,선생님은 쉬는 시간을 [[늘이다]]셨어요.,extend,It means to make something longer.,무언가를 더 길게 만들다는 뜻이에요.
They will ___ the bridge this year.,그들은 올해 다리를 [[확장]]할 거예요.,extend,You make something longer or bigger.,뭔가를 더 길거나 크게 만들어요.
We ___ our holiday by two days.,우리는 휴일을 이틀 더 [[연장]]해요.,extend,It means to make a period longer.,기간을 더 길게 만들어요.
Your benefit will ____.,당신의 혜택이 [[연장]]될 거예요.,extend,It means to make something last longer.,어떤 좋은 것이 더 오래 지속되도록 만드는 거예요.
I will ___ the ball.,나는 공을 [[움켜잡]]았어요.,grab,It means to take something quickly.,무언가를 빠르게 집어드는 것을 말해요.
I will ___ a cookie.,나는 쿠키를 [[잡]]았어요.,grab,It means to quickly take something.,빠르게 무언가를 가져가는 것을 말해요.
I ___ a cookie.,나는 쿠키를 [[가로채]]요.,grab,You take something quickly without asking.,누군가의 물건을 재빨리 가져갈 때 쓰는 말이에요.
A strong ___ creates new jobs.,강한 [[산업]]이 새로운 일자리를 만들어요.,industry,It involves many companies in one field.,많은 회사들이 한 분야에서 일해요.
She shows ___ in her work.,그녀는 일에서 [[근면]]을 보여요.,industry,"When you work hard, you show this quality.",열심히 일할 때 보이는 성질이에요.
Her ______ changed my life.,그녀의 [[영향]]이 내 인생을 바꿨어요.,influence,It means the power one person has over another.,한 사람이 다른 사람에게 미치는 힘을 말해요.
The cake has a ___ of frosting.,케이크에 [[층]]의 프로스팅이 있어요.,layer,It is one level in a building or cake.,건물이나 케이크에서 볼 수 있는 한 부분이에요.
They ___ the museum.,그들은 박물관을 [[찾다]].,locate,You use this word when you need to find a place.,어느 장소를 찾을 때 쓰는 단어예요.
I ___ my wallet.,나는 내 지갑의 [[위치]]를 찾았어요.,locate,It is used to say where something is.,어떤 것의 위치를 말할 때 쓰는 단어예요.
They ___ the room every day.,그들은 매일 방을 [[재다]]했어요.,measure,It means finding the size or amount of something.,무엇의 크기나 양을 알아내는 것을 뜻해요.
The teacher ___ our work carefully.,선생님이 우리 과제를 [[평가]]해요.,measure,It means to decide the value or quality of something.,무엇의 가치나 상태를 정하는 뜻이에요.
They adopted ___ for safety.,그들은 안전을 위해 [[대책]]을 채택했어요.,measure,It is a plan to fix something.,문제를 해결하기 위한 계획이에요.
The government took a ___ for safety.,정부는 안전을 위해 [[조치]]를 취했어요.,measure,It is an action taken to solve a problem.,문제를 해결하기 위해 취해진 행동이에요.
You exercise to strengthen your ___.,운동하면 [[근육]]이 강해져요.,muscle,It is in your body and helps you move.,몸 안에 있고 움직일 때 도움을 줘요.
His laugh sounded ___ during the party.,그의 웃음은 [[이상한]] 소리였어요.,odd,It describes something that is not usual.,평소와 다른 것을 설명해요.
The number is ___.,숫자는 [[임시의]]예요.,odd,It means not normal and a bit strange.,보통과 다르고 약간 이상해요.
This number is __.,이 숫자는 [[홀수]]예요.,odd,It describes a number that is not even.,짝수가 아닌 숫자를 말해요.
He gave a ___ suggestion.,그는 [[특정한]] 제안을 했어요.,particular,This word describes something very specific.,이 단어는 아주 특정한 것을 말해요.
She gave a ___ answer.,그녀는 [[특별한]] 답을 주었어요.,particular,This word describes something that is not common or ordinary.,이 단어는 평범하지 않은 것을 설명해요.
Follow the ___ to reach the park.,공원에 도착하려면 [[작은 길]]을 따라가세요.,path,It is a small road you can walk on.,산책할 때 걸을 수 있는 작은 길이에요.
Take the ___ to the park.,공원으로 가는 [[길]]을 따라가세요.,path,You follow it to reach somewhere.,어디로 갈 때 따라가요.
I ___ my paperwork.,나는 서류를 [[처리]]해요.,process,It means to deal with something in steps.,순서대로 일을 처리하는 것을 뜻해요.
The water is ______.,물은 [[순수]]해요.,pure,It means very clean and natural.,아주 깨끗하고 자연스러워요.
The price seems ______.,이 가격은 [[합리적인]]이에요.,reasonable,It describes something that is fair and makes sense.,공정하고 이치에 맞는 것을 말해요.
The price is ______ today.,이 가격은 [[합리적인]] 것 같아요.,reasonable,What word describes a fair price?,가격이 알맞음을 말할 때 쓰는 단어예요.
I ___ his invitation.,나는 그의 초대를 [[거절]]했어요.,refuse,It is used when you say no to an offer.,제안을 받았을 때 '아니요'라고 말할 때 써요.
I signed the ___ at school.,나는 학교에서 [[기록]]에 서명했어요.,register,A book you sign your name in.,이름을 적는 책이에요.
They ___ the gas from the tank.,그들은 탱크에서 [[방출]]했어요.,release,It means to let something out from a container.,용기 밖으로 무언가 나오게 하는 것을 뜻해요.
They will ___ the album.,그들은 음반을 [[발표]]해요.,release,It means to let everyone see it.,모두가 볼 수 있게 만드는 뜻이에요.
They will ___ a book soon.,그들은 곧 책을 [[출판]]할 거예요.,release,It means to make a book available to everyone.,책이 모두에게 읽히도록 만드는 거예요.
They ___ stress after the exam.,시험 후에 그들은 스트레스를 [[해소]]했어요.,release,You let go of worries to feel calm.,걱정을 없애고 편안해지는 거예요.
I sometimes ___ my feelings.,나는 때때로 내 감정을 [[표출]]해요.,release,You let your feelings out.,감정을 내보낼 때 쓰는 단어예요.
Water is an important ___.,물은 중요한 [[자원]]이에요.,resource,It is something you can use to help you.,필요할 때 쓸 수 있는 것을 의미해요.
We used ___ for our project.,이 프로젝트에 [[재료]]을 사용했어요.,resource,It is something you use to help you work or study.,일이나 공부에 도움이 되는 것을 말해요.
Plants need ___ to grow.,식물은 [[토양]]에서 자라요.,soil,It is the land where plants grow.,식물이 자라는 땅이에요.
My arm is ___ today.,내 팔이 [[아픈]] 오늘.,sore,It describes when your body hurts.,몸이 아플 때 사용하는 단어예요.
Give me a ___ answer.,나에게 [[구체적인]] 답을 줘요.,specific,"It means clear and exact, not vague.",애매하지 않고 명확한 뜻이에요.
Please give ___ directions.,길을 알려 줄 때 [[고유의]] 방법을 사용해요.,specific,"It means clear and exact details, not general ones.","일반적이지 않고, 명확하고 정확한 정보를 원할 때 쓰는 말이에요."
I need a ______ plan.,나는 [[특정]]한 계획이 필요해요.,specific,It means clear and exact.,명확하고 정확한 것을 의미해요.
I ___ the first syllable.,나는 단어에 [[강세]]를 둬요.,stress,"When speaking, you emphasize one part of a word.",말할 때 단어의 한 부분을 강조해요.
She will ___ the main idea.,그녀는 주된 [[강조]]할 거예요.,stress,"When speaking, you make a part sound more important.","말할 때, 어떤 부분을 더 중요하게 만드는 거예요."
Engineers check ___ on the bridge.,"엔지니어들이 다리의 [[압력,응력]]을 확인해요.",stress,It is the force that pushes or pulls on something.,무엇인가를 누르거나 당기는 힘이에요.
He ___ me as smart.,그는 나에게 [[강한 인상]] 주었어요.,strike,It means to make someone feel impressed.,누군가에게 깊은 인상을 남기는 뜻이에요.
Ideas ___ without warning.,아이디어가 갑자기 [[떠오르]]어요.,strike,What happens when a thought appears suddenly?,갑자기 생각이 날 때 어떤 일이에요?
The baseball player will ___ the ball.,야구선수가 공을 [[세게 치다]].,strike,You hit something with force.,무언가를 힘 있게 칠 때 사용해요.
"If trouble ___, we feel upset.","문제가 [[발생]]하면, 속상해져요.",strike,It means for something to happen all of a sudden.,어떤 일이 갑자기 일어난다는 뜻이에요.
The car ___ the wall.,차가 벽에 [[부딪치]]어요.,strike,It means to hit something hard.,뭔가를 세게 치는 뜻이에요.
Workers joined the ___ today.,노동자들이 [[파업]]에 참여했어요.,strike,Workers stop working to request changes.,노동자들이 변화를 요구하며 일을 멈추는 것을 말해요.
The building's ___ is impressive.,이 건물의 [[구조]]가 인상적이에요.,structure,It shows how parts join in a building.,건물의 부분들이 어떻게 연결되는지 설명해요.
I ___ my bag with snacks.,나는 가방에 [[채워 넣]]었어요.,stuff,You put things into something to fill it.,어떤 것에 물건을 넣어 채우는 행동이에요.
She packed ___ in her bag.,그녀는 가방에 [[물건]]을 넣었어요.,stuff,These are items you use or need.,이것들은 일상에서 필요한 것들이에요.
He will ___ his father.,그는 아버지를 [[승계]]할 거예요.,succeed,It means taking someone's place next.,누군가의 자리를 이어받는 거예요.
He will ___ if he tries.,그는 노력하면 [[성공]]할 거예요.,succeed,You win when you put effort in.,노력하면 이긴다는 뜻이에요.
It is ___ a good film.,이 영화는 [[그 정도의]] 좋은 영화예요.,such,It is used before a noun to show a strong quality.,명사 앞에서 강한 정도를 나타낼 때 사용해요.
It is ___ a beautiful day.,오늘 날씨가 [[이처럼]] 아름다워요.,such,You use this word to emphasize a quality in a noun.,이 단어는 명사를 강조할 때 쓰여요.
It is ___ a good day.,오늘은 [[와 같은]] 좋은 날이에요.,such,It shows similarity between things.,비슷한 것을 나타낼 때 사용해요.
I have never seen ___ a cat.,나는 [[그러한]] 고양이를 본 적이 없어요.,such,It is used to describe something like that.,비슷한 종류의 것을 설명할 때 사용해요.
A ___ noise startled everyone.,모두를 놀라게 한 [[갑작스러운]] 소리가 있었어요.,sudden,It means something happens quickly with no warning.,아무런 예고 없이 무언가 빨리 일어나는 것을 말해요.
I ___ a new idea.,나는 새로운 생각을 [[제안]]해요.,suggest,What do you do in a meeting to give your idea?,"회의에서 아이디어를 말하고 싶을 때, 무엇을 할까요?"
I ___ a new plan.,나는 새로운 계획을 [[암시]]했어요.,suggest,When you give an idea to someone.,누군가에게 아이디어를 전달할 때 쓰는 말이에요.
The submarine ___ after diving deep.,잠수함이 깊이 잠수한 후 [[수면]] 했어요.,surface,It means to come up from under water.,물 밑에서 위로 나오게 되는 행동이에요.
I ___ my food.,나는 음식을 [[삼키]]어요.,swallow,"When you eat, you let food go down your throat.","먹을 때, 음식이 목으로 내려가는 행동이에요."
I saw a ___ near the river.,나는 강가에서 [[제비]]를 봤어요.,swallow,It is a bird that builds nests and flies fast.,이 새는 날며 작은 둥지를 만들어요.
The branch ___ in the wind.,나뭇가지가 바람에 [[흔들리]]어요.,swing,It means to move back and forth.,앞뒤로 움직인다는 뜻이에요.
He ___ his sword.,그는 칼을 [[휘두르]]어요.,swing,It means to move something with a quick curved motion.,무언가를 곡선 모양으로 빠르게 움직이는 거예요.
She ___ in the playground.,그녀는 놀이터에서 [[빙 돌리다]]해요.,swing,It means to move back and forth.,앞뒤로 움직이는 것을 말해요.
The child loves the ___.,아이들은 놀이터에서 [[그네]]를 타요.,swing,You ride it back and forth for fun.,앞뒤로 움직이며 즐겁게 탈 수 있어요.
I use the ___.,나는 [[스위치]]를 사용해요.,switch,You press it to turn things on and off.,누르면 전원을 켜고 끄는 물건이에요.
Many people use ___ every day.,많은 사람들이 매일 [[기술]]을 사용해요.,technology,It is the use of tools and machines for work.,일과 생활에 필요한 도구와 기계를 사용함을 말해요.
A ___ boy plays soccer.,나는 [[10대]] 친구를 만났어요.,teenage,It describes being between a child and an adult.,어린이와 어른 사이의 나이를 말해요.
My school ___ is short.,저의 학교 [[학기]]는 짧아요.,term,It means a period in school.,학교에서 한 학기의 기간을 말해요.
My school ___ ends in June.,내 학교 [[학기]]는 6월에 끝나요.,term,It is a period for studying in school.,학교에서 공부하는 시간이에요.
Their ___ is nice.,그들의 [[사이]]가 좋아요.,term,It describes a friendly relationship.,사람들 간의 친한 관계를 말해요.
The ___ stole a wallet.,그 [[도둑]]은 지갑을 훔쳤어요.,thief,This person takes things that belong to others.,남의 물건을 훔치는 사람이에요.
He went out ___ it was raining.,비가 오는데도 [[~이기는 하지만]] 나갔어요.,though,It connects two opposite ideas.,두 가지 다른 사실을 연결할 때 쓰여요.
I saw _______ stars last night.,나는 어제 밤에 [[천]] 개의 별을 봤어요.,thousand,It is the number written as 1 followed by three zeros.,1 뒤에 0 세 개가 붙은 숫자예요.
The ___ rises with the moon.,달과 함께 [[조수]]가 올라가요.,tide,It is the sea water that moves in and out.,바닷물이 들어갔다 나오며 움직여요.
Your room is ___.,네 방은 [[깔끔한]] 상태예요.,tidy,It means clean and organized.,이건 깨끗하고 정돈된 상태를 뜻해요.
My shirt is ___.,내 셔츠가 [[꽉]] 끼어요.,tight,You say it when clothes fit very closely.,옷이 몸에 딱 맞을 때 쓰는 말이에요.
The lid is _____ on the jar.,항아리 뚜껑이 [[팽팽한]] 상태예요.,tight,It means not loose and securely fixed.,느슨하지 않고 단단히 고정된 상태예요.
Add the ___ amount together.,모든 것을 더한 [[합계]]예요.,total,It is the sum of all parts.,모든 것을 더한 결과예요.
We paid the ___ cost.,우리는 [[전부의]] 비용을 지불했어요.,total,It means complete or whole.,전체를 나타내는 뜻이에요.
This metal is ___.,이 금속은 [[단단]]해요.,tough,It describes something very hard or strong.,매우 단단하거나 강할 때 쓰는 표현이에요.
The exam was ___ today.,시험은 [[어려운]]이었어요.,tough,It describes something not easy to finish.,끝내기 어려운 것을 말해요.
The hero is ___.,영웅은 [[강인한]].,tough,How do you describe someone who never gives up?,절대 포기하지 않는 사람을 뭐라고 하나요?
The homework is ___.,숙제는 [[힘든]]해요.,tough,It describes something that is hard to do.,어떤 일이 쉽지 않을 때 쓰는 말이에요.
They ___ things every day.,그들은 매일 [[거래]]해요.,trade,It is when people buy and sell items.,사람들이 물건을 사고 파는 거예요.
They study ___ of goods.,그들은 상품의 [[무역]]을 공부해요.,trade,It is an exchange between countries.,여러 나라가 서로 물건을 바꾸는 것을 말해요.
He works in the ___.,그는 [[직업]]에 종사해요.,trade,It starts with 't'!,t로 시작하는 단어예요!
The city has heavy _____.,도시에는 [[교통]]이 많아요.,traffic,Many vehicles on roads slow down travel.,도로에 많은 차가 있어서 이동이 느려요.
We use ___ every day.,우리는 매일 [[교통수단]]을 사용해요.,transportation,It helps you get from one place to another.,한 장소에서 다른 장소로 가게 도와주는 거예요.
I use ___ to go downtown.,나는 [[교통]]으로 시내에 가요.,transportation,It helps move people or things from one place to another.,사람이나 물건을 한 곳에서 다른 곳으로 옮길 때 사용해요.
He will ___ his guitar.,그는 기타를 [[조율]]해요.,tune,It means to adjust a musical instrument to sound correctly.,악기가 제대로 소리 나도록 바꾸는 것을 말해요.
They hear a ___ on radio.,그들은 라디오에서 [[곡조]]를 듣고 있어요.,tune,It is the melody heard in a simple song.,간단한 노래에서 들리는 멜로디예요.
They enjoyed the ___ on the radio.,그들은 라디오에서 [[곡]]을 들었어요.,tune,It is a short melody you might hum.,흔히 흥얼거릴 수 있는 짧은 곡이에요.
I walk ___ it rains.,비가 오지 [[않는 한]] 나가요.,unless,It is used to show that something happens provided a condition is not met.,특정 조건이 충족되지 않을 때 쓰는 말이에요.
They rescued the ____ from harm.,그들은 [[제물]]을 구했어요.,victim,It describes a person who suffers harm.,해를 입은 사람을 나타내요.
The ___ needed help.,그 [[피해자]]는 도움을 받았어요.,victim,A person who suffers harm in an accident.,사고로 상처 입은 사람을 말해요.
The ____ got hurt.,그 [[피해자]]가 다쳤어요.,victim,A person who has been hurt by an event.,어떤 사건으로 다친 사람이에요.
Increase the ___ on the TV.,TV의 [[음량]]을 높이세요.,volume,It is the measure of sound loudness.,소리의 크기를 나타내요.
The container's ___ is measured in liters.,이 상자의 [[용량]]은 리터로 측정돼요.,volume,It means the amount something can hold.,물건이 담을 수 있는 양을 말해요.
Check the ___ of this box.,이 상자의 [[부피]]를 확인해요.,volume,It shows how much space is inside something.,어떤 것 안에 있는 공간의 크기를 나타내요.
I have a new ___ to read.,나는 새 [[권]]을 샀어요.,volume,This word is used for each book in a series.,이 단어는 한 시리즈의 책에서 각 책을 의미해요.
They ___ us before the rain.,그들은 비가 오기 전에 [[경고]]했어요.,warn,You tell someone to be careful.,누군가에게 조심하라고 말해요.
The car's ___ is round.,자동차의 [[바퀴]]는 둥글어요.,wheel,It helps a car move.,자동차가 움직이게 도와줘요.
The car's ___ spins.,자동차의 [[차]]가 돌아요.,wheel,It is round and helps the car move.,자동차가 움직일 수 있게 도와줘요.
I wonder ___ to go.,나는 [[인지 아닌지]] 갈지 궁금해요.,whether,It is used to show a choice.,두 가지 중 하나를 선택할 때 써요.
She will ___ softly in the room.,그녀는 방에서 조용히 [[속삭]]했어요.,whisper,"When you talk very softly, people can barely hear you.","매우 조용히 말하면, 사람들이 거의 듣지 못해요."
He can ___ very loudly.,그는 아주 크게 [[휘파람]] 불어요.,whistle,You make a high sound with your lips.,입술로 높은 소리를 내요.
The referee blew his ___.,심판이 [[호루라기]] 불었어요.,whistle,Referees use it to signal start or stop.,심판이 시작이나 끝을 알리기 위해 사용해요.
Please ___ the board.,칠판을 [[닦]]으세요.,wipe,You use a cloth to remove water from a surface.,천을 이용해 물기를 없애요.
He grabbed a ______ for cleaning.,그는 청소를 위해 [[솜]]을 집었어요.,wipe,You use this cloth to clean surfaces.,청소할 때 쓰는 작은 천이에요.
Finish the test ___ two hours.,시험을 두 시간 [[이내]]에 끝내세요.,within,It means inside or under a limit.,한계 안쪽을 말해요.
The coin is __.,이 동전은 [[가치]]예요.,worth,It shows how valuable something is.,어떤 것의 값어치를 나타내요.
The toy is ___ money.,장난감은 돈의 [[가치]]가 있어요.,worth,It means something has value.,이 단어는 무언가의 가치를 나타내요.
The book is ___ reading.,이 책은 [읽을 가치]가 있어요.,worth,It shows that something is valuable.,어떤 것이 소중한 가치가 있다는 뜻이에요.
Your words ___ my feelings.,네 말이 내 감정을 [[상하게]] 했어요.,wound,When someone's words cause pain inside.,누군가의 말이 마음에 상처를 주는 것을 말해요.
The nurse cleaned the ___.,간호사가 [[상처]]를 소독했어요.,wound,It is an injury on your body.,몸에 난 상처에요.
I ___ when I'm angry.,나는 화날 때 [[외치]]해요.,yell,"When you're very angry, you do this loudly.",매우 화났을 때 큰 소리로 이렇게 해요.
Our ___ is different from region to region.,우리 [[기후]]는 지역마다 달라요.,climate,This word is about the usual weather over a long period.,이 단어는 오랜 시간 동안의 날씨를 말해요.
We ___ the pieces together.,우리는 조각들을 [[결합]]해요.,combine,You join pieces to make one.,여러 부분을 하나로 합치는 행동이에요.
______ improves understanding among people.,좋은 [[전달]]은 사람들 사이 이해를 높여요.,communication,People use this to share ideas and feelings.,사람들이 의견과 감정을 나누기 위해 사용하는 것이에요.
Clear ______ helps people understand.,좋은 [[의사 소통]]은 사람들이 이해하는 데 도움이 돼요.,communication,It is how people share ideas and feelings.,사람들이 생각과 감정을 나누는 방법이에요.
They use ___ to talk worldwide.,사람들은 [[통신]]으로 연락해요.,communication,It means sharing messages with others.,다른 사람과 메시지를 주고받는 것을 말해요.
We ___ all facts before deciding.,우리는 결정하기 전에 모든 사실을 [[고려]]해요.,consider,"Before a choice, you think deeply about it.",선택하기 전에 깊이 생각해보는 거예요.
I ___ my friend’s advice.,나는 친구의 조언을 [[여기]].,consider,You think before you decide.,결정을 하기 전에 생각해 보세요.
A ___ always buys goods.,한 [[소비자]]는 물건을 사요.,consumer,It is used for someone who buys items.,물건을 사는 사람을 나타내요.
My muscle will ___ every winter.,내 근육은 매 겨울에 [[수축]]해요.,contract,It means to shrink or become smaller.,작아지거나 줄어드는 뜻이에요.
I ___ a cold last winter.,나는 지난 겨울에 [[걸리]]었어요.,contract,It means to catch an illness.,병에 걸리는 의미예요.
Muscles ___ when you exercise.,운동할 때 근육이 [[수축]]해요.,contract,It means to shrink or get smaller.,더 작아지거나 줄어드는 것을 말해요.
He signed the ______.,그는 [[계약]]에 서명했어요.,contract,You sign this paper when making an agreement.,"약속을 할 때, 이 서류에 서명해요."
I enjoy peace in the ______.,저는 평화를 [[시골]]에서 즐겨요.,countryside,It is an area outside the city with nature and farms.,"도시 밖에 있으며, 자연과 농장이 있는 곳이에요."
The baby ___ on the floor.,아기는 바닥에서 [[기어가]]요.,crawl,You move slowly on the floor using your hands and knees.,손과 무릎을 사용해 바닥에서 천천히 움직여요.
