fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The speaker made a ___.,연설자가 손으로 [[몸짓]]했어요.,gesture,You move your hand to show your feeling.,손으로 감정을 표현할 때 쓰는 행동이에요.
I saw a ___ in town.,나는 마을에서 [[유령]]을 봤어요.,ghost,It is a scary spirit seen in old stories.,옛날 이야기에서 나오는 무서운 존재에요.
She received a ___ for her birthday.,그녀는 생일에 [[선물]] 받았어요.,gift,It is something you receive on a celebration.,축하할 때 받는 물건이에요.
He has a ___ for music.,그는 음악에 대한 [[재능]]이 있어요.,gift,It is a natural ability that helps you do something well.,어떤 일을 잘할 수 있는 자연스러운 능력이에요.
She wore a ___ in winter.,그녀는 겨울에 [[장갑]]을 썼어요.,glove,You wear these to keep your hands warm.,추운 날 손을 따뜻하게 하기 위해 사용해요.
She wore her ___ in winter.,그녀는 겨울에 그녀의 [[글러브]]를 착용했어요.,glove,You wear these to keep your hands warm.,손을 따뜻하게 하기 위해 이걸 써요.
I ___ your homework.,나는 [[채점]]해요.,grade,What does a teacher do when checking exams?,선생님이 시험지를 평가할 때 하는 행동은 무엇일까요?
I got a ___ in math.,수학에서 [[등급]]을 받았어요.,grade,It shows your test performance level.,시험 결과가 어떤지 알려줘요.
I got a ___ on my exam.,나는 시험에서 [[성적]] 받았어요.,grade,It is your test score.,학교 시험 점수에요.
I got a high ___ on my exam.,나는 시험에서 높은 [[성적]]을 받았어요.,grade,It shows your school score.,학교에서 받은 점수를 나타내요.
I drew a ____ in math class.,나는 수업시간에 데이터를 나타낸 [[그래프]]를 그렸어요.,graph,It is a chart that shows numbers.,숫자들을 보여주는 그림이에요.
I ___ my teacher every day.,나는 매일 선생님에게 [[인사]]해요.,greet,You use this action to say hello to someone.,누군가에게 안녕이라고 인사할 때 쓰는 단어예요.
I ___ my friend warmly.,나는 친구를 [[환영]]해요.,greet,You say hello when you meet a friend.,"친구를 만날 때, 인사해요."
I ___ my family.,나는 내 가족을 [[지키]]어요.,guard,It means to keep someone safe.,누군가를 안전하게 지키는 것을 뜻해요.
The ___ protected the house.,집을 지킨 [[경비]]요원이에요.,guard,This person helps keep things safe.,이 사람은 물건이나 사람을 안전하게 지켜요.
The ___ is at the door.,문 앞에 [[손님]] 있어요.,guest,A visitor coming to your home.,집에 방문하는 사람.
This ___ is useful for tourists.,이 책은 관광객들을 위한 [[안내서]]예요.,guide,It tells you where to go on a trip.,여행 중 어디로 가야 하는지 알려줘요.
I met a ___ at the museum.,나는 박물관에서 [[안내인]]을 만났어요.,guide,This person shows you the way.,이 사람은 길을 알려줘요.
I ate ___ of the cake.,나는 케이크의 [[절반]]을 먹었어요.,half,It means one of two equal parts.,두 부분으로 나뉜 것 중 하나예요.
We waited ___ for an hour.,우리는 한 시간 동안 [[30분]] 기다렸어요.,half,It is one of two equal parts.,둘 중 하나로 나눈 것을 말해요.
The student walked through the ____.,학생은 [[복도]]를 걸었어요.,hall,It is a long room inside a building.,건물 안에 있는 긴 방이에요.
She entered the ___.,그녀는 [[현관]]으로 들어갔어요.,hall,It is the area you see when you enter a house.,집에 들어올 때 보는 곳이에요.
The class went to the ____.,반은 [[회관]]에 갔어요.,hall,It is a large building for events.,행사나 모임을 위한 큰 건물이예요.
Please ___ this heavy box.,이 무거운 상자를 [[다루]]세요.,handle,It means to manage things with care.,사물을 조심스럽게 관리한다는 의미에요.
The door's ___ is silver.,문의 [[손잡이]]는 은색이에요.,handle,It is something you hold to open a door.,문을 열 때 잡는 물건이에요.
The man is ___.,그 남자는 [[잘생긴]].,handsome,It describes a man who looks very attractive.,매우 보기 좋은 남자를 묘사해요.
He is a ___ man.,그는 [[잘생긴]] 남자예요.,handsome,It describes a man who is very good-looking.,이 단어는 매우 잘생긴 남자를 설명해요.
What will ___ today?,오늘 무슨 일이 [[일어나]]?,happen,This word is used when something takes place.,어떤 일이 일어날 때 사용해요.
She cares about her ______.,그녀는 자신의 [[건강]]을 소중히 여겨요.,health,It means you are well and not sick.,몸이 좋고 아프지 않은 상태에요.
He looks ___ today.,그는 오늘 [[건강한]] 모습이에요.,healthy,It means you are in good shape.,몸 상태가 좋다는 뜻이에요.
I ___ music.,나는 음악을 [[듣]]어요.,hear,You use your ears to get sounds.,귀로 소리를 받아요.
She dreams of ___ above us.,그녀는 우리 위에 있는 [[천국]]을 꿈꿔요.,heaven,It is a peaceful place in the sky for good people.,좋은 사람들이 가는 평화로운 곳이에요.
The ___ of the building matters.,건물의 [[높이]] 중요해요.,height,It tells you how tall something is.,어떤 것이 얼마나 높은지 알려줘요.
The building's ____ is ten meters.,건물의 [[높이]]는 10미터예요.,height,This shows how tall something is.,어떤 것이 얼마나 높은지 나타내요.
Her ___ is 160 cm.,그녀의 [[키]]는 160cm예요.,height,It measures how tall someone or something is.,사람이나 물건의 높이를 재는 거예요.
The cat will ___ under the bed.,고양이는 침대 아래에 [[숨]]었어요.,hide,You do this to not be found.,다른 사람들이 당신을 찾지 못하도록 몸을 감추는 거예요.
Please ___ your phone.,전화기를 [[숨기]]세요.,hide,You do this when you want to keep something secret.,다른 사람들에게 비밀로 유지하고 싶을 때 사용해요.
My bag uses soft ___.,내 가방은 부드러운 [[가죽]]을 사용해요.,hide,It is skin from an animal that is made into leather.,동물의 피부를 가죽으로 만드는 데 사용해요.
He dug a ___ in the garden.,그는 정원에 [[구멍]]을 팠어요.,hole,It is an empty space in something.,무언가에 빈 공간이예요.
I like ___ in tea.,나는 차에 [[꿀]] 넣어요.,honey,What do bees make that's sweet?,벌들이 만드는 달콤한 것을 말해요.
He said ___ to his wife.,남편이 아내에게 [[여보]]라고 불렀어요.,honey,You call your loved one by this name.,사랑하는 사람에게 부르는 말이에요.
I want to ___ you.,나는 너를 꼭 [[껴안]]어요.,hug,It means to wrap your arms around someone to show love.,누군가를 팔로 감싸며 사랑을 표현하는 행동이에요.
This mountain is ___.,이 산은 [[거대한]].,huge,It is used to say something is very big.,아주 큰 것을 나타낼 때 쓰는 말이에요.
I feel ___ after class.,수업 후에 나는 [[배고픈]] 상태예요.,hungry,You feel this way when you haven't eaten yet.,밥을 먹지 않으면 이렇게 느껴져요.
He ___ his friend.,그는 친구를 [[상처]]했어요.,hurt,It means causing physical or emotional pain.,육체적이나 감정적인 아픔을 주는 행동이에요.
He might ___ his leg playing soccer.,그는 축구하면서 [[다치]]었어요.,hurt,It has 4 letters!,4글자예요!
I ___ a beautiful island.,나는 아름다운 섬을 [[상상]]해요.,imagine,Picture something in your mind that is not real.,실제로 없는 것을 머릿속에 그려보세요.
They ___ her in the invitation.,그들은 초대장에 그녀를 [[포함]]했어요.,include,It means to make something part of a group.,어떤 것을 집단의 일부로 만들어요.
I read a book ___ watch TV.,나는 책을 읽고 [[대신에]] 텔레비전을 봐요.,instead,Use this word when choosing one option over another.,두 가지 중 하나를 선택할 때 쓰는 말이에요.
This news ___ many people.,이 뉴스는 많은 사람들의 [[관심]]을 끌어요.,interest,It makes you curious.,호기심을 갖게 해요.
This book will ___ many people.,이 책은 많은 사람들을 [[흥미롭게 하다]].,interest,What makes you want to know more?,무엇이 당신을 더 알고 싶게 만들어요?
She has ___ in books.,그녀는 책에 [[흥미]] 있어요.,interest,It is the feeling that makes you want to know more.,더 알고 싶어 하는 감정이에요.
The firm makes ___.,회사는 [[이익]] 내요.,interest,Extra money you earn from your bank.,은행에서 받는 추가 돈이에요.
She paid ___ on her loan.,그녀는 대출에 [[이자]]를 지불했어요.,interest,It is extra money you pay when borrowing.,돈을 빌릴 때 추가로 내는 금액이에요.
The ___ was on TV.,그는 TV에 [[인터뷰]] 나왔어요.,interview,It is a talk where questions are asked by a reporter.,기자가 질문하는 대화예요.
Scientists ___ new ideas.,과학자들은 새로운 아이디어를 [[발명]]해요.,invent,You create something new for the world.,세상에 새로운 것을 만들어 내요.
They live on an ___.,그들은 [[섬]]에 살아요.,island,It is a piece of land surrounded by water.,물로 둘러싸인 땅이에요.
This ___ is very useful.,이 [[물품]]은 아주 유용해요.,item,It is a thing you can buy or list.,사거나 목록에 쓸 수 있는 물건이에요.
That ___ was very funny.,"그 [[농담,장난]]은 아주 웃겨요.",joke,Rearrange these letters!: O J E K,다음 글자들을 재배열 해보세요!: O J E K
My ___ was an amazing adventure.,나의 [[여행]]은 놀라운 모험이었어요.,journey,It is a long trip from one place to another.,한 곳에서 다른 곳으로 긴 거리를 이동할 때 쓰는 말이에요.
Children feel ___ during playtime.,아이들은 놀이시간에 [[기쁨]]을 느껴요.,joy,How do you feel at a birthday party?,생일 파티에서 어떤 기분이에요?
He hurt his ___.,그는 [[무릎]]을 다쳤어요.,knee,It is the bendable part on your leg.,다리에서 구부러지는 부분이에요.
The ___ is bright.,방 안에 [[등불]]이 켜져 있어요.,lamp,You use it to see in the dark.,어두울 때 볼 수 있게 사용해요.
People speak ___ worldwide.,사람들은 전 세계에서 [[언어]]로 대화해요.,language,This is a system we use to communicate.,서로 소통할 때 쓰는 체계예요.
He ____ when he's happy.,그는 기쁠 때 [[웃]]어요.,laugh,"When you feel joy, you do this sound.",기분이 좋을 때 이렇게 해요.
Nature follows the ___.,자연은 [[법칙]]을 따른다.,law,It is a principle that explains how things work.,모든 것이 작동하는 방식을 설명하는 원칙이에요.
They follow the ___ of society.,사람들은 사회의 [[법]]을 지켜요.,law,It is a set of rules that control society.,사회를 다스리는 규칙의 모음이에요.
The ___ speaks in court.,법정에서 [[변호사]]가 말해요.,lawyer,This person works in a court and helps with legal issues.,법정에서 법적 문제를 도와주는 사람이에요.
A ___ falls from the tree.,나무에서 떨어지는 [[나뭇잎]]을 봐요.,leaf,This is the green part of a tree.,나무의 초록색 부분이에요.
She tore a ___ from the book.,그녀는 책에서 [[낱장]]을 찢었어요.,leaf,It is one page in a book.,책 한 장을 의미해요.
I ___ on the wall.,나는 벽에 [[기대]]었어요.,lean,You rest your body against something.,무엇에 몸을 기댈 때 쓰는 행동이에요.
The tower ___ to one side.,탑이 한쪽으로 [[기울어지]] 있어요.,lean,It is when something tilts and is not straight.,어떤 것이 기울어져서 바로 서 있지 않을 때예요.
He will ___ forward.,그는 앞으로 [[숙이다]] 해요.,lean,"When you lower your body to see something better, you do this.",무언가를 더 잘 보기 위해 몸을 낮출 때 하는 행동이에요.
This meat is ___.,이 고기는 [[군살이 없는]].,lean,It means not having extra fat.,여분의 기름이 없다는 뜻이에요.
The meat is ___.,고기는 [[기름기가 없는]].,lean,It means not having much fat.,많은 기름이 없다는 뜻이에요.
The rabbit will ___ the fence.,토끼가 울타리를 [[뛰어오르다]]해요.,leap,It is when you jump off the ground quickly.,바닥에서 빠르게 뛰어오르는 거예요.
They ___ the park.,그들은 공원을 [[떠나]]요.,leave,It means to go away from a place.,어떤 곳에서 나갈 때 쓰는 말이에요.
I ___ my bag today.,나는 오늘 가방을 [[남기]]었어요.,leave,You do this when you choose not to take something.,무언가를 가지고 가지 않을 때 하는 행동이에요.
I ___ now.,나는 지금 [[떠나]]요.,leave,It means to go away from somewhere.,어디에서 나가는 것을 말해요.
Mom ___ us play outside.,엄마가 우리에게 [[허락]]해요.,let,You give permission to someone to do something.,누군가에게 무엇을 하도록 허용하는 뜻이에요.
My boss ___ me work overtime.,사장님이 나에게 초과근무를 [[시키다]]요.,let,This word is used when giving permission for an action.,누군가에게 어떤 일을 하도록 허락할 때 쓰는 단어예요.
Her work is at ___.,그녀의 일은 [[수준]]이에요.,level,It shows the stage or quality of something.,무엇인가의 단계나 질을 나타내요.
The water is at ___.,물이 [[높이]]에 있어요.,level,"It is used to describe a flat, even surface.",평평하고 고른 표면을 말해요.
The ground is ___.,땅은 [[평평]]해요.,level,It describes something that is flat and even.,울퉁불퉁하지 않고 평평한 것을 나타내요.
Good songs can ___ your mood.,좋은 노래는 당신의 기분을 [[북돋우다]]어요.,lift,It describes making someone feel more cheerful.,누군가를 더 명랑하게 만드는 것을 말해요.
Please ___ this bag.,"부탁해요, 이 가방을 [[들어올리]]세요.",lift,You use this to move something from low to high.,낮은 곳에서 높은 곳으로 물건을 옮길 때 쓰여요.
They ___ the box.,그들은 상자를 [[높이다]]해요.,lift,You raise something to a higher place.,물건을 더 높은 곳으로 올려요.
The plane gains ___ during takeoff.,비행기는 이륙 시 [[양력]]을 얻어요.,lift,It is the power that makes an airplane go up.,비행기가 위로 올라가게 하는 힘이에요.
Please ___ your groceries.,제발 물건들을 [[열거]]해요.,list,You write items in order on paper.,종이 위에 물건들을 순서대로 써요.
I will ___ my books.,나는 내 책들을 [[목록]]해요.,list,You do this when you write items one by one.,항목들을 하나씩 적을 때 쓰는 동작이에요.
Please ___ your favorite fruits.,좋아하는 과일들을 [[목록]]해 주세요.,list,You write items one by one.,여러 가지 항목을 하나씩 적어요.
Write a ___ for your shopping.,쇼핑을 위한 [[표]]를 써요.,list,It is a record of items written in order.,항목들을 순서대로 적은 기록이에요.
I often ___ my keys.,나는 내 열쇠를 [[잃다]]했어요.,lose,What happens if your team does not win?,네 팀이 이기지 못하면 어떤 일이 생길까요?
Our team might ___ the game.,우리 팀은 경기에 [[지다]].,lose,"Sometimes, you do not win a game.","가끔은, 경기를 이기지 못할 때가 있어요."
The house sits on a ___.,집은 [[부지]] 위에 있어요.,lot,It is a piece of land for a building.,건물을 짓기 위한 땅이에요.
I have a ___ of friends.,나는 친구가 [[많음]] 있어요.,lot,It shows a high quantity of something.,많은 양을 나타내는 단어예요.
The music is ___ at the party.,음악은 파티에서 [[큰소리]]하게 들려요.,loud,You hear this sound very clearly.,이 소리가 아주 뚜렷하게 들려요.
The ___ works in the factory.,공장에서 [[기계]]가 일해요.,machine,It is a device that helps with work.,일을 쉽게 하도록 도와주는 물건이에요.
I read ___ at the store.,나는 [[잡지]]를 읽어요.,magazine,It is something you read for fun with pictures.,재미로 읽는 것이에요. 그림이 있어요.
The wizard performed ___ tricks.,마법사는 [[마법]]으로 마술을 부렸어요.,magic,Wizards and sorcerers use this power.,마법사들이 이 힘을 사용하는 걸 말해요.
She drives on the ___ street.,"그녀는 [[주요한,중요한]] 거리를 달려요.",main,It shows the most important part.,이것은 가장 중요한 부분을 나타내요.
She showed good _____ at dinner.,그녀는 저녁 식사 때 좋은 [[예법]] 보였어요.,manner,This word is about behaving politely.,이 단어는 예의 바른 행동에 관한 거예요.
Her ___ was calm.,그녀의 [[태도]]는 차분했어요.,manner,It means the way someone behaves.,누군가가 행동하는 방식을 말해요.
Show ____ at school.,학교에서 [[예의범절]]을 지키세요.,manner,It is the way you act politely.,예절 있게 행동하는 방법이에요.
This painting is in a ___.,이 그림은 [[형식]]이에요.,manner,It shows a way of doing things.,어떤 일을 하는 방식이에요.
She wears a ___ on Halloween.,그녀는 할로윈에 [[가면]]을 써요.,mask,You wear this to hide your face.,얼굴을 숨기기 위해 쓰는 거예요.
I will ____ new words.,나는 새로운 단어들을 [[익히]]어요.,master,You learn to do something very well with practice.,연습하면 아주 잘하게 돼요.
I met the ___ of the store.,나는 가게의 [[주인]]을 만났어요.,master,This person is the owner.,이 사람은 어떤 것의 주인이에요.
The artist is a ___ in painting.,그 예술가는 그림에서 [[거장]]이에요.,master,This person is very skilled and leads in their art.,이 사람은 아주 능숙하며 예술 분야에서 앞서가요.
The ___ teaches martial arts.,우리의 [[사범]]이 무술을 가르쳐요.,master,This teacher helps students learn martial arts.,이 선생님은 학생들에게 무술을 가르쳐요.
She earned a ___ in science.,그녀는 과학에서 [[석사]] 받았어요.,master,It is a degree after a bachelor's.,대학 졸업 후 공부해서 받는 학위예요.
He is a ____ in martial arts.,그는 무술의 [[달인]]이에요.,master,One who is an expert in a subject.,어떤 분야에서 전문가에요.
She is a ___ chef.,그녀는 [[일류]] 요리사예요.,master,It means excellent or very skilled.,아주 뛰어나거나 기술이 좋은 것을 말해요.
Frogs ___ in the pond.,개구리들이 연못에서 [[짝짓기]]해요.,mate,Animals join to create a family.,동물들이 가족을 만들기 위해 모여요.
This is my ___ in class.,이것은 내 [[친구]]예요.,mate,It means a friend you share time with at school.,학교에서 함께 시간을 보내는 친구를 말해요.
It really ___ in our life.,우리 삶에는 이것이 정말 [[중요]]해요.,matter,You use it when something has a big effect on you.,당신에게 큰 영향을 줄 때 이 말을 써요.
Nothing will ___ if you try.,노력해도 아무것도 [[중요]]하지 않아요.,matter,"When something is important, it affects you.",무언가 중요하면 당신에게 영향을 줘요.
Everything is made of ___.,모든 것은 [[물질]]로 이루어져 있어요.,matter,It is what makes up all things.,모든 것을 구성하는 것이에요.
This ___ is important.,이 [[문제]]는 중요해요.,matter,It describes a problem or situation.,문제나 상황을 설명하는 단어예요.
I will ___ come tomorrow.,나는 내일 [[아마]] 올 거예요.,maybe,This word is used when you are not sure about something.,확실하지 않을 때 쓰는 단어예요.
She cooked a tasty ___.,그녀는 맛있는 [[식사]]를 준비했어요.,meal,You eat this three times a day!,하루에 세 번 이것을 먹어요!
The word ___ is '의미하다'.,이 단어는 [[의미]]해요.,mean,It shows what something represents.,어떤 것을 나타내는지 알려줘요.
I ___ to visit my friend.,나는 친구를 방문하려고 [[의도]]했어요.,mean,You plan or decide to do something.,무엇인가를 하려고 계획하거나 결정할 때 쓰여요.
They used a ___ to solve problems.,그들은 문제를 해결하는 [[수단]]을 사용했어요.,mean,It is a way to do something.,무언가를 할 때 사용하는 방법이에요.
Find the ___ of numbers.,숫자들의 [[산술 평균]]을 찾아보세요.,mean,It shows the average of numbers when you add them and divide.,여러 숫자를 더한 후 개수로 나누어 구해요.
She is ___ to everyone.,그녀는 모두에게 [[심술궂]]해요.,mean,A mean person is not kind.,심술궂은 사람은 친절하지 않아요.
He is ___.,그는 [[비열]]해요.,mean,It describes someone who is not kind at all.,누군가가 매우 불친절할 때 쓸 수 있는 말이에요.
The ice ___ in the sun.,얼음이 태양에 [[녹]]아요.,melt,It means when something solid turns liquid from heat.,무엇이 뜨거워져서 고체에서 액체로 변하는 뜻이에요.
She will ___ the news.,그녀는 뉴스를 [[언급]]할 거예요.,mention,It is used to refer briefly to something.,무언가에 대해 간단히 말할 때 쓰는 단어예요.
I ordered from the ___.,나는 음식점에서 [[메뉴]]를 골랐어요.,menu,You read this to choose food.,음식을 고르기 위해 이것을 읽어요.
I got a ___.,나는 [[메시지]] 받았어요.,message,It is something you read on your phone.,휴대폰으로 읽는 '그것'이에요.
Wait a ___ for the bus.,버스를 기다릴 때 1[[분]]만 기다려요.,minute,It is a short time period. 60 seconds make it.,짧은 시간이에요. 60초가 그것이에요.
I saw her for a ___.,나는 그녀를 [[순간]] 동안 봤어요.,minute,It means a very short time.,매우 짧은 시간을 뜻해요.
She read the ___ after meeting.,그녀는 모임 후 [[의사록]]을 읽었어요.,minute,It is a record of a meeting.,회의 내용을 기록한 거예요.
The difference is very ______.,차이가 매우 [[미세한]]해요.,minute,It means something is extremely small.,아주 작다는 뜻이에요.
The lake ___ the mountains.,호수는 산을 [[비추]]어요.,mirror,It means to give back an image.,물건의 모습을 다시 보여주는 뜻이에요.
The lake ___ the mountains.,호수가 산을 [[반영]]해요.,mirror,It shows a copy of what is before it.,앞에 있는 것을 그대로 보여줘요.
The soldier began his ___ today.,병사는 오늘 [[임무]]를 시작했어요.,mission,It is a special job given to a person.,어떤 사람이 해야 하는 특별한 일이에요.
Please ___ the orange juice.,오렌지 주스를 [[섞]]어 주세요.,mix,You combine different things together.,여러 가지를 하나로 합치세요.
I like the ___ in my drink.,나는 내 음료 속 [[혼합물]]을 좋아해요.,mix,"When you join different things into one, what is it?","서로 다른 것들을 하나로 합칠 때, 무엇인지 생각해봐요?"
I waited a ___ at the bus stop.,나는 버스를 기다리는 [[순간]]에 서 있어요.,moment,It is a very brief time.,아주 짧은 시간을 뜻해요.
I will ___ the mountain.,나는 산에 [[오르]]어요.,mount,"When you go up a mountain, you do this.",산을 오를 때 하는 행동이에요.
The tension began to ___.,긴장이 점점 [[늘]]었어요.,mount,It is used when something increases.,어떤 것이 많아질 때 쓰는 단어예요.
I ___ a horse.,나는 말에 [[올라타다]]했어요.,mount,You do this when you get on a bike or horse to ride.,자전거나 말을 탈 때 하는 행동이에요.
The costs ___ every day.,물가가 매일 [[서서히 증가]]해요.,mount,It goes up slowly.,천천히 늘어나는 뜻이에요.
They played in the ___.,그들은 [[진흙]] 속에서 놀았어요.,mud,It has 3 letters!,3글자예요!
We went to the ___ today.,우리는 오늘 [[박물관]]에 갔어요.,museum,It is a place to see art and history.,예술과 역사를 볼 수 있는 곳이에요.
The company ___ quickly.,회사가 [[급성장]]해요.,mushroom,It describes something that grows very fast.,매우 빠르게 자라는 것을 말해요.
I add ___ in my salad.,나는 샐러드에 [[버섯]]을 넣어요.,mushroom,It is often used on pizzas and salads.,피자와 샐러드에 자주 넣는 음식이에요.
The old book held a deep ____.,오래된 책에 깊은 [[신비]] 있어요.,mystery,It means something unknown and hard to solve.,알 수 없고 풀기 어려운 것과 관련돼요.
The book is full of ___.,책은 [[수수께끼]]로 가득해요.,mystery,It is like a puzzle that is hard to solve.,풀기 어려운 퍼즐 같아요.
She reads ___ at the library.,그녀는 도서관에서 [[추리소설]]을 읽어요.,mystery,It is a type of story with puzzles to solve.,비밀을 풀어가는 소설 종류예요.
He will ___ the door.,그는 문에 [[못]]을 박았어요.,nail,You use this to fix wood.,나무를 붙일 때 사용해요.
I hit the ___ with a hammer.,나는 망치로 [[못]]을 때렸어요.,nail,Rearrange these letters!: L A I N,다음 글자들을 재배열 해보세요!: L A I N
I accidentally hit the ___ with a hammer.,나는 망치로 [[못]]를 때렸어요.,nail,You use this with a hammer to join boards.,망치로 때려서 물건을 붙이는 데 사용해요.
We need to ___ the options now.,이제 선택지를 [[좁히]]요.,narrow,It means making something less wide.,무엇인가의 너비를 줄이는 거예요.
The street is ___.,그 길은 [[좁]]아요.,narrow,It means not wide and has little space.,넓지 않고 공간이 적은 것을 말해요.
They had a ___ win.,그들은 [[간신히 된]] 승리했어요.,narrow,"It means not wide, like a small road.",좁은 길처럼 넓지 않음을 뜻해요.
They feel ____ before the exam.,그들은 시험 전에 [[긴장]]해요.,nervous,How would you feel before a big test?,큰 시험 전에 어떤 기분이 드세요?
I am ___ about my exam.,나는 시험에 대해 [[신경의]]해요.,nervous,You feel this when you worry about something.,무언가에 대해 걱정할 때 느끼는 감정이에요.
He felt ___ before his exam.,그는 시험 전 [[불안해하는]] 기분이었어요.,nervous,You might feel this when meeting new people.,새로운 사람을 만날 때 그런 기분이 들어요.
The fisherman uses a _____ to catch fish.,어부는 물고기를 잡기 위해 [[그물]]을 사용해요.,net,It is something to catch fish.,물고기를 잡기 위한 도구예요.
Her salary is ___.,그녀의 월급은 [[순]]이에요.,net,It means the final amount after expenses.,지출을 뺀 나머지 금액을 뜻해요.
I heard a ___ outside.,밖에서 큰 [[시끄러운 소리]] 들렸어요.,noise,It is a loud sound in a busy place.,붐비는 곳에서 들리는 큰 소리예요.
We eat lunch at ____.,우리는 점심을 [[정오]]에 먹어요.,noon,It is the middle of the day.,낮의 가운데 시간이예요.
I ate a ___.,나는 [[견과]]를 먹었어요.,nut,"It is a small, hard seed you can eat.",이것은 작고 단단한 씨앗이에요.
They ___ to the new idea.,그들은 새 아이디어에 [[반대하다]]해요.,object,It means to say no to something.,무엇인가에 ‘아니오’라고 말하는 뜻이에요.
This ___ is useful.,이것은 [[물건]]이에요.,object,It is a thing you see or use.,보거나 사용할 수 있는 물건이에요.
He chased his ___ to win.,그는 승리를 위해 그의 [[목표]]를 쫓았어요.,object,This is what you aim to achieve.,네가 이루고 싶은 것이에요.
I see an ___.,나는 한 [[물체]]를 봐요.,object,It is something you can see or hold.,볼 수 있거나 만질 수 있는 것이에요.
The truth is ______.,진실은 [[분명한]] 거예요.,obvious,It means clear and easy to understand.,명확하고 이해하기 쉬운 뜻이에요.
We sail on the ___.,우리는 [[대양]] 위에서 항해해요.,ocean,It is a vast body of salt water.,소금물이 가득한 아주 큰 물이에요.
Her ____ shaped the discussion.,그녀의 [[의견]]이 토론을 바꿨어요.,opinion,It is your personal view on a topic.,어떤 주제에 대한 당신의 개인적인 생각이에요.
People value ___.,사람들은 [[질서]]를 소중히 여겨요.,order,It is when society has clear rules and calm.,사회에 분명한 규칙과 평온이 있을 때예요.
"This one is mine, that one is ___.","이것은 내 거예요, 저것은 [[다른]] 거예요.",other,It means the one that is not this one.,이것은 이것이 아닌 것을 가리켜요.
I will ___ these two items.,이 두 물건을 [[연결]]해요.,pair,"When you join two items together, you do this.",두 가지를 함께 합칠 때 하는 행동이에요.
The king lives in the ___.,왕은 [[궁전]]에 살아요.,palace,It is a large building where a king or queen lives.,왕이나 여왕이 사는 큰 건물이예요.
The band will ___ downtown.,밴드가 [[보여주]]해요.,parade,It is a festive event with people walking together.,사람들이 함께 걷는 축제 행사예요.
We enjoyed the ___ today.,오늘 우리는 [[행진]]을 구경했어요.,parade,This is a public event where people march with bands and colorful displays.,밴드와 사람들이 모여 축하하는 공개 행사가 열려요.
My teacher talks about ___.,선생님이 [[과거]]에 대해 이야기했어요.,past,It is the time before now.,이것은 지금보다 이전의 시간이에요.
He told a ___ tale.,그는 [[과거의]] 이야기를 했어요.,past,It refers to a time that is over.,지나간 시간을 말해요.
The lake is ______.,호수는 [[평화로운]]예요.,peaceful,It describes a calm place with no noise.,시끄럽지 않고 조용한 장소를 말해요.
She ___ her drawing carefully.,그녀는 그림을 [[완벽]]했어요.,perfect,How do you make something complete and without mistakes?,어떻게 하면 무엇을 완전하고 틀림없이 만들 수 있을까요?
The cake is ___.,케이크는 [[완전한]] 예요.,perfect,How would you describe something without any mistakes?,실수 없이 아주 좋은 것을 어떻게 표현할까요?
Her performance was ___ in every way.,그녀의 공연은 모든 면에서 [[완벽]]했어요.,perfect,It means there is nothing wrong; everything is very good.,아무런 문제가 없고 모든 것이 아주 좋아요.
We will ___ go to the park.,우리는 [[아마]] 공원에 갈 거예요.,perhaps,You use this when you are not sure.,확실하지 않을 때 쓰는 말이에요.
This ___ smiles at me.,이 [[사람]]이 나에게 웃어요.,person,"It means a human, not an animal.",동물이 아닌 인간을 말해요.
She ___ the puppy.,그녀는 강아지를 [[쓰다듬]]었어요.,pet,You stroke an animal gently with your hand.,손으로 동물을 부드럽게 쓰다듬어요.
My ___ is cute.,내 [[애완동물]]은 귀여워요.,pet,It is a small animal you take care of.,사랑으로 돌보는 작은 동물이에요.
My gym class is very ______.,내 체육 수업은 매우 [[물리적인]].,physical,It describes things related to the body or exercise.,몸이나 운동과 관련된 것을 말해요.
He needs ___ exercise.,그는 [[육체]] 운동이 필요해요.,physical,It describes something related to your body.,몸과 관련된 걸 뜻해요.
Sports require ______ strength.,스포츠는 [[신체적인]] 힘이 필요해요.,physical,It is about your body.,몸과 관련된 것이에요.
I ate ___.,나는 [[파이]]을 먹었어요.,pie,It's a dessert that's baked and sweet.,구워서 달콤한 디저트예요.
They admired a ___ of art.,그들은 예술의 [[작품]]을 감상했어요.,piece,It means a small part of something.,무언가의 작은 부분을 말해요.
I want a ___ of cake.,나는 케이크의 [[조각]]을 원해요.,piece,It is a small part of something.,전체 중의 작은 부분이에요.
He took a ___ of cake.,그는 케이크 한 [[개]]를 먹었어요.,piece,It means a part of something.,전체의 일부예요.
He used a ___ to hold papers.,그는 종이를 [[고정]]했어요.,pin,It fastens papers to a board.,게시판에 종이를 붙이는데 사용해요.
Please ___ the paper to the board.,종이를 보드에 [[고정]]하세요.,pin,You use this action to attach something in place.,종이를 붙여 놓을 때 쓰는 행동이에요.
She used a ___ to fix notes.,그녀는 메모를 고정하기 위해 [[핀]]을 사용했어요.,pin,You use it to hold papers together.,종이를 함께 붙이기 위해 사용해요.
A ______ is a flat surface.,이것은 평평한 [[평면]]이에요.,plane,It is a flat surface used in math.,수학에서 쓰이는 평평한 면이에요.
