fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
You ___ lock the door.,문을 잠글 때 [[반드시]] 해야 해요.,be sure to,It tells you that you must definitely do the next part.,다음 행동을 꼭 해야 한다고 알려줘요.
I ___ the party invitation.,나는 파티 초대장에 [[놀라다]] 했어요.,be surprised at,How do you feel when something unexpected happens?,예상치 못한 일이 있을 때 기분이 어떨까요?
I ___ waking up early.,나는 아침에 일어나는데 [[익숙해져]] 있어요.,be used to ~ing,"When you do something often, it feels normal.",무언가를 자주 하면 자연스러워진다는 뜻이에요.
I am ___ help my friend.,나는 친구를 도와주기로 [[기꺼이~하다]]요.,be willing to,It means you agree to do something.,누군가 부탁하면 하겠다는 뜻이에요.
He found shells on the ___.,그는 조개를 [[해변]]에서 찾았어요.,beach,This is a sandy area near the sea.,바다 옆 모래가 있는 곳이에요.
She wore a ___ on her necklace.,그녀는 목걸이에 [[구슬]]을 달았어요.,bead,It is a tiny round item used in jewelry.,목걸이나 팔찌에 사용하는 작은 동그란 물건이에요.
The bird uses its ___.,새가 [[부리]]로 먹이를 얻어요.,beak,Birds use this part on their face to eat.,새들은 얼굴의 이 부분으로 먹어요.
I cannot ___ this noise.,나는 이 소음을 [[감당]]할 수 없어요.,bear,How would you feel if you have to tolerate something unpleasant?,불편한 것을 견뎌야 한다면 어떤 기분일까요?
He ______ his feelings.,그는 감정을 [[몸에 지니다]].,bear,How do you show feelings on your face?,얼굴로 감정을 어떻게 나타내요?
The woman will ___ a child.,그 여성은 아기를 [[출산]]해요.,bear,It means a woman brings a baby into the world.,여성이 아기를 세상에 데려오는 것을 말해요.
I cannot ___ the cold weather.,나는 추운 날씨를 [[견디]] 못해요.,bear,"When things are hard, you keep on going.",힘든 상황에서도 계속 나아가는 행동이에요.
I saw a ___ in the forest.,나는 숲에서 [[곰]]을 봤어요.,bear,It is a wild animal with fur that lives in forests.,숲에 사는 털 있는 야생동물이에요.
He has a ___.,그는 [[턱수염]]이 있어요.,beard,It is hair on a man's chin.,남자의 턱에 나 있는 머리예요.
The flower is ___.,꽃은 [[아름다운]].,beautiful,It describes something that looks very nice.,매우 보기 좋은 것을 뜻해요.
This picture shows ___.,이 그림은 [[아름다움]]을 보여요.,beauty,It is a quality that makes you love something.,무엇인가를 사랑하게 만드는 성질이에요.
I stayed home ___ it rained.,나는 집에 머물렀어 [[왜냐하면]] 비가 왔어.,because,It shows a reason why something happens.,어떤 일이 일어나는 이유를 알려줘요.
I stayed home ___ the rain.,나는 비 [[때문에]] 집에 있었어요.,because of,It links a reason with an effect.,이것은 이유와 결과를 연결해요.
They ___ best friends.,그들은 단짝 친구가 [[되]]었어요.,become,It means to change from one state to another.,한 상태에서 다른 상태로 바뀌는 것을 말해요.
It ___ dark early.,저녁이 빨리 [[해지]]었어요.,become,It means to change into a new state.,새로운 상태로 바뀌는 것을 말해요.
They want to ___ our club.,그들은 우리 동아리의 [[일원이 되다]]를 원해요.,become part of,It means to join a group.,어떤 모임에 들어가는 것을 의미해요.
I sleep on a ___.,나는 [[침대]]에서 자요.,bed,It is where you sleep.,잘 때 사용하는 곳이에요.
The fish live near the ___.,물고기들은 [[바닥]] 근처에 살아요.,bed,It is the bottom of a river or sea.,강이나 바다의 밑부분을 말해요.
My ___ is comfortable.,내 [[침실]]은 편안해요.,bedroom,It is where you sleep at night.,밤에 잠자는 곳이에요.
The ___ buzzes in summer.,여름에 [[벌]] 날아요.,bee,It makes honey and buzzes around.,꿀을 만들고 날아다니는 작은 곤충이에요.
People ___ about long queues.,사람들은 긴 줄에 대해 [[불평]]해요.,beef,How do you show you are upset?,화가 날 때 어떻게 표현해요?
I eat ___ for lunch.,나는 점심으로 [[쇠고기]]를 먹어요.,beef,It comes from cows. You can eat this meat.,소에서 나오는 고기예요.
I brush my teeth __ sleep.,나는 잠자기 [[앞에]] 이를 닦아요.,before,It shows that one event comes earlier than another.,이것은 한 일이 다른 일보다 먼저 일어났음을 알려줘요.
They will meet _______.,그들은 [[머지않아]] 만나요.,before long,It means something will happen very soon.,아주 곧 무언가 일어난다는 뜻이에요.
They ___ the show.,그들은 공연을 [[시작]]해요.,begin,You do this when something starts.,무엇인가가 시작될 때 하는 행동이에요.
The ___ of the day is nice.,하루의 [[처음]]이 좋아요.,beginning,It means the start or first moment.,어떤 일이 시작되는 첫 순간을 의미해요.
Kids ___ in class.,아이들은 교실에서 [[예의 바르게 행동]]해요.,behave,You act politely when following class rules.,수업 규칙을 따르면 예의 바르게 행동해요.
They must ___ at school.,학생들은 [[처신]]해야 해요.,behave,You act properly when in school.,학교에서 올바르게 행동해요.
His ___ was very kind.,그의 [[품행]]은 아주 착했어요.,behavior,It shows how one acts in daily life.,일상에서 어떻게 행동하는지 보여줘요.
The cat is ___ the bed.,고양이는 침대의 [[뒤에]] 있어요.,behind,It shows a position at the back of something.,어떤 것이 앞이 아니라 뒤쪽에 있는 위치를 말해요.
They whispered ______ about him.,그들은 그에 대해 [[몰래]] 이야기했어요.,behind one's back,It means to speak secretly about someone not present.,상대방이 없을 때 비밀스럽게 말하는 것을 뜻해요.
I ___ my dreams.,나는 내 꿈을 [[믿]]어요.,believe,You think it is true without needing proof.,증거 없이 진실이라고 여기는 행동이에요.
I ____ my abilities.,나는 내 능력을 [[믿어요]].,believe in,You show trust and support without doubt.,의심 없이 신뢰와 응원을 나타내요.
"He said, '_____!'",그는 '[[믿거나 말거나]]'라고 말했어요.,believe it or not,"When you use this phrase, you introduce something surprising.",놀라운 사실을 말할 때 이 표현을 사용해요.
The ___ rings at noon.,학교에서 [[종]]이 울려요.,bell,It rings to signal class time.,수업 시작을 알리기 위해 울려요.
I hear the ___ in church.,나는 교회에서 [[종소리]]를 들어요.,bell,"It rings, like in a school or church.",학교나 교회에서 울리는 소리예요.
This toy ___ my sister.,이 장난감은 내 동생의 [[___]]예요.,belong to,It shows ownership.,무엇이 누군가에게 속함을 나타내요.
They ___ my team.,그들은 내 팀에 [[속하다]].,belong to,It means you are part of a group.,어떤 그룹의 일부인 것을 말해요.
The cat is _____ the table.,고양이는 탁자 [[아래]]에 있어요.,below,It shows that one thing is lower than another.,한 사물이 다른 사물보다 낮은 위치에 있을 때 사용해요.
Exercise is ___ for your body.,운동은 당신의 몸에 [[유익]]해요.,beneficial,This word describes something that is good and helps you.,좋고 도움이 되는 것을 말해요.
The branch looks ___.,나뭇가지가 [[구부러진]] 모양이에요.,bent,This describes something that curves and isn't straight.,"직선이 아닌, 구부러진 것을 나타내요."
She is ___ on winning.,그녀는 승리에 [[열중]]해요.,bent,How do you feel when you are strongly interested in something?,특정한 것에 강한 관심이 있을 때의 느낌이에요.
She picked a ___ in the garden.,그녀는 정원에서 [[산딸기류 열매]]를 따었어요.,berry,This is a small fruit that is very tasty.,맛있는 작은 과일이에요.
The ball is ___ the box.,공은 상자 [[옆에]] 있어요.,beside,Rearrange these letters!: E I D B E S,다음 글자들을 재배열 해보세요!: E I D B E S
"She likes tea, ___ coffee too.",그녀는 차와 [[게다가]] 커피도 마셔요.,besides,It adds extra information in a sentence.,문장에 추가 정보를 더할 때 쓰는 단어예요.
Everyone visited ___ me.,모두가 나 [[외에]] 방문했어요.,besides,It is used to add one thing with another.,하나에 다른 것을 추가할 때 써요.
I feel ___ today.,오늘 기분은 [[더 좋은]].,better,It tells you something is improved.,무언가가 더 좋아졌음을 나타내요.
The ball is ___ two boxes.,공은 두 상자 [[의 사이에]] 있어요.,between,It means in the middle of two things.,두 가지 사이의 중간을 뜻해요.
He rides his ___ every sunny day.,그는 매일 날씨 좋은 날 [[자전거]] 타요.,bicycle,You pedal and ride it on two wheels.,두 개의 바퀴로 발로 페달을 밟아 타는 거예요.
The dog is ___.,그 개는 [[큰]]예요.,big,It shows that the object's size is not small.,사물의 크기가 작지 않음을 나타내요.
I ___ to work.,나는 출근할 때 [[자전거]] 타요.,bike,It is a small two-wheeled vehicle used for travel.,두 개의 바퀴가 달린 작은 탈것이에요.
I ride my ___ to school.,나는 학교에 [[자전거]] 타요.,bike,It has two wheels and you pedal.,두 개의 바퀴가 있고 페달을 밟아요.
She rides her ____ daily.,그녀는 매일 그녀의 [[오토바이]]를 타요.,bike,You ride it on the road.,도로에서 타요.
Senators debate the ___ today.,상원의원들이 오늘 [[법안]]을 토론해요.,bill,It is a plan for a new law.,새로운 법을 위한 계획이에요.
He put the ___ in his wallet.,그는 지갑에 [[지폐]]를 넣었어요.,bill,It is a paper note you use to pay.,돈을 낼 때 쓰는 종이 쪽지예요.
The waiter brought the ___.,웨이터가 우리에게 [[계산서]]를 가져왔어요.,bill,It shows you how much you owe.,얼마를 내야 하는지 알려줘요.
The duck's ___ is orange.,오리의 [[부리]]는 주황색이에요.,bill,This is a part of a bird used for eating.,새가 먹이를 잡기 위해 사용하는 부분이에요.
The ___ on a hat blocks the sun.,모자의 [[챙]]이 태양을 막아요.,bill,It is the part of a hat that sticks out.,모자에서 바깥으로 나오는 부분이에요.
There are ___ stars in the sky.,하늘에는 [[수십억의]] 별이 있어요.,billions of,Use this phrase when talking about huge amounts.,매우 많은 양을 말할 때 쓰는 표현이에요.
She read a ___ about a famous person.,그녀는 유명한 사람의 [[전기]]를 읽었어요.,biography,It tells a person's life story.,사람의 삶에 대한 이야기를 담은 책이에요.
He works in ___ research.,그는 [[생체 의학의]] 연구를 해요.,biomedical,It describes science that mixes biology and medicine.,생물과 약을 합친 과학을 말해요.
I see a ___ in the tree.,나는 나무에서 [[새]]를 봐요.,bird,This animal has wings and can fly.,이 동물은 날개가 있어서 날 수 있어요.
The ___ of the baby was safe.,아기의 [[출생]]이 안전했어요.,birth,It is when you come to life.,네가 태어날 때를 말해요.
My ___ is very special.,내 [[생일]]은 아주 특별해요.,birthday,It is the day you were born and celebrated.,당신이 태어난 날을 매년 축하하는 날이에요.
I ___ milk with coffee.,나는 우유와 커피를 [[섞]]어요.,blend,You mix two or more things into one.,두 가지 이상의 것을 하나로 모아요.
I will ____ the juice.,나는 주스를 [[섞]]어요.,blend,You mix things so they become one.,두 가지를 하나로 만들 때 쓰는 말이에요.
The smoothie is a ___ of fruits.,스무디는 과일의 [[혼합]]이에요.,blend,When you mix ingredients into one.,여러 재료를 하나로 섞는 거예요.
The ___ makes fresh juice.,그는 [[믹서기]]로 주스를 만들어요.,blender,You use this to mix fruits for drinks.,과일을 섞어 음료를 만들 때 사용하는 기계예요.
I ___ at bright lights.,나는 밝은 빛에서 눈을 [[깜박]]해요.,blink,You quickly close your eyes for a moment.,눈을 잠깐 감았다가 떠요.
They try to ___ the noise.,그들은 소음을 [[차단]]해요.,block out,It means to stop unwanted things coming in.,원치 않는 것이 들어오지 않게 막는 뜻이에요.
He reads a ___ every morning.,그는 매일 아침 [[블로그]]를 읽어요.,blog,It is a website for sharing stories.,사람들이 이야기를 공유하는 웹사이트예요.
You feel hurt; ___ comes out.,다치면 [[피]]가 나와요.,blood,It is a red liquid that flows in your body.,몸 안을 흐르는 빨간 액체예요.
The tree will ___ in spring.,나무가 봄에 [[번영]]해요.,blossom,"It means to grow or develop beautifully, like a flower.",꽃처럼 아름답게 자라거나 발전해요.
He felt ___ today.,그는 오늘 [[우울]]했어요.,blue,It describes a feeling of sadness.,슬픈 감정을 나타내는 단어예요.
They ___ the bus.,그들은 버스에 [[탑승]]해요.,board,It means to get on a vehicle like a bus.,버스처럼 탈 때 쓰는 단어예요.
The ___ made the decision.,회사에서 [[이사회]]가 만났어요.,board,It is a group that makes decisions.,결정을 하는 사람들의 모임이에요.
I write on the ____.,나는 [[칠판]]에 썼어요.,board,It's where teachers write during class.,선생님들이 수업 중에 글씨를 쓰는 곳이에요.
The teacher wrote on the ___.,선생님이 [[칠판]]에 글을 쓰셨어요.,board,You use this item to write in class.,수업에 글씨를 쓰는 데 이 물건을 써요.
Players put tokens on the ___.,플레이어들이 말을 [[판]] 위에 놓아요.,board,It is a flat surface for moving game pieces.,게임 말을 움직일 때 올려놓는 평평한 면이에요.
The teacher wrote on the ____. ,선생님은 [[게시판]]에 썼어요.,board,It is a flat place on the wall for messages.,메시지를 붙이는 벽의 납작한 곳이에요.
I row the ___ on the lake.,나는 호수에서 [[보트]]를 타요.,boat,You ride it to travel on water.,물을 건너기 위해 타요.
She exercises her ___ every day.,그녀는 매일 [[몸]]을 운동해요.,body,"It is your whole physical self, like arms and legs.","팔과 다리 등, 당신의 전체 신체를 말해요."
The ___ chose a leader.,그 [[단체]]는 리더를 선택했어요.,body,It means a group of people working together.,여러 사람이 함께 일하는 모임이에요.
The ___ of the article is long.,글의 [[본론]]은 길어요.,body,It is the main part of a text.,글의 큰 부분이에요.
The water is ___.,물이 [[끓는]] 상태예요.,boiling,Water shows many bubbles when extremely hot.,물이 매우 뜨거워지면 거품이 많이 생겨요.
The sign was ___ and clear.,그 표지판은 [[대담]]하고 명확해요.,bold,They are brave and not afraid to take risks.,그 사람은 위험을 무릅쓰고 행동해요.
The title is in ___ font.,제목은 [[굵은]] 글씨로 쓰였어요.,bold,It is a style that makes letters look thicker.,글자들이 더 두꺼워 보이는 스타일이에요.
She acted ____ during the storm.,그녀는 폭풍 속에서 [[용감하게]] 행동했어요.,boldly,It means doing things in a brave way.,용감하게 행동하는 것을 말해요.
The dog chewed the ___.,강아지가 [[뼈]]를 씹었어요.,bone,It is a hard part that forms the skeleton.,뼈대를 이루는 단단한 부분이에요.
I want to ___ a room.,나는 호텔을 [[예약]]했어요.,book,You do this to reserve a seat or room.,자리를 또는 방을 예약할 때 하는 행동이에요.
I read a ___.,나는 [[책]]을 읽어요.,book,You use this to learn and enjoy stories.,이것으로 공부하거나 이야기를 읽어요.
I use a ___ in my book.,나는 책에 [[책갈피]]를 사용해요.,bookmark,You use this to mark your place in a book.,책에서 읽던 위치를 기억하기 위해 사용해요.
I put my books on the ___.,나는 책을 [[책꽂이]]에 두어요.,bookshelf,It is a piece of furniture for holding books.,이것은 책을 보관하는 가구예요.
I visited the ____ on Saturday.,나는 토요일에 [[서점]]에 갔어요.,bookstore,You go to this place to buy books.,책을 사러 가는 곳이에요.
I saw a ___ at the fair.,나는 박람회에서 [[부스]]를 봤어요.,booth,It is a small stand where you buy things at a fair.,박람회에서 물건을 살 수 있는 작은 판매대에요.
My house ___ the park.,내 집은 공원과 [[접하다]].,border,It describes when one area touches another.,하나의 영역이 다른 영역에 닿을 때 사용해요.
The river forms the ___ between lands.,강이 땅 사이의 [[경계]]를 만들어요.,border,It is the line around a country.,나라나 지역의 경계를 나타내요.
The country has a ______ with its neighbor.,그 나라는 이웃과 [[국경]]을 가지고 있어요.,border,It is the line where two countries meet.,두 나라가 만나는 선이예요.
I feel ______ during the long day.,나는 긴 하루 동안 [[지루한]].,bored,How do you feel when nothing fun is happening?,재미있는 일이 없을 때 기분이 어때요?
The film is ___.,영화는 [[지루한]]이에요.,boring,It describes something that is not interesting.,재미없어서 관심을 끌지 못하는 것을 말해요.
I will ___ a book.,나는 책을 [[빌리]]다.,borrow,You take something for a short time.,짧은 시간 동안 물건을 가져갈 때 사용해요.
I like ___ cats.,나는 [[둘 다의]] 고양이들을 좋아해요.,both,It has 4 letters!,4글자예요!
"I like ___: cats, dogs.","나는 [[A와 B 둘 다]]를 좋아해요: 고양이, 개.",both A and B,It means two things together.,두 가지 모두 포함된다는 뜻이에요.
He filled his ___ with water.,그는 물을 담기 위해 [[병]]을 사용했어요.,bottle,It holds your drink.,음료를 담을 수 있는 물건이에요.
The book's ___ is very worn.,책의 [[밑바닥]]이 많이 닳았어요.,bottom,It is the lowest part of a thing.,어떤 것의 가장 낮은 부분을 말해요.
He ___ for the championship.,그는 챔피언십을 위해 [[권투]]해요.,box,You wear gloves to fight in a ring.,링에서 장갑을 쓰고 싸워요.
I see a ___.,나는 파란 [[상자]]를 봐요.,box,You put items in it to store them.,물건들을 넣어 보관하는 데 사용하는 물건이에요.
She went to the ___ for tickets.,그녀는 티켓을 사러 [[매표소]]에 갔어요.,box office,This is where you buy movie tickets.,영화 티켓을 사는 곳이에요.
A ___ is playing outside.,한 [[소년]]이 밖에서 놀아요.,boy,It starts with 'b'!,b로 시작하는 단어예요!
This car is ___.,이 차는 [[아주 새 것인]]이에요.,brand-new,It describes something very new and never used.,사용된 적 없는 아주 새 것을 말해요.
She bought a ______ dress.,그녀는 [[완전 새로운]] 드레스를 샀어요.,brand-new,It means something not used before.,한 번도 사용하지 않은 것을 뜻해요.
The soldier is ___ in battle.,군인은 전투에서 [[용감]]해요.,brave,This describes someone who is not afraid.,두려움 없이 행동하는 사람을 말해요.
They enjoy ___ music.,그들은 [[브라질의]] 음악을 즐겨요.,Brazilian,It relates to a country famous for samba and carnival.,삼바와 축제로 유명한 나라와 관련돼요.
I eat ___ every morning.,나는 매일 아침 [[빵]]을 먹어요.,bread,It starts with 'b'!,b로 시작하는 단어예요!
The news ___ on TV.,뉴스가 TV에서 [[터지]]었어요.,break,It is used when a news story suddenly appears.,뉴스가 갑자기 나타날 때 쓰는 단어예요.
John may ___ the vase.,철수는 꽃병을 [[부수]]었어요.,break,"When a glass falls, it shatters.",유리잔이 떨어지면 산산이 조각나요.
Don't ___ the glass.,유리를 [[깨다]] 말아요.,break,"When a cup falls, it splits into pieces.",컵이 떨어지면 여러 조각으로 나뉘어요.
They want to ___ a record.,그들은 기록을 [[깨]]었어요.,break,"When you set a new record, you do this action.",새 기록을 세울 때 하는 행동이에요.
Please do not ___ the toy.,장난감을 [[부러지]]지 말아요.,break,It means something becomes split into pieces.,어떤 것이 여러 조각으로 쪼개지는 것을 뜻해요.
Do not ___ the cup.,컵을 [[망가뜨리]]지 마세요.,break,"When a cup falls, it becomes damaged. What is it?",컵이 떨어지면 온전하지 않게 돼요. 무슨 행동일까요?
They will ___ the law.,그들은 법을 [[어기다]]했어요.,break,"When someone does not follow a rule, they do this.","누군가 규칙을 따르지 않을 때, 이렇게 해요."
I want a ___ after lunch.,나는 점심 후에 [[휴식]]이 필요해요.,break,This is a pause to relax during work.,일하는 중간에 잠깐 쉬는 시간이에요.
"School ends, then comes ___.","학교 끝나면, [[방학]] 시작해요.",break,It is a time when school stops for rest.,학교가 쉬는 시간이에요.
He got a ___ to try.,그는 시도할 [[기회]]를 얻었어요.,break,It is a special chance to do something good.,좋은 일을 할 특별한 기회예요.
"If you ___, you get punished.","만약 너가 규칙을 [[어기]]면, 벌을 받아.",break a rule,It means doing something not allowed.,허락되지 않은 일을 했다는 뜻이에요.
My car may __ on the highway.,내 차가 고속도로에서 [[고장 나다]] 할 수 있어요.,break down,You use this when a car stops working.,차가 작동하지 않을 때 쓰는 말이에요.
The toy may ___ when dropped.,장난감이 떨어지면 [[부수]]어요.,break down,It means to make something fall apart.,무언가가 흩어지며 부서지는 것을 말해요.
Enzymes ___ food quickly.,효소는 음식을 빠르게 [[분해하다]].,break down,It means to separate something into smaller pieces.,어떤 것을 작은 부분들로 나누는 뜻이에요.
The thief tried to ____ the shop.,도둑이 가게에 [[침입]]했어요.,break into,How do you enter a house illegally?,집에 불법으로 들어가는 방법은?
They ___ the bank at night.,그들은 밤에 [[진출]]했어요.,break into,It means to enter a place without permission.,허가 없이 건물에 들어가는 것을 말해요.
His rash ___ on his arm.,그의 팔에 [[발진]] 났어요.,break out,When your skin suddenly shows red spots.,피부에 갑자기 붉은 점이 보여요.
A fire ___ in the building.,건물에서 [[발생]]했어요.,break out,It refers to something starting suddenly.,갑자기 시작하는 것을 말해요.
They ___ the barrier with force.,그들은 장벽을 [[돌파]]했어요.,break through,It means to overcome an obstacle by force.,어려운 것을 힘으로 이겨내는 것을 말해요.
I eat ___ every morning.,나는 매일 [[아침식사]]를 먹어요.,breakfast,It is the first meal of the day.,하루 중 첫 끼니예요.
We have ___ at school.,우리 학교에 [[쉬는 시간]] 있어요.,breaktime,It is a short rest period during school.,학교에서 잠깐 쉬는 시간이예요.
Proper ___ keeps us alive.,올바른 [[호흡]]는 우리를 살게 해요.,breathing,It is what you do to get air in and out.,공기를 들이마시고 내쉬는 행동을 말해요.
The old ______ spanned the river.,오래된 [[다리]]가 강을 건넜어요.,bridge,It helps you travel from one side to another.,한쪽에서 다른 쪽으로 이동할 수 있게 도와줘요.
The sun is ___.,태양은 [[밝]]해요.,bright,It means very light and noticeable.,빛이 강해서 잘 보이는 것을 말해요.
The student is very ______.,학생은 아주 [[똑똑]]해요.,bright,It describes someone who is clever and learns fast.,똑똑하고 빨리 배우는 사람을 말해요.
The sun is ___ today.,오늘 하늘이 [[밝]]아요.,bright,It describes something full of light.,많은 빛을 가진 것을 말해요.
The lamp shines ______ at night.,전구가 [[밝게]] 빛나요.,brightly,It means shining with a lot of light.,많은 빛을 내며 빛나는 것을 뜻해요.
I ___ my bag to school.,나는 내 가방을 [[가져오]]셨어요.,bring,It means to take something to a place.,어떤 것을 한 장소로 가져가요.
Mom will ___ me home.,엄마가 나를 집으로 [[데려오다]]래.,bring,You take something with you to another place.,어떤 것을 다른 곳으로 가지고 가요.
The song ___ old memories.,그 노래는 오래된 기억을 [[떠오르게 하다]].,bring,This word makes memories come back when you hear music.,음악을 들으면 기억이 다시 떠오르도록 해요.
I will ___ my bag to class.,나는 내 가방을 학교에 [[가져오다]]요.,bring,You take something with you to another place.,어떤 물건을 다른 곳으로 가지고 가는 것을 말해요.
Good policy can ___ change society.,좋은 정책은 사회 변화를 [[초래]]해요.,bring about,It means to cause something.,어떤 일이 일어나도록 만들어요.
Songs ______ happy memories.,노래가 [[상기]] 추억을 불러와요.,bring back,What do songs do to your memories?,노래가 당신의 추억에 어떤 일을 해요?
That song ___ old memories.,그 노래는 옛 추억을 [[생각나게 하다]].,bring back,It means to return something or to make you remember old things.,"이것은 물건을 다시 갖게 하거나, 옛 기억을 떠올리게 해요."
They will ___ the toy.,친구가 내 물건을 [[돌려주]]했어요.,bring back,"When you get something, then give it back to someone.",누군가에게서 받은 것을 다시 주는 걸 말해요.
He will ______ his friend home.,그는 친구를 [[다시 데리고 오다]] 집으로 데려와요.,bring back,You take someone again to where they were.,누군가를 다시 원래 있던 곳으로 데려오는 것을 말해요.
The actor will ___ his talent.,배우는 그의 재능을 [[끌어내다]].,bring out,It means to show something hidden.,숨겨진 것을 보여주는 뜻이에요.
They ___ some flowers.,그들은 꽃을 [[가지고 나오다]] 해요.,bring out,You do this when you reveal something.,무언가를 보이려고 할 때 해요.
The joke ___ smiles.,농담은 웃음을 [[야기]]해요.,bring out,It means to cause an effect.,어떤 결과를 만들게 하는 말이에요.
She will ___ a new book.,그녀는 새 책을 [[출간]]해요.,bring out,It means to officially release or show something new.,새로운 것을 공식적으로 공개하는 뜻이에요.
Her ___ accent is lovely.,그녀의 [[영국의]] 억양이 아름다워요.,British,It describes things or people from the United Kingdom.,이것은 영국에서 온 것을 나타내요.
They ___ the soccer match live.,그들은 축구 경기를 [[방송]]해요.,broadcast,It means you show programs on TV.,TV에서 프로그램을 보여주는 것이에요.
The ___ came on TV.,TV에서 [[방송]] 나왔어요.,broadcast,You see this on TV or radio.,TV나 라디오에서 볼 수 있어요.
My phone is ___.,내 전화기는 [[고장난]] 상태예요.,broken,It means not working correctly.,제대로 작동하지 않는다는 뜻이에요.
The toy is ___.,장난감이 [[부러진]] 상태예요.,broken,It means damaged and cannot be used.,망가져서 쓸 수 없다는 뜻이에요.
My toy is ___.,내 장난감은 [[실수투성이의]] 상태에요.,broken,"If a toy doesn't work anymore, you call it this.","장난감이 더 이상 작동하지 않으면, 이 단어를 써요."
My toy is ___.,내 장난감은 [[깨진]].,broken,It means damaged and not working well.,고장 나서 사용할 수 없다는 뜻이에요.
She won a ___ medal.,그녀는 [[동메달]] 받았어요.,bronze,It is a metal award for third place.,경기에서 세 번째에게 주는 금속 상이에요.
The statue is made of ___.,동상은 [[청동]]으로 만들어졌어요.,bronze,"It is a metal with a warm color, used in statues.",따뜻한 색을 가진 금속으로 동상을 만들 때 사용해요.
He used a ______ to clean floors.,그는 바닥 청소를 위해 [[빗자루]]를 사용했어요.,broomstick,It is the long handle for a sweep tool.,긴 손잡이로 먼지를 쓸 때 사용해요.
My ___ helped me yesterday.,내 [[형제]]가 어제 나를 도왔어요.,brother,It is your male sibling who is not you.,당신과 부모님을 같이하는 남자 형제예요.
My ___ is kind.,내 [[오빠]] 친절해요.,brother,He's a male sibling in your family.,그는 가족 속 남자 형제예요.
I use ___ to clean my teeth.,나는 이를 [[닦]]아요.,brush,You use this tool to clean your teeth.,이를 닦기 위해 사용하는 도구예요.
The car ___ the pole.,차가 [[스치다]] 기둥에 닿았어요.,brush,You use it when you touch something lightly.,무언가를 살짝 만질 때 사용하는 단어예요.
I ___ my teeth.,나는 이를 [[솔질]]해요.,brush,Use this when you clean your hair or teeth.,머리나 이를 닦을 때 쓰는 행동이에요.
She tends to ______ criticism easily.,그녀는 비판을 [[무시하다]] 쉽게 해요.,brush off,"When you don't care about someone's advice, you dismiss them.",누군가의 조언에 신경 쓰지 않을 때 하는 행동이에요.
I ___ every morning.,나는 매일 아침 [[이를 닦다]]해요.,brush one's teeth,You use a toothbrush with toothpaste to clean your teeth.,칫솔과 치약을 써서 이를 깨끗하게 해요.
"Every day, I ___ after breakfast.",나는 아침 식사 후에 [[양치질]]했어요.,brush one's teeth,You do this to keep your teeth clean.,이를 깨끗하게 하기 위해 이 일을 해요.
I filled the ___ with water.,나는 물을 담기 위해 [[양동이]]를 사용했어요.,bucket,You use this to carry water.,물을 옮길 때 사용하는 물건이에요.
They plan their ___ with excitement.,그들은 [[죽기 전에 해야 할 목록]]을 계획해요.,bucket list,It is a list of dreams you want before dying.,죽기 전에 꼭 해보고 싶은 일을 적은 목록이에요.
We ___ a small house.,우리는 작은 집을 [[만들다]]요.,build,It starts with 'b'!,b로 시작하는 단어예요!
They ________ a friendship.,그들은 우정을 [[형성]]해요.,build up,"When friends become closer, they do this.",친구가 가까워질 때 하는 일이에요.
We ___ our skills daily.,우리는 매일 [[증진]]해요.,build up,It means to slowly get bigger or better.,천천히 커지거나 좋아지는 것을 말해요.
They ___ a tall tower.,그들은 높은 탑을 [[쌓아 올리다]]했어요.,build up,Rearrange these letters!: L U B D I U P,다음 글자들을 재배열 해보세요!: L U B D I U P
The farmer saw a ___.,농부는 [[황소]]를 봤어요.,bull,It is a strong male animal on the farm.,농장에서 키우는 수컷 동물이에요.
I often _______ my friend.,나는 종종 [[마주치다]] 내 친구를 만나요.,bump into,You meet someone unexpectedly.,예기치 않게 누군가를 만나요.
The car might ___ a wall.,자동차가 벽과 [[충돌]]할 수 있어요.,bump into,It is used when one object hits another by accident.,우연히 물건이 서로 부딪힐 때 쓰는 표현이에요.
I want a ___.,나는 [[햄버거]]를 먹어요.,burger,You eat it at a fast food restaurant.,패스트푸드집에서 먹는 음식이에요.
The wood will ___ quickly.,나무가 빠르게 [[타]]었어요.,burn,It means to be on fire.,무언가 불이 붙은 상태를 말해요.
They ___ wood in the fire.,그들은 불에 나무를 [[태우]]어요.,burn,This word means to make something catch fire.,어떤 것을 불에 붙게 하는 행동이에요.
She ___ during the movie.,그녀는 영화 중에 [[울음을 터뜨리다]] 했어요.,burst into tears,You cry suddenly when you feel very sad.,매우 슬플 때 갑자기 울기 시작해요.
My father runs a ___.,우리 아빠는 [[사업]]을 운영해요.,business,It means an organization where people work to make money.,사람들이 돈을 벌기 위해 일하는 조직이에요.
The ___ runs a small shop.,그 [[사업가]]는 작은 가게를 운영해요.,businessman,He owns a company and makes deals.,회사를 소유하고 거래하는 사람이에요.
The ___ helped run many firms.,그 [[사업가]]는 여러 회사를 운영했어요.,businessperson,This person helps a company grow.,회사가 성장하도록 도와주는 사람이에요.
"Call later, I'm ___ now.","나중에 전화해, 지금 [[통화 중인]].",busy,You are using the phone now and cannot talk.,지금 전화를 사용 중이어서 대화할 수 없어요.
