fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
He was ____ at the party.,그는 파티에서 [[말문이 막힌]] 표정이었어요.,speechless,You feel this when you are so surprised you can't talk.,너무 놀라서 말을 못할 때의 느낌이에요.
The car ___ to win.,자동차가 이기기 위해 [[속도]] 내요.,speed,Rearrange these letters!: P E D S E,다음 글자들을 재배열 해보세요!: P E D S E
The car's ___ is very high.,자동차의 [[속력]]이 매우 높아요.,speed,It tells how fast things move.,사물이 얼마나 빠르게 움직이는지 알려줘요.
I reduce my ___ each month.,나는 매월 [[지출]]를 줄여요.,spending,It is when money is used.,돈을 사용할 때의 행위에요.
I add ___ to my food.,나는 음식에 [[향신료]]를 넣어요.,spice,This is added to meals to make them tastier.,음식의 맛을 좋게 해주기 위해 넣어요.
I add ___ to my food.,나는 음식에 [[양념]] 넣어요.,spice,You use it to make food tasty.,음식의 맛을 좋게 만들어요.
The sauce is ___.,소스는 [[매운]] 맛이에요.,spicy,It describes food that gives a burning taste.,음식이 입안에서 불타는 맛을 줄 때 쓰는 말이에요.
A ___ builds a web.,[[거미]]는 웹을 짓는 동물이에요.,spider,It makes a web to catch insects.,곤충을 잡기 위해 웹을 만드는 동물이에요.
He hit the ___ with a hammer.,그는 망치로 [[대못]]을 쳤어요.,spike,It is a metal nail used in building.,건물을 고정하는 쇠못이에요.
The cactus is very ___.,선인장은 매우 [[뾰족뾰족]]해요.,spiky,It means something has many sharp points.,많은 뾰족한 부분이 있어요.
I ___ water on the table.,나는 물을 [[엎지르]]했어요.,spill,When liquid accidentally leaves its container.,액체가 실수로 용기 밖으로 나오면 어떨까요?
There was a ___ on the floor.,바닥에 [[유출]]이 있었어요.,spill,It happens when liquid comes out unexpectedly.,액체가 뜻밖에 쏟아질 때를 말해요.
The chef used a ___ for soup.,요리사는 수프를 먹을 때 [[숟가락]]을 사용해요.,spoon,You use this to eat soup.,수프를 먹을 때 이것을 사용해요.
We play ______ on weekends.,우리는 주말에 [[운동]]해요.,sport,It is a game or physical activity you enjoy.,재미로 하는 게임이나 신체 활동이에요.
Our school celebrates ___ every year.,우리 학교는 매년 [[운동회]]를 열어요.,sports day,It is a school event for sports and fun.,학교에서 운동하고 즐길 수 있는 날이에요.
Our school holds ___ annually.,우리 학교는 매년 [[운동회]]를 해요.,sports day,A day when students play and compete in physical activities.,학생들이 운동하고 경쟁하는 특별한 날이에요.
The kitchen is ___.,"부엌은 [[아주 깨끗한,흠잡을 데 없는]]이에요.",spotless,It means very clean with no stains.,얼룩 하나 없이 아주 깨끗한 것을 뜻해요.
Mushrooms ___ after rain.,버섯이 비 온 후에 [[튀어 오르다]] 했어요.,spring up,It means to appear suddenly.,이것은 갑자기 나타나는 것을 뜻해요.
He ___ from his chair suddenly.,그는 의자에서 [[벌떡 일어나다]],spring up,It describes when someone quickly stands up.,누군가가 재빨리 일어날 때 사용해요.
They built a new ______ near town.,그들은 시내 근처에 새 [[경기장]]을 지었어요.,stadium,It is a large building for sports events.,스포츠 경기를 위해 지은 큰 건물이예요.
The news can ____ his reputation.,뉴스가 그의 [[훼손]]을 가져올 수 있어요.,stain,"If a rumor hurts someone's honor, this word is used.","만약 소문이 누군가의 명예를 해치면, 이 단어를 사용해요."
She climbed the ___.,그녀는 [[계단]]을 올랐어요.,stair,It helps you move between floors.,층과 층 사이를 이동할 때 사용해요.
I ___ at the bus stop.,나는 버스 정류장에서 [[서다]] 있어요.,stand,You do this when you are not sitting.,앉지 않고 몸을 똑바로 세우는 행동이에요.
I ___ here in line.,나는 줄에서 [[서다]].,stand,It means to be on your feet.,앉지 않고 두 발로 서 있는 것을 말해요.
I cannot ___ during hard times.,나는 힘든 상황에서 [[참다]] 못해요.,stand,"When things are hard, you do this.",힘든 상황에서도 이렇게 해요.
He visits a ___ for snacks.,그는 간식을 위해 [[노점]]에 가요.,stand,It is a small shop on the street.,도로 옆의 작은 가게예요.
They sold apples from the ___.,그들은 사과를 [[가판대]]에서 팔았어요.,stand,It is a booth where people sell things.,사람들이 물건을 파는 곳이에요.
The symbol ___ our country.,이 상징은 우리 나라를 [[나타내다]]해요.,stand for,This phrase shows what an abbreviation represents.,이 표현은 약어나 상징이 의미하는 바를 말해요.
Emily will ___ her teacher.,에밀리는 오늘 선생님을 [[대신]]할 거예요.,stand in for,You do this when you replace someone at work.,누군가 대신해 일을 도울 때 쓰는 말이에요.
They ___ at the ticket counter.,사람들은 매표소에서 [[줄을 서다]].,stand in line,You join others while waiting in order.,순서대로 기다리는 다른 사람들에 합류해요.
Kids often ______ during playtime.,아이들은 놀 때 [[물구나무서다]].,stand on one's head,You turn yourself upside down so your head touches the floor.,머리를 바닥에 대고 몸을 거꾸로 해요.
She will ___ in the film.,그녀는 영화에서 [[주연]]해요.,star,It means you act as the main person in a film.,영화에서 주된 역할을 맡는 것을 뜻해요.
They ___ in an old movie.,그들은 오래된 영화에 [[출연]]했어요.,star,It means to act in a lead role in a movie.,이 뜻은 영화에서 주역으로 연기하는 거예요.
I see a ___ at night.,나는 밤에 [[별]]을 봐요.,star,It starts with 's'!,s로 시작하는 단어예요!
The ___ is famous on stage.,무대에서 [[스타]]가 유명해요.,star,A person who is famous in entertainment.,연예계에서 유명한 사람이에요.
The sky is ___ tonight.,오늘 밤 하늘은 [[별이 많은]]이에요.,starry,It describes a sky full of stars!,별들이 가득한 하늘을 표현하는 말이에요!
We ___ our journey.,우리는 [[시작]]해요.,start,You do this when you begin an activity.,어떤 일을 처음 할 때 하는 행동이에요.
I always ______ coffee.,나는 항상 [[~으로 시작하다]] 커피 마셔요.,start off with,It means to begin something as the first step.,무엇인가를 처음부터 시작한다는 뜻이에요.
She ordered a ___ for lunch.,그녀는 점심으로 [[전채 요리]]를 주문했어요.,starter,It is a small dish before the main meal.,주 요리 전에 나오는 작은 요리예요.
A ___ starts the race.,이것은 [[출발 신호원]] 이에요.,starter,This one gives the signal to start a race.,경주가 시작될 때 신호를 줘요.
He is the ___ for our team.,그는 팀의 [[주전 선수]]예요.,starter,This player begins the game.,경기에서 처음 뛰는 선수예요.
My friend joined a ___.,내 친구는 [[창업]]에 참여했어요.,startup,It is a new business company trying new ideas.,새로운 아이디어로 시작하는 새로운 회사예요.
He gave a short ___.,그는 짧은 [[진술]]을 했다.,statement,It is a written expression of fact.,사실을 분명하게 적은 글이에요.
She received a ___ for dinner.,그녀는 저녁 식사 후에 [[계산서]] 받았어요.,statement,It is a bill showing what you bought.,구매한 물건들이 적힌 청구서예요.
He made a ___ at the meeting.,그는 회의에서 [[표현]]했다.,statement,It is a sentence that gives your opinion.,당신의 의견을 말하는 문장이에요.
I saw a ___ in the park.,나는 공원에서 [[조각상]]을 봤어요.,statue,You see this displayed in a museum or park.,박물관이나 공원에서 전시되어 있어요!
I will ___ at the hotel.,나는 호텔에 [[머무르]]할 거예요.,stay,It means to remain in one place.,어떤 곳을 떠나지 않고 있는 것을 말해요.
They ___ at home.,그들은 집에 [[유지]]해요.,stay,You do this when you remain in one place.,한 곳에 머무를 때 하는 행동이에요.
The hotel ___ was amazing.,호텔의 [[방문]]은 멋졌어요.,stay,It is a short period you spend at a place.,어떤 장소에서 보내는 짧은 시간이에요.
Please ___ the busy road.,번화한 길에서 [[가까이 가지 않다]] 하세요.,stay away from,Avoid coming too near something dangerous.,위험한 것에 너무 가까이 가지 마세요.
He will ___ after school.,그는 수업 후에 [[뒤에 남]]어요.,stay behind,It means you do not leave with the group.,모두와 함께 가지 않고 남는 행동이에요.
Please _____ during the storm.,폭풍 속에서 [[침착함을 유지하다]] 하세요.,stay calm,"You do not get scared, and you keep relaxed.","무섭지 않고, 편안하게 있는 상태예요."
I ______ worry.,나는 걱정으로부터 [[벗어나다]] 해요.,stay free from,It means to avoid bad situations.,나쁜 상황에 빠지지 않는 것을 말해요.
My friend ___ every weekend.,내 친구는 주말마다 [[밤늦게까지 깨어 있다]].,stay up late,You do this when you don't go to bed early.,일찍 자지 않고 깨어 있는 것을 말해요.
He will ___ the money.,그는 돈을 [[훔치]]어요.,steal,You take something that is not yours.,남의 물건을 허락 없이 가져가는 행동이에요.
He did a ___ in baseball.,그는 야구에서 [[도루]]를 했어요.,steal,It is the act of quickly running to a base.,선수가 빠르게 베이스로 달리는 행동이에요.
The hill is ___.,언덕이 [[가파른]]이에요.,steep,It means not easy to climb because it's very slanted.,오르기 힘들 정도로 경사지다는 뜻이에요.
He improves ___ in his art.,"그는 그림에서 [[한 걸음씩,단계적으로]] 발전해요.",step by step,It means doing things gradually.,조금씩 천천히 하는 것을 말해요.
Please ___ the bus carefully.,"부탁해요, 버스에 [[올라서]] 조심히 타세요.",step onto,Used when you board a bus or train.,버스나 기차에 탈 때 사용하는 표현이에요.
She will ___ for fresh air.,그녀는 신선한 공기를 위해 [[나가]]다.,step out,It means to leave a place briefly.,잠시 동안 장소를 떠나는 것을 뜻해요.
I will ___ you always.,나는 네 [[곁]]에 있을게요.,stick by,You stay with someone during hard times.,어려울 때 함께 있어요.
Your smile ___ in a crowd.,당신의 미소는 군중 속에서 [[눈에 잘 띄다]].,stick out,It is used when something appears more than normal.,보통보다 더 두드러지게 보일 때 쓰는 표현이에요.
He will ___ his hand.,그는 손을 [[내밀]]어요.,stick out,It means to push something forward.,무언가를 앞으로 내밀 때 하는 행동이에요.
She will ___ her promise.,그녀는 약속을 [[고수]]해요.,stick to,It means to keep following your plan.,계획을 바꾸지 않고 계속 따른다는 뜻이에요.
I always ___ my promises.,나는 항상 약속을 [[고집]]해요.,stick to,You keep following one idea.,같은 생각을 계속 따르세요.
I always ___ my plan.,나는 항상 내 계획에 [[붙]]어.,stick to,It means to continue following a rule or plan.,규칙이나 계획을 계속 따르는 것을 말해요.
I put a ______ on my laptop.,나는 내 노트북에 [[스티커]] 붙였어요.,sticker,It is something you peel off and stick on items.,물건에 떼어내서 붙일 수 있는 종이에요.
The tape is ___.,테이프가 [[끈끈한]]해요.,sticky,What word describes something that holds to surfaces?,물건들이 서로 붙을 때 쓰는 단어는 무엇일까요?
I have ___ after eating.,나는 식사 후에 [[복통]]을 느껴요.,stomach pain,It is a kind of hurt you feel in your belly.,배가 아플 때 느끼는 고통을 말해요.
I have a ___.,나는 [[복통]] 있어요.,stomachache,It is pain in your belly.,배가 아플 때의 증상이에요.
I found a ___ in the garden.,정원에서 [[돌]]을 찾았어요.,stone,It is hard and found on the ground.,딱딱하고 땅에서 볼 수 있어요.
Please ___ the car.,부디 차를 [[멈추]]세요.,stop,It means to make something not move.,어떤 것이 움직이지 않게 하다는 뜻이에요.
I waited at the ___.,나는 버스를 타기 위해 [[정류장]]에서 기다렸어요.,stop,This is a place where you catch a bus.,버스를 타는 장소에요.
Mom will ___ the store.,엄마가 가게에 [[들르]]었어요.,stop by,It means to visit a place briefly.,잠깐 들르는 것을 말해요.
Please ____ the file.,파일을 [[저장]]하세요.,store,It means to keep something safe.,어떤 것을 안전하게 보관하는 것을 말해요.
I went to the ___ to shop.,나는 [[가게]]에 갔어요.,store,It is a place to buy things.,여기서 물건을 살 수 있는 곳이에요.
The weather looks ___ today.,오늘 날씨가 [[폭풍의]]예요.,stormy,It describes weather with strong winds and heavy rain.,강한 바람과 많은 비가 있는 날씨를 말해요.
I read a ____.,나는 [[이야기]]를 읽었어요.,story,It is a short account of events that you enjoy.,일어난 일을 간단하게 담은 글이에요.
I live on the ___.,나는 이 [[층]]에 살아요.,story,It is one level in a building.,건물의 한 [[층]]을 의미해요.
The book has ___ style.,이 책은 [[이야기를 하는]] 스타일이에요.,storytelling,It describes a way of sharing a story.,이야기를 전달하는 방식을 말해요.
He took the ___ route.,그는 [[직선코스]] 경로를 택했어요.,straightaway,It is a path with no turns.,회전 없이 똑바로 가는 길이에요.
I saw a ___ today.,나는 오늘 [[낯선 사람]]을 봤어요.,stranger,How would you feel if you meet someone unknown?,모르는 사람을 만나면 어떤 기분일까요?
She fastened the ___ on her bag.,그녀는 가방에 [[띠]]를 매었어요.,strap,It is a band you use to hold items.,물건을 고정하는 밴드예요.
I sip from a ___.,나는 음료수를 [[빨대]]로 마셔요.,straw,It is a small tube you put in your drink.,음료수에 넣는 작은 관이에요.
I used a ___ for my drink.,나는 음료를 마실 때 [[빨대]] 사용했어요.,straw,It is used when you drink juice.,주스를 마실 때 사용해요.
I see the ___ near my house.,나는 집 근처의 [[거리]]를 봐요.,street,It is a road in a town for cars and people.,차와 사람이 다니는 도시의 길이에요.
Her ___ is her best gift.,그녀의 [[강점]]은 최고의 선물이예요.,strength,It is your best quality.,네가 제일 잘하는 점이야.
My ___ makes me strong.,내 [[힘]]이 나를 강하게 해요.,strength,It is what you use when you push a heavy door.,무거운 문을 밀 때 필요한 것을 생각해보세요.
Exercise can ___ your body.,운동은 근육을 [[강화]]해요.,strengthen,It makes things more powerful.,무언가를 더 강하게 만들어요.
Tom was ___ after a long day.,톰은 긴 하루 후에 [[스트레스로 지친]] 했어요.,stressed out,"When you have many worries, you feel anxious and tired.",여러 가지 문제로 마음이 불안하고 피곤할 때 사용하는 말이에요.
The exam was very ___.,시험이 매우 [[긴장이 많은]].,stressful,It makes you feel very anxious.,이것은 당신을 매우 불안하게 만들어요.
Today is ___.,오늘은 [[스트레스 많은]] 날이에요.,stressful,It means causing worry and tension.,이 단어는 걱정과 긴장을 주는 것을 말해요.
The fabric is ___ and soft.,이 천은 [[신축성]]하고 부드러워요.,stretchy,What do you call fabric that easily extends?,쉽게 늘어나는 천을 뭐라고 할까요?
He is ____ about rules.,그는 규칙에 대해 [[엄격한]] 편이에요.,strict,It means not allowing mistakes with rules.,규칙을 어기면 안 된다는 뜻이에요.
The zebra has a ___ pattern.,얼룩말은 [[줄무늬]] 패턴이 있어요.,stripe,It is a long colored band on a zebra's body.,얼룩말의 몸에 있는 긴 색깔 선이에요.
The tiger is ___.,호랑이는 [[줄무늬]]예요.,striped,It means having lines on it.,무엇인가에 선이 있다는 뜻이에요.
The metal is ___.,금속은 [[강한]].,strong,Think of someone who can lift heavy weights.,무거운 물건을 들 수 있는 사람을 생각해 보세요.
My car is ___ in traffic.,내 차가 [[갇힌]] 상태에 있어요.,stuck,"When you cannot move, you are in this state.",움직일 수 없을 때 느끼는 상태예요.
A ___ attends school.,한 [[학생]]은 학교에 다녀요.,student,This is a person who goes to school.,학교에 다니는 사람이에요.
I will ___ tonight.,나는 오늘 밤 [[공부]]해요.,study,You do this at school to learn.,학교에서 배우기 위해 하는 행동이에요.
She chose a ___ method.,그녀는 자신의 [[방식]]을 선택했어요.,style,It is the way you do things.,어떤 일을 하는 방법이에요.
The ___ goes under the sea.,그 [[잠수함]]는 바닷속을 항해해요.,submarine,It is a vehicle that travels under water.,이것은 물속을 이동하는 탈것이에요.
The boat passed the ___ trench.,배는 [[해저의]] 해구를 지났어요.,submarine,It means something found below the ocean's surface.,바다 밑에 있는 것을 뜻해요.
Please ___ the video.,영상에 [[자막을 넣다]] 해요.,subtitle,You add written words to a movie.,영화에 글자를 넣어요.
The movie's ___ was clear.,영화의 [[자막]]이 선명했어요.,subtitle,It is the text on screen during films.,영화 볼 때 아래에 보이는 글자예요.
I ride the ___ to work.,나는 [[지하철]]을 타요.,subway,It is a train that runs underground.,지하에 있는 열차예요.
They are very ______.,그들은 아주 [[성공]]했어요.,successful,"When you reach your goals, you feel proud.",목표를 달성하면 자랑스러워져요.
She is very ______ today.,그녀는 오늘 [[성공]]한 사람이에요.,successful,It means you achieve your goals in life.,삶에서 목표를 이루었을 때 사용하는 말이에요.
It is ______ a lovely day.,오늘은 [[너무나~한]] 멋진 날이에요.,such,It is used to emphasize a noun phrase.,명사구를 강조할 때 쓰여요.
It is ___ a wonderful day.,오늘은 [[이처럼]] 멋진 날이에요.,such,When you want to emphasize something.,무언가를 강조할 때 사용해요.
It is ___ a hot day.,오늘은 [[그런]] 더운 날이에요.,such,You use this word before a noun to show similarity.,명사를 앞에 두고 비슷한 것을 나타낼 때 사용해요.
I have never seen ___ a cat.,나는 [[그러한]] 고양이를 본 적이 없어요.,such,It is used to point out an example before a noun.,명사 앞에 예시를 말할 때 사용하는 단어예요.
I enjoy desserts ___ cake and ice cream.,나는 디저트를 [[처럼]] 케이크와 아이스크림을 좋아해요.,such as,This phrase is used for giving examples.,예시를 들 때 사용하는 표현이에요.
I like sweets ___ candy.,나는 단 것을 [[와 같은]] 사탕을 좋아해요.,such as,This phrase is used to give examples.,예시를 들 때 사용하는 표현이에요.
It ____ started raining.,비가 [[갑자기]] 내렸어요.,suddenly,It means happening quickly without warning.,예기치 않게 빠르게 일어나는 것을 말해요.
I add ___ to my tea.,나는 차에 [[설탕]] 넣어요.,sugar,It is a sweet substance added to drinks.,음료에 넣어 달콤하게 만드는 물질이에요.
This yogurt is ___.,이 요거트는 [[설탕이 들어있지 않은]] 맛이에요.,sugar-free,It means there is no sugar.,제품에 설탕이 없다는 뜻이에요.
He made a ___ at the meeting.,그는 회의에서 [[제안]]을 했어요.,suggestion,It is when you share an idea with someone.,남에게 아이디어나 계획을 말하는 것이에요.
I pack my ___ for travel.,나는 여행을 위해 [[여행가방]]을 싸요.,suitcase,You put your clothes in it when traveling.,여행할 때 옷을 넣는 물건이에요.
The ___ is in the sky.,하늘에 [[태양]]이 있어요.,sun,It is a bright ball that gives light and warmth.,낮에 빛과 열을 주는 밝은 공이에요.
The ___ follows the sun.,햇빛을 따라 [[해바라기]]가 움직여요.,sunflower,This plant tilts its head towards the light.,이 식물은 빛을 향해 고개를 돌려요.
She wears ____ on sunny days.,그녀는 맑은 날에 [[선글라스]]를 써요.,sunglasses,You wear these to protect your eyes from the sun.,태양빛으로부터 눈을 보호하기 위해 써요.
The room is filled with ___.,방은 [[햇빛]]으로 가득해요.,sunlight,It comes from the big star in our sky.,하늘의 큰 별에서 나오는 빛이에요.
I see ___ every morning.,나는 매일 아침 [[해돋이]]를 봐요.,sunrise,"When day begins, the sky lights up.",아침에 하늘이 밝아져요.
Apply ___ before you go outside.,밖에 나가기 전에 [[선크림]]을 바르세요.,sunscreen,It protects your skin from the sun.,햇빛에 타지 않도록 도와줘요.
We saw the ______ at the beach.,우리는 해변에서 [[일몰]]을 보았어요.,sunset,It is the time when day turns to evening.,낮이 저녁으로 변하는 시간이에요.
I bought fruits at the ______.,저는 과일을 [[슈퍼마켓]]에서 샀어요.,supermarket,It's a place where you buy food.,음식을 살 수 있는 곳이에요.
My friend is ___.,내 친구는 [[도와주]] 사람이에요.,supportive,This word means someone who helps others.,다른 사람을 도와주는 사람을 말해요.
I am ___ about it.,나는 그것에 대해 [[확실]]해요.,sure,You feel this when you are certain about something.,어떤 일에 대해 확신을 가질 때 느끼는 감정이에요.
I feel ___ about it.,나는 그것에 대해 [[물론이지]].,sure,You feel certain about a fact.,어떤 사실에 대해 확신할 때 쓰는 말이에요.
They love to ___ on waves.,그들은 파도에서 [[서핑]]해요.,surf,You use a board to ride on water.,보드를 타며 물 위에서 즐기죠.
I ___ the internet.,나는 인터넷을 [[서핑]]해요.,surf,You do this when you browse websites.,웹사이트를 둘러볼 때 하는 행동이에요.
We love ___ at the beach.,저희는 해변에서 [[파도]]를 즐겨요.,surf,You ride water on a board.,보드를 타고 물 위를 달릴 때 쓰는 말이에요.
She looked ___ after hearing news.,그녀는 소식을 듣고 [[놀란]] 표정을 지었어요.,surprised,Rearrange these letters!: P R I S S E R U D,다음 글자들을 재배열 해보세요!: P R I S S E R U D
The movie was ___.,그 영화는 [[놀라운]].,surprising,How do you feel when something unexpected happens?,예상치 못한 일이 생길 때 어떤 기분인가요?
He finished the race ______ fast.,그는 경주를 [[놀랄 만큼]] 빨리 끝냈어요.,surprisingly,It shows an action happens in an unexpected way.,행동이 예상과 다르게 일어남을 나타내요.
He ___ finished his homework.,그는 [[놀랍게도]] 숙제를 끝냈어요.,surprisingly,It shows something in an unexpected way.,무언가가 예상과 달라 보이는 방식을 말해요.
___ is needed to live.,살기 위해 [[생존]]이 필요해요.,survival,It means living when conditions are hard.,"조건이 어려울 때, 살아남는 것을 말해요."
The ___ escaped the fire.,그 불에서 [[생존자]]가 살아남았어요.,survivor,They are the person who lives when danger happens.,위험할 때 살아남은 사람이에요.
The ___ glides on the water.,그 [[백조]]가 물 위에서 미끄러져요.,swan,It is a white bird that swims.,하얀 새가 수영해요.
A ___ of bees attacked.,벌들의 [[무리]]가 공격했어요.,swarm,Many insects come together at once.,많은 곤충이 한데 모여요.
He began to ___ during exercise.,그는 운동 중에 [[땀]] 흘렸어요.,sweat,Your body makes this liquid when you are active.,활동할 때 몸에서 나오는 액체예요.
He had ____ after the run.,그는 달린 후 얼굴에 [[땀]]이 나요.,sweat,It is a liquid your body makes to cool you when hot.,몸이 더울 때 시원하게 해주는 액체예요.
"After exercise, his face was ___.",운동 후 그의 얼굴은 [[땀에 젖은]] 상태였어요.,sweaty,"When you exercise, your skin gets wet with sweat.",운동하면 피부에 땀이 맺혀요.
The girl is ____. ,그 소녀는 매우 [[상냥]]해요.,sweet,It describes someone very kind.,사람이 매우 착할 때 쓰는 단어예요.
The girl is very ____.,그 소녀는 매우 [[다정한]]예요.,sweet,It means kind and pleasant to be with.,함께 있으면 좋을 만큼 친절해요.
I ___ in the pool.,나는 수영장에서 [[수영]]해요.,swim,What do you do in water?,물을 만났을 때 하는 행동이에요.
I wear ___ for swimming.,나는 수영할 때 항상 [[수영모]]를 썼어요.,swimming cap,You wear it on your head when you swim.,수영할 때 머리에 쓰는 거예요.
We went to the ___ yesterday.,어제 우리는 [[수영장]]에 갔어요.,swimming pool,It is a place with water for swimming.,수영을 할 수 있는 물이 있는 장소예요.
The pendulum ___ every second.,시계추가 매 초마다 [[흔들리]]어요.,swing,It moves back and forth like a park toy.,공원에서 타는 장난감처럼 앞뒤로 움직여요.
He can ___ a bat.,그는 방망이를 [[휘두르]]었어요.,swing,It is the move you do with a bat.,방망이로 칠 때 하는 동작이에요.
Kids ___ at the park.,아이들이 공원에서 [[빙 돌리다]]해요.,swing,You move back and forth on a playground seat.,놀이터에서 앞뒤로 움직이는 행동이에요.
The child loves the ___.,아이들은 [[그네]]를 좋아해요.,swing,You sit on it and go back and forth.,이것에 앉아서 앞뒤로 움직여요.
I enjoy ___ cheese.,나는 [[스위스]] 치즈를 좋아해요.,Swiss,It describes something from a country with the Alps.,알프스 산이 있는 나라의 것을 의미해요.
Call the ___ to transfer a call.,전화를 연결하려면 [[교환대]]를 사용해요.,switchboard,It directs phone calls in an office.,사무실에서 전화 통화를 연결해요.
The knight held his ____.,기사는 그의 [[칼]]을 들었어요.,sword,It is a sharp metal used in fights.,싸움에 쓰이는 날카로운 금속이에요.
The flag is a ______.,깃발은 [[상징]]이에요.,symbol,It represents an idea or feeling.,생각이나 감정을 나타내요.
The flag is a ___ of freedom.,깃발은 자유의 [[기호]]입니다.,symbol,It stands for an idea or concept.,어떤 생각이나 의미를 나타내는 것이에요.
The flag is ___.,그 깃발은 [[상징적인]]이에요.,symbolic,It represents something else.,어떤 것을 대신 나타내요.
This flag ___ our nation.,이 깃발은 우리 나라를 [[상징]]해요.,symbolize,It shows what things stand for.,무엇을 대표하는지 보여줘요.
Fever is a common ___.,열은 흔한 [[증상]]이에요.,symptom,It is a sign you feel ill.,몸이 아플 때 보이는 징후예요.
Kids play ___ on weekends.,아이들이 주말에 [[티볼]]을 해요.,T-ball,A game where children hit a ball off a stationary tee.,어린이들이 고정된 티에서 공을 치는 경기예요.
She puts food on the ___.,그녀는 음식을 [[식탁]] 위에 올려요.,table,You eat your meals on this.,식사할 때 이것 위에서 먹어요.
He made a ___ of numbers.,그는 숫자들의 [[표]]를 만들었어요.,table,It is used to organize information in rows and columns.,숫자나 정보를 정리할 때 사용해요.
Good ___ are important at meals.,좋은 [[식사 예절]]은 식사할 때 중요해요.,table manners,They are rules for eating politely.,식사할 때 예의 바르게 행동하기 위한 규칙이에요.
I need a ___ for my cold.,나는 감기에 [[알약]]을 먹어요.,tablet,It is a small medicine you take when you are sick.,아플 때 먹는 작은 약이에요.
I ate a ___ for lunch.,나는 점심에 [[타코]]를 먹었어요.,taco,It is a Mexican food you can eat with sauce.,멕시코 음식이에요. 소스를 함께 먹어요.
I attached a ___ on my bag.,나는 가방에 [[꼬리표]]를 붙였어요.,tag,It is a small label you use on items.,물건에 붙이는 작은 이름표예요.
The dog wags its ___.,개는 [[꼬리]]를 흔들어요.,tail,It is the back part of an animal.,동물의 뒤쪽에 있는 부분이에요.
Please ___ this book.,이 책을 [[가지]]세요.,take,You do this when you grab an item.,물건을 잡을 때 하는 행동이에요.
I ___ my bag to school.,나는 학교에 가방을 [[가지고 다니다]],take,"When you grab something, you carry it away.",무언가를 집어 들고 옮길 때 쓰는 단어예요.
Please ___ a break.,잠깐 쉬라고 [[섭취]]하세요.,take,How do you get something? Use your mouth.,입으로 먹는 것과 관련 있어요.
I ___ my cat home.,나는 내 고양이를 집에 [[데리고 가다]].,take,It means to move someone or something with you.,누군가나 어떤 것을 같이 옮길 때 쓰는 단어예요.
It ___ ten minutes.,10분이 [[걸리]]어요.,take,It means to need time to happen.,어떤 일이 일어나는데 시간이 필요함을 나타내요.
I will ___ the blue one.,나는 파란색 것을 [[선택]]해요.,take,It is used when you choose something.,이 단어는 무엇인가를 선택할 때 쓰여요.
I will ___ a course.,나는 [[수강]]해요.,take,You join a class by doing this.,수업에 참여할 때 쓰는 단어예요.
I will ___ my bag.,나는 가방을 [[가지고 가]]요.,take,You carry something from one place to another.,어떤 물건을 한 곳에서 다른 곳으로 옮길 때 쓰는 단어에요.
I ___ the bus.,나는 버스를 [[타]]요.,take,Rearrange these letters!: T A K E,다음 글자들을 재배열 해보세요!: T A K E
I can't ___ it.,나는 더 이상 [[참]] 못해요.,take,What do you do to be patient when things are tough?,어려울 때 인내심을 보이기 위해 어떻게 하나요?
I ____ my lunch.,나는 점심을 [[가지고가]]요.,take,You move something with you from one place.,무언가를 한 곳에서 다른 곳으로 옮길 때 쓰는 말이에요.
I will ___ a photo.,나는 사진을 [[찍]]어요.,take,Use a camera to capture a moment.,카메라로 순간을 남기는 행동이에요.
I ___ medicine every day.,나는 매일 [[복용]] 해요.,take,You do this when you need to swallow a pill.,매일 약을 먹을 때 하는 행동이에요.
This ___ is from the movie.,이 영화에서 [[한 장면]]은 멋졌어요.,take,It is a scene from a movie.,영화에서 나온 한 장면이에요.
I ___ after work.,나는 일과 후에 [[목욕]]해요.,take a bath,You do this to get clean in water.,물로 몸을 깨끗하게 하기 위해 하는 행동이에요.
We will _______ soon.,우리는 곧 [[잠깐 휴식]]할 거예요.,take a break,It means to rest for a few minutes.,몇 분 동안 쉬는 것을 말해요.
She will _______ on love.,그녀는 사랑에 [[운에 맡기]]할 거예요.,take a chance,It means trying something even if you are not sure.,잘 될지 몰라도 시도해 보는 거예요.
Please ___ at the picture.,그림을 [[을 보다]] 해요.,take a look,Do this when you want to see something quickly.,"뭔가를 빠르게 보고 싶을 때, 이렇게 해요."
I will ___ with my phone.,나는 핸드폰으로 [[사진을 찍다]].,take a photo,You use a camera to capture a moment.,카메라로 순간을 기록해요.
He will ___ at the park.,그는 공원에서 [[사진을 찍다]].,take a picture,You use a camera to capture a moment.,카메라로 순간을 기록할 때 쓰는 말이에요.
I ___ my friend.,나는 친구의 [[사진 찍다]] 했어.,take a picture of,You use a camera to capture a moment.,카메라로 순간을 기록하는 행동이에요.
I will ___ in the morning.,나는 아침에 [[샤워]]해요.,take a shower,You do this to clean yourself with water.,물로 몸을 깨끗이 하기 위해 해요.
They will ___ in the city.,그들은 도시에서 [[여행]]해요.,take a tour,You go with a guide to see new places.,안내를 받아 새로운 곳을 보는 거예요.
I like to ___ in the park.,나는 공원에서 [[산책]]해요.,take a walk,You go outside slowly for relaxation.,밖에서 천천히 걸으며 휴식을 취하는 행동이에요.
