fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
I do not like coffee ___ tea.,나는 커피도 [[또한 아니다]] 차도 좋아하지 않아요.,nor,It is used to join two negatives.,두 개의 부정문을 연결할 때 쓰여요.
I searched ___ for my toy.,나는 내 장난감을 [[아무데도]] 찾지 못했어요.,nowhere,Use this word when there is no location at all.,어느 장소에도 없을 때 쓰는 단어예요.
I see an ___ tree.,나는 [[오크나무]] 밑에 있어요.,oak,It is a tree with very strong wood.,굉장히 단단한 나무예요.
An ___ happened today.,오늘 [[발생]]이 일어났어요.,occurrence,It is an event that happens.,어떤 일이 일어나는 것을 말해요.
They enjoyed watching ___ last night.,그들은 어젯밤 [[오페라]]를 즐겼어요.,opera,It is a show with singing on stage.,무대에서 노래하는 공연이에요.
You ___ do your homework.,너는 숙제를 [[해야 한다]],ought,You do this when it's the right thing to do.,옳은 행동을 할 때 쓰는 단어예요.
The bread bakes in the ____.,빵은 [[오븐]]에서 구워져요.,oven,It is a kitchen appliance used for baking.,음식을 굽는 주방 기구예요.
I read a ______ in class.,나는 수업에서 [[문단]]을 읽었어요.,paragraph,It is a group of sentences that share one idea.,한 가지 생각을 담은 문장들의 모음이에요.
I ate a ___ for lunch.,나는 점심에 [[배]] 먹었어요.,pear,It is a crunchy and sweet fruit.,이 과일은 아삭아삭하고 달콤해요.
He earns $10 __ hour.,그는 시간[[당]] 10달러를 벌어요.,per,"Use this when talking about rates, like cost for one item.",물건 하나당 가격을 말할 때 사용해요.
I read one book ___ month.,나는 한 달[[마다]] 한 권의 책을 읽어요.,per,It is used to mean each when describing amounts or time.,양이나 시간을 말할 때 각각의 의미로 쓰여요.
Water flows through the ___.,물이 [[파이프]]를 통해 흐릅니다.,pipe,It is a tube that carries water.,물이 지나갈 수 있도록 만든 관이에요.
He played the ___.,그는 [[피리]]를 불었어요.,pipe,This instrument makes sound when you blow.,불어서 소리를 내는 악기예요.
He used a ___ to smoke.,그는 담배를 피우기 위해 [[담뱃대]]를 사용했어요.,pipe,You use this to smoke tobacco.,담배를 피울 때 사용하는 도구예요.
They studied ___ in class.,그들은 수업에서 [[정치]]를 배웠어요.,politics,This word is about how a country is ruled.,이 단어는 나라가 운영되는 방법에 관한 거예요.
The ship arrived at the ___.,배는 [[항구]]에 도착했어요.,port,It is a place where ships load and unload.,배들이 오고 가는 곳이에요.
The result seems ___.,결과가 [[유망한]] 것 같아요.,probable,It means something is expected to happen.,어떤 일이 일어날 것으로 예상돼요.
It is ______ that it will rain.,내일 비가 올 [[개연성 있는]] 것 같아요.,probable,It describes something that may happen.,어떤 일이 일어날 수 있다는 뜻이에요.
They went to the ___.,그들은 [[주점]]에 갔어요.,pub,It's a small place to drink.,사람들이 술을 마시는 작은 곳이에요.
I want to ___ for the team.,나는 팀에 [[자격을 얻]]고 싶어요.,qualify,You need to meet the standards to join.,참가하려면 기준을 충족해야 해요.
She likes to ___ famous words.,그녀는 유명한 말을 [[인용]]해요.,quote,It means to use someone else's words exactly.,다른 사람의 말을 그대로 옮길 때 쓰는 단어예요.
She read a ___ in the book.,그녀는 책에서 [[인용구]]를 읽었어요.,quote,It is a sentence taken from someone famous.,유명한 사람이 한 말을 그대로 옮긴 문장이에요.
The train runs on the ___.,기차는 [[철도]]로 달려요.,rail,It is a bar used for trains or safety.,기차와 안전에 쓰이는 막대예요.
Please complete the ___ of your parcel.,소포의 [[수령]]을 완료하세요.,reception,It means collecting something that is sent to you.,주문한 물건을 받는다는 뜻이에요.
She waited at the ___.,그녀는 [[접수처]]에서 기다렸어요.,reception,This is where you check in at a hotel.,호텔에서 체크인하는 곳이에요.
They had a ___ after the wedding.,그들은 결혼식 후에 [[환영회]]를 가졌어요.,reception,It is a party to welcome guests.,손님들을 맞이하기 위한 파티에요.
I often _____ to that book.,나는 그 책을 [[언급]]해요.,refer,You use this word when you mention something in conversation.,대화 중에 어떤 것을 말할 때 이 단어를 사용해요.
They always ___ someone else for their error.,그들은 항상 다른 사람을 [[탓]]해요.,refer,"When you decide who is at fault, you use this word.",실수의 이유가 되는 사람을 지목할 때 써요.
Please ___ to the manual.,부디 매뉴얼을 [[참조]]하세요.,refer,You use this word to point to a source.,정보의 근원을 가리킬 때 쓰는 단어예요.
She will ___ him to the doctor.,그녀는 그를 의사에게 [[맡기]]했어요.,refer,You send someone to another person for help.,필요할 때 사람을 다른 사람에게 보내요.
They ___ him a hero.,그들은 그를 영웅으로 [[간주]]해요.,regard,It means to consider someone in a respectful way.,누군가를 존중하며 생각하는 것을 말해요.
She has much ___ for him.,그녀는 그에게 많은 [[관심]]을 보여요.,regard,It means you care about someone.,누군가를 소중히 여기는 마음이에요.
She holds him in high ___.,그녀는 그를 높은 [[관계]]로 여겨요.,regard,It means you think kindly about someone.,누군가를 좋은 마음으로 생각할 때 쓰는 말이에요.
She has much ___ for him.,그녀는 그를 많이 [[존경]]해요.,regard,You feel this when you admire someone.,누군가를 존경할 때 느끼는 감정이에요.
A ___ joins two people.,두 사람 사이에 [[관계]]가 있어요.,relation,It shows how things connect.,사물들이 어떻게 연결되는지 설명해요.
I ___ on my friend.,나는 친구에게 [[의지]]해요.,rely,You depend on someone for help.,누군가에게 도움을 받는 거예요.
She will ___ about the movie.,그녀는 영화에 대해 [[주의]]해요.,remark,It means to express a comment about something.,무언가에 대해 의견을 말하는 것을 뜻해요.
They returned to their ______ homes.,그들은 자기들의 [[각각의]] 집으로 돌아갔어요.,respective,It means each one in a group.,모든 사람이 자기 것을 가진다는 뜻이에요.
She wore a ___ in winter.,그녀는 겨울에 [[스카프]]를 착용했어요.,scarf,You wrap it around your neck for warmth.,"목에 두르고, 따뜻하게 해주는 물건이에요."
She wore a ___ in winter.,그녀는 겨울에 [[목도리]]를 썼어요.,scarf,You wear this around your neck in winter.,겨울에 목에 두는 물건이에요.
Please ___ the envelope tightly.,편지를 [[봉]]해요.,seal,You use this to close an envelope.,이것으로 편지를 안전하게 닫아요.
He fixed the __ on the jar.,그는 항아리의 [[밀봉한 부분]]을 고쳤어요.,seal,Rearrange these letters!: L S E A,다음 글자들을 재배열 해보세요!: L S E A
A ___ lives by the shore.,바닷가에 사는 [[바다표범]]을 봐요.,seal,It is an animal that lives in the sea.,바다에서 사는 동물이에요.
I saw a ___ at the aquarium.,수족관에서 [[물개]]를 봤어요.,seal,It is an animal that lives in water and basks on rocks.,"이 동물은 물에서 살고, 바위 위에 쉬어요."
The ___ answered the phone.,그 [[비서]]가 전화를 받았어요.,secretary,This person helps with office work and organizes meetings.,회사에서 업무를 돕고 회의를 준비하는 사람이에요.
Believe in your ___.,당신은 [[자신]]을 믿어요.,self,It refers to who you really are.,당신이 진짜 누구인지 나타내요.
The school ___ started today.,학교에서 새로운 [[학기]]가 시작되었어요.,session,It is the period when classes are held.,수업이 열리는 기간을 말해요.
The cat followed its ___.,고양이는 자기 [[그림자]]를 쫓았어요.,shadow,It is what you see when light is blocked.,빛이 막혀서 보이는 모양이에요.
I ___ cook dinner tonight.,나는 오늘 저녁을 [[할]] 거예요.,shall,This word shows a future action in formal speech.,이 단어는 미래의 행동을 정중하게 표현할 때 사용해요.
He felt ___ after his mistake.,그는 실수 후에 [[부끄러움]]을 느꼈어요.,shame,It is a feeling when you are embarrassed about your actions.,자신의 행동 때문에 부끄러운 기분일 때 느껴져요.
That is a ___.,그것은 정말 [[안타까운]] 일이에요.,shame,You use this word when something is very unfortunate.,어떤 일이 정말 안타까울 때 쓰는 말이에요.
He will ___ his beard now.,그는 지금 수염을 [[면도]]해요.,shave,It is what a barber does to a beard.,이발사가 수염에 하는 행동이에요.
We ___ the building here.,우리는 여기 건물을 [[위치시키다]].,situate,It means to put something in a certain spot.,어떤 것을 특정한 위치에 놓는다는 뜻이에요.
We ___ the chair here.,우리는 의자를 [[놓다]] 여기 놔요.,situate,It means to put something in a place.,어떤 것을 특정한 위치에 두는 것을 말해요.
"Be careful, you might ___ on ice.","조심하세요, 얼음 위에서 [[미끄러지다]] 할 수 있어요.",slip,"When you step on a smooth surface, you may lose balance.","부드러운 표면에서 발을 헛디디면, 균형을 잃을 수 있어요."
I found a ___ on the desk.,나는 책상 위에서 [[종이 조각]]을 찾았어요.,slip,It is a small piece of paper you might pick up.,작은 종이 조각이에요.
I got my ___ from the cashier.,나는 계산원에게 [[전표]] 받았어요.,slip,It is a small paper that shows your purchase.,구매를 증명하는 종이에요.
The exam was ___ difficult.,시험이 [[다소]] 어려웠어요.,somewhat,It means a little bit.,조금 정도의 의미예요.
They ___ a school fair.,그들은 학교 박람회를 [[후원]]해요.,sponsor,They give money to support events.,이들은 행사를 지원하기 위해 돈을 줘요.
They need a ___ for the event.,행사에 필요한 [[후원자]]를 찾고 있어요.,sponsor,It is a person or group who gives money to support events.,어떤 행사나 활동을 돕기 위해 돈을 주는 사람 또는 단체예요.
They ___ perfume in the room.,그들은 방에 향수를 [[뿌리]]했어요.,spray,It is when liquid is spread in small drops.,이것은 액체를 작은 방울로 뿌리는 행동이에요.
The hose gives a ___.,호스에서 [[물보라]]가 나와요.,spray,It is a light mist of water.,물의 가벼운 안개예요.
I will ___ the paper.,나는 서류에 [[도장]] 찍었어요.,stamp,You press this tool on paper for approval.,종이에 찍어서 인정 받게 해요.
I need a ___ to mail a letter.,나는 편지를 보내기 위해 [[우표]]가 필요해요.,stamp,You attach it on an envelope to send a letter.,편지봉투에 붙여서 편지를 보내요.
The table is ___ and strong.,테이블은 [[안정된]] 상태예요.,steady,It means something that does not move or shake.,이 단어는 움직이지 않거나 흔들리지 않는 것을 말해요.
He walked at a ____ pace.,그는 [[일정한]] 속도로 걸었어요.,steady,Rearrange these letters!: T Y S E A D,다음 글자들을 재배열 해보세요!: T Y S E A D
She has a ___ rhythm.,그녀는 [[꾸준한]] 리듬을 가지고 있어요.,steady,It means not changing quickly.,빨리 변하지 않는 상태를 말해요.
She feels ___ before the exam.,그녀는 시험 전에 [[긴장]]해요.,tense,You might feel this way when taking a test.,시험 볼 때 느끼는 감정이에요.
He felt ___ before the exam.,그는 시험 전에 매우 [[긴장]]했어요.,tense,Your body feels tight and you feel worried before a test.,시험 전에 몸이 꽉 조여지고 걱정스러운 기분이 들어요.
I ___ bread every morning.,나는 매일 아침 [[토스트]] 먹어요.,toast,You heat bread until it is brown.,빵이 갈색이 될 때까지 데우는 거예요.
Friends ___ with their glasses today.,친구들이 [[건배]]했어요.,toast,You raise your glass to cheer with friends.,친구들과 함께 잔을 들며 축하하는 행동이에요.
I like ___ for breakfast.,나는 아침에 [[토스트]]를 먹어요.,toast,It is bread that becomes brown when heated.,빵을 데우면 갈색으로 변해요.
He was ___ about the plan.,그는 계획에 대해 [[알지 못하는]] 사람이에요.,unaware,It means you do not know something.,무언가를 모른다는 뜻이에요.
Workers formed a ___ for better pay.,노동자들은 더 나은 임금을 위해 [[연합]]을 만들었어요.,union,It is when many join as one.,여러 부분이 하나가 되는 과정을 말해요.
The ___ joined workers for one goal.,노동자들이 하나로 [[결합]]해요.,union,They join parts to make one.,여러 부분이 한 개가 돼요.
This ___ bonds people together.,이 [[결합]]은 사람들을 함께 묶어요.,union,It means joining together as one.,여러 부분이 함께 되는 것을 말해요.
He sat ___ the chair.,그는 의자 [[위에]] 앉았어요.,upon,It describes when one thing is on something else.,어떤 것이 다른 것의 위에 있을 때 사용해요.
The ___ shelf is next to the window.,창문 옆에 있는 [[더 위의]] 선반이에요.,upper,It describes something that is on top.,위에 있는 것을 말해요.
He drives a ___ every morning.,그는 매일 아침 [[밴]] 타요.,van,This vehicle carries many people.,많은 사람들을 태우는 차량이에요.
They visited a lovely ____ in Spain.,그들은 스페인에서 멋진 [[별장]]을 방문했어요.,villa,It is a big vacation home.,휴일에 머무는 큰 집이에요.
Sheep create ___ for warm clothes.,양은 따뜻한 옷을 위해 [[양털]]을 만들어요.,wool,It is soft and warm material from sheep.,양에서 나오는 부드럽고 따뜻한 재료예요.
I ___ help you.,나는 너를 [[~였을 것이다]] 도와줄게요.,would,It shows a choice or a possibility.,선택이나 가능성을 보여줄 때 써요.
They ___ join us for dinner.,그들은 우리와 함께 저녁 식사에 [[하려고]] 했다.,would,"It shows a past intention, like when you planned something.",예전에 어떤 일을 하려고 할 때 쓰는 말이에요.
I ___ help my friend now.,나는 지금 친구를 [[했을 것이다]] 도와줄게요.,would,You use it to say something might happen.,무언가 일어날 수도 있음을 말할 때 사용해요.
We ___ two ideas in class.,우리는 수업에서 두 아이디어를 [[관련시키]]어요.,associate,It means to connect ideas or things.,아이디어나 물건들을 서로 연결하는 뜻이에요.
I ___ pictures with memories.,나는 기억과 사진을 [[연관짓]]어요.,associate,It means to connect two ideas.,두 가지 생각을 서로 연결한다는 뜻이에요.
She ___ music with memories.,그녀는 음악과 기억을 [[연상]]해요.,associate,You connect one thing with another.,한 가지를 다른 것과 연결해요.
My ___ is very kind.,내 [[동료]]는 항상 친절해요.,associate,This is a person you work with.,함께 일하는 사람이에요.
I ___ he will arrive soon.,나는 그가 곧 도착할 거라고 [[가정]]해요.,assume,It means you think something is true.,어떤 것이 사실이라고 생각하는 거예요.
They ___ responsibility for the project.,그들은 프로젝트의 책임을 [[맡]]어요.,assume,It means to take on a duty.,일이나 역할을 맡는 것을 의미해요.
The ___ gives us fresh air.,우리에게 상쾌한 공기를 주는 [[대기]]예요.,atmosphere,It is the gas around our planet.,우리 행성을 둘러싼 기체에요.
The restaurant has a great ___.,레스토랑은 훌륭한 [[분위기]]에요.,atmosphere,Rearrange these letters!: M T E P O H A R S E,다음 글자들을 재배열 해보세요!: M T E P O H A R S E
I will ___ a new recipe.,나는 새로운 요리를 [[시도]]할 거예요.,attempt,It means to try to do something.,어떤 일을 해보는 것을 말해요.
His ___ showed he tried hard.,그의 [[시도]]는 열심히 했음을 보여줬어요.,attempt,"When you try something, you make this effort.",무언가를 시도할 때 하는 일이에요.
She is ___ of the rules.,그녀는 규칙에 대해 [[알고 있는]] 상태에 있어요.,aware,You know what is happening around you.,주변에서 무슨 일이 일어나고 있는지 알고 있음을 말해요.
Her speech was ___ during dinner.,저녁 식사 중 그녀의 연설이 [[어색]]했어요.,awkward,It is used when you feel uncomfortable in social events.,사람들 앞에서 불편할 때 쓰는 말이에요.
The moment was ______.,순간이 [[난처]]했어요.,awkward,It describes a feeling when you are unsure and a bit uncomfortable.,어쩔 줄 몰라서 조금 불편할 때 쓰여요.
She felt ______ at the party.,그녀는 파티에서 [[어색]]해요.,awkward,How might you feel at a party with no one you know?,"아는 사람이 없을 때, 파티에서 기분이 어떨까요?"
She ___ the secret.,그녀는 비밀을 [[드러내]]했어요.,bare,When you show something that is usually hidden.,보통 숨겨진 것을 보일 때 쓰는 말이에요.
Her face is ___ without makeup.,그녀의 얼굴은 [[벌거벗은]] 화장 없이 보여요.,bare,It means not having any covering.,덮개나 옷이 없는 상태를 말해요.
The ___ room had cold floors.,그 [[맨]] 방은 차가운 바닥이었어요.,bare,It means without any covering.,아무것도 덮여 있지 않음을 뜻해요.
This is the ___ of the plan.,이것은 계획의 [[근거]]입니다.,basis,It is the main support or reason for an idea.,아이디어의 주된 이유나 지지예요.
It is the ___ of science.,이것은 과학의 [[원리]]이다.,basis,It is a main idea that supports things.,어떤 것을 지탱하는 주된 생각이에요.
Education is the ___ of success.,교육은 성공의 [[기초]]이다.,basis,It is the foundation that supports something.,어떤 것을 지탱하는 기초예요.
Build your work on a ___.,일은 좋은 [[기준]]에서 시작돼요.,basis,It is the main support for a plan.,계획을 뒷받침하는 것이에요.
They ___ with us.,그들은 우리와 [[속하]]해요.,belong,It means being a member of a group.,모임의 일원이 되는 것을 의미해요.
They ___ as friends.,그들은 서로 [[유대감]]을 형성해요.,bond,This means you become very close with someone.,누군가와 아주 가깝게 되는 거예요.
People ___ to be close.,사람들은 서로 [[연결]]해요.,bond,It means to connect or stick together.,서로 연결되거나 붙는 것을 말해요.
Atoms form a ___ together.,원자들이 함께 [[결합]]해요.,bond,It connects atoms together.,원자들을 서로 붙게 해요.
They have a deep ___.,그들은 깊은 [[유대]]를 가지고 있어요.,bond,It is a strong connection between people.,사람들 사이에 강한 연결을 뜻해요.
I bought a ___ from the bank.,나는 은행에서 [[채권]]을 샀어요.,bond,You lend money to the bank and get more money later.,"은행에 돈을 빌려주면, 나중에 이자를 받고 돌려받을 수 있어요."
The wall is made of ___.,벽은 [[벽돌]]로 만들어졌어요.,brick,"It is a small, hard block used to build walls.",벽을 만들 때 쓰이는 단단한 작은 조각이에요.
Her reply was ___.,그녀의 대답은 [[간결한]].,brief,It means not long in time.,시간이 오래 걸리지 않아요.
The dress is ___.,드레스가 [[화려]]해요.,brilliant,It means very bright and impressive.,매우 밝고 인상적이라는 뜻이에요.
Her plan was ___.,그녀의 계획은 [[훌륭]]했어요.,brilliant,It means very good and impressive.,매우 좋고 인상적인 것을 뜻해요.
Her mind is ___.,그녀의 마음은 [[총명한]]이다.,brilliant,It describes someone who is very smart.,매우 똑똑한 사람을 말해요.
That painting is ______.,그 그림은 [[훌륭한]]이에요.,brilliant,It describes something very impressive or smart.,아주 인상 깊고 똑똑하다는 뜻이에요.
He bought a ___ of bananas.,그는 바나나의 [[묶음]]을 샀어요.,bunch,It means a group of things.,여러 개의 것이 모인 것을 의미해요.
The dam ___ after heavy rain.,비가 많이 와서 댐이 [[무너뜨리]]었어요.,burst,It means something suddenly breaks apart.,갑자기 부서지는 것을 말해요.
The balloon ___ suddenly.,풍선이 갑자기 [[터뜨리]]었어요.,burst,It happens when a balloon or bubble pops quickly.,풍선이나 거품이 빠르게 터질 때 쓰는 말이에요.
The balloon ___ suddenly.,풍선이 갑자기 [[터지]]었어요.,burst,"It means something suddenly splits open, like a balloon.",풍선처럼 무언가가 갑자기 찢어지는 것을 말해요.
His ___ is his best trait.,그의 [[특질]]은 특별해요.,characteristic,It is a quality that makes something special.,어떤 것을 특별하게 만드는 성질이에요.
Each object has a ___.,모든 물건에는 [[특징]]이 있어요.,characteristic,It means a special quality that makes something different.,어떤 것을 다르게 하는 특별한 성질을 말해요.
Its design is ___.,그 모양은 [[독특한]]예요.,characteristic,It shows what makes a thing special.,어떤 것을 특별하게 만드는 점을 알려줘요.
The witch cast a ___.,마녀가 [[주문]]을 썼어요.,charm,It is used by a witch to make magic.,마녀가 마법을 쓰기 위해 사용하는 것이에요.
He wore a ______ around his neck.,그는 목걸이에 [[장식]]을 달았어요.,charm,It is a small decoration on a necklace.,목걸이나 팔찌에 다는 작은 장식물이에요.
The ___ leads the team.,그 [[우두머리]]가 팀을 이끌어요.,chief,It is the leader of a group.,이것은 집단을 이끄는 사람을 말해요.
Her ___ concern is our safety.,그녀의 [[가장 중요한]] 관심사는 우리 안전이에요.,chief,It means the most important one.,가장 중요한 것을 나타내요.
The disease ___ many lives.,질병은 많은 사람의 [[빼앗]]었어요.,claim,"It means to take a life, like a disease does.",질병이 사람의 목숨을 뺏을 때 쓰는 말이에요.
She ___ it is true.,그녀는 그것이 사실이라고 [[주장]]해요.,claim,You say something is true.,무엇이 사실이라고 말할 때 쓰는 단어예요.
He has a ___ on his house.,그는 집에 대한 [[권리]]가 있어요.,claim,It shows you have a right to own something.,무엇을 소유할 권리가 있음을 알려줘요.
Our ___ meets every week.,우리 [[위원회]]는 매주 모여요.,committee,It is a group that makes decisions.,사람들이 모여 결정을 해요.
They built a new ___ downtown.,그들은 시내에 새로운 [[단지]]를 지었어요.,complex,It is a large building that has many shops.,많은 상점이 있는 큰 건물이예요.
The puzzle is ___.,퍼즐이 [[복잡]]해요.,complex,It describes something with many parts that is hard to understand.,여러 부분이 있어 이해하기 어려운 것을 말해요.
This design shows great ____.,이 디자인은 [[복잡성]]이 높아요.,complexity,It means something has many parts.,여러 부분이 있는 것을 말해요.
Don't ___ the plan.,계획을 [[복잡하게 하다]]지 마세요.,complicate,When extra details make things hard to follow.,추가 세부사항이 있으면 더 어려워져요.
Your actions can ___ the process.,너의 행동이 [[악화시키다]] 과정을 만들 수 있어요.,complicate,It means making something more difficult or confusing.,어떤 것을 더 어렵게 만들 때 쓰는 말이에요.
There is a ___ between friends.,친구들 사이의 [[갈등]]이 있어요.,conflict,What might happen when people disagree?,사람들이 의견이 다를 때 무슨 일이 일어날까요?
The noise can ___ you.,소음이 사람들을 [[혼란시키다]]게 만들어요.,confuse,It happens when someone makes your thoughts unclear.,누군가가 당신의 생각을 분명하지 않게 할 때의 느낌이에요.
He is always ___ in class.,그는 수업 시간에 [[의식하는]] 상태예요.,conscious,You are aware of what happens around you.,주변에서 일어나는 일을 알고 있는 상태를 말해요.
Household ___ of water is high.,가정의 [[소비]]가 많아요.,consumption,It is how much you use.,얼마나 사용했는지 나타내요.
Her ___ of food was huge.,그녀의 [[소비]]는 많았어요.,consumption,It is the act of using things like food.,음식이나 에너지를 사용하는 행위예요.
He will ______ his parents.,그는 부모님을 [[설득]]해요.,convince,How do you make someone trust your words?,어떻게 상대방이 네 말을 믿도록 하나요?
The ___ met to plan.,그들은 [[협의회]]에서 모였어요.,council,It is a group that makes decisions.,사람들이 모여 결정을 내려요.
The ___ is in session.,그 [[의회]]는 새로운 법을 만들어요.,council,A group that makes rules.,사람들이 모여 규칙을 만들어요.
The computer ___ during the game.,컴퓨터가 게임 중 [[붕괴]]했어요.,crash,It means to stop working suddenly.,무언가 갑자기 작동을 멈추는 것을 말해요.
The car ___ into a tree.,차가 [[들이받]] 나무에 부딪혔어요.,crash,It is used when a vehicle hits something suddenly.,차량이 갑자기 무언가에 부딪힐 때 쓰는 단어예요.
The car had a ___.,자동차에 [[사고]]가 났어요.,crash,It is a sudden car accident with noise.,자동차들이 갑자기 부딪혀서 큰 소리가 난 사고예요.
The stock market ___ today.,주식 시장은 [[폭락]]했어요.,crash,"It is a sudden and big drop, like in stock prices.",주식 가격이 갑자기 내려가는 것을 의미해요.
There was a ___ last night.,어젯밤에 [[충돌]]이 있었어요.,crash,"When two objects hit suddenly, it happens.",두 물건이 갑자기 부딪힐 때 발생해요.
I heard a ___ outside.,밖에서 [[와장창]] 소리가 났어요.,crash,It is a loud noise when something falls and breaks.,무언가 떨어져 부서질 때 나는 큰 소리예요.
The country faces a ___.,그 나라는 [[위기]]를 겪고 있어요.,crisis,It is a tough time when things are very hard.,상황이 아주 어려울 때예요.
The cat will ___ its tail.,고양이는 꼬리를 [[휘]]어요.,curl,It twists into a curved shape.,모양이 구부러져요.
The girl will ___ her hair.,소녀는 머리를 [[감다]] 해요.,curl,It is what you do to hair to form loops.,머리를 동그란 모양으로 만들 때 하는 행동이에요.
She likes to ___ her hair.,그녀는 머리를 [[곱슬]]해요.,curl,It means to twist something into a spiral shape.,무언가를 둥글게 말아 만드는 행동이에요.
I ____ to eat spicy food.,나는 매운 음식을 [[감히]] 먹어요.,dare,You do this when you are brave to try something risky.,위험을 무릅쓰고 시도할 때 쓰는 말이에요.
The music will ___ everyone.,음악은 모두를 [[기쁘게]] 해요.,delight,It means to make someone very happy.,누군가를 매우 행복하게 만드는 뜻이에요.
The news brought me ___.,그 소식이 내게 [[기쁨]]을 줬어요.,delight,It is a very happy feeling.,아주 행복한 느낌이에요.
They ___ in the city square.,그들은 도시 광장에서 [[시위운동]]해요.,demonstrate,What do people do during a protest?,사람들이 시위할 때 무엇을 할까요?
The teacher will ___ the lesson.,선생님은 수업을 [[입증]]해요.,demonstrate,You show something so others can learn.,다른 사람이 알 수 있도록 보여주는 거예요.
The teacher ___ the tool.,선생님이 도구 사용법을 [[보여주다]]했어요.,demonstrate,You use it to show how something works.,어떤 것이 작동하는지 설명할 때 써요.
I will ______ the experiment.,나는 실험을 [[보여주]]어요.,demonstrate,It means to show how to do something.,어떻게 하는지 보여주는 뜻이에요.
She ___ a prize for her hard work.,그녀는 열심히 일한 대가로 [[받을 만하다]] 상을 받아요.,deserve,You earn something because of your hard work.,열심히 일하면 좋은 것을 받게 돼요!
I am ______ for help.,나는 도움을 위해 [[필사적인]] 기분이에요.,desperate,It describes a feeling when help is urgently needed.,이 단어는 정말 큰 도움이 필요할 때 느끼는 기분을 말해요.
She felt ______ after the loss.,그녀는 손실 후에 [[절망]]에 빠졌어요.,desperate,When you feel you cannot fix your problems and lose all hope.,문제를 해결할 수 없고 모든 희망을 잃었을 때의 기분이에요.
He was ___ for help.,그는 도움을 위해 [[간절히 원하는]] 마음을 가졌어요.,desperate,It means you need help very badly.,정말 많이 도움이 필요할 때 느끼는 감정이에요.
The situation became ___ quickly.,상황은 [[대단히 위험한]] 빨리 변했어요.,desperate,"When you feel hopeless and in big trouble, you may be like this.",선택이 없고 큰 어려움에 처했을 때 느끼는 기분이에요.
Mom cares for a ____ friend.,엄마는 [[장애를 가진]] 친구를 돌봐요.,disabled,Some people have a hard time moving.,어떤 사람들은 움직이는 것이 힘들어요.
There is ___ in the room.,방 안에 [[무질서]]가 있어요.,disorder,It describes a state where things are not arranged properly.,물건들이 제대로 정리되지 않은 상태를 말해요.
The room shows too much ___.,그 방은 너무 [[장애]] 있어요.,disorder,It is a state where things are not in order.,물건들이 제대로 정돈되지 않은 상태예요.
She lives in a ___.,그녀는 [[구역]]에 살아요.,district,It is an area inside a town or city.,도시 안의 한 구역을 말해요.
I will ___ our trip.,나는 여행을 [[기록]]할 거예요.,document,You write everything down so you don't forget.,잊지 않도록 모든 것을 적어요.
I saw the ____ yesterday.,나는 어제 [[서류]]를 봤어요.,document,It is a paper with important information.,중요한 정보를 담은 종이예요.
She enjoys ___ chores everyday.,그녀는 [[가정의]] 집안일을 즐겨요.,domestic,It is related to home and family.,집과 가족에 관련되어 있어요.
The airline offers ___ flights.,항공사는 [[국내의]] 항공편을 제공해요.,domestic,It means from the same country.,같은 나라에서 온 것을 말해요.
I ___ his words sometimes.,나는 때때로 그의 말을 [[의심]]해요.,doubt,It means you are not sure about something.,무엇인가에 대해 확실하지 않을 때 쓰는 말이에요.
She had ___ about the plan.,그녀는 그 계획에 대해 [[의심]]했어요.,doubt,You feel this when you are not sure.,무언가가 확실하지 않을 때 느끼는 감정이에요.
I ___ my bag slowly.,나는 내 가방을 천천히 [[질질 끌다]].,drag,You pull something along the floor.,바닥을 따라 물건을 끌어요.
She ___ the suitcase.,그녀는 가방을 [[천천히 움직이다]].,drag,Rearrange these letters!: R A G D,다음 글자들을 재배열 해보세요!: R A G D
The ___ slowed our journey.,여행을 방해하는 [[걸림돌]]이 있었어요.,drag,It is something that stops you from moving forward.,앞으로 나아가지 못하게 하는 무엇인가요.
The car had strong ___.,차는 강한 [[항력]]을 가졌어요.,drag,It is the force that slows a moving object.,움직이는 물체를 늦추는 힘이에요.
Pay your ___ on time.,제때 [[세금]] 내세요.,duty,You pay this money to the government.,정부에 이 돈을 내요.
He accepts his ___ every day.,그는 매일 자신의 [[의무]]를 받아들여요.,duty,It is work you must do for someone.,누군가를 위해 해야 하는 일이에요.
He fulfilled his ___ at work.,그는 직장에서 [[직무]]를 다했어요.,duty,It is work you need to do.,해야 할 일을 뜻해요.
Gold is a precious ______.,금은 귀한 [[요소]]에요.,element,It is a basic part that makes up things.,사물을 이루는 기본 부분이에요.
The periodic table has ______.,주기율표에는 [[원소]]가 있어요.,element,It is a basic building block in chemistry.,화학의 기본 구성 요소에요.
They ___ the key point.,선생님이 중요한 점을 [[강조]]해요.,emphasize,Use this when you show something is important.,어떤 것이 중요하다고 보여 줄 때 쓰는 단어예요.
The firm ___ local people.,그 회사는 지역 사람들을 [[고용]]해요.,employ,A company hires someone with this word.,회사가 사람들을 뽑을 때 쓰는 단어예요.
We ___ computers every day.,우리는 컴퓨터를 [[사용]]해요.,employ,This word means to use something for work.,"일할 때, 무엇인가를 사용할 때 쓰는 단어예요."
Police ___ the law.,경찰은 법을 [[시행]]해요.,enforce,The police make sure people follow rules.,경찰이 사람들이 법을 지키도록 하는 거예요.
