fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
You ___ follow the rules.,너는 [[하기로 되어 있다]] 규칙을 따라야 해요.,be supposed to,It means you are expected to do something.,무언가를 해야 한다는 뜻이에요.
Please ___ turn off the lights.,부디 [[반드시]] 불을 끄세요.,be sure to,It is used to remind someone to do something.,누군가에게 어떤 일을 하라고 상기시킬 때 쓰여요.
She was ___ at the gift.,그녀는 선물에 [[놀라다]] 했어요.,be surprised at,How do you feel when you see an unexpected event?,예상치 못한 일이 생기면 어떤 기분인지 생각해 보세요!
I ___ living here.,나는 여기 사는 것에 [[익숙]]해요.,be used to ~ing,It means you are comfortable doing something.,어떤 일에 편안함을 느낄 때 쓰는 표현이에요.
I am ___ lend you money.,나는 돈을 빌려주려고 [[기꺼이]] 할 거예요.,be willing to,How do you show that you want to help?,도와주고 싶다는 것을 어떻게 표현하나요?
We walked on the ______.,우리는 [[해변]]에서 걸었어요.,beach,You relax by water and sand.,물과 모래가 있는 곳에서 쉬어요.
The necklace has one ___.,목걸이에 [[구슬]] 하나 있어요.,bead,It is a small round object used in making jewelry.,보석을 만들 때 쓰는 작은 둥근 물건이에요.
The bird has a ___.,새는 [[부리]]를 가지고 있어요.,beak,It is the hard part on a bird’s head to help eat.,새의 머리에 있어서 먹을 때 도움을 주는 부분이에요.
I will ____ the responsibility.,나는 책임을 [[떠맡]]었어요.,bear,It means to take responsibility.,책임을 지겠다는 뜻이에요.
He ___ a smile.,그는 미소를 [[지니다]]고 있어요.,bear,It means to have a look on your face.,얼굴에 특정한 표정을 가진다는 뜻이에요.
The mother ___ a cub.,어미가 새끼를 [[출산]]했어요.,bear,It means to give birth.,이것은 아기를 낳는다는 뜻이에요.
I cannot ___ the pain.,나는 고통을 [[견디]] 수 없어요.,bear,You do this when things are too hard to continue.,힘들 때 계속하는 행동이에요.
I saw a ___ in woods.,나는 숲에서 [[곰]]을 봤어요.,bear,It is a wild animal that lives in a forest.,숲에 사는 야생동물이에요.
He has a ___ on his face.,그 남자는 얼굴에 [[턱수염]] 있어요.,beard,It is the hair on a man's chin.,남자의 턱에 자라는 머리카락이에요.
The sky is ___.,하늘이 [[아름다운]].,beautiful,It describes something that looks very nice.,아주 멋져 보이는 것을 말해요.
I see ____ in every flower.,나는 모든 꽃에서 [[아름다움]]을 봐요.,beauty,It means something that makes things attractive.,사물이나 사람이 매력적으로 보이는 특성이에요.
She cried ___ she was sad.,그녀는 슬퍼서 [[왜냐하면]] 울었어요.,because,It shows why something happened.,어떤 일이 일어난 이유를 알려줘요.
He is tired ___ the noise.,그는 소음 [[때문에]] 피곤해요.,because of,It shows a reason for an action.,이것은 이유를 설명해요.
The caterpillar ___ a butterfly.,애벌레가 [[되]] 나비예요.,become,It shows a change from one form to another.,어떤 것이 다른 형태가 되는 것을 말해요.
The sky ___ dark.,하늘이 [[해지다]] 어두워졌어요.,become,It means to change into a different state.,뭔가가 달라질 때 사용하는 단어예요.
They will __________ our team.,그들은 곧 우리 팀의 [[일원이 되다]].,become part of,This phrase means to join a team or group.,이 숙어는 어떤 팀이나 그룹에 합류한다는 뜻이에요.
I sleep in a ___.,나는 [[침대]]에서 자요.,bed,You sleep on it at night.,밤에 자는 곳이에요.
The river ___ is muddy.,강의 [[바닥]]은 진흙이에요.,bed,It is the bottom of a river.,강의 밑부분을 말하는 거예요.
I sleep in my ___.,나는 [[침실]]에서 자요.,bedroom,A room for sleeping.,자는 방이에요.
The ___ buzzes in summer.,여름에 [[벌]]가 윙윙거려요.,bee,This insect makes honey and flies.,꿀을 만들며 날아다니는 곤충이에요.
He ____ when things go wrong.,그는 일이 안될 때 [[불평]]해요.,beef,"When you are not happy, you speak about your problems.","기분이 좋지 않을 때, 문제를 이야기해요."
They served ____ at dinner.,저녁에 그들은 [[쇠고기]]를 제공했어요.,beef,It comes from a cow and is eaten as meat.,소에서 나오는 고기를 먹어요.
I woke up ___ sunrise.,나는 해돋이 [[전에]] 일어났어요.,before,Think of a time when one event happens earlier than another.,하나의 일이 다른 일보다 먼저 일어날 때 사용하는 단어예요.
"Dinner starts ___, please hurry.",저녁은 [[곧]] 시작해요.,before long,It is used to say something will happen soon.,곧 어떤 일이 일어날 때 사용해요.
Please ___ your story now.,제발 당신의 이야기를 [[시작]]해요.,begin,It means to start something new.,새로운 것을 시작할 때 쓰는 말이에요.
It is the ___ of the book.,그것은 책의 [[처음]]이에요.,beginning,It means when something starts.,이 단어는 무언가가 시작할 때를 말해요.
Please ___ during the lesson.,수업 중에 [[행동]]해 주세요.,behave,Act politely and follow the rules.,예의 있게 행동하며 규칙을 지켜요.
Children must ___ in class.,아이들은 교실에서 [[처신]]해요.,behave,You act in a good manner.,학교에서 바르게 행동하는 것을 말해요.
Her ___ is very good.,그녀의 [[품행]]은 매우 좋아요.,behavior,It is how a person acts.,사람이 행동하는 방법이에요.
The dog is ___ the house.,개는 집 [[뒤]]에 있어요.,behind,It shows a location at the back.,뒤쪽 위치를 나타내요.
They talked ___ about him.,그들은 그 사람에 대해 [[몰래]] 이야기했어요.,behind one's back,You do this when talking without someone's knowledge.,누군가 모르게 이야기할 때 쓰는 표현이예요.
I ___ my best friend.,나는 내 가장 친한 친구를 [[믿]]어요.,believe,You trust something even without proof.,보이지 않아도 어떤 것을 신뢰하는 거예요.
I ___ magic.,나는 마법을 [[믿다]]어요.,believe in,You trust that something is real.,어떤 것이 진짜라고 생각할 때 사용하는 표현이에요.
"They exclaimed, '___' at the trick.",그들은 마술에 놀라며 [[믿거나 말거나]] 했어요.,believe it or not,You say this when a fact seems hard to imagine.,사실을 상상하기 어려울 때 쓰는 말이에요.
The ___ rings at noon.,정오에 울리는 [[종]]이에요.,bell,You hear this sound when class begins.,수업이 시작될 때 들리는 소리예요.
She rang the ___ at school.,학교에서 그녀가 [[종소리]]를 쳤어요.,bell,This rings to call people to class.,수업 시간에 사람들을 부르기 위해 울려요.
This pen ___ me.,이 펜은 나의 [[소유]]에요.,belong to,It shows who owns something.,누가 소유하는지 나타내요.
I ___ a small club.,나는 작은 동아리에 [[속하다]].,belong to,It means you are part of a group.,어떤 그룹에 소속되어 있다는 뜻이에요.
The kitten is ___ the chair.,아기 고양이가 의자 [[아래]]에 있어요.,below,"It means at a lower place, like under a table.",어떤 물건의 아래쪽에 있다는 뜻이에요.
This exercise is ______ for health.,이 운동은 건강에 [[유익]]해요.,beneficial,It means something gives you good effects.,어떤 것이 좋은 효과를 준다는 뜻이에요.
The stick is ___.,막대기는 [[굽은]] 모양이에요.,bent,It means something that is not straight.,이것은 곧지 않음을 뜻해요.
Ben is ___ on music.,벤은 음악에 [[열중한]]예요.,bent,When you are really interested in something.,어떤 일에 정말 집중할 때처럼.
I ate a ___ with breakfast.,나는 아침에 [[산딸기류 열매]]를 먹었어요.,berry,It is a small fruit that grows on a bush.,덤불에서 자라는 작은 과일이에요.
He stood ___ his car.,그는 그의 차 [[옆에]] 서 있었어요.,beside,It means next to something.,무언가의 바로 옆을 의미해요.
"I work, ___ I study.","나는 일하고, [[게다가]] 공부해요.",besides,It adds extra information.,추가 정보를 더할 때 사용해요.
I like everyone ___ my friend.,나는 내 친구 [[외에]] 모두 좋아해요.,besides,It means not including someone.,누군가를 포함하지 않는 뜻이에요.
This food tastes ___.,이 음식은 [[더 좋은]] 맛이에요.,better,It means more good than before.,전에 비해 더 좋음을 말해요.
The book is ___ two shelves.,책은 두 선반 [[사이]]에 있어요.,between,It shows something in the middle of two things.,두 가지의 물건 사이를 나타내요.
I ride my ___ daily.,나는 매일 [[자전거]] 타요.,bicycle,It is a two-wheeled vehicle you ride.,두 개의 바퀴로 타는 탈것이에요.
The elephant is ___.,코끼리는 [[큰]]어요.,big,It describes something much larger than usual.,평소보다 훨씬 큰 것을 말할 때 사용해요.
She likes to ___ on weekends.,그녀는 주말에 [[자전거]]를 탔어요.,bike,It is a two-wheeled vehicle you ride.,"두 바퀴 달린 탈것으로, 탈 수 있어요."
He rides a ___.,그는 [[자전거]]를 타요.,bike,It is a vehicle with two wheels.,바퀴 두 개가 있는 탈것이에요.
He rides his ____ fast.,그는 [[오토바이]]를 타요.,bike,What do you ride to travel fast on roads?,도로에서 빠르게 이동할 때 타는 것은 무엇일까요?
Congress passed the ___.,국회가 [[법안]]을 통과시켰어요.,bill,It is a suggestion for a new law.,새 법을 위한 제안이에요.
He paid with a ___.,그는 [[지폐]]로 계산했어요.,bill,You use it to buy things in shops.,상점에서 물건을 살 때 사용해요.
I received the ___ in the mail.,우편으로 온 [[계산서]]를 받았어요.,bill,It is a paper that shows what to pay.,내야 하는 돈을 알려주는 종이예요.
The bird has a ____. ,새는 [[넓적한 부리]]를 가지고 있어요.,bill,It is the flat part on a bird's mouth.,새의 입에 있는 평평한 부분이에요.
The hat has a ___.,모자에 [[챙]]가 있어요.,bill,Rearrange these letters!: L B L I,다음 글자들을 재배열 해보세요!: L B L I
There are ___ stars in space.,우주에는 [[수십억의]] 별이 있어요.,billions of,It means a very high number.,아주 많은 수를 뜻해요.
I read a ___ of a famous leader.,나는 유명한 지도자의 [[전기]]를 읽었어요.,biography,It tells the life story of a person.,어떤 사람의 삶을 이야기해요.
Doctors use ___ devices.,의사들은 [[생체 의학의]] 기기를 사용해요.,biomedical,It means using science for medicine.,이 단어는 의학을 위한 과학을 말해요.
I see a ___ in a tree.,나는 나무에서 한 [[새]]를 봐요.,bird,It is an animal with wings.,날개가 있는 동물이에요.
My ___ was on a sunny day.,제 [[출생]]은 화창한 날이었어요.,birth,It is when a baby comes into the world.,아기가 세상에 처음 나오는 때예요.
I celebrate my ____.,나는 내 [[생일]]을 축하해요.,birthday,It is the day you were born.,태어난 날이에요.
Please ___ these fruits together.,과일들을 [[섞다]] 하세요.,blend,It means to mix things together.,여러 재료들을 한데 모으는 뜻이에요.
She will ___ spices into the soup.,그녀는 수프에 향신료를 [[섞다]] 넣을 거예요.,blend,You mix different things until they become one.,여러 가지를 섞어 하나로 만들어요.
This juice is a healthy ___.,이 주스는 건강한 [[혼합]]이에요.,blend,It means to mix two things together.,두 가지를 섞어 하나로 만드는 거예요.
She uses the ___ for smoothies.,그녀는 스무디를 만들 때 [[믹서기]]를 사용해요.,blender,It is a kitchen tool used for mixing ingredients.,음식을 섞는 주방 기구예요.
I ___ when surprised.,나는 놀랄 때 눈을 [[깜박]]해요.,blink,You quickly close and open your eyes.,눈을 빠르게 감았다 폈다 해요.
I try to _____ noise.,나는 소음을 [[차단]]해요.,block out,How do you stop unwanted sounds?,어떻게 소음을 막을 수 있나요?
She writes on a ___.,그녀는 [[블로그]]에 글을 써요.,blog,It is a website where people write posts.,사람들이 글을 쓸 수 있는 웹사이트예요.
My ___ is in my body.,내 몸 속에 [[피]] 있어요.,blood,It is red and circulates in your body.,몸 안을 돌며 붉은 색을 가진 액체예요.
Trees ___ in spring.,나무가 [[번영]]해요.,blossom,It means to grow and become beautiful.,자라고 아름다워진다는 뜻이에요.
I feel ____ today.,나는 오늘 [[우울]]해요.,blue,It describes a feeling when you are a bit sad.,조금 슬플 때의 기분을 나타내요.
They ___ the bus.,그들은 버스에 [[탑승]]해요.,board,You get on a vehicle to travel.,여행을 위해 탈 것을 이용해요.
The ____ met for discussion.,회사에서 [[이사회]]가 모였어요.,board,They help a company make decisions.,회사가 중요한 결정을 내릴 때 모이는 사람들이에요.
He wrote on the ___.,선생님이 글씨를 [[칠판]]에 썼어요.,board,It helps teachers write notes in class.,선생님이 수업에 쓸 때 사용하는 물건이에요.
She writes on the ___.,그녀는 [[칠판]]에 글을 써요.,board,You use this in school for writing.,학교에서 글을 쓸 때 사용하는 물건이에요.
They use the ___ in every game.,그들은 모든 게임에서 [[판]]을 사용해요.,board,Rearrange these letters!: R O A D B,다음 글자들을 재배열 해보세요!: R O A D B
Read the ___ for school events.,학교 행사에 대한 [[게시판]]을 읽으세요.,board,This is where school notices are posted.,학교 공지가 붙여져 있는 곳이에요.
They row a ___ on the lake.,그들은 호수에서 [[보트]]를 저어요.,boat,You use it to travel on water.,물을 건너기 위해 사용하는 탈것이에요.
I need to rest my ___.,나는 [[몸]]을 쉬어야 해요.,body,It is your physical self that you can see and touch.,눈에 보이고 만질 수 있는 네 자신이에요.
Our ___ met today.,우리 [[단체]] 오늘 만났어요.,body,It refers to a group of people working together.,여러 사람이 함께 모여 이루어진 모임을 말해요.
My essay ___ is concise.,내 에세이의 [[본론]]은 간결해요.,body,It is the main section of an article.,글의 주된 부분이에요.
The water is ___.,물이 [[끓는]] 중이에요.,boiling,It describes water so hot that it makes bubbles.,물이 너무 뜨거워서 거품이 나는 상태를 말해요.
Her style is ___.,그녀의 스타일은 [[대담]]해요.,bold,It shows a person who is not afraid to try new things.,이 단어는 두려움 없이 새로운 일을 하는 사람을 말해요.
The text is ___ on paper.,종이에 [[굵]] 글씨예요.,bold,It makes text look thicker.,글씨가 더 두껍게 보여요.
She shouted ___ at danger.,그녀는 위험에 [[용감]] 소리를 질렀어요.,boldly,How would you act if you show a lot of courage?,"많은 용기를 보일 때, 어떻게 행동할까요?"
He hurt his ___ during the game.,그는 경기 중에 [[뼈]]를 다쳤어요.,bone,It is hard and gives your body support.,몸을 지탱해 주고 단단한 부분이에요.
I will ___ a table.,나는 식당에서 [[예약]]했어요.,book,You do this when you reserve a seat.,자리를 미리 확보할 때 하는 행동이에요.
I read a ____.,나는 [[책]]을 읽었어요.,book,It has pages and words on it.,페이지와 글자가 있어요.
I use ___ for my book.,나는 책 읽을 때 [[책갈피]]를 사용해요.,bookmark,It helps you save your reading spot.,읽던 자리표시를 기억하게 도와줘요.
I have a ______ for my books.,내 방에 [[책꽂이]]가 있어요.,bookshelf,It is furniture used for storing books.,책들을 보관하는 가구예요.
I went to the ______.,나는 [[서점]]에 갔어요.,bookstore,A place to buy books.,책을 살 수 있는 곳이에요.
She entered the ___ to buy tickets.,그녀는 티켓을 사기 위해 [[칸막이를 한 작은 공간]]에 들어갔어요.,booth,"It is a small, separated space for buying things.",작고 칸막이가 있는 공간이에요.
This park ___ the river.,이 공원은 강과 [[접하다]]해요.,border,It shows where two areas touch.,두 지역이 만나는 곳을 말해요.
The country has a long ______.,그 나라는 긴 [[경계]]를 가지고 있어요.,border,It is the edge separating two lands.,두 나라를 가르는 선이에요.
The two nations share a ___.,두 나라 사이에 [[국경]]이 있어요.,border,It is the line that separates countries.,나라들을 나누는 선이에요.
She was ___ in class.,그녀는 수업 중에 [[지루한]] 기분이었어요.,bored,How do you feel without any fun activities?,재미있는 활동이 없을 때 느끼는 기분이에요.
The movie is ___.,영화가 [[지루한]]이다.,boring,It describes something that makes you feel uninterested.,흥미롭지 않아 지루한 상태를 말해요.
Can I ___ your book today?,오늘 너의 책을 [[빌리다]]해도 돼?,borrow,"You take something to use, then give it back.",잠시 쓰고 돌려주는 행동이에요.
___ Anne and Tom love pizza.,앤과 톰은 피자를 [[둘 다의]] 좋아해요.,both,It is used to include two items.,두 가지 모두를 포함할 때 쓰여요.
I use ___ tools: pen and pencil.,나는 도구를 사용해요: 볼펜과 연필 중 [[둘 다]].,both A and B,It means two things together.,두 가지를 함께 선택한다는 뜻이에요.
She filled the ___ with water.,그녀는 물로 [[병]]을 채웠어요.,bottle,It is a container for liquids.,액체를 담는 용기예요.
He looked at the ___ of the box.,그는 상자의 [[밑바닥]]을 살펴보았어요.,bottom,It is the lowest part of something.,어떤 사물의 가장 낮은 부분이에요.
They _____ every Friday night.,그들은 금요일 밤에 [[권투]]해요.,box,"In this sport, you fight with your fists.",이 스포츠는 주먹으로 싸워요.
She placed a ___ on the shelf.,그녀는 선반 위에 [[상자]]를 놓았어요.,box,It is used to keep things.,물건을 보관하는 데 사용해요.
She works at the ___.,그녀는 [[매표소]]에서 일해요.,box office,It's where you buy movie tickets.,영화 티켓을 사는 곳이에요.
The ___ plays in the park.,그 [[소년]] 공원에서 놀아요.,boy,He is a child who is male.,그는 어린 아이이고 남자예요.
I bought a ______ phone.,나는 [[아주 새]] 전화기를 샀어요.,brand-new,It is completely new.,이것은 한 번도 쓰이지 않은 거예요.
I bought a ___ phone.,나는 [[완전 새로운]] 핸드폰을 샀어요.,brand-new,It means something you have never used.,한 번도 사용하지 않은 것을 말해요.
The knight is ___.,기사님은 [[용감]]해요.,brave,You are not scared when facing danger.,위험을 만났을 때 두려움이 없어요.
The ___ soccer team won.,그 [[브라질의]] 축구팀이 이겼어요.,Brazilian,It describes something from a large South American country.,남미의 큰 나라와 관련된 것을 나타내요.
I eat ___ at breakfast.,나는 아침에 [[빵]]을 먹어요.,bread,It is a common food made from flour and water.,밀가루와 물로 만든 흔한 음식이에요.
The news will ___ soon.,뉴스가 곧 [[터지다]].,break,It means something splits into pieces.,무언가가 여러 조각으로 갈라지는 것을 뜻해요.
He will ___ the wooden chair.,그는 나무 의자를 [[부수다]].,break,What happens if a cup falls and gets damaged?,컵이 떨어져서 손상되면 어떻게 될까요?
Don't ___ the glass.,유리를 [[깨다]]지 마세요.,break,"When something is damaged and comes apart, it happens.","무언가가 손상되어 분리될 때, 일어나는 일이에요."
He will ___ a record.,그는 기록을 [[깨]]었어요.,break,You do this when a record no longer stands.,기록이 더 이상 유지되지 않을 때 하는 행동이에요.
The toy can ___ easily.,장난감이 쉽게 [[부러지]]어요.,break,"When things are hit, they may split into pieces.","물건을 치면, 여러 조각으로 나뉠 수 있어요."
I will ___ the toy.,나는 장난감을 [[망가뜨리다]],break,What might happen to a cup when you drop it?,컵을 떨어뜨리면 어떻게 될까요?
Do not ___ the rules.,규칙을 [[어기]]면 곤란해요.,break,It happens when you do not follow rules.,규칙을 따르지 않을 때 발생해요.
I need a ___.,나는 [[휴식]]이 필요해요.,break,It is a short pause from work.,일하는 중에 잠깐 쉬는 시간이예요.
My ____ was fun.,나의 [[휴가]]는 즐거웠어요.,break,It is a time when you rest from work or school.,일이나 학교에서 쉬는 시간을 말해요.
She had a ___ for a new job.,그녀는 새 직업을 위한 [[기회]]가 있었어요.,break,This is your unexpected chance to succeed.,예상치 못한 좋은 기회예요.
They sometimes ___ at school.,그들은 학교에서 [[규칙을 어기다]].,break a rule,It means doing something not allowed.,허용되지 않은 행동을 한다는 뜻이에요.
My car ___ in the rain.,내 차가 비 오는 날 [[고장]] 났어요.,break down,It is when a vehicle stops working properly.,차량이 제대로 작동하지 않을 때 생기는 일이에요.
Workers ___ the old wall.,노동자들이 오래된 벽을 [[무너뜨리다]]했어요.,break down,It means to demolish something.,무언가를 부수거나 무너뜨리는 것을 의미해요.
Please ___ the toy into pieces.,장난감을 조각으로 [[분해]]해요.,break down,It means to take something apart into pieces.,어떤 것을 조각으로 나누는 거예요.
Robbers ___ a bank.,강도들이 은행에 [[침입]]했어요.,break into,What do robbers do to get into a bank without permission?,강도들이 은행에 허락 없이 들어갈 때 하는 행동은 무엇일까요?
He wants to _____ acting.,그는 [[진출]]하다 연기에 도전해요.,break into,It shows beginning in a different area.,다른 분야에서 처음 시작할 때 쓰는 말이에요.
My skin always ___ when I'm stressed.,내 피부는 스트레스 받을 때 [[발진]]나요.,break out,"When you're stressed, your skin may develop spots.",스트레스를 받으면 피부에 갑자기 붉은 점들이 생길 수 있어요.
Tension can ______ suddenly.,긴장이 갑자기 [[발생]]해요.,break out,It means to happen suddenly.,어떤 일이 갑자기 일어나요.
They will ___ the barrier.,그들은 장벽을 [[돌파하다]].,break through,It means to get past a barrier.,장벽을 지나간다는 뜻이에요.
She eats ___ in the morning.,그녀는 아침에 [[아침식사]] 먹어요.,breakfast,It is the first meal of the day.,하루에 처음 먹는 식사예요.
I waited for ___ during the lesson.,수업 중에 [[쉬는 시간]]을 즐겼어요.,breaktime,It's a short period when you relax at school.,학교에서 잠깐 쉬는 시간을 말해요.
Deep ___ relaxes the body.,깊은 [[호흡]]이 몸을 편하게 해요.,breathing,It means taking air into your body to live.,살기 위해 공기를 들이마시는 것을 뜻해요.
We crossed the ______ quickly.,우리는 빠르게 그 [[다리]]를 건넜어요.,bridge,You use this to go from one side to the other over water.,물을 건너기 위해 이것을 이용해요.
The sun is ___.,태양은 [[밝은]]해요.,bright,It shows light and hope.,빛과 희망이 많은 것을 말해요.
The girl is ___.,그 소녀는 [[똑똑]]해요.,bright,How would you describe someone who learns lessons quickly?,수업을 빠르게 이해하는 사람은 어떨까요?
The light is ___.,불빛이 [[밝은]]이에요.,bright,It means something shines with a lot of light!,많은 빛이 나는 상태를 말해요!
The sun shone ____.,태양이 [[밝게]] 빛났어요.,brightly,It describes when something shines with much light.,무엇인가가 많은 빛을 낼 때 쓰는 말이에요.
She will ___ him dinner tonight.,그녀가 저녁을 [[가져오]]어요.,bring,You use this word when taking something to a place.,이 단어는 무언가를 한 장소로 가져갈 때 써요.
Please ___ your book to class.,제발 네 책을 [[데려오]]세요.,bring,It means to carry something from another place to here.,다른 장소에서 여기로 물건을 가지고 오는 것을 말해요.
This song ___ memories.,이 노래는 추억을 [[떠오르게 하다]].,bring,It means to take something with you.,어떤 물건을 가지고 가는 것을 뜻해요.
Please ___ me a pen.,제발 나에게 펜을 [[가져오다]] 주세요.,bring,You carry something from another place to here.,다른 곳에서 여기로 물건을 옮기는 것을 말해요.
His ideas ______ big change.,그의 생각은 큰 변화를 [[초래]]해요.,bring about,It means to cause something to happen.,어떤 결과가 나오도록 만들어요.
Photos ______ memories.,사진은 추억을 [[상기시키다]]요.,bring back,It helps you remember the past.,과거를 기억하게 해요.
Old photos ______ memories.,오래된 사진들이 [[생각나게 하다]] 기억을 불러요.,bring back,It means making someone remember old times.,누군가에게 옛날을 기억나게 하는 뜻이에요.
Please ___ my phone from home.,제 전화를 [[돌려주]]세요.,bring back,It means to return something to its owner.,누군가에게 받은 것을 돌려주는 거예요.
I will ___ your pen.,나는 네 펜을 [[다시 데리고 오]]할게.,bring back,It means to take something back to its original place.,어떤 것을 원래 있던 자리로 다시 가져오는 것을 말해요.
She can ___ her talent.,그녀는 재능을 [[끌어내]]요.,bring out,It means to show a hidden quality in someone.,누군가의 감춰진 특징을 드러내요.
He will ___ his dog.,그는 그의 개를 [[데리고 나가다]].,bring out,You do this when you take someone outside.,누군가나 무언가를 밖으로 데리고 갈 때 쓰는 말이에요.
Bad habits ___ problems in life.,나쁜 습관은 인생에 문제를 [[초래]]해요.,bring out,It means to cause something to happen.,어떤 결과를 일으키는 것을 말해요.
A new book will ___ next week.,새 책이 [[출간]]될 거예요.,bring out,They release a new book for people.,사람들이 읽을 수 있도록 새 책을 내요.
My friend is ____.,내 친구는 [[영국의]] 사람이에요.,British,It means from England.,영국에서 온 것을 뜻해요.
They will ___ the news tonight.,그들은 오늘 밤 뉴스를 [[방송]]해요.,broadcast,It is used to send shows on TV or radio.,TV나 라디오에 프로그램을 보낼 때 쓰는 말이에요.
I watched the ___ on TV.,TV에서 [[방송]] 봤어요.,broadcast,It means sending programs on TV or radio.,TV나 라디오로 프로그램을 보내는 것을 뜻해요.
My toy is ___.,내 장난감은 [[고장난]]이에요.,broken,It is not working as it should.,제대로 작동하지 않아요.
The toy is ____.,장난감은 [[부러진]] 상태예요.,broken,It means something is damaged and not working.,손상되어서 제대로 작동하지 않아요.
The toy is ___.,장난감은 [[실수투성이의]] 상태예요.,broken,It is not working anymore.,더 이상 잘 작동하지 않아요.
My toy is ___.,내 장난감은 [[깨진]] 상태예요.,broken,It means something does not work anymore.,더 이상 작동하지 않는 것을 말해요.
He earned a ___ medal.,그는 [[동메달]] 받았어요.,bronze,It is the metal color for third place.,제3위 상에 해당하는 금속 색이에요.
The sculpture is made of ___.,조각상은 [[청동]]으로 만들어졌어요.,bronze,Used to make statues often.,조각상을 만들 때 종종 쓰여요.
Maria uses a ______ to sweep.,마리아는 청소할 때 [[빗자루]]를 사용해요.,broomstick,You use it to help clean floors.,바닥 청소할 때 쓰는 도구예요.
My ___ is very kind.,저의 [[형제]]는 정말 친절해요.,brother,It is a male family member who shares your parents.,부모님을 함께 둔 남자 가족이에요.
My ___ is kind.,내 [[오빠]]는 착해요.,brother,It is the male sibling in your family.,가족 중 남자 형제예요.
I ___ my teeth.,나는 이를 [[닦]]아요.,brush,It is used to clean things.,청소할 때 쓰는 도구예요.
The wind ___ the leaves.,바람이 잎을 [[스치]]어요.,brush,It means to gently touch something.,부드럽게 닿는 것을 말해요.
He will ___ his hair slowly.,그는 머리를 [[솔질]]해요.,brush,You use it on your hair to make it neat.,머리를 깔끔하게 하기 위해 사용해요.
She tried to ___ his question.,그녀는 그의 질문을 [[무시]]했어요.,brush off,You do not pay attention to someone's words.,다른 사람의 말을 중요하게 생각하지 않아요.
I ___ after breakfast.,나는 아침 식사 후에 [[이를 닦다]]해요.,brush one's teeth,You do it every morning to keep your teeth clean.,아침마다 이를 깨끗하게 하기 위해 도구를 사용해요.
I ___ every morning.,나는 매일 아침에 [[양치질]]해요.,brush one's teeth,What do you do with a toothbrush every morning?,매일 아침 칫솔로 무엇을 하세요?
She used a ___ for water.,그녀는 물을 위해 [[양동이]]를 사용했어요.,bucket,It is a container to carry water.,물을 옮길 때 쓰는 용기예요.
He created his ___ before old age.,그는 늙기 전에 자신의 [[죽기 전에 해야 할 목록]]를 만들었어요.,bucket list,It is a list of things you want to do before you die.,죽기 전에 하고 싶은 일을 적은 목록이에요.
They will ___ a house.,그들은 집을 [[짓다]].,build,Rearrange these letters!: D L I B U,다음 글자들을 재배열 해보세요!: D L I B U
They ___ a strong friendship.,그들은 서서히 [[형성]]했어요.,build up,When you slowly form a closer connection like a friendship.,친구처럼 천천히 관계를 만드는 것을 말해요.
I ___ my skills every day.,"나는 매일 내 기술을 [[증진하다,갱신하다]]해요.",build up,It means to gradually increase something.,무언가를 천천히 늘려가는 것을 말해요.
We ___ a small tower of blocks.,우리는 작은 블록 탑을 [[쌓아 올리다]] 했어요.,build up,You put pieces together gradually to make something.,조각들을 조금씩 모아 무엇인가 만드는 행동이에요.
I saw a ___ near the barn.,나는 헛간 옆에서 [[황소]]를 봤어요.,bull,It is a strong farm animal.,강한 농장 동물이에요.
I ___ my teacher at the store.,나는 가게에서 선생님을 [[마주치다]]했어요.,bump into,You meet someone unexpectedly.,누군가를 우연히 마주칠 때 쓰는 표현이에요.
I ___ a stranger on the street.,나는 길에서 모르는 사람과 [[충돌]]했어요.,bump into,You meet someone unexpectedly.,우연히 누구를 만나는 것을 말해요.
I ate ___ for lunch.,나는 [[햄버거]]를 먹었어요.,burger,You often eat this fast food with fries.,감자튀김과 같이 먹는 인기 있는 음식이에요.
The match will ___ quickly.,성냥이 빠르게 [[타]]요.,burn,It means to catch fire and produce light.,불이 붙어 타오르는 것을 말해요.
The candle will ___ if left unattended.,촛불은 방치하면 [[태우다]]어요.,burn,"When near fire, something gets damaged.",불 옆에서는 무언가가 손상될 수 있어요.
She ___ upon hearing news.,그녀는 소식을 듣고 [[울음을 터뜨리다]].,burst into tears,You suddenly cry a lot when feeling very sad.,매우 슬플 때 갑자기 많이 우는 행동이에요.
He started a ___ this year.,그는 올해 [[사업]]을 시작했어요.,business,It is an activity where people sell or buy goods.,사람들이 물건을 사고파는 활동이에요.
He is a successful ___.,그는 성공한 [[사업가]]예요.,businessman,He works to make profit in his own company.,자신의 회사를 운영하며 이익을 창출해요.
The ___ is busy at work.,그 [[사업가]]는 바빠요.,businessperson,They work to earn money and run a company.,돈을 벌고 회사를 운영하는 사람이에요.
He is ___ on the phone.,그는 전화 중에 [[통화 중인]]예요.,busy,"When you have many tasks and little time, you feel like this.",할 일이 많아 쉴 틈이 없을 때의 느낌이에요.
She is ___ today.,그녀는 오늘 [[바쁜]].,busy,It means having many things to do.,할 일이 많다는 뜻이에요.
I study French ___ Spanish.,나는 프랑스어를 공부하지만 [[~이외에]] 스페인어를 공부해요.,but,It connects two opposite ideas.,두 가지 다른 생각을 연결해요.
